@relation  phoneme
@attribute Aa real[-1.7,4.107]
@attribute Ao real[-1.327,4.378]
@attribute Dcl real[-1.823,3.199]
@attribute Iy real[-1.581,2.826]
@attribute Sh real[-1.284,2.719]
@attribute Class {0,1}


@data
0.22, 1.013, 2.32, 1.102, -0.359, 0
0.249, 1.066, 2.355, -0.791, 0.0, 0
1.311, 2.079, -0.433, 0.201, -0.252, 0
3.516, -0.361, 0.173, 0.084, 0.069, 0
0.561, 3.053, -0.613, 0.388, -0.175, 0
1.322, 1.153, 0.403, 0.371, -0.395, 0
1.017, 2.97, -0.393, -0.158, -0.138, 0
0.565, 1.975, -0.544, -0.264, -0.239, 0
1.59, 2.24, 0.711, -0.188, 0.197, 0
0.959, 1.399, -0.252, -0.1, -0.055, 0
0.716, 1.75, 0.852, -0.226, 0.132, 0
0.144, 0.875, 1.999, 1.127, -0.534, 0
0.104, 0.356, 0.453, 1.809, -1.037, 0
0.402, 0.617, 1.656, 1.123, -0.363, 0
0.279, 1.373, 1.137, 0.453, 0.0, 0
0.249, 1.297, 2.72, -0.722, -0.384, 0
0.236, 0.46, 2.043, 0.909, 0.646, 0
0.264, 0.581, 0.84, -0.575, 1.967, 0
0.466, 2.707, -0.678, 0.617, 1.006, 0
0.253, 0.406, 0.468, 1.567, 1.672, 0
0.23, 1.749, -0.395, 0.34, -0.12, 0
0.634, 2.292, 0.884, -0.353, 0.193, 0
0.584, 2.874, -0.821, 0.521, -0.205, 0
0.432, 1.071, 2.327, -0.592, -0.313, 0
0.278, 0.949, 2.609, -0.656, -0.315, 0
0.213, 1.071, 2.003, -0.609, -0.229, 0
0.28, 2.032, 0.499, 0.287, -0.125, 0
1.519, 1.395, -0.232, 0.133, -0.081, 0
0.257, 1.277, 1.865, -0.605, 0.0, 0
-0.239, -0.788, -0.517, -0.287, -0.152, 0
2.185, 0.637, -0.117, 0.104, 0.063, 0
0.147, 0.417, 0.515, -0.73, 0.0, 0
0.541, 2.446, 1.583, -0.44, -0.212, 0
0.185, 1.416, 2.055, 0.872, 0.0, 0
0.726, 1.023, 0.354, -0.1, 0.069, 0
0.773, 2.061, -0.344, -0.179, -0.115, 0
1.084, 1.32, 0.354, -0.113, 0.077, 0
0.268, 2.164, 0.991, 0.63, 0.0, 0
3.496, -0.273, 0.18, 0.11, -0.06, 0
0.648, 2.479, 1.064, -0.317, 0.0, 0
2.115, 1.932, 0.919, -0.192, 0.148, 0
0.582, 3.252, -0.511, 0.702, -0.25, 0
0.334, 1.478, 2.134, -0.654, 0.593, 0
-0.114, -0.206, -0.379, -0.537, 0.0, 0
0.245, 1.677, 1.511, 0.508, 0.0, 0
0.24, 1.023, 1.346, -0.557, -0.534, 0
-0.134, 1.057, 2.379, -0.822, 0.0, 0
1.746, 1.608, -0.257, -0.123, -0.071, 0
0.352, 1.147, 1.63, 0.647, -0.518, 0
0.411, 2.611, -0.561, 0.349, -0.162, 0
0.264, 1.209, 2.464, -0.669, -0.305, 0
1.441, 0.97, 0.396, 0.265, -0.163, 0
0.336, 2.902, -0.662, 0.552, 1.028, 0
0.621, 1.749, -0.436, -0.183, -0.103, 0
0.282, 1.08, 2.744, -0.726, 0.0, 0
0.967, 2.69, -0.413, -0.337, 0.813, 0
0.156, 1.034, 1.946, -0.555, 0.0, 0
0.357, 1.663, 0.541, -0.196, -0.119, 0
0.638, 3.104, -0.52, -0.249, -0.125, 0
0.189, 0.548, 0.918, 1.984, -0.614, 0
2.191, 0.438, 0.149, 0.124, -0.155, 0
0.62, 1.855, -0.297, 0.241, 0.261, 0
0.641, 1.983, 0.845, -0.238, -0.123, 0
0.683, 1.585, 0.878, -0.395, 1.72, 0
2.697, -0.221, 0.159, 0.091, 0.078, 0
0.716, 1.208, -0.218, -0.094, -0.05, 0
0.123, 0.586, 0.849, 2.496, -0.797, 0
0.534, 2.848, -0.663, -0.215, -0.118, 0
0.098, 0.526, 1.126, 0.0, 0.0, 0
2.705, 0.539, -0.143, -0.084, 0.138, 0
0.227, 1.27, 1.582, -0.591, -0.315, 0
0.933, 3.142, -0.585, 0.545, 0.354, 0
0.64, 2.521, 1.073, 0.387, -0.215, 0
0.821, 3.104, -0.475, 0.845, -0.233, 0
0.245, 0.624, 2.375, 1.077, 0.457, 0
0.986, 2.211, 1.92, -0.485, 0.0, 0
0.183, 0.928, 2.273, 0.965, 0.0, 0
2.234, 0.546, 0.171, 0.094, 0.069, 0
1.203, 1.859, 0.476, 0.641, 0.666, 0
0.342, 1.401, 2.404, -0.665, 0.0, 0
0.104, 0.496, 1.126, -0.401, -0.371, 0
1.24, 2.47, -0.448, 0.231, 0.158, 0
0.524, 2.902, -0.59, 1.191, -0.328, 0
3.056, 0.572, 1.055, -0.219, -0.093, 0
0.194, 1.262, 1.72, 0.754, 0.0, 0
0.595, 2.984, -0.599, -0.252, -0.174, 0
0.152, 0.336, 0.45, -0.608, 1.78, 0
0.307, 2.782, -0.427, -0.206, -0.138, 0
0.609, 1.359, -0.747, -0.271, -0.193, 0
0.127, 0.79, 2.136, -0.854, 0.0, 0
2.314, 0.674, -0.091, -0.059, 0.048, 0
0.39, 1.25, 1.613, 0.694, -0.455, 0
0.293, 1.714, 0.461, 0.22, -0.097, 0
0.665, 2.476, 0.621, 1.359, -0.365, 0
1.411, 2.01, -0.329, -0.128, 0.12, 0
1.638, 1.722, 1.509, -0.338, -0.16, 0
1.188, 2.725, -0.47, -0.186, 0.39, 0
0.296, 0.735, 1.704, 1.119, 0.677, 0
0.211, 1.58, 1.101, 0.498, 0.0, 0
0.356, 1.503, 1.271, -0.396, -0.193, 0
2.667, 0.33, 0.189, 0.226, -0.08, 0
2.833, 0.582, -0.131, 0.178, 0.105, 0
0.182, 1.094, 0.858, 1.275, -0.485, 0
0.58, 1.755, 1.087, 0.334, 0.0, 0
1.62, 2.64, -0.457, 0.609, -0.213, 0
0.647, 0.483, 0.776, 1.912, -0.599, 0
1.061, 2.765, -0.46, 0.286, 0.73, 0
0.137, 0.268, 0.41, 0.996, 1.737, 0
0.892, 1.534, 0.287, 0.118, 0.069, 0
2.315, 0.831, -0.138, 0.081, 0.098, 0
0.128, 0.351, 0.582, 2.105, -0.626, 0
0.131, 0.316, 0.492, -0.883, 0.0, 0
0.915, 2.919, 0.802, 0.635, 0.386, 0
0.394, 0.968, 2.311, 1.118, 0.58, 0
0.275, 1.133, 1.375, -0.478, 0.0, 0
2.84, 0.694, 0.395, -0.087, 0.08, 0
0.234, 1.933, 1.898, -0.693, -0.27, 0
1.675, 1.764, 1.366, -0.238, -0.117, 0
0.486, 3.553, -0.57, -0.26, -0.159, 0
1.104, 2.591, -0.38, -0.208, 0.133, 0
1.031, 1.627, -0.29, 0.171, -0.099, 0
0.269, 0.362, 0.661, 2.266, -0.705, 0
0.081, 0.381, 0.553, 0.93, 0.0, 0
0.156, 0.564, 1.35, 1.842, 0.0, 0
0.236, 0.373, 0.415, 1.402, 2.043, 0
0.782, 2.546, 1.536, -0.43, 0.0, 0
0.15, 0.933, 2.363, -0.742, -0.617, 0
-0.307, -1.153, -0.601, -0.277, -0.151, 0
1.586, 2.256, -0.352, 0.196, -0.224, 0
1.086, 1.163, -0.272, -0.118, -0.06, 0
2.6, 0.644, 0.221, 0.133, -0.116, 0
1.926, 0.811, 0.193, 0.162, 0.171, 0
1.246, 2.16, -0.339, 0.221, 0.151, 0
2.938, 0.357, 1.369, -0.287, -0.131, 0
0.367, 1.526, 1.57, 1.01, 1.05, 0
0.854, 2.146, -0.363, 0.312, -0.199, 0
1.304, 2.43, 0.802, 0.643, -0.194, 0
1.687, 1.914, -0.315, -0.148, -0.101, 0
2.437, 1.018, -0.281, 0.182, 0.2, 0
0.698, 2.98, 0.826, -0.307, -0.158, 0
0.17, 0.581, 1.363, 1.124, 0.0, 0
0.35, 1.14, 1.252, 0.763, -0.211, 0
1.529, 1.078, -0.154, -0.072, 0.066, 0
0.973, 2.317, -0.46, 1.452, -0.404, 0
0.42, 0.862, 2.552, 1.104, -0.415, 0
2.84, 1.351, 0.36, 0.679, -0.16, 0
0.257, 0.577, 0.638, 1.253, 1.175, 0
0.6, 0.791, 2.006, 0.733, 0.348, 0
0.266, 1.055, 2.807, -0.819, 0.0, 0
1.296, 2.241, -0.417, 0.214, 0.141, 0
0.62, 2.292, -0.532, -0.212, -0.111, 0
0.612, 2.418, 0.909, 0.425, 0.225, 0
1.304, 2.718, -0.422, 0.257, 0.342, 0
0.134, 0.334, 0.428, 1.189, 0.0, 0
0.83, 1.972, -0.46, -0.185, 0.0, 0
1.246, 2.402, -0.509, -0.18, 0.0, 0
0.409, 2.816, -0.408, -0.24, -0.165, 0
0.577, 3.515, -0.656, 0.333, -0.164, 0
0.238, 1.615, 1.22, -0.487, 0.0, 0
0.136, 0.457, 0.56, 0.674, 0.0, 0
0.213, 1.448, 0.992, 0.338, 0.0, 0
2.245, 1.11, -0.149, 0.11, -0.058, 0
0.215, 2.081, -0.428, 0.287, -0.181, 0
1.312, 1.38, 0.337, -0.154, -0.075, 0
0.269, 1.13, 2.209, -0.786, -0.323, 0
0.252, 2.498, -0.53, 0.347, -0.137, 0
0.205, 0.629, 0.904, 1.653, -0.468, 0
0.573, 2.555, 1.523, 0.452, -0.19, 0
1.838, 0.583, -0.084, 0.091, 0.062, 0
3.079, 0.491, -0.124, -0.084, 0.071, 0
1.218, 1.73, -0.246, -0.11, 0.099, 0
1.392, 1.632, -0.259, -0.102, 0.09, 0
0.88, 2.143, 0.546, 0.306, -0.234, 0
0.332, 1.406, 1.79, -0.444, -0.255, 0
0.421, 1.998, 0.677, 0.319, 0.195, 0
2.937, 0.357, 1.369, -0.287, -0.132, 0
0.085, 0.356, 0.443, 1.604, -0.792, 0
0.626, 2.139, 1.102, -0.32, -0.167, 0
0.874, 1.241, -0.282, 0.175, -0.108, 0
0.226, 0.807, 2.147, -0.703, 0.395, 0
2.51, -0.217, 0.213, 0.159, -0.092, 0
0.608, 2.829, -0.437, 0.247, -0.213, 0
0.191, 0.519, 0.724, 2.156, -0.758, 0
0.555, 2.705, 0.764, -0.26, -0.156, 0
3.414, -0.243, 0.187, -0.081, 0.082, 0
0.346, 0.942, 1.713, 0.897, 0.552, 0
1.814, 1.24, -0.234, 0.129, 0.093, 0
0.142, 0.573, 1.504, 1.693, 0.0, 0
0.265, 1.666, 0.753, 0.37, 0.0, 0
0.316, 1.385, 1.342, -0.401, -0.204, 0
0.628, 1.575, -0.285, 0.148, -0.066, 0
2.509, 0.294, 0.176, 0.214, -0.068, 0
1.022, 1.607, -0.248, -0.109, 0.11, 0
0.099, 0.466, 1.088, 1.861, 0.0, 0
1.362, 1.413, 0.587, 1.699, -0.434, 0
0.371, 2.324, -0.456, -0.168, -0.083, 0
0.832, 1.744, 0.552, -0.203, 0.156, 0
0.688, 1.433, 0.86, -0.289, 0.169, 0
0.87, 2.786, 0.874, -0.276, -0.154, 0
0.233, 0.632, 0.642, 0.724, 0.0, 0
0.254, 2.392, 0.689, 1.828, -0.544, 0
0.094, 0.508, 1.107, 2.071, -0.789, 0
0.279, 1.735, 1.006, 0.443, -0.189, 0
0.967, 2.225, -0.291, -0.145, -0.107, 0
0.389, 1.798, -0.414, -0.153, -0.105, 0
0.269, 1.351, 2.031, -0.64, 0.0, 0
0.532, 3.369, -0.601, 0.541, 0.0, 0
2.092, 1.178, 0.318, 0.242, -0.067, 0
0.043, 0.276, 0.423, -0.545, 0.0, 0
1.515, 2.574, -0.476, 0.396, 0.374, 0
2.673, 0.831, 1.16, -0.308, -0.124, 0
2.534, 0.566, 1.554, -0.356, -0.135, 0
2.239, 0.958, -0.147, 0.125, 0.093, 0
0.318, 1.72, 1.373, -0.39, -0.238, 0
0.903, 2.229, -0.481, -0.194, -0.114, 0
0.965, 1.317, -0.295, -0.121, -0.067, 0
1.528, 0.54, 0.179, 0.149, 0.07, 0
0.266, 0.825, 2.484, -0.527, -0.319, 0
0.155, 0.773, 1.795, 1.076, 0.553, 0
0.165, 1.198, 1.256, 0.469, -0.198, 0
0.055, 0.259, 0.32, -0.469, 0.0, 0
0.387, 1.253, 2.328, -0.772, 0.0, 0
3.137, -0.266, 0.108, 0.091, -0.082, 0
0.538, 1.064, 1.516, -0.309, 0.187, 0
2.967, 0.918, 0.8, 0.266, -0.115, 0
2.614, 0.997, 0.347, 0.36, 0.297, 0
2.555, -0.242, 0.208, 0.188, -0.095, 0
0.185, 0.932, 2.296, -0.612, -0.258, 0
1.467, 0.76, -0.14, 0.107, 0.08, 0
1.101, 0.717, -0.101, 0.068, -0.068, 0
0.259, 1.413, 0.988, -0.348, 0.246, 0
1.558, 0.539, -0.087, 0.08, 0.062, 0
0.26, 0.903, 2.735, -0.781, 0.0, 0
0.42, 2.394, 1.358, 0.675, 0.0, 0
1.7, 0.823, -0.409, 1.83, -0.441, 0
1.801, 0.525, 0.163, 0.236, -0.124, 0
0.716, 1.75, 0.852, 0.226, 0.132, 0
2.063, 0.363, -0.091, 0.09, -0.052, 0
1.282, 0.719, -0.128, 0.117, 0.115, 0
2.522, 0.476, 0.192, 0.146, -0.051, 0
1.023, 1.009, -0.209, -0.085, -0.06, 0
1.363, 1.704, -0.318, -0.133, -0.079, 0
2.063, 1.161, -0.167, 0.103, 0.107, 0
0.091, 0.592, 0.613, 0.858, 0.868, 0
0.179, 1.095, 1.834, -0.514, 0.0, 0
0.312, 0.862, 1.637, -0.686, -0.423, 0
2.061, 1.922, -0.293, 0.174, 0.114, 0
3.098, 0.358, 1.359, -0.324, -0.126, 0
0.476, 2.52, 0.978, -0.317, -0.173, 0
0.39, 3.135, -0.582, 0.456, 0.664, 0
1.084, 0.767, -0.153, 0.078, 0.079, 0
0.562, 2.911, -0.433, -0.224, 0.187, 0
2.404, 0.651, -0.118, 0.073, 0.045, 0
0.215, 1.196, 0.913, 1.121, -0.47, 0
0.576, 2.703, 1.06, 0.599, -0.229, 0
0.705, 1.8, -0.386, -0.152, -0.086, 0
0.42, 3.096, -0.604, 0.416, -0.231, 0
0.132, 0.436, 0.501, 0.961, 0.881, 0
2.391, 0.639, -0.107, 0.13, -0.053, 0
0.327, 1.581, 0.726, 0.274, 0.0, 0
0.508, 2.252, 0.998, 0.403, -0.207, 0
0.1, 0.405, 0.58, 0.849, 0.939, 0
0.119, 0.639, 0.531, 0.549, 2.261, 0
1.253, 2.393, -0.461, 0.23, 0.16, 0
0.71, 2.326, -0.557, -0.203, 0.0, 0
0.348, 1.344, 2.678, -0.698, -0.321, 0
0.349, 0.653, 2.448, -0.73, 0.393, 0
2.91, 0.359, 0.285, 0.149, -0.081, 0
0.109, 0.381, 0.656, -0.263, -0.478, 0
0.279, 1.395, 2.985, -0.752, 0.0, 0
1.066, 2.814, -0.428, -0.202, 0.254, 0
0.239, 0.547, 0.397, 0.904, 1.064, 0
0.479, 3.332, -0.631, -0.292, -0.152, 0
0.665, 2.039, -0.492, -0.188, -0.123, 0
2.003, 0.997, -0.15, 0.117, -0.063, 0
0.932, 2.3, -0.49, -0.202, 0.0, 0
0.083, 0.35, 0.414, 0.72, 0.0, 0
2.17, -0.458, 0.274, 0.264, -0.124, 0
2.675, 0.309, 0.452, 0.984, -0.225, 0
0.461, 1.913, 0.667, 0.247, -0.095, 0
0.187, 1.129, 1.521, -0.565, -0.21, 0
-0.188, 1.595, 2.108, 0.716, -0.332, 0
1.929, 0.828, 0.178, 0.163, 0.159, 0
0.698, 1.875, -0.351, 0.173, -0.081, 0
0.624, 2.416, 0.755, 0.399, -0.297, 0
0.236, 0.368, 0.404, 1.22, 2.13, 0
0.644, 1.912, -0.322, -0.154, 0.136, 0
0.86, 2.661, -0.397, -0.18, -0.131, 0
2.866, -0.213, 0.166, 0.1, -0.094, 0
0.345, 1.708, 0.567, 0.246, 0.138, 0
0.191, 1.054, 2.259, -0.708, 0.0, 0
0.191, 0.395, 0.643, 0.544, 0.0, 0
1.946, 1.19, 0.265, 0.111, -0.065, 0
0.262, 2.524, -0.395, 0.238, 0.168, 0
2.045, 0.531, 2.079, -0.445, -0.161, 0
0.212, 1.587, -0.747, -0.339, -0.168, 0
0.18, 0.636, 0.731, 1.762, -0.725, 0
1.065, 1.975, -0.349, 0.217, 0.126, 0
-0.32, -0.587, 1.347, -0.637, -0.47, 0
0.764, 2.766, -0.448, -0.218, -0.132, 0
0.14, 0.58, 1.436, 1.811, -0.513, 0
0.211, 0.679, 0.932, 1.488, 0.0, 0
0.437, 0.561, 1.314, 1.811, -0.512, 0
1.846, 0.267, -0.077, 0.09, -0.08, 0
0.322, 1.754, 0.628, 0.269, -0.096, 0
0.674, 2.3, 0.971, 0.315, -0.161, 0
0.246, 0.683, 2.489, -0.781, 0.376, 0
0.197, 0.858, 1.924, 1.41, -0.48, 0
0.73, 2.527, 0.681, 0.426, -0.481, 0
0.337, 2.682, 0.701, 0.317, 0.194, 0
-0.645, 1.771, -0.393, -0.195, -0.124, 0
0.624, 2.58, -0.602, -0.237, -0.133, 0
3.287, 0.685, 0.277, 0.871, -0.201, 0
3.426, 0.753, -0.143, -0.091, -0.053, 0
1.051, 2.063, -0.427, 0.231, -0.132, 0
1.517, 1.41, -0.229, 0.134, -0.08, 0
0.094, 0.382, 0.268, -0.469, 1.029, 0
0.198, 1.65, 0.707, 0.333, 0.179, 0
3.052, -0.233, 0.162, -0.078, -0.071, 0
0.079, 0.341, 0.514, 0.608, 0.0, 0
0.383, 2.973, -0.529, -0.241, -0.153, 0
2.909, 0.521, 1.263, -0.33, -0.142, 0
0.087, 0.302, 0.304, 0.535, 0.0, 0
0.164, 0.946, 2.589, -0.668, 0.0, 0
1.007, 2.844, -0.424, 0.422, 0.617, 0
0.277, 1.136, 2.468, -0.763, -0.41, 0
0.56, 1.978, 0.739, 0.354, 0.2, 0
0.691, 2.603, -0.49, -0.351, 1.17, 0
0.456, 2.494, 1.208, 0.836, 0.0, 0
0.378, 1.673, 0.824, 0.405, -0.173, 0
2.18, 1.275, 0.459, 0.427, -0.234, 0
3.459, 0.695, -0.121, -0.081, 0.055, 0
1.247, 1.233, 2.209, -0.468, -0.183, 0
0.345, 1.368, 2.688, -0.692, -0.304, 0
1.004, 2.192, 1.276, 0.833, -0.228, 0
0.479, 2.502, -0.599, 0.323, -0.15, 0
0.352, 1.16, 1.638, 0.621, -0.535, 0
0.524, 2.625, 0.931, 0.481, -0.194, 0
2.475, 1.325, 0.652, 0.697, -0.201, 0
0.228, 0.471, 1.647, 1.184, 0.705, 0
2.513, 0.349, 0.845, 1.461, -0.371, 0
0.1, 0.28, 0.501, -0.186, 0.529, 0
0.737, 3.178, -0.741, 0.437, 0.186, 0
2.898, 0.474, 1.043, -0.234, -0.099, 0
0.922, 2.302, -0.467, 0.227, -0.127, 0
0.912, 1.59, 0.28, 0.121, 0.067, 0
1.239, 1.892, 0.585, 0.715, 0.741, 0
2.089, 0.673, 0.148, 0.194, -0.138, 0
0.515, 2.105, 1.592, -0.564, 0.0, 0
1.039, 2.521, -0.385, -0.156, -0.107, 0
1.568, 1.363, 0.414, 0.156, 0.0, 0
0.104, 0.463, 1.052, 2.313, 0.0, 0
0.412, 1.815, 1.17, 0.509, 0.0, 0
0.412, 1.283, 0.82, 0.425, -0.137, 0
0.123, 0.726, 0.707, 1.575, 0.0, 0
2.131, 0.528, 0.131, 0.072, 0.06, 0
1.21, 2.364, -0.326, -0.155, 0.235, 0
2.181, 1.505, 0.892, 0.698, -0.204, 0
0.134, 0.326, 0.478, -0.788, 1.599, 0
0.307, 2.799, 0.713, 0.388, -0.305, 0
0.339, 1.134, 2.134, -0.593, -0.27, 0
0.185, 1.098, 2.485, -0.698, -0.39, 0
0.134, 0.651, 1.536, 2.12, 0.0, 0
0.221, 1.146, 2.658, -0.742, -0.419, 0
0.068, 0.272, 0.47, 1.286, 0.0, 0
2.996, 0.619, 0.134, -0.067, -0.032, 0
3.027, -0.315, 0.164, -0.109, -0.113, 0
0.435, 2.108, 2.029, -0.544, -0.262, 0
2.544, 0.372, 0.3, -0.081, -0.054, 0
0.327, 2.3, -0.574, 0.333, -0.19, 0
0.114, 0.554, 1.26, 0.965, 0.0, 0
1.52, 1.396, -0.232, 0.133, -0.081, 0
0.625, 2.31, -0.523, -0.207, -0.101, 0
2.409, 0.29, 0.153, 0.162, -0.061, 0
0.886, 1.913, -0.327, 0.195, -0.126, 0
0.369, 1.723, 1.396, -0.502, -0.282, 0
0.238, 0.454, 1.589, 1.38, 0.692, 0
1.398, 1.223, 0.327, 0.217, -0.1, 0
0.412, 1.1, 1.979, -0.533, -0.241, 0
0.183, 0.64, 0.717, 1.903, -0.738, 0
0.361, 2.265, 1.085, 0.677, -0.341, 0
0.531, 2.74, 1.17, -0.316, 0.0, 0
2.606, -0.26, -0.133, -0.078, 0.108, 0
0.56, 1.341, 1.919, -0.489, -0.206, 0
2.039, 0.721, 0.256, 0.228, 0.507, 0
2.441, 0.467, 0.25, -0.08, 0.071, 0
0.091, 0.283, 0.337, 0.456, 0.0, 0
0.321, 1.628, 2.141, -0.561, -0.275, 0
0.179, 1.111, 1.985, -0.639, -0.268, 0
0.268, 1.352, 1.035, -0.332, 0.217, 0
0.076, 0.356, 0.355, 0.497, 1.253, 0
1.266, 2.537, 0.85, 0.607, -0.201, 0
0.563, 2.583, -0.387, -0.17, -0.124, 0
1.001, 1.491, -0.225, -0.094, 0.095, 0
1.022, 1.834, -0.253, -0.106, 0.1, 0
0.965, 2.664, -0.422, 1.123, -0.381, 0
0.228, 1.044, 2.337, -0.663, 0.0, 0
0.251, 1.413, 2.024, -0.54, -0.505, 0
0.773, 2.152, -0.639, -0.244, 0.185, 0
1.091, 2.127, -0.37, 0.254, -0.152, 0
0.591, 2.437, 1.02, -0.387, -0.174, 0
0.389, 2.243, -0.387, 0.28, -0.114, 0
0.404, 1.284, 0.837, 0.448, -0.135, 0
2.173, 1.297, 0.398, 0.137, -0.101, 0
0.29, 0.831, 1.73, 0.87, 0.0, 0
0.301, 1.011, 2.416, -0.696, 0.379, 0
0.106, 0.608, 0.827, 2.548, -1.1, 0
0.96, 0.712, -0.143, 0.091, -0.061, 0
0.139, 0.384, 0.803, 1.56, 1.075, 0
0.185, 0.484, 0.789, 1.838, 0.0, 0
0.814, 2.493, 0.816, 0.301, -0.159, 0
2.662, 0.624, 0.444, 1.052, -0.295, 0
1.878, 0.892, 0.76, 1.609, -0.446, 0
1.01, 0.987, -0.24, -0.096, 0.0, 0
3.239, 0.65, -0.139, -0.067, 0.058, 0
0.619, 1.695, -0.579, -0.233, -0.163, 0
0.702, 3.001, -0.525, -0.234, -0.129, 0
0.835, 1.896, -0.387, -0.144, 0.0, 0
3.432, -0.312, 0.137, -0.075, -0.053, 0
0.447, 1.028, 1.955, -0.764, -0.406, 0
3.137, 1.237, -0.209, 0.443, -0.148, 0
3.119, -0.267, -0.101, -0.069, -0.059, 0
1.526, 1.931, -0.374, -0.265, 0.867, 0
0.064, 0.279, 0.342, -0.607, 2.128, 0
2.657, 0.441, -0.115, -0.08, 0.066, 0
0.691, 1.179, 1.665, 0.682, -0.224, 0
2.078, 0.918, 0.159, 0.126, 0.083, 0
0.598, 2.171, 0.671, 0.332, 0.201, 0
0.494, 1.763, 1.245, 0.454, 0.188, 0
0.283, 3.386, -0.521, 0.387, 0.642, 0
