@relation  phoneme
@attribute Aa real[-1.7,4.107]
@attribute Ao real[-1.327,4.378]
@attribute Dcl real[-1.823,3.199]
@attribute Iy real[-1.581,2.826]
@attribute Sh real[-1.284,2.719]
@attribute Class{0,1}
@inputs Aa,Ao,Dcl,Iy,Sh
@outputs Class
@data
0.944, 1.258, 0.308, -0.109, 0.072, 0
0.268, 2.019, 1.212, 0.629, 0.0, 0
3.75, -0.256, 0.24, 0.194, -0.071, 0
0.864, 2.364, 1.147, -0.284, -0.152, 0
1.799, 2.156, 0.795, -0.197, 0.201, 0
0.529, 3.296, -0.577, 0.887, -0.272, 0
0.453, 1.44, 2.064, -0.478, 0.375, 0
-0.083, -0.477, -1.189, -1.581, 0.0, 0
0.256, 1.733, 1.359, 0.77, 0.0, 0
-0.097, 1.037, 1.396, -0.632, -0.307, 0
-0.129, 1.094, 2.569, -0.844, -0.416, 0
1.773, 1.634, -0.276, -0.121, 0.105, 0
0.274, 1.114, 1.446, 0.558, -0.384, 0
0.353, 2.807, -0.541, 0.303, -0.14, 0
0.323, 1.208, 2.573, -0.702, -0.433, 0
1.322, 1.153, 0.403, 0.371, -0.395, 0
0.25, 2.692, -0.599, 0.624, 1.298, 0
0.601, 1.861, -0.414, -0.225, 0.0, 0
0.295, 1.164, 2.828, -0.662, 0.0, 0
0.916, 2.596, -0.414, -0.46, 0.979, 0
0.203, 1.205, 2.009, -0.546, 0.0, 0
0.416, 1.689, 0.756, -0.252, -0.145, 0
0.635, 3.127, -0.56, -0.274, -0.393, 0
0.185, 0.509, 1.03, 1.872, -0.761, 0
2.216, 0.504, 0.159, 0.099, -0.089, 0
0.59, 1.933, -0.43, 0.487, 0.774, 0
0.717, 1.937, 0.963, -0.257, 0.209, 0
0.557, 2.04, 0.945, -0.511, 1.753, 0
2.702, -0.236, 0.189, 0.119, -0.143, 0
0.518, 1.251, -0.303, -0.118, -0.073, 0
0.173, 0.407, 0.855, 2.415, -0.792, 0
0.475, 2.938, -0.677, -0.248, -0.149, 0
-0.084, 0.438, 1.053, 0.0, 0.0, 0
2.747, 0.745, -0.119, -0.066, 0.05, 0
0.302, 1.281, 1.743, -0.659, -0.302, 0
0.802, 3.022, -0.647, 0.588, 0.287, 0
0.727, 2.657, 1.16, 0.417, -0.19, 0
0.615, 3.089, -0.4, 1.046, -0.334, 0
0.331, 0.59, 2.549, 0.834, 0.376, 0
0.934, 2.115, 1.777, -0.421, 0.547, 0
-0.147, 1.023, 1.96, 0.901, 0.0, 0
2.342, 0.498, 0.256, 0.1, 0.076, 0
1.338, 1.555, 0.496, 0.516, 1.038, 0
0.334, 1.489, 2.335, -0.665, 0.0, 0
-0.106, 0.548, 1.397, 0.0, 0.0, 0
1.165, 2.441, -0.475, 0.367, 0.355, 0
0.255, 3.145, -0.507, 1.274, -0.385, 0
3.192, 0.675, 0.813, -0.202, -0.083, 0
0.206, 1.345, 1.822, 0.693, 0.0, 0
0.65, 2.903, -0.763, -0.301, -0.153, 0
0.082, 0.389, 0.378, -0.617, 1.555, 0
0.311, 2.639, -0.463, -0.193, -0.265, 0
1.293, 1.097, -0.78, -0.596, -0.315, 0
0.154, 0.804, 1.77, -0.782, 0.0, 0
2.08, 0.707, -0.111, -0.067, 0.063, 0
0.195, 1.464, 1.667, 0.714, -0.627, 0
0.241, 1.884, 0.49, 0.272, -0.103, 0
0.966, 2.283, 0.617, 1.456, -0.431, 0
1.396, 2.01, -0.286, -0.156, -0.133, 0
1.487, 1.569, 1.606, -0.262, -0.131, 0
0.935, 2.671, -0.605, -0.191, 0.793, 0
0.356, 0.551, 1.79, 1.089, 0.986, 0
0.186, 1.411, 1.129, 0.649, 0.0, 0
0.339, 1.547, 1.298, -0.443, 0.0, 0
2.724, 0.297, 0.192, 0.222, -0.084, 0
2.815, 0.729, -0.147, 0.22, -0.088, 0
0.171, 0.913, 0.815, 1.027, -0.347, 0
0.567, 1.886, 1.179, 0.363, -0.154, 0
1.909, 2.524, -0.418, 0.371, -0.197, 0
0.657, 0.49, 0.812, 2.008, -0.561, 0
1.033, 2.488, -0.491, 0.28, 0.607, 0
0.147, 0.289, 0.384, 0.928, 1.595, 0
0.859, 1.516, 0.362, 0.236, -0.187, 0
2.141, 0.78, -0.144, 0.084, 0.088, 0
0.126, 0.333, 0.597, 2.136, -0.791, 0
0.17, 0.463, 0.585, -0.848, 0.0, 0
0.947, 2.776, 0.745, 0.853, -0.224, 0
0.368, 0.889, 2.206, 1.105, 0.432, 0
0.189, 1.169, 1.42, -0.406, 0.0, 0
2.581, 0.735, 0.341, -0.08, 0.067, 0
0.181, 1.783, 2.053, -0.661, -0.25, 0
2.141, 1.604, 1.045, -0.292, -0.134, 0
0.556, 3.451, -0.597, -0.245, -0.153, 0
1.158, 2.622, -0.362, -0.159, 0.23, 0
1.204, 1.729, -0.281, 0.175, -0.086, 0
0.257, 0.317, 0.61, 2.224, -0.794, 0
-0.211, -0.514, 0.598, 1.065, 0.0, 0
0.152, 0.631, 1.342, 2.041, 0.0, 0
0.107, 0.274, 0.337, 1.426, 1.803, 0
0.563, 2.441, 1.527, -0.485, 0.0, 0
0.144, 0.858, 2.303, -0.718, -0.535, 0
-1.7, -1.279, 0.451, 0.202, 0.0, 0
1.657, 2.263, -0.374, 0.226, 0.161, 0
1.129, 1.229, -0.224, -0.089, -0.056, 0
2.652, 0.972, 0.252, 0.083, -0.052, 0
1.822, 0.767, 0.195, 0.149, 0.099, 0
1.191, 2.041, -0.367, 0.237, 0.216, 0
2.993, 0.385, 1.248, -0.301, -0.118, 0
0.243, 1.585, 1.824, 1.145, 1.123, 0
0.79, 2.192, -0.436, 0.264, -0.166, 0
1.423, 2.429, 0.999, 0.553, -0.157, 0
1.47, 1.903, -0.312, -0.134, -0.074, 0
2.414, 1.231, -0.281, 0.131, 0.278, 0
0.737, 2.989, 0.968, -0.351, 0.208, 0
0.172, 0.662, 1.622, 1.093, 0.0, 0
0.383, 1.272, 1.29, 0.585, -0.227, 0
1.776, 1.123, -0.177, -0.071, 0.073, 0
0.461, 2.512, -0.492, 1.421, -0.411, 0
0.446, 1.034, 2.48, 0.914, -0.38, 0
2.763, 1.039, 0.479, 0.679, -0.163, 0
0.246, 0.603, 0.553, 1.518, 1.325, 0
1.246, 1.129, 1.964, 0.569, 0.291, 0
0.283, 1.261, 2.762, -0.77, 0.0, 0
1.657, 2.263, -0.374, 0.226, 0.161, 0
0.51, 2.301, -0.573, -0.222, 0.0, 0
0.371, 2.428, 0.809, 0.357, 0.204, 0
1.141, 2.816, -0.424, 0.33, 0.0, 0
0.124, 0.398, 0.432, 1.031, 0.0, 0
0.869, 2.037, -0.464, -0.176, -0.103, 0
1.198, 2.3, -0.462, -0.17, -0.106, 0
0.32, 2.883, -0.428, -0.216, -0.139, 0
0.648, 3.489, -0.54, 0.344, 0.273, 0
0.372, 1.829, 1.163, -0.44, 0.0, 0
0.16, 0.468, 0.48, 0.798, 0.0, 0
0.159, 1.307, 0.799, 0.332, 0.0, 0
2.398, 1.156, -0.248, -0.077, 0.0, 0
0.303, 2.016, -0.448, 0.305, -0.123, 0
1.553, 1.483, 0.646, -0.188, -0.119, 0
0.165, 1.257, 2.274, -0.82, -0.35, 0
0.319, 2.535, -0.471, 0.428, -0.146, 0
0.154, 0.532, 0.93, 1.668, -0.542, 0
0.469, 2.577, 1.527, 0.771, -0.241, 0
1.936, 0.557, -0.107, 0.14, -0.206, 0
3.042, 0.472, -0.121, 0.093, 0.073, 0
1.183, 1.857, -0.264, -0.114, 0.095, 0
1.214, 1.716, -0.243, -0.108, 0.1, 0
1.126, 2.136, 0.629, -0.165, -0.191, 0
0.47, 1.593, 1.74, -0.546, -0.227, 0
0.39, 1.961, 0.67, 0.452, 0.0, 0
2.793, 0.285, 1.283, -0.314, 0.296, 0
0.086, 0.353, 0.724, 1.399, -0.418, 0
0.516, 1.952, 1.204, -0.345, -0.176, 0
0.704, 0.966, -0.262, 0.146, -0.097, 0
0.217, 0.598, 2.218, -0.606, 0.329, 0
2.451, -0.211, 0.222, 0.166, -0.062, 0
0.508, 2.937, -0.498, 0.263, -0.159, 0
0.166, 0.589, 0.587, 2.079, -0.769, 0
0.72, 2.762, 0.788, -0.221, -0.116, 0
3.53, -0.271, 0.181, -0.078, 0.071, 0
0.382, 0.975, 2.027, 1.022, 0.527, 0
1.663, 1.214, -0.168, 0.11, 0.086, 0
0.147, 0.817, 1.534, 1.705, 0.0, 0
0.21, 1.452, 0.79, 0.63, 0.0, 0
0.259, 1.389, 1.396, -0.523, 0.0, 0
0.714, 1.481, -0.358, 0.194, -0.219, 0
2.534, 0.267, 0.133, 0.16, -0.065, 0
1.068, 1.601, -0.283, -0.132, -0.066, 0
0.231, 0.471, 1.191, 1.862, 0.899, 0
0.979, 1.247, 0.73, 1.861, -0.517, 0
0.5, 2.247, -0.468, -0.176, -0.099, 0
0.598, 1.798, 0.479, -0.177, 0.0, 0
0.778, 1.038, 0.904, -0.317, -0.164, 0
1.385, 2.777, 0.772, -0.227, -0.131, 0
0.26, 0.569, 0.657, 1.209, 0.0, 0
0.575, 2.035, 0.566, 1.846, -0.496, 0
0.112, 0.598, 1.302, 2.198, -0.826, 0
0.27, 1.806, 1.146, 0.434, -0.177, 0
1.053, 2.205, -0.379, -0.183, -0.118, 0
0.349, 2.027, -0.418, -0.151, -0.091, 0
0.262, 1.54, 2.029, -0.76, 0.65, 0
0.563, 3.544, -0.707, 0.456, 0.484, 0
2.055, 1.155, 0.3, 0.227, -0.065, 0
0.066, 0.295, 0.345, -0.621, 0.0, 0
1.661, 2.278, -0.443, 0.429, 0.544, 0
2.713, 0.666, 1.063, -0.273, -0.106, 0
2.318, 0.281, 1.688, -0.397, 0.269, 0
2.242, 1.108, -0.148, 0.11, -0.056, 0
0.337, 1.81, 1.486, -0.41, -0.259, 0
0.912, 2.285, -0.449, -0.159, -0.099, 0
0.73, 1.373, -0.254, -0.109, -0.058, 0
1.453, 0.562, 0.181, 0.148, -0.073, 0
0.388, 0.855, 2.533, -0.636, -0.546, 0
0.214, 0.929, 2.404, 1.093, 0.513, 0
0.201, 1.369, 1.387, 0.507, -0.177, 0
0.067, 0.286, 0.428, -0.454, 0.0, 0
0.266, 1.268, 2.178, -0.809, 0.0, 0
3.266, -0.23, 0.174, 0.113, -0.117, 0
0.472, 0.956, 1.583, -0.356, -0.173, 0
2.935, 1.03, 0.732, -0.147, -0.075, 0
2.428, 0.981, 0.294, 0.24, 0.441, 0
2.287, -0.234, 0.215, 0.176, -0.085, 0
0.279, 0.892, 2.474, -0.53, -0.307, 0
1.494, 0.721, -0.143, 0.151, 0.112, 0
1.21, 0.592, -0.232, 0.179, -0.092, 0
0.385, 1.242, 0.828, -0.34, 0.466, 0
1.719, 0.6, -0.104, 0.089, 0.068, 0
0.371, 1.042, 2.799, -0.786, 0.0, 0
0.424, 2.48, 1.386, 0.388, -0.194, 0
1.064, -1.012, -0.546, 1.599, -0.583, 0
1.901, 0.502, 0.188, 0.151, -0.152, 0
0.55, 1.74, 0.854, 0.373, 0.19, 0
2.09, 0.618, -0.098, 0.068, -0.039, 0
1.499, 0.69, -0.089, -0.053, 0.039, 0
2.586, 0.614, 0.19, 0.162, 0.101, 0
0.921, 0.872, -0.178, -0.082, -0.075, 0
1.302, 1.829, -0.383, -0.134, -0.102, 0
2.035, 1.232, -0.204, 0.103, -0.063, 0
0.115, 0.628, 0.523, 0.719, 0.731, 0
0.183, 1.136, 1.711, -0.517, 0.0, 0
0.123, 0.808, 1.178, -0.971, -0.361, 0
1.858, 1.885, -0.416, 0.174, -0.221, 0
3.052, 0.358, 1.173, -0.222, -0.102, 0
0.382, 2.454, 0.913, -0.57, 0.0, 0
0.55, 3.32, -0.606, 0.65, 0.875, 0
1.128, 0.804, -0.156, 0.109, 0.0, 0
0.307, 2.908, -0.479, -0.19, 0.205, 0
2.416, 0.88, -0.137, 0.094, -0.035, 0
0.181, 1.099, 0.81, 1.203, 0.0, 0
0.564, 3.093, 1.211, 0.63, -0.237, 0
0.72, 1.788, -0.475, -0.227, 0.303, 0
0.723, 3.151, -0.514, 0.284, -0.198, 0
0.113, 0.409, 0.382, 0.994, 1.09, 0
2.648, 0.638, -0.146, 0.08, -0.035, 0
0.265, 1.442, 0.681, 0.306, 0.115, 0
0.52, 2.213, 1.208, 0.417, -0.195, 0
0.126, 0.436, 0.541, 1.177, 1.25, 0
0.108, 0.355, 0.418, 0.592, 2.053, 0
1.349, 2.589, -0.44, 0.251, 0.441, 0
0.718, 2.29, -0.316, -0.155, 0.12, 0
0.183, 1.354, 2.581, -0.754, -0.324, 0
0.812, 0.762, 2.242, -0.792, 0.405, 0
2.878, 0.341, 0.274, 0.148, -0.076, 0
0.509, 0.399, 0.665, -0.156, 0.0, 0
0.299, 1.503, 2.744, -0.632, 0.0, 0
1.061, 3.173, -0.631, -0.238, 0.162, 0
0.163, 0.854, 0.431, 0.721, 0.982, 0
0.536, 3.273, -0.604, -0.307, -0.356, 0
0.75, 2.069, -0.41, -0.193, 0.0, 0
1.782, 0.786, -0.151, 0.115, 0.081, 0
1.021, 2.274, -0.52, -0.19, -0.12, 0
0.091, 0.443, 0.427, 0.738, -0.721, 0
2.287, -0.234, 0.215, 0.176, -0.085, 0
2.427, 0.253, 0.514, 1.242, -0.393, 0
0.511, 2.031, 0.578, 0.271, -0.132, 0
0.171, 1.122, 1.58, -0.47, -0.204, 0
0.202, 1.502, 2.04, 0.897, 0.0, 0
1.943, 1.012, 0.188, 0.151, 0.136, 0
0.449, 1.903, -0.309, 0.223, -0.09, 0
0.699, 2.295, 0.67, 0.403, -0.391, 0
0.203, 0.532, 0.642, 0.922, 2.4, 0
0.67, 1.848, -0.283, -0.135, -0.075, 0
0.834, 2.757, -0.347, -0.163, -0.12, 0
2.832, -0.255, 0.122, 0.118, -0.058, 0
0.337, 1.919, 0.578, 0.274, 0.113, 0
0.242, 0.859, 2.259, -0.688, 0.0, 0
0.221, 0.609, 0.635, 0.71, 0.0, 0
2.025, 1.044, 0.368, -0.076, -0.047, 0
0.225, 2.497, -0.567, 0.278, 0.175, 0
1.645, 0.57, 2.274, -0.58, -0.221, 0
0.413, 0.791, -0.985, -1.254, -0.473, 0
-0.106, 0.556, 0.961, 1.628, -0.863, 0
1.176, 2.254, -0.343, 0.226, 0.156, 0
0.56, -1.17, 1.664, -0.599, -0.315, 0
0.798, 2.84, -0.49, -0.189, -0.12, 0
0.144, 0.888, 1.537, 1.646, -0.601, 0
0.207, 0.729, 1.062, 1.448, -0.469, 0
0.131, 0.5, 1.297, 1.7, -0.536, 0
1.84, -0.254, 0.246, 0.153, -0.101, 0
0.304, 1.637, 0.555, 0.261, -0.107, 0
0.71, 2.25, 0.718, 0.272, -0.117, 0
0.233, 0.86, 2.49, -0.71, 0.547, 0
0.285, 1.068, 2.042, 1.394, -0.447, 0
0.631, 2.598, 0.745, 0.409, -0.276, 0
0.412, 2.62, 0.73, 0.556, 0.0, 0
-0.225, 2.158, -0.463, -0.259, 0.0, 0
0.648, 2.694, -0.482, -0.24, -0.14, 0
3.36, 0.643, 0.342, 0.697, -0.178, 0
3.496, 0.728, 0.275, -0.281, -0.239, 0
1.097, 2.087, -0.549, 0.2, 0.245, 0
1.376, 1.472, -0.29, 0.24, -0.172, 0
0.281, 0.576, 0.628, -0.346, 0.99, 0
0.204, 1.772, 0.672, 0.336, 0.0, 0
3.226, -0.214, 0.15, -0.075, 0.073, 0
0.11, 0.469, 0.73, 0.647, 0.0, 0
0.457, 3.001, -0.43, -0.189, -0.166, 0
2.956, 0.36, 1.436, -0.266, -0.128, 0
0.062, 0.23, 0.244, 0.579, 0.0, 0
0.17, 0.986, 2.489, -0.633, 0.0, 0
1.157, 2.585, -0.426, 0.701, 0.552, 0
0.24, 1.068, 2.387, -0.747, -0.297, 0
0.794, 1.828, 0.782, 0.201, 0.12, 0
0.36, 2.56, -0.671, -0.568, 1.369, 0
0.435, 2.408, 1.477, 0.701, 0.0, 0
0.288, 1.596, 0.96, 0.413, -0.174, 0
2.236, 1.288, 0.45, 0.442, -0.23, 0
3.632, 0.732, -0.163, -0.082, -0.056, 0
1.224, 1.274, 2.311, -0.488, -0.188, 0
0.413, 1.597, 2.578, -0.55, -0.304, 0
1.177, 2.212, 1.194, 0.66, -0.401, 0
0.504, 2.585, -0.577, 0.309, -0.158, 0
0.336, 1.17, 1.625, 0.783, -0.39, 0
0.539, 2.531, 1.08, 0.524, -0.193, 0
2.537, 1.261, 0.997, 0.523, -0.154, 0
0.347, 0.487, 1.899, 1.298, 0.693, 0
2.239, -0.237, 0.416, 1.549, -0.453, 0
0.106, 0.318, 0.536, -0.195, -0.435, 0
0.876, 3.241, -0.58, 0.551, 0.327, 0
3.454, 0.625, 0.978, -0.235, -0.09, 0
1.21, 2.399, -0.493, 0.288, -0.15, 0
0.9, 1.372, 0.327, -0.1, -0.067, 0
0.942, 1.88, 1.179, 0.719, 0.725, 0
1.942, 0.607, 0.137, 0.203, -0.139, 0
0.669, 1.976, 1.71, -0.43, 0.0, 0
1.099, 2.428, -0.398, -0.169, -0.112, 0
1.532, 1.411, 0.457, 0.28, -0.155, 0
0.121, 0.671, 0.951, 2.188, 0.0, 0
0.401, 1.813, 1.245, 0.505, -0.234, 0
0.289, 1.159, 0.777, 0.379, 0.333, 0
0.212, 0.656, 0.907, 1.481, 0.0, 0
2.146, 0.439, 0.159, 0.129, -0.139, 0
1.098, 2.506, -0.347, -0.148, 0.181, 0
1.945, 1.221, 1.189, 1.071, -0.285, 0
0.081, 0.309, 0.445, -0.697, 1.824, 0
0.347, 2.408, 0.624, 0.347, -0.311, 0
0.517, 1.205, 2.199, -0.573, -0.233, 0
0.219, 1.447, 2.493, -0.868, -0.375, 0
0.165, 0.954, 1.718, 2.003, 0.0, 0
0.258, 0.894, 2.718, -0.68, -0.338, 0
0.144, 0.335, 0.474, 1.668, 0.0, 0
3.115, 0.571, 0.235, -0.074, -0.043, 0
3.004, -0.317, 0.165, 0.126, 0.093, 0
0.393, 1.922, 1.826, -0.546, -0.281, 0
2.509, 0.944, 0.405, -0.107, -0.059, 0
0.212, 2.228, -0.589, 0.295, 0.18, 0
0.109, 0.593, 1.242, 1.118, -0.446, 0
1.585, 1.36, -0.207, 0.117, 0.132, 0
0.671, 2.214, -0.494, -0.219, 0.0, 0
2.365, 0.282, 0.158, 0.155, -0.059, 0
0.693, 1.99, -0.31, 0.179, -0.114, 0
0.649, 1.762, 1.497, -0.448, -0.482, 0
0.126, 0.732, 1.483, 1.451, 0.521, 0
1.383, 1.322, 0.348, -0.109, 0.14, 0
0.408, 0.949, 1.91, -0.481, -0.244, 0
0.078, 0.353, 0.424, 1.574, -0.853, 0
0.435, 2.454, 1.028, 0.507, -0.295, 0
0.518, 2.759, 0.91, -0.312, -0.166, 0
2.699, -0.264, -0.105, 0.094, -0.049, 0
0.493, 1.066, 1.947, -0.443, -0.263, 0
1.893, 0.464, 0.43, 0.257, 0.292, 0
2.221, 0.327, 0.37, -0.084, 0.063, 0
0.075, 0.376, 0.311, 0.424, 0.0, 0
0.464, 1.792, 2.176, -0.517, -0.327, 0
0.16, 1.022, 1.933, -0.625, -0.261, 0
0.536, 1.153, 1.271, -0.303, 0.253, 0
0.155, 0.391, 0.628, 0.626, 1.369, 0
1.214, 2.723, 0.921, 0.318, -0.138, 0
0.607, 2.773, -0.348, -0.168, 0.145, 0
1.132, 1.404, -0.221, -0.1, 0.087, 0
1.048, 1.933, -0.333, -0.127, 0.118, 0
0.987, 1.977, -0.433, 1.578, -0.482, 0
0.155, 1.012, 2.279, -0.747, 0.0, 0
0.23, 1.214, 1.916, -0.55, -0.535, 0
0.776, 2.22, -0.549, -0.194, 0.145, 0
0.922, 2.122, -0.391, 0.327, 0.186, 0
0.502, 2.169, 0.845, -0.253, -0.158, 0
0.592, 2.258, -0.442, 0.295, -0.231, 0
0.316, 1.224, 1.043, 0.494, -0.539, 0
2.334, 1.326, 0.251, 0.213, -0.097, 0
0.589, 0.89, 1.737, 0.931, -0.557, 0
0.189, 0.529, 2.646, -0.704, 0.382, 0
0.147, 0.851, 1.499, 2.585, -0.996, 0
1.018, 0.77, -0.12, 0.075, 0.081, 0
0.288, 0.765, 0.644, 1.642, 1.58, 0
0.205, 0.549, 0.782, 1.773, -0.534, 0
0.764, 2.524, 0.915, -0.32, -0.179, 0
2.547, 0.766, 0.293, 0.747, -0.234, 0
2.515, 0.35, 0.845, 1.463, -0.372, 0
1.149, 1.11, -0.174, -0.08, -0.047, 0
3.272, 0.713, -0.131, -0.085, -0.052, 0
0.845, 1.667, -0.561, -0.211, 0.0, 0
0.816, 3.026, -0.454, -0.198, -0.133, 0
0.763, 1.677, -0.381, -0.14, 0.106, 0
3.644, -0.294, 0.159, -0.072, -0.045, 0
0.442, 0.976, 2.113, -0.532, -0.387, 0
2.925, 1.489, -0.244, 0.509, -0.197, 0
3.341, -0.275, -0.106, -0.069, -0.051, 0
1.626, 2.0, -0.385, 0.288, 0.81, 0
0.169, 0.41, 0.485, -0.646, 1.926, 0
2.601, 0.422, -0.144, -0.08, 0.119, 0
0.374, 1.217, 1.518, 0.693, -0.502, 0
2.099, 0.889, -0.175, 0.09, -0.076, 0
