@relation  phoneme
@attribute Aa real[-1.7,4.107]
@attribute Ao real[-1.327,4.378]
@attribute Dcl real[-1.823,3.199]
@attribute Iy real[-1.581,2.826]
@attribute Sh real[-1.284,2.719]
@attribute Class{0,1}
@inputs Aa,Ao,Dcl,Iy,Sh
@outputs Class
@data
0.27, 0.667, 1.827, 1.038, -0.456, 0
0.145, 0.392, 0.477, 2.189, -0.911, 0
0.276, 0.542, 1.977, 0.902, -0.452, 0
0.333, 1.292, 1.023, 0.455, -0.199, 0
0.313, 1.268, 2.852, -0.841, -0.445, 0
0.245, 0.484, 1.991, 0.879, 0.608, 0
0.163, 0.544, 0.506, -0.782, 2.112, 0
0.463, 2.963, -0.63, 0.324, 0.991, 0
0.108, 0.493, 0.524, 1.885, 1.707, 0
0.473, 1.57, -0.413, 0.305, -0.099, 0
0.281, 2.246, 0.648, 0.255, 0.281, 0
0.552, 2.956, -0.539, 0.285, -0.144, 0
0.4, 0.994, 2.373, -0.643, -0.369, 0
0.54, 0.904, 2.359, -0.803, -0.314, 0
0.251, 1.02, 2.104, -0.668, -0.246, 0
0.36, 1.966, 0.718, 0.319, -0.182, 0
1.547, 1.178, -0.218, 0.128, 0.071, 0
0.229, 1.178, 1.965, -0.581, 0.0, 0
-0.166, -0.78, -1.11, -0.493, 0.0, 0
2.03, 0.636, -0.098, 0.078, 0.056, 0
0.245, 0.552, 0.581, -0.528, 0.0, 0
0.588, 2.574, 1.48, -0.412, -0.188, 0
0.404, 1.193, 1.848, 1.005, 0.0, 0
0.815, 0.845, 0.194, 0.082, 0.084, 0
0.705, 2.407, -0.348, -0.18, -0.124, 0
0.947, 1.114, 0.333, -0.101, 0.072, 0
0.414, 2.107, 1.243, 0.686, 0.0, 0
3.624, -0.245, 0.444, 0.171, -0.069, 0
0.637, 2.446, 1.17, -0.338, 0.0, 0
2.064, 1.895, 0.839, -0.229, 0.164, 0
0.565, 3.345, -0.606, 0.751, -0.27, 0
0.316, 1.36, 1.986, -0.624, 0.497, 0
-0.26, -0.825, -1.641, -1.494, 0.0, 0
0.225, 1.555, 1.428, 0.732, -0.22, 0
-0.126, 1.2, 1.508, -0.545, 0.0, 0
-0.099, 1.137, 2.58, -0.724, 0.0, 0
1.781, 1.57, -0.209, -0.115, 0.086, 0
0.206, 1.121, 1.296, 0.498, -0.246, 0
0.511, 2.783, -0.523, 0.345, -0.156, 0
0.279, 1.209, 2.547, -0.772, -0.377, 0
1.518, 1.187, 0.444, 0.248, -0.18, 0
0.273, 2.686, -0.421, 0.465, 1.47, 0
0.642, 1.871, -0.317, -0.141, 0.0, 0
0.277, 1.079, 2.757, -0.688, 0.0, 0
1.047, 2.589, -0.447, -0.277, 0.942, 0
0.212, 1.047, 1.964, -0.541, 0.0, 0
0.38, 1.585, 0.644, -0.244, -0.128, 0
0.603, 3.191, -0.558, -0.27, -0.384, 0
0.099, 0.472, 1.064, 1.996, -0.781, 0
2.198, 0.512, 0.109, 0.095, -0.048, 0
0.512, 2.054, -0.377, 0.473, 1.449, 0
0.66, 1.695, 0.99, -0.264, 0.15, 0
0.598, 2.118, 1.005, -0.487, 1.555, 0
2.571, -0.235, 0.2, 0.137, -0.132, 0
0.627, 1.375, -0.372, -0.163, -0.075, 0
0.152, 0.428, 0.846, 2.32, -0.756, 0
0.58, 2.975, -0.631, -0.255, -0.169, 0
0.104, 0.508, 1.077, 0.0, 0.0, 0
2.761, 0.661, -0.15, 0.084, -0.036, 0
0.204, 1.385, 1.795, -0.612, -0.283, 0
0.798, 3.137, -0.603, 0.545, 0.249, 0
0.734, 2.821, 1.114, 0.415, -0.179, 0
0.47, 2.984, -0.535, 1.012, -0.351, 0
0.239, 0.618, 2.516, 0.937, 0.418, 0
0.936, 2.178, 1.747, -0.368, -0.145, 0
-0.164, 1.49, 1.931, 0.699, 0.0, 0
2.505, 0.469, 0.249, 0.092, 0.089, 0
1.508, 1.605, 0.657, 0.801, 0.942, 0
0.333, 1.453, 2.313, -0.639, 0.0, 0
0.128, 0.598, 1.368, 0.634, 0.0, 0
1.025, 2.404, -0.505, 0.259, 0.435, 0
0.27, 3.115, -0.53, 1.223, -0.401, 0
3.269, 0.614, 1.015, -0.201, -0.091, 0
0.211, 1.473, 1.838, 0.714, 0.0, 0
0.625, 2.852, -0.563, -0.289, -0.176, 0
0.154, 0.343, 0.452, -0.59, 1.742, 0
0.28, 2.745, -0.47, -0.213, -0.146, 0
1.215, 1.101, -0.241, -0.082, -0.06, 0
0.11, 0.787, 1.749, -0.741, 0.434, 0
2.095, 0.66, -0.09, 0.068, -0.04, 0
0.148, 1.48, 1.646, 0.754, 0.0, 0
0.24, 1.851, 0.659, 0.286, -0.11, 0
0.985, 2.18, 0.614, 1.548, -0.434, 0
1.364, 1.941, -0.341, -0.129, -0.075, 0
1.688, 1.674, 1.574, -0.348, -0.164, 0
0.715, 2.722, -0.493, -0.281, 1.049, 0
0.359, 0.601, 1.712, 0.928, 0.925, 0
0.204, 1.574, 1.157, 0.62, 0.0, 0
0.365, 1.607, 1.354, -0.462, 0.0, 0
2.76, 0.279, 0.185, 0.21, -0.075, 0
2.909, 0.745, -0.168, 0.265, -0.092, 0
0.212, 1.237, 0.848, 1.092, -0.437, 0
0.5, 1.762, 1.223, 0.454, -0.18, 0
1.972, 2.6, -0.411, 0.303, 0.2, 0
0.721, 0.502, 0.871, 2.022, -0.563, 0
1.051, 2.748, -0.42, 0.301, 0.619, 0
0.069, 0.269, 0.337, 0.931, 1.571, 0
0.77, 1.607, 0.427, 0.183, -0.079, 0
2.095, 0.869, -0.134, 0.102, 0.103, 0
0.118, 0.306, 0.559, 2.143, -0.666, 0
0.09, 0.361, 0.63, -0.87, 0.0, 0
0.976, 2.689, 0.747, 0.853, -0.263, 0
0.346, 0.925, 2.396, 1.064, 0.419, 0
0.206, 1.328, 1.4, -0.406, 0.0, 0
2.364, 0.747, 0.321, -0.078, 0.068, 0
0.234, 1.794, 2.113, -0.749, -0.285, 0
2.117, 1.646, 0.982, -0.302, -0.129, 0
0.58, 3.373, -0.566, -0.245, -0.146, 0
1.122, 2.532, -0.358, -0.158, 0.272, 0
1.227, 1.634, -0.298, 0.183, -0.093, 0
0.256, 0.33, 0.62, 2.29, -0.736, 0
0.212, 0.368, 0.597, 1.029, 0.0, 0
0.134, 0.612, 1.455, 2.024, 0.0, 0
0.1, 0.261, 0.323, 1.385, 1.829, 0
0.55, 2.399, 1.564, -0.498, 0.0, 0
0.145, 0.895, 2.319, -0.761, -0.559, 0
-1.595, 0.679, -0.188, -0.127, -0.092, 0
1.404, 2.192, -0.376, 0.249, 0.188, 0
1.179, 1.328, -0.231, -0.093, -0.064, 0
2.781, 0.932, 0.3, 0.177, -0.177, 0
1.859, 0.81, 0.183, 0.158, 0.16, 0
1.37, 2.042, -0.356, 0.214, 0.23, 0
3.009, 0.349, 1.192, -0.276, -0.115, 0
0.234, 1.459, 2.048, 1.016, 1.183, 0
0.917, 2.238, -0.446, 0.247, -0.135, 0
1.301, 2.515, 1.07, 0.553, -0.166, 0
1.404, 1.81, -0.342, -0.125, -0.085, 0
2.539, 1.247, -0.263, 0.146, 0.269, 0
0.735, 2.882, 1.014, -0.355, 0.216, 0
0.144, 0.713, 1.753, 1.197, 0.0, 0
0.383, 1.267, 1.145, 0.575, -0.212, 0
1.857, 1.13, -0.19, -0.068, 0.064, 0
1.036, 2.396, -0.503, 1.399, -0.376, 0
0.31, 1.074, 2.474, 1.139, -0.467, 0
2.869, 1.077, 0.523, 0.5, -0.134, 0
0.229, 0.452, 0.523, 1.47, 1.046, 0
0.985, 1.104, 1.78, 0.679, -0.277, 0
0.268, 1.333, 2.89, -0.748, 0.0, 0
1.44, 2.132, -0.385, 0.249, 0.209, 0
0.53, 2.274, -0.541, -0.186, 0.129, 0
0.56, 2.372, 0.751, 0.278, 0.199, 0
1.295, 2.849, -0.41, 0.284, 0.382, 0
0.125, 0.446, 0.441, 1.127, 0.0, 0
0.807, 2.062, -0.51, -0.187, -0.112, 0
1.185, 2.24, -0.477, -0.171, 0.0, 0
0.258, 2.814, -0.461, -0.239, -0.153, 0
0.636, 3.198, -0.554, 0.31, 0.274, 0
0.378, 1.737, 1.078, -0.445, 0.0, 0
0.165, 0.496, 0.467, 0.781, 0.0, 0
0.17, 1.356, 0.82, 0.333, 0.0, 0
2.511, 1.155, -0.241, -0.087, 0.0, 0
0.315, 2.086, -0.505, 0.343, -0.136, 0
1.414, 1.694, 0.626, -0.195, -0.117, 0
0.262, 1.304, 2.382, -0.794, -0.416, 0
0.324, 2.576, -0.491, 0.543, -0.183, 0
0.158, 0.531, 0.944, 1.576, -0.531, 0
0.518, 2.673, 1.493, 0.691, -0.269, 0
2.065, 0.519, -0.115, 0.14, -0.076, 0
3.083, 0.501, -0.135, 0.102, 0.074, 0
1.156, 1.86, -0.268, -0.115, -0.084, 0
1.19, 1.647, -0.274, -0.121, -0.06, 0
1.163, 1.911, 0.643, -0.211, -0.202, 0
0.386, 1.576, 1.853, -0.535, -0.264, 0
0.383, 1.876, 0.687, 0.306, 0.0, 0
2.767, 0.315, 1.166, -0.304, 0.269, 0
0.095, 0.413, 0.818, 1.258, 0.0, 0
0.651, 2.023, 1.176, -0.344, -0.18, 0
0.774, 0.964, -0.256, -0.123, 0.0, 0
0.2, 0.561, 2.212, -0.644, 0.327, 0
2.406, -0.22, 0.216, 0.198, -0.066, 0
0.665, 2.971, -0.438, 0.257, -0.125, 0
0.162, 0.558, 0.615, 2.347, -0.777, 0
0.873, 2.74, 0.827, -0.275, -0.149, 0
3.553, -0.281, 0.17, -0.076, 0.062, 0
0.381, 0.994, 1.96, 1.183, 0.648, 0
1.658, 1.367, -0.202, 0.14, 0.133, 0
0.155, 0.799, 1.515, 1.596, 0.0, 0
0.265, 1.443, 0.83, 0.381, -0.14, 0
0.198, 1.356, 1.442, -0.491, -0.181, 0
0.81, 1.545, -0.303, 0.181, -0.087, 0
2.444, 0.273, 0.139, 0.156, -0.063, 0
1.107, 1.532, -0.338, -0.113, -0.081, 0
0.238, 0.475, 1.232, 1.637, 0.785, 0
1.181, 1.305, 0.699, 1.809, -0.499, 0
0.452, 2.226, -0.355, -0.161, -0.096, 0
0.633, 1.69, 0.465, -0.174, -0.106, 0
0.865, 1.165, 1.29, -0.395, -0.22, 0
1.402, 2.71, 0.803, -0.215, -0.134, 0
0.26, 0.645, 0.769, 1.181, 0.0, 0
0.493, 2.278, 0.537, 1.631, -0.415, 0
0.122, 0.592, 1.288, 2.546, -0.849, 0
0.278, 1.8, 1.051, 0.468, -0.191, 0
0.969, 2.226, -0.436, -0.178, -0.124, 0
0.302, 2.12, -0.337, -0.184, -0.11, 0
0.247, 1.17, 2.051, -0.56, 0.573, 0
0.58, 3.393, -0.716, 0.41, -0.17, 0
2.055, 1.169, 0.301, 0.234, -0.066, 0
0.066, 0.28, 0.417, -0.544, 0.0, 0
1.997, 2.309, -0.407, 0.309, 0.533, 0
2.746, 0.554, 1.133, -0.278, -0.145, 0
2.509, 0.448, 1.68, -0.387, -0.146, 0
2.115, 1.061, -0.146, 0.115, -0.061, 0
0.393, 1.749, 1.55, -0.431, -0.253, 0
0.909, 2.261, -0.479, -0.195, -0.109, 0
0.85, 1.384, -0.238, -0.112, -0.051, 0
1.414, 0.591, 0.157, 0.141, -0.205, 0
0.265, 0.819, 2.52, -0.627, -0.34, 0
0.286, 0.602, 2.168, 1.21, 0.553, 0
0.255, 1.428, 1.474, 0.525, -0.203, 0
0.058, 0.245, 0.368, -0.427, 0.0, 0
0.403, 1.292, 2.157, -0.682, 0.0, 0
3.163, -0.265, 0.107, 0.096, -0.086, 0
0.339, 0.933, 1.327, -0.334, -0.194, 0
2.956, 0.996, 0.73, -0.175, -0.087, 0
2.374, 1.034, 0.256, 0.187, 0.2, 0
2.283, -0.2, 0.092, 0.071, -0.067, 0
0.292, 1.056, 2.459, -0.652, -0.338, 0
1.458, 0.693, -0.129, 0.131, 0.118, 0
1.26, 0.695, -0.122, 0.112, 0.109, 0
0.344, 1.503, 0.948, -0.319, 0.459, 0
1.538, 0.562, -0.089, 0.084, 0.071, 0
0.334, 1.01, 2.931, -0.842, 0.0, 0
0.555, 2.557, 1.385, 0.578, 0.0, 0
1.195, -0.837, -0.266, 0.144, -0.086, 0
1.952, 0.499, 0.188, 0.151, -0.149, 0
0.625, 1.85, 0.764, 0.319, 0.187, 0
2.328, 0.582, -0.107, 0.077, -0.038, 0
1.492, 0.795, -0.142, 0.108, 0.082, 0
2.64, 0.625, 0.155, 0.106, 0.058, 0
0.853, 0.786, -0.195, -0.065, 0.062, 0
1.142, 1.867, -0.351, -0.161, -0.11, 0
1.92, 1.27, -0.247, 0.113, -0.065, 0
0.136, 0.679, 0.46, 0.663, 0.73, 0
0.211, 1.067, 1.741, -0.564, 0.0, 0
-0.233, 0.69, 1.364, -0.778, -0.532, 0
1.666, 1.872, -0.297, 0.164, 0.116, 0
3.056, 0.469, 1.166, -0.279, -0.105, 0
0.43, 2.541, 1.083, -0.482, 0.0, 0
0.488, 3.365, -0.445, 0.36, 0.689, 0
1.04, 0.784, -0.154, 0.067, 0.0, 0
0.425, 3.034, -0.423, -0.182, 0.178, 0
2.619, 0.853, -0.161, 0.091, -0.048, 0
0.193, 0.788, 0.794, 1.37, 0.0, 0
0.539, 2.962, 1.236, 0.588, -0.241, 0
0.693, 1.713, -0.478, -0.221, -0.156, 0
0.58, 3.166, -0.617, 0.386, -0.173, 0
0.128, 0.5, 0.428, 1.026, 1.031, 0
2.733, 0.493, -0.116, 0.082, -0.041, 0
0.238, 1.519, 0.643, 0.27, 0.169, 0
0.504, 2.248, 1.15, 0.412, -0.189, 0
0.158, 0.281, 0.389, 1.072, 1.464, 0
0.128, 0.338, 0.32, 0.777, 1.814, 0
1.456, 2.755, -0.416, 0.309, 0.398, 0
0.592, 2.457, -0.353, -0.173, 0.158, 0
0.284, 1.424, 2.617, -0.685, -0.308, 0
0.717, 0.72, 2.504, -0.794, 0.427, 0
2.843, 0.346, 0.273, 0.154, -0.08, 0
0.173, 0.375, 0.527, -0.324, 0.0, 0
0.3, 1.64, 2.633, -0.795, 0.0, 0
1.101, 3.092, -0.626, 0.28, 0.162, 0
0.104, 0.945, 0.432, 0.783, 1.091, 0
0.477, 3.228, -0.618, -0.288, -0.154, 0
0.797, 2.197, -0.479, -0.19, 0.0, 0
2.007, 0.997, -0.149, 0.116, 0.062, 0
0.998, 2.334, -0.467, -0.223, -0.137, 0
0.125, 0.295, 0.459, 0.62, -0.96, 0
2.53, -0.211, 0.213, 0.152, -0.058, 0
2.531, 0.387, 0.64, 1.019, -0.337, 0
0.533, 2.139, 0.629, 0.241, -0.1, 0
0.168, 1.108, 1.706, -0.483, -0.201, 0
0.267, 1.309, 1.846, 0.741, -0.342, 0
1.988, 0.97, 0.184, 0.141, 0.128, 0
0.479, 2.02, -0.35, 0.22, -0.1, 0
0.724, 2.437, 0.685, 0.398, -0.373, 0
0.207, 0.532, 0.667, 1.25, 2.511, 0
0.739, 1.87, -0.32, -0.148, -0.084, 0
0.834, 2.73, -0.45, -0.19, -0.123, 0
2.786, -0.269, 0.124, 0.11, 0.063, 0
0.346, 1.789, 0.629, 0.268, 0.137, 0
0.216, 1.037, 2.259, -0.65, 0.0, 0
0.092, 0.579, 0.617, 0.845, 0.0, 0
2.153, 1.127, 0.359, -0.105, -0.062, 0
0.308, 2.612, -0.517, 0.271, 0.174, 0
1.722, 0.517, 2.305, -0.586, -0.218, 0
0.199, 1.328, -0.829, -0.314, 0.194, 0
0.157, 0.432, 0.837, 1.902, -0.875, 0
1.065, 2.259, -0.485, 0.252, 0.343, 0
-0.195, -0.895, 1.893, -0.988, 0.0, 0
0.77, 2.735, -0.464, -0.19, -0.145, 0
0.24, 0.705, 1.527, 1.91, -0.567, 0
0.278, 0.632, 1.103, 1.443, -0.624, 0
0.185, 0.447, 1.278, 1.595, -0.632, 0
1.906, -0.347, 0.154, -0.09, 0.071, 0
0.331, 1.72, 0.6, 0.3, -0.119, 0
0.657, 2.138, 0.619, 0.292, -0.149, 0
0.239, 0.883, 2.657, -0.735, 0.544, 0
0.277, 0.872, 1.918, 1.371, -0.449, 0
0.495, 2.619, 0.691, 0.362, -0.155, 0
0.266, 2.584, 0.739, 0.408, -0.143, 0
0.468, 2.071, -0.516, -0.198, -0.108, 0
0.597, 2.565, -0.506, -0.261, -0.162, 0
3.363, 0.586, 0.256, 0.657, -0.183, 0
3.542, 0.562, 0.413, -0.096, -0.055, 0
1.328, 1.955, -0.489, 0.2, 0.256, 0
1.297, 1.473, -0.26, 0.322, 0.0, 0
0.259, 0.583, 0.601, -0.363, 1.546, 0
0.176, 1.631, 0.679, 0.345, 0.0, 0
3.359, -0.241, 0.195, -0.085, 0.085, 0
0.129, 0.546, 0.893, 0.53, 0.0, 0
0.464, 3.041, -0.547, -0.242, -0.15, 0
3.129, 0.311, 1.415, -0.347, -0.13, 0
0.085, 0.296, 0.295, 0.552, 0.0, 0
0.157, 0.985, 2.493, -0.747, 0.0, 0
1.169, 2.579, -0.529, 0.724, 0.488, 0
0.224, 1.072, 2.294, -0.74, -0.456, 0
0.66, 1.695, 0.99, 0.264, 0.15, 0
0.305, 2.821, -0.423, -0.432, 1.228, 0
0.452, 2.425, 1.323, 0.685, 0.0, 0
0.279, 1.643, 0.865, 0.331, -0.118, 0
2.203, 1.252, 0.461, 0.438, -0.234, 0
3.639, 0.608, -0.138, -0.095, -0.056, 0
1.199, 1.223, 2.284, -0.469, -0.184, 0
0.364, 1.876, 2.619, -0.613, -0.267, 0
1.022, 2.186, 1.286, 0.803, -0.227, 0
0.492, 2.604, -0.594, 0.313, -0.147, 0
0.348, 1.224, 1.643, 0.83, -0.406, 0
0.539, 2.612, 0.964, 0.511, -0.192, 0
2.603, 1.135, 1.02, 0.486, -0.139, 0
0.228, 0.46, 1.628, 1.282, 0.712, 0
2.196, 0.269, 0.513, 1.841, -0.528, 0
0.049, 0.309, 0.337, -0.447, -0.559, 0
0.89, 3.092, -0.538, 0.417, 0.337, 0
3.237, 0.521, 1.084, -0.263, -0.096, 0
1.021, 2.361, -0.378, 0.228, -0.162, 0
0.816, 1.456, 0.507, -0.189, 0.0, 0
1.089, 2.187, 1.117, 0.572, 0.85, 0
1.825, 0.588, 0.146, 0.207, -0.123, 0
0.655, 2.031, 1.617, -0.39, -0.19, 0
1.037, 2.405, -0.368, -0.16, -0.101, 0
1.509, 1.557, 0.482, 0.283, -0.169, 0
0.088, 0.611, 0.697, 2.181, 0.0, 0
0.401, 1.784, 1.217, 0.458, -0.284, 0
0.308, 1.214, 0.546, 0.307, 0.0, 0
0.262, 0.729, 0.839, 1.728, 0.0, 0
2.116, 0.488, 0.105, 0.094, -0.05, 0
1.146, 2.519, -0.43, -0.18, 0.125, 0
1.957, 1.328, 0.82, 0.45, -0.258, 0
0.146, 0.402, 0.495, -0.677, 1.775, 0
0.387, 2.211, 0.643, 0.32, -0.136, 0
0.35, 1.186, 2.138, -0.584, -0.272, 0
0.184, 1.203, 2.459, -0.691, -0.384, 0
0.238, 0.899, 1.439, 2.113, 0.0, 0
0.218, 1.149, 2.683, -0.724, -0.426, 0
0.09, 0.314, 0.445, 1.544, 0.0, 0
3.156, 0.537, 0.204, -0.065, -0.04, 0
3.026, -0.273, 0.17, 0.27, -0.095, 0
0.279, 1.879, 1.856, -0.597, 0.0, 0
2.493, 0.322, 0.402, -0.096, -0.07, 0
0.326, 2.129, -0.537, 0.353, 0.0, 0
0.129, 0.556, 1.314, 0.928, -0.413, 0
1.569, 1.44, -0.223, 0.129, -0.079, 0
0.708, 2.221, -0.545, -0.188, 0.0, 0
2.348, 0.283, 0.143, 0.163, -0.064, 0
0.736, 2.022, -0.329, 0.179, 0.123, 0
0.597, 1.624, 1.5, -0.473, -0.197, 0
0.089, 0.616, 1.451, 1.569, 0.0, 0
1.378, 1.088, 0.484, -0.126, 0.229, 0
0.48, 1.042, 1.914, -0.442, -0.221, 0
0.179, 0.61, 0.715, 1.854, -0.77, 0
0.421, 2.318, 1.101, 0.546, -0.252, 0
0.624, 2.869, 0.842, -0.386, -0.138, 0
2.686, -0.32, -0.113, -0.081, 0.082, 0
0.27, 1.134, 1.964, -0.518, -0.235, 0
1.846, 0.467, 0.155, 0.114, 0.107, 0
2.15, 0.376, 0.261, -0.065, 0.0, 0
0.079, 0.389, 0.324, 0.427, 0.0, 0
0.326, 1.646, 2.18, -0.578, -0.284, 0
0.165, 1.031, 1.947, -0.544, -0.228, 0
0.513, 1.105, 1.385, -0.358, 0.257, 0
0.136, 0.344, 0.534, 0.508, 1.165, 0
1.141, 2.762, 0.885, 0.359, 0.0, 0
0.363, 2.737, -0.383, -0.185, 0.169, 0
1.151, 1.498, -0.238, -0.104, 0.086, 0
1.125, 1.966, -0.354, -0.13, 0.135, 0
1.079, 2.048, -0.439, 1.475, -0.455, 0
0.237, 1.014, 2.321, -0.849, 0.0, 0
0.207, 1.141, 1.935, -0.548, -0.229, 0
0.807, 2.227, -0.556, -0.225, 0.161, 0
0.839, 2.26, -0.402, 0.244, 0.172, 0
0.659, 1.949, 0.779, -0.251, -0.125, 0
0.626, 2.386, -0.481, 0.321, -0.136, 0
0.327, 1.291, 1.152, 0.541, -0.517, 0
2.32, 1.249, 0.329, 0.161, -0.075, 0
0.587, 1.028, 1.768, 0.56, -0.322, 0
0.204, 0.567, 2.562, -0.649, 0.398, 0
0.207, 0.799, 1.264, 2.152, -0.641, 0
1.121, 0.72, -0.142, 0.088, 0.091, 0
0.157, 0.514, 0.792, 1.52, 1.984, 0
0.191, 0.546, 0.884, 1.965, -0.617, 0
0.637, 2.952, 0.826, -0.376, -0.135, 0
2.433, 0.617, 0.251, 1.041, -0.309, 0
2.321, 0.872, 0.503, 1.212, -0.375, 0
1.222, 1.182, -0.186, -0.099, -0.054, 0
3.223, 0.698, -0.13, -0.061, -0.046, 0
0.808, 1.69, -0.371, -0.151, -0.103, 0
0.886, 2.959, -0.421, -0.184, -0.124, 0
0.719, 1.661, -0.247, -0.141, 0.107, 0
3.568, -0.29, 0.157, -0.071, -0.044, 0
0.364, 0.859, 2.071, -0.622, -0.32, 0
2.639, 1.46, -0.253, 0.674, -0.25, 0
3.343, -0.28, -0.102, 0.077, -0.052, 0
1.639, 1.796, -0.345, 0.406, 1.027, 0
0.175, 0.478, 0.669, -0.757, 1.83, 0
2.585, 0.471, -0.133, -0.075, 0.119, 0
0.411, 1.587, 1.408, 0.585, -0.479, 0
2.078, 1.095, -0.145, 0.094, 0.084, 0
