@relation  phoneme
@attribute Aa real[-1.7,4.107]
@attribute Ao real[-1.327,4.378]
@attribute Dcl real[-1.823,3.199]
@attribute Iy real[-1.581,2.826]
@attribute Sh real[-1.284,2.719]
@attribute Class{0,1}
@inputs Aa,Ao,Dcl,Iy,Sh
@outputs Class
@data
0.155, 0.514, 0.49, -0.625, 0.0, 0
0.43, 2.588, 1.361, -0.372, -0.195, 0
0.18, 0.836, 2.024, 1.056, 0.0, 0
0.825, 0.834, 0.192, 0.083, 0.085, 0
0.816, 2.242, -0.331, -0.17, -0.12, 0
0.996, 1.283, 0.315, -0.108, 0.078, 0
0.265, 2.037, 0.992, 0.625, 0.0, 0
3.617, -0.272, 0.34, 0.224, -0.073, 0
0.734, 2.346, 1.115, -0.346, -0.17, 0
1.875, 2.182, 0.752, -0.222, 0.152, 0
0.564, 3.344, -0.606, 0.751, -0.27, 0
0.441, 1.428, 2.168, -0.608, 0.412, 0
-0.102, -0.549, -1.168, -1.359, -0.633, 0
0.29, 1.995, 1.429, 0.772, 0.0, 0
0.094, 0.926, 1.599, -0.563, -0.305, 0
-0.144, 1.292, 2.605, -0.826, -0.474, 0
1.806, 1.66, -0.352, -0.111, 0.11, 0
0.308, 1.204, 1.5, 0.569, -0.32, 0
0.403, 2.671, -0.537, 0.357, -0.154, 0
0.294, 1.19, 2.566, -0.72, -0.33, 0
1.517, 1.186, 0.444, 0.248, -0.18, 0
0.345, 2.885, -0.651, 0.618, 1.117, 0
0.65, 1.803, -0.366, -0.148, 0.0, 0
0.301, 1.249, 2.831, -0.685, 0.0, 0
0.929, 2.558, -0.44, -0.369, 0.716, 0
0.181, 1.132, 2.038, -0.56, 0.0, 0
0.383, 1.686, 0.65, -0.256, -0.17, 0
0.67, 3.124, -0.576, -0.285, -0.366, 0
0.2, 0.565, 1.0, 1.958, -0.605, 0
2.205, 0.544, 0.162, 0.096, -0.072, 0
0.42, 1.985, -0.373, 0.448, 0.49, 0
0.705, 1.796, 1.078, -0.286, 0.215, 0
0.565, 1.954, 1.013, -0.52, 1.881, 0
2.703, -0.236, 0.189, 0.119, -0.143, 0
0.584, 1.42, -0.349, -0.159, -0.072, 0
0.176, 0.438, 0.842, 2.42, -0.849, 0
0.541, 2.888, -0.673, -0.254, -0.152, 0
0.103, 0.459, 0.986, 0.0, 0.0, 0
2.721, 0.652, -0.1, -0.063, 0.056, 0
0.214, 1.31, 1.792, -0.597, -0.244, 0
0.83, 3.041, -0.569, 0.547, 0.288, 0
0.726, 2.701, 1.131, 0.416, -0.184, 0
0.634, 3.05, -0.59, 0.876, -0.329, 0
0.351, 0.607, 2.578, 0.819, 0.353, 0
0.94, 2.129, 1.846, -0.441, 0.542, 0
-0.103, 0.929, 1.762, 0.943, -0.424, 0
2.321, 0.483, 0.174, 0.106, 0.105, 0
1.338, 1.555, 0.496, 0.517, 1.038, 0
0.335, 1.506, 2.304, -0.684, 0.0, 0
0.147, 0.696, 1.751, 0.0, 0.0, 0
1.101, 2.678, -0.468, 0.32, 0.365, 0
0.254, 3.163, -0.5, 1.249, -0.376, 0
3.24, 0.43, 0.801, -0.19, -0.089, 0
0.187, 1.346, 1.791, 0.679, 0.0, 0
0.622, 3.087, -0.758, -0.252, -0.155, 0
0.148, 0.329, 0.459, -0.732, 1.514, 0
0.309, 2.579, -0.51, -0.213, -0.305, 0
1.295, 1.097, -0.779, -0.596, -0.316, 0
0.125, 0.845, 1.767, -0.737, 0.0, 0
2.065, 0.703, -0.153, -0.079, 0.041, 0
0.184, 1.364, 1.415, 0.658, -0.626, 0
0.34, 1.823, 0.536, 0.273, -0.137, 0
0.981, 2.208, 0.604, 1.5, -0.439, 0
1.346, 2.116, -0.304, -0.166, -0.145, 0
1.487, 1.568, 1.605, -0.261, -0.131, 0
0.745, 2.821, -0.503, -0.249, 0.884, 0
0.338, 0.477, 1.821, 1.191, 0.997, 0
0.179, 1.489, 1.166, 0.601, 0.0, 0
0.303, 1.571, 1.285, -0.488, 0.0, 0
2.725, 0.297, 0.192, 0.222, -0.084, 0
2.817, 0.729, -0.147, 0.22, -0.088, 0
0.173, 0.962, 0.788, 1.051, -0.38, 0
0.567, 1.824, 1.135, 0.347, 0.0, 0
1.914, 2.572, -0.413, 0.373, -0.166, 0
0.72, 0.502, 0.87, 2.021, -0.563, 0
1.032, 2.486, -0.491, 0.28, 0.607, 0
0.151, 0.302, 0.409, 0.853, 1.596, 0
0.907, 1.536, 0.369, 0.114, 0.0, 0
2.134, 0.884, -0.137, 0.104, 0.104, 0
0.12, 0.342, 0.575, 2.155, -0.634, 0
0.17, 0.46, 0.684, -0.74, 0.0, 0
0.99, 2.775, 0.717, 0.833, -0.224, 0
0.348, 0.918, 2.355, 1.037, 0.421, 0
0.195, 1.204, 1.497, -0.432, 0.0, 0
2.556, 0.718, 0.37, -0.085, -0.063, 0
0.245, 1.796, 2.114, -0.752, -0.257, 0
2.126, 1.611, 1.019, -0.3, -0.126, 0
0.531, 3.435, -0.592, -0.239, -0.165, 0
1.131, 2.61, -0.358, -0.158, 0.22, 0
1.209, 1.761, -0.29, 0.176, -0.094, 0
0.256, 0.33, 0.62, 2.29, -0.736, 0
0.029, -0.188, 0.383, 0.603, 0.0, 0
0.128, 0.621, 1.433, 2.052, 0.0, 0
0.099, 0.258, 0.332, 1.391, 1.838, 0
0.568, 2.495, 1.506, -0.485, 0.0, 0
0.14, 0.847, 2.251, -0.703, -0.562, 0
-0.829, -1.062, -0.541, 0.403, 0.837, 0
1.797, 2.261, -0.505, 0.23, 0.21, 0
1.16, 1.236, -0.238, -0.093, -0.058, 0
2.617, 0.969, 0.279, -0.087, -0.056, 0
1.869, 0.81, 0.206, 0.153, 0.105, 0
1.235, 1.996, -0.359, 0.21, 0.141, 0
3.05, 0.402, 1.256, -0.298, -0.115, 0
0.352, 1.531, 1.81, 0.97, 1.126, 0
0.791, 2.125, -0.418, 0.279, -0.188, 0
1.351, 2.481, 1.044, 0.572, -0.183, 0
1.472, 1.773, -0.347, -0.123, -0.077, 0
2.467, 1.238, -0.275, 0.149, 0.28, 0
0.772, 2.995, 0.945, -0.321, 0.204, 0
0.157, 0.678, 1.566, 1.131, 0.0, 0
0.374, 1.254, 1.206, 0.576, -0.215, 0
1.807, 1.094, -0.191, -0.082, 0.068, 0
0.471, 2.649, -0.587, 1.463, -0.486, 0
0.404, 0.913, 2.575, 0.831, -0.295, 0
2.79, 1.019, 0.416, 0.656, -0.166, 0
0.235, 0.605, 0.603, 1.603, 1.161, 0
0.976, 0.857, 2.104, 0.725, 0.368, 0
0.265, 1.313, 2.753, -0.78, 0.0, 0
1.369, 2.204, -0.365, 0.252, 0.183, 0
0.514, 2.276, -0.549, -0.189, 0.132, 0
0.598, 2.389, 0.797, 0.305, 0.19, 0
1.146, 2.943, -0.451, 0.472, -0.213, 0
0.12, 0.38, 0.413, 0.997, 0.0, 0
0.816, 2.06, -0.45, -0.191, -0.113, 0
1.182, 2.344, -0.414, -0.178, -0.119, 0
0.331, 2.978, -0.486, -0.233, -0.152, 0
0.683, 3.51, -0.562, 0.319, 0.275, 0
0.369, 1.788, 1.134, -0.448, 0.0, 0
0.158, 0.475, 0.468, 0.778, 0.0, 0
0.152, 1.282, 0.796, 0.335, 0.0, 0
2.44, 1.136, -0.243, -0.074, 0.0, 0
0.304, 1.88, -0.445, 0.322, -0.118, 0
1.463, 1.71, 0.626, -0.171, -0.118, 0
0.192, 1.173, 2.29, -0.695, -0.374, 0
0.309, 2.547, -0.477, 0.494, -0.168, 0
0.161, 0.548, 0.966, 1.674, -0.52, 0
0.481, 2.58, 1.476, 0.789, -0.24, 0
1.908, 0.57, -0.108, 0.145, -0.193, 0
3.041, 0.446, -0.122, 0.089, 0.077, 0
1.153, 1.839, -0.26, -0.112, 0.091, 0
1.274, 1.755, -0.254, -0.111, 0.103, 0
1.146, 1.998, 0.64, -0.189, -0.178, 0
0.486, 1.584, 1.699, -0.48, -0.233, 0
0.439, 2.04, 0.663, 0.454, 0.0, 0
2.793, 0.285, 1.283, -0.314, 0.297, 0
0.169, 0.397, 0.678, 1.654, -0.651, 0
0.515, 1.952, 1.204, -0.345, -0.175, 0
0.817, 1.094, -0.228, 0.143, -0.098, 0
0.199, 0.548, 2.208, -0.621, 0.324, 0
2.452, -0.211, 0.222, 0.166, -0.061, 0
0.489, 2.921, -0.47, 0.255, -0.161, 0
0.157, 0.557, 0.706, 2.038, -0.625, 0
0.706, 2.845, 0.779, -0.202, -0.111, 0
3.561, -0.277, 0.179, -0.077, 0.066, 0
0.383, 1.004, 2.238, 0.976, 0.544, 0
1.58, 1.14, -0.16, 0.11, 0.066, 0
0.148, 0.777, 1.533, 1.672, 0.0, 0
0.218, 1.486, 0.742, 0.661, -0.224, 0
0.218, 1.463, 1.531, -0.523, 0.0, 0
0.671, 1.538, -0.334, 0.191, -0.129, 0
2.533, 0.267, 0.133, 0.16, -0.064, 0
0.912, 1.59, -0.28, -0.121, -0.067, 0
0.233, 0.473, 1.178, 1.742, 0.843, 0
1.181, 1.305, 0.7, 1.809, -0.498, 0
0.515, 2.151, -0.388, -0.176, -0.094, 0
0.657, 1.763, 0.499, -0.173, 0.0, 0
0.807, 0.826, 1.0, -0.274, 0.0, 0
1.413, 2.811, 0.737, -0.216, -0.131, 0
0.279, 0.592, 0.73, 1.236, 0.0, 0
0.594, 1.964, 0.636, 1.778, -0.508, 0
0.105, 0.526, 1.282, 2.081, -0.709, 0
0.358, 1.812, 1.189, 0.441, -0.189, 0
1.062, 2.243, -0.394, -0.199, -0.175, 0
0.335, 2.197, -0.365, -0.168, -0.104, 0
0.269, 1.497, 2.217, -0.727, 0.566, 0
0.608, 3.531, -0.689, 0.293, -0.151, 0
2.056, 1.155, 0.301, 0.227, -0.065, 0
0.074, 0.307, 0.355, -0.594, 0.0, 0
1.706, 2.23, -0.347, 0.568, 0.504, 0
2.665, 0.834, 1.064, -0.276, -0.122, 0
2.317, 0.282, 1.688, -0.397, 0.269, 0
2.119, 1.064, -0.147, 0.116, -0.062, 0
0.323, 1.76, 1.394, -0.406, -0.241, 0
0.925, 2.303, -0.408, -0.144, -0.084, 0
0.791, 1.38, -0.238, -0.12, 0.0, 0
1.453, 0.562, 0.181, 0.148, -0.072, 0
0.265, 0.819, 2.521, -0.627, -0.34, 0
0.182, 0.933, 2.414, 0.965, -0.41, 0
0.205, 1.397, 1.363, 0.508, -0.177, 0
0.059, 0.287, 0.439, -0.522, 0.0, 0
0.243, 1.017, 2.191, -0.814, 0.0, 0
3.144, -0.268, 0.164, 0.12, -0.114, 0
0.477, 0.953, 1.616, -0.338, -0.166, 0
2.918, 0.994, 0.745, -0.148, -0.079, 0
2.453, 0.888, 0.384, 0.375, 0.429, 0
2.51, -0.217, 0.213, 0.159, -0.092, 0
0.279, 0.892, 2.474, -0.531, -0.307, 0
1.472, 0.728, -0.13, 0.112, 0.121, 0
1.162, 0.769, -0.121, 0.094, -0.051, 0
0.324, 1.31, 0.96, -0.298, 0.532, 0
1.6, 0.579, -0.091, 0.082, 0.073, 0
0.25, 1.051, 2.859, -0.724, 0.0, 0
0.526, 2.483, 1.42, 0.622, 0.0, 0
1.064, -1.011, -0.546, 1.599, -0.583, 0
1.91, 0.496, 0.188, 0.15, -0.149, 0
0.52, 1.822, 0.784, 0.287, 0.271, 0
2.097, 0.466, -0.092, 0.103, -0.047, 0
1.542, 0.721, -0.098, -0.051, 0.052, 0
2.493, 0.61, 0.189, 0.163, 0.102, 0
0.877, 0.813, -0.184, -0.065, 0.067, 0
1.236, 1.94, -0.356, -0.177, -0.107, 0
2.051, 1.306, -0.168, 0.18, -0.062, 0
0.096, 0.61, 0.542, 0.591, 0.749, 0
0.193, 1.16, 1.667, -0.594, 0.0, 0
-0.181, 0.649, 1.491, -0.833, -0.411, 0
1.892, 1.535, -0.379, 0.186, -0.126, 0
3.052, 0.359, 1.173, -0.221, -0.102, 0
0.38, 2.526, 1.04, -0.466, 0.0, 0
0.53, 2.976, -0.61, 0.683, 0.671, 0
1.103, 0.789, -0.123, 0.075, -0.059, 0
0.333, 2.786, -0.486, -0.188, 0.191, 0
2.426, 0.954, -0.135, 0.116, 0.083, 0
0.199, 1.02, 0.958, 1.156, 0.0, 0
0.556, 3.059, 1.234, 0.61, -0.238, 0
0.782, 1.778, -0.43, -0.158, 0.108, 0
0.755, 3.309, -0.469, 0.254, -0.152, 0
0.107, 0.392, 0.376, 0.874, 1.125, 0
2.631, 0.604, -0.12, 0.098, -0.061, 0
0.247, 1.554, 0.687, 0.275, 0.163, 0
0.496, 2.197, 1.185, 0.405, -0.195, 0
0.142, 0.335, 0.546, 1.116, 1.674, 0
0.121, 0.325, 0.328, 0.874, 1.973, 0
1.254, 2.545, -0.44, 0.227, 0.165, 0
0.735, 2.417, -0.431, -0.19, 0.202, 0
0.211, 1.402, 2.503, -0.768, -0.337, 0
0.723, 0.723, 2.263, -0.667, 0.401, 0
2.879, 0.341, 0.274, 0.148, -0.076, 0
0.11, 0.421, 0.735, -0.265, 0.0, 0
0.415, 1.521, 2.727, -0.666, -0.323, 0
1.092, 3.108, -0.643, -0.263, 0.162, 0
0.146, 0.786, 0.39, 0.702, 0.91, 0
0.478, 3.147, -0.605, -0.303, -0.331, 0
0.642, 2.074, -0.419, -0.181, -0.104, 0
1.749, 0.771, -0.15, 0.116, 0.084, 0
0.98, 2.364, -0.496, -0.186, -0.109, 0
0.125, 0.311, 0.468, 0.623, -0.857, 0
2.53, -0.211, 0.213, 0.152, -0.059, 0
2.424, -0.251, 0.513, 1.239, -0.32, 0
0.52, 1.97, 0.55, 0.248, -0.141, 0
0.156, 1.135, 1.541, -0.448, -0.214, 0
0.266, 1.229, 2.271, 0.879, -0.326, 0
1.947, 0.99, 0.181, 0.14, 0.135, 0
0.441, 1.842, -0.321, 0.229, -0.096, 0
0.687, 2.34, 0.641, 0.404, -0.406, 0
0.196, 0.525, 0.651, 1.087, 2.552, 0
0.695, 1.923, -0.27, -0.128, -0.07, 0
0.822, 2.76, -0.373, -0.166, -0.126, 0
2.898, -0.254, 0.12, 0.135, -0.06, 0
0.339, 1.855, 0.577, 0.288, 0.139, 0
0.213, 1.032, 2.25, -0.676, 0.0, 0
0.215, 0.588, 0.602, 0.68, 0.0, 0
2.01, 1.07, 0.359, -0.085, -0.051, 0
0.229, 2.527, -0.58, 0.246, 0.162, 0
1.645, 0.571, 2.275, -0.58, -0.221, 0
0.356, 0.847, -1.823, -0.464, -0.294, 0
0.143, 0.542, 1.313, 1.501, -0.864, 0
1.257, 2.24, -0.391, 0.233, -0.237, 0
0.567, -0.829, 1.142, -0.564, 0.0, 0
0.73, 2.928, -0.496, -0.189, -0.133, 0
0.193, 0.675, 1.384, 1.631, -0.593, 0
0.205, 0.673, 1.165, 1.399, -0.4, 0
0.179, 0.448, 1.268, 1.786, -0.631, 0
1.84, -0.254, 0.245, 0.153, -0.101, 0
0.327, 1.764, 0.575, 0.277, -0.096, 0
0.675, 2.061, 0.701, 0.248, -0.121, 0
0.234, 0.854, 2.599, -0.725, 0.549, 0
0.288, 0.891, 1.932, 1.42, -0.454, 0
0.642, 2.501, 0.739, 0.526, -0.199, 0
0.26, 2.668, 0.663, 0.708, 0.0, 0
0.36, 2.311, -0.475, -0.289, -0.147, 0
0.629, 2.626, -0.606, -0.245, -0.158, 0
3.306, 0.653, 0.313, 0.669, -0.218, 0
3.47, 0.572, 0.425, -0.117, -0.062, 0
1.026, 2.185, -0.539, 0.206, 0.252, 0
1.371, 1.441, -0.287, 0.167, -0.171, 0
0.241, 0.522, 0.576, -0.368, 0.977, 0
0.229, 1.748, 0.634, 0.259, 0.0, 0
3.161, -0.243, 0.211, -0.086, 0.085, 0
0.132, 0.575, 0.825, 0.514, 0.0, 0
0.421, 3.022, -0.477, -0.188, -0.211, 0
2.957, 0.36, 1.436, -0.266, -0.128, 0
0.083, 0.291, 0.288, 0.54, 0.0, 0
0.176, 0.977, 2.473, -0.7, 0.0, 0
1.15, 2.51, -0.45, 0.659, 0.548, 0
0.236, 1.053, 2.285, -0.652, -0.303, 0
0.44, 1.846, 0.747, 0.244, 0.124, 0
0.345, 2.558, -0.677, -0.497, 1.361, 0
0.486, 2.345, 1.508, 0.674, 0.0, 0
0.303, 1.696, 1.027, 0.449, -0.241, 0
2.237, 1.288, 0.45, 0.442, -0.23, 0
3.665, 0.822, -0.158, -0.087, -0.055, 0
1.226, 1.277, 2.385, -0.505, -0.192, 0
0.364, 1.863, 2.606, -0.605, -0.248, 0
1.129, 2.213, 0.816, 0.65, -0.436, 0
0.497, 2.586, -0.581, 0.292, -0.18, 0
0.337, 1.18, 1.616, 0.741, -0.396, 0
0.517, 2.602, 1.078, 0.534, -0.177, 0
2.558, 1.196, 1.052, 0.485, -0.143, 0
0.339, 0.519, 1.95, 1.181, 0.563, 0
2.24, -0.237, 0.416, 1.551, -0.454, 0
0.094, 0.342, 0.561, -0.223, -0.46, 0
0.832, 3.36, -0.573, 0.593, 0.305, 0
3.359, 0.476, 1.096, -0.264, -0.097, 0
1.116, 2.458, -0.385, 0.228, -0.124, 0
0.767, 1.165, 0.339, -0.1, -0.065, 0
0.965, 2.072, 1.305, 0.583, 0.856, 0
1.898, 0.651, 0.157, 0.203, -0.124, 0
0.642, 2.01, 1.612, -0.395, 0.0, 0
1.074, 2.424, -0.399, -0.197, -0.142, 0
1.509, 1.557, 0.482, 0.283, -0.169, 0
0.211, 0.538, 0.841, 2.189, 0.0, 0
0.403, 1.803, 1.168, 0.516, -0.229, 0
0.324, 1.276, 0.55, 0.378, 0.385, 0
0.244, 0.692, 0.951, 1.574, 0.0, 0
2.115, 0.421, 0.154, 0.121, -0.149, 0
1.052, 2.559, -0.349, -0.147, 0.173, 0
1.956, 1.328, 0.82, 0.451, -0.256, 0
0.154, 0.339, 0.454, -0.625, 1.84, 0
0.309, 2.255, 0.725, 0.299, -0.229, 0
0.522, 1.165, 2.095, -0.565, -0.24, 0
0.183, 1.414, 2.471, -0.728, 0.0, 0
0.27, 0.959, 1.687, 1.705, 0.0, 0
0.269, 1.117, 2.659, -0.671, -0.328, 0
0.115, 0.375, 0.486, 1.742, 0.0, 0
3.13, 0.54, 0.201, -0.067, -0.038, 0
3.025, -0.273, 0.17, 0.27, -0.095, 0
0.197, 2.013, 1.871, -0.6, -0.234, 0
2.347, 0.928, 0.413, -0.108, -0.065, 0
0.364, 2.186, -0.535, 0.215, 0.149, 0
0.108, 0.464, 1.302, 1.08, -0.349, 0
1.631, 1.369, -0.275, 0.218, 0.161, 0
0.68, 2.254, -0.532, -0.215, 0.0, 0
2.367, 0.283, 0.158, 0.156, -0.06, 0
0.738, 1.981, -0.297, 0.193, -0.118, 0
0.666, 1.858, 1.334, -0.432, -0.502, 0
0.255, 0.659, 1.591, 1.318, 0.7, 0
1.462, 1.329, 0.322, -0.099, 0.112, 0
0.407, 1.041, 1.959, -0.535, -0.257, 0
0.121, 0.311, 0.588, 1.978, -0.652, 0
0.414, 2.374, 0.941, 0.511, -0.258, 0
0.639, 2.884, 0.871, -0.377, -0.143, 0
2.56, -0.244, -0.113, 0.112, -0.058, 0
0.257, 1.09, 1.917, -0.443, -0.233, 0
1.894, 0.463, 0.43, 0.257, 0.292, 0
2.31, 0.325, 0.38, -0.085, 0.071, 0
0.074, 0.373, 0.308, 0.423, 0.0, 0
0.53, 1.9, 2.119, -0.474, -0.298, 0
0.143, 0.979, 1.945, -0.612, -0.261, 0
0.564, 1.178, 1.19, -0.319, 0.242, 0
0.14, 0.351, 0.563, 0.552, 1.222, 0
1.203, 2.741, 0.944, 0.313, -0.141, 0
0.58, 2.541, -0.342, -0.165, 0.153, 0
1.171, 1.334, -0.216, -0.094, 0.087, 0
1.036, 2.038, -0.346, -0.127, 0.099, 0
0.883, 1.942, -0.443, 1.609, -0.483, 0
0.151, 1.008, 2.353, -0.777, 0.0, 0
0.231, 1.25, 1.936, -0.53, -0.497, 0
0.776, 2.215, -0.572, -0.205, 0.156, 0
0.792, 2.117, -0.322, 0.234, 0.161, 0
0.674, 2.122, 0.877, -0.249, -0.126, 0
0.557, 2.204, -0.467, 0.348, -0.259, 0
0.34, 1.238, 1.114, 0.45, -0.544, 0
2.411, 1.293, 0.256, 0.226, -0.103, 0
0.568, 0.892, 1.698, 0.848, -0.513, 0
0.192, 0.519, 2.598, -0.678, 0.399, 0
0.218, 0.816, 1.317, 2.113, -0.655, 0
1.057, 0.866, -0.132, 0.073, 0.076, 0
0.267, 0.727, 0.677, 1.807, 1.49, 0
0.206, 0.605, 0.757, 1.918, -0.502, 0
0.805, 2.64, 0.795, -0.223, 0.13, 0
2.655, 0.577, 0.211, 0.835, -0.374, 0
2.676, 0.308, 0.45, 0.983, -0.226, 0
1.207, 1.059, -0.208, -0.083, -0.055, 0
3.325, 0.688, -0.133, -0.089, -0.056, 0
0.761, 1.655, -0.413, -0.175, -0.078, 0
0.899, 2.96, -0.474, -0.203, -0.144, 0
0.723, 1.59, -0.364, -0.139, 0.101, 0
3.658, -0.285, 0.157, -0.082, -0.092, 0
0.453, 1.001, 2.247, -0.508, -0.21, 0
3.041, 1.383, -0.265, 0.691, -0.179, 0
3.348, -0.276, -0.111, -0.07, -0.053, 0
1.555, 2.057, -0.42, 0.286, 0.848, 0
0.114, 0.366, 0.477, -0.74, 2.273, 0
2.602, 0.423, -0.144, -0.08, 0.119, 0
0.371, 1.222, 1.661, 0.645, 0.0, 0
2.182, 0.987, -0.164, 0.135, 0.106, 0
