@relation  phoneme
@attribute Aa real[-1.7,4.107]
@attribute Ao real[-1.327,4.378]
@attribute Dcl real[-1.823,3.199]
@attribute Iy real[-1.581,2.826]
@attribute Sh real[-1.284,2.719]
@attribute Class {0,1}


@data
2.302, 0.351, -0.09, -0.052, 0.045, 0
2.331, 0.651, -0.107, 0.128, -0.052, 0
1.963, 1.677, -0.332, -0.109, 0.102, 0
0.644, 1.088, 1.85, -0.51, 0.436, 0
2.663, -0.253, -0.117, 0.111, 0.063, 0
2.942, 0.581, -0.131, 0.089, 0.06, 0
0.138, 0.34, 0.451, 1.308, 0.0, 0
2.942, 0.53, -0.105, 0.081, -0.041, 0
1.845, 2.214, -0.376, -0.149, -0.119, 0
0.148, 0.435, 0.924, 2.222, -0.722, 0
2.946, 1.555, -0.247, -0.097, -0.066, 0
2.822, 0.316, -0.097, 0.091, -0.062, 0
0.627, 3.389, -0.475, -0.251, 0.372, 0
1.004, 2.024, 0.606, 1.205, -0.397, 0
0.237, 1.009, 2.565, -0.848, 0.614, 0
1.493, 1.664, 0.583, -0.175, -0.104, 0
0.316, 2.05, 1.632, 0.688, -0.285, 0
0.166, 0.873, 2.163, -0.837, -0.398, 0
0.338, 0.437, 1.708, 1.274, 0.984, 0
2.074, 1.149, 0.493, 0.339, -0.134, 0
0.363, 0.994, 2.446, -0.692, -0.384, 0
0.283, 1.085, 2.7, -0.753, -0.405, 0
0.338, 1.216, 2.052, 0.729, -0.238, 0
1.12, 1.69, 1.087, 0.569, 0.385, 0
0.299, 0.891, 1.871, -0.51, 0.0, 0
1.607, 2.312, -0.381, 0.222, 0.163, 0
0.643, 1.634, -0.268, -0.141, 0.0, 0
3.126, 0.482, 0.232, -0.141, 0.524, 0
1.836, 0.925, 0.339, 0.195, -0.137, 0
0.14, 0.589, 1.323, 1.963, -0.621, 0
0.325, 0.806, 2.461, 1.262, -0.458, 0
0.273, 0.937, 2.118, 1.064, -0.499, 0
0.231, 1.136, 2.493, -0.638, 0.0, 0
1.176, 2.074, -0.336, 0.254, -0.135, 0
3.336, -0.234, 0.14, -0.073, 0.081, 0
0.504, 2.877, -0.717, 0.385, -0.161, 0
1.312, 1.232, 0.433, 0.375, -0.391, 0
0.885, 2.87, -0.414, -0.173, -0.117, 0
0.578, 1.929, -0.437, -0.193, 0.0, 0
1.752, 2.127, 0.507, 0.22, -0.124, 0
0.907, 1.536, -0.369, -0.114, 0.0, 0
0.794, 1.828, 0.782, -0.201, 0.12, 0
0.182, 0.814, 1.867, 1.07, 0.0, 0
0.138, 0.361, 0.526, 1.951, -0.665, 0
0.381, 0.55, 1.864, 1.204, -0.368, 0
0.351, 1.331, 1.073, 0.488, -0.213, 0
0.288, 1.247, 2.861, -0.914, -0.366, 0
0.236, 0.46, 2.043, 0.909, 0.646, 0
0.266, 0.593, 0.835, -0.569, 1.956, 0
0.391, 2.897, -0.59, 0.371, 0.953, 0
0.253, 0.406, 0.468, 1.568, 1.673, 0
0.341, 1.523, -0.519, 0.373, -0.13, 0
0.342, 2.526, 0.737, -0.533, 0.0, 0
0.635, 3.075, -0.657, 0.489, -0.19, 0
0.4, 0.945, 2.202, -0.557, -0.306, 0
0.344, 0.931, 2.588, -1.01, -0.41, 0
0.251, 1.08, 2.079, -0.517, -0.262, 0
0.386, 1.911, 0.652, 0.354, -0.152, 0
1.304, 1.219, -0.234, 0.12, 0.094, 0
0.234, 1.108, 1.884, -0.552, 0.0, 0
-0.132, -0.333, -0.785, -0.982, -0.628, 0
2.02, 0.615, -0.1, 0.079, 0.054, 0
0.173, 0.406, 0.588, -0.594, 0.0, 0
0.586, 2.283, 1.34, -0.367, -0.168, 0
0.167, 0.752, 1.922, 0.984, 0.0, 0
0.816, 0.855, 0.197, 0.084, 0.085, 0
0.619, 2.238, -0.417, -0.184, -0.125, 0
0.983, 1.108, 0.327, -0.082, 0.062, 0
0.267, 1.948, 1.019, 0.563, 0.0, 0
3.772, -0.274, 0.155, -0.08, -0.077, 0
0.64, 2.462, 1.133, -0.335, 0.0, 0
2.084, 1.911, 0.883, -0.24, 0.154, 0
0.542, 3.126, -0.557, 1.004, -0.27, 0
0.317, 1.318, 1.996, -0.616, 0.472, 0
-0.288, -0.469, -1.22, -1.177, 0.734, 0
0.453, 1.694, 1.49, 0.667, 0.0, 0
0.159, 1.123, 1.377, -0.459, -0.178, 0
-0.076, 1.072, 2.581, -0.699, 0.0, 0
1.719, 1.625, -0.264, -0.088, 0.0, 0
0.371, 1.194, 1.549, 0.687, -0.474, 0
0.366, 2.989, -0.515, 0.331, -0.133, 0
0.289, 1.235, 2.536, -0.661, -0.358, 0
1.441, 0.97, 0.396, 0.265, -0.164, 0
0.455, 2.558, -0.656, 0.573, 1.14, 0
0.577, 1.909, -0.372, -0.189, -0.148, 0
0.255, 1.078, 2.834, -0.775, 0.0, 0
0.967, 2.689, -0.413, -0.337, 0.813, 0
0.142, 1.051, 1.96, -0.564, 0.0, 0
0.421, 1.589, 0.578, -0.226, -0.113, 0
0.637, 3.102, -0.465, -0.27, -0.21, 0
0.155, 0.453, 1.053, 2.089, -0.71, 0
2.23, 0.488, 0.107, 0.102, -0.044, 0
0.899, 1.904, -0.411, 0.367, 1.19, 0
0.669, 2.047, 0.887, -0.248, -0.124, 0
0.529, 2.477, 0.875, -0.484, 1.482, 0
2.571, -0.235, 0.201, 0.137, -0.133, 0
0.266, 1.2, -0.279, -0.142, -0.089, 0
0.184, 0.425, 0.952, 2.461, -0.845, 0
0.514, 3.04, -0.689, -0.289, -0.183, 0
0.106, 0.458, 0.931, 0.0, 0.0, 0
2.708, 0.54, -0.143, -0.084, 0.139, 0
0.27, 1.316, 1.876, -0.723, -0.384, 0
0.832, 3.085, -0.599, 0.497, 0.314, 0
0.629, 2.673, 1.008, 0.403, -0.177, 0
0.577, 2.804, -0.435, 1.197, -0.349, 0
0.34, 0.757, 2.362, 0.896, 0.515, 0
0.702, 2.288, 1.742, -0.424, 0.243, 0
0.175, 0.896, 2.265, 0.928, 0.0, 0
2.486, 0.532, 0.234, 0.087, 0.071, 0
1.508, 1.606, 0.657, 0.801, 0.942, 0
0.357, 1.56, 2.372, -0.658, 0.0, 0
-0.111, 0.672, 1.457, 0.993, 0.0, 0
1.024, 2.403, -0.505, 0.258, 0.434, 0
0.437, 2.9, -0.578, 1.17, -0.385, 0
3.367, 0.66, 0.941, -0.242, -0.095, 0
0.258, 1.379, 1.885, 0.799, 0.0, 0
0.69, 2.921, -0.568, -0.222, -0.139, 0
0.159, 0.378, 0.46, -0.601, 1.794, 0
0.35, 2.637, -0.533, -0.26, -0.136, 0
1.232, 1.073, -0.213, -0.08, -0.056, 0
0.289, 0.806, 1.815, -0.756, -0.331, 0
2.014, 0.545, -0.107, -0.06, -0.038, 0
0.233, 1.546, 1.399, 0.716, -0.422, 0
0.32, 1.827, 0.587, 0.23, -0.133, 0
0.736, 2.36, 0.522, 1.439, -0.341, 0
1.524, 1.948, -0.282, -0.127, -0.097, 0
1.735, 1.654, 1.561, -0.351, -0.165, 0
0.733, 2.867, -0.516, -0.299, 0.915, 0
0.372, 0.48, 1.904, 1.296, 0.809, 0
0.216, 1.593, 1.12, 0.516, 0.0, 0
0.222, 1.521, 1.321, -0.514, 0.0, 0
2.761, 0.28, 0.185, 0.21, -0.075, 0
2.911, 0.745, -0.168, 0.264, -0.093, 0
0.214, 1.294, 0.847, 1.085, -0.415, 0
0.492, 1.782, 1.24, 0.448, -0.192, 0
1.877, 2.205, -0.484, 0.191, -0.116, 0
0.648, 0.484, 0.776, 1.913, -0.599, 0
1.051, 2.749, -0.42, 0.301, 0.619, 0
0.135, 0.267, 0.421, 1.007, 1.695, 0
0.677, 1.413, 0.316, 0.194, -0.141, 0
2.158, 0.882, -0.128, 0.112, 0.11, 0
0.124, 0.346, 0.598, 2.196, -0.645, 0
0.102, 0.564, 0.579, -0.965, 0.0, 0
0.584, 2.86, 0.78, 1.045, -0.379, 0
0.397, 0.966, 2.131, 1.183, 0.535, 0
0.195, 1.18, 1.363, -0.373, -0.152, 0
2.466, 0.78, 0.364, -0.118, -0.06, 0
0.267, 1.687, 2.051, -0.63, 0.0, 0
1.674, 1.764, 1.365, -0.238, -0.118, 0
0.545, 3.467, -0.483, -0.222, -0.151, 0
1.118, 2.528, -0.347, -0.151, 0.189, 0
1.084, 1.697, -0.298, 0.185, -0.102, 0
0.269, 0.362, 0.661, 2.265, -0.705, 0
0.128, 0.389, 0.516, 1.049, 0.0, 0
0.137, 0.621, 1.369, 2.234, 0.0, 0
0.079, 0.274, 0.403, 1.157, 1.638, 0
0.607, 2.526, 1.618, -0.467, -0.205, 0
0.139, 0.838, 2.266, -0.714, -0.61, 0
-0.712, 0.483, 0.166, 0.148, -0.082, 0
1.864, 2.255, -0.325, 0.235, 0.309, 0
1.237, 1.274, -0.234, -0.1, -0.061, 0
2.611, 0.661, 0.164, 0.104, -0.053, 0
1.839, 0.735, 0.208, 0.143, -0.075, 0
1.262, 2.093, -0.414, 0.213, 0.166, 0
2.971, 0.48, 1.235, -0.285, -0.114, 0
0.378, 1.681, 1.887, 1.017, 0.937, 0
0.883, 2.215, -0.452, 0.337, -0.215, 0
1.312, 2.591, 0.874, 0.534, -0.175, 0
1.408, 1.792, -0.344, -0.124, -0.081, 0
2.441, 1.09, -0.266, 0.204, 0.182, 0
0.801, 2.874, 1.081, -0.359, 0.0, 0
0.184, 0.813, 1.764, 1.109, 0.0, 0
0.228, 1.38, 1.297, 0.535, -0.219, 0
1.509, 1.113, -0.166, -0.076, 0.069, 0
0.999, 2.345, -0.471, 1.402, -0.391, 0
0.222, 1.017, 2.425, 1.076, -0.367, 0
2.881, 0.896, 0.495, 0.475, -0.113, 0
0.229, 0.452, 0.523, 1.469, 1.046, 0
0.636, 0.8, 1.945, 0.737, 0.362, 0
0.33, 1.209, 2.637, -0.73, 0.0, 0
1.578, 2.225, -0.495, 0.215, -0.104, 0
0.551, 2.308, -0.517, -0.189, -0.122, 0
0.219, 2.564, 0.733, 0.347, 0.227, 0
0.823, 2.79, -0.414, 0.299, -0.225, 0
0.116, 0.399, 0.49, 1.139, 0.0, 0
0.902, 1.984, -0.398, -0.194, -0.118, 0
1.203, 2.256, -0.356, -0.157, -0.108, 0
0.473, 2.888, -0.448, -0.222, -0.158, 0
0.501, 3.293, -0.55, 0.312, 0.375, 0
0.511, 1.961, 1.2, -0.342, 0.0, 0
0.144, 0.448, 0.543, 0.775, 0.0, 0
0.181, 1.316, 0.821, 0.676, 0.0, 0
2.45, 1.212, -0.162, -0.081, 0.082, 0
0.311, 2.065, -0.493, 0.34, 0.0, 0
1.402, 1.426, 0.472, -0.145, -0.088, 0
0.211, 1.327, 2.243, -0.647, -0.297, 0
0.271, 2.481, -0.485, 0.312, -0.14, 0
0.174, 0.453, 0.97, 1.701, -0.601, 0
0.559, 2.521, 1.509, 0.648, -0.272, 0
1.905, 0.487, -0.127, 0.079, 0.072, 0
3.067, 0.419, -0.117, 0.084, -0.054, 0
1.081, 1.791, -0.267, -0.111, 0.103, 0
1.037, 1.78, -0.256, -0.107, 0.097, 0
1.022, 2.181, 0.53, -0.223, 0.0, 0
0.468, 1.63, 1.877, -0.571, 0.0, 0
0.375, 1.797, 0.708, 0.401, 0.0, 0
2.766, 0.315, 1.166, -0.304, 0.269, 0
0.065, 0.279, 0.432, 1.497, -0.623, 0
0.571, 1.806, 1.29, -0.37, -0.155, 0
0.942, 0.966, -0.214, 0.107, 0.116, 0
0.233, 0.824, 2.218, -0.694, 0.388, 0
2.406, -0.221, 0.216, 0.198, -0.067, 0
0.665, 2.972, -0.438, 0.256, -0.126, 0
0.119, 0.483, 0.629, 2.132, -0.659, 0
0.901, 2.767, 0.829, -0.272, -0.148, 0
3.53, -0.29, 0.154, -0.071, -0.046, 0
0.486, 1.088, 2.141, 1.099, 0.467, 0
1.622, 1.335, -0.202, 0.13, 0.151, 0
0.146, 0.771, 1.573, 1.818, 0.0, 0
0.132, 1.589, 1.012, 0.685, 0.0, 0
0.231, 1.302, 1.354, -0.474, -0.239, 0
0.643, 1.547, -0.301, 0.156, -0.065, 0
2.444, 0.273, 0.139, 0.156, -0.062, 0
1.125, 1.616, -0.363, -0.138, 0.0, 0
0.247, 0.645, 0.797, 1.719, 0.977, 0
1.331, 1.429, 0.662, 1.619, -0.467, 0
0.602, 2.25, -0.543, -0.199, -0.121, 0
0.354, 1.769, 0.552, -0.236, -0.115, 0
0.708, 0.435, 0.905, -0.27, -0.098, 0
1.192, 2.808, 0.933, -0.285, 0.144, 0
0.259, 0.725, 0.86, 1.092, 0.0, 0
0.792, 2.015, 0.735, 1.552, -0.427, 0
0.146, 0.612, 1.355, 2.002, -0.641, 0
0.296, 1.804, 0.962, 0.416, -0.172, 0
0.982, 2.136, -0.403, -0.151, -0.105, 0
0.312, 2.136, -0.335, -0.184, -0.108, 0
0.277, 1.333, 2.228, -0.536, 0.551, 0
0.719, 3.563, -0.713, 0.339, -0.141, 0
2.055, 1.169, 0.301, 0.235, -0.066, 0
0.062, 0.311, 0.418, -0.534, 0.0, 0
1.499, 2.131, -0.409, 0.323, 0.803, 0
2.741, 0.927, 1.029, -0.273, -0.117, 0
2.712, 0.384, 1.604, -0.353, -0.129, 0
2.174, 1.091, -0.128, 0.105, 0.076, 0
0.398, 1.769, 1.494, -0.521, -0.282, 0
0.924, 2.334, -0.479, -0.175, -0.109, 0
0.796, 1.331, -0.325, -0.101, -0.062, 0
1.528, 0.54, 0.179, 0.149, 0.07, 0
0.266, 0.825, 2.484, -0.527, -0.319, 0
0.227, 1.064, 2.302, 1.11, -0.354, 0
0.231, 1.566, 1.314, 0.474, -0.253, 0
0.056, 0.245, 0.364, -0.428, 0.0, 0
0.391, 1.276, 2.268, -0.721, 0.0, 0
3.104, -0.277, 0.154, 0.122, -0.103, 0
0.308, 0.943, 1.352, -0.387, -0.234, 0
2.954, 0.951, 0.729, 0.326, -0.126, 0
2.239, 0.89, 0.354, 0.245, 0.556, 0
2.555, -0.242, 0.209, 0.188, -0.095, 0
0.292, 1.029, 2.387, -0.663, -0.352, 0
1.464, 0.726, -0.13, 0.102, 0.091, 0
1.258, 0.737, -0.127, 0.091, 0.065, 0
0.252, 1.357, 0.976, -0.331, 0.216, 0
1.653, 0.732, -0.095, 0.065, 0.047, 0
0.293, 1.058, 2.634, -0.756, 0.0, 0
0.614, 2.482, 1.234, 0.553, -0.184, 0
-0.163, -0.321, -0.732, 1.244, -0.684, 0
1.896, 0.648, 0.207, 0.138, -0.072, 0
0.377, 1.73, 0.729, 0.345, 0.189, 0
2.302, 0.619, -0.093, 0.086, 0.052, 0
1.466, 0.924, -0.172, -0.073, 0.076, 0
2.521, 0.476, 0.192, 0.147, -0.05, 0
0.974, 1.071, -0.194, -0.079, -0.058, 0
1.418, 1.756, -0.379, -0.132, 0.0, 0
2.106, 1.277, -0.176, 0.182, -0.065, 0
0.102, 0.596, 0.601, 0.842, 0.8, 0
0.193, 1.147, 1.688, -0.523, -0.188, 0
0.259, 0.688, 0.77, -1.048, 0.0, 0
1.744, 2.206, -0.476, 0.225, -0.153, 0
3.273, 0.301, 1.169, -0.223, -0.084, 0
0.361, 2.716, 0.915, -0.475, -0.19, 0
0.436, 3.27, -0.513, 0.338, 0.678, 0
1.083, 0.761, -0.153, 0.076, 0.055, 0
0.553, 2.923, -0.427, -0.215, 0.19, 0
2.463, 1.019, -0.147, 0.113, 0.08, 0
0.186, 1.112, 0.9, 1.309, -0.495, 0
0.642, 2.805, 1.183, 0.64, -0.22, 0
0.729, 2.055, -0.436, -0.183, 0.165, 0
0.736, 2.7, -0.486, 0.255, -0.22, 0
0.118, 0.384, 0.41, 0.973, 1.363, 0
2.734, 0.495, -0.106, 0.07, 0.051, 0
0.24, 1.547, 0.664, 0.275, 0.172, 0
0.583, 2.235, 1.159, 0.508, -0.177, 0
0.131, 0.482, 0.482, 0.916, 0.899, 0
0.141, 0.345, 0.36, 0.969, 1.855, 0
1.405, 2.724, -0.447, 0.423, 0.299, 0
0.74, 2.32, -0.321, 0.208, 0.15, 0
0.289, 1.436, 2.611, -0.659, -0.315, 0
1.117, 0.707, 2.215, -0.691, 0.311, 0
2.841, 0.346, 0.273, 0.154, -0.079, 0
0.166, 0.357, 0.534, -0.32, 0.0, 0
0.311, 1.393, 2.473, -0.666, 0.0, 0
0.558, 3.17, -0.711, -0.281, 0.197, 0
0.108, 0.753, 0.402, 0.723, 1.293, 0
0.579, 3.262, -0.709, -0.285, -0.211, 0
0.636, 1.985, -0.362, -0.162, 0.0, 0
1.667, 0.772, 0.16, 0.123, 0.089, 0
0.987, 2.4, -0.491, -0.164, -0.109, 0
-0.054, 0.384, 0.379, 0.525, -0.853, 0
2.217, -0.195, 0.139, 0.103, 0.09, 0
2.534, 0.387, 0.641, 1.019, -0.339, 0
0.523, 2.012, 0.604, 0.371, -0.31, 0
0.205, 1.163, 1.643, -0.499, -0.2, 0
0.516, 1.509, 2.2, 0.783, -0.478, 0
1.936, 0.848, 0.203, 0.154, 0.112, 0
0.532, 1.963, -0.355, 0.191, -0.122, 0
0.626, 2.317, 0.766, 0.411, -0.305, 0
0.235, 0.368, 0.404, 1.219, 2.13, 0
0.666, 1.782, -0.37, -0.137, -0.079, 0
0.771, 2.719, -0.412, -0.168, -0.124, 0
2.865, -0.213, 0.166, 0.099, -0.093, 0
0.361, 1.791, 0.522, 0.264, 0.132, 0
0.18, 0.944, 2.27, -0.601, 0.0, 0
0.131, 0.617, 0.545, 0.897, 0.0, 0
1.9, 0.836, 0.333, -0.088, -0.047, 0
0.253, 2.692, -0.521, 0.274, 0.166, 0
1.722, 0.517, 2.304, -0.48, -0.191, 0
-0.199, 1.723, -1.007, -0.641, -0.315, 0
0.19, 0.496, 0.893, 1.781, -0.507, 0
1.065, 2.259, -0.486, 0.252, 0.342, 0
-0.165, -0.917, 2.187, -0.856, -0.516, 0
0.764, 2.766, -0.449, -0.219, -0.132, 0
0.149, 0.867, 1.701, 2.015, -0.673, 0
0.187, 0.744, 0.868, 1.26, -0.578, 0
0.182, 0.418, 1.202, 1.724, -0.667, 0
1.851, 0.249, -0.072, 0.097, -0.074, 0
0.281, 1.699, 0.663, 0.266, -0.115, 0
0.584, 2.299, 0.586, 0.344, -0.144, 0
0.399, 0.824, 2.574, -0.686, 0.621, 0
0.274, 0.88, 1.883, 1.361, -0.453, 0
0.442, 2.568, 0.851, 0.469, -0.275, 0
0.385, 2.497, 0.684, 0.532, -0.406, 0
0.367, 2.259, -0.319, -0.148, -0.081, 0
0.555, 2.793, -0.465, -0.182, -0.125, 0
3.347, 0.482, 0.237, 0.666, -0.18, 0
3.603, 0.538, 0.434, -0.097, -0.057, 0
0.972, 1.955, -0.449, 0.295, 0.271, 0
1.518, 1.411, -0.23, 0.135, -0.08, 0
0.093, 0.395, 0.262, -0.461, 1.012, 0
0.238, 1.811, 0.682, 0.257, 0.119, 0
3.087, -0.304, 0.15, -0.072, 0.057, 0
0.064, 0.517, 0.571, 0.498, 0.0, 0
0.593, 3.003, -0.508, -0.201, -0.142, 0
2.941, 0.657, 1.493, -0.331, -0.123, 0
0.053, 0.203, 0.194, 0.483, 0.0, 0
0.148, 1.029, 2.467, -0.672, 0.0, 0
0.913, 2.728, -0.394, 0.492, 0.686, 0
0.359, 1.057, 2.371, -0.781, -0.393, 0
0.907, 1.676, 0.617, 0.197, -0.13, 0
0.599, 2.53, -0.481, -0.343, 1.107, 0
0.476, 2.249, 1.43, 0.691, -0.217, 0
0.242, 1.661, 1.102, 0.4, -0.164, 0
2.203, 1.252, 0.462, 0.437, -0.235, 0
3.731, 0.623, -0.17, -0.083, -0.057, 0
1.21, 1.167, 2.284, -0.457, -0.185, 0
0.447, 1.651, 2.21, -0.547, -0.289, 0
1.017, 2.179, 1.284, 0.816, -0.228, 0
0.501, 2.669, -0.603, 0.308, -0.146, 0
0.279, 0.985, 1.634, 0.77, -0.388, 0
0.548, 2.581, 0.957, 0.479, -0.201, 0
2.51, 1.063, 0.852, 0.72, -0.21, 0
0.228, 0.46, 1.628, 1.282, 0.712, 0
2.198, 0.27, 0.513, 1.842, -0.529, 0
0.111, 0.332, 0.453, -0.514, -0.893, 0
0.735, 3.15, -0.74, 0.478, 0.19, 0
3.087, 0.57, 1.064, -0.254, -0.094, 0
0.935, 2.334, -0.451, 0.253, -0.131, 0
1.108, 1.182, 0.35, -0.091, 0.077, 0
0.856, 1.875, 1.186, 0.366, 0.0, 0
1.796, 0.6, 0.135, 0.211, -0.144, 0
0.499, 2.156, 1.685, -0.588, 0.0, 0
1.044, 2.496, -0.379, -0.155, -0.107, 0
1.471, 1.344, 0.444, 0.155, -0.226, 0
0.115, 0.528, 1.125, 2.296, 0.0, 0
0.494, 1.763, 1.245, 0.454, -0.188, 0
0.251, 1.067, 0.443, 0.472, 0.444, 0
0.116, 0.485, 0.917, 1.673, 0.0, 0
2.032, 0.524, 0.118, 0.152, -0.191, 0
1.071, 2.521, -0.346, -0.152, -0.208, 0
1.793, 1.773, 0.742, 1.043, -0.324, 0
0.167, 0.402, 0.467, -0.607, 1.807, 0
0.367, 2.32, 0.717, 0.539, -0.427, 0
0.471, 1.279, 2.076, -0.579, -0.378, 0
0.212, 1.31, 2.543, -0.806, 0.0, 0
0.127, 0.705, 1.639, 2.19, 0.0, 0
0.219, 1.133, 2.676, -0.736, -0.438, 0
0.11, 0.319, 0.514, 1.813, 0.0, 0
3.065, 0.629, 0.355, -0.085, -0.062, 0
3.043, -0.317, 0.15, -0.072, -0.053, 0
0.268, 2.128, 1.794, -0.614, -0.269, 0
2.457, 0.732, 0.172, 0.092, -0.046, 0
0.231, 2.251, -0.457, 0.322, -0.184, 0
0.151, 0.577, 1.302, 1.116, 0.0, 0
1.568, 1.44, -0.223, 0.129, -0.079, 0
0.675, 2.148, -0.462, -0.216, -0.12, 0
2.348, 0.282, 0.143, 0.164, -0.065, 0
0.825, 1.944, -0.342, 0.167, 0.0, 0
0.682, 1.98, 1.237, -0.433, -0.517, 0
0.134, 0.681, 1.628, 1.01, 0.56, 0
1.4, 1.26, 0.292, 0.157, -0.167, 0
0.41, 1.009, 2.024, -0.555, -0.271, 0
0.257, 0.317, 0.61, 2.224, -0.794, 0
0.293, 2.304, 1.019, 0.505, -0.259, 0
0.484, 2.633, 0.917, -0.305, 0.163, 0
2.772, -0.26, -0.115, -0.086, 0.134, 0
0.25, 1.016, 2.009, -0.493, -0.262, 0
1.824, 0.597, 0.173, 0.117, 0.121, 0
2.397, 0.416, 0.25, -0.078, 0.075, 0
0.073, 0.357, 0.324, 0.477, 0.0, 0
0.331, 1.65, 2.153, -0.58, -0.278, 0
0.218, 1.072, 1.943, -0.603, -0.226, 0
0.228, 1.354, 1.264, -0.39, 0.246, 0
0.116, 0.318, 0.43, 0.708, 1.304, 0
1.098, 2.692, 0.812, 0.348, 0.0, 0
0.674, 2.842, -0.383, -0.161, -0.127, 0
1.128, 1.33, -0.291, -0.114, 0.0, 0
1.172, 1.957, -0.32, -0.146, 0.128, 0
0.954, 2.609, -0.41, 1.195, -0.377, 0
0.137, 0.894, 2.211, -0.765, 0.0, 0
0.203, 1.211, 1.85, -0.578, -0.233, 0
0.89, 2.261, -0.527, -0.224, 0.154, 0
0.841, 2.174, -0.488, 0.206, 0.0, 0
0.376, 1.968, 0.657, -0.275, -0.195, 0
0.555, 2.197, -0.337, 0.199, -0.146, 0
0.419, 1.303, 0.851, 0.463, -0.148, 0
2.222, 1.239, 0.352, 0.147, -0.095, 0
0.474, 1.041, 1.766, 1.376, -0.47, 0
0.174, 1.058, 2.666, -0.748, 0.448, 0
-0.09, 0.559, 1.184, 2.327, -1.0, 0
0.918, 0.758, -0.161, 0.075, -0.044, 0
0.318, 0.67, 0.619, 1.042, 1.099, 0
0.202, 0.672, 0.783, 1.99, -0.709, 0
0.502, 2.169, 0.845, -0.253, -0.158, 0
2.606, 1.238, 0.373, 0.869, -0.21, 0
2.429, 0.968, 0.646, 1.022, -0.311, 0
1.033, 1.105, -0.254, -0.101, 0.0, 0
3.236, 0.591, -0.148, -0.069, -0.057, 0
0.62, 1.695, -0.579, -0.232, -0.163, 0
0.763, 3.172, -0.441, -0.194, -0.135, 0
0.985, 1.684, -0.277, -0.146, 0.113, 0
3.5, -0.292, 0.161, -0.086, -0.085, 0
0.313, 0.854, 2.147, -0.659, -0.316, 0
2.799, 1.275, -0.243, 0.725, -0.236, 0
3.356, -0.36, -0.132, -0.085, -0.072, 0
1.858, 2.149, -0.308, 0.27, 0.738, 0
0.189, 0.363, 0.528, -0.789, 1.537, 0
2.582, 0.47, -0.132, -0.076, 0.119, 0
0.414, 1.584, 1.4, 0.571, -0.458, 0
2.173, 1.246, -0.185, 0.192, -0.071, 0
0.593, 2.307, 0.632, 0.378, 0.0, 0
0.492, 1.782, 1.24, 0.448, 0.192, 0
0.438, 3.131, -0.521, 0.324, 0.76, 0
