@relation shuttle-c2-vs-c4
@attribute A1 integer [37, 123]
@attribute A2 integer [-85, 1409]
@attribute A3 integer [77, 108]
@attribute A4 integer [-587, 10]
@attribute A5 integer [-46, 436]
@attribute A6 integer [-30, 6339]
@attribute A7 integer [-18, 40]
@attribute A8 integer [-353, 130]
@attribute A9 integer [-356, 126]
@attribute Class {positive, negative}
@input A1,A2,A3,A4,A5,A6,A7,A8,A9
@output Class
@data
78, 5, 81, 0, -42, 0, 4, 125, 122, negative
106, 4, 108, 2, 70, 0, 1, 38, 36, negative
83, 0, 86, 0, -4, -12, 3, 92, 88, negative
81, 0, 86, 6, -40, 6, 5, 127, 122, negative
84, 0, 87, -6, 0, 2, 3, 87, 84, negative
84, 0, 88, 1, 0, 0, 3, 88, 84, negative
82, 2, 86, 0, -22, 10, 4, 109, 106, negative
80, -5, 84, -6, -40, 1, 4, 126, 122, negative
107, 0, 108, 1, 72, 8, 1, 36, 34, negative
77, 2, 81, 0, -42, 0, 4, 125, 122, negative
76, -3, 81, 0, -40, 18, 5, 122, 116, negative
107, 4, 108, -1, 70, -1, 1, 38, 36, negative
82, 0, 86, 0, -10, 0, 4, 96, 92, negative
102, 2, 102, 0, 70, -5, 1, 33, 32, negative
102, 0, 103, 2, 70, -6, 1, 33, 32, negative
84, 1, 87, 0, -2, 0, 3, 90, 86, negative
105, 0, 106, 8, 70, 0, 2, 36, 34, negative
82, 3, 86, 5, -40, 0, 5, 128, 124, negative
79, -1, 83, 0, -40, 0, 4, 125, 120, negative
84, 0, 88, 0, 2, 0, 3, 85, 82, negative
81, 1, 86, 0, -40, 2, 4, 127, 122, negative
85, -4, 88, 0, 2, 2, 3, 86, 82, negative
82, 1, 86, 3, -40, 5, 5, 128, 124, negative
85, -1, 88, 0, 2, -8, 3, 86, 82, negative
85, 0, 88, 0, 2, 17, 3, 86, 82, negative
76, 2, 81, 0, -40, 0, 4, 122, 118, negative
76, 0, 80, -5, -40, 0, 4, 121, 118, negative
85, 0, 88, -587, 0, 0, 3, 88, 84, negative
85, 0, 88, 0, 6, -1, 3, 83, 80, negative
76, 0, 80, -7, -42, -11, 4, 124, 120, negative
123, 1409, 105, 1, 36, -5, -18, 69, 86, negative
84, -2, 88, 0, 6, 0, 4, 83, 78, negative
80, 1, 84, 0, -28, -6, 4, 112, 108, negative
85, 0, 88, 0, 2, 21, 3, 86, 82, negative
82, 0, 85, 0, -10, -17, 3, 95, 92, negative
84, -1, 88, -3, -2, -13, 3, 90, 88, negative
85, 0, 88, 0, 0, -17, 3, 88, 86, negative
76, 2, 81, -4, -42, -1, 5, 125, 120, negative
82, 0, 87, 2, -40, 7, 5, 128, 124, negative
106, 4, 107, 2, 70, 0, 1, 37, 36, negative
107, -1, 108, -1, 72, 16, 1, 36, 34, negative
84, 0, 88, -2, 6, -6, 5, 83, 78, negative
104, 0, 105, 0, 72, 11, 1, 33, 32, negative
81, 0, 84, 2, -14, 0, 4, 100, 96, negative
123, 275, 105, 0, 36, -2, -18, 69, 86, negative
81, 5, 84, 0, -20, 0, 4, 105, 102, negative
84, 9, 89, 0, 6, -9, 5, 84, 78, negative
107, 0, 108, 7, 70, 0, 1, 38, 36, negative
80, 3, 84, 0, -42, 0, 4, 128, 124, negative
85, 0, 88, -7, 0, 0, 3, 88, 84, negative
84, 0, 88, 0, 0, 18, 3, 88, 84, negative
102, -1, 104, 0, 72, 12, 1, 31, 30, negative
79, 0, 83, 0, -28, 21, 4, 112, 108, negative
102, -1, 104, 0, 70, 0, 1, 34, 32, negative
80, -1, 84, -6, -36, 0, 4, 120, 116, negative
79, -1, 83, -2, -40, 3, 4, 124, 120, negative
101, 0, 102, 0, 72, 4, 1, 29, 28, negative
74, 3, 79, 7, -42, 0, 4, 123, 118, negative
79, 0, 83, 0, -28, 27, 4, 112, 108, negative
106, -3, 107, -5, 72, 0, 1, 35, 34, negative
78, 1, 82, 1, -40, 7, 4, 123, 120, negative
103, 5, 104, -1, 70, -2, 1, 35, 34, negative
74, 8, 78, 10, -42, -2, 4, 122, 118, negative
82, -2, 86, 0, -10, 1, 4, 96, 92, negative
104, 5, 105, 5, 70, 0, 1, 35, 34, negative
81, -1, 85, -2, -40, 0, 4, 126, 122, negative
83, 2, 86, 0, -2, 0, 3, 88, 86, negative
75, 0, 80, 4, -42, 0, 5, 124, 120, negative
85, 0, 88, 0, 2, -17, 3, 86, 82, negative
81, 0, 86, 0, -40, 2, 4, 127, 122, negative
84, 0, 88, 0, -2, -12, 3, 90, 88, negative
104, 0, 105, 0, 70, 0, 1, 35, 34, negative
