@relation  sonar
@attribute Band1 real[0.0020,0.137]
@attribute Band2 real[0.0010,0.234]
@attribute Band3 real[0.0020,0.306]
@attribute Band4 real[0.0060,0.426]
@attribute Band5 real[0.0070,0.401]
@attribute Band6 real[0.01,0.382]
@attribute Band7 real[0.0030,0.373]
@attribute Band8 real[0.0060,0.459]
@attribute Band9 real[0.0080,0.683]
@attribute Band10 real[0.011,0.711]
@attribute Band11 real[0.029,0.734]
@attribute Band12 real[0.024,0.706]
@attribute Band13 real[0.018,0.713]
@attribute Band14 real[0.027,0.997]
@attribute Band15 real[0.0030,1.0]
@attribute Band16 real[0.016,0.999]
@attribute Band17 real[0.035,1.0]
@attribute Band18 real[0.038,1.0]
@attribute Band19 real[0.049,1.0]
@attribute Band20 real[0.066,1.0]
@attribute Band21 real[0.051,1.0]
@attribute Band22 real[0.022,1.0]
@attribute Band23 real[0.056,1.0]
@attribute Band24 real[0.024,1.0]
@attribute Band25 real[0.024,1.0]
@attribute Band26 real[0.092,1.0]
@attribute Band27 real[0.048,1.0]
@attribute Band28 real[0.028,1.0]
@attribute Band29 real[0.014,1.0]
@attribute Band30 real[0.061,1.0]
@attribute Band31 real[0.048,0.966]
@attribute Band32 real[0.04,0.931]
@attribute Band33 real[0.048,1.0]
@attribute Band34 real[0.021,0.965]
@attribute Band35 real[0.022,1.0]
@attribute Band36 real[0.0080,1.0]
@attribute Band37 real[0.035,0.95]
@attribute Band38 real[0.038,1.0]
@attribute Band39 real[0.037,0.986]
@attribute Band40 real[0.012,0.93]
@attribute Band41 real[0.036,0.9]
@attribute Band42 real[0.0060,0.825]
@attribute Band43 real[0.0,0.773]
@attribute Band44 real[0.0,0.776]
@attribute Band45 real[0.0,0.703]
@attribute Band46 real[0.0,0.729]
@attribute Band47 real[0.0,0.552]
@attribute Band48 real[0.0,0.334]
@attribute Band49 real[0.0,0.198]
@attribute Band50 real[0.0,0.082]
@attribute Band51 real[0.0,0.1]
@attribute Band52 real[0.0010,0.071]
@attribute Band53 real[0.0,0.039]
@attribute Band54 real[0.0010,0.035]
@attribute Band55 real[0.0010,0.045]
@attribute Band56 real[0.0,0.039]
@attribute Band57 real[0.0,0.036]
@attribute Band58 real[0.0,0.044]
@attribute Band59 real[0.0,0.036]
@attribute Band60 real[0.0010,0.044]
@attribute Type{R,M}
@inputs Band1,Band2,Band3,Band4,Band5,Band6,Band7,Band8,Band9,Band10,Band11,Band12,Band13,Band14,Band15,Band16,Band17,Band18,Band19,Band20,Band21,Band22,Band23,Band24,Band25,Band26,Band27,Band28,Band29,Band30,Band31,Band32,Band33,Band34,Band35,Band36,Band37,Band38,Band39,Band40,Band41,Band42,Band43,Band44,Band45,Band46,Band47,Band48,Band49,Band50,Band51,Band52,Band53,Band54,Band55,Band56,Band57,Band58,Band59,Band60
@outputs Type
@data
0.016, 0.024, 0.015, 0.049, 0.099, 0.142, 0.146, 0.122, 0.17, 0.192, 0.236, 0.272, 0.305, 0.299, 0.223, 0.174, 0.246, 0.31, 0.357, 0.428, 0.427, 0.374, 0.458, 0.609, 0.722, 0.76, 0.871, 1.0, 0.982, 0.719, 0.585, 0.419, 0.376, 0.326, 0.194, 0.139, 0.167, 0.128, 0.167, 0.257, 0.226, 0.278, 0.161, 0.134, 0.198, 0.123, 0.155, 0.106, 0.049, 0.01, 0.022, 0.012, 0.011, 0.0060, 0.0030, 0.0080, 0.0030, 0.0050, 0.0020, 0.0020, M
0.0090, 0.061, 0.114, 0.12, 0.04, 0.123, 0.25, 0.457, 0.659, 0.508, 0.335, 0.083, 0.3, 0.396, 0.377, 0.383, 0.125, 0.136, 0.268, 0.919, 0.978, 0.324, 0.194, 0.187, 0.088, 0.344, 0.295, 0.591, 0.456, 0.733, 0.197, 0.279, 0.621, 0.868, 0.862, 0.938, 0.833, 0.948, 0.672, 0.444, 0.516, 0.381, 0.156, 0.145, 0.266, 0.181, 0.17, 0.256, 0.113, 0.02, 0.048, 0.023, 0.018, 0.035, 0.016, 0.033, 0.02, 0.017, 0.024, 0.015, M
0.024, 0.032, 0.042, 0.04, 0.079, 0.077, 0.088, 0.114, 0.159, 0.205, 0.265, 0.31, 0.238, 0.192, 0.143, 0.174, 0.178, 0.285, 0.504, 0.617, 0.762, 0.812, 0.779, 0.879, 0.881, 0.947, 1.0, 0.974, 0.845, 0.615, 0.43, 0.316, 0.287, 0.202, 0.121, 0.027, 0.058, 0.126, 0.107, 0.108, 0.036, 0.12, 0.206, 0.205, 0.188, 0.205, 0.172, 0.107, 0.048, 0.017, 0.019, 0.01, 0.0070, 0.0080, 0.0040, 0.0030, 0.0030, 0.0010, 0.0040, 0.0060, M
0.037, 0.059, 0.063, 0.053, 0.026, 0.142, 0.207, 0.273, 0.307, 0.26, 0.348, 0.4, 0.457, 0.595, 0.792, 0.827, 0.809, 0.898, 0.983, 0.898, 0.889, 0.937, 0.912, 0.794, 0.672, 0.632, 0.486, 0.339, 0.483, 0.382, 0.308, 0.127, 0.074, 0.151, 0.191, 0.182, 0.171, 0.095, 0.283, 0.301, 0.16, 0.148, 0.288, 0.205, 0.106, 0.14, 0.106, 0.053, 0.04, 0.018, 0.035, 0.012, 0.0060, 0.024, 0.0030, 0.0090, 0.012, 0.011, 0.01, 0.013, M
0.016, 0.025, 0.026, 0.039, 0.064, 0.047, 0.106, 0.139, 0.06, 0.133, 0.297, 0.475, 0.568, 0.569, 0.642, 0.749, 0.9, 1.0, 0.969, 0.903, 0.768, 0.7, 0.664, 0.596, 0.371, 0.092, 0.048, 0.088, 0.104, 0.171, 0.326, 0.461, 0.394, 0.505, 0.483, 0.351, 0.232, 0.403, 0.368, 0.151, 0.074, 0.14, 0.155, 0.038, 0.064, 0.044, 0.026, 0.022, 0.019, 0.0080, 0.014, 0.0070, 0.0080, 0.023, 0.02, 0.0070, 0.0040, 0.01, 0.0050, 0.0020, M
0.027, 0.016, 0.034, 0.025, 0.082, 0.126, 0.132, 0.158, 0.202, 0.212, 0.221, 0.24, 0.296, 0.406, 0.51, 0.551, 0.661, 0.68, 0.652, 0.679, 0.781, 0.837, 0.897, 0.986, 1.0, 0.94, 0.892, 0.81, 0.683, 0.557, 0.43, 0.334, 0.204, 0.08, 0.081, 0.152, 0.263, 0.246, 0.198, 0.241, 0.241, 0.19, 0.208, 0.177, 0.112, 0.078, 0.134, 0.096, 0.06, 0.033, 0.02, 0.019, 0.02, 0.0080, 0.0040, 0.0090, 0.014, 0.0090, 0.01, 0.0090, M
0.052, 0.044, 0.018, 0.029, 0.035, 0.117, 0.126, 0.118, 0.126, 0.253, 0.272, 0.237, 0.188, 0.098, 0.068, 0.15, 0.172, 0.234, 0.196, 0.14, 0.316, 0.589, 0.763, 0.847, 0.942, 0.999, 0.97, 1.0, 0.863, 0.698, 0.772, 0.73, 0.52, 0.179, 0.11, 0.145, 0.107, 0.144, 0.193, 0.032, 0.149, 0.033, 0.054, 0.131, 0.091, 0.076, 0.106, 0.1, 0.054, 0.024, 0.016, 0.016, 0.0030, 0.0050, 0.0060, 0.0090, 0.014, 0.014, 0.0080, 0.0030, M
0.03, 0.069, 0.099, 0.102, 0.08, 0.063, 0.013, 0.081, 0.176, 0.1, 0.052, 0.09, 0.266, 0.31, 0.352, 0.389, 0.396, 0.245, 0.236, 0.304, 0.311, 0.47, 0.553, 0.453, 0.446, 0.467, 0.462, 0.699, 0.763, 0.702, 0.738, 0.745, 0.793, 0.523, 0.397, 0.304, 0.131, 0.241, 0.178, 0.16, 0.566, 0.644, 0.424, 0.457, 0.576, 0.529, 0.329, 0.128, 0.07, 0.033, 0.034, 0.046, 0.028, 0.017, 0.0090, 0.0050, 0.02, 0.013, 0.012, 0.0020, M
0.021, 0.013, 0.0020, 0.045, 0.071, 0.156, 0.152, 0.121, 0.167, 0.134, 0.078, 0.037, 0.123, 0.261, 0.428, 0.612, 0.744, 0.813, 0.901, 0.96, 0.916, 0.914, 0.785, 0.513, 0.344, 0.329, 0.257, 0.368, 0.576, 0.619, 0.461, 0.362, 0.443, 0.386, 0.309, 0.214, 0.111, 0.139, 0.152, 0.1, 0.164, 0.19, 0.131, 0.178, 0.2, 0.076, 0.073, 0.075, 0.045, 0.013, 0.017, 0.012, 0.0020, 0.0050, 0.0050, 0.0030, 0.0020, 0.0040, 0.0050, 0.0020, M
0.013, 0.012, 0.044, 0.062, 0.043, 0.035, 0.038, 0.045, 0.132, 0.138, 0.203, 0.239, 0.211, 0.144, 0.074, 0.153, 0.305, 0.412, 0.547, 0.593, 0.666, 0.733, 0.714, 0.701, 0.776, 0.914, 0.996, 1.0, 0.888, 0.658, 0.271, 0.175, 0.271, 0.485, 0.718, 0.821, 0.754, 0.65, 0.471, 0.348, 0.351, 0.318, 0.352, 0.366, 0.285, 0.171, 0.069, 0.03, 0.029, 0.012, 0.0020, 0.0080, 0.01, 0.0020, 0.0040, 0.0060, 0.0010, 0.0010, 0.0030, 0.0030, M
0.034, 0.062, 0.038, 0.026, 0.044, 0.103, 0.129, 0.185, 0.265, 0.412, 0.524, 0.534, 0.555, 0.392, 0.295, 0.308, 0.302, 0.272, 0.544, 0.793, 0.875, 0.867, 0.711, 0.691, 0.729, 0.879, 1.0, 0.982, 0.898, 0.605, 0.493, 0.537, 0.459, 0.291, 0.077, 0.225, 0.16, 0.396, 0.612, 0.52, 0.232, 0.437, 0.38, 0.432, 0.489, 0.19, 0.094, 0.136, 0.091, 0.014, 0.033, 0.014, 0.0020, 0.0070, 0.01, 0.0040, 0.0060, 0.0050, 0.0030, 0.0060, M
