@relation  sonar
@attribute Band1 real[0.0020,0.137]
@attribute Band2 real[0.0010,0.234]
@attribute Band3 real[0.0020,0.306]
@attribute Band4 real[0.0060,0.426]
@attribute Band5 real[0.0070,0.401]
@attribute Band6 real[0.01,0.382]
@attribute Band7 real[0.0030,0.373]
@attribute Band8 real[0.0060,0.459]
@attribute Band9 real[0.0080,0.683]
@attribute Band10 real[0.011,0.711]
@attribute Band11 real[0.029,0.734]
@attribute Band12 real[0.024,0.706]
@attribute Band13 real[0.018,0.713]
@attribute Band14 real[0.027,0.997]
@attribute Band15 real[0.0030,1.0]
@attribute Band16 real[0.016,0.999]
@attribute Band17 real[0.035,1.0]
@attribute Band18 real[0.038,1.0]
@attribute Band19 real[0.049,1.0]
@attribute Band20 real[0.066,1.0]
@attribute Band21 real[0.051,1.0]
@attribute Band22 real[0.022,1.0]
@attribute Band23 real[0.056,1.0]
@attribute Band24 real[0.024,1.0]
@attribute Band25 real[0.024,1.0]
@attribute Band26 real[0.092,1.0]
@attribute Band27 real[0.048,1.0]
@attribute Band28 real[0.028,1.0]
@attribute Band29 real[0.014,1.0]
@attribute Band30 real[0.061,1.0]
@attribute Band31 real[0.048,0.966]
@attribute Band32 real[0.04,0.931]
@attribute Band33 real[0.048,1.0]
@attribute Band34 real[0.021,0.965]
@attribute Band35 real[0.022,1.0]
@attribute Band36 real[0.0080,1.0]
@attribute Band37 real[0.035,0.95]
@attribute Band38 real[0.038,1.0]
@attribute Band39 real[0.037,0.986]
@attribute Band40 real[0.012,0.93]
@attribute Band41 real[0.036,0.9]
@attribute Band42 real[0.0060,0.825]
@attribute Band43 real[0.0,0.773]
@attribute Band44 real[0.0,0.776]
@attribute Band45 real[0.0,0.703]
@attribute Band46 real[0.0,0.729]
@attribute Band47 real[0.0,0.552]
@attribute Band48 real[0.0,0.334]
@attribute Band49 real[0.0,0.198]
@attribute Band50 real[0.0,0.082]
@attribute Band51 real[0.0,0.1]
@attribute Band52 real[0.0010,0.071]
@attribute Band53 real[0.0,0.039]
@attribute Band54 real[0.0010,0.035]
@attribute Band55 real[0.0010,0.045]
@attribute Band56 real[0.0,0.039]
@attribute Band57 real[0.0,0.036]
@attribute Band58 real[0.0,0.044]
@attribute Band59 real[0.0,0.036]
@attribute Band60 real[0.0010,0.044]
@attribute Type{R,M}
@inputs Band1,Band2,Band3,Band4,Band5,Band6,Band7,Band8,Band9,Band10,Band11,Band12,Band13,Band14,Band15,Band16,Band17,Band18,Band19,Band20,Band21,Band22,Band23,Band24,Band25,Band26,Band27,Band28,Band29,Band30,Band31,Band32,Band33,Band34,Band35,Band36,Band37,Band38,Band39,Band40,Band41,Band42,Band43,Band44,Band45,Band46,Band47,Band48,Band49,Band50,Band51,Band52,Band53,Band54,Band55,Band56,Band57,Band58,Band59,Band60
@outputs Type
@data
0.016, 0.063, 0.074, 0.061, 0.023, 0.105, 0.134, 0.064, 0.152, 0.078, 0.179, 0.268, 0.179, 0.104, 0.198, 0.323, 0.375, 0.259, 0.368, 0.351, 0.561, 0.523, 0.547, 0.695, 0.635, 0.676, 0.85, 0.802, 0.656, 0.859, 0.666, 0.537, 0.312, 0.376, 0.28, 0.088, 0.332, 0.424, 0.18, 0.374, 0.463, 0.161, 0.249, 0.32, 0.226, 0.115, 0.048, 0.094, 0.082, 0.017, 0.024, 0.026, 0.014, 0.023, 0.019, 0.018, 0.011, 0.0090, 0.0080, 0.011, M
0.108, 0.107, 0.026, 0.084, 0.075, 0.112, 0.332, 0.459, 0.553, 0.597, 0.53, 0.225, 0.24, 0.269, 0.665, 0.663, 0.167, 0.084, 0.433, 0.872, 0.799, 0.371, 0.17, 0.161, 0.209, 0.285, 0.221, 0.613, 0.581, 0.692, 0.382, 0.43, 0.779, 0.87, 1.0, 0.921, 0.939, 0.93, 0.731, 0.479, 0.209, 0.202, 0.167, 0.287, 0.437, 0.31, 0.158, 0.055, 0.033, 0.021, 0.017, 0.018, 0.011, 0.023, 0.028, 0.0030, 0.0080, 0.012, 0.0080, 0.014, M
0.037, 0.042, 0.05, 0.025, 0.06, 0.025, 0.096, 0.099, 0.142, 0.185, 0.222, 0.265, 0.251, 0.229, 0.156, 0.186, 0.239, 0.334, 0.523, 0.668, 0.777, 0.793, 0.794, 0.913, 0.95, 0.984, 1.0, 0.947, 0.824, 0.625, 0.418, 0.321, 0.266, 0.22, 0.159, 0.056, 0.095, 0.17, 0.122, 0.128, 0.039, 0.133, 0.233, 0.247, 0.196, 0.198, 0.157, 0.092, 0.055, 0.019, 0.017, 0.013, 0.0030, 0.0020, 0.0060, 0.0020, 0.0020, 0.0020, 0.0030, 0.0030, M
0.072, 0.085, 0.059, 0.022, 0.086, 0.18, 0.192, 0.19, 0.296, 0.419, 0.487, 0.525, 0.596, 0.686, 0.857, 0.972, 0.869, 0.871, 0.895, 0.992, 0.898, 0.816, 0.837, 0.754, 0.589, 0.549, 0.564, 0.541, 0.478, 0.444, 0.37, 0.257, 0.148, 0.174, 0.123, 0.159, 0.18, 0.144, 0.167, 0.263, 0.223, 0.124, 0.087, 0.209, 0.15, 0.068, 0.09, 0.093, 0.066, 0.0090, 0.022, 0.015, 0.012, 0.01, 0.02, 0.0040, 0.0070, 0.01, 0.0080, 0.012, M
0.031, 0.052, 0.065, 0.052, 0.061, 0.058, 0.066, 0.066, 0.146, 0.279, 0.388, 0.499, 0.498, 0.497, 0.561, 0.734, 0.823, 0.917, 0.998, 0.991, 0.824, 0.65, 0.598, 0.486, 0.315, 0.154, 0.099, 0.028, 0.101, 0.264, 0.269, 0.293, 0.292, 0.4, 0.366, 0.317, 0.461, 0.437, 0.182, 0.338, 0.62, 0.445, 0.186, 0.142, 0.059, 0.058, 0.067, 0.027, 0.024, 0.019, 0.0060, 0.032, 0.019, 0.014, 0.028, 0.015, 0.0050, 0.012, 0.012, 0.0060, M
0.035, 0.051, 0.0080, 0.024, 0.043, 0.074, 0.094, 0.113, 0.123, 0.151, 0.181, 0.239, 0.295, 0.287, 0.401, 0.532, 0.549, 0.582, 0.604, 0.675, 0.708, 0.789, 0.928, 0.978, 0.974, 1.0, 0.97, 0.996, 0.824, 0.602, 0.534, 0.487, 0.353, 0.157, 0.095, 0.161, 0.282, 0.339, 0.302, 0.294, 0.298, 0.268, 0.206, 0.207, 0.162, 0.122, 0.101, 0.074, 0.039, 0.0050, 0.015, 0.0040, 0.012, 0.011, 0.011, 0.01, 0.0050, 0.0020, 0.0080, 0.0030, M
0.032, 0.01, 0.03, 0.056, 0.076, 0.096, 0.099, 0.102, 0.103, 0.215, 0.308, 0.342, 0.299, 0.14, 0.124, 0.153, 0.19, 0.243, 0.212, 0.24, 0.327, 0.595, 0.83, 0.904, 0.989, 0.991, 0.945, 1.0, 0.909, 0.741, 0.769, 0.712, 0.53, 0.213, 0.093, 0.13, 0.116, 0.123, 0.177, 0.034, 0.156, 0.082, 0.115, 0.169, 0.095, 0.0080, 0.079, 0.126, 0.065, 0.018, 0.0050, 0.0060, 0.0090, 0.014, 0.0060, 0.0060, 0.0030, 0.0030, 0.0060, 0.0070, M
0.102, 0.083, 0.058, 0.063, 0.064, 0.133, 0.099, 0.179, 0.12, 0.137, 0.251, 0.263, 0.28, 0.298, 0.382, 0.313, 0.396, 0.209, 0.322, 0.334, 0.318, 0.289, 0.361, 0.257, 0.411, 0.459, 0.472, 0.728, 0.759, 0.658, 0.751, 0.667, 0.49, 0.596, 0.655, 0.401, 0.119, 0.324, 0.311, 0.135, 0.511, 0.799, 0.752, 0.551, 0.586, 0.729, 0.552, 0.334, 0.161, 0.048, 0.1, 0.071, 0.032, 0.031, 0.025, 0.0090, 0.018, 0.021, 0.023, 0.011, M
0.034, 0.013, 0.07, 0.118, 0.035, 0.118, 0.195, 0.161, 0.304, 0.437, 0.553, 0.577, 0.702, 0.707, 0.737, 0.739, 0.862, 0.946, 0.878, 0.791, 0.576, 0.306, 0.056, 0.024, 0.255, 0.486, 0.503, 0.44, 0.285, 0.18, 0.356, 0.352, 0.332, 0.311, 0.364, 0.075, 0.183, 0.182, 0.182, 0.159, 0.058, 0.095, 0.109, 0.081, 0.078, 0.049, 0.044, 0.059, 0.037, 0.018, 0.03, 0.024, 0.023, 0.0090, 0.016, 0.019, 0.0030, 0.038, 0.013, 0.016, M
0.072, 0.157, 0.111, 0.108, 0.067, 0.18, 0.111, 0.279, 0.141, 0.08, 0.253, 0.392, 0.338, 0.161, 0.189, 0.331, 0.228, 0.218, 0.185, 0.517, 0.534, 0.63, 0.844, 0.676, 0.582, 0.614, 0.881, 0.838, 0.387, 0.505, 0.546, 0.424, 0.153, 0.495, 0.698, 0.711, 0.565, 0.487, 0.552, 0.443, 0.525, 0.608, 0.525, 0.136, 0.427, 0.444, 0.219, 0.09, 0.12, 0.063, 0.023, 0.031, 0.013, 0.0080, 0.028, 0.012, 0.0090, 0.015, 0.016, 0.013, M
0.011, 0.045, 0.029, 0.071, 0.108, 0.102, 0.161, 0.212, 0.306, 0.294, 0.31, 0.343, 0.246, 0.189, 0.118, 0.208, 0.274, 0.327, 0.234, 0.126, 0.058, 0.124, 0.324, 0.436, 0.573, 0.782, 0.925, 0.935, 0.935, 1.0, 0.931, 0.848, 0.76, 0.704, 0.754, 0.799, 0.767, 0.596, 0.473, 0.484, 0.434, 0.395, 0.484, 0.538, 0.448, 0.267, 0.154, 0.136, 0.094, 0.026, 0.0080, 0.016, 0.012, 0.011, 0.0020, 0.01, 0.0070, 0.0060, 0.0020, 0.0040, M
0.053, 0.088, 0.2, 0.26, 0.322, 0.225, 0.062, 0.229, 0.095, 0.074, 0.161, 0.223, 0.27, 0.336, 0.427, 0.414, 0.566, 0.692, 0.855, 0.923, 0.917, 1.0, 0.953, 0.91, 0.834, 0.705, 0.653, 0.448, 0.246, 0.202, 0.145, 0.099, 0.151, 0.239, 0.443, 0.502, 0.444, 0.457, 0.393, 0.29, 0.341, 0.499, 0.363, 0.139, 0.18, 0.13, 0.052, 0.082, 0.047, 0.011, 0.03, 0.024, 0.02, 0.026, 0.0080, 0.015, 0.017, 0.015, 0.013, 0.0060, M
0.027, 0.024, 0.062, 0.056, 0.113, 0.097, 0.182, 0.174, 0.144, 0.181, 0.237, 0.091, 0.175, 0.401, 0.519, 0.731, 0.906, 0.926, 0.743, 0.446, 0.51, 0.695, 0.776, 0.836, 0.728, 0.64, 0.576, 0.415, 0.35, 0.444, 0.266, 0.202, 0.194, 0.076, 0.372, 0.584, 0.483, 0.235, 0.1, 0.324, 0.399, 0.298, 0.168, 0.176, 0.168, 0.073, 0.119, 0.13, 0.075, 0.0070, 0.026, 0.011, 0.011, 0.0080, 0.0050, 0.0070, 0.01, 0.016, 0.022, 0.017, R
0.012, 0.015, 0.014, 0.0080, 0.021, 0.106, 0.102, 0.044, 0.093, 0.073, 0.074, 0.062, 0.106, 0.118, 0.172, 0.258, 0.323, 0.382, 0.424, 0.422, 0.445, 0.408, 0.331, 0.401, 0.447, 0.522, 0.755, 0.95, 1.0, 0.908, 0.828, 0.757, 0.726, 0.615, 0.568, 0.576, 0.532, 0.367, 0.167, 0.087, 0.065, 0.189, 0.268, 0.289, 0.234, 0.167, 0.102, 0.12, 0.07, 0.017, 0.011, 0.0090, 0.0020, 0.0080, 0.0060, 0.0030, 0.0030, 0.0040, 0.0070, 0.0040, R
0.022, 0.038, 0.048, 0.048, 0.065, 0.059, 0.075, 0.01, 0.068, 0.149, 0.116, 0.165, 0.383, 0.36, 0.171, 0.114, 0.035, 0.38, 0.74, 0.992, 0.98, 0.889, 0.671, 0.429, 0.337, 0.737, 0.961, 0.735, 0.486, 0.159, 0.301, 0.41, 0.317, 0.33, 0.341, 0.219, 0.246, 0.273, 0.168, 0.279, 0.256, 0.174, 0.212, 0.11, 0.098, 0.127, 0.146, 0.116, 0.078, 0.044, 0.0060, 0.014, 0.013, 0.014, 0.0060, 0.0050, 0.0060, 0.0090, 0.0060, 0.0020, R
0.01, 0.017, 0.062, 0.02, 0.02, 0.037, 0.11, 0.128, 0.06, 0.126, 0.088, 0.199, 0.018, 0.226, 0.173, 0.213, 0.069, 0.228, 0.406, 0.397, 0.274, 0.369, 0.556, 0.485, 0.314, 0.533, 0.526, 0.252, 0.209, 0.356, 0.626, 0.734, 0.612, 0.35, 0.395, 0.301, 0.541, 0.881, 0.986, 0.917, 0.612, 0.501, 0.321, 0.32, 0.43, 0.365, 0.266, 0.158, 0.068, 0.029, 0.024, 0.012, 0.0040, 0.015, 0.0080, 0.0070, 0.0050, 0.0040, 0.0040, 0.012, R
0.013, 0.0010, 0.0090, 0.046, 0.052, 0.078, 0.093, 0.094, 0.171, 0.148, 0.153, 0.11, 0.089, 0.124, 0.12, 0.114, 0.214, 0.284, 0.364, 0.543, 0.667, 0.798, 0.927, 0.903, 0.919, 1.0, 0.982, 0.909, 0.818, 0.696, 0.59, 0.545, 0.514, 0.539, 0.553, 0.532, 0.483, 0.379, 0.183, 0.175, 0.168, 0.067, 0.061, 0.038, 0.053, 0.028, 0.018, 0.011, 0.0070, 0.012, 0.0090, 0.0080, 0.0040, 0.0010, 0.0010, 0.0040, 0.0040, 0.0020, 0.0020, 0.0020, R
0.021, 0.032, 0.042, 0.029, 0.012, 0.044, 0.13, 0.139, 0.07, 0.057, 0.087, 0.194, 0.148, 0.187, 0.199, 0.328, 0.686, 0.581, 0.25, 0.173, 0.336, 0.559, 0.659, 0.701, 0.81, 0.89, 0.874, 0.789, 0.872, 0.938, 0.892, 0.751, 0.683, 0.761, 0.902, 1.0, 0.912, 0.739, 0.592, 0.406, 0.302, 0.233, 0.293, 0.23, 0.239, 0.191, 0.11, 0.03, 0.017, 0.038, 0.0050, 0.0090, 0.0040, 0.015, 0.011, 0.0020, 0.01, 0.0050, 0.0070, 0.0080, R
0.029, 0.04, 0.077, 0.081, 0.052, 0.105, 0.014, 0.067, 0.129, 0.115, 0.094, 0.079, 0.025, 0.119, 0.104, 0.205, 0.156, 0.269, 0.378, 0.402, 0.347, 0.14, 0.121, 0.283, 0.15, 0.263, 0.447, 0.752, 0.904, 0.781, 0.477, 0.248, 0.537, 0.628, 0.365, 0.457, 0.636, 0.647, 0.552, 0.325, 0.229, 0.065, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0060, 0.024, 0.02, 0.0050, 0.014, 0.016, 0.0080, 0.014, 0.011, R
0.0080, 0.015, 0.029, 0.043, 0.095, 0.075, 0.041, 0.026, 0.069, 0.175, 0.197, 0.117, 0.168, 0.081, 0.218, 0.512, 0.723, 0.778, 0.622, 0.35, 0.373, 0.262, 0.378, 0.736, 0.867, 0.822, 0.777, 0.786, 0.565, 0.364, 0.353, 0.386, 0.337, 0.169, 0.263, 0.32, 0.139, 0.105, 0.168, 0.191, 0.117, 0.093, 0.086, 0.095, 0.099, 0.096, 0.043, 0.041, 0.011, 0.018, 0.0060, 0.024, 0.011, 0.014, 0.012, 0.0060, 0.0060, 0.0030, 0.0070, 0.0040, R
0.011, 0.0090, 0.0060, 0.046, 0.075, 0.089, 0.102, 0.049, 0.047, 0.039, 0.111, 0.141, 0.22, 0.298, 0.412, 0.475, 0.539, 0.628, 0.706, 0.792, 0.949, 1.0, 0.964, 0.943, 0.866, 0.79, 0.65, 0.449, 0.474, 0.615, 0.493, 0.32, 0.374, 0.334, 0.105, 0.067, 0.038, 0.046, 0.169, 0.217, 0.168, 0.064, 0.016, 0.078, 0.065, 0.021, 0.051, 0.039, 0.026, 0.01, 0.016, 0.0030, 0.0080, 0.011, 0.0080, 0.0060, 0.0, 0.0020, 0.0030, 0.0030, R
0.032, 0.096, 0.132, 0.141, 0.167, 0.171, 0.073, 0.14, 0.208, 0.351, 0.179, 0.066, 0.051, 0.375, 0.542, 0.544, 0.515, 0.426, 0.202, 0.423, 0.772, 0.974, 0.939, 0.556, 0.527, 0.683, 0.571, 0.543, 0.218, 0.215, 0.581, 0.632, 0.296, 0.187, 0.297, 0.516, 0.615, 0.428, 0.548, 0.613, 0.502, 0.238, 0.196, 0.175, 0.13, 0.06, 0.112, 0.105, 0.051, 0.016, 0.02, 0.02, 0.025, 0.013, 0.0070, 0.014, 0.0090, 0.014, 0.0040, 0.01, R
0.016, 0.024, 0.015, 0.049, 0.099, 0.142, 0.146, 0.122, 0.17, 0.192, 0.236, 0.272, 0.305, 0.299, 0.223, 0.174, 0.246, 0.31, 0.357, 0.428, 0.427, 0.374, 0.458, 0.609, 0.722, 0.76, 0.871, 1.0, 0.982, 0.719, 0.585, 0.419, 0.376, 0.326, 0.194, 0.139, 0.167, 0.128, 0.167, 0.257, 0.226, 0.278, 0.161, 0.134, 0.198, 0.123, 0.155, 0.106, 0.049, 0.01, 0.022, 0.012, 0.011, 0.0060, 0.0030, 0.0080, 0.0030, 0.0050, 0.0020, 0.0020, M
0.0090, 0.061, 0.114, 0.12, 0.04, 0.123, 0.25, 0.457, 0.659, 0.508, 0.335, 0.083, 0.3, 0.396, 0.377, 0.383, 0.125, 0.136, 0.268, 0.919, 0.978, 0.324, 0.194, 0.187, 0.088, 0.344, 0.295, 0.591, 0.456, 0.733, 0.197, 0.279, 0.621, 0.868, 0.862, 0.938, 0.833, 0.948, 0.672, 0.444, 0.516, 0.381, 0.156, 0.145, 0.266, 0.181, 0.17, 0.256, 0.113, 0.02, 0.048, 0.023, 0.018, 0.035, 0.016, 0.033, 0.02, 0.017, 0.024, 0.015, M
0.024, 0.032, 0.042, 0.04, 0.079, 0.077, 0.088, 0.114, 0.159, 0.205, 0.265, 0.31, 0.238, 0.192, 0.143, 0.174, 0.178, 0.285, 0.504, 0.617, 0.762, 0.812, 0.779, 0.879, 0.881, 0.947, 1.0, 0.974, 0.845, 0.615, 0.43, 0.316, 0.287, 0.202, 0.121, 0.027, 0.058, 0.126, 0.107, 0.108, 0.036, 0.12, 0.206, 0.205, 0.188, 0.205, 0.172, 0.107, 0.048, 0.017, 0.019, 0.01, 0.0070, 0.0080, 0.0040, 0.0030, 0.0030, 0.0010, 0.0040, 0.0060, M
0.037, 0.059, 0.063, 0.053, 0.026, 0.142, 0.207, 0.273, 0.307, 0.26, 0.348, 0.4, 0.457, 0.595, 0.792, 0.827, 0.809, 0.898, 0.983, 0.898, 0.889, 0.937, 0.912, 0.794, 0.672, 0.632, 0.486, 0.339, 0.483, 0.382, 0.308, 0.127, 0.074, 0.151, 0.191, 0.182, 0.171, 0.095, 0.283, 0.301, 0.16, 0.148, 0.288, 0.205, 0.106, 0.14, 0.106, 0.053, 0.04, 0.018, 0.035, 0.012, 0.0060, 0.024, 0.0030, 0.0090, 0.012, 0.011, 0.01, 0.013, M
