@relation  sonar
@attribute Band1 real[0.0020,0.137]
@attribute Band2 real[0.0010,0.234]
@attribute Band3 real[0.0020,0.306]
@attribute Band4 real[0.0060,0.426]
@attribute Band5 real[0.0070,0.401]
@attribute Band6 real[0.01,0.382]
@attribute Band7 real[0.0030,0.373]
@attribute Band8 real[0.0060,0.459]
@attribute Band9 real[0.0080,0.683]
@attribute Band10 real[0.011,0.711]
@attribute Band11 real[0.029,0.734]
@attribute Band12 real[0.024,0.706]
@attribute Band13 real[0.018,0.713]
@attribute Band14 real[0.027,0.997]
@attribute Band15 real[0.0030,1.0]
@attribute Band16 real[0.016,0.999]
@attribute Band17 real[0.035,1.0]
@attribute Band18 real[0.038,1.0]
@attribute Band19 real[0.049,1.0]
@attribute Band20 real[0.066,1.0]
@attribute Band21 real[0.051,1.0]
@attribute Band22 real[0.022,1.0]
@attribute Band23 real[0.056,1.0]
@attribute Band24 real[0.024,1.0]
@attribute Band25 real[0.024,1.0]
@attribute Band26 real[0.092,1.0]
@attribute Band27 real[0.048,1.0]
@attribute Band28 real[0.028,1.0]
@attribute Band29 real[0.014,1.0]
@attribute Band30 real[0.061,1.0]
@attribute Band31 real[0.048,0.966]
@attribute Band32 real[0.04,0.931]
@attribute Band33 real[0.048,1.0]
@attribute Band34 real[0.021,0.965]
@attribute Band35 real[0.022,1.0]
@attribute Band36 real[0.0080,1.0]
@attribute Band37 real[0.035,0.95]
@attribute Band38 real[0.038,1.0]
@attribute Band39 real[0.037,0.986]
@attribute Band40 real[0.012,0.93]
@attribute Band41 real[0.036,0.9]
@attribute Band42 real[0.0060,0.825]
@attribute Band43 real[0.0,0.773]
@attribute Band44 real[0.0,0.776]
@attribute Band45 real[0.0,0.703]
@attribute Band46 real[0.0,0.729]
@attribute Band47 real[0.0,0.552]
@attribute Band48 real[0.0,0.334]
@attribute Band49 real[0.0,0.198]
@attribute Band50 real[0.0,0.082]
@attribute Band51 real[0.0,0.1]
@attribute Band52 real[0.0010,0.071]
@attribute Band53 real[0.0,0.039]
@attribute Band54 real[0.0010,0.035]
@attribute Band55 real[0.0010,0.045]
@attribute Band56 real[0.0,0.039]
@attribute Band57 real[0.0,0.036]
@attribute Band58 real[0.0,0.044]
@attribute Band59 real[0.0,0.036]
@attribute Band60 real[0.0010,0.044]
@attribute Type{R,M}
@inputs Band1,Band2,Band3,Band4,Band5,Band6,Band7,Band8,Band9,Band10,Band11,Band12,Band13,Band14,Band15,Band16,Band17,Band18,Band19,Band20,Band21,Band22,Band23,Band24,Band25,Band26,Band27,Band28,Band29,Band30,Band31,Band32,Band33,Band34,Band35,Band36,Band37,Band38,Band39,Band40,Band41,Band42,Band43,Band44,Band45,Band46,Band47,Band48,Band49,Band50,Band51,Band52,Band53,Band54,Band55,Band56,Band57,Band58,Band59,Band60
@outputs Type
@data
0.014, 0.03, 0.012, 0.0080, 0.024, 0.025, 0.028, 0.013, 0.049, 0.087, 0.11, 0.108, 0.109, 0.102, 0.06, 0.091, 0.131, 0.276, 0.366, 0.527, 0.581, 0.618, 0.588, 0.464, 0.542, 0.737, 0.909, 1.0, 0.825, 0.544, 0.335, 0.088, 0.16, 0.417, 0.658, 0.739, 0.796, 0.749, 0.68, 0.471, 0.236, 0.17, 0.273, 0.402, 0.412, 0.347, 0.274, 0.179, 0.092, 0.028, 0.017, 0.0080, 0.0040, 0.0020, 0.0040, 0.0060, 0.0070, 0.0040, 0.0040, 0.0030, M
0.026, 0.036, 0.014, 0.027, 0.021, 0.034, 0.066, 0.14, 0.184, 0.235, 0.272, 0.244, 0.166, 0.034, 0.13, 0.171, 0.218, 0.318, 0.371, 0.455, 0.57, 0.74, 0.806, 0.884, 0.943, 1.0, 0.938, 0.76, 0.712, 0.836, 0.762, 0.457, 0.172, 0.155, 0.164, 0.187, 0.266, 0.171, 0.096, 0.077, 0.085, 0.208, 0.25, 0.186, 0.144, 0.147, 0.099, 0.0040, 0.015, 0.012, 0.018, 0.015, 0.013, 0.0050, 0.0040, 0.0060, 0.0040, 0.0040, 0.0060, 0.012, M
0.023, 0.039, 0.042, 0.055, 0.099, 0.152, 0.167, 0.151, 0.172, 0.208, 0.124, 0.024, 0.177, 0.312, 0.499, 0.671, 0.766, 0.848, 0.98, 1.0, 1.0, 0.999, 0.907, 0.68, 0.51, 0.472, 0.498, 0.62, 0.717, 0.632, 0.355, 0.29, 0.432, 0.379, 0.242, 0.094, 0.035, 0.084, 0.044, 0.113, 0.204, 0.194, 0.083, 0.15, 0.168, 0.106, 0.111, 0.085, 0.06, 0.02, 0.0070, 0.01, 0.0060, 0.0030, 0.0020, 0.0060, 0.0040, 0.01, 0.0080, 0.0010, M
0.028, 0.06, 0.066, 0.023, 0.084, 0.167, 0.115, 0.11, 0.137, 0.177, 0.2, 0.287, 0.328, 0.377, 0.417, 0.504, 0.618, 0.802, 0.933, 0.94, 0.928, 0.945, 0.833, 0.777, 0.701, 0.615, 0.581, 0.445, 0.371, 0.289, 0.218, 0.171, 0.358, 0.395, 0.287, 0.24, 0.362, 0.331, 0.376, 0.477, 0.406, 0.366, 0.232, 0.145, 0.102, 0.111, 0.066, 0.027, 0.024, 0.018, 0.011, 0.015, 0.017, 0.016, 0.0050, 0.0070, 0.0050, 0.0030, 0.0040, 0.0080, M
0.02, 0.016, 0.034, 0.033, 0.04, 0.044, 0.068, 0.09, 0.174, 0.257, 0.293, 0.311, 0.36, 0.3, 0.272, 0.201, 0.18, 0.223, 0.357, 0.549, 0.721, 0.832, 0.886, 0.952, 0.964, 1.0, 0.967, 0.866, 0.79, 0.634, 0.535, 0.406, 0.256, 0.289, 0.359, 0.43, 0.477, 0.452, 0.376, 0.305, 0.192, 0.118, 0.198, 0.157, 0.066, 0.129, 0.08, 0.0050, 0.023, 0.015, 0.012, 0.0050, 0.0060, 0.014, 0.011, 0.0040, 0.0060, 0.01, 0.0080, 0.0040, M
0.031, 0.022, 0.043, 0.019, 0.096, 0.183, 0.111, 0.17, 0.28, 0.443, 0.522, 0.561, 0.538, 0.405, 0.224, 0.178, 0.23, 0.272, 0.521, 0.69, 0.82, 0.878, 0.76, 0.762, 0.715, 0.729, 0.869, 0.951, 0.835, 0.573, 0.436, 0.429, 0.424, 0.316, 0.129, 0.148, 0.206, 0.24, 0.517, 0.517, 0.149, 0.241, 0.342, 0.449, 0.462, 0.2, 0.078, 0.123, 0.078, 0.0090, 0.025, 0.02, 0.0060, 0.0050, 0.0080, 0.0040, 0.0020, 0.0060, 0.0070, 0.0050, M
0.02, 0.042, 0.055, 0.078, 0.062, 0.087, 0.12, 0.271, 0.121, 0.028, 0.225, 0.262, 0.177, 0.371, 0.453, 0.555, 0.462, 0.38, 0.345, 0.266, 0.24, 0.113, 0.256, 0.517, 0.378, 0.408, 0.535, 0.512, 0.454, 0.426, 0.387, 0.394, 0.466, 0.397, 0.219, 0.182, 0.102, 0.211, 0.325, 0.37, 0.291, 0.301, 0.256, 0.193, 0.206, 0.175, 0.084, 0.104, 0.064, 0.015, 0.0080, 0.019, 0.018, 0.016, 0.029, 0.0090, 0.024, 0.022, 0.019, 0.01, M
0.131, 0.234, 0.306, 0.426, 0.401, 0.179, 0.185, 0.0060, 0.193, 0.223, 0.291, 0.226, 0.314, 0.33, 0.366, 0.396, 0.439, 0.467, 0.526, 0.374, 0.224, 0.197, 0.434, 0.653, 0.507, 0.28, 0.416, 0.595, 0.524, 0.418, 0.371, 0.238, 0.086, 0.144, 0.29, 0.458, 0.372, 0.337, 0.38, 0.418, 0.36, 0.271, 0.165, 0.195, 0.281, 0.225, 0.192, 0.15, 0.066, 0.019, 0.016, 0.036, 0.021, 0.015, 0.018, 0.0010, 0.011, 0.013, 0.018, 0.023, M
0.02, 0.018, 0.027, 0.023, 0.072, 0.083, 0.123, 0.13, 0.208, 0.272, 0.219, 0.304, 0.296, 0.206, 0.091, 0.161, 0.18, 0.218, 0.203, 0.151, 0.052, 0.214, 0.433, 0.594, 0.693, 0.758, 0.879, 0.906, 0.853, 0.909, 0.966, 0.931, 0.777, 0.664, 0.66, 0.688, 0.694, 0.593, 0.577, 0.622, 0.584, 0.453, 0.491, 0.576, 0.501, 0.404, 0.312, 0.223, 0.108, 0.041, 0.025, 0.013, 0.0050, 0.01, 0.01, 0.0090, 0.0080, 0.0020, 0.0050, 0.0040, M
0.0070, 0.0030, 0.0090, 0.0060, 0.042, 0.086, 0.118, 0.1, 0.198, 0.232, 0.247, 0.288, 0.213, 0.071, 0.119, 0.281, 0.422, 0.528, 0.586, 0.615, 0.675, 0.787, 0.897, 0.983, 1.0, 0.846, 0.606, 0.304, 0.014, 0.253, 0.434, 0.492, 0.541, 0.596, 0.525, 0.378, 0.237, 0.172, 0.188, 0.325, 0.258, 0.242, 0.271, 0.232, 0.172, 0.146, 0.118, 0.087, 0.039, 0.013, 0.0090, 0.0080, 0.0070, 0.0080, 0.0030, 0.0060, 0.0040, 0.0040, 0.0010, 0.0040, M
