@relation  sonar
@attribute Band1 real[0.0020,0.137]
@attribute Band2 real[0.0010,0.234]
@attribute Band3 real[0.0020,0.306]
@attribute Band4 real[0.0060,0.426]
@attribute Band5 real[0.0070,0.401]
@attribute Band6 real[0.01,0.382]
@attribute Band7 real[0.0030,0.373]
@attribute Band8 real[0.0060,0.459]
@attribute Band9 real[0.0080,0.683]
@attribute Band10 real[0.011,0.711]
@attribute Band11 real[0.029,0.734]
@attribute Band12 real[0.024,0.706]
@attribute Band13 real[0.018,0.713]
@attribute Band14 real[0.027,0.997]
@attribute Band15 real[0.0030,1.0]
@attribute Band16 real[0.016,0.999]
@attribute Band17 real[0.035,1.0]
@attribute Band18 real[0.038,1.0]
@attribute Band19 real[0.049,1.0]
@attribute Band20 real[0.066,1.0]
@attribute Band21 real[0.051,1.0]
@attribute Band22 real[0.022,1.0]
@attribute Band23 real[0.056,1.0]
@attribute Band24 real[0.024,1.0]
@attribute Band25 real[0.024,1.0]
@attribute Band26 real[0.092,1.0]
@attribute Band27 real[0.048,1.0]
@attribute Band28 real[0.028,1.0]
@attribute Band29 real[0.014,1.0]
@attribute Band30 real[0.061,1.0]
@attribute Band31 real[0.048,0.966]
@attribute Band32 real[0.04,0.931]
@attribute Band33 real[0.048,1.0]
@attribute Band34 real[0.021,0.965]
@attribute Band35 real[0.022,1.0]
@attribute Band36 real[0.0080,1.0]
@attribute Band37 real[0.035,0.95]
@attribute Band38 real[0.038,1.0]
@attribute Band39 real[0.037,0.986]
@attribute Band40 real[0.012,0.93]
@attribute Band41 real[0.036,0.9]
@attribute Band42 real[0.0060,0.825]
@attribute Band43 real[0.0,0.773]
@attribute Band44 real[0.0,0.776]
@attribute Band45 real[0.0,0.703]
@attribute Band46 real[0.0,0.729]
@attribute Band47 real[0.0,0.552]
@attribute Band48 real[0.0,0.334]
@attribute Band49 real[0.0,0.198]
@attribute Band50 real[0.0,0.082]
@attribute Band51 real[0.0,0.1]
@attribute Band52 real[0.0010,0.071]
@attribute Band53 real[0.0,0.039]
@attribute Band54 real[0.0010,0.035]
@attribute Band55 real[0.0010,0.045]
@attribute Band56 real[0.0,0.039]
@attribute Band57 real[0.0,0.036]
@attribute Band58 real[0.0,0.044]
@attribute Band59 real[0.0,0.036]
@attribute Band60 real[0.0010,0.044]
@attribute Type{R,M}
@inputs Band1,Band2,Band3,Band4,Band5,Band6,Band7,Band8,Band9,Band10,Band11,Band12,Band13,Band14,Band15,Band16,Band17,Band18,Band19,Band20,Band21,Band22,Band23,Band24,Band25,Band26,Band27,Band28,Band29,Band30,Band31,Band32,Band33,Band34,Band35,Band36,Band37,Band38,Band39,Band40,Band41,Band42,Band43,Band44,Band45,Band46,Band47,Band48,Band49,Band50,Band51,Band52,Band53,Band54,Band55,Band56,Band57,Band58,Band59,Band60
@outputs Type
@data
0.032, 0.025, 0.017, 0.048, 0.09, 0.106, 0.102, 0.121, 0.124, 0.153, 0.213, 0.254, 0.269, 0.28, 0.189, 0.148, 0.216, 0.242, 0.299, 0.334, 0.379, 0.396, 0.523, 0.691, 0.787, 0.834, 0.92, 1.0, 0.899, 0.646, 0.597, 0.436, 0.3, 0.229, 0.187, 0.092, 0.183, 0.174, 0.245, 0.241, 0.252, 0.318, 0.168, 0.068, 0.119, 0.183, 0.188, 0.111, 0.031, 0.014, 0.014, 0.011, 0.0060, 0.0040, 0.0070, 0.0010, 0.0050, 0.0040, 0.0, 0.0060, M
0.097, 0.082, 0.063, 0.061, 0.062, 0.121, 0.094, 0.422, 0.574, 0.502, 0.349, 0.17, 0.208, 0.309, 0.422, 0.531, 0.244, 0.188, 0.191, 0.832, 1.0, 0.408, 0.096, 0.193, 0.242, 0.379, 0.289, 0.345, 0.378, 0.521, 0.232, 0.334, 0.478, 0.612, 0.67, 0.738, 0.736, 0.779, 0.679, 0.526, 0.276, 0.154, 0.202, 0.223, 0.422, 0.307, 0.133, 0.135, 0.106, 0.05, 0.021, 0.0070, 0.0080, 0.03, 0.019, 0.021, 0.013, 0.02, 0.021, 0.0040, M
0.0050, 0.0020, 0.027, 0.045, 0.096, 0.083, 0.088, 0.122, 0.198, 0.228, 0.252, 0.348, 0.331, 0.261, 0.178, 0.206, 0.23, 0.354, 0.622, 0.726, 0.835, 0.827, 0.837, 0.941, 0.951, 0.98, 0.997, 1.0, 0.904, 0.641, 0.386, 0.291, 0.204, 0.165, 0.177, 0.114, 0.074, 0.094, 0.062, 0.043, 0.057, 0.107, 0.191, 0.223, 0.22, 0.226, 0.177, 0.11, 0.056, 0.014, 0.028, 0.016, 0.0060, 0.0010, 0.0030, 0.0060, 0.0020, 0.0060, 0.0020, 0.0030, M
0.011, 0.022, 0.027, 0.038, 0.122, 0.206, 0.149, 0.093, 0.135, 0.18, 0.249, 0.297, 0.367, 0.439, 0.526, 0.676, 0.74, 0.828, 0.903, 0.958, 1.0, 0.998, 0.89, 0.749, 0.637, 0.674, 0.721, 0.682, 0.551, 0.479, 0.392, 0.253, 0.109, 0.139, 0.255, 0.33, 0.282, 0.214, 0.227, 0.214, 0.235, 0.287, 0.26, 0.192, 0.126, 0.1, 0.095, 0.121, 0.073, 0.017, 0.021, 0.027, 0.015, 0.026, 0.01, 0.0040, 0.0050, 0.014, 0.01, 0.0020, M
0.044, 0.045, 0.024, 0.101, 0.225, 0.261, 0.206, 0.167, 0.18, 0.308, 0.379, 0.536, 0.617, 0.784, 0.839, 0.902, 1.0, 0.891, 0.875, 0.789, 0.716, 0.758, 0.637, 0.321, 0.208, 0.228, 0.331, 0.285, 0.195, 0.167, 0.102, 0.136, 0.221, 0.112, 0.168, 0.104, 0.256, 0.262, 0.224, 0.118, 0.11, 0.283, 0.238, 0.026, 0.197, 0.148, 0.043, 0.063, 0.051, 0.047, 0.025, 0.027, 0.02, 0.014, 0.018, 0.0060, 0.0040, 0.012, 0.015, 0.01, M
0.026, 0.027, 0.022, 0.075, 0.136, 0.151, 0.132, 0.165, 0.186, 0.201, 0.289, 0.365, 0.351, 0.35, 0.432, 0.54, 0.624, 0.688, 0.733, 0.811, 0.84, 0.863, 0.875, 0.961, 0.972, 0.912, 0.858, 0.88, 0.772, 0.571, 0.426, 0.286, 0.311, 0.207, 0.116, 0.018, 0.13, 0.248, 0.164, 0.11, 0.214, 0.203, 0.189, 0.137, 0.138, 0.031, 0.037, 0.061, 0.04, 0.017, 0.014, 0.022, 0.018, 0.013, 0.0020, 0.012, 0.0050, 0.0020, 0.0030, 0.0020, M
0.03, 0.035, 0.049, 0.061, 0.017, 0.135, 0.146, 0.112, 0.194, 0.235, 0.29, 0.281, 0.158, 0.027, 0.067, 0.144, 0.207, 0.264, 0.283, 0.429, 0.568, 0.699, 0.725, 0.762, 0.924, 1.0, 0.998, 0.83, 0.703, 0.714, 0.689, 0.496, 0.258, 0.097, 0.078, 0.036, 0.157, 0.182, 0.135, 0.085, 0.049, 0.137, 0.155, 0.155, 0.132, 0.098, 0.126, 0.095, 0.049, 0.024, 0.0040, 0.0090, 0.0050, 0.013, 0.0040, 0.0040, 0.0030, 0.0080, 0.0040, 0.0050, M
0.052, 0.094, 0.062, 0.042, 0.1, 0.243, 0.178, 0.202, 0.261, 0.129, 0.265, 0.278, 0.443, 0.367, 0.204, 0.276, 0.325, 0.154, 0.278, 0.351, 0.519, 0.705, 0.714, 0.681, 0.51, 0.531, 0.613, 0.839, 0.903, 0.861, 0.966, 0.917, 0.713, 0.69, 0.731, 0.413, 0.158, 0.182, 0.138, 0.296, 0.694, 0.825, 0.535, 0.44, 0.645, 0.621, 0.302, 0.138, 0.036, 0.036, 0.046, 0.043, 0.027, 0.015, 0.012, 0.013, 0.0020, 0.011, 0.0070, 0.0080, M
0.033, 0.042, 0.047, 0.082, 0.084, 0.076, 0.037, 0.096, 0.055, 0.019, 0.09, 0.173, 0.194, 0.28, 0.331, 0.502, 0.636, 0.71, 0.833, 0.873, 0.807, 0.751, 0.753, 0.73, 0.618, 0.495, 0.453, 0.41, 0.454, 0.412, 0.314, 0.319, 0.369, 0.378, 0.447, 0.478, 0.472, 0.466, 0.389, 0.426, 0.406, 0.371, 0.386, 0.28, 0.128, 0.112, 0.13, 0.079, 0.044, 0.022, 0.013, 0.0080, 0.017, 0.018, 0.0040, 0.013, 0.0070, 0.0040, 0.013, 0.0090, M
0.0050, 0.0060, 0.0080, 0.055, 0.088, 0.128, 0.167, 0.137, 0.292, 0.347, 0.326, 0.326, 0.23, 0.125, 0.21, 0.24, 0.193, 0.167, 0.123, 0.09, 0.156, 0.329, 0.527, 0.674, 0.791, 0.894, 0.94, 0.949, 0.904, 0.915, 0.883, 0.809, 0.718, 0.672, 0.645, 0.688, 0.624, 0.494, 0.414, 0.424, 0.455, 0.439, 0.432, 0.492, 0.471, 0.32, 0.224, 0.181, 0.099, 0.025, 0.013, 0.01, 0.013, 0.0070, 0.0040, 0.0070, 0.0060, 0.0040, 0.0, 0.0030, M
0.027, 0.038, 0.05, 0.071, 0.131, 0.21, 0.226, 0.252, 0.36, 0.592, 0.668, 0.568, 0.518, 0.333, 0.2, 0.286, 0.294, 0.342, 0.595, 0.753, 0.896, 0.815, 0.711, 0.738, 0.72, 0.825, 0.892, 0.982, 0.818, 0.485, 0.32, 0.278, 0.238, 0.291, 0.168, 0.316, 0.187, 0.339, 0.599, 0.412, 0.118, 0.365, 0.466, 0.478, 0.352, 0.092, 0.123, 0.178, 0.108, 0.03, 0.035, 0.017, 0.02, 0.014, 0.0080, 0.0040, 0.0040, 0.0030, 0.0060, 0.0060, M
