@relation  winequality-red
@attribute FixedAcidity numeric
@attribute VolatileAcidity numeric
@attribute CitricAcid numeric
@attribute ResidualSugar numeric
@attribute Chlorides numeric
@attribute FreeSulfurDioxide numeric
@attribute TotalSulfurDioxide numeric
@attribute Density numeric
@attribute PH numeric
@attribute Sulphates numeric
@attribute Alcohol numeric
@attribute Quality {0,1,2,3,4,5,6,7,8,9,10}


@data
7.8, 0.63, 0.48, 1.7, 0.1, 14.0, 96.0, 0.9961, 3.19, 0.62, 9.5, 5
9.0, 0.82, 0.14, 2.6, 0.089, 9.0, 23.0, 0.9984, 3.39, 0.63, 9.8, 5
6.9, 0.765, 0.02, 2.3, 0.063, 35.0, 63.0, 0.9975, 3.57, 0.78, 9.9, 5
7.8, 0.59, 0.18, 2.3, 0.076, 17.0, 54.0, 0.9975, 3.43, 0.59, 10.0, 5
11.5, 0.41, 0.52, 3.0, 0.08, 29.0, 55.0, 1.0001, 3.26, 0.88, 11.0, 5
8.8, 0.44, 0.49, 2.8, 0.083, 18.0, 111.0, 0.9982, 3.3, 0.6, 9.5, 5
9.2, 0.59, 0.24, 3.3, 0.101, 20.0, 47.0, 0.9988, 3.26, 0.67, 9.6, 5
8.7, 0.78, 0.51, 1.7, 0.415, 12.0, 66.0, 0.99623, 3.0, 1.17, 9.2, 5
5.6, 0.615, 0.0, 1.6, 0.089, 16.0, 59.0, 0.9943, 3.58, 0.52, 9.9, 5
7.6, 0.685, 0.23, 2.3, 0.111, 20.0, 84.0, 0.9964, 3.21, 0.61, 9.3, 5
9.3, 0.715, 0.24, 2.1, 0.07, 5.0, 20.0, 0.9966, 3.12, 0.59, 9.9, 5
8.1, 0.67, 0.55, 1.8, 0.117, 32.0, 141.0, 0.9968, 3.17, 0.62, 9.4, 5
6.2, 0.46, 0.17, 1.6, 0.073, 7.0, 11.0, 0.99425, 3.61, 0.54, 11.4, 5
10.2, 0.41, 0.43, 2.2, 0.11, 11.0, 37.0, 0.99728, 3.16, 0.67, 10.8, 5
8.9, 0.31, 0.36, 2.6, 0.056, 10.0, 39.0, 0.99562, 3.4, 0.69, 11.8, 5
8.0, 0.57, 0.23, 3.2, 0.073, 17.0, 119.0, 0.99675, 3.26, 0.57, 9.3, 5
8.4, 0.65, 0.6, 2.1, 0.112, 12.0, 90.0, 0.9973, 3.2, 0.52, 9.2, 5
9.9, 0.72, 0.55, 1.7, 0.136, 24.0, 52.0, 0.99752, 3.35, 0.94, 10.0, 5
12.3, 0.39, 0.63, 2.3, 0.091, 6.0, 18.0, 1.0004, 3.16, 0.49, 9.5, 5
7.2, 1.0, 0.0, 3.0, 0.102, 7.0, 16.0, 0.99586, 3.43, 0.46, 10.0, 5
5.6, 0.5, 0.09, 2.3, 0.049, 17.0, 99.0, 0.9937, 3.63, 0.63, 13.0, 5
7.1, 0.685, 0.35, 2.0, 0.088, 9.0, 92.0, 0.9963, 3.28, 0.62, 9.4, 5
6.7, 0.54, 0.13, 2.0, 0.076, 15.0, 36.0, 0.9973, 3.61, 0.64, 9.8, 5
9.9, 0.63, 0.24, 2.4, 0.077, 6.0, 33.0, 0.9974, 3.09, 0.57, 9.4, 5
8.4, 0.745, 0.11, 1.9, 0.09, 16.0, 63.0, 0.9965, 3.19, 0.82, 9.6, 5
5.2, 0.32, 0.25, 1.8, 0.103, 13.0, 50.0, 0.9957, 3.38, 0.55, 9.2, 5
8.1, 0.87, 0.0, 2.2, 0.084, 10.0, 31.0, 0.99656, 3.25, 0.5, 9.8, 5
7.1, 0.68, 0.0, 2.3, 0.087, 17.0, 26.0, 0.99783, 3.45, 0.53, 9.5, 5
7.9, 0.49, 0.32, 1.9, 0.082, 17.0, 144.0, 0.9968, 3.2, 0.55, 9.5, 5
7.1, 0.36, 0.3, 1.6, 0.08, 35.0, 70.0, 0.99693, 3.44, 0.5, 9.4, 5
5.6, 0.54, 0.04, 1.7, 0.049, 5.0, 13.0, 0.9942, 3.72, 0.58, 11.4, 5
9.7, 0.69, 0.32, 2.5, 0.088, 22.0, 91.0, 0.9979, 3.29, 0.62, 10.1, 5
12.7, 0.6, 0.65, 2.3, 0.063, 6.0, 25.0, 0.9997, 3.03, 0.57, 9.9, 5
9.6, 0.5, 0.36, 2.8, 0.116, 26.0, 55.0, 0.99722, 3.18, 0.68, 10.9, 5
8.7, 0.82, 0.02, 1.2, 0.07, 36.0, 48.0, 0.9952, 3.2, 0.58, 9.8, 5
9.9, 0.5, 0.5, 13.8, 0.205, 48.0, 82.0, 1.00242, 3.16, 0.75, 8.8, 5
8.0, 0.6, 0.08, 2.6, 0.056, 3.0, 7.0, 0.99286, 3.22, 0.37, 13.0, 5
13.2, 0.38, 0.55, 2.7, 0.081, 5.0, 16.0, 1.0006, 2.98, 0.54, 9.4, 5
7.5, 0.77, 0.2, 8.1, 0.098, 30.0, 92.0, 0.99892, 3.2, 0.58, 9.2, 5
6.6, 0.735, 0.02, 7.9, 0.122, 68.0, 124.0, 0.9994, 3.47, 0.53, 9.9, 5
7.6, 0.665, 0.1, 1.5, 0.066, 27.0, 55.0, 0.99655, 3.39, 0.51, 9.3, 5
8.3, 0.715, 0.15, 1.8, 0.089, 10.0, 52.0, 0.9968, 3.23, 0.77, 9.5, 5
7.7, 0.39, 0.12, 1.7, 0.097, 19.0, 27.0, 0.99596, 3.16, 0.49, 9.4, 5
9.8, 0.51, 0.19, 3.2, 0.081, 8.0, 30.0, 0.9984, 3.23, 0.58, 10.5, 6
10.7, 0.67, 0.22, 2.7, 0.107, 17.0, 34.0, 1.0004, 3.28, 0.98, 9.9, 6
6.8, 0.81, 0.05, 2.0, 0.07, 6.0, 14.0, 0.99562, 3.51, 0.66, 10.8, 6
8.3, 0.34, 0.4, 2.4, 0.065, 24.0, 48.0, 0.99554, 3.34, 0.86, 11.0, 6
6.2, 0.36, 0.24, 2.2, 0.095, 19.0, 42.0, 0.9946, 3.57, 0.57, 11.7, 6
10.9, 0.53, 0.49, 4.6, 0.118, 10.0, 17.0, 1.0002, 3.07, 0.56, 11.7, 6
8.2, 0.635, 0.1, 2.1, 0.073, 25.0, 60.0, 0.99638, 3.29, 0.75, 10.9, 6
6.7, 0.75, 0.01, 2.4, 0.078, 17.0, 32.0, 0.9955, 3.55, 0.61, 12.8, 6
6.8, 0.41, 0.31, 8.8, 0.084, 26.0, 45.0, 0.99824, 3.38, 0.64, 10.1, 6
7.3, 0.39, 0.31, 2.4, 0.074, 9.0, 46.0, 0.9962, 3.41, 0.54, 9.4, 6
9.7, 0.53, 0.6, 2.0, 0.039, 5.0, 19.0, 0.99585, 3.3, 0.86, 12.4, 6
14.0, 0.41, 0.63, 3.8, 0.089, 6.0, 47.0, 1.0014, 3.01, 0.81, 10.8, 6
12.6, 0.39, 0.49, 2.5, 0.08, 8.0, 20.0, 0.9992, 3.07, 0.82, 10.3, 6
10.3, 0.53, 0.48, 2.5, 0.063, 6.0, 25.0, 0.9998, 3.12, 0.59, 9.3, 6
12.6, 0.41, 0.54, 2.8, 0.103, 19.0, 41.0, 0.99939, 3.21, 0.76, 11.3, 6
8.3, 0.26, 0.42, 2.0, 0.08, 11.0, 27.0, 0.9974, 3.21, 0.8, 9.4, 6
11.1, 0.44, 0.42, 2.2, 0.064, 14.0, 19.0, 0.99758, 3.25, 0.57, 10.4, 6
5.9, 0.44, 0.0, 1.6, 0.042, 3.0, 11.0, 0.9944, 3.48, 0.85, 11.7, 6
7.8, 0.39, 0.42, 2.0, 0.086, 9.0, 21.0, 0.99526, 3.39, 0.66, 11.6, 6
10.0, 0.59, 0.31, 2.2, 0.09, 26.0, 62.0, 0.9994, 3.18, 0.63, 10.2, 6
6.8, 0.56, 0.22, 1.8, 0.074, 15.0, 24.0, 0.99438, 3.4, 0.82, 11.2, 6
7.9, 0.24, 0.4, 1.6, 0.056, 11.0, 25.0, 0.9967, 3.32, 0.87, 8.7, 6
7.4, 0.6, 0.26, 2.1, 0.083, 17.0, 91.0, 0.99616, 3.29, 0.56, 9.8, 6
7.5, 0.55, 0.24, 2.0, 0.078, 10.0, 28.0, 0.9983, 3.45, 0.78, 9.5, 6
9.3, 0.36, 0.39, 1.5, 0.08, 41.0, 55.0, 0.99652, 3.47, 0.73, 10.9, 6
7.4, 0.68, 0.16, 1.8, 0.078, 12.0, 39.0, 0.9977, 3.5, 0.7, 9.9, 6
7.2, 0.57, 0.06, 1.6, 0.076, 9.0, 27.0, 0.9972, 3.36, 0.7, 9.6, 6
7.5, 0.64, 0.0, 2.4, 0.077, 18.0, 29.0, 0.9965, 3.32, 0.6, 10.0, 6
6.8, 0.67, 0.15, 1.8, 0.118, 13.0, 20.0, 0.9954, 3.42, 0.67, 11.3, 6
8.3, 0.61, 0.3, 2.1, 0.084, 11.0, 50.0, 0.9972, 3.4, 0.61, 10.2, 6
10.2, 0.29, 0.65, 2.4, 0.075, 6.0, 17.0, 0.99565, 3.22, 0.63, 11.8, 6
7.8, 0.52, 0.25, 1.9, 0.081, 14.0, 38.0, 0.9984, 3.43, 0.65, 9.0, 6
6.6, 0.58, 0.02, 2.4, 0.069, 19.0, 40.0, 0.99387, 3.38, 0.66, 12.6, 6
6.8, 0.64, 0.0, 2.7, 0.123, 15.0, 33.0, 0.99538, 3.44, 0.63, 11.3, 6
9.6, 0.54, 0.42, 2.4, 0.081, 25.0, 52.0, 0.997, 3.2, 0.71, 11.4, 6
7.2, 0.66, 0.33, 2.5, 0.068, 34.0, 102.0, 0.99414, 3.27, 0.78, 12.8, 6
7.2, 0.57, 0.05, 2.3, 0.081, 16.0, 36.0, 0.99564, 3.38, 0.6, 10.3, 6
7.3, 0.4, 0.3, 1.7, 0.08, 33.0, 79.0, 0.9969, 3.41, 0.65, 9.5, 6
6.7, 0.62, 0.21, 1.9, 0.079, 8.0, 62.0, 0.997, 3.52, 0.58, 9.3, 6
8.4, 0.31, 0.29, 3.1, 0.194, 14.0, 26.0, 0.99536, 3.22, 0.78, 12.0, 6
7.2, 0.67, 0.0, 2.2, 0.068, 10.0, 24.0, 0.9956, 3.42, 0.72, 11.1, 6
6.7, 0.855, 0.02, 1.9, 0.064, 29.0, 38.0, 0.99472, 3.3, 0.56, 10.75, 6
8.2, 0.32, 0.42, 2.3, 0.098, 3.0, 9.0, 0.99506, 3.27, 0.55, 12.3, 6
11.9, 0.37, 0.69, 2.3, 0.078, 12.0, 24.0, 0.9958, 3.0, 0.65, 12.8, 6
10.6, 1.02, 0.43, 2.9, 0.076, 26.0, 88.0, 0.9984, 3.08, 0.57, 10.1, 6
7.9, 0.32, 0.51, 1.8, 0.341, 17.0, 56.0, 0.9969, 3.04, 1.08, 9.2, 6
5.8, 0.29, 0.26, 1.7, 0.063, 3.0, 11.0, 0.9915, 3.39, 0.54, 13.5, 6
14.3, 0.31, 0.74, 1.8, 0.075, 6.0, 15.0, 1.0008, 2.86, 0.79, 8.4, 6
7.6, 0.36, 0.31, 1.7, 0.079, 26.0, 65.0, 0.99716, 3.46, 0.62, 9.5, 6
9.6, 0.77, 0.12, 2.9, 0.082, 30.0, 74.0, 0.99865, 3.3, 0.64, 10.4, 6
10.4, 0.41, 0.55, 3.2, 0.076, 22.0, 54.0, 0.9996, 3.15, 0.89, 9.9, 6
13.7, 0.415, 0.68, 2.9, 0.085, 17.0, 43.0, 1.0014, 3.06, 0.8, 10.0, 6
7.8, 0.645, 0.0, 2.0, 0.082, 8.0, 16.0, 0.9964, 3.38, 0.59, 9.8, 6
8.8, 0.61, 0.19, 4.0, 0.094, 30.0, 69.0, 0.99787, 3.22, 0.5, 10.0, 6
9.4, 0.5, 0.34, 3.6, 0.082, 5.0, 14.0, 0.9987, 3.29, 0.52, 10.7, 6
10.3, 0.27, 0.24, 2.1, 0.072, 15.0, 33.0, 0.9956, 3.22, 0.66, 12.8, 6
13.2, 0.46, 0.52, 2.2, 0.071, 12.0, 35.0, 1.0006, 3.1, 0.56, 9.0, 6
9.3, 0.775, 0.27, 2.8, 0.078, 24.0, 56.0, 0.9984, 3.31, 0.67, 10.6, 6
10.9, 0.39, 0.47, 1.8, 0.118, 6.0, 14.0, 0.9982, 3.3, 0.75, 9.8, 6
8.2, 0.64, 0.27, 2.0, 0.095, 5.0, 77.0, 0.99747, 3.13, 0.62, 9.1, 6
10.5, 0.28, 0.51, 1.7, 0.08, 10.0, 24.0, 0.9982, 3.2, 0.89, 9.4, 6
9.3, 0.36, 0.39, 1.5, 0.08, 41.0, 55.0, 0.99652, 3.47, 0.73, 10.9, 6
8.2, 1.0, 0.09, 2.3, 0.065, 7.0, 37.0, 0.99685, 3.32, 0.55, 9.0, 6
8.5, 0.32, 0.42, 2.3, 0.075, 12.0, 19.0, 0.99434, 3.14, 0.71, 11.8, 7
11.1, 0.31, 0.53, 2.2, 0.06, 3.0, 10.0, 0.99572, 3.02, 0.83, 10.9, 7
7.2, 0.37, 0.32, 2.0, 0.062, 15.0, 28.0, 0.9947, 3.23, 0.73, 11.3, 7
8.9, 0.35, 0.4, 3.6, 0.11, 12.0, 24.0, 0.99549, 3.23, 0.7, 12.0, 7
10.1, 0.38, 0.5, 2.4, 0.104, 6.0, 13.0, 0.99643, 3.22, 0.65, 11.6, 7
9.0, 0.38, 0.41, 2.4, 0.103, 6.0, 10.0, 0.99604, 3.13, 0.58, 11.9, 7
8.3, 0.33, 0.42, 2.3, 0.07, 9.0, 20.0, 0.99426, 3.38, 0.77, 12.7, 7
8.9, 0.12, 0.45, 1.8, 0.075, 10.0, 21.0, 0.99552, 3.41, 0.76, 11.9, 7
5.6, 0.66, 0.0, 2.2, 0.087, 3.0, 11.0, 0.99378, 3.71, 0.63, 12.8, 7
11.1, 0.42, 0.47, 2.65, 0.085, 9.0, 34.0, 0.99736, 3.24, 0.77, 12.1, 7
7.2, 0.36, 0.46, 2.1, 0.074, 24.0, 44.0, 0.99534, 3.4, 0.85, 11.0, 7
10.2, 0.49, 0.63, 2.9, 0.072, 10.0, 26.0, 0.9968, 3.16, 0.78, 12.5, 7
9.8, 0.34, 0.39, 1.4, 0.066, 3.0, 7.0, 0.9947, 3.19, 0.55, 11.4, 7
5.1, 0.42, 0.0, 1.8, 0.044, 18.0, 88.0, 0.99157, 3.68, 0.73, 13.6, 7
9.8, 0.66, 0.39, 3.2, 0.083, 21.0, 59.0, 0.9989, 3.37, 0.71, 11.5, 7
12.0, 0.37, 0.76, 4.2, 0.066, 7.0, 38.0, 1.0004, 3.22, 0.6, 13.0, 7
9.2, 0.31, 0.36, 2.2, 0.079, 11.0, 31.0, 0.99615, 3.33, 0.86, 12.0, 7
9.9, 0.35, 0.38, 1.5, 0.058, 31.0, 47.0, 0.99676, 3.26, 0.82, 10.6, 7
6.6, 0.84, 0.03, 2.3, 0.059, 32.0, 48.0, 0.9952, 3.52, 0.56, 12.3, 7
9.1, 0.36, 0.39, 1.8, 0.06, 21.0, 55.0, 0.99495, 3.18, 0.82, 11.0, 7
11.3, 0.62, 0.67, 5.2, 0.086, 6.0, 19.0, 0.9988, 3.22, 0.69, 13.4, 8
