@relation  winequality-red
@attribute FixedAcidity numeric
@attribute VolatileAcidity numeric
@attribute CitricAcid numeric
@attribute ResidualSugar numeric
@attribute Chlorides numeric
@attribute FreeSulfurDioxide numeric
@attribute TotalSulfurDioxide numeric
@attribute Density numeric
@attribute PH numeric
@attribute Sulphates numeric
@attribute Alcohol numeric
@attribute Quality {0,1,2,3,4,5,6,7,8,9,10}


@data
9.8, 1.24, 0.34, 2.0, 0.079, 32.0, 151.0, 0.998, 3.15, 0.53, 9.5, 5
8.0, 0.71, 0.0, 2.6, 0.08, 11.0, 34.0, 0.9976, 3.44, 0.53, 9.5, 5
6.2, 0.45, 0.2, 1.6, 0.069, 3.0, 15.0, 0.9958, 3.41, 0.56, 9.2, 5
9.9, 0.54, 0.45, 2.3, 0.071, 16.0, 40.0, 0.9991, 3.39, 0.62, 9.4, 5
7.7, 0.705, 0.1, 2.6, 0.084, 9.0, 26.0, 0.9976, 3.39, 0.49, 9.7, 5
7.1, 0.66, 0.0, 3.9, 0.086, 17.0, 45.0, 0.9976, 3.46, 0.54, 9.5, 5
9.5, 0.86, 0.26, 1.9, 0.079, 13.0, 28.0, 0.99712, 3.25, 0.62, 10.0, 5
7.5, 0.705, 0.24, 1.8, 0.36, 15.0, 63.0, 0.9964, 3.0, 1.59, 9.5, 5
7.0, 0.685, 0.0, 1.9, 0.099, 9.0, 22.0, 0.99606, 3.34, 0.6, 9.7, 5
5.0, 1.04, 0.24, 1.6, 0.05, 32.0, 96.0, 0.9934, 3.74, 0.62, 11.5, 5
10.0, 0.69, 0.11, 1.4, 0.084, 8.0, 24.0, 0.99578, 2.88, 0.47, 9.7, 5
9.8, 0.37, 0.39, 2.5, 0.079, 28.0, 65.0, 0.99729, 3.16, 0.59, 9.8, 5
8.6, 0.635, 0.68, 1.8, 0.403, 19.0, 56.0, 0.99632, 3.02, 1.15, 9.3, 5
6.8, 0.77, 0.0, 1.8, 0.066, 34.0, 52.0, 0.9976, 3.62, 0.68, 9.9, 5
7.2, 0.34, 0.32, 2.5, 0.09, 43.0, 113.0, 0.9966, 3.32, 0.79, 11.1, 5
7.5, 0.58, 0.03, 4.1, 0.08, 27.0, 46.0, 0.99592, 3.02, 0.47, 9.2, 5
9.5, 0.59, 0.44, 2.3, 0.071, 21.0, 68.0, 0.9992, 3.46, 0.63, 9.5, 5
7.5, 0.4, 0.18, 1.6, 0.079, 24.0, 58.0, 0.9965, 3.34, 0.58, 9.4, 5
8.9, 0.31, 0.57, 2.0, 0.111, 26.0, 85.0, 0.9971, 3.26, 0.53, 9.7, 5
11.5, 0.42, 0.48, 2.6, 0.077, 8.0, 20.0, 0.99852, 3.09, 0.53, 11.0, 5
8.6, 0.725, 0.24, 6.6, 0.117, 31.0, 134.0, 1.0014, 3.32, 1.07, 9.3, 5
7.6, 0.41, 0.24, 1.8, 0.08, 4.0, 11.0, 0.9962, 3.28, 0.59, 9.5, 5
6.5, 0.46, 0.14, 2.4, 0.114, 9.0, 37.0, 0.99732, 3.66, 0.65, 9.8, 5
8.4, 0.715, 0.2, 2.4, 0.076, 10.0, 38.0, 0.99735, 3.31, 0.64, 9.4, 5
8.3, 0.655, 0.12, 2.3, 0.083, 15.0, 113.0, 0.9966, 3.17, 0.66, 9.8, 5
7.6, 0.49, 0.26, 1.6, 0.236, 10.0, 88.0, 0.9968, 3.11, 0.8, 9.3, 5
10.8, 0.26, 0.45, 3.3, 0.06, 20.0, 49.0, 0.9972, 3.13, 0.54, 9.6, 5
12.7, 0.6, 0.49, 2.8, 0.075, 5.0, 19.0, 0.9994, 3.14, 0.57, 11.4, 5
7.1, 0.56, 0.14, 1.6, 0.078, 7.0, 18.0, 0.99592, 3.27, 0.62, 9.3, 5
8.2, 0.56, 0.23, 3.4, 0.078, 14.0, 104.0, 0.9976, 3.28, 0.62, 9.4, 5
8.3, 0.56, 0.22, 2.4, 0.082, 10.0, 86.0, 0.9983, 3.37, 0.62, 9.5, 5
7.9, 0.72, 0.17, 2.6, 0.096, 20.0, 38.0, 0.9978, 3.4, 0.53, 9.5, 5
6.2, 0.56, 0.09, 1.7, 0.053, 24.0, 32.0, 0.99402, 3.54, 0.6, 11.3, 5
7.3, 0.585, 0.18, 2.4, 0.078, 15.0, 60.0, 0.99638, 3.31, 0.54, 9.8, 5
9.1, 0.775, 0.22, 2.2, 0.079, 12.0, 48.0, 0.9976, 3.18, 0.51, 9.6, 5
7.9, 0.72, 0.01, 1.9, 0.076, 7.0, 32.0, 0.99668, 3.39, 0.54, 9.6, 5
6.3, 0.39, 0.16, 1.4, 0.08, 11.0, 23.0, 0.9955, 3.34, 0.56, 9.3, 5
7.9, 0.69, 0.21, 2.1, 0.08, 33.0, 141.0, 0.9962, 3.25, 0.51, 9.9, 5
9.6, 0.6, 0.5, 2.3, 0.079, 28.0, 71.0, 0.9997, 3.5, 0.57, 9.7, 5
8.1, 0.78, 0.1, 3.3, 0.09, 4.0, 13.0, 0.99855, 3.36, 0.49, 9.5, 5
7.6, 0.42, 0.25, 3.9, 0.104, 28.0, 90.0, 0.99784, 3.15, 0.57, 9.1, 5
9.3, 0.41, 0.39, 2.2, 0.064, 12.0, 31.0, 0.9984, 3.26, 0.65, 10.2, 5
8.8, 0.4, 0.4, 2.2, 0.079, 19.0, 52.0, 0.998, 3.44, 0.64, 9.2, 5
6.9, 0.57, 0.0, 2.8, 0.081, 21.0, 41.0, 0.99518, 3.41, 0.52, 10.8, 5
9.9, 0.74, 0.19, 5.8, 0.111, 33.0, 76.0, 0.99878, 3.14, 0.55, 9.4, 5
7.0, 0.51, 0.09, 2.1, 0.062, 4.0, 9.0, 0.99584, 3.35, 0.54, 10.5, 5
8.8, 0.66, 0.26, 1.7, 0.074, 4.0, 23.0, 0.9971, 3.15, 0.74, 9.2, 5
8.4, 0.665, 0.61, 2.0, 0.112, 13.0, 95.0, 0.997, 3.16, 0.54, 9.1, 5
7.8, 0.59, 0.33, 2.0, 0.074, 24.0, 120.0, 0.9968, 3.25, 0.54, 9.4, 5
7.5, 0.61, 0.2, 1.7, 0.076, 36.0, 60.0, 0.99494, 3.1, 0.4, 9.3, 5
7.8, 0.815, 0.01, 2.6, 0.074, 48.0, 90.0, 0.99621, 3.38, 0.62, 10.8, 5
7.7, 0.6, 0.0, 2.6, 0.055, 7.0, 13.0, 0.99639, 3.38, 0.56, 10.8, 5
9.4, 0.685, 0.11, 2.7, 0.077, 6.0, 31.0, 0.9984, 3.19, 0.7, 10.1, 6
6.2, 0.51, 0.14, 1.9, 0.056, 15.0, 34.0, 0.99396, 3.48, 0.57, 11.5, 6
10.4, 0.52, 0.45, 2.0, 0.08, 6.0, 13.0, 0.99774, 3.22, 0.76, 11.4, 6
9.0, 0.4, 0.43, 2.4, 0.068, 29.0, 46.0, 0.9943, 3.2, 0.6, 12.2, 6
6.7, 0.67, 0.02, 1.9, 0.061, 26.0, 42.0, 0.99489, 3.39, 0.82, 10.9, 6
5.7, 0.6, 0.0, 1.4, 0.063, 11.0, 18.0, 0.99191, 3.45, 0.56, 12.2, 6
7.9, 0.545, 0.06, 4.0, 0.087, 27.0, 61.0, 0.9965, 3.36, 0.67, 10.7, 6
6.2, 0.52, 0.08, 4.4, 0.071, 11.0, 32.0, 0.99646, 3.56, 0.63, 11.6, 6
6.5, 0.53, 0.06, 2.0, 0.063, 29.0, 44.0, 0.99489, 3.38, 0.83, 10.3, 6
5.0, 0.74, 0.0, 1.2, 0.041, 16.0, 46.0, 0.99258, 4.01, 0.59, 12.5, 6
11.9, 0.58, 0.58, 1.9, 0.071, 5.0, 18.0, 0.998, 3.09, 0.63, 10.0, 6
7.9, 0.4, 0.3, 1.8, 0.157, 2.0, 45.0, 0.99727, 3.31, 0.91, 9.5, 6
10.6, 0.48, 0.64, 2.2, 0.111, 6.0, 20.0, 0.997, 3.26, 0.66, 11.7, 6
11.4, 0.625, 0.66, 6.2, 0.088, 6.0, 24.0, 0.9988, 3.11, 0.99, 13.3, 6
8.6, 0.83, 0.0, 2.8, 0.095, 17.0, 43.0, 0.99822, 3.33, 0.6, 10.4, 6
6.5, 0.51, 0.15, 3.0, 0.064, 12.0, 27.0, 0.9929, 3.33, 0.59, 12.8, 6
8.0, 0.705, 0.05, 1.9, 0.074, 8.0, 19.0, 0.9962, 3.34, 0.95, 10.5, 6
10.0, 0.35, 0.47, 2.0, 0.061, 6.0, 11.0, 0.99585, 3.23, 0.52, 12.0, 6
8.2, 0.24, 0.34, 5.1, 0.062, 8.0, 22.0, 0.9974, 3.22, 0.94, 10.9, 6
10.8, 0.47, 0.43, 2.1, 0.171, 27.0, 66.0, 0.9982, 3.17, 0.76, 10.8, 6
7.1, 0.27, 0.6, 2.1, 0.074, 17.0, 25.0, 0.99814, 3.38, 0.72, 10.6, 6
8.4, 0.39, 0.1, 1.7, 0.075, 6.0, 25.0, 0.99581, 3.09, 0.43, 9.7, 6
7.2, 0.63, 0.03, 2.2, 0.08, 17.0, 88.0, 0.99745, 3.53, 0.58, 9.8, 6
7.8, 0.56, 0.12, 2.0, 0.082, 7.0, 28.0, 0.997, 3.37, 0.5, 9.4, 6
7.1, 0.69, 0.08, 2.1, 0.063, 42.0, 52.0, 0.99608, 3.42, 0.6, 10.2, 6
9.9, 0.44, 0.46, 2.2, 0.091, 10.0, 41.0, 0.99638, 3.18, 0.69, 11.9, 6
9.1, 0.785, 0.0, 2.6, 0.093, 11.0, 28.0, 0.9994, 3.36, 0.86, 9.4, 6
5.4, 0.58, 0.08, 1.9, 0.059, 20.0, 31.0, 0.99484, 3.5, 0.64, 10.2, 6
9.7, 0.295, 0.4, 1.5, 0.073, 14.0, 21.0, 0.99556, 3.14, 0.51, 10.9, 6
8.0, 0.38, 0.06, 1.8, 0.078, 12.0, 49.0, 0.99625, 3.37, 0.52, 9.9, 6
6.5, 0.9, 0.0, 1.6, 0.052, 9.0, 17.0, 0.99467, 3.5, 0.63, 10.9, 6
8.0, 0.62, 0.33, 2.7, 0.088, 16.0, 37.0, 0.9972, 3.31, 0.58, 10.7, 6
7.0, 0.43, 0.3, 2.0, 0.085, 6.0, 39.0, 0.99346, 3.33, 0.46, 11.9, 6
6.8, 0.56, 0.03, 1.7, 0.084, 18.0, 35.0, 0.9968, 3.44, 0.63, 10.0, 6
10.3, 0.5, 0.42, 2.0, 0.069, 21.0, 51.0, 0.9982, 3.16, 0.72, 11.5, 6
7.9, 0.53, 0.24, 2.0, 0.072, 15.0, 105.0, 0.996, 3.27, 0.54, 9.4, 6
6.9, 0.41, 0.33, 2.2, 0.081, 22.0, 36.0, 0.9949, 3.41, 0.75, 11.1, 6
8.7, 0.69, 0.31, 3.0, 0.086, 23.0, 81.0, 1.0002, 3.48, 0.74, 11.6, 6
6.9, 0.84, 0.21, 4.1, 0.074, 16.0, 65.0, 0.99842, 3.53, 0.72, 9.23333333333333, 6
11.6, 0.475, 0.4, 1.4, 0.091, 6.0, 28.0, 0.99704, 3.07, 0.65, 10.0333333333333, 6
11.7, 0.45, 0.63, 2.2, 0.073, 7.0, 23.0, 0.99974, 3.21, 0.69, 10.9, 6
8.5, 0.47, 0.27, 1.9, 0.058, 18.0, 38.0, 0.99518, 3.16, 0.85, 11.1, 6
8.0, 0.58, 0.16, 2.0, 0.12, 3.0, 7.0, 0.99454, 3.22, 0.58, 11.2, 6
6.6, 0.855, 0.02, 2.4, 0.062, 15.0, 23.0, 0.99627, 3.54, 0.6, 11.0, 6
7.9, 0.58, 0.23, 2.3, 0.076, 23.0, 94.0, 0.99686, 3.21, 0.58, 9.5, 6
10.0, 0.56, 0.24, 2.2, 0.079, 19.0, 58.0, 0.9991, 3.18, 0.56, 10.1, 6
7.0, 0.69, 0.0, 1.9, 0.114, 3.0, 10.0, 0.99636, 3.35, 0.6, 9.7, 6
11.5, 0.315, 0.54, 2.1, 0.084, 5.0, 15.0, 0.9987, 2.98, 0.7, 9.2, 6
6.5, 0.61, 0.0, 2.2, 0.095, 48.0, 59.0, 0.99541, 3.61, 0.7, 11.5, 6
7.6, 0.43, 0.31, 2.1, 0.069, 13.0, 74.0, 0.9958, 3.26, 0.54, 9.9, 6
11.2, 0.66, 0.24, 2.5, 0.085, 16.0, 53.0, 0.9993, 3.06, 0.72, 11.0, 6
13.0, 0.47, 0.49, 4.3, 0.085, 6.0, 47.0, 1.0021, 3.3, 0.68, 12.7, 6
8.9, 0.43, 0.45, 1.9, 0.052, 6.0, 16.0, 0.9948, 3.35, 0.7, 12.5, 6
10.5, 0.43, 0.35, 3.3, 0.092, 24.0, 70.0, 0.99798, 3.21, 0.69, 10.5, 6
9.3, 0.49, 0.36, 1.7, 0.081, 3.0, 14.0, 0.99702, 3.27, 0.78, 10.9, 6
6.8, 0.785, 0.0, 2.4, 0.104, 14.0, 30.0, 0.9966, 3.52, 0.55, 10.7, 6
7.6, 0.715, 0.0, 2.1, 0.068, 30.0, 35.0, 0.99533, 3.48, 0.65, 11.4, 6
6.3, 0.3, 0.48, 1.8, 0.069, 18.0, 61.0, 0.9959, 3.44, 0.78, 10.3, 6
10.3, 0.43, 0.44, 2.4, 0.214, 5.0, 12.0, 0.9994, 3.19, 0.63, 9.5, 6
10.3, 0.59, 0.42, 2.8, 0.09, 35.0, 73.0, 0.999, 3.28, 0.7, 9.5, 6
10.3, 0.41, 0.42, 2.4, 0.213, 6.0, 14.0, 0.9994, 3.19, 0.62, 9.5, 6
7.1, 0.59, 0.02, 2.3, 0.082, 24.0, 94.0, 0.99744, 3.55, 0.53, 9.7, 6
8.2, 0.35, 0.33, 2.4, 0.076, 11.0, 47.0, 0.99599, 3.27, 0.81, 11.0, 6
5.9, 0.29, 0.25, 13.4, 0.067, 72.0, 160.0, 0.99721, 3.33, 0.54, 10.3, 6
11.0, 0.3, 0.58, 2.1, 0.054, 7.0, 19.0, 0.998, 3.31, 0.88, 10.5, 7
8.4, 0.25, 0.39, 2.0, 0.041, 4.0, 10.0, 0.99386, 3.27, 0.71, 12.5, 7
10.5, 0.42, 0.66, 2.95, 0.116, 12.0, 29.0, 0.997, 3.24, 0.75, 11.7, 7
7.7, 0.915, 0.12, 2.2, 0.143, 7.0, 23.0, 0.9964, 3.35, 0.65, 10.2, 7
7.6, 0.735, 0.02, 2.5, 0.071, 10.0, 14.0, 0.99538, 3.51, 0.71, 11.7, 7
7.8, 0.64, 0.1, 6.0, 0.115, 5.0, 11.0, 0.9984, 3.37, 0.69, 10.1, 7
7.2, 0.48, 0.07, 5.5, 0.089, 10.0, 18.0, 0.99684, 3.37, 0.68, 11.2, 7
10.5, 0.24, 0.42, 1.8, 0.077, 6.0, 22.0, 0.9976, 3.21, 1.05, 10.8, 7
8.0, 0.59, 0.16, 1.8, 0.065, 3.0, 16.0, 0.9962, 3.42, 0.92, 10.5, 7
6.6, 0.815, 0.02, 2.7, 0.072, 17.0, 34.0, 0.9955, 3.58, 0.89, 12.3, 7
7.2, 0.38, 0.38, 2.8, 0.068, 23.0, 42.0, 0.99356, 3.34, 0.72, 12.9, 7
9.1, 0.29, 0.33, 2.05, 0.063, 13.0, 27.0, 0.99516, 3.26, 0.84, 11.7, 7
11.8, 0.26, 0.52, 1.8, 0.071, 6.0, 10.0, 0.9968, 3.2, 0.72, 10.2, 7
8.6, 0.22, 0.36, 1.9, 0.064, 53.0, 77.0, 0.99604, 3.47, 0.87, 11.0, 7
5.3, 0.47, 0.11, 2.2, 0.048, 16.0, 89.0, 0.99182, 3.54, 0.88, 13.6, 7
12.8, 0.615, 0.66, 5.8, 0.083, 7.0, 42.0, 1.0022, 3.07, 0.73, 10.0, 7
9.1, 0.3, 0.34, 2.0, 0.064, 12.0, 25.0, 0.99516, 3.26, 0.84, 11.7, 7
8.2, 0.26, 0.34, 2.5, 0.073, 16.0, 47.0, 0.99594, 3.4, 0.78, 11.3, 7
7.9, 0.65, 0.01, 2.5, 0.078, 17.0, 38.0, 0.9963, 3.34, 0.74, 11.7, 7
7.9, 0.3, 0.68, 8.3, 0.05, 37.5, 289.0, 0.99316, 3.01, 0.51, 12.3, 7
7.2, 0.33, 0.33, 1.7, 0.061, 3.0, 13.0, 0.996, 3.23, 1.1, 10.0, 8
7.2, 0.38, 0.31, 2.0, 0.056, 15.0, 29.0, 0.99472, 3.23, 0.76, 11.3, 8
