@relation vehicle2
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {positive,negative}
@inputs Compactness, Circularity, Distance_circularity, Radius_ratio, Praxis_aspect_ratio, Max_length_aspect_ratio, Scatter_ratio, Elongatedness, Praxis_rectangular, Length_rectangular, Major_variance, Minor_variance, Gyration_radius, Major_skewness, Minor_skewness, Minor_kurtosis, Major_kurtosis, Hollows_ratio
@outputs Class
@data
95, 38, 66, 126, 52, 8, 133, 52, 18, 140, 158, 253, 140, 78, 11, 8, 184, 183, negative
103, 49, 100, 194, 60, 10, 185, 35, 22, 160, 202, 518, 178, 62, 13, 8, 198, 208, negative
83, 37, 62, 113, 53, 6, 122, 55, 17, 129, 143, 218, 135, 79, 0, 7, 181, 185, negative
89, 46, 77, 125, 52, 10, 156, 44, 20, 160, 171, 351, 177, 78, 7, 17, 183, 191, negative
98, 38, 66, 130, 55, 7, 130, 51, 18, 138, 160, 251, 123, 69, 3, 12, 191, 194, negative
93, 36, 63, 139, 57, 8, 132, 50, 18, 136, 158, 260, 121, 67, 3, 27, 193, 201, negative
109, 55, 102, 169, 51, 6, 241, 27, 26, 165, 265, 870, 247, 84, 10, 11, 184, 183, positive
91, 40, 98, 192, 64, 9, 177, 38, 21, 135, 194, 465, 165, 66, 9, 35, 195, 205, negative
86, 45, 73, 152, 63, 6, 149, 44, 19, 145, 170, 335, 176, 71, 6, 1, 189, 196, positive
106, 48, 107, 202, 61, 10, 207, 32, 24, 153, 227, 635, 200, 70, 5, 28, 190, 203, negative
89, 37, 51, 111, 54, 5, 120, 56, 17, 127, 138, 213, 147, 82, 7, 4, 181, 183, negative
105, 54, 100, 220, 69, 10, 221, 30, 25, 170, 232, 718, 202, 73, 0, 13, 187, 199, negative
87, 43, 65, 127, 56, 8, 149, 46, 19, 143, 169, 322, 171, 85, 6, 3, 180, 182, positive
106, 49, 96, 201, 61, 10, 181, 36, 21, 158, 197, 494, 180, 62, 19, 15, 202, 209, negative
89, 38, 80, 169, 59, 7, 161, 41, 20, 131, 186, 389, 137, 68, 5, 15, 192, 197, negative
99, 57, 109, 220, 66, 11, 221, 30, 25, 176, 234, 725, 236, 70, 10, 25, 188, 200, negative
89, 44, 76, 125, 54, 10, 156, 44, 20, 151, 163, 352, 176, 76, 12, 12, 184, 193, negative
117, 52, 110, 228, 65, 12, 212, 31, 24, 163, 228, 668, 220, 66, 21, 25, 194, 205, negative
97, 46, 101, 210, 66, 8, 192, 35, 22, 151, 208, 546, 169, 66, 1, 32, 191, 200, negative
108, 52, 109, 182, 55, 12, 216, 31, 24, 171, 229, 687, 214, 72, 10, 28, 189, 201, negative
108, 54, 105, 203, 62, 11, 202, 33, 23, 164, 216, 608, 235, 68, 12, 3, 190, 200, negative
90, 47, 85, 149, 60, 10, 155, 43, 19, 155, 179, 355, 186, 75, 1, 5, 185, 196, negative
89, 47, 81, 156, 57, 8, 161, 41, 20, 149, 187, 388, 197, 72, 9, 15, 187, 193, negative
97, 47, 87, 164, 64, 9, 156, 43, 20, 149, 173, 359, 182, 68, 1, 13, 192, 202, negative
87, 42, 64, 150, 64, 10, 133, 50, 18, 141, 157, 265, 159, 67, 7, 0, 193, 201, negative
101, 52, 105, 162, 53, 10, 212, 31, 24, 163, 226, 669, 204, 74, 12, 11, 186, 194, negative
103, 48, 101, 204, 62, 12, 200, 33, 23, 158, 215, 595, 164, 66, 8, 22, 192, 202, negative
91, 38, 75, 136, 53, 6, 144, 47, 19, 131, 165, 305, 149, 69, 1, 7, 186, 191, negative
86, 38, 86, 175, 60, 9, 170, 39, 21, 134, 191, 433, 138, 68, 1, 28, 191, 199, negative
89, 45, 77, 188, 64, 9, 161, 41, 20, 151, 190, 390, 174, 66, 4, 2, 194, 201, negative
88, 36, 78, 160, 62, 6, 140, 48, 18, 123, 161, 287, 129, 66, 4, 35, 194, 202, negative
96, 36, 74, 183, 70, 6, 149, 43, 19, 127, 178, 341, 127, 69, 0, 17, 201, 205, positive
86, 38, 89, 176, 59, 9, 169, 39, 20, 132, 190, 428, 148, 67, 7, 33, 193, 202, negative
112, 50, 104, 197, 58, 11, 208, 32, 24, 159, 223, 639, 186, 67, 15, 22, 191, 202, negative
91, 49, 86, 195, 63, 8, 177, 37, 21, 156, 203, 473, 201, 67, 7, 5, 192, 198, negative
90, 47, 73, 136, 58, 11, 161, 42, 20, 153, 172, 376, 185, 77, 11, 8, 183, 191, negative
91, 36, 60, 126, 56, 6, 119, 56, 17, 130, 139, 211, 118, 67, 6, 14, 192, 198, negative
82, 43, 71, 154, 68, 7, 150, 45, 19, 143, 171, 330, 173, 78, 7, 11, 181, 186, positive
86, 42, 64, 122, 54, 6, 148, 46, 19, 143, 170, 319, 171, 87, 1, 3, 179, 182, positive
90, 48, 78, 143, 60, 11, 161, 43, 20, 159, 172, 374, 186, 75, 2, 2, 184, 193, negative
104, 57, 103, 222, 72, 12, 221, 30, 25, 177, 223, 718, 218, 72, 11, 12, 186, 195, negative
97, 45, 76, 175, 60, 9, 157, 42, 20, 149, 180, 370, 169, 63, 16, 12, 198, 206, negative
105, 54, 96, 185, 57, 10, 219, 30, 25, 170, 231, 706, 217, 75, 5, 12, 187, 195, negative
93, 35, 78, 162, 60, 8, 150, 45, 19, 125, 172, 331, 137, 67, 2, 33, 191, 198, negative
95, 37, 71, 171, 61, 9, 157, 43, 20, 134, 178, 365, 125, 63, 5, 40, 196, 208, negative
89, 38, 74, 138, 59, 7, 136, 49, 18, 133, 167, 278, 128, 72, 7, 7, 189, 193, negative
76, 38, 58, 125, 58, 5, 133, 51, 18, 127, 152, 259, 145, 87, 0, 21, 177, 184, negative
85, 40, 75, 137, 56, 7, 152, 44, 19, 134, 173, 339, 160, 76, 7, 16, 182, 187, negative
109, 49, 103, 186, 57, 11, 206, 32, 23, 156, 212, 630, 186, 65, 12, 21, 192, 201, negative
86, 43, 61, 119, 53, 8, 150, 46, 19, 144, 169, 326, 172, 85, 8, 8, 179, 182, positive
98, 44, 88, 176, 67, 10, 158, 43, 20, 149, 173, 367, 154, 66, 14, 9, 194, 202, negative
109, 55, 96, 191, 57, 6, 241, 28, 26, 170, 267, 857, 242, 85, 8, 9, 184, 184, positive
92, 45, 74, 187, 74, 7, 157, 41, 19, 143, 179, 375, 183, 70, 8, 6, 195, 201, positive
93, 39, 86, 180, 59, 9, 167, 39, 20, 134, 186, 418, 129, 63, 6, 17, 197, 204, negative
88, 43, 70, 177, 74, 19, 152, 44, 19, 143, 180, 342, 168, 76, 1, 9, 186, 189, positive
107, 51, 103, 182, 56, 11, 213, 31, 24, 162, 226, 673, 217, 72, 2, 4, 188, 198, negative
86, 38, 58, 119, 56, 4, 118, 57, 17, 129, 140, 208, 152, 78, 9, 2, 184, 186, negative
79, 39, 72, 127, 53, 9, 142, 48, 19, 135, 165, 295, 144, 77, 7, 21, 181, 189, negative
87, 49, 86, 190, 64, 9, 177, 37, 21, 153, 197, 471, 209, 67, 11, 7, 192, 199, negative
101, 48, 85, 191, 60, 11, 175, 38, 21, 153, 192, 458, 187, 62, 5, 22, 197, 210, negative
97, 35, 66, 151, 64, 8, 128, 52, 18, 129, 148, 246, 112, 66, 6, 2, 195, 200, negative
105, 53, 108, 206, 63, 12, 222, 31, 25, 168, 226, 712, 201, 71, 15, 35, 189, 203, negative
89, 47, 80, 131, 54, 11, 160, 43, 20, 163, 175, 369, 174, 77, 1, 7, 182, 193, negative
84, 38, 66, 138, 62, 6, 126, 54, 18, 132, 144, 232, 139, 70, 4, 7, 185, 190, negative
98, 55, 108, 168, 53, 11, 224, 30, 25, 178, 231, 737, 217, 73, 8, 30, 187, 198, negative
89, 38, 78, 153, 61, 7, 146, 46, 19, 127, 166, 314, 142, 69, 0, 9, 187, 194, negative
89, 50, 83, 195, 65, 6, 178, 37, 21, 156, 207, 481, 210, 71, 1, 6, 189, 194, negative
84, 37, 70, 150, 61, 7, 137, 49, 18, 140, 156, 278, 121, 64, 0, 23, 196, 205, negative
86, 39, 62, 129, 59, 6, 116, 57, 17, 135, 137, 203, 145, 64, 7, 9, 199, 204, negative
83, 37, 49, 112, 55, 5, 122, 55, 17, 128, 144, 219, 146, 85, 8, 16, 180, 184, negative
98, 39, 68, 136, 56, 8, 131, 52, 18, 144, 159, 251, 134, 72, 4, 10, 186, 187, negative
96, 40, 100, 178, 58, 8, 181, 37, 21, 134, 205, 486, 160, 68, 5, 34, 192, 202, negative
102, 52, 101, 213, 64, 10, 203, 33, 23, 157, 214, 616, 186, 65, 0, 19, 193, 203, negative
86, 44, 65, 129, 56, 6, 152, 45, 19, 150, 168, 331, 177, 83, 4, 13, 178, 183, positive
84, 43, 76, 180, 75, 7, 155, 43, 19, 143, 180, 359, 173, 77, 5, 12, 185, 190, positive
95, 46, 104, 208, 66, 9, 191, 35, 22, 148, 210, 543, 169, 68, 0, 28, 190, 200, negative
95, 43, 83, 198, 69, 6, 177, 36, 21, 139, 189, 484, 163, 68, 6, 4, 196, 198, positive
86, 44, 77, 155, 60, 7, 152, 44, 19, 141, 174, 345, 161, 72, 9, 0, 187, 192, negative
105, 53, 105, 184, 57, 11, 211, 31, 24, 168, 224, 661, 218, 71, 0, 15, 186, 197, negative
89, 45, 85, 149, 59, 11, 158, 43, 20, 158, 177, 362, 173, 75, 12, 16, 183, 193, negative
96, 50, 94, 215, 67, 9, 187, 35, 22, 158, 214, 525, 214, 67, 8, 6, 193, 201, negative
87, 41, 66, 140, 58, 6, 148, 46, 19, 136, 164, 318, 178, 79, 19, 2, 181, 185, negative
91, 35, 66, 159, 59, 7, 147, 45, 19, 131, 169, 322, 123, 64, 1, 1, 197, 203, negative
105, 51, 80, 207, 71, 6, 195, 33, 22, 159, 214, 579, 188, 75, 6, 20, 194, 194, positive
88, 40, 69, 146, 59, 7, 130, 51, 18, 134, 147, 252, 144, 64, 1, 1, 193, 200, negative
106, 57, 107, 235, 67, 6, 262, 26, 28, 171, 285, 987, 260, 86, 9, 31, 180, 184, positive
89, 35, 52, 121, 57, 4, 122, 55, 17, 125, 139, 220, 128, 82, 5, 13, 181, 184, negative
86, 45, 71, 170, 70, 6, 146, 45, 19, 146, 172, 321, 189, 71, 10, 8, 187, 191, positive
106, 53, 98, 192, 58, 11, 217, 31, 24, 166, 228, 693, 191, 71, 11, 24, 188, 198, negative
82, 43, 70, 250, 105, 55, 139, 48, 18, 145, 231, 289, 172, 99, 4, 9, 190, 199, negative
94, 44, 70, 186, 72, 8, 153, 42, 19, 144, 171, 361, 178, 67, 7, 2, 199, 206, positive
100, 52, 109, 225, 68, 10, 222, 30, 25, 165, 241, 731, 207, 73, 7, 28, 188, 199, negative
104, 52, 110, 172, 53, 10, 219, 30, 25, 166, 235, 711, 218, 74, 10, 28, 188, 198, negative
85, 36, 72, 127, 56, 7, 127, 54, 18, 125, 144, 233, 123, 70, 3, 30, 184, 194, negative
101, 55, 107, 200, 61, 11, 225, 30, 25, 178, 228, 730, 204, 74, 8, 35, 187, 201, negative
85, 45, 73, 167, 69, 8, 143, 46, 18, 148, 173, 307, 176, 71, 2, 0, 190, 199, negative
114, 57, 102, 181, 52, 6, 257, 26, 28, 169, 287, 968, 261, 85, 2, 21, 182, 184, positive
88, 40, 55, 114, 53, 7, 132, 53, 18, 139, 142, 249, 158, 87, 0, 7, 176, 183, negative
102, 51, 104, 217, 67, 10, 204, 32, 23, 162, 220, 621, 195, 68, 3, 19, 188, 197, negative
87, 39, 74, 165, 66, 6, 145, 45, 19, 134, 173, 318, 139, 70, 3, 21, 195, 200, positive
96, 40, 78, 170, 58, 7, 174, 38, 21, 139, 197, 455, 160, 68, 3, 29, 191, 200, negative
85, 36, 51, 115, 56, 5, 119, 57, 17, 124, 139, 207, 127, 81, 13, 5, 181, 184, negative
91, 41, 64, 148, 61, 8, 129, 51, 18, 142, 161, 249, 153, 68, 6, 12, 194, 201, negative
95, 53, 95, 202, 65, 10, 193, 34, 22, 160, 220, 559, 237, 71, 3, 2, 188, 196, negative
92, 52, 93, 204, 67, 9, 189, 35, 22, 161, 214, 536, 240, 72, 2, 5, 188, 195, negative
97, 38, 75, 188, 68, 6, 171, 37, 20, 129, 199, 450, 137, 74, 2, 6, 197, 199, positive
106, 53, 98, 154, 47, 4, 237, 28, 26, 164, 263, 838, 222, 82, 4, 17, 185, 184, positive
88, 42, 64, 151, 62, 8, 130, 51, 18, 142, 150, 253, 161, 63, 3, 2, 203, 210, negative
107, 54, 96, 201, 62, 12, 218, 31, 24, 170, 221, 694, 217, 71, 2, 21, 187, 198, negative
85, 43, 66, 123, 56, 6, 148, 46, 19, 145, 166, 319, 171, 85, 6, 11, 179, 182, positive
111, 53, 108, 211, 61, 11, 207, 32, 23, 167, 217, 636, 216, 64, 21, 2, 196, 205, negative
103, 56, 100, 185, 59, 11, 216, 31, 24, 173, 219, 684, 219, 75, 15, 11, 186, 194, negative
83, 46, 68, 139, 59, 6, 150, 44, 19, 146, 172, 336, 183, 74, 5, 3, 185, 191, positive
79, 38, 55, 120, 55, 5, 142, 48, 19, 128, 153, 295, 145, 81, 4, 2, 180, 183, negative
98, 38, 72, 192, 69, 5, 166, 38, 20, 131, 189, 427, 138, 70, 1, 3, 200, 202, positive
104, 53, 108, 204, 64, 11, 220, 31, 25, 172, 226, 707, 203, 71, 14, 30, 189, 203, negative
95, 43, 96, 202, 65, 10, 189, 35, 22, 143, 217, 534, 166, 71, 6, 27, 190, 197, negative
95, 43, 76, 142, 57, 10, 151, 44, 19, 149, 173, 339, 159, 71, 2, 23, 187, 200, negative
90, 44, 72, 157, 64, 8, 137, 48, 18, 144, 159, 283, 171, 65, 9, 4, 196, 203, negative
86, 36, 78, 146, 58, 7, 135, 50, 18, 124, 155, 270, 148, 66, 0, 25, 190, 195, negative
