@relation vowel0
@attribute TT integer [0, 1]
@attribute SpeakerNumber integer [0, 14]
@attribute Sex integer [0, 1]
@attribute F0 real [-5.211, -0.941]
@attribute F1 real [-1.274, 5.074]
@attribute F2 real [-2.487, 1.431]
@attribute F3 real [-1.409, 2.377]
@attribute F4 real [-2.127, 1.831]
@attribute F5 real [-0.836, 2.327]
@attribute F6 real [-1.537, 1.403]
@attribute F7 real [-1.293, 2.039]
@attribute F8 real [-1.613, 1.309]
@attribute F9 real [-1.68, 1.396]
@attribute Class {positive, negative}
@inputs TT, SpeakerNumber, Sex, F0, F1, F2, F3, F4, F5, F6, F7, F8, F9
@outputs Class
@data
0, 5, 1, -3.268, -0.079, -0.693, 0.763, 1.043, 1.194, 0.892, -1.293, -1.033, 0.199, positive
0, 5, 1, -3.618, 0.916, -0.4, 1.771, 0.666, 1.535, -0.389, -0.342, -1.279, -0.109, negative
0, 5, 1, -3.354, 2.85, -0.887, 0.01, -0.551, 0.293, 0.901, 0.32, -0.302, -1.023, negative
0, 5, 1, -3.901, 2.485, -0.95, 0.702, -0.47, 1.146, -0.109, 1.597, 0.146, -1.197, negative
0, 5, 1, -3.347, -0.159, -0.414, 0.922, 0.973, 0.978, 0.929, -1.211, -1.268, 0.278, positive
0, 5, 1, -4.744, 3.385, -0.886, 0.571, 0.235, 0.183, 0.357, 0.04, 0.203, -1.68, negative
0, 5, 1, -3.426, 0.584, -0.469, 1.776, 0.566, 1.686, 0.07, 0.081, -1.483, -0.141, negative
0, 5, 1, -2.75, 1.475, -0.848, 0.364, -0.275, 0.02, -0.0030, -0.782, -0.291, 0.167, negative
0, 5, 1, -2.884, 2.424, -0.764, -0.108, -1.015, 0.361, 0.712, 0.133, -0.017, -0.847, negative
0, 5, 1, -3.246, 2.796, -0.867, -0.205, -0.316, 0.808, 0.824, 0.062, -0.118, -0.749, negative
0, 5, 1, -4.172, 3.188, -0.375, 1.028, -1.41, 0.0080, 0.513, 0.635, 0.802, -0.28, negative
0, 5, 1, -3.862, 1.801, -0.717, 1.133, -0.23, 0.922, -0.223, 1.264, 0.194, -0.935, negative
0, 5, 1, -2.898, 2.421, -0.81, -0.043, -1.164, 0.448, 0.69, 0.218, -0.078, -0.876, negative
0, 5, 1, -2.98, 1.29, -0.842, 0.955, -0.491, 0.572, 0.267, 0.692, 0.084, -1.1, negative
0, 6, 1, -2.21, 0.661, -0.581, 1.139, 0.238, 0.074, -0.625, -0.366, -0.326, 0.557, negative
0, 6, 1, -1.926, 2.172, -0.571, 0.257, -0.159, -0.493, 0.27, -0.153, -0.673, -0.0050, negative
0, 6, 1, -2.512, 2.826, -0.171, -0.385, -1.495, 0.381, 0.067, 0.899, -0.902, -0.412, negative
0, 6, 1, -4.045, 2.193, 0.2, -0.745, 0.215, 0.387, 0.625, 1.477, -1.207, -0.27, negative
0, 6, 1, -3.586, -0.38, -0.359, 1.307, 1.587, 0.99, 0.18, -0.831, -0.471, 0.198, positive
0, 6, 1, -1.985, 2.161, -0.601, 0.424, -0.295, -0.489, 0.208, -0.216, -0.562, 0.079, negative
0, 6, 1, -2.563, 2.829, -0.283, -0.368, -1.593, 0.408, 0.121, 0.933, -0.946, -0.356, negative
0, 6, 1, -2.776, 2.563, 0.532, 0.277, -1.47, -0.368, -0.278, 1.479, -0.164, -0.797, negative
0, 6, 1, -5.069, 2.119, 0.826, -0.274, 0.576, 0.145, 0.308, 1.001, -1.412, -0.306, negative
0, 6, 1, -4.036, 2.141, -0.355, -0.602, 0.837, 0.663, -0.013, 0.507, -1.412, 0.21, negative
0, 6, 1, -2.907, 1.992, -0.904, 0.205, 0.011, 0.346, -0.031, -0.148, -1.262, 0.487, negative
0, 6, 1, -4.2, 2.201, -0.31, -0.392, 0.968, 0.7, -0.328, 0.129, -0.896, 0.15, negative
0, 6, 1, -5.211, 2.544, 0.82, -0.333, 0.447, 0.226, 0.127, 0.89, -1.389, -0.304, negative
0, 7, 1, -5.124, 2.319, 1.413, 1.804, -0.277, -0.33, -0.746, 0.221, 0.06, 0.46, positive
0, 7, 1, -4.474, 4.569, -1.069, -1.409, 0.137, 1.049, 0.071, 0.877, -1.355, -0.167, negative
0, 7, 1, -4.947, 4.637, -0.444, -0.953, -0.119, -0.249, 0.594, 0.27, -0.783, 0.265, negative
0, 7, 1, -3.434, 2.26, -1.065, -0.122, -0.795, 0.363, 1.403, -0.507, -0.375, 0.015, negative
0, 7, 1, -4.497, 4.5, -1.446, -1.127, 0.443, 0.986, 0.136, 0.597, -1.087, -0.073, negative
0, 7, 1, -3.581, 1.188, -0.958, 0.189, -0.077, 0.451, 0.049, 0.449, -0.676, 0.919, negative
0, 7, 1, -3.828, 2.367, -0.836, -0.343, -0.466, 0.116, 1.172, -0.175, -0.275, 0.117, negative
0, 7, 1, -3.622, 1.111, -0.972, 0.399, -0.402, 0.527, 0.271, 0.373, -0.716, 0.943, negative
0, 7, 1, -3.85, 2.28, -1.055, -0.335, -0.164, 0.41, 0.913, -0.391, -0.338, 0.26, negative
0, 7, 1, -4.469, 4.348, -1.74, -0.886, 0.447, 0.883, 0.374, 0.577, -0.908, -0.089, negative
0, 7, 1, -5.04, 5.074, -1.721, -0.264, 0.279, 0.176, 0.0030, -0.609, -0.177, 0.422, negative
0, 7, 1, -4.122, 1.735, -1.34, 0.615, 0.03, 0.353, 0.345, -0.104, -0.54, 0.988, negative
1, 8, 0, -2.613, -0.092, -0.54, 0.484, 0.389, 1.741, 0.198, 0.257, -0.375, -0.604, negative
1, 8, 0, -1.768, 1.769, -1.142, -0.739, -0.086, 0.12, -0.23, 0.217, -0.0090, -0.279, negative
1, 8, 0, -2.592, 1.617, 0.267, 0.38, -0.777, 0.487, -0.206, 0.733, 0.592, -0.403, negative
1, 8, 0, -2.677, 0.486, -0.061, 0.517, 0.222, 1.102, -0.425, -0.096, -0.373, -0.484, negative
1, 8, 0, -2.769, 2.906, -0.194, 0.349, -0.958, 0.089, -0.245, 1.004, 0.6, -0.336, negative
1, 8, 0, -3.824, 1.832, 1.093, 1.024, -1.09, 0.56, -0.336, 0.299, 0.126, 1.005, negative
1, 8, 0, -2.971, 0.463, -0.195, 0.323, -0.625, 0.941, -0.327, 0.78, 0.552, 0.436, negative
1, 8, 0, -2.698, -1.027, -0.94, 1.796, 0.392, 1.33, 0.866, 0.781, -0.838, -0.663, positive
1, 8, 0, -3.989, 3.049, 0.304, 0.209, -1.26, -0.205, -0.735, 0.862, 0.551, 1.114, negative
1, 8, 0, -1.53, 0.029, -0.925, 0.054, -0.565, 1.593, 0.123, 1.117, 0.338, 0.026, negative
1, 8, 0, -1.969, 0.835, -0.671, -0.27, 0.028, 0.4, -0.444, 0.53, 0.061, -0.343, negative
1, 8, 0, -3.81, 1.91, 0.527, 0.478, -0.972, 0.945, -0.28, 0.719, 0.482, 0.829, negative
1, 8, 0, -3.312, -0.776, -0.504, 1.39, 0.86, 1.257, 0.222, 0.314, -0.715, -0.765, positive
1, 8, 0, -2.295, 0.883, -0.619, -0.041, 0.143, 0.378, -0.602, 0.335, -0.114, -0.391, negative
1, 9, 0, -1.993, 1.725, -1.13, 0.556, -1.223, 0.485, 0.211, -0.04, -0.294, -0.548, negative
1, 9, 0, -2.55, 2.391, -1.137, 0.09, -0.948, 0.217, 0.051, 0.723, -0.558, -0.204, negative
1, 9, 0, -3.339, 1.004, -0.747, 1.505, -0.068, 1.007, -0.017, 0.377, -0.775, -0.899, negative
1, 9, 0, -4.13, 3.291, -1.424, 0.359, -0.273, 1.297, -0.454, 0.62, -0.527, -0.709, negative
1, 9, 0, -1.895, 0.755, -1.388, 0.638, -0.614, 0.246, -0.033, 0.693, -0.27, -0.346, negative
1, 9, 0, -4.064, 4.106, -0.545, 0.03, -1.645, 0.904, 0.103, 0.907, 0.05, -0.322, negative
1, 9, 0, -3.735, 2.096, -0.818, 0.463, -0.221, 1.144, 0.023, 0.224, -0.745, -0.325, negative
1, 9, 0, -1.998, 1.497, -1.005, 0.519, -1.236, 0.398, 0.273, 0.151, -0.319, -0.49, negative
1, 9, 0, -4.069, 4.205, -0.614, -0.06, -1.462, 0.476, 0.381, 0.589, 0.405, -0.259, negative
1, 10, 0, -2.695, 1.119, -0.986, 0.172, 0.499, 0.372, 0.088, 0.63, -0.721, -0.256, negative
1, 10, 0, -2.482, 1.896, -1.289, 0.112, 0.285, 0.096, 0.022, 0.832, -0.333, -0.764, negative
1, 10, 0, -4.052, 0.35, -0.314, 1.734, 0.127, 1.667, 0.512, -0.377, -0.358, -0.855, positive
1, 10, 0, -3.034, 0.694, -1.007, 1.453, 0.155, 1.48, 0.179, 1.005, -0.54, -0.563, negative
1, 10, 0, -2.667, 1.132, -1.054, 0.232, 0.537, 0.352, 0.163, 0.55, -0.688, -0.295, negative
1, 10, 0, -3.894, 0.117, -0.407, 1.973, 0.043, 1.891, 0.411, -0.095, -0.436, -1.015, positive
1, 10, 0, -2.303, 1.954, -1.493, 0.305, 0.047, 0.056, 0.026, 0.902, -0.522, -0.645, negative
1, 10, 0, -2.79, 2.665, 0.036, -0.44, -0.604, 0.811, 0.098, 0.723, 0.134, -0.91, negative
1, 10, 0, -3.983, 3.695, 0.096, -0.333, -1.01, 0.169, -0.108, 1.674, 0.262, -0.231, negative
1, 10, 0, -2.316, 2.007, -1.365, 0.181, 0.206, 0.071, 0.037, 0.814, -0.332, -0.753, negative
1, 10, 0, -2.444, 2.529, -0.487, -0.814, -0.151, 1.285, 0.077, -0.064, 0.287, -0.638, negative
1, 10, 0, -3.896, 2.768, -0.816, -0.014, -0.125, 0.168, 0.307, 1.203, 0.246, -0.118, negative
1, 10, 0, -4.717, 3.059, -0.682, 0.532, -0.48, 0.731, 0.174, 0.493, 0.635, -0.473, negative
1, 10, 0, -3.644, -0.215, -0.579, 2.307, 0.046, 1.945, 0.28, 0.272, -0.539, -1.226, positive
1, 10, 0, -2.505, 2.358, -0.184, -0.792, -0.316, 1.363, 0.302, -0.121, 0.214, -0.622, negative
1, 10, 0, -4.083, 2.315, -0.375, 0.52, -0.019, -0.211, -0.172, 1.054, 0.387, 0.168, negative
1, 10, 0, -2.544, 2.725, -0.067, -0.787, -0.903, 0.97, 0.524, 0.32, 0.283, -0.822, negative
1, 11, 0, -2.565, 1.871, -0.269, 0.187, -0.656, 0.267, -0.328, 0.184, 0.348, -0.511, negative
1, 11, 0, -3.823, 3.536, -2.07, 0.245, -0.442, 1.125, 0.73, 0.538, -0.0060, -0.64, negative
1, 11, 0, -2.377, -0.266, -1.371, 1.09, 0.24, 1.843, 0.107, 0.702, -1.256, -0.62, positive
1, 11, 0, -3.117, 2.876, -0.746, -0.047, -0.427, -0.053, 0.453, 0.305, 0.541, -0.489, negative
1, 11, 0, -3.911, 3.703, -1.965, 0.132, -0.209, 0.929, 0.811, 0.495, -0.142, -0.519, negative
1, 11, 0, -2.162, 1.533, -0.267, -0.287, -0.026, 0.122, 0.168, -0.024, -0.268, -0.27, negative
1, 11, 0, -2.639, 1.88, -0.389, 0.204, -0.571, 0.094, -0.233, 0.279, 0.426, -0.598, negative
1, 11, 0, -2.458, 1.586, -0.359, 0.376, -0.244, 0.134, -0.163, 0.298, 0.444, -0.711, negative
1, 11, 0, -2.58, 1.608, -0.311, 0.273, -0.148, 0.262, -0.062, 0.167, 0.337, -0.692, negative
1, 11, 0, -4.319, 1.338, -0.549, 1.678, 0.027, 1.922, -0.228, 0.161, -0.47, -0.442, negative
1, 11, 0, -3.329, 1.788, -0.517, 0.597, 0.503, 0.278, 0.121, 0.176, -0.159, -0.98, negative
1, 11, 0, -2.46, -0.325, -1.404, 0.928, 0.122, 2.049, 0.274, 0.532, -1.113, -0.769, positive
1, 11, 0, -2.729, 1.595, -0.15, 0.167, 0.015, 0.377, 0.083, -0.038, 0.166, -0.672, negative
1, 11, 0, -3.338, 3.033, -1.189, -0.269, -0.364, 0.544, 0.491, 0.148, 0.365, -0.931, negative
1, 11, 0, -4.039, 3.689, -1.007, -0.139, -0.542, 0.587, 0.535, 0.465, 0.194, 0.168, negative
1, 11, 0, -4.172, 3.07, -0.781, 0.516, -0.627, 1.006, 0.531, 0.441, -0.102, -0.456, negative
1, 11, 0, -3.285, 1.547, -0.897, 0.917, 0.127, 0.402, -0.011, 0.502, -0.557, -0.715, negative
1, 12, 1, -3.44, 3.203, -0.698, -0.86, -0.542, 1.503, 0.922, 0.467, -0.183, -0.919, negative
1, 12, 1, -3.961, 4.144, -0.934, -0.089, -0.612, 0.787, 0.326, 0.182, -0.487, -0.719, negative
1, 12, 1, -4.471, 3.192, -0.161, 0.117, -0.327, 0.406, -0.201, 0.919, -0.716, -0.933, negative
1, 12, 1, -2.64, 1.322, -0.111, 0.861, 0.026, -0.354, -0.425, 0.083, -0.235, 0.781, negative
1, 12, 1, -1.948, 2.143, -0.068, -0.211, -0.238, 0.263, -0.27, -0.238, -0.342, 0.147, negative
1, 12, 1, -2.776, 3.557, -0.435, -1.044, -0.572, 1.273, 0.221, 0.295, -0.986, -0.04, negative
1, 12, 1, -2.489, 2.379, -0.523, -0.158, -0.178, 0.406, 0.198, 0.059, -0.589, -0.256, negative
1, 12, 1, -4.283, 2.829, 0.296, 0.086, -0.544, 0.501, -0.317, 0.995, -0.34, -1.113, negative
1, 12, 1, -2.762, 1.51, -0.145, 1.157, -0.256, 0.041, -0.647, -0.324, -0.128, 0.806, negative
1, 12, 1, -3.292, 2.595, -0.578, 0.42, -0.233, 0.391, -0.241, 0.437, -0.541, -0.021, negative
1, 12, 1, -3.905, 3.147, -1.259, 0.304, -0.216, 1.055, 0.578, 0.353, -0.517, -0.871, negative
1, 13, 1, -3.483, 2.628, -0.383, 0.838, 0.2, 0.102, -0.162, -0.547, -0.791, 1.018, negative
1, 13, 1, -4.013, 2.101, 0.295, 1.292, 0.45, -0.024, -0.565, -0.588, -0.343, 0.695, negative
1, 13, 1, -2.972, 1.151, -0.293, 1.609, -0.724, 0.123, -0.087, -0.801, 0.04, 1.07, negative
1, 13, 1, -2.967, 2.781, -1.277, 0.354, -0.936, 1.505, -0.0040, -0.418, -0.56, 0.725, negative
1, 13, 1, -3.847, 4.268, -1.521, -0.465, -0.23, 1.067, -0.02, 0.0050, -0.577, -0.509, negative
1, 13, 1, -4.001, 2.284, -0.365, 2.106, 1.006, -0.028, -0.825, -0.39, -0.898, 0.099, negative
1, 13, 1, -2.965, 1.124, -0.349, 1.581, -0.666, 0.125, -0.025, -0.887, -0.13, 1.11, negative
1, 13, 1, -3.554, 3.386, -1.703, 0.555, -0.072, 1.073, 0.237, -0.625, -1.067, -0.176, negative
1, 13, 1, -3.852, 4.214, -1.556, -0.336, -0.305, 1.133, -0.152, 0.237, -0.915, -0.445, negative
1, 13, 1, -2.928, 2.83, -1.361, 0.323, -0.739, 1.431, 0.0020, -0.172, -0.939, 0.607, negative
1, 13, 1, -3.857, 2.133, -0.58, 0.996, 0.502, 0.65, -0.283, -0.468, -0.983, 0.613, negative
1, 14, 1, -3.709, 1.665, 0.138, 1.551, 0.975, 0.923, -0.396, -0.234, -1.154, 0.736, negative
1, 14, 1, -3.074, 3.062, -1.47, -0.379, 0.233, 0.789, -0.099, -0.135, -0.395, 0.572, negative
1, 14, 1, -3.052, 3.059, -1.668, -0.208, 0.466, 0.724, -0.237, -0.175, -0.315, 0.411, negative
1, 14, 1, -3.66, 3.618, -1.051, -0.748, 0.08, 1.022, 0.914, 0.613, 0.023, -0.448, negative
1, 14, 1, -2.71, 1.943, -1.247, 0.772, -0.345, 0.107, -0.062, 0.04, -0.322, 1.018, negative
1, 14, 1, -2.904, 2.741, -1.123, 0.014, 0.071, 0.654, 0.212, -0.454, -0.815, 0.752, negative
1, 14, 1, -3.176, 2.997, -1.098, -0.371, -0.418, 1.318, 0.48, 0.472, -0.814, 0.106, negative
1, 14, 1, -3.743, 3.629, -0.874, -0.79, -0.312, 1.759, 0.679, 0.565, -0.521, -0.485, negative
1, 14, 1, -3.002, 2.944, -1.379, -0.188, -0.131, 0.957, 0.346, -0.392, -0.711, 0.617, negative
1, 14, 1, -4.264, 2.925, 0.065, 0.794, 0.323, 0.515, -1.282, -0.14, -0.863, -0.39, negative
