@relation vowel0
@attribute TT integer [0, 1]
@attribute SpeakerNumber integer [0, 14]
@attribute Sex integer [0, 1]
@attribute F0 real [-5.211, -0.941]
@attribute F1 real [-1.274, 5.074]
@attribute F2 real [-2.487, 1.431]
@attribute F3 real [-1.409, 2.377]
@attribute F4 real [-2.127, 1.831]
@attribute F5 real [-0.836, 2.327]
@attribute F6 real [-1.537, 1.403]
@attribute F7 real [-1.293, 2.039]
@attribute F8 real [-1.613, 1.309]
@attribute F9 real [-1.68, 1.396]
@attribute Class {positive, negative}
@inputs TT, SpeakerNumber, Sex, F0, F1, F2, F3, F4, F5, F6, F7, F8, F9
@outputs Class
@data
0, 2, 0, -1.475, 1.557, -1.009, 1.202, -0.846, 0.883, -0.138, 0.822, -0.165, 0.198, negative
0, 2, 0, -1.824, 1.682, -0.669, 1.483, -1.036, 0.711, -0.249, 1.193, -0.274, 0.224, negative
0, 2, 0, -1.215, -0.288, -2.423, 0.834, -0.379, 2.266, 0.503, 1.337, -1.36, -0.682, positive
0, 2, 0, -2.274, 1.653, -0.226, 1.857, -0.971, 0.327, -0.605, 1.121, 0.121, 0.291, negative
0, 3, 0, -1.507, -0.457, -1.728, 0.256, -0.081, 1.571, 0.556, 1.291, 0.121, -0.456, positive
0, 3, 0, -2.431, 1.873, 0.208, 0.123, -0.634, 0.178, 0.04, 0.612, 0.446, -0.562, negative
0, 3, 0, -2.026, 1.75, -0.526, -0.131, 0.266, -0.055, 0.084, 0.063, 0.047, -0.691, negative
0, 3, 0, -3.169, 1.041, 0.509, 0.693, -1.185, 0.673, -0.352, 0.877, 0.434, 1.009, negative
0, 3, 0, -4.066, 1.05, -0.049, 0.458, -0.357, 1.331, -0.129, 0.848, 0.509, 0.317, negative
0, 3, 0, -4.316, 1.147, 0.088, 0.593, -0.314, 1.316, -0.255, 0.761, 0.492, 0.133, negative
0, 3, 0, -1.953, -0.596, -1.543, 0.619, 0.056, 1.742, 0.592, 1.289, -0.163, -0.523, positive
0, 3, 0, -1.495, 0.117, -1.134, -0.249, -0.37, 1.286, 0.348, 0.854, 0.313, -0.376, negative
0, 3, 0, -3.53, 1.268, 0.903, 1.887, -1.279, 0.0080, -1.441, 0.657, 0.873, 1.042, negative
0, 3, 0, -2.834, 0.654, 0.733, 1.434, -0.716, -0.028, -0.841, 0.239, 0.92, 0.885, negative
0, 3, 0, -3.246, 0.712, 0.39, 0.82, -1.352, 1.074, 0.197, 0.857, -0.056, 0.485, negative
0, 4, 1, -3.034, -1.274, 0.263, 1.521, 0.66, 1.622, -0.361, -0.468, -0.74, 0.517, positive
0, 4, 1, -3.118, 0.356, 0.377, 1.447, 0.868, 0.407, -0.915, -0.546, -0.637, 0.169, negative
0, 4, 1, -1.577, 0.907, -0.291, 0.0070, -0.256, -0.233, 0.187, -0.052, -0.627, 0.238, negative
0, 4, 1, -4.071, 2.754, -0.232, -0.262, 0.356, 0.694, 0.381, 0.5, -0.721, -0.859, negative
0, 4, 1, -4.067, 3.908, -0.065, -0.378, -1.163, 0.065, 0.508, 1.003, 0.03, -0.187, negative
0, 4, 1, -4.442, 2.607, 0.596, 0.191, 0.636, 0.679, -0.14, 0.774, -0.828, -1.122, negative
0, 4, 1, -4.497, 3.018, 0.609, 0.115, 0.673, 0.709, -0.03, 0.861, -0.704, -1.038, negative
0, 4, 1, -2.942, 2.091, -0.353, -0.364, -0.61, 0.401, 0.864, 0.191, -0.764, -0.235, negative
0, 4, 1, -3.253, 1.025, -0.286, 0.713, -0.036, 0.539, 0.476, -0.116, -0.945, -0.108, negative
0, 4, 1, -4.544, 3.046, 1.028, -0.016, 0.447, 0.884, -0.094, 0.885, -0.459, -1.099, negative
0, 5, 1, -3.741, 2.7, -1.593, 0.782, -0.298, 1.378, 0.184, 1.458, -0.134, -1.297, negative
0, 5, 1, -2.515, 1.34, -0.84, 0.511, -0.492, 0.098, 0.047, -0.68, -0.283, 0.168, negative
0, 5, 1, -2.882, 2.165, -0.589, 0.173, -1.165, 0.014, 0.571, 0.502, -0.093, -0.616, negative
0, 5, 1, -2.859, 2.255, -0.676, 0.098, -1.086, 0.041, 0.732, 0.305, -0.141, -0.636, negative
0, 5, 1, -3.777, 2.064, -0.983, 0.846, -0.373, 0.96, -0.04, 1.331, 0.247, -1.09, negative
0, 5, 1, -3.006, 1.407, -0.875, 0.945, -0.495, 0.721, 0.212, 0.75, -0.037, -1.054, negative
0, 5, 1, -3.394, 0.557, -0.573, 1.704, 0.608, 1.644, 0.109, 0.2, -1.507, -0.225, negative
0, 5, 1, -2.656, 1.263, -0.527, 0.464, -0.612, 0.668, -0.16, 0.857, -0.416, -0.596, negative
0, 6, 1, -2.488, 2.822, -0.239, -0.33, -1.355, 0.284, 0.101, 0.934, -0.966, -0.31, negative
0, 6, 1, -2.715, 2.325, 0.701, 0.239, -1.426, -0.218, -0.317, 1.516, -0.162, -0.703, negative
0, 6, 1, -3.431, -0.5, -0.362, 1.173, 1.59, 0.956, 0.162, -0.853, -0.364, 0.084, positive
0, 6, 1, -2.103, 0.655, -0.84, 1.195, 0.377, 0.135, -0.504, -0.549, -0.404, 0.602, negative
0, 6, 1, -4.341, 3.514, -0.453, -1.047, -0.469, 0.51, 0.618, 0.801, -0.399, -0.777, negative
0, 6, 1, -5.02, 2.551, 0.562, -0.136, 0.531, -0.064, 0.373, 0.631, -1.407, -0.267, negative
0, 6, 1, -2.889, -0.039, -0.494, 0.719, 1.104, 1.003, -0.415, 0.097, -0.855, 0.356, negative
0, 6, 1, -4.107, 2.17, 0.206, -0.811, 0.334, 0.633, 0.402, 1.097, -1.327, -0.04, negative
0, 6, 1, -4.07, 2.254, -0.28, -0.722, 0.696, 0.683, 0.243, 0.689, -1.45, 0.19, negative
0, 6, 1, -3.183, 0.154, -0.413, 0.923, 1.091, 0.582, -0.447, -0.085, -0.904, 0.693, negative
0, 6, 1, -2.514, 0.558, -0.777, 1.299, 0.027, 0.247, -0.487, -0.653, -0.028, 0.481, negative
0, 6, 1, -2.041, 2.119, -0.585, 0.549, -0.43, -0.291, -0.0020, -0.234, -0.751, 0.253, negative
0, 6, 1, -2.658, 2.739, -0.382, -0.31, -1.64, 0.081, 0.276, 0.884, -0.535, -0.548, negative
0, 6, 1, -3.098, 2.525, -0.316, -0.322, -1.082, 0.285, 0.445, 0.847, -0.951, -0.707, negative
0, 6, 1, -4.403, 3.602, -0.945, -0.934, 0.041, 0.409, 1.003, 0.47, -0.477, -0.621, negative
0, 7, 1, -3.133, 1.983, -1.398, 0.254, -0.667, 0.532, 0.389, -0.178, -0.584, 0.844, negative
0, 7, 1, -3.417, 1.984, -1.148, 0.234, -0.778, 0.411, 0.494, 0.13, -0.704, 0.764, negative
0, 7, 1, -3.887, 3.172, -0.739, -0.69, -0.548, 0.33, 0.569, 0.98, -1.609, 0.283, negative
0, 7, 1, -4.395, 1.864, 0.503, 1.718, 0.241, -0.817, -0.672, -0.687, -0.449, 1.396, negative
0, 7, 1, -3.631, 1.195, -0.719, 0.13, -0.065, 0.348, -0.061, 0.555, -0.594, 0.806, negative
0, 7, 1, -3.765, 1.97, -0.955, 0.304, -0.735, 0.41, 0.38, 0.146, -0.536, 0.738, negative
0, 7, 1, -3.975, 3.066, -0.506, -0.827, -0.478, 0.434, 0.356, 0.939, -1.309, 0.204, negative
0, 7, 1, -4.151, 2.069, -0.605, 0.111, 0.41, 0.354, -0.284, -0.381, -0.507, 0.737, negative
0, 7, 1, -5.125, 2.077, 1.283, 2.003, -0.734, -0.513, -0.557, 0.055, 0.295, 0.269, positive
0, 7, 1, -4.316, 1.409, 0.441, 1.819, 0.5, -0.617, -0.633, -0.621, -0.671, 1.193, negative
0, 7, 1, -3.82, 1.705, -1.13, 0.45, -0.471, 0.665, 0.298, -0.175, -0.473, 0.848, negative
0, 7, 1, -4.58, 4.116, -0.753, -0.849, 0.516, 0.498, 0.117, 0.181, -1.256, -0.119, negative
0, 7, 1, -5.143, 2.051, 1.216, 1.898, -0.555, -0.466, -0.842, 0.011, 0.461, 0.193, positive
0, 7, 1, -3.962, 1.724, -1.29, 0.531, -0.17, 0.528, 0.282, -0.149, -0.603, 1.139, negative
0, 7, 1, -4.661, 4.235, -0.497, -1.021, 0.295, 0.457, -0.019, 0.345, -1.355, 0.062, negative
0, 7, 1, -3.622, 0.988, -1.108, 0.685, -0.693, 0.754, 0.442, 0.166, -0.458, 0.738, negative
1, 8, 0, -2.671, 3.155, -0.514, 0.133, -0.964, 0.234, -0.071, 1.192, 0.254, -0.471, negative
1, 8, 0, -2.696, 3.129, -0.52, 0.294, -0.989, 0.019, -0.066, 1.106, 0.361, -0.396, negative
1, 8, 0, -3.835, 3.339, 0.29, -0.126, -1.68, 0.195, -0.368, 1.328, 0.523, 0.861, negative
1, 8, 0, -3.915, 2.158, 0.781, 0.643, -1.023, 0.598, -0.718, 0.274, 0.376, 0.77, negative
1, 8, 0, -2.982, 0.522, -0.1, 0.362, -0.66, 1.115, -0.305, 0.859, 0.637, 0.344, negative
1, 8, 0, -2.632, 0.881, 0.71, 1.8, -0.75, 0.33, -1.128, 0.177, 0.339, 1.166, negative
1, 8, 0, -2.696, 1.26, 0.436, 0.657, -1.161, 0.805, 0.062, 0.575, 0.182, -0.334, negative
1, 8, 0, -2.889, 1.418, 0.409, 0.61, -1.018, 0.992, 0.0050, 0.518, -0.027, -0.326, negative
1, 8, 0, -3.992, 3.342, 0.167, 0.086, -1.23, -0.216, -0.824, 0.837, 0.521, 0.978, negative
1, 8, 0, -4.683, 0.773, 0.888, 2.302, -0.562, 0.395, -0.401, -0.289, -0.839, 1.165, negative
1, 8, 0, -3.375, 1.779, -0.822, 0.382, -0.019, 0.845, 0.123, 0.767, 0.223, -0.337, negative
1, 8, 0, -3.073, 1.532, 0.949, 1.541, -1.058, 0.272, -0.961, 0.449, 0.619, 0.969, negative
1, 9, 0, -2.045, 0.819, -1.46, 0.652, -0.701, 0.352, -0.087, 0.793, -0.567, -0.013, negative
1, 9, 0, -3.73, 1.872, -0.801, 0.555, -0.427, 0.791, 0.196, 0.65, -0.744, -0.372, negative
1, 9, 0, -3.7, 1.841, -0.675, 0.441, -0.383, 0.89, 0.176, 0.594, -0.677, -0.408, negative
1, 9, 0, -2.973, 0.036, -1.273, 1.519, 0.195, 1.98, 0.131, 0.832, -1.157, -0.547, positive
1, 9, 0, -1.928, 1.578, -0.997, 0.672, -1.287, 0.381, 0.249, 0.0060, -0.167, -0.637, negative
1, 9, 0, -3.173, 3.166, -1.501, -0.37, -0.437, 0.974, 0.179, 0.556, -0.794, -0.549, negative
1, 9, 0, -4.139, 3.363, -1.464, 0.459, -0.066, 1.045, -0.146, 0.172, -0.124, -0.864, negative
1, 9, 0, -3.731, 1.927, -0.705, 0.453, -0.372, 1.149, 0.046, 0.323, -0.627, -0.331, negative
1, 9, 0, -1.948, 1.536, -1.012, 0.537, -1.229, 0.183, 0.46, -0.0020, -0.178, -0.576, negative
1, 9, 0, -2.691, 2.111, -1.067, 0.174, -0.649, 0.431, -0.017, 0.655, -0.498, -0.292, negative
1, 9, 0, -3.117, 0.146, -1.228, 1.635, 0.223, 2.026, 0.036, 0.569, -1.15, -0.767, positive
1, 9, 0, -3.871, 1.694, -0.606, 1.428, 0.044, 0.844, -0.013, 0.126, -1.218, -0.553, negative
1, 9, 0, -2.937, 2.183, -1.291, 0.355, -0.372, 0.57, 0.045, 0.452, -0.705, -0.263, negative
1, 9, 0, -4.235, 3.775, -1.593, 0.814, 0.288, 0.805, -0.566, -0.247, -0.409, -0.556, negative
1, 9, 0, -3.756, 2.204, -0.716, 0.529, -0.284, 1.121, 0.022, 0.127, -0.782, -0.394, negative
1, 10, 0, -3.548, 1.611, -0.85, 0.374, 0.168, 0.318, 0.463, 0.863, -1.131, -0.334, negative
1, 10, 0, -2.464, 2.755, -0.975, -0.651, 0.158, 1.047, -0.145, 0.203, 0.246, -0.745, negative
1, 10, 0, -3.789, 1.42, -0.372, 0.568, 0.123, 0.185, 0.078, 1.006, -0.722, -0.391, negative
1, 10, 0, -3.033, 0.7, -1.077, 1.266, 0.196, 1.453, 0.317, 0.947, -0.324, -0.828, negative
1, 10, 0, -2.6, 1.219, -1.315, 0.589, 0.311, 0.364, 0.451, 0.35, -0.556, -0.314, negative
1, 10, 0, -2.969, 3.128, 0.504, -0.487, -1.371, 0.704, 0.66, 0.676, 0.469, -0.525, negative
1, 10, 0, -3.878, 3.816, -0.155, -0.668, -1.207, 0.541, 0.022, 1.972, -0.029, -0.29, negative
1, 10, 0, -3.034, 0.452, -0.946, 0.931, 0.128, 1.514, 0.142, 0.932, -0.104, -0.974, negative
1, 10, 0, -3.661, 1.292, -0.433, 0.34, 0.098, 0.363, 0.246, 0.911, -0.415, -0.507, negative
1, 10, 0, -3.047, 1.267, -0.799, 0.507, 0.524, 0.507, 0.044, 0.302, -0.731, -0.431, negative
1, 10, 0, -4.893, 3.37, -0.464, 0.538, -0.327, 0.496, 0.27, 0.47, 0.742, -0.141, negative
1, 11, 0, -2.012, 1.134, -1.029, 0.205, 0.661, 0.359, 0.456, 0.372, -0.939, -0.613, negative
1, 11, 0, -4.019, 3.52, -1.058, -0.2, -0.545, 1.348, 0.351, 0.82, -0.868, -0.434, negative
1, 11, 0, -3.209, 1.85, -0.394, 0.555, 0.425, 0.313, 0.067, 0.077, -0.163, -0.944, negative
1, 11, 0, -2.207, 1.09, -0.627, 0.024, 0.912, 0.662, 0.241, 0.348, -0.702, -0.912, negative
1, 11, 0, -3.265, 1.933, -0.316, 0.602, 0.438, 0.336, 0.048, 0.134, -0.16, -0.991, negative
1, 11, 0, -2.382, -0.294, -1.397, 1.051, 0.211, 1.901, 0.151, 0.654, -1.286, -0.609, positive
1, 11, 0, -3.977, 3.684, -1.242, -0.364, -0.217, 0.594, 0.759, 0.6, 0.069, -0.25, negative
1, 11, 0, -4.094, 3.586, -0.845, -0.026, -0.538, 0.964, 0.666, 0.647, -0.412, -0.477, negative
1, 11, 0, -4.138, 1.128, -0.601, 1.553, -0.019, 2.039, -0.176, 0.262, -0.551, -0.362, negative
1, 11, 0, -2.453, -0.32, -1.368, 1.04, 0.174, 1.985, 0.158, 0.59, -1.318, -0.587, positive
1, 11, 0, -2.289, 1.106, -0.816, 0.228, 0.867, 0.616, 0.338, 0.298, -0.843, -0.832, negative
1, 11, 0, -2.723, 1.975, -0.636, 0.336, -0.677, 0.156, -0.342, 0.479, 0.381, -0.729, negative
1, 11, 0, -2.318, 1.097, -0.832, 0.26, 0.821, 0.588, 0.402, 0.327, -0.852, -0.773, negative
1, 11, 0, -3.407, 1.821, -0.675, 0.765, 0.256, 0.469, -0.09, 0.322, -0.387, -0.968, negative
1, 11, 0, -2.919, 0.463, -0.716, 0.957, 0.635, 0.833, 0.501, 0.048, -0.134, -0.638, negative
1, 12, 1, -2.594, 2.584, -0.37, -0.524, -0.177, 0.515, -0.137, 0.095, -0.731, 0.072, negative
1, 12, 1, -3.303, 0.702, -0.209, 1.627, 0.818, 0.287, -0.541, -0.198, -0.717, 0.768, negative
1, 12, 1, -4.386, 3.055, 0.075, -0.018, -0.436, 0.566, -0.288, 0.936, -0.577, -1.01, negative
1, 12, 1, -3.699, -0.251, 0.268, 1.585, 0.85, 1.381, -0.867, -0.71, -0.19, 0.567, positive
1, 12, 1, -3.266, 0.577, -0.261, 1.481, 0.874, 0.301, -0.496, -0.012, -0.623, 0.879, negative
1, 12, 1, -1.899, 2.135, 0.092, -0.11, -0.145, 0.081, -0.067, -0.104, -0.408, -0.099, negative
1, 12, 1, -2.305, 3.625, -1.203, -0.665, -0.296, 0.775, 0.197, -0.282, -0.842, 0.188, negative
1, 12, 1, -3.189, 2.62, -0.833, 0.45, 0.0090, 0.444, -0.348, 0.126, -0.614, 0.081, negative
1, 12, 1, -2.364, 3.743, -1.393, -0.361, -0.354, 1.004, 0.208, -0.376, -1.046, 0.722, negative
1, 12, 1, -3.387, 3.286, -0.747, -0.699, -0.9, 0.891, 0.875, 0.46, -0.457, -0.636, negative
1, 12, 1, -3.269, 2.489, -0.76, 0.352, -0.092, 0.432, -0.27, 0.242, -0.523, 0.01, negative
1, 12, 1, -2.852, -0.805, -0.313, 1.565, 0.688, 1.467, -0.664, -0.916, -0.279, 0.489, positive
1, 12, 1, -2.836, 1.561, -0.076, 1.229, -0.291, -0.036, -0.369, -0.393, -0.181, 0.85, negative
1, 12, 1, -2.021, 2.493, -0.416, -0.116, 0.094, -0.033, -0.4, -0.08, -0.136, 0.069, negative
1, 12, 1, -3.39, 3.422, -0.718, -0.667, -0.871, 0.788, 0.959, 0.555, -0.482, -0.724, negative
1, 12, 1, -2.527, -0.926, -0.571, 1.613, 0.628, 1.229, -0.687, -0.808, -0.354, 0.625, positive
1, 12, 1, -4.568, 3.344, -0.0050, -0.092, -0.546, 0.479, -0.168, 1.186, -0.565, -1.025, negative
1, 13, 1, -4.039, 2.061, -0.727, 0.888, 0.302, 0.413, -0.381, -0.194, -0.614, 0.41, negative
1, 13, 1, -3.797, 4.314, -1.596, -0.476, 0.044, 0.903, 0.129, -0.141, -0.646, -0.318, negative
1, 13, 1, -4.045, 2.377, -0.3, 2.002, 0.826, -0.18, -0.768, -0.408, -0.787, 0.156, negative
1, 13, 1, -4.756, 1.197, 1.431, 1.54, 0.262, -0.277, -0.741, 0.075, -0.26, 0.876, positive
1, 13, 1, -3.999, 2.138, 0.295, 1.086, 0.699, -0.127, -0.634, -0.4, -0.505, 0.856, negative
1, 13, 1, -3.053, 1.518, -0.729, 0.828, -1.211, 0.499, 0.326, -0.136, -0.263, 0.75, negative
1, 13, 1, -3.492, 3.446, -1.734, 0.705, -0.23, 1.339, 0.092, -0.698, -1.143, -0.05, negative
1, 13, 1, -3.055, 1.4, -0.686, 0.964, -1.29, 0.545, 0.337, -0.299, -0.173, 0.69, negative
1, 13, 1, -3.51, 2.535, -0.26, 0.946, -0.072, 0.159, -0.112, -0.657, -0.789, 0.914, negative
1, 13, 1, -3.456, 2.027, -0.862, 0.887, 0.281, 0.435, -0.307, -0.387, -0.6, 0.725, negative
1, 13, 1, -3.004, 1.09, -0.328, 1.652, -0.679, 0.287, -0.297, -0.695, -0.145, 0.71, negative
1, 13, 1, -3.57, 3.41, -1.576, 0.563, 0.0020, 0.759, 0.285, -0.466, -1.409, 0.586, negative
1, 13, 1, -3.862, 2.109, -0.65, 0.99, 0.724, 0.641, -0.293, -0.519, -1.055, 0.653, negative
1, 14, 1, -2.871, 3.13, -1.3, 0.0080, -0.288, 0.483, 0.258, -0.342, -0.614, 0.83, negative
1, 14, 1, -3.642, 3.582, -1.031, -0.761, 0.046, 1.255, 0.841, 0.512, -0.259, -0.447, negative
1, 14, 1, -3.977, 2.976, 0.309, -0.259, 0.026, 0.816, -0.317, 0.492, -0.674, -0.659, negative
1, 14, 1, -4.008, 2.141, -0.18, 1.041, 0.688, 0.712, -0.879, -0.201, -1.066, -0.549, negative
1, 14, 1, -2.902, 2.988, -1.152, 0.057, -0.477, 0.622, 0.338, -0.368, -0.689, 0.793, negative
1, 14, 1, -3.242, 1.615, -0.829, 1.589, 0.09, 0.051, -0.504, -0.211, -0.513, 1.005, negative
1, 14, 1, -2.918, 2.897, -1.069, -0.077, -0.261, 0.55, 0.317, -0.322, -0.776, 0.79, negative
1, 14, 1, -3.584, 1.252, -0.062, 1.646, 0.787, 1.134, 0.096, -0.292, -1.133, 0.472, negative
1, 14, 1, -3.05, 3.055, -1.598, -0.12, 0.144, 0.757, 0.119, -0.397, -0.396, 0.477, negative
1, 14, 1, -2.938, 2.782, -1.111, -0.076, 0.0, 0.582, 0.252, -0.4, -0.773, 0.838, negative
1, 14, 1, -3.325, 2.141, -0.528, 0.439, 0.099, 0.321, 0.217, 0.135, -1.388, 0.746, negative
1, 14, 1, -3.546, 1.064, -0.0060, 1.455, 0.847, 1.117, 0.073, -0.025, -1.318, 0.557, negative
1, 14, 1, -3.32, 1.553, -0.586, 1.688, -0.262, 0.392, -0.478, -0.461, -0.522, 0.929, negative
1, 14, 1, -3.018, 3.014, -1.486, -0.105, -0.131, 0.929, 0.226, -0.463, -0.555, 0.598, negative
1, 14, 1, -4.211, 2.811, 0.016, 0.799, 0.514, 0.496, -1.219, -0.238, -0.798, -0.392, negative
1, 14, 1, -3.309, 2.256, -0.615, 0.365, 0.251, 0.439, 0.011, 0.119, -1.219, 0.695, negative
1, 14, 1, -2.924, 2.731, -1.138, 0.066, 0.1, 0.683, 0.162, -0.399, -0.882, 0.827, negative
1, 14, 1, -3.98, 2.459, 0.068, 0.023, 0.237, 1.029, -0.189, 0.521, -0.773, -0.5, negative
