@relation vowel0
@attribute TT integer [0, 1]
@attribute SpeakerNumber integer [0, 14]
@attribute Sex integer [0, 1]
@attribute F0 real [-5.211, -0.941]
@attribute F1 real [-1.274, 5.074]
@attribute F2 real [-2.487, 1.431]
@attribute F3 real [-1.409, 2.377]
@attribute F4 real [-2.127, 1.831]
@attribute F5 real [-0.836, 2.327]
@attribute F6 real [-1.537, 1.403]
@attribute F7 real [-1.293, 2.039]
@attribute F8 real [-1.613, 1.309]
@attribute F9 real [-1.68, 1.396]
@attribute Class {positive, negative}
@inputs TT, SpeakerNumber, Sex, F0, F1, F2, F3, F4, F5, F6, F7, F8, F9
@outputs Class
@data
0, 1, 0, -3.065, 3.139, -0.461, -0.221, -0.759, -0.045, 0.068, 0.274, 0.999, -0.331, negative
0, 1, 0, -3.963, 3.938, 0.466, -0.564, -1.042, -0.064, 0.241, 0.888, -0.032, 0.798, negative
0, 2, 0, -1.737, 1.789, -1.046, 1.071, -0.775, 1.041, -0.025, 0.925, -0.452, 0.0070, negative
0, 2, 0, -3.972, 2.279, -0.62, 0.954, -1.09, 0.719, 0.717, 0.3, 1.309, 0.171, negative
0, 2, 0, -2.979, 1.795, -0.87, 1.427, -0.93, 1.323, -0.212, 1.286, -0.135, -0.496, negative
0, 2, 0, -1.012, 0.516, -2.041, 0.32, -0.634, 1.969, 0.041, 1.414, -0.687, 0.047, negative
0, 2, 0, -2.308, 2.023, -0.203, 1.493, -1.223, 0.379, -0.481, 1.403, -0.045, 0.402, negative
0, 2, 0, -2.679, 1.731, -0.09, 2.003, -1.009, 0.038, -0.822, 1.232, 0.128, 0.72, negative
0, 2, 0, -3.478, 1.703, -0.557, 2.191, -1.043, 0.339, -0.0040, 0.587, 0.45, 0.0060, negative
0, 2, 0, -1.384, -0.321, -2.266, 0.937, -0.289, 2.29, 0.463, 1.096, -1.436, -0.701, positive
0, 2, 0, -1.28, 0.798, -1.647, 0.968, -0.418, 1.609, -0.031, 1.224, -0.374, 0.044, negative
0, 2, 0, -2.205, 1.804, -0.199, 1.773, -1.089, 0.312, -0.621, 1.247, 0.137, 0.406, negative
0, 2, 0, -3.425, 1.724, -0.638, 1.573, -1.041, 1.204, -0.124, 1.258, 0.548, -0.507, negative
0, 2, 0, -2.52, 1.52, -0.959, 1.296, -1.103, 1.149, -0.268, 1.249, 0.092, -0.682, negative
0, 3, 0, -1.548, -0.4, -1.659, 0.244, -0.101, 1.562, 0.551, 1.248, 0.129, -0.456, positive
0, 3, 0, -2.55, 2.629, 0.084, -0.159, -0.882, 0.093, -0.19, 0.961, 0.032, -0.589, negative
0, 3, 0, -2.464, 1.968, 0.026, 0.078, -0.542, 0.074, 0.051, 0.596, 0.26, -0.437, negative
0, 3, 0, -3.299, 1.73, 0.187, 0.121, -1.251, 0.796, -0.366, 1.091, 0.493, 0.436, negative
0, 3, 0, -1.814, 0.923, -0.931, 0.12, 0.425, 0.554, 0.237, 0.426, -0.184, -0.727, negative
0, 3, 0, -3.565, 1.363, 0.958, 1.976, -1.268, 0.091, -1.363, 0.72, 0.738, 1.145, negative
0, 3, 0, -2.434, 0.87, 0.127, 0.224, -0.811, 0.666, -0.233, 0.705, 0.408, 0.136, negative
0, 3, 0, -2.531, 1.802, 0.739, 0.236, -1.169, -0.069, -0.349, 0.903, 0.123, -0.119, negative
0, 3, 0, -3.57, 1.366, 0.97, 1.957, -1.262, 0.0020, -1.275, 0.585, 0.754, 0.993, negative
0, 3, 0, -2.483, 0.81, 0.185, 0.284, -0.917, 0.73, -0.111, 0.613, 0.373, 0.184, negative
0, 3, 0, -1.45, 0.199, -1.127, -0.281, -0.372, 1.287, 0.369, 0.855, 0.303, -0.385, negative
0, 3, 0, -1.79, 0.793, -1.041, 0.214, 0.215, 0.694, 0.121, 0.583, -0.403, -0.487, negative
0, 3, 0, -2.314, 1.494, 0.294, 0.245, -0.769, 0.05, -0.068, 0.819, 0.618, -0.572, negative
0, 3, 0, -3.155, 1.021, 0.455, 0.624, -1.306, 0.842, -0.123, 0.909, 0.328, 0.876, negative
0, 3, 0, -2.933, 0.717, 0.829, 1.508, -0.517, 0.069, -1.163, 0.021, 0.866, 1.066, negative
0, 3, 0, -3.145, 0.863, 0.416, 0.699, -1.378, 0.892, 0.02, 0.89, 0.221, 0.834, negative
0, 3, 0, -4.394, 1.162, 0.157, 0.608, -0.409, 1.352, -0.243, 0.758, 0.447, 0.096, negative
0, 3, 0, -2.704, 0.917, 0.267, 0.314, -0.756, 0.818, -0.114, 0.673, 0.261, 0.056, negative
0, 3, 0, -1.933, 0.728, -1.015, 0.27, 0.199, 0.78, 0.192, 0.706, -0.446, -0.595, negative
0, 3, 0, -2.554, 1.532, 0.812, 0.367, -1.208, -0.352, -0.252, 0.894, 0.05, 0.084, negative
0, 3, 0, -3.482, 1.127, 0.899, 1.993, -1.385, -0.05, -1.273, 0.647, 0.844, 1.044, negative
0, 3, 0, -2.804, 1.021, 0.254, 0.331, -0.654, 0.854, -0.085, 0.678, 0.259, -0.031, negative
0, 4, 1, -2.758, 2.067, -0.31, -0.543, -0.687, 0.091, 0.881, 0.172, -0.454, -0.093, negative
0, 4, 1, -2.497, 1.607, -0.621, -0.446, -0.226, -0.152, 1.16, 0.122, -0.809, 0.495, negative
0, 4, 1, -2.91, 0.918, -0.138, -0.382, 0.115, 0.29, 0.418, 0.757, -0.898, -0.189, negative
0, 4, 1, -3.162, -1.137, 0.3, 1.44, 0.688, 1.645, -0.447, -0.518, -0.52, 0.641, positive
0, 4, 1, -3.958, 3.922, 0.15, -0.265, -1.201, -0.249, 0.202, 1.163, -0.049, -0.039, negative
0, 4, 1, -4.188, 2.637, 0.502, 0.552, 0.735, 0.395, -0.026, 0.803, -0.874, -0.913, negative
0, 4, 1, -3.439, 2.711, 1.067, 0.029, -1.12, -0.212, 0.062, 1.44, -0.353, -0.42, negative
0, 4, 1, -3.02, 1.033, -0.238, -0.286, 0.088, 0.235, 0.372, 0.563, -1.027, -0.151, negative
0, 4, 1, -1.611, 0.831, -0.056, -0.048, -0.044, -0.423, 0.289, -0.092, -0.633, 0.221, negative
0, 4, 1, -3.249, 1.042, 0.589, 1.408, 0.023, -0.821, -0.581, 0.031, 0.068, 0.325, negative
0, 4, 1, -2.986, 2.072, -0.311, -0.083, -0.878, 0.449, 0.916, 0.082, -0.905, -0.109, negative
0, 4, 1, -3.661, 3.266, -0.117, -0.237, -0.755, 0.092, 0.686, 0.381, -0.58, -0.687, negative
0, 5, 1, -3.389, 2.762, -0.71, -0.026, -0.641, 0.112, 0.775, 0.443, -0.11, -0.979, negative
0, 5, 1, -2.693, 0.771, -0.87, 1.341, 0.317, 0.925, -0.328, -0.169, -0.936, 0.399, negative
0, 5, 1, -4.708, 3.269, -1.121, 0.701, 0.437, 0.176, 0.552, 0.0040, -0.168, -1.484, negative
0, 5, 1, -3.518, 0.716, -0.365, 1.788, 0.584, 1.678, -0.109, -0.016, -1.501, 0.0020, negative
0, 5, 1, -2.875, 0.868, -0.728, 1.439, 0.355, 0.846, -0.378, -0.233, -1.072, 0.505, negative
0, 5, 1, -3.236, 2.745, -0.806, -0.2, -0.386, 0.358, 0.889, 0.516, -0.297, -1.075, negative
0, 5, 1, -3.594, -0.137, -0.028, 1.018, 1.069, 0.723, 0.695, -0.982, -1.433, 0.249, positive
0, 5, 1, -3.086, 1.01, -0.627, 1.508, 0.338, 0.747, -0.479, -0.323, -1.087, 0.645, negative
0, 5, 1, -3.124, 2.733, -0.857, -0.334, -0.312, 0.587, 0.849, 0.475, -0.174, -0.899, negative
0, 5, 1, -4.788, 3.632, -0.71, 0.3, 0.366, -0.121, 0.403, -0.016, 0.124, -1.32, negative
0, 5, 1, -2.85, 1.446, -0.792, 0.482, -0.365, 0.046, -0.029, -0.761, -0.251, 0.113, negative
0, 5, 1, -3.404, 0.506, -0.591, 1.627, 0.66, 1.456, 0.068, 0.381, -1.494, -0.453, negative
0, 5, 1, -2.952, 0.777, -0.74, 1.311, 0.424, 0.853, -0.319, -0.082, -1.456, 0.616, negative
0, 5, 1, -3.462, 2.648, -0.447, -0.0, -0.416, 0.767, 0.569, -0.072, -0.08, -0.798, negative
0, 5, 1, -3.846, 1.426, -0.607, 1.434, -0.072, 1.13, -0.535, 1.159, -0.123, -0.385, negative
0, 5, 1, -4.885, 3.967, -0.948, 0.373, 0.255, -0.121, 0.43, -0.013, 0.018, -1.518, negative
0, 6, 1, -3.208, -0.608, -0.516, 1.098, 1.529, 1.069, 0.186, -0.947, -0.248, -0.059, positive
0, 6, 1, -2.528, 1.288, -0.144, -0.171, -0.077, 0.26, -0.045, 0.681, -1.399, -0.066, negative
0, 6, 1, -2.665, 1.633, -0.384, -0.111, -0.0010, 0.234, 0.033, 0.478, -1.558, 0.219, negative
0, 6, 1, -2.415, 2.517, -0.285, 0.085, -0.902, 0.283, 0.302, 0.247, -1.207, 0.371, negative
0, 6, 1, -3.76, -0.32, -0.24, 1.273, 1.751, 1.125, 0.23, -0.723, -0.501, 0.315, positive
0, 6, 1, -3.152, 0.086, -0.325, 0.868, 1.084, 0.753, -0.522, -0.0050, -0.821, 0.483, negative
0, 6, 1, -2.01, 2.164, -0.626, 0.389, -0.24, -0.441, 0.103, -0.27, -0.647, 0.165, negative
0, 6, 1, -2.93, 2.014, -0.7, 0.206, -0.088, 0.153, 0.142, -0.031, -1.437, 0.615, negative
0, 6, 1, -5.158, 2.488, 1.064, -0.343, 0.352, 0.18, -0.05, 0.817, -1.308, -0.249, negative
0, 6, 1, -2.452, 0.279, -0.805, 1.141, 0.239, 0.176, -0.104, -0.752, -0.334, 0.731, negative
0, 7, 1, -5.058, 2.236, 1.381, 1.885, -0.259, -0.483, -0.562, 0.123, -0.063, 0.663, positive
0, 7, 1, -3.753, 0.828, -0.042, 1.406, 0.209, -0.53, -0.52, -0.4, -0.386, 1.07, negative
0, 7, 1, -3.494, 1.207, -0.607, 0.242, -0.43, 0.131, 0.236, 0.545, -0.593, 0.678, negative
0, 7, 1, -2.813, 2.327, -1.246, -0.184, -0.755, 0.491, 1.202, -0.558, -0.669, 0.054, negative
0, 7, 1, -4.373, 4.643, -0.792, -1.332, -0.202, 0.597, 0.192, 1.133, -1.131, -0.28, negative
0, 7, 1, -4.468, 4.121, -0.42, -1.197, 0.338, 0.6, -0.11, 0.314, -1.248, -0.012, negative
0, 7, 1, -4.125, 2.3, -0.167, -0.27, 0.103, 0.32, -0.467, -0.254, -0.415, 0.863, negative
0, 7, 1, -3.001, 2.263, -1.178, -0.116, -0.922, 0.536, 1.286, -0.506, -0.566, -0.102, negative
0, 7, 1, -5.131, 2.192, 1.364, 1.936, -0.591, -0.354, -0.677, 0.15, 0.178, 0.38, positive
0, 7, 1, -4.149, 1.129, -0.0080, 1.215, 0.39, -0.474, -0.4, -0.343, -0.344, 0.886, negative
0, 7, 1, -4.471, 4.461, -1.887, -0.799, 0.719, 0.938, 0.239, 0.342, -1.036, -0.06, negative
0, 7, 1, -4.403, 1.409, 0.551, 1.496, 0.673, -0.616, -0.787, -0.382, -0.696, 1.139, negative
0, 7, 1, -3.894, 2.91, -0.968, -0.671, -0.131, 0.519, 0.591, 0.708, -1.515, 0.121, negative
0, 7, 1, -4.169, 1.799, -0.621, 0.025, 0.706, 0.362, -0.343, -0.049, -0.339, 0.22, negative
0, 7, 1, -5.105, 1.968, 1.14, 1.719, -0.443, -0.432, -0.969, -0.173, 0.551, 0.176, positive
0, 7, 1, -4.426, 1.167, 0.0080, 1.315, 0.189, -0.297, -0.124, -0.244, -0.423, 0.684, negative
1, 8, 0, -2.509, 1.326, 0.354, 0.663, -0.724, 0.418, -0.496, 0.713, 0.638, -0.204, negative
1, 8, 0, -2.764, 1.111, 0.727, 1.54, -0.855, 0.261, -1.11, 0.227, 0.42, 0.991, negative
1, 8, 0, -3.839, 1.248, 0.83, 0.982, -1.11, 0.617, -0.751, 0.084, 0.309, 1.125, negative
1, 8, 0, -4.848, 1.115, 0.932, 1.615, -0.589, 0.592, -0.446, -0.366, -0.447, 1.294, negative
1, 8, 0, -2.625, 1.551, 0.298, 0.324, -1.05, 0.746, 0.067, 0.603, 0.342, -0.413, negative
1, 8, 0, -1.358, 0.136, -1.082, -0.148, -0.609, 1.464, 0.144, 1.149, 0.481, 0.119, negative
1, 8, 0, -2.594, 0.621, -0.292, 0.521, 0.26, 1.204, -0.337, 0.261, -0.332, -0.51, negative
1, 8, 0, -3.366, -0.826, -0.405, 1.643, 0.603, 1.226, 0.524, 0.293, -0.858, -0.668, positive
1, 8, 0, -1.817, 0.559, -0.801, 0.234, 0.011, 1.215, -0.161, 0.809, 0.018, -0.382, negative
1, 8, 0, -3.038, 2.475, 0.024, 0.508, -0.737, -0.102, -0.358, 0.706, 0.6, -0.209, negative
1, 8, 0, -1.222, 0.491, -0.716, 0.0040, -0.323, 1.108, -0.148, 0.773, 0.387, -0.073, negative
1, 8, 0, -2.784, 1.43, 0.145, 0.309, -0.931, 1.342, 0.017, 0.589, -0.044, -0.273, negative
1, 8, 0, -3.366, 1.952, -0.898, 0.258, 0.282, 0.835, 0.29, 0.681, 0.431, -0.461, negative
1, 9, 0, -2.765, 2.817, -2.02, 0.213, -0.772, 0.852, 0.252, -0.193, -0.202, -0.093, negative
1, 9, 0, -2.008, 0.785, -1.489, 0.654, -0.685, 0.313, -0.085, 0.856, -0.516, -0.053, negative
1, 9, 0, -3.231, 3.003, -1.161, -0.315, -0.816, 0.87, 0.311, 0.677, -0.565, -0.7, negative
1, 9, 0, -4.033, 4.071, -0.586, 0.127, -1.447, 0.62, 0.197, 0.711, 0.48, -0.306, negative
1, 9, 0, -4.13, 3.105, -1.141, 0.183, -0.498, 1.324, -0.399, 0.675, -0.339, -0.694, negative
1, 9, 0, -4.718, 3.281, -0.203, 0.651, -0.883, 1.413, -0.663, 0.583, 0.237, -0.307, negative
1, 9, 0, -4.753, 3.421, -0.189, 0.656, -0.984, 1.443, -0.652, 0.546, 0.123, -0.326, negative
1, 9, 0, -3.587, 1.193, -0.617, 1.34, -0.022, 1.103, -0.072, 0.368, -0.854, -0.767, negative
1, 9, 0, -2.029, 0.698, -1.482, 0.813, -0.681, 0.422, 0.016, 0.751, -0.3, -0.237, negative
1, 9, 0, -3.239, 2.916, -1.406, -0.455, -0.454, 1.219, 0.078, 0.383, -0.776, -0.413, negative
1, 10, 0, -4.611, 2.962, -0.856, 1.161, -0.612, 0.469, 0.162, 0.705, 0.37, -0.916, negative
1, 10, 0, -2.395, 1.929, -1.496, 0.372, 0.065, 0.0090, 0.149, 0.813, -0.484, -0.672, negative
1, 10, 0, -4.089, 3.712, 0.315, -0.05, -0.929, 0.018, -0.35, 1.77, 0.244, -0.301, negative
1, 10, 0, -3.989, 3.582, -1.1, 0.374, -0.12, 0.291, 0.663, 0.96, 0.023, -0.477, negative
1, 10, 0, -2.54, 2.925, -0.377, -0.745, -0.562, 0.981, 0.303, 0.539, 0.127, -0.959, negative
1, 10, 0, -4.805, 3.228, -0.501, 0.602, -0.532, 0.745, 0.09, 0.445, 0.756, -0.42, negative
1, 10, 0, -3.337, -0.347, -0.79, 2.129, -0.058, 2.079, 0.295, 0.246, -0.687, -1.241, positive
1, 10, 0, -3.0, 0.217, -0.855, 0.803, -0.0080, 1.795, -0.01, 1.07, -0.061, -1.046, negative
1, 10, 0, -4.122, 3.177, 0.529, -0.176, -1.307, 0.132, -0.279, 1.353, 0.458, -0.0090, negative
1, 11, 0, -2.101, 1.502, -0.322, -0.363, 0.026, 0.116, 0.162, -0.074, -0.106, -0.397, negative
1, 11, 0, -2.346, 1.604, -0.283, 0.393, -0.416, 0.268, -0.463, 0.387, 0.253, -0.504, negative
1, 11, 0, -2.131, 1.487, -0.302, -0.272, 0.012, 0.067, 0.149, 0.022, -0.133, -0.322, negative
1, 11, 0, -2.941, 0.71, -0.855, 0.902, 0.635, 0.924, 0.466, 0.01, -0.342, -0.588, negative
1, 11, 0, -2.306, 1.086, -0.59, 0.106, 0.931, 0.733, 0.213, 0.274, -0.684, -0.911, negative
1, 11, 0, -2.957, 0.596, -0.756, 0.89, 0.58, 0.836, 0.543, 0.036, -0.232, -0.579, negative
1, 11, 0, -4.052, 3.747, -1.24, -0.299, -0.426, 0.917, 0.517, 0.716, -0.21, -0.125, negative
1, 11, 0, -2.904, 0.458, -0.656, 0.832, 0.61, 0.805, 0.568, 0.041, -0.114, -0.615, negative
1, 11, 0, -2.104, 1.6, -0.297, -0.071, -0.172, 0.285, 0.152, -0.089, -0.296, -0.37, negative
1, 11, 0, -2.706, 2.07, -0.691, 0.31, -0.745, 0.266, -0.413, 0.602, 0.36, -0.713, negative
1, 12, 1, -3.415, -0.538, 0.241, 2.038, 0.622, 1.027, -0.701, -0.66, -0.418, 0.781, positive
1, 12, 1, -3.012, 2.252, -0.806, 0.389, -0.11, 0.649, -0.328, 0.321, -0.559, 0.234, negative
1, 12, 1, -2.489, 2.401, -0.44, -0.367, -0.069, 0.533, 0.011, 0.118, -0.621, -0.188, negative
1, 12, 1, -3.909, 3.674, -0.648, 0.088, -0.365, 0.199, 0.424, 0.336, -0.012, -0.252, negative
1, 12, 1, -3.49, -0.474, 0.187, 1.747, 0.733, 1.307, -0.816, -0.787, -0.222, 0.41, positive
1, 12, 1, -4.299, 2.775, 0.244, 0.177, -0.436, 0.261, -0.308, 1.175, -0.227, -1.115, negative
1, 12, 1, -2.708, 2.56, -0.439, 0.324, -0.348, 0.429, 0.091, -0.037, -0.434, 0.344, negative
1, 12, 1, -4.513, 3.08, 0.068, 0.05, -0.484, 0.341, -0.257, 1.302, -0.517, -1.057, negative
1, 12, 1, -3.396, 3.867, -1.029, -0.603, -0.573, 0.78, 1.209, 0.228, -0.673, -0.562, negative
1, 12, 1, -3.35, 2.713, -0.472, 0.4, -0.196, 0.248, -0.224, 0.53, -0.358, -0.091, negative
1, 13, 1, -4.711, 1.166, 1.244, 1.746, 0.311, -0.305, -0.691, -0.137, -0.288, 1.023, positive
1, 13, 1, -4.057, 1.925, 0.521, 1.331, 0.273, -0.167, -0.365, -0.665, -0.512, 0.716, negative
1, 13, 1, -3.097, 1.385, -0.173, 1.392, -0.613, -0.143, -0.014, -0.565, -0.065, 1.129, negative
1, 13, 1, -3.065, 1.781, -0.915, 0.698, 0.175, 0.662, -0.086, -0.361, -0.774, 0.951, negative
1, 13, 1, -3.318, 3.395, -1.706, 0.753, -0.214, 1.431, -0.0, -0.192, -1.33, 0.03, negative
1, 13, 1, -4.689, 1.015, 1.312, 1.802, 0.313, -0.405, -0.663, 0.106, -0.325, 0.838, positive
1, 13, 1, -3.029, 1.747, -0.899, 0.674, -1.046, 0.558, 0.204, -0.155, -0.237, 0.655, negative
1, 13, 1, -2.926, 2.673, -1.242, 0.396, -1.029, 1.548, 0.05, -0.592, -0.331, 0.595, negative
1, 13, 1, -3.455, 2.561, -0.421, 0.847, 0.33, 0.057, -0.177, -0.494, -0.786, 0.951, negative
1, 13, 1, -3.206, 1.899, -0.933, 0.733, 0.261, 0.565, -0.225, -0.339, -0.677, 0.765, negative
1, 13, 1, -4.763, 1.305, 1.231, 1.548, 0.308, -0.152, -0.792, -0.124, -0.107, 0.885, positive
1, 13, 1, -3.985, 2.192, -0.426, 2.163, 1.114, 0.016, -0.846, -0.468, -0.858, 0.037, negative
1, 13, 1, -2.959, 1.061, -0.351, 1.745, -0.851, 0.344, -0.373, -0.729, 0.048, 0.815, negative
1, 13, 1, -3.194, 1.589, -0.774, 0.814, -1.087, 0.618, 0.218, -0.45, -0.0030, 0.526, negative
1, 13, 1, -4.062, 2.358, -0.31, 1.895, 1.095, 0.049, -0.87, -0.524, -0.98, -0.065, negative
1, 13, 1, -3.917, 1.925, 0.267, 1.361, 0.453, -0.19, -0.242, -0.633, -0.62, 1.039, negative
1, 13, 1, -2.902, 2.796, -1.199, 0.234, -0.821, 1.257, 0.263, -0.075, -1.103, 0.417, negative
1, 13, 1, -3.792, 4.29, -1.531, -0.125, -0.312, 0.624, 0.324, -0.053, -0.942, -0.301, negative
1, 13, 1, -3.636, 2.719, -0.178, 0.665, 0.099, -0.084, -0.333, -0.362, -1.049, 0.978, negative
1, 14, 1, -3.119, 3.135, -1.466, -0.352, -0.023, 0.752, 0.143, -0.231, -0.376, 0.721, negative
1, 14, 1, -3.451, 2.257, -0.845, 0.432, 0.486, 0.266, -0.215, 0.0060, -1.082, 0.759, negative
1, 14, 1, -3.634, 3.589, -1.075, -0.709, 0.058, 1.051, 0.878, 0.627, -0.111, -0.437, negative
1, 14, 1, -3.674, 1.513, 0.038, 1.604, 0.907, 1.045, -0.166, -0.295, -1.13, 0.594, negative
1, 14, 1, -3.048, 2.817, -0.703, -0.396, -0.639, 0.92, 0.674, 0.686, -0.611, -0.053, negative
1, 14, 1, -4.094, 2.499, -0.149, 1.017, 0.683, 0.536, -1.023, -0.127, -1.142, -0.421, negative
1, 14, 1, -3.232, 1.551, -0.832, 1.674, -0.042, 0.296, -0.553, -0.443, -0.413, 0.96, negative
1, 14, 1, -3.946, 2.545, 0.447, -0.0010, 0.043, 0.788, -0.102, 0.68, -0.637, -0.545, negative
1, 14, 1, -3.753, 3.605, -0.899, -0.747, -0.401, 1.765, 0.62, 0.754, -0.835, -0.301, negative
