@relation vowel0
@attribute TT integer [0, 1]
@attribute SpeakerNumber integer [0, 14]
@attribute Sex integer [0, 1]
@attribute F0 real [-5.211, -0.941]
@attribute F1 real [-1.274, 5.074]
@attribute F2 real [-2.487, 1.431]
@attribute F3 real [-1.409, 2.377]
@attribute F4 real [-2.127, 1.831]
@attribute F5 real [-0.836, 2.327]
@attribute F6 real [-1.537, 1.403]
@attribute F7 real [-1.293, 2.039]
@attribute F8 real [-1.613, 1.309]
@attribute F9 real [-1.68, 1.396]
@attribute Class {positive, negative}
@inputs TT, SpeakerNumber, Sex, F0, F1, F2, F3, F4, F5, F6, F7, F8, F9
@outputs Class
@data
0, 0, 0, -2.54, 2.144, -1.024, 0.933, -1.567, 1.024, 0.188, -0.047, 0.309, -0.633, negative
0, 0, 0, -2.826, 2.003, -0.738, 0.801, -1.669, 0.939, 0.245, -0.257, 0.256, -0.458, negative
0, 0, 0, -3.582, 2.374, -0.358, 1.162, -1.953, 0.621, 0.339, 0.355, 0.415, -0.259, negative
0, 0, 0, -3.951, 2.25, 0.127, 1.772, -1.906, 0.567, -0.432, 1.045, 0.598, -0.293, negative
0, 0, 0, -3.783, 1.974, -1.2, 0.606, -0.65, 1.504, -0.134, 0.528, 0.392, -0.58, negative
0, 0, 0, -3.673, 1.811, -1.405, 1.621, 0.044, 1.572, -0.453, 0.745, -0.066, -0.733, negative
0, 0, 0, -2.946, 1.649, -1.167, 0.788, -0.909, 1.3, -0.562, 0.902, -0.07, -0.842, negative
0, 0, 0, -3.665, 0.337, -0.641, 1.791, -0.194, 1.686, -0.359, 0.57, -0.676, -0.841, positive
0, 0, 0, -3.165, 0.408, -0.971, 1.207, -0.298, 1.921, -0.215, 0.723, -0.492, -0.425, negative
0, 0, 0, -2.312, 1.746, -1.51, 1.019, -0.99, 0.941, -0.488, 0.208, 0.033, -0.847, negative
0, 0, 0, -2.887, 2.131, -0.83, 0.682, -1.557, 0.818, 0.448, -0.382, 0.207, -0.402, negative
0, 0, 0, -3.635, 2.25, -0.394, 1.012, -1.693, 0.117, 0.665, 0.281, 0.343, -0.0030, negative
0, 0, 0, -3.712, 1.816, -1.171, 0.647, -0.767, 1.698, -0.347, 0.92, 0.159, -0.359, negative
0, 0, 0, -2.859, 1.627, -1.14, 0.769, -0.948, 1.39, -0.608, 0.956, -0.204, -0.727, negative
0, 0, 0, -3.624, 0.305, -0.708, 1.758, -0.194, 1.675, -0.273, 0.561, -0.577, -0.843, positive
0, 0, 0, -3.062, 0.351, -1.071, 1.061, -0.355, 1.99, -0.21, 0.796, -0.358, -0.299, negative
0, 0, 0, -2.081, 1.05, -1.778, 0.411, -0.518, 1.46, -0.576, 0.735, -0.866, -0.172, negative
0, 0, 0, -2.289, 1.845, -1.616, 0.987, -0.876, 1.044, -0.549, 0.196, -0.07, -0.814, negative
0, 0, 0, -2.724, 2.067, -1.142, 0.923, -1.157, 1.17, -0.276, 0.172, -0.0080, -0.649, negative
0, 0, 0, -3.015, 2.232, -0.899, 0.574, -1.331, 0.546, 0.61, -0.452, 0.035, -0.156, negative
0, 0, 0, -3.559, 2.126, -0.445, 1.053, -1.765, 0.349, 0.546, 0.321, 0.443, -0.118, negative
0, 0, 0, -4.074, 2.281, 0.152, 1.556, -1.613, -0.047, 0.222, 0.252, 0.775, 0.125, negative
0, 0, 0, -3.687, 1.784, -1.593, 1.603, 0.123, 1.424, -0.225, 0.441, 0.206, -0.714, negative
0, 0, 0, -2.69, 1.652, -1.261, 0.674, -0.964, 1.449, -0.593, 1.005, -0.303, -0.541, negative
0, 0, 0, -3.593, 0.29, -0.782, 1.707, -0.175, 1.662, -0.137, 0.493, -0.492, -0.926, positive
0, 0, 0, -3.046, 0.387, -1.165, 0.94, -0.386, 1.978, -0.186, 0.811, -0.394, -0.198, negative
0, 0, 0, -2.255, 0.902, -1.723, 0.454, -0.524, 1.453, -0.614, 0.761, -0.885, -0.118, negative
0, 0, 0, -2.299, 1.848, -1.695, 1.065, -0.861, 1.047, -0.607, 0.313, -0.253, -0.759, negative
0, 0, 0, -2.911, 1.928, -1.131, 0.899, -0.911, 1.111, -0.208, -0.047, -0.029, -0.539, negative
0, 0, 0, -3.089, 2.339, -0.973, 0.463, -1.169, 0.543, 0.598, -0.45, -0.08, -0.039, negative
0, 0, 0, -3.459, 2.086, -0.595, 0.937, -1.841, 0.6, 0.457, 0.4, 0.473, -0.211, negative
0, 0, 0, -4.208, 2.447, 0.049, 1.331, -2.088, 0.585, -0.05, 0.82, 0.606, -0.302, negative
0, 0, 0, -3.543, 1.391, -1.22, 0.699, -0.769, 1.579, -0.379, 1.158, 0.181, -0.178, negative
0, 0, 0, -3.171, 0.49, -1.128, 0.911, -0.388, 2.014, -0.212, 0.707, -0.551, -0.187, negative
0, 0, 0, -2.302, 0.85, -1.646, 0.455, -0.488, 1.491, -0.617, 0.819, -0.887, -0.08, negative
0, 0, 0, -2.368, 1.727, -1.556, 1.162, -0.819, 0.941, -0.572, 0.345, -0.279, -0.736, negative
0, 0, 0, -3.141, 1.873, -1.131, 0.941, -0.759, 1.224, -0.354, 0.016, -0.218, -0.568, negative
0, 0, 0, -3.065, 2.372, -1.002, 0.496, -1.295, 0.86, 0.327, -0.404, 0.067, -0.155, negative
0, 0, 0, -4.238, 2.437, 0.036, 1.158, -2.127, 0.554, 0.12, 0.823, 0.565, -0.293, negative
0, 0, 0, -3.546, 1.258, -1.227, 0.823, -0.702, 1.734, -0.397, 1.333, -0.277, 0.013, negative
0, 0, 0, -3.869, 1.86, -1.646, 1.612, 0.044, 1.531, -0.493, 0.862, -0.106, -1.001, negative
0, 0, 0, -2.666, 1.516, -1.198, 0.741, -1.066, 1.24, -0.574, 0.965, -0.13, -0.711, negative
0, 1, 0, -4.102, 0.209, 0.414, 0.423, 0.985, 1.434, 0.663, 0.036, -0.784, -0.668, positive
0, 1, 0, -1.372, -0.03, -1.003, -0.388, -0.471, 1.141, 0.654, 0.823, 0.558, 0.043, negative
0, 1, 0, -1.954, 1.595, -1.593, 0.37, -0.136, 0.022, 0.034, 0.321, -0.19, -0.491, negative
0, 1, 0, -2.654, 2.39, -0.0080, 0.07, -1.063, 0.304, -0.105, 0.281, 0.488, -0.382, negative
0, 1, 0, -2.321, 1.303, 0.32, -0.085, -0.278, 0.0010, -0.094, -0.283, 0.852, 0.022, negative
0, 1, 0, -3.141, 3.314, -0.996, -0.394, -0.19, -0.312, 0.137, 0.631, 0.547, -0.247, negative
0, 1, 0, -3.941, 3.353, 0.486, -0.506, -1.12, 0.101, 0.297, 0.711, -0.078, 0.648, negative
0, 1, 0, -4.161, 2.937, 0.157, 0.336, -0.968, 0.641, 0.088, 0.237, 0.565, 0.823, negative
0, 1, 0, -4.52, 2.231, -0.088, 0.513, -0.528, 1.246, 0.198, 0.242, 0.161, 0.769, negative
0, 1, 0, -4.275, 0.162, 0.728, 0.662, 0.94, 1.269, 0.711, 0.073, -0.827, -0.655, positive
0, 1, 0, -1.709, 0.486, -0.953, -0.346, 0.02, 0.786, 0.145, 0.564, -0.229, -0.322, negative
0, 1, 0, -1.952, 1.469, -1.375, 0.105, -0.154, 0.17, -0.047, 0.336, -0.098, -0.41, negative
0, 1, 0, -2.441, 1.415, 0.386, -0.335, -0.187, -0.079, -0.0, -0.175, 0.792, -0.026, negative
0, 1, 0, -3.146, 3.076, -0.683, -0.032, -0.693, -0.06, -0.267, 0.476, 0.982, -0.352, negative
0, 1, 0, -3.902, 3.586, 0.334, -0.669, -1.087, 0.255, 0.461, 0.812, -0.185, 0.535, negative
0, 1, 0, -4.267, 3.01, 0.172, 0.028, -0.827, 0.532, 0.099, 0.326, 0.34, 0.696, negative
0, 1, 0, -4.65, 2.455, 0.013, 0.681, -0.8, 1.434, 0.126, 0.036, 0.382, 0.278, negative
0, 1, 0, -3.03, 1.185, 0.314, -0.121, -0.591, 0.965, 0.353, -0.137, -0.221, 0.075, negative
0, 1, 0, -4.473, 0.373, 0.858, 0.919, 0.778, 1.272, 0.653, -0.216, -0.891, -0.627, positive
0, 1, 0, -1.856, 0.063, -1.011, -0.238, -0.152, 1.461, 0.572, 0.775, 0.154, -0.31, negative
0, 1, 0, -1.976, 0.389, -0.947, -0.25, -0.065, 0.949, 0.127, 0.478, -0.323, -0.345, negative
0, 1, 0, -1.914, 1.473, -1.342, -0.013, -0.213, 0.253, 0.0050, 0.229, -0.0090, -0.445, negative
0, 1, 0, -2.7, 2.83, -0.389, 0.032, -0.958, 0.44, -0.168, 0.519, 0.169, -0.525, negative
0, 1, 0, -2.554, 1.117, 0.42, -0.022, -0.645, 0.02, 0.145, -0.327, 0.66, 0.073, negative
0, 1, 0, -3.054, 3.104, -0.513, -0.085, -0.952, 0.299, -0.269, 0.459, 0.892, -0.308, negative
0, 1, 0, -3.84, 3.745, 0.121, -0.656, -1.066, 0.329, 0.734, 0.875, -0.295, 0.418, negative
0, 1, 0, -4.323, 2.853, 0.385, 0.209, -1.096, 0.431, 0.119, 0.268, 0.131, 0.654, negative
0, 1, 0, -4.676, 2.537, 0.075, 0.73, -0.933, 1.493, 0.049, 0.076, 0.254, 0.276, negative
0, 1, 0, -2.922, 1.516, -0.0020, -0.353, -0.464, 1.184, 0.383, -0.175, -0.346, -0.033, negative
0, 1, 0, -4.477, 0.246, 1.087, 1.108, 0.682, 1.057, 0.424, -0.264, -1.195, -0.52, positive
0, 1, 0, -1.895, -0.012, -0.97, -0.152, -0.161, 1.509, 0.487, 0.809, 0.044, -0.264, negative
0, 1, 0, -1.912, 1.554, -1.455, -0.017, -0.118, 0.27, -0.037, 0.163, -0.027, -0.474, negative
0, 1, 0, -2.724, 2.998, -0.56, -0.077, -0.944, 0.548, -0.08, 0.4, 0.144, -0.63, negative
0, 1, 0, -2.385, 1.241, 0.272, -0.04, -0.692, 0.16, -0.061, -0.189, 0.744, 0.088, negative
0, 1, 0, -3.092, 3.014, -0.307, -0.016, -0.956, 0.195, -0.227, 0.367, 0.958, -0.092, negative
0, 1, 0, -3.917, 3.496, 0.409, -0.531, -1.15, 0.017, 0.605, 0.977, -0.328, 0.447, negative
0, 1, 0, -4.232, 3.035, 0.428, 0.497, -1.374, 0.549, 0.133, 0.232, 0.129, 0.487, negative
0, 1, 0, -4.759, 2.696, 0.104, 0.697, -0.787, 1.114, 0.205, -0.066, 0.369, 0.306, negative
0, 1, 0, -2.945, 1.724, -0.312, -0.239, -0.447, 1.36, 0.014, -0.102, 0.021, -0.564, negative
0, 1, 0, -2.05, 0.065, -0.938, -0.037, 0.082, 1.561, 0.393, 0.835, -0.029, -0.394, negative
0, 1, 0, -1.804, 0.431, -1.0, -0.427, -0.094, 0.848, 0.084, 0.636, -0.275, -0.214, negative
0, 1, 0, -1.978, 1.542, -1.487, -0.096, -0.025, 0.32, -0.063, 0.097, -0.073, -0.381, negative
0, 1, 0, -2.748, 3.217, -0.976, -0.213, -0.792, 0.771, -0.032, 0.223, 0.043, -0.825, negative
0, 1, 0, -2.351, 1.53, 0.086, -0.075, -0.426, 0.125, -0.197, 0.033, 0.848, -0.038, negative
0, 1, 0, -3.985, 3.614, 0.584, -0.42, -1.105, -0.174, 0.348, 0.885, -0.165, 0.65, negative
0, 1, 0, -4.16, 3.329, 0.275, 0.394, -1.287, 0.693, 0.483, 0.121, 0.286, 0.153, negative
0, 1, 0, -4.88, 3.064, 0.06, 0.434, -0.575, 0.897, 0.25, 0.085, 0.093, 0.445, negative
0, 1, 0, -4.158, -0.342, 0.9, 1.09, 0.56, 0.955, 0.395, -0.328, -1.52, -0.498, positive
0, 1, 0, -2.441, 0.191, -0.814, 0.255, 0.411, 1.636, 0.395, 0.761, -0.0050, -0.564, negative
0, 1, 0, -1.672, 0.328, -0.833, -0.577, -0.363, 0.84, 0.18, 0.682, -0.124, -0.109, negative
0, 1, 0, -2.051, 1.508, -1.641, -0.058, -0.102, 0.346, -0.021, 0.109, -0.147, -0.298, negative
0, 1, 0, -3.065, 3.139, -0.461, -0.221, -0.759, -0.045, 0.068, 0.274, 0.999, -0.331, negative
0, 1, 0, -3.963, 3.938, 0.466, -0.564, -1.042, -0.064, 0.241, 0.888, -0.032, 0.798, negative
0, 1, 0, -4.136, 3.582, -0.407, -0.038, -0.687, 1.031, 0.491, 0.157, 0.305, 0.028, negative
0, 1, 0, -3.058, 1.678, -0.351, -0.255, 0.038, 0.692, -0.173, 0.226, 0.202, -0.593, negative
0, 2, 0, -1.202, -0.253, -2.487, 0.809, -0.367, 2.169, 0.32, 1.034, -1.385, -0.706, positive
0, 2, 0, -1.077, 0.511, -2.006, 0.305, -0.584, 1.962, 0.089, 1.406, -0.669, -0.027, negative
0, 2, 0, -1.768, 0.786, -1.468, 1.077, -0.347, 1.704, -0.171, 1.076, -0.691, -0.06, negative
0, 2, 0, -1.737, 1.789, -1.046, 1.071, -0.775, 1.041, -0.025, 0.925, -0.452, 0.0070, negative
0, 2, 0, -2.432, 2.126, -0.218, 1.422, -1.169, 0.41, -0.393, 1.326, -0.067, 0.225, negative
0, 2, 0, -2.125, 1.952, -0.415, 1.458, -0.985, 0.52, -0.344, 1.249, -0.37, 0.145, negative
0, 2, 0, -3.813, 3.705, -0.157, 1.561, -1.503, -0.366, -0.581, 1.412, 0.29, -0.099, negative
0, 2, 0, -3.05, 1.6, -0.686, 1.543, -1.149, -0.043, 0.297, 0.727, 0.598, 0.458, negative
0, 2, 0, -3.972, 2.279, -0.62, 0.954, -1.09, 0.719, 0.717, 0.3, 1.309, 0.171, negative
0, 2, 0, -2.979, 1.795, -0.87, 1.427, -0.93, 1.323, -0.212, 1.286, -0.135, -0.496, negative
0, 2, 0, -1.012, 0.516, -2.041, 0.32, -0.634, 1.969, 0.041, 1.414, -0.687, 0.047, negative
0, 2, 0, -1.501, 0.847, -1.619, 0.92, -0.488, 1.616, -0.161, 1.127, -0.613, -0.051, negative
0, 2, 0, -1.674, 1.711, -1.04, 1.136, -0.869, 1.036, -0.157, 0.946, -0.361, 0.02, negative
0, 2, 0, -2.308, 2.023, -0.203, 1.493, -1.223, 0.379, -0.481, 1.403, -0.045, 0.402, negative
0, 2, 0, -2.155, 2.027, -0.393, 1.354, -1.045, 0.646, -0.246, 1.279, -0.396, 0.177, negative
0, 2, 0, -2.652, 2.156, -0.053, 1.694, -1.258, 0.062, -0.61, 1.397, 0.133, 0.602, negative
0, 2, 0, -3.834, 3.749, -0.183, 1.518, -1.585, -0.281, -0.334, 1.191, 0.425, -0.104, negative
0, 2, 0, -4.17, 2.232, -0.389, 1.211, -1.011, 0.57, 0.543, 0.218, 1.206, 0.044, negative
0, 2, 0, -1.393, -0.305, -2.29, 1.1, -0.254, 2.327, 0.363, 0.795, -1.521, -0.756, positive
0, 2, 0, -0.941, 0.539, -2.02, 0.314, -0.679, 1.897, 0.028, 1.504, -0.632, 0.111, negative
0, 2, 0, -1.332, 0.848, -1.665, 0.97, -0.463, 1.522, -0.159, 1.101, -0.541, -0.05, negative
0, 2, 0, -1.57, 1.655, -1.04, 1.16, -0.923, 0.961, -0.231, 0.955, -0.273, 0.065, negative
0, 2, 0, -2.227, 1.993, -0.156, 1.554, -1.19, 0.332, -0.548, 1.362, -0.013, 0.369, negative
0, 2, 0, -2.043, 1.95, -0.435, 1.341, -1.049, 0.558, -0.237, 1.237, -0.283, 0.306, negative
0, 2, 0, -2.679, 1.731, -0.09, 2.003, -1.009, 0.038, -0.822, 1.232, 0.128, 0.72, negative
0, 2, 0, -3.478, 1.703, -0.557, 2.191, -1.043, 0.339, -0.0040, 0.587, 0.45, 0.0060, negative
0, 2, 0, -4.333, 2.438, -0.219, 1.372, -0.761, 0.306, 0.594, -0.022, 1.103, 0.19, negative
0, 2, 0, -2.704, 1.285, -0.908, 1.57, -0.84, 1.044, -0.399, 0.951, 0.345, -0.695, negative
0, 2, 0, -1.417, -0.319, -2.254, 1.072, -0.221, 2.268, 0.43, 0.923, -1.486, -0.698, positive
0, 2, 0, -0.961, 0.514, -1.951, 0.364, -0.68, 1.895, 0.047, 1.539, -0.63, 0.094, negative
0, 2, 0, -1.22, 0.831, -1.674, 0.94, -0.425, 1.463, -0.063, 1.135, -0.422, 0.06, negative
0, 2, 0, -1.501, 1.611, -1.003, 1.156, -0.883, 0.901, -0.169, 0.862, -0.151, 0.164, negative
0, 2, 0, -2.176, 1.952, -0.144, 1.659, -1.128, 0.28, -0.658, 1.346, 0.0080, 0.505, negative
0, 2, 0, -2.624, 1.653, -0.156, 2.023, -1.052, 0.086, -0.752, 1.341, 0.196, 0.71, negative
0, 2, 0, -4.373, 2.463, -0.171, 1.501, -0.639, 0.292, 0.518, -0.114, 1.127, 0.332, negative
0, 2, 0, -1.384, -0.321, -2.266, 0.937, -0.289, 2.29, 0.463, 1.096, -1.436, -0.701, positive
0, 2, 0, -1.123, 0.415, -1.954, 0.563, -0.465, 1.983, 0.027, 1.614, -0.568, 0.0070, negative
0, 2, 0, -1.28, 0.798, -1.647, 0.968, -0.418, 1.609, -0.031, 1.224, -0.374, 0.044, negative
0, 2, 0, -2.205, 1.804, -0.199, 1.773, -1.089, 0.312, -0.621, 1.247, 0.137, 0.406, negative
0, 2, 0, -2.574, 1.814, -0.167, 1.826, -1.156, 0.12, -0.609, 1.543, 0.11, 0.75, negative
0, 2, 0, -3.693, 3.067, -0.273, 1.619, -1.905, 0.045, 0.0060, 1.347, 0.346, 0.36, negative
0, 2, 0, -3.545, 1.926, -0.512, 1.732, -1.109, 1.006, 0.021, 0.82, 0.731, -0.639, negative
0, 2, 0, -4.386, 2.271, -0.157, 1.536, -0.614, 0.23, 0.57, -0.117, 1.074, 0.397, negative
0, 2, 0, -2.53, 1.492, -0.936, 1.21, -1.154, 1.316, -0.267, 1.149, 0.226, -0.77, negative
0, 2, 0, -1.4, 0.316, -1.894, 0.83, -0.242, 2.038, 0.0030, 1.667, -0.515, -0.087, negative
0, 2, 0, -1.494, 0.663, -1.58, 1.191, -0.252, 1.777, -0.072, 1.189, -0.409, 0.09, negative
0, 2, 0, -1.512, 1.492, -1.053, 1.262, -0.809, 0.941, -0.122, 0.807, -0.206, 0.145, negative
0, 2, 0, -1.804, 1.556, -0.803, 1.388, -0.989, 0.751, -0.029, 0.963, -0.228, 0.297, negative
0, 2, 0, -2.447, 1.914, -0.208, 1.641, -1.159, 0.104, -0.539, 1.58, 0.058, 0.786, negative
0, 2, 0, -3.675, 3.132, -0.241, 1.587, -1.75, -0.222, 0.039, 1.052, 0.545, 0.233, negative
0, 2, 0, -3.425, 1.724, -0.638, 1.573, -1.041, 1.204, -0.124, 1.258, 0.548, -0.507, negative
0, 2, 0, -4.376, 2.216, -0.269, 1.32, -0.66, 0.159, 0.719, 0.0080, 1.058, 0.472, negative
0, 2, 0, -2.52, 1.52, -0.959, 1.296, -1.103, 1.149, -0.268, 1.249, 0.092, -0.682, negative
0, 3, 0, -1.548, -0.4, -1.659, 0.244, -0.101, 1.562, 0.551, 1.248, 0.129, -0.456, positive
0, 3, 0, -1.614, 0.287, -1.195, -0.252, -0.257, 1.251, 0.281, 0.898, 0.188, -0.423, negative
0, 3, 0, -1.891, 0.988, -1.06, 0.119, 0.59, 0.263, 0.372, 0.39, -0.376, -0.655, negative
0, 3, 0, -2.03, 1.764, -0.386, -0.249, 0.18, 0.117, 0.096, -0.121, 0.067, -0.552, negative
0, 3, 0, -2.55, 2.629, 0.084, -0.159, -0.882, 0.093, -0.19, 0.961, 0.032, -0.589, negative
0, 3, 0, -2.464, 1.968, 0.026, 0.078, -0.542, 0.074, 0.051, 0.596, 0.26, -0.437, negative
0, 3, 0, -3.193, 2.026, 0.83, 0.813, -1.205, 0.036, -0.95, 0.786, 1.045, 0.21, negative
0, 3, 0, -3.566, 1.504, 0.94, 1.829, -1.224, 0.178, -1.454, 0.92, 0.767, 1.059, negative
0, 3, 0, -3.299, 1.73, 0.187, 0.121, -1.251, 0.796, -0.366, 1.091, 0.493, 0.436, negative
0, 3, 0, -3.601, 0.742, -0.238, 0.332, -0.561, 1.275, -0.014, 0.844, 0.558, 0.659, negative
0, 3, 0, -2.439, 0.789, 0.082, 0.242, -0.693, 0.595, -0.353, 0.702, 0.413, 0.098, negative
0, 3, 0, -1.425, 0.256, -1.13, -0.284, -0.394, 1.253, 0.306, 0.893, 0.272, -0.378, negative
0, 3, 0, -1.814, 0.923, -0.931, 0.12, 0.425, 0.554, 0.237, 0.426, -0.184, -0.727, negative
0, 3, 0, -2.007, 1.814, -0.581, -0.027, 0.127, 0.081, 0.089, -0.016, 0.115, -0.719, negative
0, 3, 0, -2.559, 2.3, 0.408, -0.0010, -1.077, 0.125, -0.254, 0.975, 0.07, -0.47, negative
0, 3, 0, -3.24, 1.749, 0.959, 1.071, -1.188, 0.018, -1.024, 0.664, 1.007, 0.443, negative
0, 3, 0, -3.565, 1.363, 0.958, 1.976, -1.268, 0.091, -1.363, 0.72, 0.738, 1.145, negative
0, 3, 0, -3.198, 1.373, 0.392, 0.423, -1.203, 0.656, -0.428, 0.994, 0.576, 0.865, negative
0, 3, 0, -3.772, 0.904, -0.195, 0.317, -0.473, 1.31, -0.043, 0.898, 0.536, 0.503, negative
0, 3, 0, -2.434, 0.87, 0.127, 0.224, -0.811, 0.666, -0.233, 0.705, 0.408, 0.136, negative
0, 3, 0, -1.656, -0.496, -1.719, 0.363, -0.0020, 1.637, 0.535, 1.319, -0.012, -0.49, positive
0, 3, 0, -1.388, 0.215, -1.105, -0.295, -0.39, 1.282, 0.356, 0.816, 0.292, -0.376, negative
0, 3, 0, -1.764, 0.888, -1.001, 0.197, 0.3, 0.66, 0.159, 0.557, -0.301, -0.65, negative
0, 3, 0, -2.531, 1.802, 0.739, 0.236, -1.169, -0.069, -0.349, 0.903, 0.123, -0.119, negative
0, 3, 0, -2.375, 1.642, 0.308, 0.255, -0.82, 0.225, -0.092, 0.874, 0.367, -0.525, negative
0, 3, 0, -3.179, 1.346, 0.988, 1.32, -0.852, -0.0080, -1.234, 0.347, 1.02, 0.771, negative
0, 3, 0, -3.57, 1.366, 0.97, 1.957, -1.262, 0.0020, -1.275, 0.585, 0.754, 0.993, negative
0, 3, 0, -2.483, 0.81, 0.185, 0.284, -0.917, 0.73, -0.111, 0.613, 0.373, 0.184, negative
0, 3, 0, -1.823, -0.578, -1.624, 0.52, 0.052, 1.711, 0.535, 1.318, -0.115, -0.505, positive
0, 3, 0, -1.45, 0.199, -1.127, -0.281, -0.372, 1.287, 0.369, 0.855, 0.303, -0.385, negative
0, 3, 0, -1.79, 0.793, -1.041, 0.214, 0.215, 0.694, 0.121, 0.583, -0.403, -0.487, negative
0, 3, 0, -2.089, 1.695, -0.528, -0.232, 0.385, -0.137, 0.033, 0.071, 0.033, -0.744, negative
0, 3, 0, -2.475, 1.498, 0.864, 0.397, -1.17, -0.234, -0.388, 0.825, 0.16, 0.057, negative
0, 3, 0, -2.314, 1.494, 0.294, 0.245, -0.769, 0.05, -0.068, 0.819, 0.618, -0.572, negative
0, 3, 0, -3.062, 1.008, 0.935, 1.443, -0.579, 0.068, -1.333, 0.106, 0.958, 0.979, negative
0, 3, 0, -3.576, 1.357, 0.912, 1.878, -1.166, 0.039, -1.537, 0.658, 0.843, 1.087, negative
0, 3, 0, -3.155, 1.021, 0.455, 0.624, -1.306, 0.842, -0.123, 0.909, 0.328, 0.876, negative
0, 3, 0, -2.608, 0.839, 0.203, 0.305, -0.851, 0.78, -0.143, 0.607, 0.344, 0.106, negative
0, 3, 0, -1.921, 0.719, -0.95, 0.299, 0.222, 0.786, 0.128, 0.588, -0.462, -0.491, negative
0, 3, 0, -2.052, 1.483, -0.488, 0.041, -0.131, 0.273, -0.112, -0.064, 0.307, -0.8, negative
0, 3, 0, -2.507, 1.528, 0.852, 0.331, -1.231, -0.259, -0.265, 0.856, 0.07, 0.069, negative
0, 3, 0, -2.291, 1.146, 0.352, 0.354, -0.714, 0.08, -0.181, 0.787, 0.709, -0.409, negative
0, 3, 0, -2.933, 0.717, 0.829, 1.508, -0.517, 0.069, -1.163, 0.021, 0.866, 1.066, negative
0, 3, 0, -3.145, 0.863, 0.416, 0.699, -1.378, 0.892, 0.02, 0.89, 0.221, 0.834, negative
0, 3, 0, -4.394, 1.162, 0.157, 0.608, -0.409, 1.352, -0.243, 0.758, 0.447, 0.096, negative
0, 3, 0, -2.704, 0.917, 0.267, 0.314, -0.756, 0.818, -0.114, 0.673, 0.261, 0.056, negative
0, 3, 0, -2.058, -0.61, -1.497, 0.696, 0.072, 1.802, 0.626, 1.303, -0.192, -0.538, positive
0, 3, 0, -1.537, 0.043, -1.125, -0.213, -0.378, 1.265, 0.33, 0.87, 0.293, -0.393, negative
0, 3, 0, -1.933, 0.728, -1.015, 0.27, 0.199, 0.78, 0.192, 0.706, -0.446, -0.595, negative
0, 3, 0, -2.076, 1.413, -0.584, 0.19, -0.35, 0.518, -0.406, 0.313, 0.027, -0.724, negative
0, 3, 0, -2.554, 1.532, 0.812, 0.367, -1.208, -0.352, -0.252, 0.894, 0.05, 0.084, negative
0, 3, 0, -2.343, 0.788, 0.373, 0.492, -0.667, 0.279, -0.24, 0.827, 0.589, -0.267, negative
0, 3, 0, -3.482, 1.127, 0.899, 1.993, -1.385, -0.05, -1.273, 0.647, 0.844, 1.044, negative
0, 3, 0, -4.521, 1.43, 0.162, 0.58, -0.351, 1.339, -0.259, 0.81, 0.431, -0.102, negative
0, 3, 0, -2.804, 1.021, 0.254, 0.331, -0.654, 0.854, -0.085, 0.678, 0.259, -0.031, negative
0, 4, 1, -2.611, 0.434, 0.231, 1.343, 0.323, -0.378, -0.618, -0.219, -0.285, 0.347, negative
0, 4, 1, -1.566, 0.93, -0.181, -0.155, -0.164, -0.277, 0.144, -0.047, -0.694, 0.282, negative
