@relation vowel0
@attribute TT integer [0, 1]
@attribute SpeakerNumber integer [0, 14]
@attribute Sex integer [0, 1]
@attribute F0 real [-5.211, -0.941]
@attribute F1 real [-1.274, 5.074]
@attribute F2 real [-2.487, 1.431]
@attribute F3 real [-1.409, 2.377]
@attribute F4 real [-2.127, 1.831]
@attribute F5 real [-0.836, 2.327]
@attribute F6 real [-1.537, 1.403]
@attribute F7 real [-1.293, 2.039]
@attribute F8 real [-1.613, 1.309]
@attribute F9 real [-1.68, 1.396]
@attribute Class {positive, negative}
@inputs TT, SpeakerNumber, Sex, F0, F1, F2, F3, F4, F5, F6, F7, F8, F9
@outputs Class
@data
0, 4, 1, -4.068, 2.566, -0.068, -0.152, 0.126, 0.548, 0.453, 0.577, -0.543, -0.896, negative
0, 4, 1, -3.049, 0.084, 0.981, 1.193, 0.761, 0.495, -0.714, -0.466, -0.568, -0.149, negative
0, 4, 1, -2.837, 0.528, 0.241, 1.629, 0.23, -0.545, -0.643, -0.231, -0.186, 0.45, negative
0, 4, 1, -4.087, 2.555, 0.123, -0.151, 0.118, 0.474, 0.365, 0.495, -0.473, -0.886, negative
0, 4, 1, -3.278, 0.324, 1.047, 1.152, 0.725, 0.168, -0.839, -0.381, -0.687, 0.013, negative
0, 4, 1, -1.596, 0.885, -0.199, 0.199, -0.115, -0.474, 0.428, -0.113, -0.61, 0.131, negative
0, 4, 1, -4.129, 2.686, 0.308, -0.125, 0.117, 0.393, 0.199, 0.308, -0.478, -0.909, negative
0, 4, 1, -2.846, 1.01, -0.219, -0.083, 0.091, 0.076, 0.442, 0.509, -1.181, -0.021, negative
0, 4, 1, -3.693, -0.568, 0.727, 1.236, 0.612, 1.502, -0.804, -0.763, -0.346, 0.788, positive
0, 4, 1, -3.543, 0.624, 0.674, 1.413, 0.653, -0.445, -0.803, -0.256, -0.65, 0.423, negative
0, 4, 1, -1.708, 0.944, -0.14, 0.151, -0.092, -0.481, 0.22, 0.034, -0.692, 0.19, negative
0, 5, 1, -2.493, 1.382, -0.929, 0.465, -0.369, 0.0020, 0.187, -0.696, -0.31, 0.348, negative
0, 5, 1, -2.905, 2.311, -0.658, 0.022, -1.121, 0.25, 0.467, 0.484, -0.157, -0.676, negative
0, 5, 1, -2.685, 1.971, -0.857, 0.033, -0.638, 0.484, 0.143, 0.159, -0.218, -0.343, negative
0, 5, 1, -4.694, 3.229, -1.153, 0.702, 0.452, 0.298, 0.454, 0.0010, -0.264, -1.399, negative
0, 5, 1, -3.012, 1.628, -0.834, 0.975, -0.299, 0.926, 0.174, 0.836, -0.239, -1.144, negative
0, 5, 1, -2.591, 1.809, -0.659, -0.016, -0.673, 0.588, 0.084, 0.182, -0.094, -0.372, negative
0, 5, 1, -2.612, 1.403, -0.87, 0.47, -0.448, 0.172, -0.06, -0.656, -0.334, 0.087, negative
0, 5, 1, -2.497, 1.692, -0.607, 0.02, -0.71, 0.612, 0.093, 0.272, -0.06, -0.507, negative
0, 5, 1, -3.775, 2.188, -1.017, 0.687, -0.464, 1.189, -0.157, 1.673, -0.024, -1.144, negative
0, 5, 1, -2.846, 2.43, -0.78, -0.153, -0.905, 0.24, 0.746, 0.14, -0.114, -0.746, negative
0, 5, 1, -2.511, 1.511, -0.555, 0.226, -0.735, 0.631, -0.0060, 0.52, -0.138, -0.651, negative
0, 5, 1, -4.836, 3.871, -0.684, 0.182, 0.349, -0.176, 0.317, 0.059, -0.024, -1.13, negative
0, 5, 1, -2.973, 1.304, -0.849, 0.984, -0.508, 0.59, 0.248, 0.728, 0.073, -1.107, negative
0, 5, 1, -3.858, 0.115, 0.05, 1.17, 0.975, 0.703, 0.585, -1.191, -1.172, -0.076, positive
0, 5, 1, -2.906, 1.102, -0.491, 0.575, -0.386, 0.771, -0.134, 0.977, -0.54, -0.604, negative
0, 6, 1, -2.569, -0.11, -0.841, 0.732, 1.112, 0.961, -0.075, 0.148, -0.893, 0.314, negative
0, 6, 1, -2.335, 2.896, -0.295, -0.42, -0.645, 0.351, 0.12, 0.447, -1.126, 0.11, negative
0, 6, 1, -4.21, 3.289, -0.106, -1.247, -0.683, 0.539, 0.579, 0.832, -0.035, -0.764, negative
0, 6, 1, -3.984, 2.29, -0.103, -0.707, 0.297, 0.317, 0.857, 1.403, -1.253, -0.298, negative
0, 6, 1, -2.659, -0.101, -0.687, 0.697, 1.081, 1.045, -0.149, 0.184, -0.927, 0.327, negative
0, 6, 1, -2.708, 2.396, 0.728, 0.336, -1.437, -0.344, -0.411, 1.469, -0.022, -0.717, negative
0, 6, 1, -2.812, 1.954, -0.661, 0.109, -0.011, 0.11, 0.187, 0.096, -1.538, 0.592, negative
0, 6, 1, -2.601, 2.735, -0.322, -0.255, -1.67, 0.229, 0.202, 1.01, -0.871, -0.461, negative
0, 6, 1, -2.521, 2.271, -0.277, 0.27, -0.909, 0.274, 0.348, -0.028, -1.177, 0.432, negative
0, 6, 1, -2.922, 2.621, 0.214, 0.122, -1.477, -0.173, 0.045, 1.38, -0.635, -0.757, negative
0, 6, 1, -4.417, 3.765, -1.225, -0.853, 0.041, 0.536, 0.885, 0.533, -0.757, -0.789, negative
0, 6, 1, -5.08, 2.241, 0.971, -0.374, 0.501, 0.226, 0.144, 0.851, -1.319, -0.3, negative
0, 6, 1, -2.729, 2.104, -0.505, 0.138, -0.533, 0.455, 0.148, -0.407, -1.059, 0.625, negative
0, 6, 1, -3.025, 2.711, -0.147, -0.034, -1.34, 0.049, 0.364, 1.099, -1.02, -0.652, negative
0, 6, 1, -4.415, 3.737, -1.313, -0.815, 0.168, 0.59, 0.975, 0.42, -0.825, -0.748, negative
0, 6, 1, -3.096, 0.103, -0.452, 0.879, 1.067, 0.497, -0.296, -0.067, -0.973, 0.711, negative
0, 6, 1, -2.081, 2.043, -0.521, 0.578, -0.463, -0.246, -0.041, -0.162, -0.814, 0.425, negative
0, 6, 1, -2.982, 2.001, -0.915, 0.188, 0.035, 0.467, -0.13, -0.689, -0.684, 0.664, negative
0, 6, 1, -2.752, 1.778, -0.718, 0.057, -0.0090, 0.402, 0.121, 0.05, -1.435, 0.281, negative
0, 7, 1, -4.181, 1.646, 0.736, 1.286, 0.724, -0.511, -1.126, -0.45, -0.648, 0.995, negative
0, 7, 1, -3.749, 3.018, -0.755, -0.452, -0.666, 0.209, 0.741, 0.9, -1.613, 0.128, negative
0, 7, 1, -4.471, 4.096, -0.809, -0.881, 0.646, 0.539, 0.04, 0.142, -1.555, -0.023, negative
0, 7, 1, -4.475, 4.064, -0.927, -0.678, 0.599, 0.445, 0.224, 0.103, -1.336, -0.192, negative
0, 7, 1, -5.049, 4.846, -0.678, -0.877, -0.09, 0.0050, 0.253, -0.078, -0.178, 0.131, negative
0, 7, 1, -4.316, 1.272, -0.087, 1.285, 0.126, -0.128, -0.286, -0.463, -0.294, 0.691, negative
0, 7, 1, -4.065, 2.876, -0.856, -0.221, -0.533, 0.232, 0.855, 0.633, -1.452, 0.272, negative
0, 7, 1, -5.034, 4.993, -1.633, -0.285, 0.398, 0.181, -0.211, -0.508, -0.283, 0.304, negative
1, 8, 0, -1.149, -0.904, -1.988, 0.739, -0.06, 1.206, 0.864, 1.196, -0.3, -0.467, positive
1, 8, 0, -3.816, 3.426, 0.224, -0.384, -1.733, 0.434, -0.322, 1.333, 0.653, 0.577, negative
1, 8, 0, -4.982, 1.538, 0.96, 1.253, -0.64, 0.588, -0.484, -0.31, -0.246, 1.18, negative
1, 8, 0, -1.093, -0.922, -2.091, 0.844, 0.0090, 1.247, 0.891, 1.453, -0.089, -0.4, positive
1, 8, 0, -2.499, 0.119, -0.82, 0.346, 0.347, 1.696, 0.245, 0.689, -0.084, -0.596, negative
1, 8, 0, -1.707, 1.652, -1.012, -0.622, -0.293, 0.279, -0.276, 0.477, 0.05, -0.2, negative
1, 8, 0, -1.716, 1.186, -0.809, -0.515, -0.35, 0.29, -0.404, 0.678, 0.172, -0.212, negative
1, 8, 0, -1.793, 0.925, -0.739, -0.396, -0.211, 0.329, -0.403, 0.604, 0.197, -0.251, negative
1, 8, 0, -3.776, 1.752, 0.92, 0.722, -1.164, 0.774, -0.01, 0.657, 0.248, 1.055, negative
1, 8, 0, -3.108, 0.926, -0.389, 0.249, -0.461, 0.816, -0.226, 0.818, 0.387, 0.303, negative
1, 8, 0, -2.71, 0.809, 0.754, 1.903, -0.764, 0.378, -1.123, 0.162, 0.405, 1.163, negative
1, 8, 0, -2.073, 0.088, -0.73, 0.296, -0.286, 1.75, 0.154, 1.078, 0.294, -0.174, negative
1, 8, 0, -2.968, 2.149, 0.13, 0.676, -0.79, 0.112, -0.507, 0.762, 0.625, -0.272, negative
1, 8, 0, -4.756, 0.965, 0.959, 2.287, -0.527, 0.454, -0.41, -0.362, -0.862, 1.088, negative
1, 9, 0, -3.137, 0.077, -1.157, 1.589, 0.204, 1.898, 0.17, 0.676, -1.033, -0.635, positive
1, 9, 0, -3.262, 0.956, -0.791, 1.528, -0.021, 0.977, -0.121, 0.499, -0.99, -0.621, negative
1, 9, 0, -4.047, 3.899, -0.423, 0.147, -1.273, 0.203, 0.317, 0.531, 0.584, -0.11, negative
1, 9, 0, -4.101, 2.84, -0.802, 0.062, -0.733, 1.304, -0.145, 0.443, 0.049, -0.611, negative
1, 9, 0, -1.951, 1.684, -1.039, 0.586, -1.166, 0.345, 0.33, -0.108, -0.198, -0.609, negative
1, 9, 0, -2.785, 2.792, -1.924, 0.225, -0.985, 1.076, 0.07, -0.071, -0.257, -0.135, negative
1, 9, 0, -2.538, 2.351, -1.029, 0.146, -0.922, 0.201, -0.058, 0.835, -0.712, -0.074, negative
1, 9, 0, -3.485, 1.092, -0.674, 1.395, -0.027, 1.039, -0.047, 0.384, -0.761, -0.934, negative
1, 9, 0, -2.823, 2.743, -2.012, 0.234, -0.919, 1.103, 0.091, -0.177, -0.143, -0.09, negative
1, 9, 0, -2.521, 2.283, -0.954, 0.232, -0.918, 0.253, -0.094, 0.833, -0.704, -0.092, negative
1, 9, 0, -4.049, 4.039, -0.558, 0.064, -1.676, 1.024, 0.047, 1.024, -0.091, -0.283, negative
1, 9, 0, -3.725, 1.904, -0.737, 0.433, -0.369, 1.047, 0.12, 0.425, -0.678, -0.391, negative
1, 9, 0, -3.0, 0.042, -1.238, 1.529, 0.187, 2.028, 0.104, 0.759, -1.18, -0.634, positive
1, 9, 0, -1.925, 1.517, -0.999, 0.634, -1.27, 0.207, 0.385, 0.0040, -0.141, -0.624, negative
1, 9, 0, -2.797, 2.706, -1.936, 0.147, -0.921, 1.24, -0.082, -0.0060, -0.214, -0.064, negative
1, 9, 0, -2.561, 2.191, -0.955, 0.214, -0.841, 0.386, -0.083, 0.74, -0.612, -0.196, negative
1, 9, 0, -3.055, 0.088, -1.217, 1.562, 0.186, 2.059, 0.054, 0.639, -1.121, -0.757, positive
1, 9, 0, -2.8, 2.609, -1.726, 0.036, -0.941, 1.039, 0.191, 0.044, -0.165, -0.234, negative
1, 9, 0, -3.19, 3.101, -1.659, -0.182, -0.436, 0.828, 0.272, 0.502, -0.857, -0.516, negative
1, 9, 0, -4.074, 4.187, -0.555, 0.052, -1.603, 0.73, -0.061, 0.981, 0.249, -0.25, negative
1, 9, 0, -4.884, 3.63, -0.279, 0.496, -0.67, 0.792, -0.0050, -0.137, 0.532, -0.184, negative
1, 10, 0, -2.973, 3.557, -0.396, -0.719, -0.669, 0.923, 0.293, 1.009, 0.14, -1.098, negative
1, 10, 0, -2.758, 2.839, -0.282, -0.449, -0.485, 0.788, 0.12, 0.792, 0.023, -0.949, negative
1, 10, 0, -4.602, 3.043, -0.959, 0.828, -0.298, 0.315, 0.423, 0.57, 0.387, -0.617, negative
1, 10, 0, -2.615, 1.185, -1.162, 0.395, 0.459, 0.345, 0.298, 0.456, -0.62, -0.307, negative
1, 10, 0, -2.445, 2.678, -0.816, -0.743, 0.076, 1.117, -0.057, 0.018, 0.281, -0.72, negative
1, 10, 0, -3.96, 3.373, -1.235, 0.152, 0.031, 0.664, 0.558, 0.841, -0.133, -0.317, negative
1, 10, 0, -4.617, 3.033, -0.909, 0.604, -0.341, 0.636, 0.294, 0.527, 0.48, -0.558, negative
1, 10, 0, -3.676, -0.185, -0.563, 2.377, 0.096, 1.854, 0.303, 0.296, -0.358, -1.205, positive
1, 10, 0, -2.45, 1.993, -1.08, -0.09, 0.367, 0.324, -0.164, 0.684, -0.181, -1.013, negative
1, 10, 0, -2.703, 2.066, 0.205, -0.63, -0.345, 1.229, 0.403, -0.032, 0.247, -0.696, negative
1, 10, 0, -3.664, 1.119, -0.459, 0.482, 0.082, 0.221, 0.185, 0.861, -0.237, -0.413, negative
1, 11, 0, -2.463, -0.197, -1.264, 1.15, 0.234, 1.833, 0.066, 0.738, -1.382, -0.498, positive
1, 11, 0, -4.022, 0.941, -0.623, 1.461, 0.02, 1.904, -0.074, 0.464, -0.541, -0.211, negative
1, 11, 0, -2.378, 1.568, -0.243, 0.407, -0.428, 0.229, -0.293, 0.297, 0.372, -0.512, negative
1, 11, 0, -4.135, 3.651, -0.751, -0.066, -0.789, 1.131, 0.496, 0.788, -0.883, -0.351, negative
1, 11, 0, -4.028, 0.982, -0.648, 1.478, -0.048, 2.108, -0.146, 0.467, -0.654, -0.193, negative
1, 11, 0, -3.242, 2.901, -0.632, -0.332, -0.421, 0.226, 0.536, 0.142, 0.623, -0.616, negative
1, 11, 0, -4.039, 3.506, -0.964, 0.041, -0.4, 0.976, 0.65, 0.659, -0.216, -0.327, negative
1, 11, 0, -2.147, 1.655, -0.355, -0.082, -0.194, 0.296, 0.146, -0.083, -0.314, -0.308, negative
1, 11, 0, -4.048, 3.753, -1.15, -0.209, -0.53, 0.871, 0.445, 0.716, -0.131, 0.139, negative
1, 11, 0, -2.385, 1.01, -0.754, 0.37, 0.785, 0.471, 0.415, 0.318, -0.797, -0.679, negative
1, 11, 0, -2.855, 1.587, -0.03, 0.202, 0.165, 0.445, 0.207, -0.067, -0.013, -0.712, negative
1, 12, 1, -2.814, 1.515, -0.088, 0.597, -0.033, -0.29, -0.445, 0.113, -0.136, 0.662, negative
1, 12, 1, -2.702, 3.596, -0.57, -1.041, -0.709, 1.009, 0.403, 0.426, -1.013, -0.0090, negative
1, 12, 1, -3.705, -0.204, 0.274, 1.569, 0.883, 1.366, -0.94, -0.691, -0.162, 0.598, positive
1, 12, 1, -2.247, 3.42, -0.887, -0.823, -0.297, 0.774, 0.185, -0.242, -0.79, 0.046, negative
1, 12, 1, -3.828, 3.188, -0.388, 0.055, -0.185, -0.029, 0.503, 0.273, 0.326, 0.1, negative
1, 12, 1, -1.959, 2.285, -0.089, -0.262, -0.013, 0.019, -0.233, -0.068, -0.268, -0.022, negative
1, 12, 1, -3.818, 3.159, -0.298, -0.058, -0.348, 0.194, 0.593, 0.211, 0.531, -0.014, negative
1, 12, 1, -3.379, 0.95, -0.06, 1.47, 0.538, 0.051, -0.681, -0.098, -0.405, 0.912, negative
1, 12, 1, -3.972, 3.24, -0.829, 0.069, -0.617, 0.977, 0.532, 0.498, -0.191, -0.91, negative
1, 12, 1, -2.851, 1.412, -0.184, 1.281, 0.0, -0.146, -0.172, -0.419, -0.307, 0.874, negative
1, 13, 1, -3.747, 4.267, -1.847, -0.235, 0.38, 0.885, -0.049, -0.258, -0.772, -0.11, negative
1, 13, 1, -4.08, 2.242, -0.28, 1.876, 0.72, -0.292, -0.537, -0.54, -0.663, 0.238, negative
1, 13, 1, -3.075, 1.824, -0.905, 0.727, 0.155, 0.608, -0.075, -0.377, -0.74, 0.852, negative
1, 13, 1, -3.4, 3.441, -1.805, 0.814, -0.162, 1.445, -0.11, -0.499, -1.201, -0.046, negative
1, 13, 1, -4.083, 2.193, -0.492, 0.695, 0.251, 0.423, -0.558, -0.123, -0.53, 0.376, negative
1, 13, 1, -4.052, 2.335, -0.415, 0.732, 0.234, 0.426, -0.49, -0.218, -0.618, 0.34, negative
1, 13, 1, -3.99, 2.008, 0.503, 0.845, 0.774, -0.114, -0.641, -0.282, -0.734, 0.877, negative
1, 13, 1, -3.371, 2.007, -0.919, 0.843, 0.221, 0.541, -0.317, -0.37, -0.5, 0.652, negative
1, 13, 1, -3.963, 2.272, -0.534, 0.977, 0.329, 0.514, -0.363, -0.425, -0.712, 0.41, negative
1, 13, 1, -4.754, 1.329, 1.09, 1.765, 0.217, -0.198, -0.782, -0.154, 0.023, 0.85, positive
1, 13, 1, -3.966, 2.003, 0.391, 1.034, 0.659, -0.191, -0.448, -0.397, -0.769, 0.969, negative
1, 13, 1, -4.687, 1.152, 1.089, 1.915, 0.201, -0.296, -0.692, -0.105, -0.143, 0.884, positive
1, 13, 1, -3.341, 1.714, -0.773, 0.771, -0.976, 0.625, 0.078, -0.438, -0.084, 0.607, negative
1, 14, 1, -3.811, 2.123, 0.278, 1.552, 0.754, 0.492, -0.584, -0.433, -0.988, 0.652, negative
1, 14, 1, -3.441, 1.975, -0.395, 1.024, -0.052, -0.167, -0.445, 0.168, -0.684, 1.04, negative
1, 14, 1, -2.584, 2.091, -1.451, 0.889, -0.464, 0.285, -0.213, -0.245, -0.138, 1.206, negative
1, 14, 1, -3.059, 2.895, -0.847, -0.364, -0.484, 1.025, 0.502, 0.506, -0.733, 0.078, negative
1, 14, 1, -3.027, 2.903, -0.799, -0.452, -0.503, 1.044, 0.679, 0.483, -0.776, -0.062, negative
1, 14, 1, -4.049, 2.223, -0.076, 0.928, 0.692, 0.731, -0.931, -0.141, -1.087, -0.584, negative
1, 14, 1, -3.432, 2.235, -0.753, 0.361, 0.435, 0.425, -0.193, 0.012, -1.166, 0.794, negative
1, 14, 1, -3.661, 0.3, 0.53, 1.816, 0.333, 0.444, -0.858, -0.732, -0.809, 0.995, positive
1, 14, 1, -2.634, 2.076, -1.32, 0.833, -0.547, 0.287, -0.173, -0.203, -0.0010, 0.802, negative
1, 14, 1, -3.919, 2.575, 0.471, -0.064, -0.042, 0.88, -0.128, 0.612, -0.504, -0.539, negative
1, 14, 1, -4.145, 2.739, -0.115, 0.907, 0.669, 0.478, -1.183, -0.24, -0.887, -0.365, negative
1, 14, 1, -3.5, 0.068, 0.533, 1.876, 0.363, 0.542, -0.982, -0.671, -1.006, 1.101, positive
