@relation vehicle3
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {positive,negative}
@inputs Compactness, Circularity, Distance_circularity, Radius_ratio, Praxis_aspect_ratio, Max_length_aspect_ratio, Scatter_ratio, Elongatedness, Praxis_rectangular, Length_rectangular, Major_variance, Minor_variance, Gyration_radius, Major_skewness, Minor_skewness, Minor_kurtosis, Major_kurtosis, Hollows_ratio
@outputs Class
@data
92, 40, 82, 163, 63, 9, 146, 45, 19, 140, 165, 319, 137, 64, 9, 0, 199, 206, negative
90, 46, 80, 143, 62, 11, 159, 43, 20, 156, 169, 366, 186, 74, 17, 7, 185, 193, negative
97, 45, 88, 173, 67, 10, 157, 43, 20, 157, 173, 365, 157, 67, 8, 12, 192, 200, negative
102, 54, 100, 163, 53, 10, 213, 31, 24, 173, 219, 669, 201, 76, 12, 27, 187, 195, positive
89, 47, 83, 322, 133, 48, 158, 43, 20, 163, 229, 364, 176, 97, 0, 14, 184, 194, negative
87, 42, 64, 150, 64, 10, 133, 50, 18, 142, 157, 264, 159, 67, 7, 1, 193, 201, negative
91, 42, 80, 162, 66, 8, 148, 44, 19, 145, 171, 331, 147, 70, 3, 5, 189, 199, negative
90, 37, 80, 171, 58, 9, 157, 42, 20, 132, 172, 373, 115, 60, 3, 18, 201, 209, negative
95, 45, 80, 186, 62, 7, 164, 40, 20, 145, 188, 406, 178, 65, 11, 18, 199, 204, positive
104, 50, 96, 211, 65, 10, 187, 35, 22, 156, 207, 527, 195, 65, 3, 7, 195, 206, negative
93, 35, 72, 172, 62, 7, 149, 44, 19, 124, 169, 334, 125, 62, 5, 30, 203, 210, positive
107, 52, 101, 218, 64, 11, 202, 33, 23, 164, 219, 610, 192, 65, 17, 2, 197, 206, positive
100, 41, 75, 205, 71, 5, 176, 36, 21, 138, 204, 479, 151, 72, 7, 19, 197, 197, negative
111, 54, 103, 171, 50, 11, 221, 30, 25, 172, 227, 727, 201, 69, 15, 6, 190, 198, positive
92, 46, 79, 176, 64, 8, 162, 41, 20, 149, 183, 396, 178, 67, 2, 10, 191, 198, positive
86, 41, 66, 133, 56, 6, 136, 49, 18, 136, 155, 274, 162, 74, 5, 14, 183, 189, negative
94, 35, 66, 147, 62, 9, 131, 50, 18, 127, 159, 258, 115, 66, 8, 7, 196, 201, negative
93, 42, 64, 158, 68, 9, 134, 49, 18, 142, 163, 268, 170, 71, 7, 13, 192, 201, negative
85, 45, 65, 128, 56, 8, 151, 45, 19, 145, 170, 332, 186, 81, 1, 10, 179, 184, negative
89, 36, 77, 172, 62, 8, 157, 42, 19, 125, 174, 367, 126, 63, 5, 22, 198, 205, positive
101, 55, 108, 228, 69, 12, 215, 31, 24, 168, 229, 684, 214, 71, 2, 16, 188, 199, negative
83, 37, 54, 118, 55, 4, 129, 52, 18, 127, 146, 245, 140, 81, 4, 13, 180, 184, negative
89, 35, 70, 138, 58, 7, 126, 53, 17, 128, 147, 237, 112, 64, 4, 19, 199, 207, negative
93, 47, 88, 200, 66, 7, 173, 38, 21, 151, 197, 452, 205, 66, 0, 3, 195, 202, negative
83, 46, 73, 137, 59, 6, 148, 45, 19, 146, 167, 327, 183, 75, 8, 0, 185, 191, negative
94, 37, 73, 186, 71, 7, 154, 42, 19, 127, 171, 362, 132, 67, 2, 8, 197, 206, negative
86, 46, 73, 125, 57, 6, 151, 45, 19, 147, 170, 334, 188, 82, 9, 11, 180, 184, negative
83, 41, 70, 155, 65, 7, 144, 46, 19, 141, 168, 309, 147, 71, 4, 12, 188, 195, negative
88, 37, 57, 132, 62, 6, 135, 50, 18, 125, 151, 265, 144, 83, 16, 16, 180, 184, negative
82, 37, 66, 126, 54, 7, 132, 52, 18, 127, 148, 252, 142, 72, 17, 7, 183, 187, negative
91, 40, 98, 192, 64, 9, 177, 38, 21, 135, 194, 465, 165, 66, 9, 35, 195, 205, negative
93, 43, 78, 166, 59, 7, 151, 44, 19, 141, 182, 342, 174, 68, 15, 2, 193, 197, positive
94, 37, 72, 193, 72, 6, 158, 41, 19, 133, 184, 385, 127, 70, 0, 14, 200, 204, negative
86, 45, 73, 152, 63, 6, 149, 44, 19, 145, 170, 335, 176, 71, 6, 1, 189, 196, negative
109, 51, 100, 197, 59, 10, 192, 34, 22, 161, 210, 553, 195, 64, 14, 3, 196, 202, positive
93, 45, 83, 142, 56, 10, 157, 43, 20, 155, 180, 364, 188, 75, 1, 21, 184, 197, negative
90, 42, 63, 126, 55, 7, 152, 45, 19, 142, 173, 336, 173, 81, 0, 15, 180, 184, negative
105, 54, 100, 220, 69, 10, 221, 30, 25, 170, 232, 718, 202, 73, 0, 13, 187, 199, negative
94, 38, 88, 179, 60, 7, 170, 39, 21, 131, 188, 435, 144, 66, 2, 28, 195, 204, negative
89, 44, 76, 125, 54, 10, 156, 44, 20, 151, 163, 352, 176, 76, 12, 12, 184, 193, negative
83, 37, 54, 131, 61, 4, 135, 50, 18, 127, 152, 271, 141, 85, 3, 6, 180, 183, negative
101, 54, 106, 188, 57, 7, 236, 28, 26, 164, 256, 833, 253, 81, 6, 14, 185, 185, negative
88, 44, 77, 167, 59, 6, 151, 44, 19, 145, 175, 343, 177, 64, 9, 12, 202, 208, positive
95, 44, 84, 158, 62, 10, 145, 46, 19, 148, 163, 312, 166, 64, 10, 6, 199, 206, negative
88, 38, 58, 137, 60, 5, 148, 46, 19, 131, 163, 319, 157, 86, 12, 0, 180, 183, negative
93, 42, 88, 188, 62, 10, 183, 36, 21, 141, 208, 504, 168, 70, 3, 12, 189, 197, positive
87, 36, 53, 117, 58, 4, 118, 57, 17, 125, 138, 205, 138, 85, 9, 15, 180, 183, negative
87, 37, 60, 132, 57, 6, 128, 52, 18, 129, 154, 243, 132, 71, 1, 14, 186, 192, negative
106, 54, 100, 227, 67, 4, 250, 27, 27, 162, 280, 923, 262, 88, 5, 11, 182, 182, negative
94, 49, 87, 159, 64, 10, 157, 43, 20, 158, 179, 363, 203, 75, 4, 0, 183, 194, negative
99, 43, 89, 195, 63, 8, 186, 35, 22, 144, 210, 521, 166, 68, 6, 13, 191, 199, negative
90, 47, 85, 145, 58, 9, 152, 44, 19, 155, 175, 345, 184, 73, 4, 2, 186, 197, negative
86, 42, 65, 113, 50, 8, 152, 45, 19, 141, 169, 332, 171, 85, 4, 16, 179, 183, negative
96, 39, 77, 160, 62, 8, 140, 47, 18, 150, 161, 294, 124, 62, 15, 3, 201, 208, negative
103, 48, 101, 204, 62, 12, 200, 33, 23, 158, 215, 595, 164, 66, 8, 22, 192, 202, positive
88, 40, 73, 173, 68, 7, 150, 44, 19, 137, 174, 341, 151, 69, 2, 20, 196, 200, negative
96, 36, 74, 183, 70, 6, 149, 43, 19, 127, 178, 341, 127, 69, 0, 17, 201, 205, negative
96, 39, 58, 117, 51, 6, 133, 52, 18, 139, 154, 255, 150, 86, 6, 0, 181, 182, negative
98, 48, 101, 195, 61, 11, 207, 31, 23, 152, 227, 650, 193, 71, 5, 7, 189, 196, positive
90, 34, 66, 158, 59, 7, 140, 47, 18, 124, 165, 298, 117, 61, 1, 3, 201, 207, negative
92, 38, 74, 178, 62, 9, 161, 41, 20, 135, 181, 388, 132, 63, 7, 29, 197, 206, positive
105, 51, 108, 201, 62, 11, 220, 30, 25, 163, 232, 711, 202, 72, 12, 16, 189, 200, negative
92, 40, 62, 144, 59, 8, 127, 52, 17, 139, 149, 241, 150, 62, 13, 1, 204, 210, negative
104, 55, 109, 230, 67, 12, 218, 30, 24, 174, 230, 706, 226, 67, 8, 22, 191, 202, positive
94, 45, 89, 213, 71, 5, 186, 35, 22, 145, 204, 533, 182, 71, 4, 13, 195, 198, negative
94, 46, 79, 181, 62, 8, 167, 40, 20, 148, 190, 418, 193, 67, 12, 15, 191, 198, positive
108, 54, 109, 189, 57, 11, 220, 31, 25, 174, 229, 709, 214, 70, 12, 23, 189, 201, negative
88, 36, 53, 113, 57, 3, 118, 57, 17, 128, 137, 204, 136, 88, 7, 14, 180, 183, negative
86, 36, 66, 128, 57, 8, 131, 52, 18, 127, 148, 252, 139, 76, 5, 27, 183, 187, positive
86, 43, 70, 126, 56, 6, 148, 46, 19, 145, 166, 317, 171, 86, 6, 9, 179, 182, negative
95, 37, 71, 171, 61, 9, 157, 43, 20, 134, 178, 365, 125, 63, 5, 40, 196, 208, negative
89, 38, 74, 138, 59, 7, 136, 49, 18, 133, 167, 278, 128, 72, 7, 7, 189, 193, negative
76, 38, 58, 125, 58, 5, 133, 51, 18, 127, 152, 259, 145, 87, 0, 21, 177, 184, positive
92, 42, 75, 172, 60, 8, 147, 45, 19, 142, 174, 322, 160, 62, 22, 10, 206, 211, positive
88, 39, 76, 155, 62, 8, 137, 48, 18, 137, 156, 281, 124, 63, 3, 6, 201, 209, negative
88, 48, 90, 178, 60, 8, 175, 38, 21, 152, 200, 460, 198, 68, 13, 16, 192, 199, negative
101, 49, 103, 212, 67, 10, 201, 33, 23, 156, 215, 601, 174, 69, 4, 11, 189, 196, positive
88, 34, 58, 140, 59, 6, 127, 52, 18, 130, 148, 243, 113, 63, 4, 10, 199, 206, negative
88, 44, 84, 135, 55, 12, 155, 44, 20, 158, 176, 351, 164, 75, 7, 11, 183, 195, negative
92, 40, 66, 111, 48, 7, 139, 50, 19, 140, 159, 277, 148, 85, 12, 19, 182, 183, negative
88, 44, 70, 151, 61, 8, 143, 46, 18, 143, 163, 311, 173, 68, 7, 8, 196, 203, negative
86, 38, 58, 119, 56, 4, 118, 57, 17, 129, 140, 208, 152, 78, 9, 2, 184, 186, negative
101, 56, 101, 231, 72, 10, 217, 31, 24, 171, 232, 698, 216, 72, 2, 6, 187, 197, negative
105, 55, 96, 181, 56, 9, 219, 30, 25, 175, 231, 713, 216, 74, 4, 5, 187, 194, positive
101, 48, 85, 191, 60, 11, 175, 38, 21, 153, 192, 458, 187, 62, 5, 22, 197, 210, negative
108, 54, 103, 212, 65, 11, 208, 32, 24, 162, 228, 648, 240, 71, 9, 0, 189, 197, negative
97, 35, 66, 151, 64, 8, 128, 52, 18, 129, 148, 246, 112, 66, 6, 2, 195, 200, negative
104, 55, 105, 216, 68, 11, 205, 32, 23, 169, 221, 623, 216, 71, 9, 18, 189, 196, positive
109, 53, 103, 210, 63, 11, 219, 30, 25, 172, 229, 707, 212, 71, 6, 3, 188, 199, negative
100, 51, 89, 199, 65, 6, 201, 32, 23, 159, 219, 622, 205, 74, 6, 7, 193, 193, negative
84, 44, 65, 128, 55, 8, 150, 46, 19, 148, 169, 325, 176, 82, 1, 11, 179, 183, negative
80, 36, 69, 127, 56, 7, 128, 53, 18, 124, 147, 240, 133, 70, 2, 21, 183, 191, positive
96, 43, 82, 161, 55, 5, 186, 34, 22, 141, 215, 534, 162, 75, 0, 6, 195, 196, negative
90, 49, 85, 141, 57, 11, 159, 43, 20, 167, 173, 365, 186, 75, 1, 11, 182, 192, negative
92, 37, 75, 191, 71, 6, 161, 40, 20, 128, 180, 393, 135, 69, 1, 14, 195, 202, negative
97, 55, 96, 170, 54, 10, 216, 31, 24, 173, 219, 685, 218, 75, 0, 4, 184, 193, positive
84, 36, 75, 136, 55, 6, 140, 48, 18, 125, 166, 290, 138, 71, 4, 36, 189, 195, negative
104, 53, 101, 190, 63, 10, 213, 32, 24, 166, 218, 664, 202, 74, 13, 21, 188, 198, negative
90, 42, 63, 144, 59, 7, 131, 50, 18, 142, 154, 259, 162, 65, 15, 3, 197, 204, negative
102, 52, 101, 213, 64, 10, 203, 33, 23, 157, 214, 616, 186, 65, 0, 19, 193, 203, positive
84, 43, 76, 180, 75, 7, 155, 43, 19, 143, 180, 359, 173, 77, 5, 12, 185, 190, negative
105, 53, 105, 184, 57, 11, 211, 31, 24, 168, 224, 661, 218, 71, 0, 15, 186, 197, negative
98, 55, 104, 213, 67, 9, 206, 32, 23, 167, 223, 629, 220, 72, 5, 19, 187, 196, negative
97, 41, 92, 197, 63, 10, 179, 37, 21, 140, 197, 481, 136, 63, 4, 3, 197, 204, positive
100, 47, 88, 190, 60, 10, 171, 38, 21, 155, 186, 440, 169, 59, 15, 18, 201, 210, negative
87, 41, 66, 140, 58, 6, 148, 46, 19, 136, 164, 318, 178, 79, 19, 2, 181, 185, negative
90, 43, 72, 157, 64, 8, 136, 49, 18, 145, 158, 279, 167, 64, 4, 6, 201, 209, negative
94, 46, 91, 175, 70, 12, 157, 43, 20, 155, 172, 358, 192, 69, 15, 21, 190, 200, negative
96, 46, 70, 194, 70, 6, 167, 39, 20, 148, 183, 427, 171, 69, 17, 10, 200, 203, negative
106, 57, 107, 235, 67, 6, 262, 26, 28, 171, 285, 987, 260, 86, 9, 31, 180, 184, negative
89, 35, 52, 121, 57, 4, 122, 55, 17, 125, 139, 220, 128, 82, 5, 13, 181, 184, negative
92, 37, 75, 184, 70, 6, 154, 42, 19, 131, 184, 363, 127, 71, 0, 4, 198, 202, negative
106, 53, 98, 192, 58, 11, 217, 31, 24, 166, 228, 693, 191, 71, 11, 24, 188, 198, positive
96, 48, 83, 177, 59, 8, 171, 39, 21, 152, 195, 438, 196, 67, 15, 0, 195, 201, positive
92, 35, 58, 136, 58, 6, 122, 55, 17, 132, 142, 222, 116, 64, 6, 17, 197, 203, negative
97, 41, 88, 184, 59, 9, 175, 38, 21, 140, 192, 459, 147, 63, 1, 5, 196, 205, negative
104, 53, 101, 199, 65, 11, 213, 31, 24, 168, 216, 667, 221, 72, 12, 12, 187, 198, negative
85, 36, 72, 127, 56, 7, 127, 54, 18, 125, 144, 233, 123, 70, 3, 30, 184, 194, positive
114, 57, 102, 181, 52, 6, 257, 26, 28, 169, 287, 968, 261, 85, 2, 21, 182, 184, negative
86, 37, 77, 144, 54, 7, 154, 43, 19, 127, 179, 352, 145, 71, 14, 13, 186, 191, positive
102, 51, 104, 217, 67, 10, 204, 32, 23, 162, 220, 621, 195, 68, 3, 19, 188, 197, negative
105, 51, 93, 160, 51, 7, 217, 30, 24, 165, 240, 703, 208, 81, 9, 25, 188, 188, negative
100, 50, 98, 204, 63, 6, 218, 30, 24, 156, 232, 719, 213, 77, 8, 7, 189, 189, negative
109, 52, 104, 199, 60, 12, 215, 31, 24, 162, 220, 691, 212, 67, 11, 7, 189, 199, negative
96, 40, 78, 170, 58, 7, 174, 38, 21, 139, 197, 455, 160, 68, 3, 29, 191, 200, negative
85, 36, 51, 115, 56, 5, 119, 57, 17, 124, 139, 207, 127, 81, 13, 5, 181, 184, negative
91, 36, 72, 162, 60, 8, 150, 44, 19, 133, 166, 334, 121, 63, 2, 22, 196, 205, negative
86, 39, 58, 125, 55, 5, 117, 57, 17, 134, 140, 204, 148, 69, 7, 6, 190, 194, negative
102, 52, 98, 225, 71, 10, 214, 31, 24, 164, 228, 682, 199, 71, 0, 16, 187, 196, positive
80, 44, 68, 120, 53, 8, 151, 45, 19, 146, 170, 333, 190, 80, 4, 16, 180, 185, negative
111, 50, 103, 199, 60, 11, 211, 31, 24, 156, 223, 663, 188, 68, 9, 9, 190, 200, negative
109, 47, 96, 206, 64, 9, 198, 33, 23, 150, 219, 586, 191, 70, 4, 13, 190, 198, negative
86, 43, 68, 150, 64, 9, 138, 48, 18, 143, 161, 285, 174, 69, 6, 0, 192, 201, negative
100, 51, 104, 163, 52, 10, 206, 32, 23, 164, 217, 631, 193, 69, 5, 21, 188, 196, positive
98, 46, 88, 191, 63, 6, 192, 34, 22, 147, 215, 563, 174, 73, 2, 26, 194, 197, negative
85, 38, 63, 130, 55, 7, 122, 55, 17, 130, 137, 219, 144, 64, 20, 8, 195, 201, positive
103, 56, 100, 185, 59, 11, 216, 31, 24, 173, 219, 684, 219, 75, 15, 11, 186, 194, positive
84, 38, 60, 128, 56, 5, 132, 50, 18, 130, 148, 261, 141, 75, 8, 4, 185, 188, positive
81, 43, 68, 148, 64, 7, 150, 45, 19, 144, 175, 330, 171, 80, 1, 2, 182, 185, negative
98, 38, 72, 192, 69, 5, 166, 38, 20, 131, 189, 427, 138, 70, 1, 3, 200, 202, negative
90, 48, 77, 132, 56, 10, 157, 44, 20, 164, 169, 354, 187, 78, 1, 3, 182, 191, negative
104, 56, 96, 231, 74, 11, 220, 30, 25, 172, 223, 713, 218, 73, 6, 16, 186, 195, positive
105, 54, 105, 213, 67, 10, 200, 33, 23, 163, 214, 597, 214, 68, 10, 20, 190, 198, positive
86, 39, 84, 149, 57, 8, 156, 43, 20, 133, 185, 358, 157, 74, 0, 23, 183, 190, positive
94, 46, 77, 169, 60, 8, 158, 42, 20, 148, 181, 373, 181, 67, 12, 2, 193, 199, negative
95, 43, 76, 142, 57, 10, 151, 44, 19, 149, 173, 339, 159, 71, 2, 23, 187, 200, negative
86, 36, 78, 146, 58, 7, 135, 50, 18, 124, 155, 270, 148, 66, 0, 25, 190, 195, negative
