@relation  phoneme
@attribute Aa real[-1.7,4.107]
@attribute Ao real[-1.327,4.378]
@attribute Dcl real[-1.823,3.199]
@attribute Iy real[-1.581,2.826]
@attribute Sh real[-1.284,2.719]
@attribute Class {0,1}


@data
0.236, 0.995, 0.492, 0.489, 0.525, 0
0.47, 2.984, -0.535, 1.012, -0.351, 0
2.039, 0.45, 0.138, 0.086, 0.072, 0
1.575, 1.624, 0.778, 0.398, 0.394, 0
0.345, 1.368, 2.688, -0.692, -0.304, 0
0.35, 1.186, 2.138, -0.584, -0.272, 0
0.4, 0.945, 2.202, -0.557, -0.306, 0
0.138, 0.361, 0.526, 1.951, -0.665, 0
0.118, 0.384, 0.41, 0.973, 1.363, 0
0.106, 0.767, 1.795, 0.842, 0.416, 0
0.283, 1.261, 2.762, -0.77, 0.0, 0
0.499, 2.983, -0.67, 0.396, -0.158, 0
-0.174, 1.629, 1.45, 0.648, 0.387, 0
0.535, 2.167, 0.702, 0.414, -0.364, 0
3.164, 0.728, -0.145, 0.101, 0.054, 0
0.704, 0.966, -0.262, 0.146, -0.097, 0
0.867, 2.49, -0.311, -0.157, -0.113, 0
0.193, 1.147, 1.688, -0.523, -0.188, 0
0.992, 2.133, -0.294, -0.152, -0.11, 0
0.651, 2.36, -0.503, 0.291, 0.148, 0
1.622, 1.951, -0.313, -0.136, 0.141, 0
0.58, 2.541, -0.342, -0.165, 0.153, 0
0.509, 2.083, -0.318, 0.189, 0.219, 0
0.674, 2.695, 0.917, 0.309, 0.184, 0
2.815, 0.729, -0.147, 0.22, -0.088, 0
0.724, 2.437, 0.685, 0.398, -0.373, 0
0.245, 0.354, 0.768, 2.27, 0.0, 0
0.821, 1.984, -0.405, -0.147, 0.159, 0
1.312, 1.371, -0.298, -0.131, 0.076, 0
0.666, 1.858, 1.334, -0.432, -0.502, 0
1.224, 1.274, 2.311, -0.488, -0.188, 0
0.092, 0.579, 0.617, 0.845, 0.0, 0
1.288, 0.722, 0.123, 0.095, 0.106, 0
0.136, 0.369, 0.726, 1.567, 0.0, 0
0.247, 1.554, 0.687, 0.275, 0.163, 0
0.691, 2.603, -0.49, -0.351, 1.17, 0
0.744, 1.505, 0.909, 0.437, 0.231, 0
0.089, 0.616, 1.451, 1.569, 0.0, 0
3.607, 0.572, 0.336, 0.327, -0.114, 0
1.12, 1.69, 1.087, 0.569, 0.385, 0
0.356, 0.847, -1.823, -0.464, -0.294, 0
1.782, 0.786, -0.151, 0.115, 0.081, 0
1.347, 2.597, -0.453, -0.2, -0.113, 0
0.211, 1.58, 1.101, 0.498, 0.0, 0
1.453, 0.562, 0.181, 0.148, -0.072, 0
0.336, 2.902, -0.662, 0.552, 1.028, 0
0.111, 0.332, 0.453, -0.514, -0.893, 0
1.385, 2.777, 0.772, -0.227, -0.131, 0
1.181, 1.305, 0.7, 1.809, -0.498, 0
3.454, 0.625, 0.978, -0.235, -0.09, 0
1.483, 1.798, 0.666, 0.921, 0.707, 0
2.555, -0.242, 0.208, 0.188, -0.095, 0
0.651, 1.128, 1.883, -0.506, 0.417, 0
0.228, 1.38, 1.297, 0.535, -0.219, 0
0.086, 0.464, 0.309, 0.495, 0.921, 0
0.301, 1.011, 2.416, -0.696, 0.379, 0
0.389, 3.191, -0.499, -0.204, -0.136, 0
0.737, 3.178, -0.741, 0.437, 0.186, 0
1.796, 0.858, 0.313, 0.189, -0.131, 0
0.159, 1.248, 1.135, -0.353, 0.0, 0
0.21, 1.452, 0.79, 0.63, 0.0, 0
0.317, 0.804, 1.952, -0.885, -0.378, 0
2.652, 0.972, 0.252, 0.083, -0.052, 0
2.675, 0.309, 0.452, 0.984, -0.225, 0
0.264, 1.209, 2.464, -0.669, -0.305, 0
0.495, 2.619, 0.691, 0.362, -0.155, 0
0.388, 2.567, -0.429, -0.26, -0.127, 0
0.791, 2.125, -0.418, 0.279, -0.188, 0
2.665, 0.834, 1.064, -0.276, -0.122, 0
0.69, 2.921, -0.568, -0.222, -0.139, 0
0.424, 0.428, 1.041, 1.114, 0.792, 0
1.909, 1.432, 0.26, 0.129, -0.074, 0
0.364, 1.876, 2.619, -0.613, -0.267, 0
0.164, 0.556, -0.683, 2.022, 0.0, 0
0.477, 0.953, 1.616, -0.338, -0.166, 0
0.313, 1.268, 2.852, -0.841, -0.445, 0
1.72, 1.719, 0.384, 0.37, 0.846, 0
0.351, 1.331, 1.073, 0.488, -0.213, 0
1.104, 2.076, 0.701, 1.452, -0.314, 0
3.542, 0.562, 0.413, -0.096, -0.055, 0
2.221, 0.327, 0.37, -0.084, 0.063, 0
0.334, 1.781, 0.698, 0.284, -0.124, 0
0.683, 1.585, 0.878, -0.395, 1.72, 0
0.114, 0.554, 1.26, 0.965, 0.0, 0
0.575, 2.035, 0.566, 1.846, -0.496, 0
2.391, 0.639, -0.107, 0.13, -0.053, 0
0.493, 1.066, 1.947, -0.443, -0.263, 0
2.09, 0.618, -0.098, 0.068, -0.039, 0
0.316, 1.224, 1.043, 0.494, -0.539, 0
2.441, 1.09, -0.266, 0.204, 0.182, 0
0.479, 2.219, 2.076, -0.524, -0.247, 0
0.372, 0.48, 1.904, 1.296, 0.809, 0
0.584, 2.86, 0.78, 1.045, -0.379, 0
1.146, 2.943, -0.451, 0.472, -0.213, 0
2.456, 0.964, 0.686, 0.849, -0.257, 0
0.303, 1.407, 1.523, -0.434, -0.216, 0
0.303, 1.696, 1.027, 0.449, -0.241, 0
0.238, 1.965, 0.718, 0.375, 0.0, 0
0.915, 2.919, 0.802, 0.635, 0.386, 0
0.656, 1.465, 1.766, 0.689, -0.253, 0
0.172, 0.662, 1.622, 1.093, 0.0, 0
0.15, 1.138, 1.605, -0.456, 0.0, 0
1.118, 2.528, -0.347, -0.151, 0.189, 0
1.463, 1.71, 0.626, -0.171, -0.118, 0
1.744, 2.206, -0.476, 0.225, -0.153, 0
0.1, 0.261, 0.323, 1.385, 1.829, 0
3.129, 0.311, 1.415, -0.347, -0.13, 0
0.23, 1.749, -0.395, 0.34, -0.12, 0
0.099, 0.472, 1.064, 1.996, -0.781, 0
0.356, 1.503, 1.271, -0.396, -0.193, 0
1.415, 1.529, -0.248, -0.101, 0.092, 0
0.921, 0.872, -0.178, -0.082, -0.075, 0
0.36, 2.311, -0.475, -0.289, -0.147, 0
0.196, 0.525, 0.651, 1.087, 2.552, 0
0.401, -1.038, -1.317, -0.736, -0.35, 0
1.123, 2.281, -0.331, 0.287, -0.174, 0
0.064, 0.279, 0.342, -0.607, 2.128, 0
1.622, 1.335, -0.202, 0.13, 0.151, 0
1.052, 2.272, -0.433, -0.186, 0.744, 0
0.411, 2.611, -0.561, 0.349, -0.162, 0
3.183, 0.633, 0.315, 0.488, -0.181, 0
0.242, 0.555, 1.887, 1.59, -0.572, 0
-0.147, 1.393, 1.573, -0.543, 0.0, 0
1.46, 0.796, 0.449, -0.114, -0.066, 0
0.316, 2.05, 1.632, 0.688, -0.285, 0
0.38, 2.526, 1.04, -0.466, 0.0, 0
0.179, 0.61, 0.715, 1.854, -0.77, 0
0.842, 1.87, -0.342, 0.327, -0.338, 0
1.926, 0.811, 0.193, 0.162, 0.171, 0
0.398, 1.887, -0.485, -0.292, 0.293, 0
1.266, 2.537, 0.85, 0.607, -0.201, 0
0.214, 1.294, 0.847, 1.085, -0.415, 0
2.686, -0.32, -0.113, -0.081, 0.082, 0
0.26, 0.645, 0.769, 1.181, 0.0, 0
1.347, 0.967, -0.186, 0.094, 0.0, 0
3.167, 0.529, -0.143, 0.172, -0.063, 0
1.798, 1.78, -0.332, -0.14, -0.103, 0
0.628, 1.575, -0.285, 0.148, -0.066, 0
0.564, 1.178, 1.19, -0.319, 0.242, 0
2.181, 1.505, 0.892, 0.698, -0.204, 0
0.219, 2.564, 0.733, 0.347, 0.227, 0
0.692, 2.444, -0.529, -0.199, 0.0, 0
1.661, 2.278, -0.443, 0.429, 0.544, 0
0.397, 2.703, -0.6, 0.372, 0.0, 0
3.078, 0.339, 0.199, 0.211, -0.089, 0
0.326, 1.658, 2.22, -0.567, 0.0, 0
2.638, 0.482, 0.179, 0.133, -0.052, 0
0.325, 1.077, 1.168, 0.769, -0.206, 0
0.518, 1.251, -0.303, -0.118, -0.073, 0
3.436, 0.372, -0.111, -0.065, 0.069, 0
0.434, 2.539, 1.364, -0.374, -0.193, 0
0.224, 1.072, 2.294, -0.74, -0.456, 0
0.738, 1.888, 0.451, 0.261, -0.261, 0
2.513, 0.349, 0.845, 1.461, -0.371, 0
1.84, -0.254, 0.245, 0.153, -0.101, 0
1.125, 1.616, -0.363, -0.138, 0.0, 0
2.314, 0.674, -0.091, -0.059, 0.048, 0
0.377, 2.417, -0.479, 0.328, 0.0, 0
1.765, 1.217, -0.227, 0.195, 0.164, 0
0.307, 2.782, -0.427, -0.206, -0.138, 0
1.157, 2.585, -0.426, 0.701, 0.552, 0
0.176, 0.977, 2.473, -0.7, 0.0, 0
0.093, 0.395, 0.262, -0.461, 1.012, 0
2.209, 1.314, 0.443, 0.529, 0.745, 0
0.567, 1.824, 1.135, 0.347, 0.0, 0
2.317, 0.282, 1.688, -0.397, 0.269, 0
1.715, 1.682, 0.6, 1.275, -0.375, 0
0.86, 2.661, -0.397, -0.18, -0.131, 0
0.976, 0.857, 2.104, 0.725, 0.368, 0
3.496, -0.273, 0.18, 0.11, -0.06, 0
1.041, 1.968, -0.321, 0.196, -0.412, 0
0.207, 0.799, 1.264, 2.152, -0.641, 0
2.444, 0.273, 0.139, 0.156, -0.063, 0
0.608, 3.531, -0.689, 0.293, -0.151, 0
1.612, 2.32, -0.385, 0.22, 0.163, 0
1.209, 1.761, -0.29, 0.176, -0.094, 0
0.716, 3.174, -0.412, -0.232, 0.504, 0
1.109, 2.796, -0.443, -0.199, 0.278, 0
0.785, 2.862, 0.843, 0.538, 0.59, 0
-0.195, -0.895, 1.893, -0.988, 0.0, 0
1.851, 0.249, -0.072, 0.097, -0.074, 0
0.256, 0.33, 0.62, 2.29, -0.736, 0
0.273, 1.057, 1.926, 1.731, 0.0, 0
-0.097, 1.037, 1.396, -0.632, -0.307, 0
0.121, 0.671, 0.951, 2.188, 0.0, 0
1.642, 1.196, 0.419, -0.148, -0.416, 0
0.502, 2.169, 0.845, -0.253, -0.158, 0
0.947, 2.345, -0.401, 0.399, 1.167, 0
0.839, 2.26, -0.402, 0.244, 0.172, 0
0.589, 0.89, 1.737, 0.931, -0.557, 0
0.278, 0.632, 1.103, 1.443, -0.624, 0
-0.164, 1.49, 1.931, 0.699, 0.0, 0
0.166, 0.357, 0.534, -0.32, 0.0, 0
3.773, -0.306, -0.128, -0.087, -0.065, 0
0.719, 2.628, -0.487, 0.253, -0.233, 0
-0.101, -0.372, -0.421, 0.878, 1.853, 0
0.794, 0.514, 1.248, 2.127, -0.652, 0
0.504, 2.248, 1.15, 0.412, -0.189, 0
0.125, 0.295, 0.459, 0.62, -0.96, 0
0.563, 1.967, 2.317, -0.589, -0.3, 0
0.281, 1.518, 3.079, -0.893, -0.362, 0
2.944, 1.111, 0.37, 0.258, 0.308, 0
0.234, 1.933, 1.898, -0.693, -0.27, 0
2.763, 1.039, 0.479, 0.679, -0.163, 0
0.31, 1.074, 2.474, 1.139, -0.467, 0
0.258, 0.894, 2.718, -0.68, -0.338, 0
0.812, 3.116, -0.483, 0.786, -0.227, 0
3.665, 0.822, -0.158, -0.087, -0.055, 0
0.724, 3.408, -0.449, -0.215, 0.169, 0
1.893, 0.464, 0.43, 0.257, 0.292, 0
0.104, 0.945, 0.432, 0.783, 1.091, 0
0.532, 1.963, -0.355, 0.191, -0.122, 0
0.64, 2.462, 1.133, -0.335, 0.0, 0
1.533, 1.716, -0.331, 0.433, 1.298, 0
1.334, 1.06, 1.236, 1.109, 0.682, 0
0.693, 1.713, -0.478, -0.221, -0.156, 0
0.072, 1.116, -0.282, 0.624, -0.243, 0
-0.22, 3.101, -0.64, -0.313, -0.165, 0
0.076, 0.423, 1.138, 1.862, 0.0, 0
2.702, -0.236, 0.189, 0.119, -0.143, 0
1.944, -0.434, -0.145, -0.079, -0.056, 0
2.398, 1.156, -0.248, -0.077, 0.0, 0
0.936, 2.178, 1.747, -0.368, -0.145, 0
0.291, 1.161, 2.308, 0.877, -0.369, 0
0.564, 3.093, 1.211, 0.63, -0.237, 0
0.084, 0.41, 0.827, 0.671, 0.478, 0
1.311, 2.079, -0.433, 0.201, -0.252, 0
3.399, 0.577, -0.143, -0.079, -0.047, 0
0.339, 1.148, 2.217, -0.623, 0.628, 0
1.875, 2.182, 0.752, -0.222, 0.152, 0
2.807, 0.776, 0.292, 0.191, 0.561, 0
-0.504, 1.951, 0.828, -0.28, -0.175, 0
0.236, 0.46, 2.043, 0.909, 0.646, 0
0.255, 1.0, 2.106, -0.959, -0.365, 0
0.418, 2.138, 1.839, 0.707, -0.337, 0
0.065, 0.279, 0.432, 1.497, -0.623, 0
-0.084, 0.438, 1.053, 0.0, 0.0, 0
2.925, 1.489, -0.244, 0.509, -0.197, 0
0.262, 1.54, 2.029, -0.76, 0.65, 0
0.184, 1.364, 1.415, 0.658, -0.626, 0
-0.104, 0.551, 1.352, 1.942, -0.836, 0
0.289, 1.721, 1.009, 2.044, -0.563, 0
0.53, 2.274, -0.541, -0.186, 0.129, 0
0.345, 2.558, -0.677, -0.497, 1.361, 0
1.171, 1.334, -0.216, -0.094, 0.087, 0
0.515, 2.151, -0.388, -0.176, -0.094, 0
-1.595, 0.679, -0.188, -0.127, -0.092, 0
0.135, 0.436, -0.691, 1.634, 1.761, 0
0.25, 0.849, 0.589, 1.753, 0.0, 1
0.556, 2.03, 0.841, -0.264, -0.257, 1
0.169, 0.732, 1.461, 1.432, -0.481, 1
0.679, 0.639, 1.928, 0.926, 0.535, 1
0.796, 1.215, 0.822, 0.415, 0.89, 1
-0.206, 0.938, 1.674, -0.78, 0.96, 1
1.363, 1.641, 1.936, -0.367, -0.153, 1
0.383, 2.978, -0.561, 1.06, -0.35, 1
0.672, 0.596, 0.65, 2.122, -0.553, 1
0.335, 0.809, 0.806, 0.954, 0.865, 1
-0.137, 0.587, -1.131, -0.668, -0.544, 1
0.585, 0.629, 1.867, 0.911, -0.407, 1
0.703, 0.863, 1.595, 0.915, 1.496, 1
0.115, 0.514, 0.733, 0.725, 0.0, 1
0.239, 0.589, 2.461, 0.899, 0.0, 1
0.598, 1.598, 2.13, 0.708, -0.255, 1
0.288, 0.715, 1.059, 0.849, 0.0, 1
0.359, 1.105, 2.39, -0.658, 0.947, 1
0.259, 1.255, 2.004, -0.496, -0.265, 1
0.606, 2.201, 1.476, 1.27, -0.276, 1
0.955, 1.445, 1.608, 0.716, 0.689, 1
-0.098, 0.67, 1.582, -0.831, -0.387, 1
0.413, 2.223, 1.258, 0.713, 0.951, 1
0.245, 0.355, 0.744, 1.934, 1.389, 1
0.21, 0.454, 0.517, -0.731, 0.0, 1
0.431, 0.803, 1.946, -0.764, 0.523, 1
0.12, 0.398, 0.845, 2.126, -0.77, 1
0.471, 0.782, 0.408, 1.563, -0.553, 1
0.648, 0.754, 1.926, 1.265, -0.528, 1
0.233, 0.543, 0.622, 1.316, 0.0, 1
0.181, 0.678, 1.223, 1.745, -0.508, 1
0.316, 0.62, 1.236, -0.518, 0.0, 1
0.95, 0.555, 1.311, 1.481, 1.496, 1
0.567, 0.863, 1.979, -0.496, 0.416, 1
0.421, 1.073, 1.838, 1.101, 0.0, 1
1.079, 2.082, 1.781, -0.401, -0.172, 1
0.298, 0.611, 0.498, 1.293, 1.02, 1
0.114, 0.501, 0.939, 0.882, -0.52, 1
0.253, 0.481, 1.122, -1.007, 2.337, 1
0.851, 2.025, 0.903, 0.524, 0.634, 1
0.636, 0.675, 1.915, 1.531, 0.725, 1
-0.104, -0.438, -0.816, -0.886, 0.0, 1
0.52, 0.38, 0.535, 1.639, 0.997, 1
0.599, 3.057, 0.933, 0.59, -0.255, 1
0.146, 0.532, 0.866, 1.36, -0.487, 1
0.646, 2.708, -0.576, 0.369, 0.56, 1
0.287, 0.814, 1.049, 1.082, -0.349, 1
0.418, 0.58, 1.723, 1.108, -0.776, 1
0.225, 0.958, 2.428, -0.813, 1.215, 1
0.374, 1.348, 1.521, 1.562, -0.498, 1
0.617, 1.621, 1.972, -0.6, -0.258, 1
0.143, 0.394, 0.731, 2.066, 0.0, 1
0.25, 0.891, 0.891, 2.313, 0.0, 1
1.067, 0.502, 1.841, 0.783, -0.249, 1
0.306, 0.483, 1.901, 1.404, 1.526, 1
0.328, 1.09, 2.044, 1.063, 1.043, 1
0.92, 1.144, 2.172, 0.776, 0.471, 1
0.35, 0.585, 0.907, 2.188, 1.632, 1
0.346, 0.526, 1.47, 1.195, 1.876, 1
0.455, 0.842, 1.864, -0.622, 1.512, 1
0.499, 0.351, 0.358, 1.423, 1.371, 1
1.103, 0.633, 2.839, -0.626, -0.248, 1
0.209, 0.617, 0.883, 1.338, 0.705, 1
0.265, 1.079, 2.209, -0.673, -0.831, 1
0.525, 1.542, 1.83, 1.723, -0.478, 1
0.121, 0.172, 0.165, -0.439, 1.005, 1
0.059, 0.336, 0.767, -0.21, -0.307, 1
0.601, 0.905, 2.106, 1.777, -0.519, 1
0.94, 1.464, 1.335, 0.546, 1.342, 1
0.453, 1.5, 1.71, 0.959, 0.989, 1
0.175, 0.412, 0.37, 1.379, -0.728, 1
0.881, 1.289, 1.726, 1.098, 0.834, 1
1.474, 1.911, 1.588, -0.271, -0.123, 1
0.269, 0.725, 2.656, 1.374, 0.893, 1
0.307, 0.499, 1.35, 1.557, 1.779, 1
0.313, 1.214, 0.8, 1.077, 0.748, 1
0.548, 0.611, 1.954, -0.61, -0.361, 1
0.393, 1.401, 1.688, 1.137, -0.451, 1
0.318, 0.911, 1.096, 1.985, 0.0, 1
0.108, 0.412, 0.517, 1.09, 0.0, 1
0.376, 1.218, 1.497, 0.859, -0.372, 1
0.127, 0.732, 0.356, 1.236, 0.0, 1
0.603, 0.722, 1.57, -0.392, 0.357, 1
0.208, 0.897, 0.738, 1.64, -0.648, 1
0.432, 0.961, 1.246, 0.865, 2.116, 1
0.226, 0.842, 1.019, 2.022, -0.738, 1
0.414, 2.453, 2.164, -0.4, -0.212, 1
0.421, 0.573, 1.775, 1.341, 1.099, 1
0.794, 1.392, 1.044, -0.629, -0.633, 1
0.983, 1.849, -0.384, -0.181, -0.116, 1
0.662, 0.862, 1.361, 0.827, -0.796, 1
0.105, 0.517, 0.332, 0.829, 0.0, 1
0.838, 0.258, 1.82, 0.769, 0.428, 1
0.284, 0.976, 2.743, -0.786, -0.392, 1
0.399, 0.66, 2.966, -0.691, 0.462, 1
0.461, 0.809, 0.511, 1.196, 0.839, 1
0.14, 0.784, 0.345, 0.566, 0.0, 1
0.197, 1.015, 0.616, 1.156, 0.0, 1
-0.067, -0.286, -0.585, 1.797, -0.687, 1
0.389, 0.55, 0.897, 1.13, 0.0, 1
0.623, 0.613, 1.414, 0.62, 0.507, 1
-0.079, 0.719, 1.372, 1.245, 0.819, 1
0.863, 2.356, 1.69, 0.594, -0.184, 1
0.315, 1.126, 1.037, 1.181, 1.419, 1
0.195, 0.443, 0.755, 0.65, 0.758, 1
1.443, 1.953, 0.7, 0.559, 0.0, 1
0.572, 2.468, 1.182, 0.83, -0.371, 1
0.37, 0.81, 0.888, 1.628, -1.039, 1
0.107, 0.622, 1.23, 0.944, 0.0, 1
0.747, 1.029, 1.346, -0.998, 1.722, 1
0.146, 0.627, 0.454, 0.294, 0.915, 1
0.099, 0.661, 0.363, 0.649, 0.65, 1
0.198, 0.67, 0.768, -0.384, 1.48, 1
0.959, 0.755, 1.611, 0.942, 1.499, 1
0.785, 2.821, 1.234, 0.699, 0.367, 1
0.153, 0.55, 1.112, 1.995, -0.851, 1
0.102, 0.452, 0.519, 0.462, -0.305, 1
0.243, 0.917, -0.659, 2.233, -1.078, 1
0.204, 0.739, 0.812, 1.878, -0.9, 1
1.402, 0.893, 1.488, 1.385, -0.652, 1
0.849, 1.938, 0.812, 1.274, -0.446, 1
0.22, 0.709, 1.048, 1.3, -0.721, 1
0.442, 0.623, 2.162, 0.915, 0.612, 1
0.214, 0.508, 0.631, 0.927, 0.0, 1
0.729, 1.166, 1.935, 0.736, 1.285, 1
0.234, 1.176, 0.888, 0.714, 0.0, 1
