@relation  phoneme
@attribute Aa real[-1.7,4.107]
@attribute Ao real[-1.327,4.378]
@attribute Dcl real[-1.823,3.199]
@attribute Iy real[-1.581,2.826]
@attribute Sh real[-1.284,2.719]
@attribute Class {0,1}


@data
2.089, 0.673, 0.148, 0.194, -0.138, 0
0.251, 1.413, 2.024, -0.54, -0.505, 0
0.282, 1.08, 2.744, -0.726, 0.0, 0
0.228, 1.054, 0.309, 0.479, 0.546, 0
0.529, 3.296, -0.577, 0.887, -0.272, 0
2.063, 0.377, 0.143, 0.108, 0.1, 0
1.58, 1.639, 0.709, 0.28, 0.357, 0
0.296, 1.257, 2.688, -0.762, -0.372, 0
0.339, 1.134, 2.134, -0.593, -0.27, 0
0.442, 0.976, 2.113, -0.532, -0.387, 0
0.128, 0.351, 0.582, 2.105, -0.626, 0
0.158, 0.281, 0.389, 1.072, 1.464, 0
0.184, 0.813, 1.764, 1.109, 0.0, 0
0.301, 1.249, 2.831, -0.685, 0.0, 0
0.495, 2.94, -0.701, 0.4, -0.16, 0
-0.165, 1.809, 1.261, 0.59, 0.366, 0
0.386, 1.911, 0.652, 0.354, -0.152, 0
3.223, 0.698, -0.13, -0.061, -0.046, 0
0.874, 1.241, -0.282, 0.175, -0.108, 0
1.044, 2.496, -0.379, -0.155, -0.107, 0
0.168, 1.108, 1.706, -0.483, -0.201, 0
0.962, 2.006, -0.386, -0.173, -0.111, 0
0.693, 2.371, -0.586, 0.312, 0.159, 0
1.524, 1.948, -0.282, -0.127, -0.097, 0
0.592, 2.457, -0.353, -0.173, 0.158, 0
0.698, 1.875, -0.351, 0.173, -0.081, 0
0.635, 3.054, 0.796, 0.31, 0.201, 0
2.909, 0.745, -0.168, 0.265, -0.092, 0
0.687, 2.34, 0.641, 0.404, -0.406, 0
0.211, 0.538, 0.841, 2.189, 0.0, 0
0.65, 2.187, -0.387, -0.179, 0.181, 0
1.363, 1.396, -0.304, -0.127, 0.073, 0
0.651, 2.023, 1.176, -0.344, -0.18, 0
1.247, 1.233, 2.209, -0.468, -0.183, 0
0.144, 0.448, 0.543, 0.775, 0.0, 0
1.18, 0.843, 0.243, 0.104, 0.104, 0
0.179, 0.426, 0.679, 1.696, 0.0, 0
0.238, 1.519, 0.643, 0.27, 0.169, 0
0.715, 2.722, -0.493, -0.281, 1.049, 0
0.775, 1.66, 0.962, 0.452, 0.246, 0
0.156, 0.564, 1.35, 1.842, 0.0, 0
3.597, 0.63, 0.352, 0.407, -0.137, 0
0.716, 1.75, 0.852, 0.226, 0.132, 0
0.609, 1.359, -0.747, -0.271, -0.193, 0
1.653, 0.732, -0.095, 0.065, 0.047, 0
1.182, 2.344, -0.414, -0.178, -0.119, 0
0.216, 1.59, 1.132, 0.486, -0.201, 0
1.453, 0.562, 0.181, 0.148, -0.073, 0
0.618, 2.822, -0.629, 0.446, 1.001, 0
0.121, 0.268, 0.467, -0.611, -1.052, 0
1.413, 2.811, 0.737, -0.216, -0.131, 0
0.979, 1.247, 0.73, 1.861, -0.517, 0
3.269, 0.614, 1.015, -0.201, -0.091, 0
1.508, 1.606, 0.657, 0.801, 0.942, 0
2.51, -0.217, 0.213, 0.159, -0.092, 0
0.644, 1.088, 1.85, -0.51, 0.436, 0
0.205, 1.397, 1.363, 0.508, -0.177, 0
0.092, 0.476, 0.321, 0.505, 0.998, 0
0.4, 1.025, 2.406, -0.789, 0.429, 0
0.399, 3.177, -0.509, -0.212, -0.141, 0
0.735, 3.15, -0.74, 0.478, 0.19, 0
1.843, 1.023, 0.369, 0.204, -0.137, 0
0.206, 1.328, 1.4, -0.406, 0.0, 0
0.257, 1.734, 0.932, 0.734, -0.291, 0
0.21, 0.847, 1.963, -0.94, -0.732, 0
2.509, 0.944, 0.405, -0.107, -0.059, 0
2.662, 0.624, 0.444, 1.052, -0.295, 0
0.269, 1.117, 2.659, -0.671, -0.328, 0
0.266, 2.584, 0.739, 0.408, -0.143, 0
0.476, 2.54, -0.447, -0.222, 0.0, 0
0.917, 2.238, -0.446, 0.247, -0.135, 0
2.01, 1.07, 0.359, -0.085, -0.051, 0
0.766, 2.892, -0.548, -0.239, -0.136, 0
0.438, 0.442, 1.164, 1.157, 0.813, 0
1.962, 1.416, 0.268, 0.143, -0.079, 0
0.355, 1.816, 2.572, -0.621, -0.272, 0
0.087, 0.585, -0.67, 2.38, 0.0, 0
0.466, 1.018, 1.778, -0.431, -0.202, 0
0.279, 1.213, 2.769, -0.858, -0.372, 0
1.952, 1.886, 0.387, 0.323, 0.409, 0
0.267, 1.344, 0.978, 0.492, -0.16, 0
0.965, 1.935, 0.837, 1.316, -0.404, 0
3.639, 0.608, -0.138, -0.095, -0.056, 0
2.397, 0.416, 0.25, -0.078, 0.075, 0
0.281, 1.699, 0.663, 0.266, -0.115, 0
0.344, 1.503, 0.948, -0.319, 0.459, 0
0.151, 0.577, 1.302, 1.116, 0.0, 0
0.493, 2.278, 0.537, 1.631, -0.415, 0
2.385, 0.607, -0.11, 0.102, -0.053, 0
0.405, 0.866, 1.826, -0.591, -0.4, 0
2.089, 0.672, -0.1, 0.078, 0.065, 0
0.327, 1.291, 1.152, 0.541, -0.517, 0
2.463, 1.019, -0.147, 0.113, 0.08, 0
0.513, 2.237, 2.028, -0.496, -0.249, 0
0.338, 0.477, 1.821, 1.191, 0.997, 0
0.619, 3.052, 0.601, 0.951, -0.329, 0
1.295, 2.849, -0.41, 0.284, 0.382, 0
2.321, 0.872, 0.503, 1.212, -0.375, 0
0.253, 1.317, 1.506, -0.454, -0.214, 0
0.278, 1.8, 1.051, 0.468, -0.191, 0
0.273, 1.758, 0.817, 0.332, 0.162, 0
1.129, 2.213, 0.816, 0.65, -0.436, 0
0.662, 1.514, 1.835, 0.661, -0.229, 0
-0.102, 0.692, 1.585, 1.197, 0.0, 0
0.178, 1.103, 1.556, -0.458, 0.0, 0
1.131, 2.61, -0.358, -0.158, 0.22, 0
1.493, 1.664, 0.583, -0.175, -0.104, 0
1.578, 2.225, -0.495, 0.215, -0.104, 0
0.079, 0.274, 0.403, 1.157, 1.638, 0
2.938, 0.357, 1.369, -0.287, -0.131, 0
0.241, 1.841, -0.429, 0.379, -0.141, 0
0.155, 0.453, 1.053, 2.089, -0.71, 0
0.339, 1.547, 1.298, -0.443, 0.0, 0
1.392, 1.632, -0.259, -0.102, 0.09, 0
0.853, 0.786, -0.195, -0.065, 0.062, 0
0.321, 2.368, -0.557, -0.297, -0.264, 0
0.207, 0.532, 0.667, 1.25, 2.511, 0
-0.191, -0.863, -0.927, -0.577, -0.297, 0
1.127, 2.254, -0.299, 0.172, -0.16, 0
0.081, 0.309, 0.445, -0.697, 1.824, 0
1.658, 1.367, -0.202, 0.14, 0.133, 0
0.967, 2.69, -0.413, -0.337, 0.813, 0
0.309, 2.547, -0.477, 0.494, -0.168, 0
2.881, 0.896, 0.495, 0.475, -0.113, 0
0.249, 0.553, 1.892, 1.658, -0.571, 0
0.308, 1.441, 1.887, -0.593, 0.0, 0
0.892, 1.534, 0.287, 0.118, 0.069, 0
0.273, 2.018, 1.768, 0.697, 0.0, 0
0.342, 2.526, 0.737, -0.533, 0.0, 0
0.18, 0.636, 0.731, 1.762, -0.725, 0
0.829, 1.838, -0.381, 0.24, -0.269, 0
1.929, 0.828, 0.178, 0.163, 0.159, 0
0.55, 1.931, -0.482, -0.207, -0.128, 0
1.312, 2.591, 0.874, 0.534, -0.175, 0
0.215, 1.196, 0.913, 1.121, -0.47, 0
2.606, -0.26, -0.133, -0.078, 0.108, 0
0.279, 0.592, 0.73, 1.236, 0.0, 0
1.237, 0.948, -0.251, 0.103, -0.06, 0
3.132, 0.557, -0.134, 0.18, -0.066, 0
1.669, 1.822, -0.334, -0.116, -0.094, 0
0.671, 1.538, -0.334, 0.191, -0.129, 0
0.513, 1.105, 1.385, -0.358, 0.257, 0
2.254, 1.491, 0.895, 0.624, -0.185, 0
0.583, 2.523, 0.658, 0.295, 0.246, 0
0.725, 2.566, -0.518, -0.195, 0.0, 0
2.01, 2.213, -0.519, 0.45, 0.285, 0
0.42, 3.096, -0.604, 0.416, -0.231, 0
2.912, 0.359, 0.285, 0.149, -0.081, 0
0.384, 1.701, 2.268, -0.641, 0.0, 0
2.602, 0.404, 0.131, 0.1, 0.059, 0
0.332, 1.139, 1.262, 0.825, 0.0, 0
0.284, 1.381, -0.306, -0.147, 0.116, 0
3.489, 0.378, -0.122, -0.068, -0.049, 0
0.586, 2.283, 1.34, -0.367, -0.168, 0
0.266, 1.268, 2.178, -0.809, 0.0, 0
0.763, 1.929, 0.466, 0.255, -0.234, 0
2.198, 0.27, 0.513, 1.842, -0.529, 0
2.287, -0.234, 0.215, 0.176, -0.085, 0
1.033, 1.762, -0.258, -0.14, -0.084, 0
2.721, 0.652, -0.1, -0.063, 0.056, 0
0.501, 2.669, -0.603, 0.308, -0.146, 0
1.776, 1.123, -0.177, -0.071, 0.073, 0
0.258, 2.814, -0.461, -0.239, -0.153, 0
1.15, 2.51, -0.45, 0.659, 0.548, 0
0.157, 0.985, 2.493, -0.747, 0.0, 0
0.241, 0.522, 0.576, -0.368, 0.977, 0
2.235, 0.97, 0.341, 0.366, 0.617, 0
0.437, 1.932, 1.163, 0.588, -0.29, 0
2.766, 0.315, 1.166, -0.304, 0.269, 0
1.644, 1.98, 0.579, 1.252, -0.293, 0
0.922, 2.596, -0.575, -0.255, -0.163, 0
0.328, 1.107, 1.964, 0.776, -0.247, 0
3.386, -0.301, 0.136, -0.078, -0.055, 0
1.031, 1.991, -0.311, 0.194, -0.413, 0
0.227, 0.686, 1.339, 1.873, -0.671, 0
2.444, 0.273, 0.139, 0.156, -0.062, 0
0.577, 3.515, -0.656, 0.333, -0.164, 0
1.37, 2.042, -0.356, 0.214, 0.23, 0
1.227, 1.634, -0.298, 0.183, -0.093, 0
0.65, 3.308, -0.468, -0.263, 0.6, 0
1.102, 2.78, -0.438, -0.205, -0.135, 0
0.628, 2.801, 0.76, 0.493, 0.981, 0
-0.165, -0.917, 2.187, -0.856, -0.516, 0
1.846, 0.267, -0.077, 0.09, -0.08, 0
0.256, 0.33, 0.62, 2.29, -0.736, 0
0.276, 0.904, 2.035, 1.594, 0.0, 0
0.23, 1.214, 1.916, -0.55, -0.535, 0
0.104, 0.463, 1.052, 2.313, 0.0, 0
1.89, 1.009, 0.48, 0.366, -0.179, 0
0.502, 2.169, 0.845, -0.253, -0.158, 0
0.948, 2.4, -0.397, 0.42, 1.126, 0
1.097, 2.087, -0.549, 0.2, 0.245, 0
0.296, 1.004, 1.78, 0.807, -0.361, 0
0.13, 0.56, 1.377, 1.336, -0.43, 0
0.202, 1.502, 2.04, 0.897, 0.0, 0
0.11, 0.421, 0.735, -0.265, 0.0, 0
3.724, -0.302, -0.128, -0.083, -0.061, 0
0.691, 2.636, -0.45, 0.243, -0.23, 0
-0.089, -0.227, -0.488, 1.332, 1.273, 0
0.721, 0.502, 0.871, 2.022, -0.563, 0
0.52, 2.213, 1.208, 0.417, -0.195, 0
-0.054, 0.384, 0.379, 0.525, -0.853, 0
0.606, 2.024, 2.367, -0.615, -0.322, 0
0.39, 1.445, 2.949, -0.728, -0.313, 0
3.256, 1.141, 0.356, 0.279, 0.132, 0
0.197, 2.013, 1.871, -0.6, -0.234, 0
2.79, 1.019, 0.416, 0.656, -0.166, 0
0.328, 0.901, 2.62, 1.194, -0.555, 0
0.388, 0.855, 2.533, -0.636, -0.546, 0
0.859, 3.003, -0.501, 0.827, -0.234, 0
3.429, 0.898, -0.182, 0.139, 0.349, 0
0.622, 3.087, -0.758, -0.252, -0.155, 0
2.039, 0.721, 0.256, 0.228, 0.507, 0
0.116, 0.318, 0.43, 0.708, 1.304, 0
0.389, 2.243, -0.387, 0.28, -0.114, 0
0.687, 2.277, 1.469, -0.354, -0.167, 0
1.677, 1.795, -0.379, -0.269, 0.929, 0
1.565, 0.867, 1.299, 1.041, 0.559, 0
0.62, 1.695, -0.579, -0.232, -0.163, 0
0.238, 0.967, -0.338, -0.368, 0.421, 0
-0.239, 3.211, -0.684, -0.311, -0.169, 0
0.099, 0.466, 1.088, 1.861, 0.0, 0
2.697, -0.221, 0.159, 0.091, 0.078, 0
3.092, -0.37, -0.131, -0.077, -0.051, 0
2.511, 1.155, -0.241, -0.087, 0.0, 0
0.94, 2.129, 1.846, -0.441, 0.542, 0
0.404, 0.913, 2.575, 0.831, -0.295, 0
0.539, 2.962, 1.236, 0.588, -0.241, 0
0.147, 0.502, 0.83, 0.36, -0.184, 0
0.987, 2.4, -0.491, -0.164, -0.109, 0
3.065, 0.355, -0.113, -0.073, 0.063, 0
0.277, 1.333, 2.228, -0.536, 0.551, 0
1.752, 2.127, 0.507, 0.22, -0.124, 0
2.827, 0.825, 0.298, 0.257, 0.653, 0
-0.201, 1.086, 0.823, -0.403, 0.201, 0
0.236, 0.46, 2.043, 0.909, 0.646, 0
0.341, 0.792, 2.458, -0.985, -0.459, 0
0.499, 1.932, 1.74, 0.682, 0.0, 0
0.104, 0.356, 0.453, 1.809, -1.037, 0
0.17, 0.46, 0.684, -0.74, 0.0, 0
3.137, 1.237, -0.209, 0.443, -0.148, 0
0.257, 1.182, 2.417, -0.7, 1.29, 0
-0.12, 1.159, 1.366, 0.598, -0.285, 0
-0.053, 0.502, 1.327, 1.72, -0.594, 0
0.301, 1.704, 1.237, 1.884, -0.639, 0
0.671, 2.214, -0.494, -0.219, 0.0, 0
0.36, 2.56, -0.671, -0.568, 1.369, 0
1.089, 1.423, -0.387, -0.123, 0.09, 0
0.74, 2.248, -0.622, -0.25, -0.145, 0
-0.802, 0.884, -0.289, 0.341, -0.452, 0
1.064, -1.011, -0.546, 1.599, -0.583, 0
0.25, 0.958, 0.713, 2.169, 0.0, 1
0.556, 2.03, 0.841, -0.264, -0.257, 1
0.151, 0.642, 1.454, 1.281, -0.716, 1
0.69, 0.606, 1.739, 1.305, 0.579, 1
0.824, 1.346, 0.779, 0.365, 0.839, 1
0.251, 0.964, 1.656, -0.753, 1.305, 1
1.393, 1.619, 1.684, -0.428, -0.158, 1
0.572, 2.888, -0.527, 0.836, -0.365, 1
0.673, 0.596, 0.65, 2.123, -0.553, 1
0.329, 0.8, 0.792, 0.957, 0.873, 1
0.49, 0.722, -1.086, -0.999, -0.785, 1
0.514, 0.545, 1.953, 0.979, -0.547, 1
0.584, 0.843, 1.965, 0.939, 1.358, 1
0.093, 0.435, 0.763, 0.792, 0.0, 1
0.297, 0.626, 2.667, 0.974, 0.522, 1
0.598, 1.595, 2.137, 0.705, -0.257, 1
0.279, 0.701, 0.936, 1.152, 0.0, 1
0.317, 1.008, 2.523, -0.625, 0.478, 1
0.258, 1.188, 2.135, -0.667, -0.424, 1
0.449, 2.339, 1.345, 1.411, -0.354, 1
0.892, 1.352, 1.659, 0.861, 0.854, 1
0.287, 0.938, 1.769, -0.593, -0.357, 1
0.736, 2.344, 0.998, 0.618, 0.733, 1
0.213, 0.325, 0.7, 1.941, 1.284, 1
0.12, 0.508, 0.883, -0.698, 0.0, 1
0.733, 0.594, 2.011, -0.693, 0.414, 1
0.156, 0.416, 0.696, 2.056, -0.688, 1
0.303, 0.609, 0.474, 1.427, -0.811, 1
0.593, 0.593, 1.714, 1.154, -0.419, 1
0.172, 0.526, 0.524, 1.262, 0.0, 1
0.185, 0.746, 1.31, 1.934, -0.782, 1
0.157, 0.511, 1.162, -0.406, 0.342, 1
0.95, 0.555, 1.311, 1.481, 1.495, 1
0.573, 0.733, 2.036, -0.445, 0.642, 1
0.445, 0.809, 2.027, 1.442, 0.0, 1
0.74, 2.402, 1.721, -0.458, -0.17, 1
0.184, 0.496, 0.514, 1.117, 1.106, 1
0.133, 0.506, 1.022, 0.84, -0.477, 1
0.249, 0.468, 1.136, -1.116, 2.319, 1
0.807, 2.168, 0.714, 0.84, 0.58, 1
0.678, 0.655, 1.833, 1.735, 0.846, 1
-0.144, -0.563, -1.041, -0.916, 0.0, 1
0.52, 0.38, 0.535, 1.64, 0.998, 1
0.508, 3.092, 1.04, 0.693, -0.255, 1
-0.118, 0.497, 0.8, 1.743, -0.776, 1
0.562, 2.578, -0.598, 0.433, 0.491, 1
0.172, 0.768, 0.899, 0.826, -0.247, 1
0.371, 0.535, 1.803, 1.079, -0.646, 1
0.179, 0.781, 2.473, -0.787, 1.537, 1
0.421, 1.494, 1.362, 1.755, 0.0, 1
0.584, 1.413, 2.371, -0.653, -0.275, 1
0.231, 0.52, 0.871, 1.957, 0.0, 1
0.271, 0.811, 0.913, 2.122, 0.0, 1
1.014, 0.492, 1.761, 0.847, -0.24, 1
0.306, 0.483, 1.901, 1.404, 1.526, 1
0.328, 1.09, 2.044, 1.063, 1.043, 1
0.689, 1.289, 2.224, 1.191, -0.418, 1
0.328, 0.656, 0.838, 2.117, 1.779, 1
0.44, 0.526, 1.648, 1.108, 1.932, 1
0.458, 0.924, 1.97, -0.625, 1.592, 1
0.242, 0.421, -0.247, 1.066, 1.571, 1
1.139, 0.662, 2.77, -0.607, -0.242, 1
0.19, 0.846, 0.769, 1.299, 0.877, 1
0.304, 1.152, 2.568, -0.646, -0.638, 1
0.525, 1.543, 1.83, 1.724, -0.479, 1
0.131, 0.263, 0.266, -0.386, 0.786, 1
0.092, 0.413, 0.687, 0.0, 0.0, 1
0.598, 0.932, 2.187, 1.787, -0.49, 1
0.961, 1.392, 1.215, 0.476, 1.277, 1
0.671, 1.885, 1.554, 0.742, 1.02, 1
0.175, 0.414, 0.364, 1.345, -0.857, 1
0.881, 1.29, 1.726, 1.098, 0.834, 1
1.116, 2.206, 1.501, -0.407, -0.147, 1
0.275, 0.953, 2.482, 1.212, 0.904, 1
0.31, 0.496, 1.401, 1.696, 1.766, 1
0.315, 1.213, 0.769, 1.048, 0.786, 1
0.627, 0.871, 1.992, -0.54, -0.384, 1
0.396, 1.382, 1.724, 1.114, -0.452, 1
0.406, 1.016, 1.186, 2.047, 0.0, 1
0.094, 0.392, 0.477, 1.763, 0.0, 1
0.354, 1.005, 1.607, 0.835, -0.338, 1
0.121, 0.74, 0.345, 1.219, 0.0, 1
0.677, 0.443, 1.584, -0.536, 0.443, 1
0.353, 0.956, 0.749, 1.758, -0.72, 1
0.475, 1.016, 1.403, 0.788, 1.902, 1
0.233, 0.685, 0.936, 2.078, -0.9, 1
0.371, 2.472, 2.174, -0.429, -0.19, 1
0.363, 0.44, 1.951, 1.01, 0.719, 1
0.475, 0.984, 1.695, -1.032, -0.825, 1
1.208, 1.688, -0.517, -0.256, -0.178, 1
0.517, 0.837, 1.659, 0.895, -0.548, 1
0.103, 0.576, 0.331, 0.82, 0.0, 1
0.885, 0.328, 1.847, 0.751, 0.387, 1
0.226, 0.837, 2.81, -0.819, -0.392, 1
0.396, 0.676, 3.044, -0.554, 0.514, 1
0.458, 0.77, 0.527, 1.142, 0.997, 1
0.127, 0.724, 0.292, 0.52, 0.0, 1
0.169, 1.034, 0.889, 1.278, 0.0, 1
-0.106, -0.363, -0.401, 1.3, 0.0, 1
0.414, 0.577, 0.988, 1.104, 0.0, 1
0.734, 0.647, 1.387, 0.556, 0.451, 1
0.201, 0.714, 1.576, 1.345, 1.486, 1
0.88, 2.242, 1.602, 0.587, -0.178, 1
0.56, 1.075, 0.915, 1.744, 1.669, 1
0.195, 0.443, 0.755, 0.65, 0.758, 1
0.921, 1.678, 0.559, 0.668, 0.0, 1
0.657, 2.528, 1.186, 0.882, -0.241, 1
0.436, 0.734, 0.685, 1.698, -1.012, 1
-0.052, 0.651, 1.207, 1.263, 0.0, 1
0.722, 1.094, 1.433, -0.935, 1.467, 1
0.172, 0.714, 0.53, 0.353, 0.9, 1
0.128, 0.598, 0.394, 0.602, 1.315, 1
0.203, 0.689, 0.793, -0.401, 1.49, 1
1.014, 0.653, 1.828, 1.07, 1.297, 1
1.011, 2.776, 1.053, 0.474, -0.168, 1
-0.115, 0.619, 0.902, 1.714, -0.828, 1
0.098, 0.307, 0.415, 1.045, -0.403, 1
0.205, 0.765, -0.71, 2.161, -0.94, 1
0.146, 0.557, 0.918, 1.846, -0.459, 1
1.317, 0.82, 1.56, 1.641, -0.503, 1
0.476, 1.125, 0.832, 1.147, -0.518, 1
0.235, 0.673, 1.025, 1.332, -0.6, 1
0.308, 0.604, 2.103, 0.896, 0.547, 1
0.2, 0.506, 0.833, 0.837, 0.0, 1
0.373, 1.299, 1.945, 0.86, 1.325, 1
0.277, 0.805, 1.301, 0.64, 0.0, 1
