@relation  phoneme
@attribute Aa real[-1.7,4.107]
@attribute Ao real[-1.327,4.378]
@attribute Dcl real[-1.823,3.199]
@attribute Iy real[-1.581,2.826]
@attribute Sh real[-1.284,2.719]
@attribute Class{0,1}
@inputs Aa,Ao,Dcl,Iy,Sh
@outputs Class
@data
2.991, 0.411, -0.115, 0.109, 0.104, 0
0.52, 1.97, 0.55, 0.248, -0.141, 0
0.361, 2.402, 1.027, -0.654, 1.309, 0
0.059, 0.251, 0.388, 0.535, 0.0, 0
1.007, 2.845, -0.424, 0.422, 0.617, 0
1.898, 0.651, 0.157, 0.203, -0.124, 0
0.067, 0.286, 0.428, -0.454, 0.0, 0
0.4, 3.424, -0.563, -0.259, -0.152, 0
3.177, -0.275, -0.111, 0.09, -0.074, 0
0.262, 1.304, 2.382, -0.794, -0.416, 0
0.552, 2.956, -0.539, 0.285, -0.144, 0
0.437, 0.561, 1.314, 1.811, -0.512, 0
1.453, 2.15, -0.566, -0.182, -0.107, 0
1.055, 1.185, 0.293, 0.182, -0.141, 0
3.097, 0.575, 0.228, 0.275, -0.077, 0
0.363, 0.694, 1.93, 0.798, -0.367, 0
2.177, 1.375, -0.208, -0.083, 0.087, 0
1.298, 2.284, -0.325, -0.147, 0.19, 0
1.878, 0.892, 0.76, 1.61, -0.446, 0
1.92, 1.27, -0.247, 0.113, -0.065, 0
0.148, 0.777, 1.533, 1.672, 0.0, 0
0.323, 1.76, 1.394, -0.406, -0.241, 0
0.204, 0.567, 2.562, -0.649, 0.398, 0
2.558, 0.561, 0.573, 0.475, 0.341, 0
0.517, 2.602, 1.078, 0.534, -0.177, 0
1.141, 2.928, -0.455, -0.207, -0.138, 0
3.056, 0.469, 1.166, -0.279, -0.105, 0
0.199, 1.424, 1.878, -0.653, -0.339, 0
0.382, 0.975, 2.027, 1.022, 0.527, 0
0.486, 2.345, 1.508, 0.674, 0.0, 0
1.23, 1.569, 0.535, 0.332, 0.285, 0
1.083, 0.761, -0.153, 0.076, 0.055, 0
0.233, 1.784, 1.568, 0.656, -0.307, 0
2.23, 0.488, 0.107, 0.102, -0.044, 0
2.094, 1.535, 0.75, -0.175, 0.146, 0
1.079, 2.048, -0.439, 1.475, -0.455, 0
2.898, -0.254, 0.12, 0.135, -0.06, 0
0.477, 3.228, -0.618, -0.288, -0.154, 0
0.675, 2.148, -0.462, -0.216, -0.12, 0
0.264, 1.163, 1.833, -0.512, -0.233, 0
0.435, 2.563, 1.044, 0.741, 0.0, 0
0.296, 0.735, 1.704, 1.119, 0.677, 0
0.179, 1.095, 1.834, -0.514, 0.0, 0
2.84, 0.694, 0.395, -0.087, 0.08, 0
0.22, 1.013, 2.32, 1.102, -0.359, 0
0.136, 0.457, 0.56, 0.674, 0.0, 0
0.315, 2.086, -0.505, 0.343, -0.136, 0
0.675, 2.915, 0.996, 0.413, -0.177, 0
0.739, 1.87, -0.32, -0.148, -0.084, 0
0.624, 2.869, 0.842, -0.386, -0.138, 0
2.6, 0.644, 0.221, 0.133, -0.116, 0
0.125, 0.446, 0.441, 1.127, 0.0, 0
0.834, 2.73, -0.45, -0.19, -0.123, 0
3.052, -0.233, 0.162, -0.078, -0.071, 0
0.076, 0.254, 0.229, 0.383, -0.375, 0
2.756, 0.266, 0.158, 0.194, -0.063, 0
0.283, 1.008, 2.195, -0.895, 0.0, 0
2.879, 0.424, -0.107, 0.08, -0.055, 0
0.353, 2.236, -0.549, 0.309, -0.279, 0
-0.146, 2.06, 1.0, 0.441, 0.0, 0
2.981, 0.531, -0.134, -0.093, -0.058, 0
2.712, 0.384, 1.604, -0.353, -0.129, 0
1.033, 2.488, -0.491, 0.28, 0.607, 0
0.588, 2.574, 1.48, -0.412, -0.188, 0
3.772, -0.274, 0.155, -0.08, -0.077, 0
1.163, 1.911, 0.643, -0.211, -0.202, 0
0.642, 2.01, 1.612, -0.395, 0.0, 0
1.222, 1.182, -0.186, -0.099, -0.054, 0
0.253, 0.406, 0.468, 1.567, 1.672, 0
0.762, 3.061, -0.456, -0.209, 0.159, 0
0.378, 0.982, 2.602, -0.623, -0.331, 0
0.514, 3.04, -0.689, -0.289, -0.183, 0
2.377, 0.65, -0.122, -0.071, 0.047, 0
1.825, 2.402, -0.333, -0.143, -0.097, 0
2.164, 1.797, -0.364, 1.024, -0.274, 0
0.174, 1.058, 2.666, -0.748, 0.448, 0
0.255, 1.078, 2.834, -0.775, 0.0, 0
0.638, 2.498, -0.387, 0.243, -0.301, 0
-0.134, 1.057, 2.379, -0.822, 0.0, 0
1.369, 2.204, -0.365, 0.252, 0.183, 0
2.18, 1.275, 0.459, 0.427, -0.234, 0
0.243, 1.014, 2.373, 1.039, 0.0, 0
-0.225, 2.158, -0.463, -0.259, 0.0, 0
2.342, 0.498, 0.256, 0.1, 0.076, 0
0.321, 1.628, 2.141, -0.561, -0.275, 0
0.277, 1.079, 2.757, -0.688, 0.0, 0
0.251, 1.067, 0.443, 0.472, 0.444, 0
0.529, 3.296, -0.577, 0.887, -0.272, 0
1.952, 0.499, 0.188, 0.151, -0.149, 0
1.482, 1.573, 0.795, 0.349, 0.318, 0
0.264, 1.276, 2.683, -0.635, -0.376, 0
0.517, 1.205, 2.199, -0.573, -0.233, 0
0.432, 1.071, 2.327, -0.592, -0.313, 0
0.118, 0.306, 0.559, 2.143, -0.666, 0
0.147, 0.289, 0.384, 0.928, 1.595, 0
0.182, 0.814, 1.867, 1.07, 0.0, 0
0.265, 1.313, 2.753, -0.78, 0.0, 0
0.504, 2.877, -0.717, 0.385, -0.161, 0
0.195, 1.537, 1.311, 0.581, 0.0, 0
0.439, 2.04, 0.663, 0.454, 0.0, 0
3.148, 0.635, -0.13, 0.094, -0.053, 0
0.942, 0.966, -0.214, 0.107, 0.116, 0
0.966, 2.286, -0.293, -0.149, -0.116, 0
0.205, 1.163, 1.643, -0.499, -0.2, 0
1.053, 2.205, -0.379, -0.183, -0.118, 0
0.605, 2.452, -0.534, 0.304, 0.0, 0
1.557, 1.84, -0.232, -0.116, 0.096, 0
0.363, 2.737, -0.383, -0.185, 0.169, 0
0.736, 2.022, -0.329, 0.179, 0.123, 0
0.651, 2.527, 0.904, 0.336, 0.0, 0
2.911, 0.745, -0.168, 0.264, -0.093, 0
0.699, 2.295, 0.67, 0.403, -0.391, 0
0.181, 0.509, 0.75, 1.97, 0.0, 0
0.668, 2.159, -0.382, -0.154, 0.117, 0
1.335, 1.345, -0.219, -0.089, -0.055, 0
0.516, 1.952, 1.204, -0.345, -0.176, 0
1.309, 1.141, 1.623, -0.508, -0.211, 0
0.16, 0.468, 0.48, 0.798, 0.0, 0
1.204, 0.779, 0.25, -0.105, 0.122, 0
0.095, 0.413, 0.818, 1.258, 0.0, 0
0.265, 1.442, 0.681, 0.306, 0.115, 0
0.916, 2.596, -0.414, -0.46, 0.979, 0
0.66, 1.695, 0.99, 0.264, 0.15, 0
0.226, 0.672, 1.4, 1.814, 0.0, 0
3.58, 0.496, 0.327, 0.344, -0.119, 0
1.0, 1.739, 0.89, 0.369, -0.599, 0
1.293, 1.097, -0.78, -0.596, -0.315, 0
1.719, 0.6, -0.104, 0.089, 0.068, 0
1.246, 2.402, -0.509, -0.18, 0.0, 0
0.259, 1.683, 1.178, 0.469, 0.0, 0
1.6, 0.524, 0.135, 0.129, -0.2, 0
0.597, 3.028, -0.424, 0.302, 0.937, 0
0.108, 0.305, 0.386, -0.664, -1.016, 0
1.192, 2.808, 0.933, -0.285, 0.144, 0
1.331, 1.429, 0.662, 1.619, -0.467, 0
3.192, 0.675, 0.813, -0.202, -0.083, 0
1.508, 1.605, 0.657, 0.801, 0.942, 0
2.51, -0.217, 0.213, 0.159, -0.092, 0
0.453, 1.44, 2.064, -0.478, 0.375, 0
0.156, 1.334, 1.158, 0.556, -0.214, 0
0.072, 0.333, 0.556, 0.507, 0.438, 0
0.416, 1.042, 2.32, -0.564, 0.337, 0
0.438, 3.303, -0.411, -0.186, -0.166, 0
0.636, 3.198, -0.554, 0.31, 0.274, 0
1.841, 0.911, 0.342, 0.199, -0.323, 0
0.177, 1.241, 1.328, -0.472, -0.209, 0
0.181, 1.316, 0.821, 0.676, 0.0, 0
0.159, 1.028, 1.872, -0.768, -0.553, 0
2.556, 0.718, 0.37, -0.085, -0.063, 0
2.534, 0.387, 0.641, 1.019, -0.339, 0
0.277, 1.136, 2.468, -0.763, -0.41, 0
0.412, 2.62, 0.73, 0.556, 0.0, 0
0.442, 2.439, -0.453, -0.226, -0.117, 0
0.883, 2.215, -0.452, 0.337, -0.215, 0
2.741, 0.927, 1.029, -0.273, -0.117, 0
0.65, 2.903, -0.763, -0.301, -0.153, 0
0.42, 0.333, 0.743, 1.17, 1.056, 0
1.532, 1.411, 0.457, 0.28, -0.155, 0
0.34, 1.797, 2.403, -0.652, -0.289, 0
0.111, 0.44, -0.51, 2.262, -0.752, 0
0.339, 0.933, 1.327, -0.334, -0.194, 0
0.288, 1.247, 2.861, -0.914, -0.366, 0
1.821, 1.432, 0.518, 0.343, 0.651, 0
0.315, 1.503, 1.331, 0.369, -0.164, 0
1.004, 2.024, 0.606, 1.205, -0.397, 0
3.065, 0.629, 0.355, -0.085, -0.062, 0
2.31, 0.325, 0.38, -0.085, 0.071, 0
0.241, 1.884, 0.49, 0.272, -0.103, 0
0.688, 1.433, 0.86, -0.289, 0.169, 0
0.129, 0.556, 1.314, 0.928, -0.413, 0
0.231, 2.426, 0.676, 1.775, -0.545, 0
2.331, 0.651, -0.107, 0.128, -0.052, 0
0.257, 1.15, 1.834, -0.751, -0.301, 0
2.03, 0.636, -0.098, 0.078, 0.056, 0
0.383, 1.267, 1.145, 0.575, -0.212, 0
2.414, 1.231, -0.281, 0.131, 0.278, 0
0.546, 2.203, 2.094, -0.597, -0.295, 0
0.228, 0.46, 1.628, 1.282, 0.712, 0
0.232, 2.627, 0.687, 1.597, -0.482, 0
0.823, 2.79, -0.414, 0.299, -0.225, 0
2.389, 1.318, 0.691, 0.912, -0.24, 0
0.232, 1.298, 1.482, -0.482, -0.259, 0
0.296, 1.804, 0.962, 0.416, -0.172, 0
0.282, 1.739, 0.825, 0.329, 0.161, 0
0.891, 2.921, 0.797, 0.537, 0.432, 0
0.674, 1.174, 1.718, 0.622, -0.205, 0
0.117, 0.571, 1.476, 1.128, -0.35, 0
0.187, 1.129, 1.521, -0.565, -0.21, 0
1.122, 2.532, -0.358, -0.158, 0.272, 0
1.592, 1.644, 0.581, -0.183, -0.11, 0
1.797, 2.261, -0.505, 0.23, 0.21, 0
0.236, 0.373, 0.415, 1.402, 2.043, 0
2.937, 0.357, 1.369, -0.287, -0.132, 0
0.308, 1.825, -0.458, 0.35, -0.122, 0
0.105, 0.526, 1.282, 2.081, -0.709, 0
0.303, 1.571, 1.285, -0.488, 0.0, 0
1.342, 1.218, -0.269, -0.098, 0.086, 0
0.877, 0.813, -0.184, -0.065, 0.067, 0
0.445, 2.413, -0.593, -0.228, -0.133, 0
0.119, 0.639, 0.531, 0.549, 2.261, 0
-0.083, -0.477, -1.189, -1.581, 0.0, 0
1.138, 2.163, -0.383, 0.261, -0.189, 0
0.152, 0.336, 0.45, -0.608, 1.78, 0
1.631, 1.369, -0.275, 0.218, 0.161, 0
1.114, 2.285, -0.409, 0.266, 1.002, 0
0.403, 2.671, -0.537, 0.357, -0.154, 0
2.745, 0.709, 0.387, 0.406, -0.129, 0
0.279, 0.67, 1.702, 1.477, -0.447, 0
0.309, 1.464, 1.893, -0.551, 0.0, 0
1.126, 0.591, 0.327, 0.236, -0.176, 0
0.375, 2.21, 1.43, 1.029, 0.0, 0
0.43, 2.541, 1.083, -0.482, 0.0, 0
0.202, 0.672, 0.783, 1.99, -0.709, 0
0.826, 1.872, -0.313, 0.232, -0.322, 0
1.936, 0.848, 0.203, 0.154, 0.112, 0
0.578, 1.929, -0.437, -0.193, 0.0, 0
1.351, 2.481, 1.044, 0.572, -0.183, 0
0.182, 1.094, 0.858, 1.275, -0.485, 0
2.725, -0.239, -0.101, -0.06, -0.045, 0
0.193, 0.788, 0.794, 1.37, 0.0, 0
1.2, 0.979, -0.232, 0.129, 0.101, 0
3.13, 0.557, -0.134, 0.181, -0.065, 0
2.007, 1.997, -0.478, -0.163, -0.101, 0
0.595, 1.653, -0.345, 0.205, -0.084, 0
0.865, 1.165, 1.29, -0.395, -0.22, 0
1.956, 1.328, 0.82, 0.451, -0.256, 0
0.56, 2.372, 0.751, 0.278, 0.199, 0
0.71, 2.326, -0.557, -0.203, 0.0, 0
1.972, 2.6, -0.411, 0.303, 0.2, 0
0.409, 3.187, -0.635, 0.427, -0.187, 0
2.91, 0.359, 0.285, 0.149, -0.081, 0
0.362, 1.662, 2.35, -0.636, 0.0, 0
2.64, 0.625, 0.155, 0.106, 0.058, 0
0.336, 1.17, 1.625, 0.783, -0.39, 0
0.305, 1.632, -0.338, -0.131, -0.088, 0
3.684, 0.362, -0.1, -0.07, 0.052, 0
0.711, 2.712, 1.415, -0.44, -0.2, 0
0.14, 0.996, 2.233, -0.721, -0.281, 0
1.0, 1.795, 0.35, 0.242, -0.164, 0
2.424, -0.251, 0.513, 1.239, -0.32, 0
2.287, -0.234, 0.215, 0.176, -0.085, 0
0.835, 1.896, -0.387, -0.144, 0.0, 0
2.631, 0.604, -0.12, 0.098, -0.061, 0
0.524, 2.181, -0.506, 0.329, 0.0, 0
2.078, 1.095, -0.145, 0.094, 0.084, 0
0.32, 2.883, -0.428, -0.216, -0.139, 0
1.349, 2.589, -0.44, 0.251, 0.441, 0
0.219, 1.027, 2.399, -0.68, 0.0, 0
0.058, 0.207, -0.126, -0.348, 1.112, 0
2.111, 0.901, 0.371, 0.268, 0.515, 0
0.46, 1.935, 1.194, 0.607, -0.212, 0
2.761, 1.125, 1.297, -0.215, -0.097, 0
1.488, 1.97, 0.515, 1.191, -0.329, 0
0.89, 2.748, -0.415, -0.176, -0.121, 0
0.551, 1.145, 2.271, 0.668, -0.272, 0
3.516, -0.361, 0.173, 0.084, 0.069, 0
1.087, 1.908, -0.373, 0.25, -0.18, 0
0.164, 0.706, 1.122, 1.936, -0.614, 0
2.41, 0.29, 0.153, 0.162, -0.062, 0
0.683, 3.51, -0.562, 0.319, 0.275, 0
1.572, 2.779, -0.409, 0.265, 0.271, 0
1.284, 1.71, -0.321, 0.249, -0.181, 0
0.666, 3.208, -0.503, -0.23, 0.349, 0
1.188, 2.725, -0.47, -0.186, 0.39, 0
0.688, 2.617, 1.225, 0.483, 0.48, 0
-0.32, -0.587, 1.347, -0.637, -0.47, 0
1.974, 0.311, -0.082, 0.072, -0.091, 0
0.269, 0.362, 0.661, 2.265, -0.705, 0
0.27, 0.959, 1.687, 1.705, 0.0, 0
0.298, 1.241, 1.055, -0.314, -0.624, 0
0.101, 0.476, 1.097, 2.347, 0.0, 0
2.056, 1.155, 0.301, 0.227, -0.065, 0
0.193, 2.092, 1.05, -0.462, 0.0, 0
1.303, 1.852, -0.364, 0.406, 1.379, 0
0.77, 2.496, -0.402, 0.24, 0.163, 0
0.279, 0.985, 1.634, 0.77, -0.388, 0
0.205, 0.629, 0.904, 1.653, -0.468, 0
0.223, 1.533, 2.011, 0.902, 0.0, 0
0.173, 0.406, 0.588, -0.594, 0.0, 0
3.527, -0.341, -0.112, -0.061, 0.066, 0
0.737, 2.504, -0.467, 0.255, -0.257, 0
-0.18, -0.322, -0.604, 1.05, 0.0, 0
0.72, 0.502, 0.87, 2.021, -0.563, 0
0.496, 2.197, 1.185, 0.405, -0.195, 0
0.125, 0.311, 0.468, 0.623, -0.857, 0
0.288, 1.931, 1.916, -0.618, 0.0, 0
0.269, 1.041, 2.988, -0.754, -0.349, 0
2.726, 0.966, 0.467, 0.455, 0.228, 0
-0.178, 1.89, 1.988, -0.65, -0.243, 0
2.84, 1.351, 0.36, 0.679, -0.16, 0
0.42, 0.862, 2.552, 1.104, -0.415, 0
0.54, 0.904, 2.359, -0.803, -0.314, 0
0.808, 3.041, -0.586, 0.621, -0.26, 0
3.629, 1.018, -0.144, -0.048, -0.042, 0
0.54, 3.144, -0.665, -0.261, 0.0, 0
1.528, 0.54, 0.179, 0.149, 0.07, 0
0.115, 0.628, 0.523, 0.719, 0.731, 0
0.364, 2.186, -0.535, 0.215, 0.149, 0
0.801, 2.874, 1.081, -0.359, 0.0, 0
1.396, 2.19, -0.475, 0.617, 0.98, 0
1.567, 0.867, 1.3, 1.041, 0.559, 0
0.619, 1.695, -0.579, -0.233, -0.163, 0
0.341, 1.523, -0.519, 0.373, -0.13, 0
0.425, 3.034, -0.423, -0.182, 0.178, 0
0.106, 0.455, 0.989, 1.748, 0.0, 0
2.696, -0.22, 0.158, 0.09, 0.078, 0
3.119, -0.267, -0.101, -0.069, -0.059, 0
2.416, 0.88, -0.137, 0.094, -0.035, 0
0.802, 1.88, 2.01, -0.49, 0.0, 0
0.536, 0.795, 2.354, 1.06, -0.347, 0
0.518, 2.673, 1.493, 0.691, -0.269, 0
0.136, 0.344, 0.534, 0.508, 1.165, 0
0.998, 2.334, -0.467, -0.223, -0.137, 0
3.307, 0.503, -0.171, -0.156, 0.598, 0
0.437, 1.387, 2.311, -0.658, 0.499, 0
1.7, 2.193, 0.514, 0.222, -0.132, 0
3.347, 0.482, 0.237, 0.666, -0.18, 0
0.258, 1.825, 0.995, 0.809, -0.344, 0
0.25, 0.5, 2.194, 0.831, 0.616, 0
0.175, 0.964, 2.055, -0.756, -0.625, 0
0.466, 2.279, 1.825, 0.778, -0.253, 0
0.169, 0.397, 0.678, 1.654, -0.651, 0
0.259, 0.688, 0.77, -1.048, 0.0, 0
3.041, 1.383, -0.265, 0.691, -0.179, 0
0.246, 1.187, 2.52, -0.672, 1.263, 0
0.148, 1.48, 1.646, 0.754, 0.0, 0
-0.09, 0.559, 1.184, 2.327, -1.0, 0
0.312, 0.847, 0.564, 1.911, -0.682, 0
0.551, 2.308, -0.517, -0.189, -0.122, 0
0.273, 2.686, -0.421, 0.465, 1.47, 0
0.417, 1.73, -0.364, -0.154, 0.0, 0
0.381, 2.045, -0.306, -0.163, -0.091, 0
-0.801, 0.884, -0.289, 0.341, -0.452, 0
1.064, -1.012, -0.546, 1.599, -0.583, 0
0.259, 0.861, 0.785, 2.039, 0.0, 1
0.661, 1.665, 1.079, -0.371, -0.159, 1
0.122, 0.724, 1.25, 1.292, -0.496, 1
0.596, 0.671, 1.581, 1.095, 0.583, 1
0.87, 1.053, 0.731, 0.57, 0.851, 1
0.225, 0.964, 0.972, -0.559, 0.887, 1
1.396, 1.668, 1.742, -0.369, -0.138, 1
0.371, 2.963, -0.437, 1.227, -0.389, 1
0.693, 0.627, 0.716, 2.078, -0.564, 1
0.318, 0.811, 0.818, 0.821, 0.86, 1
0.384, 1.323, -1.087, -0.618, -0.488, 1
0.513, 0.545, 1.953, 0.979, -0.547, 1
0.539, 0.711, 1.794, 1.127, 1.429, 1
0.1, 0.408, 0.771, 0.75, 0.0, 1
0.496, 1.171, 2.48, 0.947, -0.352, 1
0.926, 1.532, 1.984, 0.86, -0.244, 1
0.121, 0.575, 0.967, 0.943, 0.0, 1
0.429, 1.231, 2.523, -0.798, 0.623, 1
0.296, 1.085, 2.155, -0.596, -0.31, 1
0.493, 2.223, 1.209, 1.384, -0.442, 1
0.891, 1.352, 1.66, 0.861, 0.854, 1
0.352, 1.119, 1.644, -0.634, -0.324, 1
0.77, 2.304, 1.032, 0.764, 0.957, 1
0.215, 0.376, 0.637, 1.861, 1.246, 1
0.139, 0.582, 0.517, -0.638, 0.0, 1
0.28, 0.685, 2.126, -0.687, 0.477, 1
0.116, 0.471, 0.873, 2.121, -0.681, 1
0.214, 0.546, 0.415, 1.385, -0.702, 1
0.416, 0.71, 2.024, 1.498, -0.592, 1
0.226, 0.609, 0.58, 1.347, 0.0, 1
0.191, 0.787, 1.295, 1.728, -0.619, 1
-0.05, 0.42, 0.923, -0.357, -0.357, 1
0.893, 0.6, 1.39, 1.399, 1.392, 1
0.544, 0.698, 2.078, -0.483, 0.685, 1
0.305, 1.2, 1.679, 1.386, 0.0, 1
0.84, 2.23, 1.577, -0.333, -0.157, 1
0.297, 0.545, 0.349, 1.286, 0.849, 1
0.127, 0.605, 0.837, 0.873, -0.751, 1
0.327, 0.51, 1.476, -1.004, 1.941, 1
0.779, 1.671, 1.253, 0.648, 0.587, 1
0.679, 0.656, 1.835, 1.737, 0.847, 1
-0.092, -0.391, -0.537, -0.685, 0.0, 1
0.211, 0.32, 0.595, 1.601, 1.188, 1
0.436, 2.86, 0.927, 1.081, -0.321, 1
-0.064, 0.499, 0.744, 1.58, -0.992, 1
0.532, 2.657, -0.51, 0.449, 0.698, 1
0.25, 0.757, 1.124, 1.021, -0.579, 1
0.383, 0.394, 1.807, 1.108, -0.72, 1
0.297, 0.661, 2.416, -0.789, 1.02, 1
0.471, 1.471, 1.614, 1.503, -0.515, 1
0.886, 1.555, 2.311, -0.56, -0.228, 1
0.182, 0.515, 0.739, 1.773, 0.0, 1
0.221, 0.845, 0.919, 2.423, 0.0, 1
1.014, 0.491, 1.761, 0.847, -0.239, 1
0.254, 0.422, 1.865, 1.307, 1.838, 1
0.278, 1.134, 2.136, 0.838, 1.005, 1
0.653, 1.061, 2.321, 1.546, -0.401, 1
0.223, 0.603, 0.703, 2.053, 1.019, 1
0.423, 0.607, 1.774, 0.993, 1.777, 1
0.535, 0.876, 1.788, -0.853, 1.208, 1
0.239, 0.753, -0.972, 1.907, 0.0, 1
1.139, 0.662, 2.77, -0.607, -0.242, 1
0.149, 0.513, 0.622, 1.332, 0.851, 1
0.315, 1.189, 2.53, -0.638, -0.517, 1
0.584, 1.796, 1.607, 1.431, -0.338, 1
0.136, 0.458, 0.449, -0.51, 1.155, 1
0.097, 0.434, 0.746, 0.0, 0.0, 1
0.879, 0.72, 1.949, 1.896, -0.52, 1
0.658, 1.518, 1.368, 1.077, 1.151, 1
0.322, 1.981, 1.185, 0.856, 1.153, 1
0.202, 0.486, 0.528, 1.473, -0.81, 1
0.699, 1.203, 1.834, 0.804, 0.999, 1
1.155, 2.218, 1.672, -0.313, -0.166, 1
0.252, 0.619, 2.605, 1.36, 1.06, 1
0.501, 0.462, 1.551, 1.562, 1.704, 1
0.219, 1.263, 0.836, 0.971, 0.568, 1
0.616, 0.753, 2.195, -0.547, -0.231, 1
0.345, 1.261, 1.718, 1.312, -0.712, 1
0.314, 1.029, 1.379, 1.96, 0.0, 1
0.224, 0.558, 0.638, 1.559, 0.0, 1
0.483, 0.926, 1.565, 0.679, -0.34, 1
0.122, 0.827, 0.475, 1.191, 0.0, 1
0.652, 1.177, 1.718, -0.463, 0.681, 1
0.129, 0.969, 0.707, 1.683, -1.009, 1
0.52, 0.985, 1.236, 1.072, 1.783, 1
0.218, 0.659, 1.048, 2.194, -0.904, 1
0.406, 2.574, 2.009, -0.413, -0.177, 1
0.179, 0.742, 1.648, 1.419, 1.107, 1
0.369, 1.313, 1.405, -0.574, -0.313, 1
0.541, 2.145, -0.562, -0.228, -0.141, 1
0.353, 0.827, 1.318, 0.986, -0.473, 1
0.105, 0.576, 0.342, 0.83, 0.0, 1
0.885, 0.328, 1.847, 0.751, 0.387, 1
0.403, 1.093, 2.39, -0.687, 0.0, 1
0.395, 0.644, 3.005, -0.542, 0.52, 1
0.452, 0.759, 0.523, 1.077, 0.982, 1
0.109, 0.697, 0.322, 0.579, 0.0, 1
0.384, 0.852, 0.76, 1.245, 0.0, 1
-0.147, -0.297, -0.468, 1.205, 0.0, 1
0.221, 0.754, 1.001, 1.235, 0.0, 1
0.639, 0.617, 1.573, 0.633, 0.493, 1
-0.104, 0.767, 1.296, 1.229, 0.665, 1
0.87, 2.27, 1.651, 0.636, -0.192, 1
0.822, 1.508, 0.87, 1.312, 1.497, 1
0.109, 0.472, 0.772, 0.685, 0.638, 1
0.935, 1.688, 0.593, 0.627, -0.207, 1
0.494, 2.368, 1.053, 0.752, -0.291, 1
0.363, 0.802, 1.001, 1.568, -0.936, 1
0.271, 0.596, 1.637, 1.056, 0.0, 1
0.655, 1.054, 1.372, -0.724, 1.77, 1
0.119, 0.654, 0.257, 0.404, 0.873, 1
0.121, 0.544, 0.494, 0.468, 1.522, 1
0.202, 0.733, 0.89, -0.343, 1.266, 1
0.895, 0.559, 1.321, 1.421, 1.516, 1
0.773, 2.314, 1.457, 0.646, 0.835, 1
0.075, 0.359, 1.007, 1.857, -0.832, 1
0.08, 0.263, 0.868, 0.476, -0.479, 1
0.222, 0.672, -0.637, 2.422, -1.051, 1
0.245, 0.727, 1.122, 1.739, -0.781, 1
1.317, 0.82, 1.56, 1.641, -0.503, 1
0.61, 1.225, 1.108, 1.224, -0.431, 1
0.132, 0.543, 1.111, 1.6, -0.551, 1
0.441, 0.596, 2.27, 0.923, 0.602, 1
0.2, 0.506, 0.833, 0.837, 0.0, 1
