@relation  phoneme
@attribute Aa real[-1.7,4.107]
@attribute Ao real[-1.327,4.378]
@attribute Dcl real[-1.823,3.199]
@attribute Iy real[-1.581,2.826]
@attribute Sh real[-1.284,2.719]
@attribute Class {0,1}


@data
0.996, 1.089, 0.307, 0.177, -0.103, 0
3.133, 0.656, 0.181, 0.117, -0.067, 0
0.276, 0.542, 1.977, 0.902, -0.452, 0
1.998, 1.349, -0.185, -0.08, 0.104, 0
1.288, 2.328, -0.359, -0.201, 0.175, 0
1.7, 0.823, -0.409, 1.83, -0.441, 0
1.939, 1.416, -0.238, 0.139, -0.077, 0
0.144, 0.888, 1.537, 1.646, -0.601, 0
0.393, 1.749, 1.55, -0.431, -0.253, 0
0.2, 0.561, 2.212, -0.644, 0.327, 0
2.793, 0.551, 0.577, 0.686, 0.4, 0
0.614, 2.482, 1.234, 0.553, -0.184, 0
1.264, 2.951, -0.463, -0.179, -0.133, 0
2.898, 0.474, 1.043, -0.234, -0.099, 0
0.204, 1.385, 1.795, -0.612, -0.283, 0
0.486, 1.088, 2.141, 1.099, 0.467, 0
0.483, 2.187, 1.504, 0.606, -0.255, 0
1.12, 1.599, 0.512, 0.329, -0.275, 0
1.11, 0.729, -0.13, 0.089, 0.094, 0
0.231, 1.764, 1.438, 1.052, -0.489, 0
2.216, 0.504, 0.159, 0.099, -0.089, 0
2.242, 1.295, 0.702, -0.169, 0.202, 0
1.036, 2.396, -0.503, 1.399, -0.376, 0
3.004, -0.317, 0.165, 0.126, 0.093, 0
0.536, 3.273, -0.604, -0.307, -0.356, 0
0.642, 2.074, -0.419, -0.181, -0.104, 0
0.257, 1.09, 1.917, -0.443, -0.233, 0
0.456, 2.494, 1.208, 0.836, 0.0, 0
0.743, 0.576, 1.672, 1.092, 0.594, 0
0.234, 1.108, 1.884, -0.552, 0.0, 0
2.785, 0.581, 0.279, -0.073, 0.081, 0
-0.132, 0.94, 2.238, 1.183, -0.413, 0
0.064, 0.517, 0.571, 0.498, 0.0, 0
0.215, 2.081, -0.428, 0.287, -0.181, 0
0.726, 2.701, 1.131, 0.416, -0.184, 0
0.67, 1.848, -0.283, -0.135, -0.075, 0
0.698, 2.98, 0.826, -0.307, -0.158, 0
2.4, 0.627, 0.19, 0.172, -0.1, 0
0.12, 0.38, 0.413, 0.997, 0.0, 0
0.77, 2.735, -0.464, -0.19, -0.145, 0
3.137, -0.266, 0.108, 0.091, -0.082, 0
0.086, 0.308, 0.272, 0.451, -0.367, 0
2.76, 0.279, 0.185, 0.21, -0.075, 0
0.124, 0.755, 2.184, -0.89, 0.0, 0
2.783, 0.299, -0.098, 0.085, -0.061, 0
0.347, 2.162, -0.536, 0.423, -0.164, 0
-0.193, 2.404, 0.942, 0.491, 0.0, 0
3.055, 0.508, -0.123, -0.075, -0.049, 0
2.534, 0.566, 1.554, -0.356, -0.135, 0
1.024, 2.403, -0.505, 0.258, 0.434, 0
0.607, 2.526, 1.618, -0.467, -0.205, 0
3.658, -0.285, 0.157, -0.082, -0.092, 0
1.022, 2.181, 0.53, -0.223, 0.0, 0
0.499, 2.156, 1.685, -0.588, 0.0, 0
1.232, 1.073, -0.213, -0.08, -0.056, 0
0.108, 0.493, 0.524, 1.885, 1.707, 0
0.763, 3.172, -0.441, -0.194, -0.135, 0
0.397, 0.967, 2.542, -0.79, -0.333, 0
0.475, 2.938, -0.677, -0.248, -0.149, 0
2.393, 0.336, -0.094, -0.053, 0.043, 0
1.989, 2.52, -0.359, -0.137, -0.09, 0
2.318, 1.826, -0.356, 0.991, -0.285, 0
0.239, 0.883, 2.657, -0.735, 0.544, 0
0.249, 1.147, 3.108, -0.844, 0.0, 0
0.364, 2.511, -0.373, 0.233, -0.341, 0
-0.15, 1.436, 2.41, -0.653, 0.0, 0
1.296, 2.241, -0.417, 0.214, 0.141, 0
2.203, 1.252, 0.462, 0.437, -0.235, 0
0.214, 0.929, 2.404, 1.093, 0.513, 0
-0.645, 1.771, -0.393, -0.195, -0.124, 0
2.337, 0.69, 0.299, 0.223, -0.393, 0
0.321, 1.523, 2.036, -0.577, -0.398, 0
-0.121, 1.064, 2.83, -0.798, 0.0, 0
0.24, 1.01, 0.396, 0.449, 0.561, 0
0.542, 3.126, -0.557, 1.004, -0.27, 0
1.846, 0.467, 0.155, 0.114, 0.107, 0
1.577, 1.626, 0.78, 0.399, 0.394, 0
0.348, 1.344, 2.678, -0.698, -0.321, 0
0.315, 1.222, 2.196, -0.605, -0.437, 0
0.453, 1.001, 2.247, -0.508, -0.21, 0
0.121, 0.311, 0.588, 1.978, -0.652, 0
0.216, 0.365, 0.371, 0.981, 1.464, 0
0.155, 0.773, 1.795, 1.076, 0.553, 0
0.33, 1.209, 2.637, -0.73, 0.0, 0
0.515, 2.984, -0.793, 0.352, -0.202, 0
-0.155, 1.643, 1.345, 0.62, 0.372, 0
0.523, 2.012, 0.604, 0.371, -0.31, 0
3.246, 0.823, -0.159, 0.086, -0.076, 0
0.817, 1.094, -0.228, 0.143, -0.098, 0
0.984, 2.472, -0.289, -0.149, -0.103, 0
0.184, 1.246, 1.751, -0.499, -0.21, 0
0.982, 2.136, -0.403, -0.151, -0.105, 0
0.66, 2.362, -0.544, 0.298, 0.15, 0
1.543, 1.994, -0.283, -0.126, 0.103, 0
0.607, 2.773, -0.348, -0.168, 0.145, 0
0.62, 1.855, -0.297, 0.241, 0.261, 0
0.642, 2.75, 0.852, 0.322, 0.188, 0
2.817, 0.729, -0.147, 0.22, -0.088, 0
0.73, 2.527, 0.681, 0.426, -0.481, 0
0.25, 0.344, 0.711, 2.158, 0.0, 0
0.729, 2.055, -0.436, -0.183, 0.165, 0
1.305, 1.404, -0.301, -0.152, -0.109, 0
0.682, 1.98, 1.237, -0.433, -0.517, 0
1.226, 1.277, 2.385, -0.505, -0.192, 0
0.131, 0.617, 0.545, 0.897, 0.0, 0
1.141, 0.732, 0.151, 0.088, 0.089, 0
0.129, 0.355, 0.724, 1.469, 0.0, 0
0.24, 1.547, 0.664, 0.275, 0.172, 0
0.599, 2.53, -0.481, -0.343, 1.107, 0
0.741, 1.431, 0.979, 0.473, 0.233, 0
0.142, 0.573, 1.504, 1.693, 0.0, 0
3.716, 0.55, 0.268, 0.454, -0.122, 0
1.038, 1.656, 0.949, 0.371, 0.632, 0
0.413, 0.791, -0.985, -1.254, -0.473, 0
1.749, 0.771, -0.15, 0.116, 0.084, 0
1.31, 2.463, -0.334, -0.148, -0.103, 0
0.216, 1.593, 1.12, 0.516, 0.0, 0
1.528, 0.54, 0.179, 0.149, 0.07, 0
0.391, 2.897, -0.59, 0.371, 0.953, 0
0.078, 0.338, 0.465, -0.538, -1.026, 0
1.402, 2.71, 0.803, -0.215, -0.134, 0
1.181, 1.305, 0.699, 1.809, -0.499, 0
3.367, 0.66, 0.941, -0.242, -0.095, 0
1.483, 1.798, 0.666, 0.92, 0.706, 0
2.555, -0.242, 0.209, 0.188, -0.095, 0
0.743, 1.288, 1.955, -0.426, 0.343, 0
0.169, 1.441, 1.267, 0.545, -0.214, 0
0.079, 0.372, 0.331, 0.48, 0.598, 0
0.379, 0.911, 2.528, -0.584, 0.518, 0
0.422, 3.294, -0.51, -0.203, -0.133, 0
0.74, 3.204, -0.77, 0.383, 0.183, 0
1.836, 0.925, 0.339, 0.195, -0.137, 0
0.189, 1.314, 1.156, -0.469, 0.0, 0
-0.235, 1.703, 0.826, 0.721, 0.0, 0
0.158, 0.825, 1.925, -0.892, -0.4, 0
2.617, 0.969, 0.279, -0.087, -0.056, 0
2.676, 0.308, 0.45, 0.983, -0.226, 0
0.289, 1.235, 2.536, -0.661, -0.358, 0
0.442, 2.568, 0.851, 0.469, -0.275, 0
0.468, 2.591, -0.455, -0.238, -0.121, 0
0.79, 2.192, -0.436, 0.264, -0.166, 0
1.857, 1.077, 1.08, -0.289, 0.194, 0
0.625, 2.852, -0.563, -0.289, -0.176, 0
0.416, 0.399, 0.933, 1.108, 0.775, 0
1.786, 1.517, 0.394, 0.182, -0.125, 0
0.364, 1.863, 2.606, -0.605, -0.248, 0
0.115, 0.444, -0.433, 2.178, 0.0, 0
0.472, 0.956, 1.583, -0.356, -0.173, 0
0.307, 1.272, 2.656, -0.946, -0.467, 0
1.712, 1.764, 0.375, 0.511, 0.589, 0
0.286, 1.386, 1.226, 0.468, 0.277, 0
1.152, 2.062, 0.808, 1.29, -0.369, 0
3.603, 0.538, 0.434, -0.097, -0.057, 0
2.15, 0.376, 0.261, -0.065, 0.0, 0
0.24, 1.851, 0.659, 0.286, -0.11, 0
0.697, 1.505, 1.004, -0.429, 1.618, 0
0.132, 0.489, 1.098, 0.915, 0.0, 0
0.594, 1.964, 0.636, 1.778, -0.508, 0
2.389, 0.639, -0.107, 0.13, -0.053, 0
0.447, 1.028, 1.955, -0.764, -0.406, 0
2.095, 0.66, -0.09, 0.068, -0.04, 0
0.34, 1.238, 1.114, 0.45, -0.544, 0
2.437, 1.018, -0.281, 0.182, 0.2, 0
0.435, 2.108, 2.029, -0.544, -0.262, 0
0.347, 0.487, 1.899, 1.298, 0.693, 0
0.749, 2.548, 0.543, 1.353, -0.331, 0
1.141, 2.816, -0.424, 0.33, 0.0, 0
2.429, 0.968, 0.646, 1.022, -0.311, 0
0.249, 1.423, 1.518, -0.459, -0.233, 0
0.279, 1.735, 1.006, 0.443, -0.189, 0
0.252, 2.056, 0.794, 0.26, 0.168, 0
0.936, 2.239, 0.778, 1.064, 0.411, 0
0.659, 1.461, 1.744, 0.666, -0.268, 0
0.157, 0.678, 1.566, 1.131, 0.0, 0
0.193, 1.16, 1.667, -0.594, 0.0, 0
1.052, 2.559, -0.349, -0.147, 0.173, 0
1.414, 1.694, 0.626, -0.195, -0.117, 0
1.877, 2.205, -0.484, 0.191, -0.116, 0
0.099, 0.258, 0.332, 1.391, 1.838, 0
3.098, 0.358, 1.359, -0.324, -0.126, 0
0.226, 1.816, -0.381, 0.327, -0.119, 0
0.094, 0.508, 1.107, 2.071, -0.789, 0
0.366, 1.494, 1.248, -0.413, -0.182, 0
1.49, 1.435, -0.249, -0.095, 0.091, 0
0.826, 0.824, -0.271, -0.182, -0.131, 0
0.362, 2.421, -0.499, -0.284, -0.193, 0
0.203, 0.532, 0.642, 0.922, 2.4, 0
0.427, -1.045, -1.089, -0.444, -0.286, 0
1.115, 2.261, -0.346, 0.275, -0.156, 0
0.066, 0.284, 0.353, -0.574, 2.136, 0
1.585, 1.36, -0.207, 0.117, 0.132, 0
1.092, 2.369, -0.402, -0.383, 0.898, 0
0.418, 2.521, -0.509, 0.42, -0.151, 0
3.045, 0.721, 0.456, 0.553, -0.19, 0
0.246, 0.559, 1.911, 1.542, -0.597, 0
0.139, 1.504, 1.462, -0.766, 0.0, 0
0.817, 0.796, 0.222, -0.066, 0.053, 0
0.313, 2.116, 1.494, 0.734, 0.318, 0
0.382, 2.454, 0.913, -0.57, 0.0, 0
0.183, 0.64, 0.717, 1.903, -0.738, 0
0.838, 1.825, -0.389, 0.296, -0.43, 0
1.859, 0.81, 0.183, 0.158, 0.16, 0
0.499, 1.921, -0.791, -0.35, 0.217, 0
1.304, 2.43, 0.802, 0.643, -0.194, 0
0.212, 1.237, 0.848, 1.092, -0.437, 0
2.772, -0.26, -0.115, -0.086, 0.134, 0
0.259, 0.725, 0.86, 1.092, 0.0, 0
1.251, 0.944, -0.18, 0.093, 0.0, 0
3.17, 0.529, -0.143, 0.172, -0.064, 0
1.781, 1.995, -0.36, -0.139, -0.105, 0
0.643, 1.547, -0.301, 0.156, -0.065, 0
0.536, 1.153, 1.271, -0.303, 0.253, 0
2.168, 1.537, 0.842, 0.709, -0.195, 0
0.337, 2.682, 0.701, 0.317, 0.194, 0
0.679, 2.482, -0.57, -0.218, -0.115, 0
1.997, 2.309, -0.407, 0.309, 0.533, 0
0.397, 2.921, -0.637, 0.523, 0.0, 0
3.078, 0.338, 0.198, 0.211, -0.089, 0
0.343, 1.65, 2.263, -0.612, 0.0, 0
2.637, 0.482, 0.179, 0.133, -0.05, 0
0.35, 1.14, 1.252, 0.763, -0.211, 0
0.266, 1.2, -0.279, -0.142, -0.089, 0
3.537, 0.411, -0.117, -0.073, 0.066, 0
0.43, 2.588, 1.361, -0.372, -0.195, 0
0.165, 1.257, 2.274, -0.82, -0.35, 0
0.721, 1.818, 0.438, 0.264, -0.302, 0
2.515, 0.35, 0.845, 1.463, -0.372, 0
1.84, -0.254, 0.246, 0.153, -0.101, 0
1.143, 1.855, -0.449, -0.163, -0.106, 0
2.479, 0.616, -0.1, -0.064, -0.044, 0
0.523, 2.466, -0.731, 0.345, 0.0, 0
1.814, 1.24, -0.234, 0.129, 0.093, 0
0.28, 2.745, -0.47, -0.213, -0.146, 0
1.169, 2.579, -0.529, 0.724, 0.488, 0
0.148, 1.029, 2.467, -0.672, 0.0, 0
0.094, 0.382, 0.268, -0.469, 1.029, 0
2.13, 1.266, 0.434, 0.484, 0.764, 0
0.412, 1.815, 1.17, 0.509, 0.0, 0
2.318, 0.281, 1.688, -0.397, 0.269, 0
1.644, 1.654, 0.502, 1.395, -0.389, 0
0.799, 2.609, -0.435, -0.262, -0.246, 0
1.246, 1.129, 1.964, 0.569, 0.291, 0
3.388, -0.334, 0.176, 0.112, -0.06, 0
1.041, 1.96, -0.318, 0.195, -0.41, 0
0.218, 0.816, 1.317, 2.113, -0.655, 0
2.441, 0.306, 0.14, 0.176, -0.065, 0
0.719, 3.563, -0.713, 0.339, -0.141, 0
1.607, 2.312, -0.381, 0.222, 0.163, 0
1.204, 1.729, -0.281, 0.175, -0.086, 0
0.71, 3.162, -0.393, -0.255, 0.662, 0
1.066, 2.814, -0.428, -0.202, 0.254, 0
0.741, 2.844, 0.937, 0.512, 0.602, 0
0.56, -1.17, 1.664, -0.599, -0.315, 0
1.909, 0.249, -0.08, 0.102, -0.07, 0
0.257, 0.317, 0.61, 2.224, -0.794, 0
0.284, 1.148, 2.085, 1.726, 0.0, 0
0.24, 1.023, 1.346, -0.557, -0.534, 0
0.111, 0.59, 0.694, 2.544, 0.0, 0
1.322, 1.153, 0.403, 0.371, -0.395, 0
0.27, 2.186, 0.949, -0.248, 0.219, 0
0.899, 1.904, -0.411, 0.367, 1.19, 0
0.922, 2.122, -0.391, 0.327, 0.186, 0
0.474, 1.041, 1.766, 1.376, -0.47, 0
0.205, 0.673, 1.165, 1.399, -0.4, 0
-0.188, 1.595, 2.108, 0.716, -0.332, 0
0.061, 0.224, 0.131, -0.207, 0.0, 0
3.868, -0.331, -0.119, -0.066, -0.044, 0
0.736, 2.7, -0.486, 0.255, -0.22, 0
-0.24, -0.446, -0.452, 0.939, 1.058, 0
0.796, 0.545, 1.334, 2.268, -0.653, 0
0.674, 2.3, 0.971, 0.315, -0.161, 0
0.048, 0.234, 0.294, 0.469, -1.092, 0
0.439, 2.005, 2.304, -0.752, 0.0, 0
0.323, 1.315, 3.058, -0.834, -0.44, 0
3.086, 1.188, 0.521, 0.388, 0.274, 0
0.181, 1.783, 2.053, -0.661, -0.25, 0
2.603, 1.135, 1.02, 0.486, -0.139, 0
0.324, 1.101, 2.536, 1.192, -0.406, 0
0.466, 1.06, 2.642, -0.676, -0.242, 0
0.821, 3.104, -0.475, 0.845, -0.233, 0
3.772, 0.877, -0.15, 0.11, 0.198, 0
0.87, 3.42, -0.661, -0.245, -0.139, 0
1.894, 0.463, 0.43, 0.257, 0.292, 0
0.108, 0.753, 0.402, 0.723, 1.293, 0
0.42, 1.985, -0.373, 0.448, 0.49, 0
0.637, 2.446, 1.17, -0.338, 0.0, 0
1.639, 1.796, -0.345, 0.406, 1.027, 0
1.336, 1.061, 1.238, 1.11, 0.683, 0
0.845, 1.667, -0.561, -0.211, 0.0, 0
0.226, 1.21, -0.274, 0.435, 0.55, 0
-0.221, 3.016, -0.621, -0.33, -0.171, 0
0.087, 0.425, 1.102, 1.916, 0.0, 0
2.703, -0.236, 0.189, 0.119, -0.143, 0
2.203, -0.374, -0.128, -0.092, -0.065, 0
2.45, 1.212, -0.162, -0.081, 0.082, 0
0.986, 2.211, 1.92, -0.485, 0.0, 0
0.192, 0.982, 2.439, 0.961, -0.506, 0
0.556, 3.059, 1.234, 0.61, -0.238, 0
0.089, 0.706, 0.663, 0.406, 0.447, 0
1.21, 2.399, -0.493, 0.288, -0.15, 0
3.325, 0.688, -0.133, -0.089, -0.056, 0
0.349, 1.248, 2.225, -0.7, 0.49, 0
1.799, 2.156, 0.795, -0.197, 0.201, 0
2.819, 0.34, 0.188, 0.085, 0.108, 0
-0.363, 1.817, 1.007, -0.358, -0.279, 0
0.245, 0.484, 1.991, 0.879, 0.608, 0
0.401, 0.831, 1.93, -1.208, -0.434, 0
0.524, 2.158, 1.94, 0.695, 0.653, 0
0.085, 0.356, 0.443, 1.604, -0.792, 0
0.708, 0.435, 0.905, -0.27, -0.098, 0
2.918, 0.315, -0.926, 0.508, -0.253, 0
0.247, 1.17, 2.051, -0.56, 0.573, 0
0.175, 1.247, 1.442, 0.482, -0.184, 0
-0.082, 0.579, 1.385, 1.848, -0.912, 0
0.298, 1.866, 0.955, 2.193, -0.589, 0
0.623, 2.432, -0.495, -0.203, 0.186, 0
0.305, 2.821, -0.423, -0.432, 1.228, 0
1.095, 1.291, -0.294, -0.132, 0.0, 0
1.611, 2.175, 1.114, 0.548, -0.153, 0
-1.044, 1.572, -0.923, -0.406, 0.0, 0
0.12, 0.719, -1.064, 2.032, -1.019, 0
0.235, 1.131, 0.581, 1.918, 0.0, 1
0.509, 1.904, 1.168, -0.309, -0.273, 1
0.182, 0.731, 1.465, 1.308, -0.537, 1
0.666, 0.618, 1.84, 1.067, 0.563, 1
0.781, 1.25, 0.793, 0.383, 0.816, 1
-0.195, 0.932, 1.388, -0.707, 0.988, 1
1.366, 1.527, 1.842, -0.418, -0.15, 1
0.627, 2.967, -0.547, 1.082, -0.279, 1
0.672, 0.602, 0.686, 2.131, -0.569, 1
0.336, 0.81, 0.796, 0.968, 0.921, 1
0.16, 0.566, -1.3, -0.748, -0.354, 1
0.602, 0.504, 2.298, 0.889, -0.435, 1
0.647, 0.86, 1.755, 0.993, 1.422, 1
0.116, 0.477, 0.743, 0.758, 0.0, 1
0.21, 0.749, 2.928, 0.986, -0.491, 1
0.607, 1.628, 2.083, 0.694, -0.247, 1
0.279, 0.676, 1.059, 0.924, 0.0, 1
0.283, 1.136, 2.694, -0.661, 0.77, 1
0.256, 1.233, 2.04, -0.547, -0.292, 1
0.676, 2.231, 1.364, 1.144, -0.307, 1
0.954, 1.444, 1.608, 0.716, 0.689, 1
-0.195, 0.854, 1.671, -0.779, -0.477, 1
0.394, 2.329, 0.972, 0.7, 0.875, 1
0.234, 0.359, 0.756, 1.917, 1.346, 1
0.269, 0.524, 0.711, -0.714, 0.0, 1
0.432, 0.615, 1.981, -0.682, 0.457, 1
0.15, 0.391, 0.778, 2.21, -0.693, 1
0.418, 0.767, 0.368, 1.507, -0.647, 1
0.648, 0.754, 1.927, 1.265, -0.528, 1
0.301, 0.538, 0.551, 1.29, 0.0, 1
0.302, 0.65, 1.298, 1.893, -0.499, 1
0.16, 0.566, 1.141, -0.499, -0.534, 1
0.895, 0.559, 1.321, 1.421, 1.516, 1
0.541, 0.852, 2.056, -0.463, 0.378, 1
0.257, 1.029, 2.142, 1.26, 0.0, 1
0.779, 2.109, 1.791, -0.419, -0.159, 1
0.243, 0.495, 0.455, 1.268, 1.067, 1
0.106, 0.468, 0.906, 0.825, -0.558, 1
0.234, 0.48, 1.111, -0.947, 2.373, 1
0.851, 2.024, 0.903, 0.524, 0.634, 1
0.636, 0.675, 1.915, 1.532, 0.726, 1
-0.107, -0.515, -0.666, -1.526, 0.0, 1
0.499, 0.351, 0.358, 1.423, 1.371, 1
0.433, 2.88, 0.945, 0.65, -0.23, 1
-0.069, 0.51, 0.812, 1.442, -0.572, 1
0.647, 2.709, -0.576, 0.369, 0.56, 1
0.201, 0.892, 0.909, 1.008, -0.476, 1
0.408, 0.563, 1.687, 1.186, -0.912, 1
0.213, 0.962, 2.447, -0.78, 1.386, 1
0.391, 1.409, 1.394, 1.683, -0.481, 1
0.444, 1.556, 2.208, -0.526, -0.355, 1
0.201, 0.424, 0.782, 2.001, 0.0, 1
0.25, 0.735, 0.944, 2.285, 0.0, 1
1.067, 0.501, 1.841, 0.782, -0.249, 1
0.195, 0.419, 1.9, 1.248, 1.47, 1
0.301, 1.086, 2.021, 0.933, 1.105, 1
0.889, 1.076, 2.289, 0.786, -0.379, 1
0.334, 0.58, 0.978, 2.097, 1.297, 1
0.328, 0.517, 1.49, 0.888, 1.952, 1
0.577, 0.895, 1.831, -0.673, 1.464, 1
1.077, 0.335, -1.057, 1.496, 1.241, 1
1.103, 0.633, 2.839, -0.626, -0.249, 1
0.173, 0.673, 0.755, 1.377, 0.732, 1
0.356, 1.082, 2.255, -0.575, -0.644, 1
0.539, 1.666, 1.935, 1.431, -0.431, 1
0.135, 0.142, -0.153, -0.663, 1.232, 1
0.061, 0.277, 0.686, -0.248, -0.275, 1
0.459, 0.709, 2.144, 1.706, -0.58, 1
0.964, 1.478, 1.244, 0.845, 1.184, 1
0.415, 1.692, 1.53, 0.901, 1.131, 1
0.187, 0.422, 0.393, 1.4, -0.748, 1
0.806, 1.226, 1.88, 1.044, 0.721, 1
1.476, 1.929, 1.524, -0.3, -0.122, 1
0.27, 0.832, 2.618, 1.274, 0.872, 1
0.31, 0.502, 1.452, 1.496, 1.734, 1
0.31, 1.226, 0.86, 1.086, 0.689, 1
0.545, 0.752, 2.025, -0.604, -0.363, 1
0.422, 1.478, 1.702, 1.155, -0.505, 1
0.23, 0.926, 1.236, 2.243, 0.0, 1
0.134, 0.399, 0.524, 1.404, 0.0, 1
0.371, 1.254, 1.56, 0.698, -0.355, 1
0.119, 0.804, 0.373, 1.278, 0.0, 1
0.66, 0.885, 1.552, -0.425, 0.345, 1
0.214, 0.954, 0.683, 1.696, -0.645, 1
0.454, 0.99, 1.292, 0.833, 2.049, 1
0.237, 0.789, 1.023, 2.106, -0.857, 1
0.464, 2.4, 2.177, -0.387, -0.207, 1
0.362, 0.399, 1.622, 1.423, 0.671, 1
0.542, 1.044, 1.083, -0.775, -1.045, 1
0.778, 1.791, -0.416, 0.277, -0.263, 1
0.661, 0.798, 1.355, 0.796, -1.107, 1
0.102, 0.514, 0.336, 0.813, 0.0, 1
0.838, 0.259, 1.82, 0.769, 0.429, 1
0.354, 1.042, 2.617, -0.728, -0.385, 1
0.23, 0.749, 2.933, -0.97, 0.516, 1
0.96, 1.09, 0.513, 1.114, 0.729, 1
0.135, 0.768, 0.322, 0.546, 0.0, 1
0.143, 0.947, 0.779, 1.17, 0.0, 1
-0.073, -0.25, -0.445, 1.539, -1.184, 1
0.417, 0.567, 0.905, 1.194, 0.0, 1
0.589, 0.656, 1.452, 0.485, 0.376, 1
-0.063, 0.752, 1.637, 1.324, 0.991, 1
0.936, 2.357, 1.622, 0.519, -0.174, 1
0.515, 1.152, 0.964, 1.276, 1.732, 1
0.195, 0.454, 0.768, 0.713, 0.72, 1
1.707, 1.574, 0.449, 0.381, 0.0, 1
0.572, 2.469, 1.182, 0.83, -0.371, 1
0.44, 0.728, 0.847, 1.453, -0.995, 1
-0.118, 0.62, 1.462, 0.949, 0.0, 1
0.839, 1.08, 1.333, -1.124, 1.503, 1
0.149, 0.661, 0.447, 0.296, 0.958, 1
0.136, 0.214, 0.237, 0.45, 0.847, 1
0.2, 0.666, 0.749, -0.366, 1.391, 1
0.871, 0.961, 1.468, 1.132, 1.339, 1
0.785, 2.823, 1.235, 0.7, 0.367, 1
-0.247, 0.524, 1.13, 1.935, -0.977, 1
0.106, 0.158, 0.101, 0.547, -0.672, 1
0.227, 0.978, -0.604, 2.218, -1.008, 1
0.18, 0.679, 0.923, 1.823, -0.782, 1
1.402, 0.892, 1.488, 1.384, -0.652, 1
0.892, 1.429, 0.88, 1.151, -0.472, 1
0.258, 0.378, 1.122, 1.364, -0.784, 1
0.446, 0.59, 2.048, 0.884, 0.666, 1
0.21, 0.45, 0.747, 0.946, 0.0, 1
0.721, 1.473, 1.911, 0.746, 1.298, 1
0.226, 0.949, 0.954, 0.603, 0.0, 1
