@relation  phoneme
@attribute Aa real[-1.7,4.107]
@attribute Ao real[-1.327,4.378]
@attribute Dcl real[-1.823,3.199]
@attribute Iy real[-1.581,2.826]
@attribute Sh real[-1.284,2.719]
@attribute Class {0,1}


@data
1.383, 1.322, 0.348, -0.109, 0.14, 0
0.726, 1.023, 0.354, -0.1, 0.069, 0
0.659, 1.949, 0.779, -0.251, -0.125, 0
0.598, 1.798, 0.479, -0.177, 0.0, 0
0.98, 2.364, -0.496, -0.186, -0.109, 0
2.942, 0.53, -0.105, 0.081, -0.041, 0
0.593, 2.307, 0.632, 0.378, 0.0, 0
0.354, 2.077, 1.173, -0.609, 1.314, 0
0.074, 0.373, 0.308, 0.423, 0.0, 0
0.693, 3.104, -0.387, 0.303, 0.78, 0
1.896, 0.648, 0.207, 0.138, -0.072, 0
0.154, 0.52, 0.484, -0.534, 0.0, 0
0.773, 3.556, -0.662, -0.25, -0.14, 0
3.576, -0.319, -0.124, 0.095, -0.065, 0
0.212, 1.31, 2.543, -0.806, 0.0, 0
0.714, 2.658, -0.467, 0.246, -0.159, 0
0.14, 0.589, 1.323, 1.963, -0.621, 0
1.565, 2.359, -0.363, -0.156, 0.145, 0
0.677, 1.413, 0.316, 0.194, -0.141, 0
3.06, 0.584, 0.224, 0.326, -0.088, 0
0.144, 0.875, 1.999, 1.127, -0.534, 0
1.807, 1.094, -0.191, -0.082, 0.068, 0
1.203, 2.256, -0.356, -0.157, -0.108, 0
2.196, 0.269, 0.513, 1.841, -0.528, 0
1.568, 1.44, -0.223, 0.129, -0.079, 0
0.132, 0.588, 1.521, 1.318, -0.437, 0
0.486, 1.584, 1.699, -0.48, -0.233, 0
0.18, 0.944, 2.27, -0.601, 0.0, 0
2.525, 0.647, 0.375, 0.356, 0.448, 0
0.424, 2.48, 1.386, 0.388, -0.194, 0
1.432, 2.759, -0.477, -0.179, -0.121, 0
2.713, 0.666, 1.063, -0.273, -0.106, 0
0.214, 1.433, 1.771, -0.542, 0.0, 0
0.276, 1.107, 2.229, 1.18, 0.0, 0
0.472, 2.321, 1.722, 0.716, -0.3, 0
1.481, 1.502, 0.527, 0.413, -0.19, 0
1.134, 0.882, -0.142, 0.07, 0.078, 0
0.29, 1.995, 1.429, 0.772, 0.0, 0
2.131, 0.528, 0.131, 0.072, 0.06, 0
2.437, 1.412, 0.43, 0.15, 0.309, 0
1.164, 2.083, -0.419, 0.67, -0.265, 0
3.027, -0.315, 0.164, -0.109, -0.113, 0
0.528, 3.087, -0.664, -0.29, -0.186, 0
0.448, 2.085, -0.403, -0.169, -0.09, 0
0.165, 1.031, 1.947, -0.544, -0.228, 0
0.435, 2.454, 1.028, 0.507, -0.295, 0
0.339, 0.519, 1.95, 1.181, 0.563, 0
0.257, 1.277, 1.865, -0.605, 0.0, 0
2.441, 0.467, 0.25, -0.08, 0.071, 0
0.344, 1.121, 2.403, 1.178, -0.41, 0
0.215, 0.588, 0.602, 0.68, 0.0, 0
0.308, 2.052, -0.397, 0.273, 0.114, 0
0.524, 2.625, 0.931, 0.481, -0.194, 0
0.577, 1.909, -0.372, -0.189, -0.148, 0
0.901, 2.767, 0.829, -0.272, -0.148, 0
2.611, 0.661, 0.164, 0.104, -0.053, 0
0.212, 0.368, 0.597, 1.029, 0.0, 0
0.864, 2.681, -0.484, -0.181, -0.12, 0
2.866, -0.213, 0.166, 0.1, -0.094, 0
0.053, 0.203, 0.194, 0.483, 0.0, 0
2.509, 0.294, 0.176, 0.214, -0.068, 0
0.136, 0.922, 2.224, -0.738, -0.322, 0
2.877, 0.52, -0.129, 0.13, -0.057, 0
0.38, 2.328, -0.485, 0.285, -0.111, 0
0.268, 2.164, 0.991, 0.63, 0.0, 0
3.169, 0.412, -0.148, -0.073, -0.045, 0
2.957, 0.36, 1.436, -0.266, -0.128, 0
1.253, 2.393, -0.461, 0.23, 0.16, 0
0.706, 2.348, 1.569, -0.378, -0.173, 0
3.53, -0.271, 0.181, -0.078, 0.071, 0
0.836, 2.098, 0.519, 0.29, -0.207, 0
0.655, 2.031, 1.617, -0.39, -0.19, 0
1.023, 1.009, -0.209, -0.085, -0.06, 0
0.107, 0.274, 0.337, 1.426, 1.803, 0
0.762, 3.019, -0.482, -0.194, 0.187, 0
0.388, 0.955, 2.328, -0.656, -0.296, 0
0.473, 2.888, -0.448, -0.222, -0.158, 0
2.602, 0.423, -0.144, -0.08, 0.119, 0
1.724, 2.823, -0.384, -0.127, -0.075, 0
2.307, 1.995, -0.279, -0.144, -0.087, 0
0.266, 1.04, 2.761, -0.833, 0.651, 0
0.249, 1.039, 3.199, -0.81, -0.372, 0
0.319, 2.535, -0.471, 0.428, -0.146, 0
-0.076, 1.072, 2.581, -0.699, 0.0, 0
1.235, 1.996, -0.359, 0.21, 0.141, 0
2.036, 1.325, 0.513, 0.373, -0.135, 0
0.284, 1.152, 2.329, 1.276, 0.0, 0
-0.83, 1.088, -0.284, -0.135, 0.071, 0
2.384, 0.771, 0.374, -0.118, -0.051, 0
0.471, 1.279, 2.076, -0.579, -0.378, 0
0.293, 1.058, 2.634, -0.756, 0.0, 0
0.289, 1.159, 0.777, 0.379, 0.333, 0
0.565, 3.345, -0.606, 0.751, -0.27, 0
1.869, 0.81, 0.206, 0.153, 0.105, 0
1.482, 1.502, 0.527, 0.413, -0.19, 0
0.323, 1.208, 2.573, -0.702, -0.433, 0
0.401, 1.159, 2.064, -0.69, -0.308, 0
0.412, 1.1, 1.979, -0.533, -0.241, 0
0.154, 0.388, 0.555, 2.153, -0.829, 0
0.113, 0.409, 0.382, 0.994, 1.09, 0
0.434, 0.671, 1.898, 1.02, 0.347, 0
0.233, 1.128, 2.685, -0.952, 0.0, 0
0.58, 3.166, -0.617, 0.386, -0.173, 0
0.333, 1.645, 1.533, 0.638, 0.0, 0
0.421, 1.998, 0.677, 0.319, 0.195, 0
3.236, 0.591, -0.148, -0.069, -0.057, 0
0.912, 0.861, -0.159, 0.078, 0.107, 0
1.099, 2.428, -0.398, -0.169, -0.112, 0
0.3, 1.396, 1.661, -0.459, -0.214, 0
0.996, 2.348, -0.41, -0.202, 0.0, 0
0.74, 2.32, -0.321, 0.208, 0.15, 0
1.687, 1.914, -0.315, -0.148, -0.101, 0
0.822, 2.76, -0.373, -0.166, -0.126, 0
0.738, 1.981, -0.297, 0.193, -0.118, 0
0.612, 2.418, 0.909, 0.425, 0.225, 0
2.648, 0.638, -0.146, 0.08, -0.035, 0
0.814, 2.493, 0.816, 0.301, -0.159, 0
0.103, 0.433, 0.544, 2.012, 0.0, 0
0.776, 2.215, -0.572, -0.205, 0.156, 0
1.445, 1.367, -0.285, -0.122, 0.107, 0
0.626, 2.139, 1.102, -0.32, -0.167, 0
0.714, 1.3, 1.784, -0.571, -0.206, 0
0.26, 0.569, 0.657, 1.209, 0.0, 0
1.04, 0.784, -0.154, 0.067, 0.0, 0
0.212, 0.656, 0.907, 1.481, 0.0, 0
0.238, 1.811, 0.682, 0.257, 0.119, 0
0.967, 2.689, -0.413, -0.337, 0.813, 0
0.55, 1.74, 0.854, 0.373, 0.19, 0
0.215, 0.549, 1.037, 1.732, 0.0, 0
3.279, 0.547, 0.317, 0.463, 0.166, 0
1.203, 1.859, 0.476, 0.641, 0.666, 0
0.212, 1.587, -0.747, -0.339, -0.168, 0
2.007, 0.997, -0.149, 0.116, 0.062, 0
1.098, 2.506, -0.347, -0.148, 0.181, 0
0.277, 1.607, 1.06, 0.436, 0.32, 0
1.335, 0.559, 0.149, 0.139, -0.214, 0
0.561, 3.107, -0.531, 0.303, 0.445, 0
0.109, 0.381, 0.656, -0.263, -0.478, 0
1.59, 2.24, 0.711, -0.188, 0.197, 0
1.466, 1.585, 0.44, 1.371, -0.439, 0
2.935, 0.724, 1.313, -0.259, -0.104, 0
1.204, 1.859, 0.475, 0.641, 0.666, 0
2.451, -0.211, 0.222, 0.166, -0.062, 0
0.8, 1.932, 1.979, -0.491, 0.318, 0
0.16, 1.252, 1.345, 0.436, -0.179, 0
0.079, 0.327, 0.386, 0.659, 0.0, 0
0.17, 0.986, 2.489, -0.633, 0.0, 0
0.331, 2.978, -0.486, -0.233, -0.152, 0
0.45, 3.288, -0.631, 0.424, 0.0, 0
1.889, 1.009, 0.479, 0.366, -0.179, 0
0.222, 1.521, 1.321, -0.514, 0.0, 0
0.265, 1.678, 0.806, 0.324, 0.158, 0
0.143, 0.979, 1.945, -0.612, -0.261, 0
2.163, 0.875, 0.376, -0.095, -0.06, 0
3.229, 0.401, 0.451, 0.717, -0.291, 0
0.283, 1.085, 2.7, -0.753, -0.405, 0
0.536, 2.885, 1.008, 0.451, 0.0, 0
0.597, 2.565, -0.506, -0.261, -0.162, 0
0.935, 2.334, -0.451, 0.253, -0.131, 0
2.115, 1.932, 0.919, -0.192, 0.148, 0
0.505, 2.669, -0.51, -0.296, 0.0, 0
0.139, 0.384, 0.803, 1.56, 1.075, 0
1.625, 1.636, 0.389, -0.134, 0.125, 0
0.496, 1.938, 2.365, -0.645, -0.329, 0
0.145, 0.384, 0.491, 2.14, -0.834, 0
0.19, 1.045, 1.586, -0.476, 0.0, 0
0.223, 1.086, 2.658, -0.944, 0.0, 0
2.026, 1.041, 0.429, 0.522, 0.615, 0
0.213, 1.448, 0.992, 0.338, 0.0, 0
0.792, 2.015, 0.735, 1.552, -0.427, 0
3.396, 0.517, -0.119, -0.065, -0.048, 0
2.063, 0.363, -0.091, 0.09, -0.052, 0
0.34, 1.823, 0.536, 0.273, -0.137, 0
0.259, 1.413, 0.988, -0.348, 0.246, 0
0.109, 0.593, 1.242, 1.118, -0.446, 0
0.736, 2.36, 0.522, 1.439, -0.341, 0
2.328, 0.582, -0.107, 0.077, -0.038, 0
0.235, 0.966, 2.033, -0.638, -0.266, 0
2.302, 0.619, -0.093, 0.086, 0.052, 0
0.412, 1.283, 0.82, 0.425, -0.137, 0
2.44, 1.136, -0.243, -0.074, 0.0, 0
0.478, 2.033, 2.162, -0.682, 0.0, 0
0.257, 0.57, 1.962, 1.559, 0.547, 0
1.509, 1.922, 0.539, 1.303, -0.333, 0
1.405, 2.724, -0.447, 0.423, 0.299, 0
2.606, 1.238, 0.373, 0.869, -0.21, 0
0.227, 1.27, 1.582, -0.591, -0.315, 0
0.382, 1.752, 0.792, 0.371, -0.183, 0
0.249, 1.876, 0.914, 0.379, 0.0, 0
1.017, 2.179, 1.284, 0.816, -0.228, 0
0.985, 1.104, 1.78, 0.679, -0.277, 0
0.255, 0.659, 1.591, 1.318, 0.7, 0
-0.144, 1.214, 1.673, -0.53, -0.214, 0
1.064, 2.8, -0.421, -0.204, 0.239, 0
0.816, 1.456, 0.507, -0.189, 0.0, 0
1.473, 2.268, -0.362, 0.19, -0.181, 0
0.236, 0.368, 0.404, 1.22, 2.13, 0
2.767, 0.315, 1.166, -0.304, 0.269, 0
0.479, 2.02, -0.35, 0.22, -0.1, 0
0.148, 0.435, 0.924, 2.222, -0.722, 0
0.218, 1.432, 1.361, -0.408, 0.337, 0
1.132, 1.404, -0.221, -0.1, 0.087, 0
1.24, 0.875, -0.205, -0.078, 0.067, 0
0.486, 2.458, -0.453, -0.202, 0.0, 0
0.239, 0.547, 0.397, 0.904, 1.064, 0
-0.077, -0.174, 0.431, -0.47, 0.0, 0
1.051, 2.063, -0.427, 0.231, -0.132, 0
0.102, 0.551, 0.521, -0.624, 2.719, 0
1.802, 1.243, -0.231, 0.141, 0.096, 0
0.796, 2.222, -0.437, -0.362, 1.473, 0
0.497, 2.586, -0.581, 0.292, -0.18, 0
2.952, 1.197, 0.43, 0.466, -0.161, 0
0.329, 0.432, 1.607, 1.44, -0.784, 0
0.27, 1.316, 1.876, -0.723, -0.384, 0
0.907, 1.536, 0.369, 0.114, 0.0, 0
0.301, 1.934, 1.666, 0.695, -0.315, 0
0.648, 2.479, 1.064, -0.317, 0.0, 0
0.161, 0.884, 0.821, 1.944, -0.676, 0
1.022, 1.836, -0.349, 0.236, -0.167, 0
2.078, 0.918, 0.159, 0.126, 0.083, 0
0.468, 2.071, -0.516, -0.198, -0.108, 0
1.141, 2.762, 0.885, 0.359, 0.0, 0
0.187, 0.744, 0.868, 1.26, -0.578, 0
3.065, -0.264, -0.112, -0.067, -0.05, 0
0.207, 0.729, 1.062, 1.448, -0.469, 0
1.454, 1.226, -0.265, 0.1, -0.054, 0
3.239, 0.65, -0.139, -0.067, 0.058, 0
1.302, 1.829, -0.383, -0.134, -0.102, 0
0.635, 1.895, -0.488, 0.204, -0.116, 0
0.778, 1.038, 0.904, -0.317, -0.164, 0
2.074, 1.149, 0.493, 0.339, -0.134, 0
0.377, 1.73, 0.729, 0.345, 0.189, 0
0.602, 2.25, -0.543, -0.199, -0.121, 0
1.607, 2.311, -0.381, 0.222, 0.163, 0
0.511, 2.783, -0.523, 0.345, -0.156, 0
2.981, 0.333, 0.158, -0.073, 0.056, 0
0.456, 1.419, 2.22, -0.713, 0.0, 0
2.533, 0.267, 0.133, 0.16, -0.064, 0
0.348, 1.224, 1.643, 0.83, -0.406, 0
0.229, 1.09, -0.266, 0.525, 0.0, 0
3.459, 0.695, -0.121, -0.081, 0.055, 0
0.56, 2.19, 1.354, -0.512, -0.224, 0
0.19, 0.987, 2.322, -0.656, -0.279, 0
0.625, 1.85, 0.764, 0.319, 0.187, 0
3.287, 0.432, 0.511, 0.7, -0.245, 0
2.283, -0.2, 0.092, 0.071, -0.067, 0
1.418, 1.756, -0.379, -0.132, 0.0, 0
2.708, 0.54, -0.143, -0.084, 0.139, 0
0.724, 2.438, -0.479, 0.3, -0.289, 0
1.325, 1.206, -0.296, -0.096, 0.075, 0
0.27, 2.773, -0.448, 0.247, 0.156, 0
1.009, 2.476, -0.405, 0.426, 1.02, 0
0.191, 1.054, 2.259, -0.708, 0.0, 0
0.173, 0.375, 0.527, -0.324, 0.0, 0
2.654, 1.16, 0.396, 0.394, 0.218, 0
0.375, 1.797, 0.708, 0.401, 0.0, 0
2.348, 0.283, 0.143, 0.163, -0.064, 0
1.312, 1.232, 0.433, 0.375, -0.391, 0
0.705, 2.407, -0.348, -0.18, -0.124, 0
0.325, 0.758, 2.099, 0.746, 0.405, 0
3.226, -0.214, 0.15, -0.075, 0.073, 0
0.825, 1.944, -0.342, 0.167, 0.0, 0
0.179, 0.448, 1.268, 1.786, -0.631, 0
2.469, 0.32, 0.113, 0.082, 0.063, 0
0.314, 3.283, -0.709, 0.342, -0.178, 0
1.613, 2.71, -0.345, -0.185, 0.236, 0
1.371, 1.441, -0.287, 0.167, -0.171, 0
0.74, 3.439, -0.486, -0.276, 0.284, 0
0.735, 2.417, -0.431, -0.19, 0.202, 0
0.665, 2.994, 0.875, -0.309, 0.713, 0
0.313, 0.854, 2.147, -0.659, -0.316, 0
2.032, 0.524, 0.118, 0.152, -0.191, 0
0.162, 0.558, 0.615, 2.347, -0.777, 0
0.185, 1.416, 2.055, 0.872, 0.0, 0
0.208, 1.306, 1.854, -0.784, -0.537, 0
0.127, 0.455, 1.162, 2.31, 0.0, 0
1.341, 1.174, -0.283, -0.098, 0.077, 0
0.376, 1.968, 0.657, -0.275, -0.195, 0
0.972, 1.955, -0.449, 0.295, 0.271, 0
0.592, 2.258, -0.442, 0.295, -0.231, 0
0.409, 1.351, 1.97, 0.873, -0.322, 0
0.131, 0.5, 1.297, 1.7, -0.536, 0
0.195, 1.464, 1.667, 0.714, -0.627, 0
0.251, 0.542, 0.61, -0.615, 0.0, 0
3.892, -0.241, 0.488, -0.127, -0.066, 0
0.308, 2.612, -0.517, 0.271, 0.174, 0
0.128, 0.5, 0.428, 1.026, 1.031, 0
0.118, 0.561, 1.243, 2.211, 0.0, 0
0.864, 2.364, 1.147, -0.284, -0.152, 0
0.078, 0.353, 0.424, 1.574, -0.853, 0
0.3, 1.64, 2.633, -0.795, 0.0, 0
-0.144, 1.292, 2.605, -0.826, -0.474, 0
2.906, 0.775, 0.272, 0.176, 0.25, 0
0.403, 1.292, 2.157, -0.682, 0.0, 0
2.544, 0.78, 0.363, 0.243, 0.533, 0
0.44, 0.977, 2.731, 1.29, -0.413, 0
0.27, 1.184, 2.32, -0.609, 0.0, 0
1.185, 3.289, -0.571, 0.517, -0.278, 0
3.046, 0.977, -0.226, 0.142, 0.246, 0
0.403, 3.743, -0.784, -0.361, 0.0, 0
1.721, 0.578, -0.193, -0.13, -0.1, 0
0.102, 0.596, 0.601, 0.842, 0.8, 0
0.404, 2.028, -0.358, -0.176, -0.096, 0
0.772, 2.995, 0.945, -0.321, 0.204, 0
1.481, 1.592, -0.328, -0.385, 1.379, 0
1.022, 2.186, 1.286, 0.803, -0.227, 0
0.807, 2.227, -0.556, -0.225, 0.161, 0
0.425, 1.439, 0.424, 0.275, 0.0, 0
0.288, 2.901, -0.434, 0.25, 0.164, 0
0.231, 0.471, 1.191, 1.862, 0.899, 0
3.067, -0.27, 0.438, 0.21, -0.082, 0
2.315, 0.831, -0.138, 0.081, 0.098, 0
2.829, 1.492, -0.281, 0.337, 0.359, 0
0.292, 2.187, 2.055, 0.686, 0.0, 0
0.194, 1.262, 1.72, 0.754, 0.0, 0
0.456, 2.315, 1.872, 0.703, -0.293, 0
0.17, 1.356, 0.82, 0.333, 0.0, 0
0.89, 2.261, -0.527, -0.224, 0.154, 0
3.052, 0.536, 0.24, -0.165, 0.48, 0
0.189, 1.102, 2.21, -0.87, 0.507, 0
1.198, 2.258, 0.673, -0.462, 0.786, 0
3.624, -0.245, 0.444, 0.171, -0.069, 0
-0.316, 1.418, 1.792, -0.596, 0.561, 0
0.216, 1.604, 2.018, 0.773, 0.715, 0
0.15, 0.933, 2.363, -0.742, -0.617, 0
0.245, 1.677, 1.511, 0.508, 0.0, 0
-0.106, 0.556, 0.961, 1.628, -0.863, 0
0.264, 0.581, 0.84, -0.575, 1.967, 0
1.128, 1.33, -0.291, -0.114, 0.0, 0
0.717, 0.72, 2.504, -0.794, 0.427, 0
0.245, 0.484, 1.991, 0.879, 0.608, 0
0.106, 0.608, 0.827, 2.548, -1.1, 0
0.389, 2.467, 0.795, 0.688, 1.2, 0
0.542, 2.204, -0.316, -0.17, 0.116, 0
0.349, 2.027, -0.418, -0.151, -0.091, 0
0.729, 2.246, -0.346, -0.176, -0.113, 0
-0.181, 0.649, 1.491, -0.833, -0.411, 0
-0.058, 4.378, -0.48, -0.253, -0.163, 0
0.221, 0.939, 0.865, 1.636, 0.0, 1
0.762, 1.414, 1.483, -0.299, -0.313, 1
0.137, 0.714, 1.35, 0.972, -0.63, 1
0.367, 0.416, 1.871, 1.073, 0.757, 1
0.762, 1.809, 0.869, 0.456, 0.298, 1
0.295, 0.966, 1.56, -0.458, 0.4, 1
1.322, 1.284, 2.042, -0.441, -0.179, 1
0.656, 3.296, -0.554, 0.722, 0.378, 1
0.28, 0.552, 0.725, 1.926, -0.783, 1
0.435, 0.761, 0.772, 1.192, 1.157, 1
0.499, 0.901, -0.659, -0.638, 0.313, 1
0.307, 0.853, 2.321, 0.792, -0.633, 1
0.697, 1.043, 1.942, 0.84, 1.487, 1
0.096, 0.498, 0.84, 0.849, 0.0, 1
0.423, 0.691, 2.491, 0.941, 0.758, 1
0.54, 1.666, 1.936, 1.432, -0.431, 1
0.156, 0.678, 1.319, 0.914, 0.0, 1
0.348, 0.602, 2.488, -0.748, 0.714, 1
0.276, 1.265, 2.349, -0.651, 0.0, 1
0.567, 2.412, 1.066, 1.286, -0.362, 1
0.93, 1.519, 1.315, 0.766, 1.126, 1
0.482, 0.917, 1.435, -0.835, -0.762, 1
0.483, 2.622, 0.749, 0.834, 0.691, 1
0.208, 0.406, 0.625, 1.704, 1.572, 1
0.117, 0.557, 0.742, -1.242, 0.0, 1
0.29, 0.824, 2.081, -0.602, 0.402, 1
0.103, 0.453, 0.788, 2.483, -0.904, 1
0.272, 0.719, 0.413, 1.061, -0.518, 1
0.4, 0.887, 1.77, 1.122, -0.716, 1
0.209, 0.463, 0.654, 1.13, 0.0, 1
0.402, 0.659, 1.536, 1.769, -0.693, 1
0.138, 0.655, 1.024, 0.0, 0.0, 1
0.518, 0.45, 1.335, 1.317, 2.015, 1
0.801, 0.592, 2.047, -0.555, 0.367, 1
0.455, 1.412, 2.148, 1.31, -0.515, 1
1.047, 2.068, 1.532, -0.297, -0.138, 1
0.178, 0.299, 0.516, 1.123, 1.037, 1
0.147, 0.625, 0.666, 0.87, -0.562, 1
0.305, 0.94, 1.637, -0.982, 1.584, 1
0.544, 2.081, 0.904, 0.603, -0.404, 1
0.47, 0.566, 2.063, 1.201, 0.704, 1
0.171, -0.298, -0.509, -1.084, -0.995, 1
0.227, 0.303, 0.59, 1.548, 0.964, 1
0.494, 2.367, 1.052, 0.751, -0.291, 1
0.152, 0.52, 0.92, 1.652, -0.749, 1
0.951, 2.365, -0.493, -0.183, -0.101, 1
0.287, 0.883, 0.887, 0.842, 0.0, 1
0.48, 0.509, 1.364, 1.578, -0.978, 1
0.42, 0.629, 2.321, -0.719, 0.917, 1
0.543, 1.229, 1.472, 1.902, -0.541, 1
0.857, 1.331, 2.092, -0.545, -0.263, 1
0.252, 0.687, 0.823, 1.845, 0.0, 1
0.436, 0.574, 1.057, 2.314, 0.0, 1
1.137, 0.603, 1.704, 0.636, -0.26, 1
0.45, 0.721, 1.903, 1.228, 1.565, 1
0.295, 1.018, 1.938, 1.108, 1.46, 1
1.102, 0.874, 1.714, 0.641, -0.258, 1
0.388, 0.577, 0.743, 1.54, 1.1, 1
0.225, 0.618, 1.494, 0.633, 1.451, 1
0.978, 0.816, 1.927, -0.591, 0.989, 1
-0.268, 0.813, -1.164, 1.662, 0.0, 1
1.387, 0.812, 2.462, -0.564, -0.243, 1
0.103, 0.427, 0.643, 1.374, 0.984, 1
0.377, 0.801, 2.391, -0.743, -0.506, 1
0.47, 1.373, 2.131, 1.264, -0.616, 1
0.12, 0.443, 0.325, -0.318, 0.904, 1
0.122, 0.561, 0.927, 0.0, 0.0, 1
0.795, 0.861, 1.896, 1.715, 0.0, 1
0.705, 1.623, 1.774, 0.726, 1.199, 1
0.604, 1.316, 1.722, 0.669, 1.196, 1
0.172, 0.473, 0.679, 1.616, -0.756, 1
0.554, 1.308, 2.1, 0.99, 1.002, 1
1.013, 2.312, 1.531, -0.381, -0.162, 1
0.223, 0.75, 2.305, 1.019, 1.273, 1
0.469, 0.548, 1.694, 1.319, 1.587, 1
0.155, 1.232, 0.554, 1.047, 1.079, 1
0.597, 1.133, 1.896, -0.601, -0.231, 1
0.337, 1.199, 1.959, 1.051, -0.714, 1
0.15, 0.827, 0.947, 1.827, 0.0, 1
0.208, 0.617, 0.643, 1.657, 0.0, 1
0.36, 0.984, 1.417, 1.034, -0.364, 1
0.199, 1.065, 0.664, 1.27, 0.0, 1
0.75, 1.367, 1.504, -0.44, -0.162, 1
0.225, 0.852, 0.534, 1.811, -1.058, 1
0.445, 0.875, 1.472, 1.0, 1.207, 1
0.214, 0.744, 0.912, 2.221, -1.086, 1
1.214, 1.807, 1.98, -0.398, -0.16, 1
0.298, 0.642, 1.59, 0.778, 0.713, 1
0.717, 1.183, 1.79, -0.473, -0.394, 1
0.917, 1.68, 0.577, 0.633, -0.2, 1
0.31, 0.953, 1.54, 1.066, -0.639, 1
0.081, 0.552, 0.265, 0.6, 0.0, 1
0.58, 0.542, 1.528, 0.834, 0.478, 1
1.046, 1.131, 2.435, -0.497, -0.218, 1
0.214, 0.601, 2.278, -0.771, -0.904, 1
1.027, 0.821, 1.077, 1.064, 0.469, 1
0.16, 0.374, 0.269, 0.482, 0.0, 1
0.204, 0.779, 0.901, 1.357, 0.0, 1
0.155, 0.328, 0.534, 1.662, -0.889, 1
0.096, 0.62, 1.14, 1.164, 0.0, 1
0.223, 0.609, 1.516, 0.618, 0.0, 1
0.325, 0.854, 1.639, 1.221, 1.817, 1
0.625, 2.48, 1.712, 0.655, -0.201, 1
0.168, 0.704, 0.758, 1.268, 1.578, 1
-0.091, 0.514, 0.864, 0.766, 0.643, 1
0.914, 1.734, 0.614, -0.217, -0.11, 1
0.544, 2.082, 0.905, 0.603, -0.405, 1
0.302, 0.697, 0.709, 1.227, -0.737, 1
0.172, 0.638, 1.644, 0.85, -0.454, 1
0.997, 1.578, 1.248, -0.353, 0.979, 1
0.124, 0.629, 0.39, 0.669, 1.234, 1
0.108, 0.397, 0.45, 0.421, -0.36, 1
0.212, 0.746, 0.905, 0.393, 1.21, 1
0.645, 0.607, 1.681, 0.867, 1.106, 1
1.186, 2.573, 1.102, 0.344, 0.194, 1
0.103, 0.597, 0.979, 2.278, -0.879, 1
0.152, 0.582, 0.581, 1.101, -0.482, 1
0.268, 0.832, 0.727, 2.286, -0.76, 1
0.184, 0.702, 0.859, 1.858, 0.0, 1
1.053, 0.573, 1.926, 1.495, -0.636, 1
0.981, 1.569, 1.487, 1.172, -0.597, 1
0.5, 0.731, 1.058, 1.347, -0.397, 1
0.385, 0.67, 2.206, 0.839, 0.794, 1
0.391, 0.905, 0.689, 0.987, 0.0, 1
0.421, 0.674, 1.826, 0.894, 1.511, 1
0.182, 0.614, 0.629, 0.449, 0.0, 1
0.118, 0.542, 0.738, 0.954, 1.411, 1
0.967, 1.624, 1.716, 1.028, -0.406, 1
