@relation  twonorm
@attribute A1 real[-4.2497,3.5782]
@attribute A2 real[-3.9606,4.3451]
@attribute A3 real[-4.4798,4.4039]
@attribute A4 real[-3.8891,4.2589]
@attribute A5 real[-3.9099,5.6395]
@attribute A6 real[-4.0095,3.9901]
@attribute A7 real[-3.7334,4.4522]
@attribute A8 real[-4.5744,3.8648]
@attribute A9 real[-3.8136,4.254]
@attribute A10 real[-4.1999,4.0829]
@attribute A11 real[-3.9204,4.0953]
@attribute A12 real[-3.8262,4.3025]
@attribute A13 real[-3.9451,3.7817]
@attribute A14 real[-3.8516,4.1238]
@attribute A15 real[-3.6978,3.5485]
@attribute A16 real[-3.6976,4.2439]
@attribute A17 real[-3.9428,3.7233]
@attribute A18 real[-4.0653,4.0557]
@attribute A19 real[-4.1218,4.3238]
@attribute A20 real[-3.7831,4.279]
@attribute Class{0,1}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
@outputs Class
@data
0.036, -0.1986, 0.361, 1.2559, 0.2031, 0.5514, 0.2731, 1.1573, -0.9916, 2.3112, -0.8022, 1.3923, -0.6711, 0.7911, 0.6502, 0.6065, -0.0651, -0.2328, -0.3512, 0.849, 0
1.0146, 0.1588, 0.6028, 0.0889, 0.5797, -1.3775, -1.4407, 0.4298, 1.9875, -0.9079, 0.523, 1.2106, 0.0094, 0.8887, -0.2284, 0.6467, -0.0043, -0.0868, 0.6783, 1.3658, 0
1.8015, 0.9421, 1.3133, 1.0071, 1.1418, 1.5397, 1.9511, -0.9096, 0.2612, 1.7653, 0.1516, 0.9537, -0.7665, 0.5497, 1.5344, 0.9917, 0.7934, 0.7817, 0.66, 0.8253, 0
0.1544, -0.403, 0.4721, 0.634, 1.8385, 0.5479, 0.0272, 1.2496, 0.6375, 0.5942, -0.3412, 0.3661, 0.7089, 0.1837, 0.9256, 2.2386, 1.6819, -0.7003, 1.5545, 0.9281, 0
1.208, 0.6031, 2.1076, 1.8984, 1.7882, -0.0487, -0.7633, 0.3851, -1.0837, 0.569, 1.1555, -0.4196, 0.5303, -0.0707, -0.1249, 0.7646, 0.9569, 1.9031, -0.5804, 1.1293, 0
1.3998, 0.0155, 0.5142, -0.1802, 0.3654, 1.669, 0.3337, -0.4984, 0.805, 0.758, 0.8422, 1.0457, 0.3399, -0.023, -0.4948, 2.1846, 0.8058, 0.9172, -0.0464, 0.833, 0
0.4755, 1.8858, 0.5246, -0.073, -1.1444, -0.1377, 0.4541, 1.2931, 1.5634, 0.6658, -0.4236, 1.8567, 1.2692, -0.5296, 2.1477, -1.2984, 2.2754, -0.4221, 0.7509, 1.0157, 0
-0.0252, -0.4436, -0.9903, -0.2646, 1.2797, 0.542, -0.8581, -0.404, 1.0142, 2.017, 0.9605, -1.4021, -2.16, -0.4525, 1.6992, -1.2283, -0.0355, 0.4012, 1.0304, 1.5078, 0
2.7064, 0.3822, 1.024, 0.9819, 0.4867, -1.0401, -1.7479, 0.2234, 0.0741, -0.4991, 0.2383, 0.8956, -0.8787, 1.1946, -0.4557, 0.1511, 1.4031, -0.5432, -0.0102, 1.5668, 0
2.4552, 0.7818, -0.3578, 1.4605, -0.6854, 1.2539, -0.1285, 0.0949, 0.6238, 0.1727, 0.3541, -1.4313, 0.4672, 1.092, -1.0955, -0.5615, 0.6233, -0.6774, -0.2525, 0.2854, 0
1.0352, -0.3292, 1.3842, -0.0653, 0.8972, 0.1805, 0.3371, 0.3598, -0.1434, 0.8941, 1.4309, -0.0189, 0.8316, 1.3571, 1.3178, -1.1166, 0.1196, 0.307, 0.5239, 0.5249, 0
0.0372, 0.7281, 1.7693, 0.4657, -0.2662, 1.2156, -0.6004, 1.2212, -0.2799, 0.7784, -0.2437, 0.1689, 1.0153, 0.07, 1.3915, 1.5626, 1.4021, 0.8941, 0.0829, 0.846, 0
1.021, -1.1513, 0.5715, -0.1049, 1.5172, -0.0548, 0.8937, 1.4382, 0.0955, -0.1436, 0.8359, 0.7169, 0.4999, 1.7545, -1.0236, 0.7822, 1.8614, 0.4289, -0.0755, 0.0933, 0
-0.0194, -1.1389, 0.3844, -0.0999, 0.8409, 1.5232, 0.6066, 0.8282, 0.1601, -0.2881, 0.4531, 1.6761, -0.1889, 0.174, 0.6682, 0.1369, 1.0022, 1.7153, 1.0427, 0.8104, 0
-0.4206, -0.0319, 0.7115, 0.6366, 0.2905, -1.5529, -0.5888, -0.1464, -0.0101, 0.6592, -0.9772, -0.0715, 1.2642, -0.1953, -1.3457, 0.4037, 1.2782, -1.0314, 1.6417, 1.0396, 0
-0.8025, 1.7919, 2.267, 0.6784, -0.6681, -0.6535, 0.8536, 0.8235, 0.0381, -0.0641, 0.9905, 0.2083, 0.0799, -0.6182, -0.0124, 0.974, 1.0499, 1.9014, 0.1245, -0.7995, 0
-0.615, -0.1399, -0.3696, -1.0498, 1.1421, 1.1039, 2.0754, -0.0251, 1.8802, 0.388, 0.735, -0.7092, 1.7306, 0.0913, -0.1789, 1.5478, 0.9495, -0.9902, 0.4368, 0.9883, 0
0.5588, 0.5887, 0.7127, -0.1206, 0.3815, -1.5968, 1.1802, 1.6714, 0.3464, 0.5305, 2.0611, 1.3142, 0.0257, -0.1182, -0.1122, -1.8088, 0.607, 0.1246, 0.1013, 0.5917, 0
0.2747, 1.5649, 1.4998, 0.788, 0.257, 0.7412, -0.3792, 0.1764, 1.8081, 1.4017, 0.4673, -0.359, 1.7975, 0.5243, 0.9821, -0.9579, 0.3763, 1.1776, -0.1989, 0.2111, 0
-0.3211, 0.2185, -0.6631, 2.2327, 1.112, 1.0508, 0.9337, 0.0849, 0.5082, 2.1539, 1.2853, 1.0316, 0.5133, 0.0834, 0.7419, 1.545, 1.4816, 0.1841, -0.5056, 0.6134, 0
-1.5254, 1.21, -0.2734, 1.8387, 0.5092, -0.4817, 0.5553, 2.3996, -0.2572, 0.564, -0.4723, 0.4217, 0.7975, -1.23, 0.7191, -1.1133, -0.5399, 0.6754, -0.4881, 0.0718, 0
0.0429, 0.1418, -0.2563, -0.6247, 0.15, 0.0454, 1.4559, -0.1783, 0.5339, 0.403, 0.2245, 1.9727, 1.3618, -0.6629, 0.7341, 0.355, 1.5353, -0.8229, -0.3955, 1.1615, 0
1.1434, 0.3817, 1.1208, 0.6579, 1.5502, 1.7746, -0.671, 1.5895, -0.2786, 1.6717, -0.096, -0.2997, 1.1095, 0.2144, 0.3755, 0.2569, 1.5314, 0.7238, 1.1767, -0.138, 0
0.3712, 0.2331, 0.5197, 0.122, 0.4266, -0.5951, -0.2235, 2.1149, -0.6297, 0.8188, 3.1184, 2.214, 1.5218, -0.0372, -0.1537, -0.1083, 1.2506, 0.2991, -0.1609, 0.672, 0
0.2073, 0.4369, -1.0622, 0.2218, -0.9171, -1.2046, 1.9719, 2.2119, 1.0308, 1.0628, -0.0446, -0.2816, 0.6708, -0.7556, -1.2774, 1.6138, 1.5333, 0.7185, 0.5807, 1.9906, 0
1.3949, 0.4397, -1.733, 1.2126, 0.9741, -0.7866, 0.2147, 1.7073, 0.624, 0.7205, 1.9895, 0.0758, 0.1409, 0.1285, 0.8788, 1.6244, -0.8385, -0.3998, -0.324, 1.5215, 0
1.3179, 0.7417, -0.0228, -0.2039, -0.2518, 0.1819, -0.1697, 0.6851, 0.4246, 0.4453, -0.2995, -1.0818, 0.8851, 1.5725, 0.7218, -0.7786, 0.0946, -0.0286, -0.2675, 1.2555, 0
1.1236, 0.4182, 1.7469, -0.2159, -0.4385, 1.6058, 0.2255, 2.6656, 0.2941, -0.0783, 1.3226, 0.041, 0.0372, -0.3804, 2.127, 0.3986, 0.6355, 0.6397, 0.1728, 0.7693, 0
-0.4508, 0.5896, 0.0685, 0.0616, 0.0806, 2.1536, 0.9892, 1.4956, 0.5752, -0.8009, 0.5049, -0.9813, 0.0366, -1.1257, 1.0863, 0.5663, 0.2832, -0.9243, 0.1317, 0.8099, 0
-0.464, 0.3226, 0.8366, 1.3574, 0.6513, 1.3202, 0.563, 0.1166, 0.9124, 0.0859, -0.5455, 0.7961, -0.4753, 1.3938, 1.1577, 0.743, -0.4885, 0.0091, -0.2484, 2.1494, 0
2.041, 0.27, -0.1161, -0.2925, 0.5413, 0.6288, -0.4253, -1.4896, -1.5238, 1.5048, 1.0231, 0.5543, 1.4501, -1.0371, 1.2311, 2.3304, -0.216, -1.424, -0.7476, 1.4221, 0
1.326, 1.3793, 2.8361, -0.5246, 0.4284, 0.0314, 0.9085, 0.0074, 0.3153, -0.6984, -0.357, -0.2319, -0.1887, -0.1036, 2.2035, 0.6531, 1.7849, 2.1875, -0.3334, -1.0539, 0
2.2548, -0.0261, 0.2049, -0.0212, -0.0526, 0.3483, 2.2708, 0.142, -0.5539, -0.7682, 0.5331, 1.1627, -0.8714, 0.0553, 0.9333, 0.6677, 0.3572, -0.118, 1.591, 1.0207, 0
-0.0909, 0.6642, 0.1938, -0.1632, -0.6866, 2.156, 0.8319, 1.8186, 0.1504, -1.2911, 0.2557, 1.3423, -1.3903, -1.493, 0.4256, 0.2515, 0.7844, -0.0892, 2.6329, -0.4064, 0
0.1711, 0.5813, -0.415, 0.2227, 0.8136, 0.416, 0.7619, 1.1073, -0.693, 0.327, 0.0033, 1.6827, 0.1023, 1.4391, 0.5623, -0.9367, 0.3748, 0.7534, -0.508, -0.3925, 0
0.5038, 0.581, 0.8126, 0.2274, 1.1074, 1.4871, -0.3015, -0.0274, 0.5023, -0.2034, -1.0865, -0.4041, 1.4452, 0.5428, -0.8106, 2.4239, 2.2944, -0.067, -0.1233, 0.7187, 0
-1.2598, 0.4292, -0.6117, 1.0378, 1.5583, 1.4482, 1.8708, 0.0076, -0.7292, -0.4282, 0.3337, -0.0227, 0.8323, -0.3151, -0.2029, 0.9925, 0.6019, -0.0941, 0.5713, 0.6032, 0
-0.0517, 0.3002, 1.1136, 0.8325, -0.0277, 0.6563, -1.1684, 1.0802, -0.6549, 0.713, 1.4755, -0.624, 0.1953, 1.1772, 1.6081, 0.4874, 1.94, 0.8942, -0.3587, 1.6482, 0
0.719, 0.1879, 0.1803, -0.2253, 0.6153, 0.9165, 1.5824, 1.2282, -0.6587, 1.3285, -0.7388, 0.4321, -0.2601, -0.4763, 1.0726, 1.0649, 0.2443, 0.657, -0.2841, 2.1007, 0
0.1445, 0.7085, 0.3785, 0.9343, 0.6052, -0.3335, -0.1382, -0.9147, 0.3056, 1.4464, 1.0227, 1.126, -0.112, 1.4681, 1.6277, -0.2636, 1.1321, -0.1647, 0.0516, 0.5084, 0
0.8432, -0.0778, 1.5, -0.3673, 2.0643, 1.661, 0.5528, -0.5108, 1.1439, 1.3507, 1.688, 1.9807, 0.7985, 0.1605, 0.3004, 1.6959, -0.3939, 0.1025, 0.607, -2.5179, 0
0.3449, 0.5157, -0.0625, -0.3029, 1.1554, 2.2621, 0.4612, 1.5142, 1.1227, 0.5282, 0.1842, 0.1135, 0.9868, 0.3919, 0.0291, -0.2429, 0.0885, 0.6868, -0.1445, 1.0581, 0
