@relation  twonorm
@attribute A1 real[-4.2497,3.5782]
@attribute A2 real[-3.9606,4.3451]
@attribute A3 real[-4.4798,4.4039]
@attribute A4 real[-3.8891,4.2589]
@attribute A5 real[-3.9099,5.6395]
@attribute A6 real[-4.0095,3.9901]
@attribute A7 real[-3.7334,4.4522]
@attribute A8 real[-4.5744,3.8648]
@attribute A9 real[-3.8136,4.254]
@attribute A10 real[-4.1999,4.0829]
@attribute A11 real[-3.9204,4.0953]
@attribute A12 real[-3.8262,4.3025]
@attribute A13 real[-3.9451,3.7817]
@attribute A14 real[-3.8516,4.1238]
@attribute A15 real[-3.6978,3.5485]
@attribute A16 real[-3.6976,4.2439]
@attribute A17 real[-3.9428,3.7233]
@attribute A18 real[-4.0653,4.0557]
@attribute A19 real[-4.1218,4.3238]
@attribute A20 real[-3.7831,4.279]
@attribute Class{0,1}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
@outputs Class
@data
0.2987, 0.7385, 0.0406, 0.5233, 2.7478, 0.663, -0.091, -0.4858, -1.1563, 0.2426, 0.6426, 0.2438, 2.6876, 0.7871, 0.4385, 0.2378, -0.0523, -0.7876, 1.0503, -0.6723, 0
-0.101, -0.2577, 0.1737, 0.2151, -0.0585, -0.0953, 0.5721, 1.2728, 0.4013, 2.5947, -0.0611, 0.2211, 0.2579, -0.6815, -0.1419, -0.3413, 1.5749, 1.0867, 1.2427, 0.724, 0
-0.2823, -0.1372, 0.3721, 1.9266, 0.2369, -0.0611, -0.2988, -0.0808, 1.4255, -0.4824, -0.5777, -1.5088, 0.5927, 0.397, -0.1281, 0.6482, 0.2163, 0.8052, 0.8614, 0.421, 0
-1.7431, 0.8157, 0.4433, 1.1307, 0.7285, -1.4435, 1.8922, -0.5192, 0.4623, 1.456, 1.4543, -1.2081, -0.086, -0.1367, 0.3787, 0.0394, 1.9576, -0.0717, 1.6972, 0.7906, 0
0.8288, 0.292, 1.0088, -0.0342, 1.4583, -0.1938, -0.3767, 0.4506, -0.6022, 0.2315, 1.5981, 1.7991, -1.1672, 0.3695, 1.7822, -0.4509, 1.2239, -0.3085, 1.0362, 0.8977, 0
0.5762, 1.0719, 0.2423, 0.533, 0.5838, 0.1053, 1.9299, -0.1356, 1.0321, 1.6354, 0.2549, 1.1177, 0.3929, 1.1193, -0.0451, 0.4789, 1.3387, 0.2084, -0.8232, 0.6265, 0
-0.1108, 0.8294, 0.6054, 2.0538, -0.2925, 1.435, 0.5208, 0.657, 1.7933, -0.1721, -0.0843, 2.4353, 1.523, -0.9321, 2.2763, 0.7788, -1.7133, -0.3183, 2.7098, 0.8701, 0
-0.2206, 1.429, 1.3905, 1.3171, 1.8503, 0.4431, 0.1666, 0.9423, 0.9335, 1.2757, 1.2516, 0.4388, 1.7188, -0.3935, 0.9093, 1.9652, 0.3639, -0.6405, 0.2554, 1.9205, 0
0.8466, 1.3637, 1.3326, 0.39, 0.4971, 0.321, -0.3272, 0.9204, 0.3901, 1.0879, -0.0846, 2.2619, 2.2319, 1.4923, 0.7806, -0.1695, 2.0712, -0.674, -0.2056, -0.4771, 0
1.1998, 0.3782, -0.1321, 1.6869, -0.8599, 0.7743, 0.9032, 1.0646, 0.905, 0.5637, -0.9855, 0.2043, 1.0003, -0.7611, 0.6298, -0.3283, 0.1196, 0.9212, 1.2944, -0.1104, 0
-1.6185, 0.9482, 1.2876, 0.1638, 0.1066, 1.214, 1.9166, 1.1101, 1.114, 0.1148, 1.1199, 0.9657, 0.3935, -0.4827, 2.1417, -0.0112, 1.5357, -0.6263, -0.6104, -0.3675, 0
-0.9108, 0.8553, 1.7328, 0.371, 2.034, 0.3576, 0.1012, 1.1111, -0.7921, 0.1585, 0.8934, -1.0904, 1.0446, 0.427, 0.4057, 0.6839, -1.4701, -0.3005, -0.8292, -0.6257, 0
0.0711, -0.1972, 0.8944, -0.3915, 0.5499, 0.2104, -0.6257, -0.8635, 0.2347, -1.3122, -0.1217, 0.1876, 0.7715, 1.2158, 0.6747, 0.2391, -0.036, -0.6813, 0.3495, 0.757, 0
-1.182, 0.8608, 1.4186, 0.8389, -0.1264, -0.265, 1.7222, 1.556, 1.0615, -1.572, -0.1001, 1.2483, -1.639, 0.5331, 0.1809, 0.8057, 0.8371, 0.9863, 1.3467, 2.2994, 0
2.2971, 1.5705, 1.3349, -0.4068, 1.9686, -0.1298, 1.5583, 0.4089, -0.4878, 0.1394, 0.2641, -0.4866, 0.7097, 0.3705, 1.4273, 1.5255, -0.6863, 1.2505, 0.0475, 0.612, 0
-0.1797, 0.8713, -0.3247, 0.3633, -0.5171, 0.4616, 0.1541, 1.1255, 1.3531, 0.7527, 0.4089, -0.7125, 0.8134, 1.0624, 0.2748, 1.0473, 1.6154, 1.1979, -1.0744, 2.4944, 0
0.3582, 0.6614, -0.2734, 0.6058, 1.1952, 1.1902, 1.9821, 0.0048, 0.4727, 1.5206, 0.1028, 1.7399, -0.3214, -0.9987, -0.1967, -0.023, 1.1917, 0.5268, 0.7454, -0.0169, 0
1.064, 1.7003, -0.8798, 0.3803, 0.6198, 0.5682, 0.683, 0.1624, 1.171, -0.385, 0.436, -0.3431, 0.3849, 0.8142, 1.0522, 1.2702, 1.2185, 0.5543, 0.3436, 1.2304, 0
-0.1987, 0.4152, 1.2483, 1.3158, 1.1061, 2.2992, -0.7198, 0.5899, 0.5377, 0.4399, 0.5784, -0.1173, 0.7406, -0.2215, -0.4514, -0.6101, 1.6982, -0.5238, -0.0906, 0.5247, 0
0.0518, 0.1931, 0.1971, 0.3055, 1.0484, 1.6035, 0.3349, -0.5907, 0.8257, 0.3323, 1.2646, -1.7665, 1.3751, 1.8205, 0.6574, 0.552, -0.2093, -0.0283, 1.3789, 1.2494, 0
-0.1929, -0.9331, -0.0822, 0.6293, 1.7082, 0.5773, -0.0488, 0.8332, 0.3169, -0.4048, -0.2299, 0.5795, 0.2124, 0.839, 1.5788, 0.1573, 1.4991, 1.2397, 0.5331, 0.2557, 0
0.309, 1.3979, 2.1304, -1.2145, 1.8415, 1.862, 1.0467, 1.1349, -0.3134, 0.9943, 1.4077, 0.4679, 0.5016, -0.3322, 1.4779, 0.861, -0.0539, -0.6261, 0.3131, -0.7877, 0
0.6689, 0.1727, 0.7125, 0.2808, 0.4274, -0.4006, -0.2007, 0.7068, 0.4723, -0.5649, 1.0765, -0.0102, 0.0204, 0.4153, 0.9945, -1.2071, 0.8304, 0.605, 0.4948, -0.3107, 0
0.7196, -0.399, 0.0161, 1.1854, -0.167, -0.156, -0.3726, 0.8643, -0.1998, -0.0738, -0.2114, -0.3455, -0.0121, -0.7415, 0.9704, 0.9229, -0.0059, 1.1615, 0.6682, 0.8265, 0
0.6317, 1.367, 0.7676, -0.7845, 0.3665, -0.0779, 0.2958, 0.759, 1.4597, 0.3635, 0.4662, 0.3956, 0.8373, 0.2784, 0.7405, 1.4627, -0.4191, 1.1482, 0.0316, 0.2397, 0
-0.7148, -0.4905, 0.7525, 0.7955, 0.86, 0.98, 1.2065, -1.2368, 1.1851, 0.1973, 2.2491, -0.0397, 1.4871, 0.6655, 0.9749, -0.1652, 1.0441, -0.473, 1.4003, 1.8463, 0
2.1009, 0.4529, -0.0853, -0.1574, 1.4299, 0.1001, 0.4167, -0.2912, -0.3819, 0.4251, -0.0787, -0.0999, 1.1593, 0.7226, 0.8923, 0.4769, -0.2367, 1.7945, 1.2811, 0.8867, 0
-0.703, 1.1961, 1.0216, 1.0604, 1.0289, -0.5427, -0.2385, -0.1462, 1.6162, -0.3422, 0.2713, 0.6528, 2.301, -0.9621, -1.4522, 2.4347, 0.7606, -0.5226, -0.6732, 0.1696, 0
1.3534, 1.2555, -0.9783, 1.1816, 0.2265, 0.115, 0.782, 1.589, -1.4843, 1.1705, 0.3667, 1.3596, 0.5425, -0.2093, -0.3459, 0.9222, 1.0907, 0.8647, 0.0559, -0.6824, 0
1.2677, -0.1852, 0.1918, -0.3261, 2.2782, 2.6661, 0.9906, 1.748, 0.0087, 0.3112, 1.3718, 0.5008, -0.3834, -0.4826, 0.1215, 0.4631, -0.3512, 0.7218, -0.2687, 0.3839, 0
-0.3481, 1.5136, 0.2845, 0.9662, -1.3347, 1.0274, 0.6429, 1.5556, 0.606, 0.1425, -0.4881, 0.2863, 0.3884, 2.1125, 0.2621, 0.6102, 0.6112, 0.9244, 0.5338, -0.2118, 0
-0.2683, -0.5937, 1.0144, 0.4373, 0.6244, 1.6429, 0.8595, 0.9301, 0.7102, 2.3407, -0.7865, 0.4803, -1.025, 0.958, 2.1915, 0.4747, 0.568, 1.4449, -0.3907, 0.8616, 0
1.5647, 0.2537, 1.2292, 2.0291, -0.6685, 1.8593, 1.877, 1.8421, 0.6027, -0.1955, 0.5336, -0.4931, -0.3543, 1.5594, 0.2853, 0.7134, -0.8746, 0.3385, 1.5986, 2.1831, 0
0.0085, -0.5988, 0.5543, -0.3145, 0.7883, 0.7033, 0.9784, 1.7423, 1.4015, -1.1341, 0.6485, 2.4195, 1.4769, 0.1227, -0.6472, -0.2734, -0.5202, 0.3656, 1.3483, 0.7893, 0
0.5886, 0.3536, 0.4882, 0.9795, 0.7276, 0.4904, 0.2215, 1.5637, 0.9013, 2.3028, -1.4559, 1.78, 0.5848, 1.1568, 1.1213, -0.0428, 0.2357, 1.0972, 0.2136, 1.7346, 0
-0.1213, 0.6849, 0.5418, 1.2709, -0.9912, 1.456, 0.0295, 1.0998, 0.1736, -0.0785, 2.0723, 0.5533, -0.8883, -1.1696, 0.4907, 1.7273, -0.5881, -0.1672, -0.5505, 1.1516, 0
0.4539, 0.1521, 1.5384, 0.985, 0.0858, 1.038, -0.0823, -0.1157, 0.8657, -1.3341, -0.8585, -0.1459, -0.6225, 1.0261, 0.4212, 1.5897, -0.7191, -0.3799, 0.0942, 0.2575, 0
0.9805, 0.605, 0.7895, 0.5606, -0.0986, 0.6974, 2.178, 0.3664, 0.3188, 0.591, 1.1071, 0.1525, -0.583, 1.4872, -1.7356, -0.5035, 0.9252, 0.9254, 1.3397, 0.9858, 0
0.2775, 0.471, -0.1905, 0.0103, 0.1986, 0.5976, 1.2067, -0.4129, -0.1534, 0.4284, 0.6833, 1.1179, -1.4487, 0.8024, 1.5796, 1.3917, -0.9488, 1.5377, 0.6367, 0.3927, 0
1.3124, 1.7396, -0.1031, -0.3074, -0.8304, -0.7631, 0.7919, -0.2936, 0.7283, -0.3674, 0.4238, 1.3645, 0.4984, 1.1422, 1.1743, 0.6429, -0.1102, -0.4921, -0.5143, -1.1693, 0
1.327, 2.1662, -0.7659, 0.0059, -0.0168, -0.4041, -0.258, 0.3209, -0.5565, 1.9499, 1.1785, 1.0271, 0.1231, 0.8927, -0.3889, 1.0582, 2.4786, -0.723, -1.0672, -0.5415, 0
0.994, 0.147, -0.493, 0.6346, 1.9276, 1.5911, -0.0976, -0.1286, -0.1127, 0.4287, 0.3246, -0.6556, -1.5258, 3.5881, -0.8629, -0.4198, 0.916, 0.7548, -1.6307, 0.5086, 0
2.0878, -0.8023, 0.9315, 0.6819, -0.8904, -0.2047, 0.2401, 0.6424, 0.3699, -0.6683, 0.8994, 0.9692, 1.5471, 0.1647, -0.2785, 1.8932, 0.6725, -0.5047, 0.1596, 0.9778, 0
1.466, 0.0393, -1.2533, 0.6015, -2.038, 0.108, 0.5771, 0.4457, 0.9853, 1.2081, 2.3701, 0.2529, 1.2813, -0.0418, 0.899, 0.698, -0.2063, -0.9232, 0.722, 1.6495, 0
0.9206, 1.3928, 1.1816, 0.1148, 0.4435, 0.9599, 1.0937, -0.527, 1.1763, 1.4009, 2.1134, -0.7135, 0.3713, 0.5576, 0.5043, -1.0303, 1.4102, 0.3879, 0.7489, 0.778, 0
1.0979, 0.8003, 1.7803, -0.0452, 0.791, 1.9475, 1.2055, 0.891, 0.1457, 0.6467, 1.9495, 1.1947, 1.4948, 0.466, 0.5152, -0.6421, 0.8915, -0.1247, -0.0408, 0.3127, 0
0.5027, 1.004, -0.2063, 2.6317, 1.5982, 0.0935, -0.8664, 0.1862, 1.9671, 1.0241, 0.3312, 0.1125, 1.6119, -0.2518, -1.1855, 1.3414, -0.7929, -0.5425, 1.3424, 0.4932, 0
1.3194, -0.6166, 1.5368, -0.3495, 0.6592, 1.716, 0.9113, 0.9003, 0.5773, 0.5663, -1.041, 0.9345, -0.1142, -0.2447, -2.1049, 0.3738, -1.1533, -0.2323, -0.0371, 1.3005, 0
1.7519, 1.3576, 0.346, 0.8726, -0.5901, -0.4098, 1.2145, 1.9664, 0.74, 1.6245, 0.3997, -0.1546, 1.1536, 1.3092, -0.7838, -0.4504, 1.3611, -0.0605, -0.6584, 1.2209, 0
-0.4001, 0.4697, -0.589, 1.1178, 1.1001, 0.474, 0.713, 2.5237, 0.4516, 1.4854, 0.91, -1.1627, 0.9698, 1.2064, -0.2686, 1.349, 1.1321, -0.0163, 0.6752, -0.8949, 0
0.0636, -0.4041, 1.3676, 0.347, 0.2049, 0.5582, 1.2623, -0.5504, 1.9631, 1.6019, 1.0168, 0.4593, -0.523, 1.5828, 0.2746, 1.6349, 0.9316, 0.4787, 0.5039, -0.3153, 0
1.7084, 1.0947, 0.1287, 0.5525, 0.0731, -0.4042, 0.0516, 0.5868, 0.4011, -1.1893, -0.029, 0.4896, -0.7291, -0.1661, 0.6446, 0.0262, 1.0159, 2.4207, -0.6074, -0.3597, 0
-1.6319, 1.2559, 1.391, 0.37, 0.077, 0.7899, -0.3092, 0.8072, 2.3599, 1.3965, 0.2157, -0.8565, 0.5753, 0.765, -0.862, -0.9749, 1.0093, -1.2111, 0.2861, 1.4509, 0
-1.0248, 0.1083, 0.2775, 1.8817, -0.2829, -0.4735, 0.9757, 1.9652, 0.947, -0.322, -0.9293, -0.0093, -0.4313, -0.5454, 3.1026, 1.1377, 0.4461, 0.8988, -1.5112, 0.5487, 0
-0.1802, 0.5303, -0.0040, -1.0256, -0.2779, 0.7575, 0.6587, 1.3593, 0.9314, -0.5663, 0.4466, 0.5557, 1.7916, 0.7617, -0.0816, 0.1954, 0.1656, 0.3573, 1.279, -0.2451, 0
0.731, -0.1838, 2.1339, 0.6657, 1.0249, -0.2213, -0.5744, 1.0405, 1.2823, 0.6117, -0.5574, 0.7432, -0.1598, -0.7438, -0.0705, -1.017, 0.9574, -0.1684, -0.5209, 0.8373, 0
1.3387, -0.0397, 1.1922, 1.77, 1.2991, -0.1321, -0.1135, 3.2086, -1.1145, 0.6871, 0.2416, 1.6372, 0.5851, -0.0032, 0.5886, 1.3289, -0.2537, -0.6652, -0.4184, 0.1054, 0
-0.3946, -0.2706, -0.0484, 2.2197, 0.2037, -1.0654, -0.0036, 0.9799, 1.6815, -1.9838, 0.5266, 1.1672, 0.894, -0.6105, 2.606, 0.2496, 0.0433, 1.1748, -0.5068, 2.3341, 0
0.7425, 0.5076, -0.3026, -0.1322, 0.388, 0.0432, 2.4444, -0.1812, 0.7732, 2.2216, 0.234, 0.2551, -0.3769, -0.3872, 0.4787, -1.0939, 0.3315, 1.4207, 0.5488, 0.9568, 0
-1.2991, -0.4693, -0.3753, 2.3067, 0.0501, 0.0219, 2.191, 0.1322, 0.1779, 1.0513, -0.179, 0.9223, 0.4078, 1.2139, -0.5409, 2.1359, 0.7459, 0.4077, 0.7254, -0.4384, 0
-1.169, -0.5207, 1.043, 1.0399, 1.8162, 0.1082, 0.4628, 0.8665, -1.1959, 0.3707, 0.6588, 0.2703, -0.0458, 0.8537, 0.6292, 0.3182, -0.7581, -1.257, 0.5005, -0.2686, 0
-0.8315, -1.4669, -0.0661, 1.234, 1.4772, 0.5686, 0.9, 0.5245, 0.698, 1.7205, 0.9532, 1.4252, 0.86, 0.8893, -0.6162, 1.5237, -0.0999, 1.7199, -0.1604, 0.5522, 0
0.7063, 1.1557, 1.1846, 1.3395, -0.3717, -1.4658, -0.3616, 1.0714, -0.1942, -0.5114, 0.1009, 0.947, 0.2211, 0.8759, 1.221, -0.3545, 1.0529, -1.0259, 0.8495, 1.6021, 0
1.0007, -0.1477, -0.6354, 1.3545, -0.0965, 1.2851, -1.4558, 1.0562, 2.0535, 1.3413, 0.2946, 0.0941, -0.6626, 0.5626, 0.5477, 0.7135, -0.4557, 0.1402, 0.0631, 1.3501, 0
0.6809, 2.7565, 1.5535, 0.0835, 0.0683, -0.302, 0.2928, 0.9666, 1.025, -0.8025, 0.1031, -0.3015, -0.0265, 0.2388, -0.4152, 0.7246, 0.4816, 0.3097, -0.6903, 0.0795, 0
1.9879, -0.1779, -0.1719, 2.4473, -0.2252, 0.7956, 0.283, 0.362, 0.1886, -0.0404, 1.0369, -0.5424, 0.9594, -0.0535, 0.3273, -0.0927, -0.7893, -1.395, 1.4303, -0.7273, 0
1.6589, 1.8127, 0.5159, 1.0781, -0.1959, 0.6461, -0.384, 0.4188, 0.24, 0.5878, 1.0029, -0.6536, -0.2337, 0.5734, 1.5559, -0.5747, 0.5292, 1.885, -0.4207, 1.8306, 0
1.0922, 0.2579, 1.3792, -0.0721, -0.9379, 0.9459, 0.4218, -0.0175, -0.8286, 0.555, -0.1732, 0.3814, 0.0189, 0.8503, 0.1188, 0.8498, 0.4736, -0.6724, -0.8858, 1.4818, 0
-0.1659, -1.0748, -0.2774, 0.4834, -0.7494, 0.6607, 0.8889, 1.3207, -1.802, -0.9192, -0.808, 0.562, 1.6533, 1.494, -0.5101, 0.2453, 1.7912, -0.2388, 0.7912, 1.2755, 0
-0.234, -0.8756, 1.1391, -0.1256, 1.333, 1.0703, 0.5243, 0.6184, 0.1738, 0.5251, -0.3414, 0.0356, -0.1784, 0.5627, 1.0285, 0.7868, 0.6468, 0.7658, 0.4774, 1.2848, 0
0.5676, -0.6399, -0.1024, 1.3669, 0.4126, 1.8133, 0.4943, -0.1569, 0.0237, 0.5375, 0.89, -0.372, 0.6982, -0.2778, -0.0551, -0.4765, 0.6758, -0.7277, 1.5283, 1.0491, 0
1.218, -0.2012, 2.7992, -0.0637, -0.5572, 1.301, -0.0092, 0.7872, 0.8578, 0.4878, 0.9121, 0.0291, -0.3731, 1.065, -0.1764, -0.7823, 0.3827, -0.0674, 0.1357, 0.3292, 0
0.246, -1.1108, 1.2988, 0.5093, 0.5484, 0.4034, 1.867, -0.1883, 3.1285, 1.0818, 0.9376, 1.576, 0.6615, -0.3511, 0.4288, 0.2723, 0.459, -1.2249, -0.1223, 2.0085, 0
0.1403, 0.1235, -1.2521, 0.1923, 0.9776, 0.0871, 1.1767, 1.7446, -2.6799, -0.3157, 1.1391, 1.1065, -0.3194, -0.7749, 0.3262, -0.6666, 1.396, -0.1909, 1.001, 0.3162, 0
0.5526, 0.519, 1.7167, 1.9117, 1.0555, 0.8327, -0.445, 0.6075, 1.0248, 0.6411, -1.0757, 1.2628, 1.0529, 1.7045, 0.9968, -0.6158, 0.8535, 0.3481, 0.1238, -0.8215, 0
0.0048, 0.2808, 1.5079, 1.7787, 1.2016, 0.7616, 0.22, -0.2244, 1.7476, 1.3642, -0.5941, -0.5599, -0.8111, -0.2307, 2.1852, 1.5301, 0.4363, 0.9054, 0.1995, 0.7713, 0
1.8573, 1.0763, 0.0308, 1.3084, 0.2783, 1.1656, 0.816, 1.456, 0.9923, -0.7415, 0.8116, 0.1771, 1.6885, -0.1601, 2.2511, -0.1924, 0.358, 0.224, -0.602, 0.8091, 0
0.9311, 1.2402, 1.6821, -0.1005, -0.6497, 0.6162, 1.1569, -0.6133, 1.7509, 1.5719, 1.0747, 1.6837, 1.226, 0.4149, -0.8116, -0.2519, 0.3388, 1.416, -0.3448, 0.1055, 0
0.5506, 1.5534, 1.2694, -0.4236, -0.4813, 0.4178, -0.4891, 2.3657, -0.0862, 1.6847, 0.1004, 1.3993, 0.0663, -0.6319, -0.4942, -0.6775, -0.1242, -0.2624, 1.7638, -0.2714, 0
0.919, -1.9796, 0.3672, 1.0829, 1.3183, 0.2965, 0.8007, 1.1204, -0.3601, -0.3318, 0.2366, 0.233, 1.2841, -0.1684, -0.3683, 0.0579, 0.6279, 1.1651, -0.5677, -0.4673, 0
0.4457, -0.6994, 0.3741, 0.638, 0.2027, -0.8976, 1.3375, 1.4074, 0.9637, 0.0401, 0.0296, -0.4826, 0.2859, -1.6294, 0.7803, 0.7275, 0.9668, 0.7324, 0.4155, 1.3291, 0
0.8397, -1.2655, -0.4729, 1.2314, 0.5823, -1.2761, 0.8807, 0.355, 0.186, 0.5608, 1.0092, -0.3658, -1.1892, 0.9417, -0.6141, 1.5191, -0.6523, -0.8201, -0.7055, 1.934, 0
1.3387, 0.1873, 0.3338, 1.2487, -0.2218, -0.137, 1.1284, -0.2128, 0.6736, 1.0958, -2.0135, 0.2795, 1.4725, -0.3951, 0.639, -0.6334, 1.6143, 0.3371, -0.8285, 1.2047, 0
1.4296, 2.3699, 1.1341, -1.5061, -0.3048, 2.494, 1.2924, 0.8782, -0.036, 1.4622, 0.5951, 0.1962, -0.0653, 0.3068, 1.2729, 0.108, -0.1209, 0.8039, 1.408, 1.8404, 0
0.3347, -0.4218, 0.1903, -0.9271, -0.9076, 0.0926, -0.5782, 1.2542, -0.776, 0.0415, 0.7962, -0.1576, 0.1907, -1.1876, -0.5657, -0.5951, 0.2076, 0.8519, 0.4992, -0.0996, 0
-0.7565, -1.139, 1.7771, -0.1832, 0.4604, 0.7469, -0.0103, 0.6002, 1.0821, -0.7752, -0.2036, 1.9455, 0.7449, -0.4108, 0.8072, 1.228, 0.6085, 0.0597, -0.1522, 0.4258, 0
1.3345, 0.0972, 0.5052, -0.0043, 0.4361, -0.0816, 0.1773, -0.056, -0.6301, 1.4754, -0.3497, -0.0604, 1.6829, 0.5377, 1.4009, 0.3181, 0.0861, -1.007, -0.2386, 0.8972, 0
-0.3123, 1.2601, 0.7392, 0.4429, 1.4195, -0.9704, 1.2082, -0.3627, -0.2679, 0.3568, 0.5801, -0.05, 0.7793, -0.1821, 1.3305, 0.504, 1.5742, 0.9365, -0.6947, -0.5056, 0
1.3155, -1.1283, 1.0793, 2.0815, -0.6737, -0.4906, 1.6873, 0.4194, 1.3338, -1.1774, 2.1706, 0.818, -1.1371, 0.1218, 0.699, 1.333, -0.1501, -0.6735, 1.1199, 0.2968, 0
0.247, -0.9623, -0.8825, 1.0713, -1.6126, 2.27, 1.6826, -0.8587, 1.8925, 0.3257, -0.017, 1.0454, -0.3387, -1.0024, 1.8379, 0.7698, 0.5907, -0.9687, 1.0154, 0.3682, 0
0.1889, 0.3443, -0.0605, 0.6017, 1.976, -0.0618, -0.058, 1.0038, -0.1846, -1.1029, 0.5692, 1.5711, 0.1695, 2.2187, 0.1946, -0.3261, -1.0848, 2.1917, 0.0452, 2.6916, 0
0.0043, 2.1677, -0.5791, 1.0345, -0.183, 1.0062, -0.0855, -0.4363, 0.3582, -0.5193, 1.437, 0.6589, 0.9635, -0.2081, -0.9924, 1.7848, 1.72, -0.6823, -0.0752, 1.5649, 0
-0.2809, 0.6443, 0.6912, 0.9324, 0.9949, 1.0401, 1.7673, 0.3651, -0.3877, -1.4347, -0.1923, -0.82, 0.6511, 0.262, 0.1275, 0.5872, -1.0123, 1.9637, -0.1759, -1.1774, 0
0.3142, 0.9953, 1.8785, 0.14, 2.9833, 1.8126, -0.63, 0.8349, 1.1202, 1.5531, 1.5858, -0.1966, 0.778, 1.1439, -0.0213, 0.6087, 1.7827, 1.7577, -1.3007, -0.0308, 0
0.259, 0.9724, 0.3766, -0.6711, 0.9983, -0.1485, 1.0596, 0.591, 1.0219, 0.1522, 0.4087, 0.984, 0.7939, -0.7774, 0.2306, -0.1282, 0.0875, 1.0823, 1.1105, 0.7909, 0
0.9143, -1.088, 0.0773, 0.6742, -0.2519, -0.9627, 1.0183, -0.5124, 1.4948, 0.3467, 0.9159, 0.3933, -0.1942, -0.4767, 0.9216, 1.1805, 0.0623, 0.3059, -0.1577, 0.163, 0
-0.1342, -1.3247, 0.9721, 0.2462, 1.8267, 0.254, 0.7074, 1.2857, 0.4526, 1.3933, 0.353, 1.4012, 1.0195, 1.2249, -0.787, 0.889, 0.7415, 0.8815, 0.499, -0.0285, 0
-0.2709, -0.199, 0.4953, -0.7391, 1.4833, 1.1744, 0.7138, 0.8713, 1.2404, -0.8934, 1.1895, 0.5702, 1.0338, 1.4667, 0.3316, 0.3191, 0.5957, 0.5106, -0.9264, -0.1025, 0
