@relation winequality-white-3_vs_7
@attribute FixedAcidity real [3.8, 14.2]
@attribute VolatileAcidity real [0.08, 1.1]
@attribute CitricAcid real [0.0, 1.66]
@attribute ResidualSugar real [0.6, 65.8]
@attribute Chlorides real [0.009, 0.346]
@attribute FreeSulfurDioxide real [2.0, 289.0]
@attribute TotalSulfurDioxide real [9.0, 440.0]
@attribute Density real [0.98711, 1.03898]
@attribute PH real [2.72, 3.82]
@attribute Sulphates real [0.22, 1.08]
@attribute Alcohol real [8.0, 14.2]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
6.5, 0.28, 0.29, 2.7, 0.038, 26.0, 107.0, 0.9912, 3.32, 0.41, 11.6, negative
6.3, 0.27, 0.38, 0.9, 0.051, 7.0, 140.0, 0.9926, 3.45, 0.5, 10.5, negative
7.8, 0.32, 0.33, 2.4, 0.037, 18.0, 101.0, 0.9912, 3.21, 0.65, 11.7, negative
7.1, 0.26, 0.34, 14.4, 0.067, 35.0, 189.0, 0.9986, 3.07, 0.53, 9.1, negative
6.8, 0.22, 0.35, 5.5, 0.043, 21.0, 114.0, 0.9938, 3.3, 0.53, 10.7, negative
6.4, 0.24, 0.31, 2.8, 0.038, 41.0, 114.0, 0.99155, 3.37, 0.66, 11.7, negative
6.9, 0.39, 0.4, 4.6, 0.022, 5.0, 19.0, 0.9915, 3.31, 0.37, 12.6, positive
7.1, 0.14, 0.4, 1.2, 0.051, 55.0, 136.0, 0.9932, 3.3, 0.96, 9.8, negative
6.9, 0.22, 0.37, 15.0, 0.053, 59.0, 178.0, 0.9992, 3.37, 0.82, 9.5, negative
5.8, 0.34, 0.16, 7.0, 0.037, 26.0, 116.0, 0.9949, 3.46, 0.45, 10.0, negative
5.9, 0.24, 0.3, 2.0, 0.033, 28.0, 92.0, 0.99225, 3.39, 0.69, 10.9, negative
6.9, 0.18, 0.36, 1.3, 0.036, 40.0, 117.0, 0.9934, 3.27, 0.95, 9.5, negative
6.1, 0.34, 0.27, 2.6, 0.024, 20.0, 105.0, 0.9906, 3.4, 0.67, 12.2, negative
6.5, 0.3, 0.32, 2.0, 0.044, 34.0, 90.0, 0.99185, 3.37, 0.68, 11.0, negative
7.0, 0.11, 0.32, 4.6, 0.057, 59.0, 144.0, 0.9956, 3.55, 0.44, 9.4, negative
5.4, 0.415, 0.19, 1.6, 0.039, 27.0, 88.0, 0.99265, 3.54, 0.41, 10.0, negative
6.7, 0.15, 0.29, 5.0, 0.058, 28.0, 105.0, 0.9946, 3.52, 0.44, 10.2, negative
6.5, 0.08, 0.33, 1.9, 0.028, 23.0, 93.0, 0.991, 3.34, 0.7, 12.0, negative
7.7, 0.28, 0.33, 6.7, 0.037, 32.0, 155.0, 0.9951, 3.39, 0.62, 10.7, negative
6.9, 0.24, 0.39, 1.3, 0.063, 18.0, 136.0, 0.9928, 3.31, 0.48, 10.4, negative
7.7, 0.16, 0.41, 1.7, 0.048, 60.0, 173.0, 0.9932, 3.24, 0.66, 11.2, negative
8.6, 0.2, 0.42, 1.5, 0.041, 35.0, 125.0, 0.9925, 3.11, 0.49, 11.4, negative
7.9, 0.64, 0.46, 10.6, 0.244, 33.0, 227.0, 0.9983, 2.87, 0.74, 9.1, positive
8.0, 0.37, 0.32, 1.6, 0.04, 32.0, 166.0, 0.992, 3.0, 0.55, 11.3, negative
6.3, 0.23, 0.21, 5.1, 0.035, 29.0, 142.0, 0.9942, 3.36, 0.33, 10.1, negative
6.3, 0.23, 0.21, 5.1, 0.035, 29.0, 142.0, 0.9942, 3.36, 0.33, 10.1, negative
7.2, 0.37, 0.15, 2.0, 0.029, 27.0, 87.0, 0.9903, 3.3, 0.59, 12.6, negative
6.3, 0.32, 0.35, 11.1, 0.039, 29.0, 198.0, 0.9984, 3.36, 0.5, 9.4, negative
7.9, 0.46, 0.32, 4.1, 0.033, 40.0, 138.0, 0.9912, 3.18, 0.44, 12.8, negative
6.9, 0.25, 0.26, 5.2, 0.024, 36.0, 135.0, 0.9948, 3.16, 0.72, 10.7, negative
7.3, 0.22, 0.4, 14.75, 0.042, 44.5, 129.5, 0.9998, 3.36, 0.41, 9.1, negative
6.9, 0.31, 0.34, 7.4, 0.059, 36.0, 174.0, 0.9963, 3.46, 0.62, 11.1, negative
8.0, 0.22, 0.42, 14.6, 0.044, 45.0, 163.0, 1.0003, 3.21, 0.69, 8.6, negative
7.7, 0.27, 0.34, 1.8, 0.028, 26.0, 168.0, 0.9911, 2.99, 0.48, 12.1, negative
6.6, 0.16, 0.29, 1.8, 0.05, 40.0, 147.0, 0.9912, 3.06, 0.44, 11.4, negative
8.3, 0.21, 0.4, 1.6, 0.032, 35.0, 110.0, 0.9907, 3.02, 0.6, 12.9, negative
7.9, 0.14, 0.45, 1.8, 0.05, 17.0, 114.0, 0.9948, 3.33, 0.49, 10.7, negative
6.0, 0.13, 0.28, 5.7, 0.038, 56.0, 189.5, 0.9948, 3.59, 0.43, 10.6, negative
5.7, 0.43, 0.3, 5.7, 0.039, 24.0, 98.0, 0.992, 3.54, 0.61, 12.3, negative
5.6, 0.49, 0.13, 4.5, 0.039, 17.0, 116.0, 0.9907, 3.42, 0.9, 13.7, negative
5.6, 0.49, 0.13, 4.5, 0.039, 17.0, 116.0, 0.9907, 3.42, 0.9, 13.7, negative
6.9, 0.19, 0.33, 1.6, 0.039, 27.0, 98.0, 0.9898, 3.09, 0.46, 12.3, negative
7.4, 0.19, 0.49, 9.3, 0.03, 26.0, 132.0, 0.994, 2.99, 0.32, 11.0, negative
7.3, 0.21, 0.49, 1.8, 0.038, 44.0, 152.0, 0.9912, 3.32, 0.44, 12.6, negative
7.8, 0.26, 0.49, 3.2, 0.027, 28.0, 87.0, 0.9919, 3.03, 0.32, 11.3, negative
7.8, 0.21, 0.49, 1.2, 0.036, 20.0, 99.0, 0.99, 3.05, 0.28, 12.1, negative
6.7, 0.21, 0.49, 1.4, 0.047, 30.0, 114.0, 0.9914, 2.92, 0.42, 10.8, negative
7.2, 0.25, 0.28, 14.4, 0.055, 55.0, 205.0, 0.9986, 3.12, 0.38, 9.0, negative
7.2, 0.25, 0.28, 14.4, 0.055, 55.0, 205.0, 0.9986, 3.12, 0.38, 9.0, negative
6.7, 0.27, 0.3, 13.9, 0.029, 34.0, 131.0, 0.9953, 3.36, 0.5, 12.0, negative
7.7, 0.44, 0.24, 11.2, 0.031, 41.0, 167.0, 0.9948, 3.12, 0.43, 11.3, negative
7.4, 0.49, 0.24, 15.1, 0.03, 34.0, 153.0, 0.9953, 3.13, 0.51, 12.0, negative
8.2, 0.18, 0.28, 8.5, 0.035, 41.0, 140.0, 0.9952, 3.04, 0.37, 10.1, negative
6.3, 0.41, 0.3, 3.2, 0.03, 49.0, 164.0, 0.9927, 3.53, 0.79, 11.7, negative
6.5, 0.14, 0.32, 2.7, 0.037, 18.0, 89.0, 0.9924, 3.4, 0.74, 11.5, negative
7.4, 0.19, 0.3, 12.8, 0.053, 48.5, 229.0, 0.9986, 3.14, 0.49, 9.1, negative
7.0, 0.36, 0.3, 5.0, 0.04, 40.0, 143.0, 0.99173, 3.33, 0.42, 12.2, negative
7.0, 0.22, 0.26, 2.8, 0.036, 44.0, 132.0, 0.99078, 3.34, 0.41, 12.0, negative
6.6, 0.4, 0.32, 1.7, 0.035, 39.0, 84.0, 0.99096, 3.59, 0.48, 12.7, negative
6.3, 0.1, 0.24, 6.0, 0.039, 25.0, 107.0, 0.99511, 3.59, 0.49, 10.5, negative
7.6, 0.48, 0.37, 1.2, 0.034, 5.0, 57.0, 0.99256, 3.05, 0.54, 10.4, positive
7.3, 0.19, 0.27, 1.6, 0.027, 35.0, 136.0, 0.99248, 3.38, 0.54, 11.0, negative
6.3, 0.13, 0.42, 1.1, 0.043, 63.0, 146.0, 0.99066, 3.13, 0.72, 11.2, negative
6.8, 0.18, 0.3, 12.8, 0.062, 19.0, 171.0, 0.99808, 3.0, 0.52, 9.0, negative
6.8, 0.18, 0.3, 12.8, 0.062, 19.0, 171.0, 0.99808, 3.0, 0.52, 9.0, negative
6.5, 0.18, 0.41, 14.2, 0.039, 47.0, 129.0, 0.99678, 3.28, 0.72, 10.3, negative
6.5, 0.18, 0.41, 14.2, 0.039, 47.0, 129.0, 0.99678, 3.28, 0.72, 10.3, negative
6.6, 0.26, 0.21, 2.9, 0.026, 48.0, 126.0, 0.99089, 3.22, 0.38, 11.3, negative
7.8, 0.17, 0.23, 1.7, 0.029, 39.0, 128.0, 0.99272, 3.37, 0.41, 10.7, negative
5.9, 0.34, 0.31, 2.0, 0.03, 38.0, 142.0, 0.98892, 3.4, 0.41, 12.9, negative
7.0, 0.15, 0.3, 13.3, 0.049, 46.0, 120.0, 0.99704, 3.2, 0.36, 9.5, negative
6.7, 0.16, 0.37, 1.3, 0.036, 45.0, 125.0, 0.98964, 3.19, 0.51, 12.4, negative
6.7, 0.19, 0.39, 1.0, 0.032, 14.0, 71.0, 0.98912, 3.31, 0.38, 13.0, negative
6.9, 0.15, 0.29, 2.3, 0.033, 14.0, 82.0, 0.99132, 3.1, 0.58, 11.2, negative
7.2, 0.21, 0.28, 2.7, 0.033, 38.0, 94.0, 0.99075, 2.99, 0.43, 11.8, negative
6.4, 0.25, 0.32, 0.9, 0.034, 40.0, 114.0, 0.99114, 3.31, 0.58, 10.8, negative
7.0, 0.31, 0.31, 9.1, 0.036, 45.0, 140.0, 0.99216, 2.98, 0.31, 12.0, negative
8.5, 0.23, 0.28, 11.1, 0.033, 30.0, 97.0, 0.99507, 3.03, 0.39, 10.5, negative
6.7, 0.18, 0.28, 10.2, 0.039, 29.0, 115.0, 0.99469, 3.11, 0.45, 10.9, negative
6.6, 0.2, 0.27, 10.9, 0.038, 29.0, 130.0, 0.99496, 3.11, 0.44, 10.5, negative
6.0, 0.24, 0.33, 2.5, 0.026, 31.0, 85.0, 0.99014, 3.13, 0.5, 11.3, negative
5.6, 0.2, 0.66, 10.2, 0.043, 78.0, 175.0, 0.9945, 2.98, 0.43, 10.4, negative
6.2, 0.36, 0.38, 3.2, 0.031, 20.0, 89.0, 0.98956, 3.06, 0.33, 12.0, negative
6.5, 0.23, 0.39, 1.9, 0.036, 41.0, 98.0, 0.99, 3.19, 0.43, 11.9, negative
6.8, 0.39, 0.34, 7.4, 0.02, 38.0, 133.0, 0.99212, 3.18, 0.44, 12.0, negative
5.6, 0.28, 0.4, 6.1, 0.034, 36.0, 118.0, 0.99144, 3.21, 0.43, 12.1, negative
6.7, 0.18, 0.37, 1.3, 0.027, 42.0, 125.0, 0.98939, 3.24, 0.37, 12.8, negative
6.8, 0.21, 0.4, 6.3, 0.032, 40.0, 121.0, 0.99214, 3.18, 0.53, 12.0, negative
6.6, 0.29, 0.39, 6.75, 0.031, 22.0, 98.0, 0.9913, 3.15, 0.8, 12.9, negative
6.6, 0.33, 0.4, 2.65, 0.041, 35.0, 86.0, 0.98916, 3.11, 0.39, 13.3, negative
6.2, 0.2, 0.26, 1.1, 0.047, 42.0, 119.0, 0.99158, 3.48, 0.6, 11.0, negative
6.6, 0.34, 0.24, 3.3, 0.034, 29.0, 99.0, 0.99031, 3.1, 0.4, 12.3, negative
7.6, 0.19, 0.32, 18.75, 0.047, 32.0, 193.0, 1.00014, 3.1, 0.5, 9.3, negative
7.5, 0.22, 0.32, 2.4, 0.045, 29.0, 100.0, 0.99135, 3.08, 0.6, 11.3, negative
6.7, 0.46, 0.27, 5.2, 0.039, 35.0, 96.0, 0.99129, 3.16, 0.44, 12.4, negative
5.8, 0.18, 0.37, 1.2, 0.036, 19.0, 74.0, 0.98853, 3.09, 0.49, 12.7, negative
7.6, 0.2, 0.26, 4.8, 0.033, 26.0, 76.0, 0.99076, 2.98, 0.49, 12.3, negative
6.9, 0.28, 0.24, 2.1, 0.034, 49.0, 121.0, 0.98882, 2.98, 0.43, 13.2, negative
8.9, 0.3, 0.35, 4.6, 0.032, 32.0, 148.0, 0.99458, 3.15, 0.45, 11.5, negative
6.2, 0.255, 0.27, 1.3, 0.037, 30.0, 86.0, 0.98834, 3.05, 0.59, 12.9, negative
6.6, 0.21, 0.29, 5.35, 0.029, 43.0, 106.0, 0.99112, 2.93, 0.43, 11.5, negative
6.3, 0.22, 0.28, 2.4, 0.042, 38.0, 102.0, 0.98998, 3.14, 0.37, 11.6, negative
6.0, 0.2, 0.32, 3.0, 0.031, 26.0, 118.0, 0.99134, 3.38, 0.68, 11.2, negative
6.9, 0.33, 0.62, 7.5, 0.038, 46.0, 132.0, 0.99143, 3.23, 0.43, 13.4, negative
7.3, 0.23, 0.27, 2.6, 0.035, 39.0, 120.0, 0.99138, 3.04, 0.59, 11.3, negative
5.6, 0.28, 0.28, 4.2, 0.044, 52.0, 158.0, 0.992, 3.35, 0.44, 10.7, negative
7.2, 0.16, 0.29, 1.0, 0.031, 40.0, 123.0, 0.98958, 3.12, 0.4, 12.1, negative
8.7, 0.3, 0.34, 4.8, 0.018, 23.0, 127.0, 0.99474, 3.12, 0.49, 11.2, negative
6.4, 0.29, 0.32, 2.4, 0.014, 34.0, 89.0, 0.99008, 3.24, 0.66, 12.5, negative
5.8, 0.275, 0.3, 5.4, 0.043, 41.0, 149.0, 0.9926, 3.33, 0.42, 10.8, negative
6.8, 0.3, 0.29, 6.2, 0.025, 29.0, 95.0, 0.99071, 3.03, 0.32, 12.9, negative
5.3, 0.3, 0.3, 1.2, 0.029, 25.0, 93.0, 0.98742, 3.31, 0.4, 13.6, negative
6.4, 0.16, 0.44, 1.2, 0.051, 39.0, 122.0, 0.99058, 3.11, 0.75, 11.3, negative
5.7, 0.265, 0.28, 6.9, 0.036, 46.0, 150.0, 0.99299, 3.36, 0.44, 10.8, negative
7.0, 0.15, 0.28, 14.7, 0.051, 29.0, 149.0, 0.99792, 2.96, 0.39, 9.0, negative
7.0, 0.15, 0.28, 14.7, 0.051, 29.0, 149.0, 0.99792, 2.96, 0.39, 9.0, negative
7.3, 0.24, 0.3, 2.5, 0.042, 31.0, 104.0, 0.9911, 3.05, 0.56, 11.3, negative
7.5, 0.34, 0.28, 4.0, 0.028, 46.0, 100.0, 0.98958, 3.2, 0.5, 13.2, negative
6.5, 0.33, 0.3, 3.8, 0.036, 34.0, 88.0, 0.99028, 3.25, 0.63, 12.5, negative
6.7, 0.31, 0.3, 2.4, 0.038, 30.0, 83.0, 0.98867, 3.09, 0.36, 12.8, negative
6.4, 0.35, 0.28, 1.6, 0.037, 31.0, 113.0, 0.98779, 3.12, 0.4, 14.2, negative
7.2, 0.58, 0.27, 5.8, 0.032, 40.0, 118.0, 0.99088, 3.17, 0.53, 13.0, negative
6.0, 0.34, 0.32, 3.8, 0.044, 13.0, 116.0, 0.99108, 3.39, 0.44, 11.8, negative
6.7, 0.19, 0.32, 3.7, 0.041, 26.0, 76.0, 0.99173, 2.9, 0.57, 10.5, negative
6.0, 0.26, 0.29, 3.1, 0.041, 37.0, 144.0, 0.98944, 3.22, 0.39, 12.8, negative
6.5, 0.38, 0.26, 5.2, 0.042, 33.0, 112.0, 0.99067, 3.06, 0.5, 12.3, negative
7.4, 0.16, 0.27, 15.5, 0.05, 25.0, 135.0, 0.9984, 2.9, 0.43, 8.7, negative
7.5, 0.16, 0.38, 12.7, 0.043, 70.5, 163.0, 0.99706, 3.15, 0.82, 10.4, negative
6.5, 0.4, 0.31, 3.5, 0.046, 22.0, 147.0, 0.99024, 3.15, 0.31, 12.0, negative
7.4, 0.16, 0.3, 13.7, 0.056, 33.0, 168.0, 0.99825, 2.9, 0.44, 8.7, negative
7.4, 0.16, 0.3, 13.7, 0.056, 33.0, 168.0, 0.99825, 2.9, 0.44, 8.7, negative
5.2, 0.2, 0.27, 3.2, 0.047, 16.0, 93.0, 0.99235, 3.44, 0.53, 10.1, negative
6.0, 0.31, 0.27, 2.3, 0.042, 19.0, 120.0, 0.98952, 3.32, 0.41, 12.7, negative
6.5, 0.22, 0.27, 1.6, 0.039, 36.0, 116.0, 0.99178, 3.38, 0.57, 11.0, negative
6.7, 0.41, 0.24, 5.4, 0.035, 33.0, 115.0, 0.9901, 3.12, 0.44, 12.8933333333333, negative
5.8, 0.3, 0.38, 4.9, 0.039, 22.0, 86.0, 0.98963, 3.23, 0.58, 13.1, negative
7.1, 0.27, 0.27, 10.4, 0.041, 26.0, 114.0, 0.99335, 3.04, 0.52, 11.5, negative
5.8, 0.3, 0.38, 4.9, 0.039, 22.0, 86.0, 0.98963, 3.23, 0.58, 13.1, negative
5.6, 0.18, 0.3, 10.2, 0.028, 28.0, 131.0, 0.9954, 3.49, 0.42, 10.8, negative
6.1, 0.35, 0.24, 2.3, 0.034, 25.0, 133.0, 0.9906, 3.34, 0.59, 12.0, negative
6.2, 0.36, 0.27, 3.2, 0.032, 13.0, 73.0, 0.98942, 2.9, 0.69, 12.6, negative
5.2, 0.5, 0.18, 2.0, 0.036, 23.0, 129.0, 0.98949, 3.36, 0.77, 13.4, negative
6.1, 0.44, 0.28, 4.25, 0.032, 43.0, 132.0, 0.9916, 3.26, 0.47, 11.3, negative
5.8, 0.26, 0.29, 1.0, 0.042, 35.0, 101.0, 0.99044, 3.36, 0.48, 11.4, negative
5.7, 0.39, 0.25, 4.9, 0.033, 49.0, 113.0, 0.98966, 3.26, 0.58, 13.1, negative
6.0, 0.29, 0.41, 10.8, 0.048, 55.0, 149.0, 0.9937, 3.09, 0.59, 10.9666666666667, negative
6.0, 0.28, 0.52, 6.2, 0.028, 37.0, 104.0, 0.99161, 3.28, 0.51, 11.8, negative
6.1, 0.22, 0.4, 1.85, 0.031, 25.0, 111.0, 0.98966, 3.03, 0.3, 11.8, negative
6.0, 0.38, 0.26, 3.5, 0.035, 38.0, 111.0, 0.98872, 3.18, 0.47, 13.6, negative
5.9, 0.48, 0.3, 1.5, 0.037, 19.0, 78.0, 0.99057, 3.47, 0.42, 11.9, negative
5.1, 0.26, 0.33, 1.1, 0.027, 46.0, 113.0, 0.98946, 3.35, 0.43, 11.4, negative
6.2, 0.76, 0.01, 3.2, 0.041, 18.0, 120.0, 0.99026, 3.2, 0.94, 13.7, negative
6.2, 0.38, 0.42, 2.5, 0.038, 34.0, 117.0, 0.99132, 3.36, 0.59, 11.6, negative
6.2, 0.41, 0.22, 1.9, 0.023, 5.0, 56.0, 0.98928, 3.04, 0.79, 13.0, negative
