@relation  segment
@attribute Region-centroid-col real[1.0,254.0]
@attribute Region-centroid-row real[11.0,251.0]
@attribute Region-pixel-count real[9.0,10.0]
@attribute Short-line-density-5 real[0.0,0.33333334]
@attribute Short-line-density-2 real[0.0,0.22222222]
@attribute Vedge-mean real[0.0,29.222221]
@attribute Vegde-sd real[0.0,991.7184]
@attribute Hedge-mean real[0.0,44.722225]
@attribute Hedge-sd real[-1.5894573E-8,1386.3292]
@attribute Intensity-mean real[0.0,143.44444]
@attribute Rawred-mean real[0.0,137.11111]
@attribute Rawblue-mean real[0.0,150.88889]
@attribute Rawgreen-mean real[0.0,142.55556]
@attribute Exred-mean real[-49.666668,9.888889]
@attribute Exblue-mean real[-12.444445,82.0]
@attribute Exgreen-mean real[-33.88889,24.666666]
@attribute Value-mean real[0.0,150.88889]
@attribute Saturatoin-mean real[0.0,1.0]
@attribute Hue-mean real[-3.0441751,2.9124804]
@attribute Class{1,2,3,4,5,6,7}
@inputs Region-centroid-col,Region-centroid-row,Region-pixel-count,Short-line-density-5,Short-line-density-2,Vedge-mean,Vegde-sd,Hedge-mean,Hedge-sd,Intensity-mean,Rawred-mean,Rawblue-mean,Rawgreen-mean,Exred-mean,Exblue-mean,Exgreen-mean,Value-mean,Saturatoin-mean,Hue-mean
@outputs Class
@data
23.0, 85.0, 9.0, 0.0, 0.0, 1.4444445, 1.0518525, 1.777778, 0.96296287, 17.962963, 18.88889, 21.88889, 13.111111, 2.7777777, 11.777778, -14.555555, 21.88889, 0.39975148, -1.386867, 1
239.0, 143.0, 9.0, 0.0, 0.0, 0.33333328, 0.04444445, 0.6666667, 0.1333334, 4.5185184, 6.111111, 5.4444447, 2.0, 4.7777777, 2.7777777, -7.5555553, 6.111111, 0.67407405, -0.8782905, 1
30.0, 102.0, 9.0, 0.0, 0.0, 1.2222217, 0.11851845, 1.333333, 0.7999998, 20.25926, 20.333334, 25.0, 15.444445, 0.22222222, 14.222222, -14.444445, 25.0, 0.38105944, -1.5550972, 1
96.0, 92.0, 9.0, 0.11111111, 0.0, 3.3333337, 2.9777782, 1.777778, 0.6518514, 22.88889, 21.777779, 29.777779, 17.11111, -3.3333333, 20.666666, -17.333334, 29.777779, 0.422223, -1.6826507, 1
42.0, 63.0, 9.0, 0.11111111, 0.0, 1.5000004, 1.0999995, 1.9444441, 2.462962, 22.37037, 20.333334, 29.666666, 17.11111, -6.111111, 21.88889, -15.777778, 29.666666, 0.42265132, -1.8138857, 1
14.0, 60.0, 9.0, 0.0, 0.0, 0.55555505, 0.78518444, 1.0555553, 0.06296298, 19.333334, 18.88889, 24.777779, 14.333333, -1.3333334, 16.333334, -15.0, 24.777779, 0.41924807, -1.6233917, 1
75.0, 75.0, 9.0, 0.0, 0.0, 2.8333337, 4.6111126, 2.2222223, 3.718518, 25.962963, 23.333334, 34.77778, 19.777779, -7.888889, 26.444445, -18.555555, 34.77778, 0.4296633, -1.8355997, 1
88.0, 115.0, 9.0, 0.0, 0.0, 1.666667, 1.8222212, 4.166667, 4.2111125, 22.037037, 21.333334, 28.0, 16.777779, -2.1111112, 17.88889, -15.777778, 28.0, 0.3973624, -1.6195486, 1
217.0, 122.0, 9.0, 0.0, 0.0, 0.33333316, 0.13333336, 0.5, 0.3, 6.0, 7.2222223, 7.3333335, 3.4444444, 3.6666667, 4.0, -7.6666665, 7.6666665, 0.55180776, -1.0514401, 1
39.0, 111.0, 9.0, 0.0, 0.0, 0.72222227, 0.37407416, 0.8888889, 0.4296295, 6.037037, 7.0, 7.6666665, 3.4444444, 2.8888888, 4.888889, -7.7777777, 7.888889, 0.56291884, -1.1757725, 1
82.0, 109.0, 9.0, 0.11111111, 0.0, 0.722223, 0.24074084, 1.3333336, 0.8000008, 17.777779, 19.222221, 21.0, 13.111111, 4.3333335, 9.666667, -14.0, 21.0, 0.37602362, -1.2765617, 1
226.0, 141.0, 9.0, 0.0, 0.0, 0.4999999, 0.4333333, 0.7777776, 0.38518524, 5.4074073, 7.0, 6.2222223, 3.0, 4.7777777, 2.4444444, -7.2222223, 7.0, 0.5740741, -0.84373164, 1
29.0, 111.0, 9.0, 0.0, 0.0, 0.38888884, 0.24074061, 0.6111111, 0.15185188, 5.4074073, 6.888889, 6.3333335, 3.0, 4.4444447, 2.7777777, -7.2222223, 6.888889, 0.56415343, -0.89785874, 1
177.0, 131.0, 9.0, 0.0, 0.0, 0.44444442, 0.4296296, 0.77777785, 0.20740739, 5.962963, 7.5555553, 6.6666665, 3.6666667, 4.7777777, 2.1111112, -6.888889, 7.5555553, 0.515873, -0.8048458, 1
16.0, 128.0, 9.0, 0.0, 0.0, 0.5, 0.077777766, 0.66666675, 0.31111118, 5.5555553, 6.888889, 6.6666665, 3.1111112, 4.0, 3.3333333, -7.3333335, 7.111111, 0.56150794, -0.98581076, 1
90.0, 101.0, 9.0, 0.11111111, 0.0, 0.8888893, 0.3851848, 1.7222223, 1.8851866, 20.074074, 20.333334, 25.0, 14.888889, 0.7777778, 14.777778, -15.555555, 25.0, 0.40403765, -1.5201249, 1
65.0, 54.0, 9.0, 0.0, 0.0, 1.777778, 1.6740733, 2.722222, 4.3296285, 24.592592, 22.777779, 32.555557, 18.444445, -5.4444447, 23.88889, -18.444445, 32.555557, 0.4321665, -1.7607523, 1
69.0, 85.0, 9.0, 0.11111111, 0.0, 3.1111114, 8.207409, 3.944444, 9.440739, 21.444445, 20.444445, 28.11111, 15.777778, -3.0, 20.0, -17.0, 28.11111, 0.43740398, -1.6598793, 1
18.0, 145.0, 9.0, 0.0, 0.0, 0.38888896, 0.018518496, 0.6111111, 0.3740741, 3.925926, 5.5555553, 4.0, 2.2222223, 4.888889, 0.22222222, -5.111111, 5.5555553, 0.6005291, -0.57094, 1
2.0, 44.0, 9.0, 0.0, 0.0, 2.1666672, 2.3888876, 2.3888896, 1.5296285, 18.74074, 17.333334, 25.222221, 13.666667, -4.2222223, 19.444445, -15.222222, 25.222221, 0.45768142, -1.7537255, 1
79.0, 57.0, 9.0, 0.0, 0.0, 1.7222223, 1.6185173, 1.9444447, 1.9740733, 26.814816, 24.0, 36.22222, 20.222221, -8.444445, 28.222221, -19.777779, 36.22222, 0.44050935, -1.8376745, 1
97.0, 75.0, 9.0, 0.0, 0.11111111, 2.0000002, 1.9111089, 3.7777777, 8.296293, 24.851852, 24.0, 31.666666, 18.88889, -2.5555556, 20.444445, -17.88889, 31.666666, 0.40211964, -1.6527679, 1
178.0, 122.0, 9.0, 0.0, 0.0, 0.5555555, 0.11851845, 0.7777776, 0.11851851, 5.851852, 7.3333335, 6.888889, 3.3333333, 4.4444447, 3.1111112, -7.5555553, 7.4444447, 0.54960316, -0.94255877, 1
88.0, 71.0, 9.0, 0.11111111, 0.11111111, 1.4444447, 0.785185, 4.5, 5.677779, 22.333334, 21.777779, 28.555555, 16.666668, -1.6666666, 18.666666, -17.0, 28.555555, 0.41629943, -1.6368634, 1
115.0, 130.0, 9.0, 0.0, 0.0, 0.55555534, 0.3407407, 0.83333325, 0.5666664, 7.296296, 8.555555, 8.666667, 4.666667, 3.7777777, 4.111111, -7.888889, 9.0, 0.48159373, -1.0566586, 1
149.0, 77.0, 9.0, 0.0, 0.0, 2.111111, 3.940742, 2.4444447, 6.0296316, 24.481482, 23.444445, 31.555555, 18.444445, -3.1111112, 21.222221, -18.11111, 31.555555, 0.41573665, -1.6895405, 1
121.0, 60.0, 9.0, 0.0, 0.0, 2.277778, 2.329629, 2.888889, 2.8740742, 26.74074, 24.666666, 35.22222, 20.333334, -6.2222223, 25.444445, -19.222221, 35.22222, 0.4223002, -1.776113, 1
11.0, 108.0, 9.0, 0.0, 0.0, 1.3333335, 0.80000025, 1.3888888, 0.95185167, 17.666666, 19.0, 21.11111, 12.888889, 4.0, 10.333333, -14.333333, 21.11111, 0.38875645, -1.3021333, 1
133.0, 96.0, 9.0, 0.11111111, 0.0, 1.0000004, 1.0222217, 2.777778, 3.3629608, 21.88889, 22.11111, 27.333334, 16.222223, 0.6666667, 16.333334, -17.0, 27.333334, 0.40645057, -1.5306859, 1
69.0, 92.0, 9.0, 0.11111111, 0.0, 1.888889, 4.518517, 1.9999999, 1.0222219, 19.37037, 20.222221, 23.333334, 14.555555, 2.5555556, 11.888889, -14.444445, 23.333334, 0.37657413, -1.4082419, 1
146.0, 124.0, 9.0, 0.0, 0.0, 0.4999999, 0.16666664, 0.38888875, 0.107407376, 6.037037, 7.4444447, 7.3333335, 3.3333333, 4.2222223, 3.8888888, -8.111111, 7.6666665, 0.56349206, -1.0247301, 1
140.0, 116.0, 9.0, 0.0, 0.0, 0.94444495, 0.28518537, 0.8888893, 0.074074045, 22.11111, 21.333334, 28.11111, 16.88889, -2.3333333, 18.0, -15.666667, 28.11111, 0.39844838, -1.6703143, 1
196.0, 129.0, 9.0, 0.0, 0.0, 0.83333325, 0.43333334, 0.6666667, 0.17777774, 6.3333335, 7.888889, 7.3333335, 3.7777777, 4.6666665, 3.0, -7.6666665, 8.222222, 0.54012346, -0.9327826, 1
189.0, 115.0, 9.0, 0.0, 0.0, 0.16666675, 0.033333365, 0.33333325, 0.13333328, 6.6666665, 8.222222, 7.888889, 3.8888888, 4.6666665, 3.6666667, -8.333333, 8.444445, 0.53858024, -0.96514446, 1
86.0, 88.0, 9.0, 0.11111111, 0.0, 2.055556, 1.8851848, 1.722222, 3.3962944, 21.148148, 21.444445, 26.333334, 15.666667, 0.8888889, 15.555555, -16.444445, 26.333334, 0.40511805, -1.5125551, 1
60.0, 131.0, 9.0, 0.0, 0.0, 0.33333334, 0.088888854, 0.33333325, 0.08888887, 5.2222223, 7.2222223, 5.4444447, 3.0, 6.0, 0.6666667, -6.6666665, 7.2222223, 0.5813492, -0.62122244, 1
19.0, 55.0, 9.0, 0.0, 0.0, 1.444445, 2.8296297, 1.277778, 0.862964, 21.037037, 20.555555, 26.666666, 15.888889, -1.4444444, 16.88889, -15.444445, 26.666666, 0.40479085, -1.634416, 1
25.0, 116.0, 9.0, 0.0, 0.0, 0.94444484, 0.1518519, 4.777777, 3.0962973, 16.185184, 17.0, 20.0, 11.555555, 2.4444444, 11.444445, -13.888889, 21.222221, 0.44718736, -1.1628438, 1
100.0, 124.0, 9.0, 0.0, 0.0, 0.27777767, 0.06296294, 0.99999994, 0.4444444, 7.0740743, 8.222222, 8.777778, 4.2222223, 3.4444444, 5.111111, -8.555555, 9.0, 0.5311728, -1.1570816, 1
30.0, 124.0, 9.0, 0.0, 0.0, 0.6111111, 0.10740735, 0.611111, 0.10740747, 6.0, 7.4444447, 7.2222223, 3.3333333, 4.3333335, 3.6666667, -8.0, 7.7777777, 0.571649, -0.98787266, 1
76.0, 135.0, 9.0, 0.0, 0.0, 0.4444445, 0.11851851, 0.8333333, 0.1222222, 5.0, 6.888889, 5.4444447, 2.6666667, 5.6666665, 1.3333334, -7.0, 6.888889, 0.6137566, -0.6920281, 1
64.0, 74.0, 9.0, 0.0, 0.0, 1.333333, 0.5777771, 1.3888893, 0.9074071, 21.148148, 21.0, 26.88889, 15.555555, -0.44444445, 17.222221, -16.777779, 26.88889, 0.41920358, -1.5542339, 1
38.0, 41.0, 9.0, 0.11111111, 0.0, 1.7777777, 1.6740736, 1.6666666, 1.7777781, 22.481482, 20.777779, 29.777779, 16.88889, -5.111111, 21.88889, -16.777779, 29.777779, 0.4320471, -1.7716596, 1
26.0, 67.0, 9.0, 0.11111111, 0.0, 1.0, 0.8888903, 2.4444447, 3.1851847, 20.0, 19.555555, 25.88889, 14.555555, -1.3333334, 17.666666, -16.333334, 25.88889, 0.4369392, -1.6232022, 1
136.0, 139.0, 9.0, 0.0, 0.0, 0.6666667, 0.17777774, 0.7777776, 0.20740725, 5.3333335, 6.5555553, 6.4444447, 3.0, 3.6666667, 3.3333333, -7.0, 6.888889, 0.5667989, -1.004936, 1
105.0, 139.0, 9.0, 0.0, 0.0, 0.27777782, 0.107407436, 0.83333325, 0.52222216, 6.111111, 7.5555553, 7.2222223, 3.5555556, 4.3333335, 3.3333333, -7.6666665, 7.5555553, 0.5326279, -0.96594584, 1
108.0, 111.0, 9.0, 0.0, 0.0, 0.5555555, 0.16296291, 2.5555553, 0.38518727, 3.8148148, 4.111111, 5.5555553, 1.7777778, 0.8888889, 5.2222223, -6.111111, 5.5555553, 0.7156085, -1.4372399, 1
127.0, 118.0, 9.0, 0.22222222, 0.0, 1.722222, 1.5296288, 3.444444, 9.496296, 22.74074, 21.555555, 29.0, 17.666668, -3.5555556, 18.777779, -15.222222, 29.0, 0.3903984, -1.707392, 1
121.0, 60.0, 9.0, 0.0, 0.0, 2.277778, 2.329629, 2.888889, 2.8740742, 26.74074, 24.666666, 35.22222, 20.333334, -6.2222223, 25.444445, -19.222221, 35.22222, 0.4223002, -1.776113, 1
95.0, 109.0, 9.0, 0.0, 0.0, 1.0, 0.4888888, 1.9444443, 2.729629, 17.25926, 19.222221, 20.0, 12.555555, 5.888889, 8.222222, -14.111111, 20.444445, 0.38499743, -1.1312037, 1
151.0, 143.0, 9.0, 0.0, 0.0, 0.3888887, 0.06296294, 0.4999999, 0.0333333, 5.6666665, 7.5555553, 6.4444447, 3.0, 5.6666665, 2.3333333, -8.0, 7.5555553, 0.60119045, -0.79691786, 1
1.0, 115.0, 9.0, 0.11111111, 0.0, 1.8333331, 2.3888893, 2.2222226, 4.9629602, 16.555555, 15.666667, 21.777779, 12.222222, -2.6666667, 15.666667, -13.0, 21.88889, 0.42553785, -1.5480099, 1
105.0, 139.0, 9.0, 0.0, 0.0, 0.27777782, 0.107407436, 0.83333325, 0.52222216, 6.111111, 7.5555553, 7.2222223, 3.5555556, 4.3333335, 3.3333333, -7.6666665, 7.5555553, 0.5326279, -0.96594584, 1
57.0, 117.0, 9.0, 0.0, 0.0, 0.4444445, 0.20740739, 0.38888893, 0.06296291, 6.3333335, 7.6666665, 7.4444447, 3.8888888, 4.0, 3.3333333, -7.3333335, 8.0, 0.51036155, -0.98394656, 1
156.0, 123.0, 9.0, 0.0, 0.0, 0.38888884, 0.15185185, 0.38888893, 0.062963024, 6.111111, 8.0, 6.7777777, 3.5555556, 5.6666665, 2.0, -7.6666665, 8.0, 0.555776, -0.7616482, 1
78.0, 62.0, 9.0, 0.11111111, 0.0, 0.6666667, 0.399999, 1.6111094, 0.86296284, 110.03704, 100.77778, 126.333336, 103.0, -27.777779, 48.88889, -21.11111, 126.333336, 0.20227888, -2.1854193, 2
222.0, 54.0, 9.0, 0.0, 0.0, 1.1666718, 0.16666654, 1.0, 0.84444314, 134.33333, 127.55556, 145.55556, 129.88889, -20.333334, 33.666668, -13.333333, 145.55556, 0.12431249, -2.231555, 2
179.0, 63.0, 9.0, 0.0, 0.0, 0.99999744, 0.51639783, 6.222223, 5.6751566, 105.59259, 92.666664, 123.22222, 100.888885, -38.77778, 52.88889, -14.111111, 123.22222, 0.2481359, -2.3752825, 2
102.0, 73.0, 9.0, 0.0, 0.0, 0.3888893, 0.06296427, 1.6111107, 1.218518, 125.51852, 115.44444, 140.55556, 120.55556, -30.222221, 45.11111, -14.888889, 140.55556, 0.17863557, -2.3073962, 2
181.0, 27.0, 9.0, 0.0, 0.0, 0.7222214, 0.46296388, 0.5, 0.25555483, 138.07408, 132.55556, 146.55556, 135.11111, -16.555555, 25.444445, -8.888889, 146.55556, 0.09626316, -2.2645319, 2
21.0, 90.0, 9.0, 0.0, 0.0, 0.66666794, 0.044444147, 0.7777786, 0.56296283, 113.48148, 105.888885, 128.55556, 106.0, -22.777779, 45.22222, -22.444445, 128.55556, 0.17969723, -2.0978148, 2
126.0, 20.0, 9.0, 0.0, 0.0, 0.99999744, 1.1925684, 1.1666654, 1.1498771, 126.55556, 115.666664, 142.33334, 121.666664, -32.666668, 47.333332, -14.666667, 142.33334, 0.18729347, -2.3280342, 2
217.0, 23.0, 9.0, 0.0, 0.0, 1.0555547, 0.61161584, 1.1666654, 0.54772294, 124.44444, 111.888885, 141.66667, 119.77778, -37.666668, 51.666668, -14.0, 141.66667, 0.2101616, -2.3705504, 2
70.0, 44.0, 9.0, 0.0, 0.11111111, 2.444444, 2.0940828, 2.3333333, 2.139576, 122.59259, 112.0, 136.88889, 118.888885, -31.777779, 42.88889, -11.111111, 136.88889, 0.1818206, -2.3846567, 2
238.0, 55.0, 9.0, 0.0, 0.0, 0.72222394, 0.4906515, 1.0, 0.557774, 113.666664, 101.0, 132.22223, 107.77778, -38.0, 55.666668, -17.666666, 132.22223, 0.23589359, -2.3196974, 2
225.0, 22.0, 9.0, 0.0, 0.0, 0.8333333, 0.25555903, 0.7222214, 0.1074089, 137.96297, 133.0, 147.0, 133.88889, -14.888889, 27.11111, -12.222222, 147.0, 0.09518399, -2.1583037, 2
166.0, 55.0, 9.0, 0.0, 0.0, 1.388888, 0.8185244, 1.1666679, 0.70000154, 124.111115, 113.888885, 139.33334, 119.111115, -30.666666, 45.666668, -15.0, 139.33334, 0.18262304, -2.3081791, 2
94.0, 13.0, 9.0, 0.0, 0.0, 1.0555521, 0.50740635, 1.6666641, 1.2444407, 141.59259, 134.88889, 149.88889, 140.0, -20.11111, 24.88889, -4.7777777, 149.88889, 0.10009145, -2.449265, 2
168.0, 13.0, 9.0, 0.11111111, 0.0, 1.3333308, 0.44444528, 1.3333334, 0.40000203, 130.40741, 119.666664, 145.44444, 126.111115, -32.22222, 45.11111, -12.888889, 145.44444, 0.17719091, -2.3552437, 2
146.0, 62.0, 9.0, 0.0, 0.0, 0.8888893, 0.20740566, 1.0000013, 0.3555547, 99.666664, 85.666664, 121.44444, 91.888885, -42.0, 65.333336, -23.333334, 121.44444, 0.29458332, -2.2771423, 2
83.0, 54.0, 9.0, 0.0, 0.0, 0.77777606, 0.72008145, 0.6666667, 0.55777204, 109.96296, 97.55556, 127.44444, 104.888885, -37.22222, 52.444443, -15.222222, 127.44444, 0.23450433, -2.3511817, 2
67.0, 32.0, 9.0, 0.0, 0.0, 0.944444, 1.0628421, 1.7777786, 1.3109215, 126.22222, 115.111115, 142.22223, 121.333336, -33.333332, 48.0, -14.666667, 142.22223, 0.19062504, -2.333746, 2
103.0, 39.0, 9.0, 0.0, 0.0, 0.49999747, 0.29999694, 1.1111107, 0.42962748, 127.51852, 116.55556, 142.88889, 123.111115, -32.88889, 46.11111, -13.222222, 142.88889, 0.18426341, -2.352961, 2
212.0, 48.0, 9.0, 0.0, 0.0, 0.5555547, 0.25185233, 0.5555547, 0.07407382, 122.37037, 112.22222, 138.11111, 116.77778, -30.444445, 47.22222, -16.777779, 138.11111, 0.18736246, -2.2786043, 2
78.0, 30.0, 9.0, 0.0, 0.0, 0.6666667, 0.66666555, 0.944444, 0.7722014, 112.96296, 99.333336, 131.11111, 108.44444, -40.88889, 54.444443, -13.555555, 131.11111, 0.24233662, -2.3950639, 2
63.0, 13.0, 9.0, 0.0, 0.0, 0.6111145, 0.19629402, 1.1666666, 1.011112, 132.25926, 122.77778, 145.44444, 128.55556, -28.444445, 39.555557, -11.111111, 145.44444, 0.15582462, -2.3604276, 2
189.0, 39.0, 9.0, 0.0, 0.0, 1.0555547, 0.57413566, 0.77777606, 0.58372843, 124.18519, 113.888885, 140.33334, 118.333336, -30.88889, 48.444443, -17.555555, 140.33334, 0.18839076, -2.268113, 2
6.0, 54.0, 9.0, 0.0, 0.0, 0.61110944, 0.1074082, 0.944444, 0.5518552, 116.77778, 109.111115, 132.44444, 108.77778, -23.0, 47.0, -24.0, 132.44444, 0.18114924, -2.079152, 2
127.0, 57.0, 9.0, 0.11111111, 0.0, 0.944444, 0.7123264, 1.611112, 1.1038661, 124.25926, 113.0, 140.33334, 119.44444, -33.77778, 48.22222, -14.444445, 140.33334, 0.19475445, -2.3411634, 2
89.0, 43.0, 9.0, 0.0, 0.0, 1.0555547, 0.32962978, 0.8888893, 0.34074003, 107.14815, 94.111115, 128.22223, 99.111115, -39.11111, 63.22222, -24.11111, 128.22223, 0.26602298, -2.247952, 2
88.0, 91.0, 9.0, 0.0, 0.0, 1.0555559, 0.8277575, 0.7222214, 0.77220345, 104.888885, 92.55556, 123.44444, 98.666664, -37.0, 55.666668, -18.666666, 123.44444, 0.2502041, -2.300486, 2
173.0, 113.0, 9.0, 0.0, 0.0, 0.5, 0.3, 1.3333334, 1.0666667, 133.11111, 124.666664, 145.66667, 129.0, -25.333334, 37.666668, -12.333333, 145.66667, 0.14413407, -2.3095512, 2
252.0, 71.0, 9.0, 0.0, 0.0, 0.7222214, 0.32962844, 1.3333334, 0.71110994, 89.14815, 72.77778, 115.55556, 79.111115, -49.11111, 79.22222, -30.11111, 115.55556, 0.37009746, -2.2494755, 2
8.0, 21.0, 9.0, 0.11111111, 0.0, 0.61111194, 0.44305393, 2.055556, 1.2186847, 125.59259, 113.44444, 142.44444, 120.888885, -36.444443, 50.555557, -14.111111, 142.44444, 0.20358202, -2.362526, 2
194.0, 72.0, 9.0, 0.0, 0.0, 1.0, 0.39999798, 1.1666666, 1.1444412, 93.44444, 79.22222, 117.111115, 84.0, -42.666668, 71.0, -28.333334, 117.111115, 0.3234209, -2.2257798, 2
209.0, 11.0, 9.0, 0.0, 0.0, 0.8333333, 0.25555903, 2.1666667, 3.8555522, 141.55556, 135.11111, 150.11111, 139.44444, -19.333334, 25.666666, -6.3333335, 150.11111, 0.09983583, -2.4015868, 2
19.0, 28.0, 9.0, 0.0, 0.0, 1.1666666, 1.2780217, 1.111112, 1.186343, 111.51852, 96.111115, 131.22223, 107.22222, -46.22222, 59.11111, -12.888889, 131.22223, 0.26754448, -2.4259923, 2
213.0, 14.0, 9.0, 0.0, 0.0, 1.0555559, 0.57413363, 1.6666692, 1.3333321, 117.0, 104.22222, 134.11111, 112.666664, -38.333332, 51.333332, -13.0, 134.11111, 0.2228557, -2.3903835, 2
212.0, 81.0, 9.0, 0.0, 0.0, 0.7222201, 0.10740903, 0.83333206, 0.07777894, 92.18519, 77.22222, 118.44444, 80.888885, -44.88889, 78.77778, -33.88889, 118.44444, 0.34790245, -2.1873991, 2
139.0, 16.0, 9.0, 0.0, 0.0, 0.6666667, 0.35555902, 0.9444478, 0.06296336, 140.40741, 134.66667, 149.88889, 136.66667, -17.222221, 28.444445, -11.222222, 149.88889, 0.101526454, -2.2328947, 2
184.0, 44.0, 9.0, 0.0, 0.0, 0.50000125, 0.12222207, 1.0, 0.7555569, 99.0, 85.0, 121.44444, 90.55556, -42.0, 67.333336, -25.333334, 121.44444, 0.30001867, -2.2545414, 2
150.0, 94.0, 9.0, 0.0, 0.0, 1.1111107, 0.6074038, 1.2777761, 0.5074095, 95.296295, 80.888885, 119.22222, 85.77778, -43.22222, 71.77778, -28.555555, 119.22222, 0.3215052, -2.227114, 2
140.0, 16.0, 9.0, 0.0, 0.0, 0.5, 0.34444305, 0.88889056, 0.3851836, 111.81481, 99.111115, 131.11111, 105.22222, -38.11111, 57.88889, -19.777779, 131.11111, 0.2440208, -2.2939334, 2
49.0, 40.0, 9.0, 0.0, 0.0, 0.99999875, 0.42163533, 0.8333333, 0.72265035, 125.111115, 114.0, 141.55556, 119.77778, -33.333332, 49.333332, -16.0, 141.55556, 0.19453695, -2.3136847, 2
138.0, 49.0, 9.0, 0.0, 0.0, 1.0555573, 0.9289595, 1.7777799, 1.0680549, 124.03704, 113.111115, 140.44444, 118.55556, -32.77778, 49.22222, -16.444445, 140.44444, 0.19462235, -2.303412, 2
162.0, 14.0, 9.0, 0.0, 0.0, 0.9444453, 0.5340297, 0.61111325, 0.7123269, 112.74074, 99.0, 130.66667, 108.55556, -41.22222, 53.77778, -12.555555, 130.66667, 0.24229442, -2.4089675, 2
84.0, 40.0, 9.0, 0.0, 0.0, 1.1666641, 0.16666654, 1.2222214, 2.1185126, 127.40741, 117.44444, 142.22223, 122.55556, -29.88889, 44.444443, -14.555555, 142.22223, 0.17420864, -2.3087664, 2
