@relation  ionosphere
@attribute Pulse1 numeric
@attribute Pulse3 real[-1.0,1.0]
@attribute Pulse4 real[-1.0,1.0]
@attribute Pulse5 real[-1.0,1.0]
@attribute Pulse6 real[-1.0,1.0]
@attribute Pulse7 real[-1.0,1.0]
@attribute Pulse8 real[-1.0,1.0]
@attribute Pulse9 real[-1.0,1.0]
@attribute Pulse10 real[-1.0,1.0]
@attribute Pulse11 real[-1.0,1.0]
@attribute Pulse12 real[-1.0,1.0]
@attribute Pulse13 real[-1.0,1.0]
@attribute Pulse14 real[-1.0,1.0]
@attribute Pulse15 real[-1.0,1.0]
@attribute Pulse16 real[-1.0,1.0]
@attribute Pulse17 real[-1.0,1.0]
@attribute Pulse18 real[-1.0,1.0]
@attribute Pulse19 real[-1.0,1.0]
@attribute Pulse20 real[-1.0,1.0]
@attribute Pulse21 real[-1.0,1.0]
@attribute Pulse22 real[-1.0,1.0]
@attribute Pulse23 real[-1.0,1.0]
@attribute Pulse24 real[-1.0,1.0]
@attribute Pulse25 real[-1.0,1.0]
@attribute Pulse26 real[-1.0,1.0]
@attribute Pulse27 real[-1.0,1.0]
@attribute Pulse28 real[-1.0,1.0]
@attribute Pulse29 real[-1.0,1.0]
@attribute Pulse30 real[-1.0,1.0]
@attribute Pulse31 real[-1.0,1.0]
@attribute Pulse32 real[-1.0,1.0]
@attribute Pulse33 real[-1.0,1.0]
@attribute Pulse34 real[-1.0,1.0]
@attribute Class {g,b}


@data
1, 1.0, -0.062, 1.0, 0.029, 1.0, -0.051, 1.0, -0.017, 1.0, -0.117, 0.845, -0.052, 0.934, -0.066, 0.692, -0.074, 0.657, -0.204, 0.949, -0.316, 0.809, -0.317, 0.849, -0.348, 0.725, -0.292, 0.731, -0.386, 0.544, -0.263, 0.642, -0.395, g
1, 0.941, -0.015, 0.942, 0.01, 0.95, -0.015, 0.959, -0.011, 0.946, -0.037, 0.972, -0.018, 0.971, -0.039, 0.955, -0.041, 0.952, -0.047, 0.942, -0.022, 0.928, -0.044, 0.92, -0.045, 0.927, -0.058, 0.903, -0.075, 0.92, -0.072, 0.92, -0.074, g
1, 0.881, 0.352, 0.684, 0.651, 0.348, 0.798, 0.058, 0.908, -0.298, 0.865, -0.626, 0.696, -0.771, 0.393, -0.858, 0.084, -0.816, -0.24, -0.646, -0.5, -0.398, -0.683, -0.111, -0.755, 0.17, -0.715, 0.407, -0.576, 0.566, -0.368, 0.628, -0.133, g
1, 0.749, 0.025, 0.99, 0.098, 0.759, 0.129, 0.743, -0.092, 0.958, 0.025, 0.979, -0.0050, 0.961, 0.102, 0.915, 0.038, 0.71, 0.027, 0.812, -0.08, 1.0, 0.0, 0.718, -0.012, 0.823, 0.026, 0.724, -0.011, 0.904, 0.111, 0.728, 0.028, g
1, 0.941, 0.119, 0.857, 0.01, 0.851, 0.015, 0.77, -0.0030, 0.845, 0.109, 0.833, 0.03, 0.827, 0.035, 0.748, 0.019, 0.8, 0.024, 0.809, 0.049, 0.803, 0.054, 0.773, 0.022, 0.791, 0.062, 0.859, 0.093, 0.779, 0.071, 0.773, 0.075, g
1, 0.766, 0.211, 0.639, 0.381, 0.484, 0.525, 0.15, 0.223, 0.138, 0.596, -0.077, 0.445, 0.0, 0.486, -0.275, 0.42, -0.561, 0.368, -0.366, 0.189, -0.405, 0.076, -0.385, -0.032, -0.339, -0.125, -0.275, -0.197, -0.2, -0.246, -0.119, -0.272, g
1, 0.455, 0.091, 0.636, 0.091, 0.273, 0.182, 0.636, 0.0, 0.364, -0.091, 0.455, -0.091, 0.486, -0.013, 0.636, -0.182, 0.455, 0.0, 0.364, -0.091, 0.273, 0.182, 0.364, -0.091, 0.344, -0.018, 0.273, 0.0, 0.364, 0.0, 0.29, -0.018, g
1, 0.882, 0.306, 0.732, 0.578, 0.341, 0.585, 0.057, 1.0, -0.092, 0.921, -0.624, 0.72, -0.698, 0.326, -0.814, 0.412, -1.0, -0.0080, -0.79, -0.411, -0.769, -0.455, -0.572, -0.676, -0.316, -0.819, -0.03, -0.868, 0.254, -0.821, 0.0020, -0.817, g
1, 1.0, 0.455, 1.0, 0.545, 0.818, 0.636, 1.0, -0.091, 1.0, 0.0, 0.818, -0.455, 0.636, 0.273, 1.0, -0.636, 1.0, -0.273, 0.909, -0.455, 1.0, 0.078, 1.0, -0.091, 1.0, 0.089, 1.0, 0.364, 1.0, 0.636, 0.727, 0.273, g
1, 0.945, -0.493, 1.0, -0.037, 0.989, -0.871, 0.901, 0.669, 1.0, -0.101, 1.0, -0.125, 1.0, -0.15, 1.0, -0.177, 1.0, -0.205, 1.0, -0.235, 1.0, -0.266, 1.0, -0.299, 1.0, -0.333, 1.0, -0.369, 1.0, -0.407, 1.0, -0.447, g
1, 0.25, 0.167, 0.467, 0.267, 0.19, 0.24, 0.078, 0.199, 0.011, 0.149, -0.024, 0.102, -0.037, 0.063, -0.038, 0.035, -0.032, 0.015, -0.025, 0.0040, -0.017, -0.0030, -0.011, -0.0050, -0.0060, -0.0060, -0.0030, -0.0050, -0.0010, -0.0040, 0.0, -0.0030, g
1, 0.214, -0.095, 0.333, 0.071, 0.19, 0.19, 0.238, 0.095, 0.405, 0.024, 0.31, -0.048, 0.31, -0.048, 0.286, -0.119, 0.333, 0.048, 0.31, 0.0, 0.214, -0.119, 0.357, -0.048, 0.221, -0.023, 0.19, 0.0, 0.17, -0.02, 0.147, -0.019, g
1, 0.087, 0.0070, 0.14, -0.041, 0.105, -0.082, 0.126, -0.062, 0.233, -0.011, 0.124, 0.078, 0.146, -0.135, 0.291, -0.048, 0.19, 0.073, 0.117, 0.0, 0.112, -0.0020, 0.151, -0.103, 0.085, 0.014, 0.112, -0.066, 0.096, -0.073, 0.117, -0.069, b
1, -0.542, 0.149, -0.337, 0.734, 0.52, -0.139, 0.319, -0.068, 0.207, -0.152, 0.474, 0.09, 0.563, -0.155, 0.164, 0.452, 0.337, 0.034, 0.505, 0.071, -0.638, -0.616, 1.0, 0.656, 0.413, -0.401, -0.152, 0.111, 0.024, 0.558, 0.526, -0.09, b
1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, 0.552, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1, 0.0, 0.0, -0.337, 0.854, 0.0, 0.0, 0.689, -1.0, 0.971, 0.314, -0.26, -0.592, -0.302, 0.656, 0.942, 0.164, 0.0, 0.0, 0.0, 0.0, -0.18, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.044, 0.619, 0.0, 0.0, b
1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 0.0, 0.0, 1.0, 0.373, -0.12, -0.12, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 1.0, 0.227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -0.333, 0.167, 0.26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.198, -0.219, -0.167, 0.906, -1.0, 0.5, 0.042, 0.75, -0.229, -1.0, -0.125, -0.271, -0.198, -0.938, b
1, 0.392, -0.063, 0.975, 0.043, 1.0, 1.0, 0.358, 0.153, 0.545, 0.131, 0.616, -0.821, 0.578, 0.679, 0.668, -0.104, 0.466, -0.116, 0.656, 0.148, 0.832, 0.455, 0.47, 0.164, 0.493, 0.146, 0.325, -0.026, 0.391, 0.135, 0.344, 0.128, b
1, 0.713, -0.026, 0.413, -0.231, 0.98, -0.095, 0.997, -0.102, 1.0, -0.11, 0.59, 1.0, 0.837, -1.0, 0.823, -0.179, 0.808, -0.283, -0.259, 0.927, 0.519, 0.055, 0.655, -0.204, 0.931, -0.413, 0.638, -0.219, 0.861, -0.874, -0.232, -1.0, b
0, -1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.5, 0.0, 0.0, b
1, 0.393, 0.524, -0.788, 0.113, -0.166, -0.764, 0.667, 0.012, 0.821, 0.405, -0.672, 0.307, -0.348, -0.637, 0.464, 0.155, 0.548, 0.06, -0.518, 0.45, -0.477, -0.476, 0.321, 0.702, 0.52, 0.388, 0.571, 0.393, -0.549, -0.299, 0.254, -0.558, b
0, -1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 0.0, 0.0, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 0.0, 0.0, b
0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 0.0, 0.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, b
