@relation  ionosphere
@attribute Pulse1 numeric
@attribute Pulse3 real[-1.0,1.0]
@attribute Pulse4 real[-1.0,1.0]
@attribute Pulse5 real[-1.0,1.0]
@attribute Pulse6 real[-1.0,1.0]
@attribute Pulse7 real[-1.0,1.0]
@attribute Pulse8 real[-1.0,1.0]
@attribute Pulse9 real[-1.0,1.0]
@attribute Pulse10 real[-1.0,1.0]
@attribute Pulse11 real[-1.0,1.0]
@attribute Pulse12 real[-1.0,1.0]
@attribute Pulse13 real[-1.0,1.0]
@attribute Pulse14 real[-1.0,1.0]
@attribute Pulse15 real[-1.0,1.0]
@attribute Pulse16 real[-1.0,1.0]
@attribute Pulse17 real[-1.0,1.0]
@attribute Pulse18 real[-1.0,1.0]
@attribute Pulse19 real[-1.0,1.0]
@attribute Pulse20 real[-1.0,1.0]
@attribute Pulse21 real[-1.0,1.0]
@attribute Pulse22 real[-1.0,1.0]
@attribute Pulse23 real[-1.0,1.0]
@attribute Pulse24 real[-1.0,1.0]
@attribute Pulse25 real[-1.0,1.0]
@attribute Pulse26 real[-1.0,1.0]
@attribute Pulse27 real[-1.0,1.0]
@attribute Pulse28 real[-1.0,1.0]
@attribute Pulse29 real[-1.0,1.0]
@attribute Pulse30 real[-1.0,1.0]
@attribute Pulse31 real[-1.0,1.0]
@attribute Pulse32 real[-1.0,1.0]
@attribute Pulse33 real[-1.0,1.0]
@attribute Pulse34 real[-1.0,1.0]
@attribute Class {g,b}


@data
1, 0.841, -0.184, 0.436, 0.029, 0.934, -0.0030, 0.879, 0.138, 0.811, -0.018, 0.886, 0.55, 0.917, -0.575, 0.75, -0.295, 0.867, -0.201, 1.0, 1.0, 0.466, -0.163, 0.901, -0.028, 0.934, -0.012, 0.616, -0.323, 0.845, -0.257, 0.933, -0.014, g
1, 0.931, 0.293, 0.799, 0.558, 0.6, 0.716, 0.262, 0.927, 0.046, 0.967, -0.232, 0.951, -0.559, 0.81, -0.733, 0.624, -0.91, 0.362, -0.923, 0.06, -0.936, -0.198, -0.832, -0.469, -0.652, -0.696, -0.412, -0.857, -0.136, -0.94, 0.1, -0.948, g
1, 0.763, -0.078, 1.0, -0.296, 1.0, -0.857, 0.8, 0.061, 0.456, -0.428, 1.0, -0.126, 1.0, -0.835, 0.493, 0.019, 0.822, -0.059, 0.982, -0.199, 1.0, 0.22, 0.696, -0.265, 0.921, -0.245, 0.789, 0.02, 0.875, -0.271, 1.0, -0.57, g
1, 0.328, 0.025, 0.152, 0.213, 0.149, 0.74, -0.257, 0.923, -0.103, 0.194, -0.614, 0.258, -0.941, -0.054, -0.131, -0.143, -0.303, -0.446, -0.114, -0.856, 0.027, -0.228, 0.279, -0.063, 0.337, -0.119, 0.277, -0.114, 0.151, 0.133, 0.122, 0.205, g
1, 0.059, -0.0080, 0.067, 0.0080, 0.0, -0.011, 0.0060, -0.039, 0.017, -0.075, -0.0060, 0.053, 0.064, -0.034, 0.0, 0.095, -0.064, 0.075, -0.047, 0.025, 0.028, -0.0060, 0.0080, 0.0060, 0.103, -0.0080, 0.031, -0.0030, 0.045, 0.0, 0.047, -0.034, b
1, -1.0, -1.0, 0.0, 0.0, 0.508, -0.785, 0.606, 0.329, -1.0, -0.414, 0.0, 0.0, 0.0, 0.0, 1.0, -0.267, 0.365, -0.635, 0.971, -1.0, -1.0, -1.0, 1.0, -0.596, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 0.0, 0.0, b
1, 0.017, -0.356, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.123, -0.55, 0.228, 0.828, 1.0, -0.423, 0.0, 0.0, 0.083, -1.0, -0.106, -0.167, 1.0, -0.767, -1.0, 0.189, 0.0, 0.0, 1.0, -0.273, b
0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -0.75, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 0.0, 0.0, 1.0, -1.0, b
0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 1.0, b
1, -1.0, 0.281, 0.222, 0.15, -0.757, -0.71, -0.307, 0.712, -1.0, 1.0, -0.817, 0.34, -0.791, -0.026, -0.98, -0.83, -0.601, -0.542, -0.046, -0.83, 0.941, -0.941, -1.0, -0.431, 0.744, 0.092, -1.0, 0.052, 0.183, 0.026, -0.402, -0.482, b
1, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, -0.278, 0.0, 0.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, b
1, 0.727, -0.05, 0.892, 0.035, 1.0, 0.727, 0.664, -0.059, 0.482, -0.168, 0.818, 0.096, 0.568, 1.0, 0.505, 0.218, 0.668, 0.1, 1.0, -0.3, 0.986, -1.0, 0.573, 0.327, 0.57, 0.147, 0.423, 0.082, 0.489, 0.146, 1.0, 1.0, b
1, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, b
0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, b
1, -1.0, -1.0, -0.507, 1.0, 1.0, -1.0, 1.0, 0.538, 0.0, 0.0, 0.24, -1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, -0.715, 1.0, 0.333, -1.0, 1.0, -1.0, 0.698, -1.0, 0.476, 1.0, b
0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, -1.0, 1.0, 0.0, 0.0, b
1, 0.083, -0.207, -1.0, 1.0, -1.0, 1.0, 0.719, 0.472, -0.821, -0.627, -1.0, -1.0, -1.0, 1.0, -0.028, 0.592, -0.421, -0.421, -0.746, -1.0, -1.0, -0.468, -1.0, 0.238, 1.0, -1.0, -1.0, -0.389, -1.0, -1.0, -1.0, 0.615, b
