@relation  ionosphere
@attribute Pulse1 numeric
@attribute Pulse3 real[-1.0,1.0]
@attribute Pulse4 real[-1.0,1.0]
@attribute Pulse5 real[-1.0,1.0]
@attribute Pulse6 real[-1.0,1.0]
@attribute Pulse7 real[-1.0,1.0]
@attribute Pulse8 real[-1.0,1.0]
@attribute Pulse9 real[-1.0,1.0]
@attribute Pulse10 real[-1.0,1.0]
@attribute Pulse11 real[-1.0,1.0]
@attribute Pulse12 real[-1.0,1.0]
@attribute Pulse13 real[-1.0,1.0]
@attribute Pulse14 real[-1.0,1.0]
@attribute Pulse15 real[-1.0,1.0]
@attribute Pulse16 real[-1.0,1.0]
@attribute Pulse17 real[-1.0,1.0]
@attribute Pulse18 real[-1.0,1.0]
@attribute Pulse19 real[-1.0,1.0]
@attribute Pulse20 real[-1.0,1.0]
@attribute Pulse21 real[-1.0,1.0]
@attribute Pulse22 real[-1.0,1.0]
@attribute Pulse23 real[-1.0,1.0]
@attribute Pulse24 real[-1.0,1.0]
@attribute Pulse25 real[-1.0,1.0]
@attribute Pulse26 real[-1.0,1.0]
@attribute Pulse27 real[-1.0,1.0]
@attribute Pulse28 real[-1.0,1.0]
@attribute Pulse29 real[-1.0,1.0]
@attribute Pulse30 real[-1.0,1.0]
@attribute Pulse31 real[-1.0,1.0]
@attribute Pulse32 real[-1.0,1.0]
@attribute Pulse33 real[-1.0,1.0]
@attribute Pulse34 real[-1.0,1.0]
@attribute Class {g,b}


@data
1, 1.0, -0.082, 1.0, -0.113, 0.992, -0.298, 1.0, -0.331, 0.967, -0.343, 0.858, -0.473, 0.919, -0.482, 0.731, -0.652, 0.681, -0.635, 0.824, -0.783, 0.588, -0.748, 0.67, -0.963, 0.488, -0.857, 0.379, -0.839, 0.241, -0.888, 0.292, -0.896, g
1, 1.0, 0.0040, 1.0, -0.012, 1.0, -0.03, 1.0, -0.07, 0.978, -0.063, 1.0, -0.065, 0.973, -0.079, 0.926, -0.137, 0.942, -0.143, 0.996, -0.142, 0.948, -0.136, 0.895, -0.209, 0.891, -0.179, 0.856, -0.186, 0.838, -0.201, 0.839, -0.208, g
1, 1.0, 0.635, 1.0, 1.0, 0.771, 1.0, -0.333, 1.0, -1.0, 1.0, 0.0, 1.0, -1.0, 1.0, -1.0, 0.0, -1.0, -0.667, -1.0, -0.925, -1.0, -0.333, -0.333, -1.0, 0.192, -1.0, 1.0, -1.0, 0.0, -1.0, 1.0, -0.667, g
1, 0.906, -0.017, 0.981, -0.02, 0.957, -0.036, 0.857, 0.0010, 0.897, -0.033, 0.891, -0.014, 0.906, -0.045, 0.914, -0.0090, 0.808, -0.129, 0.887, 0.012, 0.922, -0.023, 0.91, -0.021, 0.891, -0.078, 0.83, -0.172, 0.96, -0.038, 0.874, -0.162, g
1, 0.599, 0.147, 0.699, -0.139, 0.851, -0.139, 0.81, 0.024, 0.505, 0.028, 0.674, -0.045, 0.808, -0.137, 0.514, -0.245, 0.815, -0.143, 0.702, -0.0040, 0.333, 0.062, 0.561, -0.331, 0.614, -0.168, 0.527, -0.021, 0.539, -0.313, 0.674, -0.22, g
1, 0.923, 0.155, 0.864, 0.298, 0.726, 0.368, 0.706, 0.568, 0.574, 0.627, 0.433, 0.747, 0.317, 0.677, 0.191, 0.768, 0.047, 0.762, -0.121, 0.77, -0.185, 0.713, -0.293, 0.657, -0.388, 0.586, -0.468, 0.501, -0.531, 0.407, -0.562, 0.351, g
1, 0.909, 0.088, 0.865, 0.169, 1.0, 0.166, 0.552, 0.682, 0.702, 0.367, 0.163, 0.427, 0.576, 0.461, 0.511, 0.496, 0.316, 0.13, 0.378, 0.545, 0.313, 0.558, 0.249, 0.565, 0.186, 0.566, 0.126, 0.561, 0.069, 0.551, 0.121, 0.677, g
1, 0.835, 0.29, 0.693, 0.477, 0.492, 0.684, 0.22, 0.868, -0.081, 0.85, -0.356, 0.777, -0.527, 0.584, -0.704, 0.313, -0.758, 0.039, -0.712, -0.153, -0.583, -0.392, -0.372, -0.53, -0.17, -0.609, 0.084, -0.615, 0.252, -0.485, 0.406, -0.353, g
1, 0.745, 0.106, 0.887, 0.01, 0.885, 0.015, 0.872, -0.014, 0.73, 0.106, 0.877, 0.029, 0.872, 0.034, 0.957, 0.078, 0.95, 0.043, 0.856, 0.047, 0.849, 0.052, 0.872, 0.113, 0.834, 0.06, 0.745, -0.035, 0.817, 0.068, 0.808, 0.072, g
1, 0.937, -0.0020, 0.608, 0.432, 0.923, -0.401, 0.931, 0.168, 0.962, 0.091, 0.997, 0.082, 0.916, 0.051, 0.846, -0.253, 0.874, -0.145, 0.849, 0.261, 0.751, -0.036, 0.845, -0.026, 0.873, -0.023, 0.985, 0.094, 0.783, -0.102, 0.858, -0.147, g
1, 0.881, 0.275, 0.721, 0.429, 0.616, 0.637, 0.388, 0.905, 0.098, 0.961, -0.201, 0.892, -0.357, 0.775, -0.651, 0.622, -0.788, 0.455, -0.819, 0.191, -0.839, -0.081, -0.783, -0.264, -0.676, -0.455, -0.547, -0.609, -0.305, -0.667, -0.193, -0.756, g
1, 1.0, 0.143, 1.0, 0.714, 1.0, 0.714, 1.0, -0.143, 0.857, -0.143, 1.0, 0.025, 1.0, 0.0, 0.429, -0.143, 1.0, 0.036, 1.0, -0.286, 1.0, 0.0, 0.286, -0.286, 1.0, 0.049, 1.0, 0.052, 1.0, 0.571, 1.0, 0.0, g
1, 0.31, -0.103, 0.241, -0.103, 0.207, -0.069, 0.074, -0.054, 0.036, -0.037, 0.017, -0.024, 0.0070, -0.015, 0.0030, -0.0090, 0.0010, -0.0050, -0.0, -0.0030, -0.0, -0.0020, -0.0, -0.0010, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, g
1, 0.039, 0.026, 0.0040, 0.0, 0.02, -0.02, 0.021, -0.05, -0.048, -0.013, 0.014, -0.023, 0.0, -0.033, -0.047, -0.029, -0.017, 0.036, 0.021, 0.0040, 0.051, -0.023, 0.051, 0.019, 0.04, 0.016, 0.02, 0.0070, -0.026, -0.019, -0.014, 0.02, b
1, 0.427, -0.5, 0.0, 0.0, 0.0, 0.0, 0.465, 0.51, 0.59, 0.021, 0.0, 0.0, 0.0, 0.0, 0.165, -0.454, 0.592, -0.183, 0.0, 0.0, 0.0, 0.0, 0.988, -0.408, -1.0, -1.0, -0.279, -0.756, 0.0, 0.0, 0.0, 0.0, b
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 0.656, 0.0, 0.0, 1.0, -1.0, b
0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, b
1, -1.0, -0.597, 0.0, 0.0, -1.0, 0.645, -0.871, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.298, 0.234, 1.0, 0.516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1, 0.0, 0.0, 0.989, -0.227, 0.189, -0.054, 0.0, 0.0, 0.932, 0.073, 1.0, -0.2, 1.0, 0.07, 1.0, -0.114, 0.0, 0.0, 1.0, -0.211, 1.0, -0.416, 0.0, 0.0, 1.0, -0.176, 0.0, 0.0, 1.0, -0.259, 0.289, -0.157, b
1, 1.0, 0.025, 0.997, 0.049, 0.975, 0.071, 0.617, -1.0, 0.91, 0.111, 0.885, 0.536, 0.821, 0.141, 0.769, 0.152, 1.0, 0.41, 0.658, 0.164, 0.601, 0.165, 0.544, 0.164, 0.489, 0.16, 0.435, 0.154, 0.384, 0.147, 1.0, 1.0, b
1, 1.0, -0.095, -1.0, -1.0, -1.0, -1.0, 1.0, 0.317, 0.813, 0.762, -1.0, -1.0, -1.0, 1.0, 0.474, 1.0, 1.0, 1.0, 0.688, -1.0, -1.0, -1.0, 0.829, 0.365, 1.0, 1.0, 1.0, 0.508, -1.0, -0.325, -1.0, 0.728, b
1, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.0, 0.0, 1.0, -1.0, 1.0, -1.0, b
1, 0.738, 0.833, -0.762, -0.238, 0.333, -0.143, 0.452, -0.143, -0.673, 0.128, 0.333, 0.0, 0.286, -0.071, -0.382, 0.512, 0.238, 0.024, 0.452, 0.048, 0.167, -0.262, -0.573, -0.102, 0.249, -0.511, 1.0, 0.0, -0.667, -0.048, 0.262, 0.024, b
0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, b
0, -1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, b
