@relation  ionosphere
@attribute Pulse1 numeric
@attribute Pulse3 real[-1.0,1.0]
@attribute Pulse4 real[-1.0,1.0]
@attribute Pulse5 real[-1.0,1.0]
@attribute Pulse6 real[-1.0,1.0]
@attribute Pulse7 real[-1.0,1.0]
@attribute Pulse8 real[-1.0,1.0]
@attribute Pulse9 real[-1.0,1.0]
@attribute Pulse10 real[-1.0,1.0]
@attribute Pulse11 real[-1.0,1.0]
@attribute Pulse12 real[-1.0,1.0]
@attribute Pulse13 real[-1.0,1.0]
@attribute Pulse14 real[-1.0,1.0]
@attribute Pulse15 real[-1.0,1.0]
@attribute Pulse16 real[-1.0,1.0]
@attribute Pulse17 real[-1.0,1.0]
@attribute Pulse18 real[-1.0,1.0]
@attribute Pulse19 real[-1.0,1.0]
@attribute Pulse20 real[-1.0,1.0]
@attribute Pulse21 real[-1.0,1.0]
@attribute Pulse22 real[-1.0,1.0]
@attribute Pulse23 real[-1.0,1.0]
@attribute Pulse24 real[-1.0,1.0]
@attribute Pulse25 real[-1.0,1.0]
@attribute Pulse26 real[-1.0,1.0]
@attribute Pulse27 real[-1.0,1.0]
@attribute Pulse28 real[-1.0,1.0]
@attribute Pulse29 real[-1.0,1.0]
@attribute Pulse30 real[-1.0,1.0]
@attribute Pulse31 real[-1.0,1.0]
@attribute Pulse32 real[-1.0,1.0]
@attribute Pulse33 real[-1.0,1.0]
@attribute Pulse34 real[-1.0,1.0]
@attribute Class {g,b}


@data
1, 1.0, -0.163, 1.0, -0.102, 1.0, -0.152, 1.0, -0.193, 0.941, -0.352, 0.957, -0.298, 0.937, -0.344, 0.945, -0.281, 0.901, -0.434, 0.86, -0.473, 0.83, -0.512, 0.841, -0.471, 0.762, -0.584, 0.657, -0.688, 0.687, -0.645, 0.647, -0.672, g
1, 0.957, 0.081, 0.975, -0.057, 0.972, -0.085, 0.961, -0.066, 0.947, 0.013, 0.954, -0.168, 0.946, -0.195, 0.996, -0.323, 0.903, -0.359, 0.914, -0.273, 0.901, -0.298, 0.999, -0.407, 0.872, -0.346, 0.921, -0.306, 0.84, -0.391, 0.822, -0.412, g
1, 0.901, 0.418, 0.641, 0.757, 0.304, 0.951, -0.204, 0.965, -0.555, 0.812, -0.819, 0.509, -0.97, 0.103, -0.915, -0.314, -0.702, -0.655, -0.324, -0.89, 0.059, -0.942, 0.445, -0.822, 0.741, -0.552, 0.894, -0.187, 0.879, 0.204, 0.706, 0.549, g
1, 0.881, 0.0, 0.948, -0.027, 0.936, -0.012, 0.902, 0.018, 0.902, 0.018, 0.939, 0.0090, 0.957, 0.0030, 1.0, 0.027, 0.942, -0.012, 0.909, 0.024, 0.915, 0.055, 0.997, 0.049, 0.897, 0.022, 0.909, 0.0090, 1.0, 0.055, 0.976, -0.012, g
1, 0.847, -0.034, 0.864, -0.085, 0.82, 0.0, 0.737, -0.076, 0.72, -0.136, 0.749, -0.117, 0.775, -0.187, 0.781, -0.212, 0.62, -0.102, 0.792, -0.157, 0.894, -0.034, 0.849, -0.261, 0.741, -0.233, 0.662, -0.223, 0.726, -0.378, 0.658, -0.248, g
1, 0.935, 0.136, 0.937, 0.254, 0.857, 0.388, 0.79, 0.471, 0.724, 0.599, 0.653, 0.75, 0.508, 0.736, 0.416, 0.827, 0.255, 0.86, 0.137, 0.856, 0.0050, 0.889, -0.074, 0.798, -0.21, 0.78, -0.332, 0.715, -0.385, 0.644, -0.474, 0.558, g
1, 0.836, 0.132, 0.722, 0.061, 0.658, 0.083, 0.239, 0.13, 0.438, 0.203, 0.494, 0.127, 0.447, 0.135, 0.294, 0.029, 0.482, 0.158, 0.328, 0.146, 0.295, 0.146, 0.264, 0.145, 0.236, 0.143, 0.264, 0.161, 0.188, 0.136, 0.167, 0.132, g
1, 0.929, 0.332, 0.762, 0.623, 0.493, 0.843, 0.216, 0.952, -0.14, 0.962, -0.472, 0.836, -0.707, 0.655, -0.875, 0.368, -0.918, 0.056, -0.898, -0.262, -0.74, -0.541, -0.508, -0.747, -0.223, -0.861, 0.078, -0.872, 0.36, -0.781, 0.594, -0.603, g
1, 0.826, 0.082, 0.791, -0.082, 0.904, -0.018, 0.929, 0.011, 0.801, 0.089, 0.947, -0.0070, 0.943, 0.0, 0.933, 0.202, 0.95, -0.0070, 0.915, 0.0070, 0.805, 0.071, 0.911, 0.16, 0.895, 0.082, 0.777, 0.067, 0.926, 0.181, 0.926, 0.0, g
1, 0.871, 0.043, 0.799, 0.183, 0.99, 0.293, 0.895, -0.083, 0.886, -0.02, 0.904, -0.267, 0.894, 0.2, 0.886, -0.046, 0.845, -0.01, 0.979, -0.34, 0.79, -0.251, 0.867, -0.092, 0.86, -0.029, 0.788, -0.041, 0.759, 0.218, 0.882, 0.092, g
1, 0.471, 0.228, 0.423, 0.336, 0.257, 0.476, 0.019, 0.495, -0.021, 0.54, -0.341, 0.312, -0.413, 0.325, -0.516, 0.069, -0.5, -0.116, -0.148, -0.146, -0.148, -0.381, -0.233, 0.0030, 0.036, -0.317, 0.159, -0.217, 0.249, -0.243, 0.267, 0.042, g
1, 0.667, -0.014, 0.974, 0.068, 0.496, 0.501, 0.757, -0.0030, 0.652, -0.141, 0.402, -0.489, 0.392, 0.587, 0.768, 0.318, 0.786, 0.113, 0.475, -0.449, 1.0, 0.0070, 0.607, 0.07, 0.687, 0.171, 0.876, 0.078, 0.553, 0.246, 0.139, 0.481, g
1, -0.267, 0.4, -0.273, 0.122, -0.178, -0.044, 0.062, -0.069, 0.045, 0.026, -0.0090, 0.027, -0.016, -0.0020, -0.0010, -0.0090, 0.0050, -0.0020, 0.0010, 0.0020, -0.0010, 0.0010, -0.0010, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, b
0, -1.0, -1.0, 0.0, 0.0, -1.0, 1.0, 1.0, -0.375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 0.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 0.0, 0.0, -1.0, 1.0, b
1, -0.0060, -0.5, 0.0, 0.0, -0.019, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.314, 0.929, -0.353, 0.744, -0.346, -0.808, 0.0, 0.0, -0.615, -0.513, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1, 1.0, 1.0, -1.0, 1.0, -1.0, -0.825, 0.346, 0.211, 0.461, 0.07, 0.228, 0.057, 0.351, 0.346, 0.728, -0.039, 0.228, 0.531, 0.0, 0.0, -0.298, -0.162, 1.0, -0.667, 1.0, -1.0, 1.0, -0.246, 0.351, 0.202, 0.829, 0.079, b
1, 0.638, 1.0, 0.208, -1.0, 1.0, 1.0, 0.877, 0.309, -0.669, 1.0, -0.059, 0.588, 0.018, 0.05, -0.515, -1.0, 0.143, -0.033, 0.327, -0.439, -1.0, 1.0, 0.809, -1.0, 1.0, -0.061, 1.0, 1.0, 0.206, -1.0, 1.0, 1.0, b
1, 0.914, 0.816, -0.73, 1.0, -0.395, 0.557, 0.054, 0.297, -0.186, -0.102, -0.032, -0.09, 0.014, -0.034, 0.011, -0.0050, 0.0030, 0.0010, 0.0, 0.0010, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1, 1.0, -0.148, 1.0, 0.049, 0.574, -0.016, 0.656, 0.016, 0.852, -0.033, 0.721, 0.0, 0.689, -0.164, 0.197, -0.148, 0.656, -0.172, 0.672, 0.033, 1.0, -0.295, 0.311, -0.344, 0.524, -0.203, 0.328, -0.033, 0.279, -0.443, 0.492, -0.066, b
1, 0.662, -1.0, 1.0, 1.0, 1.0, -0.673, 0.809, -0.404, 1.0, -1.0, 1.0, -0.894, 1.0, 0.734, 0.176, 0.71, 1.0, 0.78, 1.0, 0.853, 1.0, -1.0, 1.0, 0.854, 1.0, -0.086, 0.96, -0.362, 1.0, 0.653, 1.0, 0.347, b
1, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -0.018, 1.0, -1.0, 1.0, 1.0, 1.0, -0.856, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 1.0, 1.0, 1.0, -0.791, 1.0, 1.0, 1.0, 1.0, b
1, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 1.0, -1.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 0.0, 0.0, b
1, 0.369, -1.0, -1.0, -1.0, -0.077, 1.0, 1.0, 0.95, 0.746, -0.387, -1.0, -0.793, -0.097, 1.0, 0.487, 0.465, 0.318, -0.275, -0.143, -0.202, -0.12, 0.069, 0.03, 0.066, 0.034, -0.012, -0.0040, -0.017, -0.0080, 0.0010, 0.0, 0.0030, b
1, 0.792, 0.169, 0.0, 0.0, 0.565, 0.069, 0.395, 1.0, 0.384, 0.996, -0.024, 0.532, 0.237, 0.129, -0.027, 0.951, -0.51, 0.849, -0.102, 0.388, -0.426, 0.237, -0.916, 0.807, -0.341, 0.882, -1.0, 0.694, -1.0, 0.129, 0.0, 0.0, b
0, -1.0, 1.0, -1.0, -1.0, 0.0, 0.0, -1.0, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 0.0, 0.0, b
