@relation  ionosphere
@attribute Pulse1 integer[0,1]
@attribute Pulse3 real[-1.0,1.0]
@attribute Pulse4 real[-1.0,1.0]
@attribute Pulse5 real[-1.0,1.0]
@attribute Pulse6 real[-1.0,1.0]
@attribute Pulse7 real[-1.0,1.0]
@attribute Pulse8 real[-1.0,1.0]
@attribute Pulse9 real[-1.0,1.0]
@attribute Pulse10 real[-1.0,1.0]
@attribute Pulse11 real[-1.0,1.0]
@attribute Pulse12 real[-1.0,1.0]
@attribute Pulse13 real[-1.0,1.0]
@attribute Pulse14 real[-1.0,1.0]
@attribute Pulse15 real[-1.0,1.0]
@attribute Pulse16 real[-1.0,1.0]
@attribute Pulse17 real[-1.0,1.0]
@attribute Pulse18 real[-1.0,1.0]
@attribute Pulse19 real[-1.0,1.0]
@attribute Pulse20 real[-1.0,1.0]
@attribute Pulse21 real[-1.0,1.0]
@attribute Pulse22 real[-1.0,1.0]
@attribute Pulse23 real[-1.0,1.0]
@attribute Pulse24 real[-1.0,1.0]
@attribute Pulse25 real[-1.0,1.0]
@attribute Pulse26 real[-1.0,1.0]
@attribute Pulse27 real[-1.0,1.0]
@attribute Pulse28 real[-1.0,1.0]
@attribute Pulse29 real[-1.0,1.0]
@attribute Pulse30 real[-1.0,1.0]
@attribute Pulse31 real[-1.0,1.0]
@attribute Pulse32 real[-1.0,1.0]
@attribute Pulse33 real[-1.0,1.0]
@attribute Pulse34 real[-1.0,1.0]
@attribute Class{g,b}
@inputs Pulse1,Pulse3,Pulse4,Pulse5,Pulse6,Pulse7,Pulse8,Pulse9,Pulse10,Pulse11,Pulse12,Pulse13,Pulse14,Pulse15,Pulse16,Pulse17,Pulse18,Pulse19,Pulse20,Pulse21,Pulse22,Pulse23,Pulse24,Pulse25,Pulse26,Pulse27,Pulse28,Pulse29,Pulse30,Pulse31,Pulse32,Pulse33,Pulse34
@outputs Class
@data
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1, 0.253, 0.359, 0.0, 0.0, -0.296, -1.0, 0.0, 0.0, 0.076, -0.073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0080, 0.681, -0.2, 0.337, -0.104, 0.357, 0.056, -1.0, 0.0, 0.0, 0.063, -1.0, 0.0, 0.0, b
1, 0.694, 0.389, 0.0, 0.0, -0.329, 0.698, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.206, -0.242, 0.21, 0.194, 0.464, 0.782, 0.0, 0.0, 0.0, 0.0, 0.734, 0.274, 0.762, 0.635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1, 0.509, -0.94, 1.0, 0.267, -0.035, -1.0, 1.0, -1.0, 0.437, -1.0, 0.0, 0.0, -1.0, -0.343, -0.377, 0.036, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -0.163, 0.922, 0.398, 0.265, 0.0, 0.0, 1.0, 0.232, 0.0, 0.0, b
1, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, 1.0, -0.111, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, b
1, 0.385, 0.156, 0.412, 0.074, 0.265, 0.241, 0.233, 0.132, 0.195, 0.253, 0.245, 0.37, 0.089, 0.23, -0.039, 0.37, 0.051, 0.249, 0.249, 0.097, 0.078, 0.3, -0.025, 0.285, -0.06, 0.263, -0.148, 0.148, -0.093, 0.311, -0.191, 0.288, b
1, 0.598, 0.403, 0.828, 0.805, 0.76, 0.707, 0.84, -0.11, 0.973, 0.08, 0.958, -0.857, 0.92, 0.884, 0.955, -0.052, 0.887, 0.181, 0.985, -0.696, 0.867, -0.858, 0.286, -0.301, 1.0, 0.171, 0.63, 0.427, 0.878, 0.81, 0.82, 0.688, b
1, 0.682, -0.173, 0.823, 0.219, 0.466, 0.329, 0.258, 0.583, 1.0, -0.152, 0.011, 0.445, 0.011, 0.389, 0.187, 0.412, 0.106, 0.364, 0.043, 0.307, -0.0010, 0.249, -0.029, 0.194, -0.043, 0.145, -0.048, 0.103, -0.046, 0.071, -0.04, 0.046, b
0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, -1.0, -0.719, 1.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 0.562, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, b
1, 0.846, -0.086, -0.317, -0.806, -0.09, -0.564, 0.806, 0.046, 0.895, -0.0080, -0.185, 0.64, -0.2, -0.681, 0.857, -0.113, 0.78, -0.157, -0.07, 0.508, -0.341, 0.809, 0.789, -0.037, 0.709, -0.253, 0.779, -0.141, -0.214, -0.782, -0.185, -0.599, b
0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1, -1.0, -1.0, 1.0, 1.0, 1.0, -0.144, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, 0.179, -1.0, -1.0, -1.0, 0.088, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 0.0, 0.0, b
