@relation  ionosphere
@attribute Pulse1 integer[0,1]
@attribute Pulse3 real[-1.0,1.0]
@attribute Pulse4 real[-1.0,1.0]
@attribute Pulse5 real[-1.0,1.0]
@attribute Pulse6 real[-1.0,1.0]
@attribute Pulse7 real[-1.0,1.0]
@attribute Pulse8 real[-1.0,1.0]
@attribute Pulse9 real[-1.0,1.0]
@attribute Pulse10 real[-1.0,1.0]
@attribute Pulse11 real[-1.0,1.0]
@attribute Pulse12 real[-1.0,1.0]
@attribute Pulse13 real[-1.0,1.0]
@attribute Pulse14 real[-1.0,1.0]
@attribute Pulse15 real[-1.0,1.0]
@attribute Pulse16 real[-1.0,1.0]
@attribute Pulse17 real[-1.0,1.0]
@attribute Pulse18 real[-1.0,1.0]
@attribute Pulse19 real[-1.0,1.0]
@attribute Pulse20 real[-1.0,1.0]
@attribute Pulse21 real[-1.0,1.0]
@attribute Pulse22 real[-1.0,1.0]
@attribute Pulse23 real[-1.0,1.0]
@attribute Pulse24 real[-1.0,1.0]
@attribute Pulse25 real[-1.0,1.0]
@attribute Pulse26 real[-1.0,1.0]
@attribute Pulse27 real[-1.0,1.0]
@attribute Pulse28 real[-1.0,1.0]
@attribute Pulse29 real[-1.0,1.0]
@attribute Pulse30 real[-1.0,1.0]
@attribute Pulse31 real[-1.0,1.0]
@attribute Pulse32 real[-1.0,1.0]
@attribute Pulse33 real[-1.0,1.0]
@attribute Pulse34 real[-1.0,1.0]
@attribute Class{g,b}
@inputs Pulse1,Pulse3,Pulse4,Pulse5,Pulse6,Pulse7,Pulse8,Pulse9,Pulse10,Pulse11,Pulse12,Pulse13,Pulse14,Pulse15,Pulse16,Pulse17,Pulse18,Pulse19,Pulse20,Pulse21,Pulse22,Pulse23,Pulse24,Pulse25,Pulse26,Pulse27,Pulse28,Pulse29,Pulse30,Pulse31,Pulse32,Pulse33,Pulse34
@outputs Class
@data
1, 0.951, 0.0040, 0.952, -0.027, 0.934, -0.019, 0.946, 0.016, 0.965, 0.033, 0.942, 0.073, 0.946, -0.013, 0.972, 0.0010, 0.948, 0.06, 0.927, 0.084, 0.931, 0.101, 0.945, 0.014, 0.935, 0.049, 0.932, 0.082, 0.941, -0.0, 0.915, 0.047, g
1, 0.589, -0.609, 0.854, 0.553, 0.811, 0.073, 0.566, 0.162, 0.328, 0.242, 0.503, 0.123, 0.639, 0.199, 0.719, 0.427, 0.543, 0.139, 0.652, 0.278, 0.689, 0.073, 0.519, 0.267, 0.49, 0.277, 0.462, 0.286, 0.435, 0.293, 0.408, 0.299, g
1, 0.512, 1.0, 1.0, 0.538, 0.712, 0.808, 0.456, 0.464, 0.331, 1.0, 0.212, 1.0, -0.174, 1.0, -0.331, 0.987, -0.614, 1.0, -0.527, 0.717, -0.885, 0.479, -1.0, 0.352, -1.0, 0.096, -1.0, -0.167, -1.0, -0.422, -0.919, -0.656, g
1, 0.479, -0.124, 0.428, -0.124, 0.701, -0.392, 0.732, 0.072, 0.263, -0.216, 0.495, 0.16, 0.454, -0.119, 0.423, 0.062, 0.5, -0.273, 0.546, 0.186, 0.423, 0.082, 0.706, 0.196, 0.534, -0.124, 0.155, -0.263, 0.474, 0.041, 0.454, -0.515, g
1, 0.884, 0.367, 0.671, 0.674, 0.396, 0.864, 0.024, 0.932, -0.351, 0.837, -0.603, 0.588, -0.787, 0.388, -0.833, -0.0060, -0.693, -0.33, -0.525, -0.539, -0.274, -0.681, 0.0080, -0.698, 0.26, -0.607, 0.446, -0.434, 0.542, -0.215, 0.563, 0.028, g
1, 0.917, 0.292, 0.833, -0.167, 0.708, 0.25, 0.875, -0.083, 0.917, 0.042, 0.833, 0.125, 0.708, 0.0, 0.875, 0.042, 1.0, 0.083, 0.667, -0.083, 0.75, 0.167, 0.833, -0.125, 0.838, 0.055, 1.0, 0.208, 0.708, 0.0, 0.708, 0.042, g
1, 1.0, -0.241, 1.0, -0.203, 0.873, -0.101, 0.886, 0.013, 1.0, 0.114, 0.924, 0.063, 0.848, -0.038, 0.633, -0.367, 0.873, -0.013, 0.937, 0.063, 1.0, 0.253, 0.62, -0.38, 0.846, -0.055, 1.0, -0.063, 0.532, 0.025, 0.835, -0.025, g
1, 0.291, 0.1, 0.233, 0.173, 0.038, 0.343, 0.12, 0.263, 0.063, 0.213, -0.047, 0.128, -0.063, 0.079, -0.063, 0.041, -0.054, 0.014, -0.042, -0.0030, -0.029, -0.012, -0.018, -0.015, -0.0090, -0.015, -0.0030, -0.012, 0.0010, -0.0090, 0.0030, -0.0060, g
1, 0.641, 0.014, 0.341, -0.024, 0.528, 0.035, 0.195, 0.122, 0.433, 0.048, 0.22, 0.049, 0.293, 0.0, 0.366, 0.0, 0.317, 0.073, 0.268, 0.122, 0.237, 0.058, 0.22, 0.098, 0.193, 0.056, 0.174, 0.055, 0.195, 0.0, 0.171, 0.073, g
1, 0.064, -0.153, -0.044, 0.059, 0.084, -0.025, -0.015, 0.187, 0.064, 0.0, 0.123, -0.099, 0.059, 0.0, 0.02, -0.03, -0.128, -0.207, 0.069, 0.015, 0.069, 0.03, 0.079, 0.163, 0.281, -0.049, -0.059, -0.094, 0.044, 0.054, 0.074, -0.108, b
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 1.0, 0.75, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 0.0, 0.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 0.0, 0.0, b
1, 0.101, 0.108, 0.0, 0.0, 0.0, 0.0, 0.547, 0.824, 0.311, 1.0, 0.0, 0.0, 0.0, 0.0, 0.372, -1.0, 0.331, -1.0, 0.0, 0.0, 0.0, 0.0, -0.426, -1.0, 1.0, -1.0, 0.554, -0.236, 0.0, 0.0, 0.0, 0.0, b
1, 0.946, -0.027, -1.0, 0.261, -0.364, 0.356, 0.693, -0.634, 1.0, -0.034, -0.29, -0.0060, -0.549, 0.155, 0.919, -0.463, 1.0, -0.504, -0.297, -0.315, -0.739, 0.374, 0.839, -0.467, 0.522, -0.581, 1.0, -0.614, -0.096, 0.205, -0.061, 0.419, b
1, 1.0, 1.0, 1.0, 0.512, 0.625, -1.0, 1.0, 1.0, 0.025, 0.031, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 0.312, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.944, 1.0, 0.0, 0.0, b
1, 0.172, -1.0, -1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 0.0, 0.0, -0.614, -0.677, 0.805, 0.361, 0.52, 0.144, 0.0, 0.0, -1.0, -0.271, -0.848, 0.962, 1.0, 1.0, -1.0, 0.677, 0.0, 0.0, 0.0, 0.0, b
1, 0.627, -0.078, 0.725, 0.0, 0.608, -0.078, 0.627, -0.118, 0.686, -0.118, 0.667, -0.137, 0.647, -0.098, 0.549, -0.118, 0.549, -0.216, 0.588, -0.196, 0.667, -0.235, 0.451, -0.255, 0.524, -0.247, 0.569, -0.314, 0.431, -0.216, 0.471, -0.275, b
0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, b
1, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.477, -0.891, -0.515, 0.455, -0.955, 0.286, 0.647, 1.0, 0.0, 0.0, 0.0, 0.0, 0.62, 0.203, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, b
0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, b
1, 1.0, -0.188, 0.93, -0.362, -0.109, -0.936, 1.0, -0.045, 0.509, -0.677, 0.344, -0.697, -0.517, -0.975, 0.055, -0.622, 0.331, -1.0, -0.132, -0.453, -0.181, -0.357, -0.203, -0.266, -0.205, -0.184, -0.19, -0.116, -0.166, -0.063, -0.137, -0.024, b
1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.85, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -0.6, -1.0, 1.0, 1.0, -1.0, -0.2, 1.0, -1.0, 0.0, 1.0, 0.0, 0.0, b
