@relation shuttle-c0-vs-c4
@attribute A1 integer [36, 123]
@attribute A2 integer [-908, 1409]
@attribute A3 integer [74, 113]
@attribute A4 integer [-587, 2565]
@attribute A5 integer [-46, 436]
@attribute A6 integer [-898, 6339]
@attribute A7 integer [-18, 72]
@attribute A8 integer [-353, 130]
@attribute A9 integer [-356, 126]
@attribute Class {positive, negative}
@input A1,A2,A3,A4,A5,A6,A7,A8,A9
@output Class
@data
55, -1, 89, -4, 54, 0, 34, 35, 0, negative
38, 5, 79, 0, 36, 0, 41, 43, 2, negative
45, -1, 83, 0, 46, 3, 37, 36, 0, negative
54, -2, 86, 0, 54, 0, 33, 32, 0, negative
37, 0, 77, 0, 36, 5, 39, 41, 2, negative
51, 0, 81, 0, 52, 27, 30, 29, 0, negative
38, -3, 78, 0, 38, 0, 40, 39, 0, negative
37, 0, 79, 0, 18, -13, 43, 61, 18, negative
43, -1, 81, 3, 42, -16, 37, 39, 2, negative
49, 0, 77, -5, 46, -30, 28, 31, 2, negative
46, 0, 76, 0, 44, -12, 30, 32, 2, negative
37, -2, 106, 0, 36, 0, 70, 70, 0, negative
44, -1, 82, 0, 44, 11, 38, 38, 0, negative
47, 0, 77, -4, 46, 0, 29, 30, 0, negative
37, 0, 79, 0, 36, 3, 41, 43, 2, negative
48, 0, 88, -3, 46, -7, 40, 42, 2, negative
50, 5, 77, 0, 50, 0, 27, 28, 0, negative
49, 0, 88, 0, 50, 7, 40, 39, 0, negative
43, 0, 86, -5, 42, 0, 44, 45, 2, negative
41, 0, 89, 0, 42, 11, 48, 48, 0, negative
52, 0, 78, -2, 52, -2, 26, 26, 0, negative
37, 0, 79, 0, 8, 11, 42, 71, 30, negative
37, 0, 78, 3, 26, -2, 42, 52, 10, negative
43, -5, 76, 0, 42, 0, 33, 35, 2, negative
39, 0, 79, 2, 38, 0, 41, 41, 0, negative
46, 0, 78, 0, 44, -18, 32, 34, 2, negative
43, 0, 86, -5, 42, -13, 42, 44, 2, negative
37, -4, 77, 0, -2, 0, 40, 79, 40, negative
37, -1, 77, 2, 38, 8, 39, 38, 0, negative
37, 1, 97, 0, 30, -13, 60, 66, 6, negative
37, 2, 76, -2, 20, 0, 39, 55, 16, negative
42, -3, 108, 0, 42, 0, 66, 66, 0, negative
37, 0, 107, 0, 30, 25, 69, 76, 6, negative
37, 0, 101, 6, 28, -19, 64, 73, 8, negative
39, -3, 77, -3, 38, 0, 38, 39, 0, negative
37, 0, 104, 0, 26, -17, 67, 78, 12, negative
37, -2, 77, 0, 36, 0, 40, 41, 0, negative
39, 0, 79, 7, 38, 0, 41, 41, 0, negative
54, 0, 81, -3, 54, -4, 27, 27, 0, negative
37, 0, 105, -4, 24, 0, 68, 82, 14, negative
47, 0, 86, 1, 46, 0, 40, 40, 0, negative
37, -1, 106, -2, 36, -4, 69, 69, 0, negative
49, 0, 81, 0, 50, 6, 33, 32, 0, negative
41, -1, 79, 6, 38, -10, 39, 41, 2, negative
41, 2, 80, 0, 38, 0, 39, 41, 2, negative
37, -4, 97, 0, 36, 0, 61, 61, 0, negative
41, 0, 77, 0, 38, -1, 36, 38, 2, negative
49, 0, 106, -1, 50, 11, 57, 57, 0, negative
45, 4, 90, 0, 44, -4, 44, 46, 2, negative
43, 0, 81, 0, 44, 26, 37, 37, 0, negative
37, 0, 90, 0, 24, 12, 52, 66, 14, negative
55, 0, 81, 6, 54, 0, 27, 27, 0, negative
39, 5, 106, 0, 38, 0, 68, 67, 0, negative
37, 0, 77, 0, 24, 3, 40, 54, 14, negative
49, 0, 84, 0, 46, -23, 35, 37, 2, negative
37, 0, 81, 0, 28, -6, 45, 53, 8, negative
45, 0, 79, 0, 46, 28, 34, 33, 0, negative
37, 0, 90, 0, 30, 18, 53, 59, 6, negative
45, 0, 83, 0, 46, 21, 38, 37, 0, negative
37, -2, 106, 0, 30, -190, 69, 75, 6, negative
37, 0, 79, 0, 2, -1, 43, 77, 34, negative
37, 5, 90, -7, 6, 0, 53, 85, 32, negative
49, 0, 88, 0, 50, 12, 40, 39, 0, negative
37, 0, 106, 1, 26, 24, 68, 80, 12, negative
37, 0, 78, 0, 18, 10, 42, 60, 18, negative
46, 0, 80, 0, 44, -26, 34, 36, 2, negative
37, 0, 77, -5, 12, 0, 41, 65, 24, negative
37, 0, 76, -1, 20, -4, 40, 55, 16, negative
37, 0, 77, 0, 16, -1, 41, 62, 22, negative
45, 0, 83, -1, 44, -1, 38, 39, 0, negative
44, 0, 86, 0, 44, 22, 42, 42, 0, negative
37, -1, 81, 0, 36, 0, 44, 45, 0, negative
37, 0, 79, 0, 24, -6, 42, 55, 14, negative
49, 0, 95, 0, 46, -24, 47, 49, 2, negative
64, 0, 111, 3, 64, 23, 46, 46, 0, negative
37, 0, 78, 0, 16, 5, 41, 63, 22, negative
45, 0, 81, 0, 44, -20, 35, 37, 2, negative
45, -2, 77, 0, 44, -20, 32, 34, 2, negative
49, 0, 83, 0, 50, 1, 34, 33, 0, negative
44, 0, 76, 0, 44, 2, 32, 32, 0, negative
37, 0, 106, 0, 26, 1, 68, 80, 12, negative
37, 0, 76, 0, 30, -5, 39, 45, 6, negative
51, -4, 88, 0, 52, 0, 36, 36, 0, negative
37, 3, 75, 0, 18, -6, 38, 57, 18, negative
37, 0, 80, 0, 12, 5, 43, 67, 24, negative
41, 1, 80, 0, 38, 0, 39, 41, 2, negative
41, 0, 76, -5, 38, 0, 35, 37, 2, negative
44, 3, 93, 0, 44, 10, 50, 50, 0, negative
53, 0, 102, 0, 54, 6, 49, 48, 0, negative
37, 0, 77, -1, -18, -4, 40, 95, 54, negative
55, -1, 93, 0, 54, 0, 38, 39, 0, negative
46, 2, 80, 0, 46, 2, 34, 34, 0, negative
41, 0, 81, 5, 38, 0, 40, 42, 2, negative
37, 0, 76, 0, 36, 2, 38, 39, 2, negative
48, 4, 81, 1, 46, 0, 32, 34, 2, negative
49, 2, 95, 0, 46, -12, 47, 49, 2, negative
37, 0, 81, 0, 34, 17, 45, 48, 2, negative
44, 0, 84, 0, 44, 8, 40, 40, 0, negative
38, 0, 81, 0, 36, -24, 43, 44, 2, negative
41, 0, 86, -5, 38, -7, 46, 48, 2, negative
42, 4, 83, -5, 42, 0, 41, 41, 0, negative
56, 0, 79, 0, 54, -7, 23, 24, 2, negative
56, 0, 96, 0, 54, -1, 40, 42, 2, negative
37, 0, 86, 6, 36, 0, 50, 50, 0, negative
37, 0, 77, 0, 26, 18, 40, 51, 12, negative
47, -2, 83, 0, 46, 0, 36, 37, 0, negative
49, -5, 89, 0, 46, -30, 40, 42, 2, negative
56, 0, 89, 0, 56, 3, 33, 32, 0, negative
37, 0, 77, 0, 24, -14, 40, 54, 14, negative
37, 0, 79, 0, 6, 16, 42, 74, 32, negative
47, 5, 84, 0, 46, 0, 38, 38, 0, negative
37, 0, 84, 2, 24, -14, 47, 61, 14, negative
43, 0, 79, 0, 44, 24, 35, 35, 0, negative
54, -3, 83, -1, 54, 0, 28, 28, 0, negative
37, 0, 77, 0, 8, 13, 40, 70, 30, negative
54, -1, 81, -5, 54, -7, 27, 27, 0, negative
44, 0, 77, -1, 44, 2, 33, 33, 0, negative
37, 0, 79, 0, 2, 20, 42, 76, 34, negative
42, 3, 79, 8, 42, 0, 37, 38, 0, negative
43, -4, 85, 0, 42, -19, 42, 44, 2, negative
56, 1, 80, 0, 56, 14, 24, 23, 0, negative
37, 0, 76, 0, 36, -5, 38, 39, 2, negative
45, 0, 86, -1, 44, -13, 41, 42, 2, negative
46, 0, 85, -2, 46, 7, 39, 39, 0, negative
37, -4, 80, 0, 34, 1, 43, 46, 4, negative
37, 0, 77, 2, 12, 0, 40, 64, 24, negative
37, 0, 97, -6, 26, -5, 60, 71, 12, negative
37, 0, 109, 1, 26, 0, 71, 83, 12, negative
41, 2, 78, 0, 42, 23, 37, 37, 0, negative
47, 1, 86, -2, 46, 0, 39, 39, 0, negative
42, 4, 108, 0, 42, 0, 66, 67, 2, negative
37, 0, 103, 0, 18, -7, 66, 85, 20, negative
63, 2, 111, 5, 62, 0, 48, 49, 2, negative
37, 0, 76, 0, 26, -2, 40, 50, 10, negative
53, 5, 81, 0, 54, 4, 28, 27, 0, negative
41, 0, 79, -4, 42, 7, 38, 37, 0, negative
46, -3, 108, 0, 46, 0, 62, 62, 0, negative
37, 0, 82, 0, 18, 7, 45, 64, 18, negative
50, -2, 80, 0, 50, 0, 30, 31, 2, negative
42, 2, 90, 0, 42, 0, 48, 49, 2, negative
42, 0, 81, 0, 42, 102, 39, 40, 0, negative
37, 0, 79, 1, -2, 0, 42, 82, 40, negative
37, -2, 78, 0, -2, 0, 41, 81, 40, negative
37, 0, 77, 3, 36, 24, 41, 41, 0, negative
41, 0, 81, 3, 42, 4, 39, 39, 0, negative
44, 0, 86, 2, 42, -18, 43, 45, 2, negative
37, 0, 96, 0, 16, -17, 59, 81, 22, negative
46, 2, 106, 0, 46, 4, 60, 60, 0, negative
37, 0, 76, 0, 26, -15, 39, 50, 10, negative
44, -2, 85, 0, 44, 0, 41, 41, 0, negative
52, 0, 82, 4, 50, -30, 30, 33, 2, negative
37, 0, 77, 0, 28, 25, 41, 49, 8, negative
37, 0, 77, 2, 28, 0, 41, 49, 8, negative
57, 2, 92, 0, 56, 0, 35, 35, 0, negative
39, -3, 77, -1, 38, -2, 37, 38, 0, negative
51, -4, 81, 0, 52, 15, 30, 30, 0, negative
37, 0, 83, 3, -2, 0, 46, 85, 40, negative
37, 0, 83, 0, 2, -16, 46, 81, 34, negative
46, 2, 84, 0, 46, 18, 38, 37, 0, negative
37, 0, 86, 0, 36, -3, 48, 50, 2, negative
49, -1, 81, 0, 46, -20, 33, 35, 2, negative
37, 0, 105, 0, 34, 11, 68, 71, 4, negative
37, 0, 94, 0, 8, -7, 57, 86, 30, negative
44, 0, 88, 0, 44, 12, 44, 44, 0, negative
45, 0, 81, 0, 46, 4, 36, 35, 0, negative
45, 0, 82, 4, 44, -17, 37, 38, 2, negative
37, 0, 79, 0, 18, -26, 43, 61, 18, negative
46, 0, 89, -1, 46, 4, 43, 42, 0, negative
56, 0, 87, 0, 56, 17, 31, 30, 0, negative
38, 1, 76, 0, 38, 7, 38, 37, 0, negative
43, 0, 77, 0, 42, -14, 34, 35, 2, negative
37, 0, 81, -2, 36, -17, 43, 44, 2, negative
50, 2, 107, 0, 50, 0, 56, 58, 2, negative
45, 0, 88, -1, 44, -1, 44, 44, 0, negative
41, 2, 76, 0, 42, 11, 34, 34, 0, negative
37, 0, 78, 0, 30, 5, 41, 47, 6, negative
45, 1, 81, -5, 44, 0, 36, 37, 0, negative
37, 0, 78, 0, 18, 16, 41, 60, 18, negative
54, -4, 86, 0, 54, 0, 32, 32, 0, negative
63, 0, 111, 8, 62, 0, 48, 49, 2, negative
41, -2, 84, 0, 42, 10, 43, 43, 0, negative
46, 0, 93, 0, 44, -24, 48, 50, 2, negative
37, 0, 81, 4, 8, 0, 44, 73, 28, negative
45, 0, 77, 3, 44, 0, 32, 33, 2, negative
37, 0, 77, 0, 8, -30, 41, 70, 28, negative
37, 0, 97, 0, 36, -3, 60, 61, 2, negative
45, 0, 76, 0, 44, -11, 31, 32, 2, negative
37, 0, 76, 0, 18, 6, 39, 58, 18, negative
48, -2, 87, 0, 50, 29, 39, 38, 0, negative
42, 3, 78, -7, 42, 0, 36, 37, 2, negative
53, 0, 82, 0, 54, 19, 29, 28, 0, negative
46, 0, 86, 4, 46, 0, 41, 40, 0, negative
41, 3, 75, 0, 38, 0, 34, 36, 2, negative
38, 2, 77, 0, 38, 8, 40, 39, 0, negative
51, 0, 89, 3, 52, 0, 38, 37, 0, negative
51, 1, 83, 0, 50, -6, 32, 33, 2, negative
37, 0, 75, -1, 28, 0, 38, 46, 8, negative
37, 0, 97, 0, 30, -19, 60, 66, 6, negative
39, 0, 94, 4, 38, 0, 55, 55, 0, negative
45, 0, 77, 0, 46, 18, 31, 30, 0, negative
37, 4, 104, 0, 24, 0, 66, 80, 14, negative
48, 3, 83, 6, 46, 0, 35, 37, 2, negative
53, 0, 86, 0, 54, -1, 32, 32, 0, negative
37, 0, 78, 3, 16, 0, 41, 63, 22, negative
49, 1, 82, 0, 50, 8, 33, 33, 0, negative
37, 0, 84, 0, 20, 13, 47, 63, 16, negative
47, 4, 78, 2, 46, 0, 31, 32, 0, negative
37, 0, 102, -3, 36, 0, 64, 66, 2, negative
50, 2, 86, 0, 50, 0, 36, 37, 0, negative
37, -1, 76, -3, 36, -6, 39, 39, 0, negative
37, 0, 81, 0, 10, 19, 44, 70, 26, negative
50, 2, 87, 0, 50, 0, 37, 38, 2, negative
56, 0, 92, 0, 56, 5, 35, 35, 0, negative
43, 0, 77, 5, 42, -1, 34, 35, 2, negative
56, -1, 97, 0, 54, -4, 41, 42, 2, negative
45, 4, 79, 0, 44, 0, 34, 35, 2, negative
55, -2, 81, 0, 54, -8, 26, 27, 2, negative
37, -1, 77, -3, -20, 15, 41, 98, 58, negative
37, 0, 97, 0, 36, -13, 60, 61, 2, negative
42, -4, 108, 0, 42, 0, 65, 66, 2, negative
37, 0, 90, 0, 30, 5, 53, 59, 6, negative
53, -4, 77, 0, 54, 0, 25, 23, 0, negative
44, 0, 83, 0, 42, -27, 39, 41, 2, negative
56, 1, 95, 0, 56, 10, 39, 39, 0, negative
37, 0, 76, 6, 34, -20, 39, 43, 4, negative
42, 0, 81, 0, 42, 42, 39, 40, 0, negative
46, 0, 107, -3, 46, 1, 61, 60, 0, negative
46, 0, 81, 0, 44, -26, 35, 37, 2, negative
41, 2, 83, 1, 38, -3, 42, 44, 2, negative
37, 0, 97, -1, 18, -1, 60, 79, 18, negative
53, -3, 78, 0, 52, -24, 25, 26, 2, negative
49, -1, 77, -1, 46, -13, 29, 31, 2, negative
44, 1, 81, 0, 44, 9, 37, 37, 0, negative
45, 0, 109, 0, 46, 23, 64, 63, 0, negative
46, 2, 81, 0, 46, 3, 35, 34, 0, negative
37, 0, 84, 0, 18, -5, 47, 66, 18, negative
40, -1, 100, 0, 38, 0, 61, 62, 2, negative
53, -2, 83, 0, 52, -24, 30, 32, 2, negative
37, 0, 104, 0, 18, 9, 66, 86, 20, negative
48, -3, 77, 0, 46, -1, 29, 31, 2, negative
38, 3, 76, 0, 38, 0, 37, 37, 0, negative
37, 0, 79, 0, 12, 10, 42, 66, 24, negative
37, 0, 77, -2, 28, -10, 40, 48, 8, negative
51, 0, 84, 0, 50, -4, 34, 35, 2, negative
47, 0, 86, -4, 46, 0, 39, 39, 0, negative
58, 0, 87, 5, 56, 0, 30, 30, 0, negative
51, 0, 87, 2, 52, 16, 36, 35, 0, negative
56, 1, 91, 0, 56, 1, 35, 34, 0, negative
53, 0, 79, 0, 52, -21, 26, 27, 2, negative
37, 0, 106, -2, 28, -1, 69, 77, 8, negative
41, -1, 86, 0, 38, -5, 45, 47, 2, negative
37, 0, 94, 0, 10, 24, 57, 84, 26, negative
53, 1, 86, -1, 54, 2, 32, 32, 0, negative
43, -2, 76, 0, 42, -12, 33, 35, 2, negative
41, 1, 76, 0, 42, 6, 34, 34, 0, negative
44, -3, 82, 0, 44, 0, 38, 38, 0, negative
42, 0, 81, 0, 42, 6, 39, 40, 0, negative
51, 4, 78, 0, 50, -18, 27, 29, 2, negative
56, 0, 92, 0, 54, 7, 36, 38, 2, negative
50, 3, 95, -6, 50, 0, 45, 46, 0, negative
52, 0, 77, -2, 52, 0, 26, 26, 0, negative
37, 0, 97, 0, 18, -21, 60, 79, 18, negative
46, 3, 108, 0, 46, 11, 62, 61, 0, negative
37, 0, 80, 0, 36, 30, 43, 44, 2, negative
56, 0, 86, 0, 56, 6, 31, 30, 0, negative
53, 4, 81, 0, 54, 6, 28, 27, 0, negative
39, 0, 81, -5, 38, 0, 41, 42, 0, negative
44, -4, 77, 0, 44, 21, 33, 33, 0, negative
58, 0, 86, -6, 56, 0, 28, 29, 0, negative
37, 0, 95, 1, 10, 5, 57, 84, 28, negative
82, -1, 86, 0, -12, 0, 4, 99, 94, positive
82, 0, 86, 0, -12, -9, 3, 99, 96, positive
82, 0, 87, 1, -40, 4, 5, 128, 124, positive
83, 0, 86, 0, -4, 19, 3, 92, 88, positive
84, 0, 88, 1, 0, 0, 3, 88, 84, positive
102, 5, 104, 4, 70, -2, 1, 34, 32, positive
80, -5, 84, -6, -40, 1, 4, 126, 122, positive
77, 2, 81, 0, -42, 0, 4, 125, 122, positive
82, 3, 86, 5, -40, 0, 5, 128, 124, positive
85, -4, 88, 0, 2, 2, 3, 86, 82, positive
102, 0, 103, 3, 70, -1, 1, 33, 32, positive
85, 0, 88, 0, 6, -1, 3, 83, 80, positive
85, 0, 88, 0, 2, 21, 3, 86, 82, positive
85, 0, 88, 0, 2, -26, 3, 86, 82, positive
76, 2, 81, -4, -42, -1, 5, 125, 120, positive
82, 0, 87, 2, -40, 7, 5, 128, 124, positive
81, 0, 84, 2, -14, 0, 4, 100, 96, positive
123, 275, 105, 0, 36, -2, -18, 69, 86, positive
85, 0, 88, -7, 0, 0, 3, 88, 84, positive
82, -5, 87, 0, -40, 0, 5, 128, 124, positive
101, 0, 102, 0, 72, 4, 1, 29, 28, positive
74, 3, 79, 7, -42, 0, 4, 123, 118, positive
106, -3, 107, -5, 72, 0, 1, 35, 34, positive
75, 0, 80, 4, -42, 0, 5, 124, 120, positive
