@relation shuttle-c0-vs-c4
@attribute A1 integer [36, 123]
@attribute A2 integer [-908, 1409]
@attribute A3 integer [74, 113]
@attribute A4 integer [-587, 2565]
@attribute A5 integer [-46, 436]
@attribute A6 integer [-898, 6339]
@attribute A7 integer [-18, 72]
@attribute A8 integer [-353, 130]
@attribute A9 integer [-356, 126]
@attribute Class {positive, negative}
@input A1,A2,A3,A4,A5,A6,A7,A8,A9
@output Class
@data
37, 0, 83, 0, 28, 12, 46, 54, 8, negative
44, 0, 75, -1, 44, 10, 31, 31, 0, negative
37, 0, 105, 0, 30, -1, 68, 74, 6, negative
37, -1, 78, -2, 16, 0, 41, 63, 22, negative
50, 3, 78, -3, 50, 0, 28, 29, 2, negative
43, -1, 79, 0, 44, 17, 35, 35, 0, negative
46, 0, 88, 1, 46, 3, 42, 41, 0, negative
37, 0, 97, 0, 20, -14, 60, 77, 16, negative
44, 0, 77, 0, 42, -28, 33, 35, 2, negative
56, 0, 82, 0, 56, 11, 26, 25, 0, negative
54, 0, 81, 4, 54, 0, 27, 27, 0, negative
37, -4, 77, 0, 36, -24, 39, 41, 2, negative
37, 0, 75, 0, 26, 30, 38, 49, 12, negative
49, -1, 84, 0, 50, 4, 36, 35, 0, negative
55, 0, 83, 0, 56, 31, 27, 26, 0, negative
50, 3, 87, 0, 50, 0, 37, 38, 2, negative
56, 0, 81, 0, 56, 6, 25, 24, 0, negative
41, 0, 87, 8, 42, 30, 46, 46, 0, negative
42, -1, 86, -4, 42, -6, 44, 45, 2, negative
52, 4, 88, 0, 52, -4, 35, 36, 0, negative
46, 1, 77, 0, 44, -13, 31, 33, 2, negative
44, 1, 81, 0, 44, 4, 37, 37, 0, negative
45, 0, 79, -1, 44, -13, 33, 35, 2, negative
41, 1, 76, -1, 38, 0, 35, 37, 2, negative
38, 0, 102, 0, 36, -23, 64, 66, 2, negative
41, 0, 81, -3, 42, 0, 40, 40, 0, negative
37, 0, 84, 0, 30, 19, 47, 53, 6, negative
50, 0, 78, -3, 50, 0, 28, 29, 2, negative
48, 2, 81, -1, 46, 0, 33, 34, 2, negative
42, 2, 77, 3, 42, 0, 35, 36, 2, negative
37, 0, 78, 0, 10, 7, 41, 68, 26, negative
63, 0, 112, 5, 62, 0, 49, 50, 0, negative
43, 0, 87, 8, 42, -5, 44, 46, 2, negative
37, 0, 77, 0, 6, 22, 40, 72, 32, negative
37, 0, 97, -1, 34, 4, 60, 64, 4, negative
45, 0, 83, 6, 46, 17, 37, 36, 0, negative
47, 5, 106, 0, 46, 0, 60, 60, 0, negative
48, -1, 88, 0, 46, -4, 40, 42, 2, negative
41, 4, 78, 0, 42, 12, 37, 37, 0, negative
44, -1, 80, 0, 44, 0, 36, 36, 0, negative
38, -4, 76, -2, 38, 0, 37, 37, 0, negative
47, -1, 86, 0, 46, 0, 40, 40, 0, negative
41, 0, 81, -5, 42, 0, 40, 40, 0, negative
45, 0, 82, -3, 44, 0, 37, 38, 0, negative
37, 0, 77, 7, 24, 0, 40, 54, 14, negative
43, -5, 86, 0, 42, -12, 43, 45, 2, negative
45, 0, 85, 1, 46, 23, 40, 39, 0, negative
44, 0, 86, 0, 44, 27, 42, 42, 0, negative
44, 0, 81, 7, 42, -12, 38, 40, 2, negative
48, 0, 76, 0, 46, 0, 28, 30, 2, negative
42, 0, 81, 0, 42, 7, 39, 40, 0, negative
44, 0, 87, -6, 44, 0, 43, 43, 0, negative
37, 0, 105, 0, 34, 1, 68, 71, 4, negative
46, 3, 81, 0, 46, 5, 35, 34, 0, negative
39, 1, 84, 0, 38, 0, 45, 46, 0, negative
47, 3, 90, 0, 46, 0, 42, 43, 0, negative
37, 0, 76, -5, 24, 0, 40, 53, 14, negative
37, 0, 80, 0, 8, 29, 43, 72, 30, negative
58, 0, 85, 1, 56, 0, 28, 28, 0, negative
51, 0, 82, 0, 52, 29, 31, 30, 0, negative
37, 0, 90, 0, 28, -20, 53, 62, 8, negative
42, 5, 86, 0, 42, 0, 43, 44, 2, negative
37, -5, 97, 0, 34, 0, 60, 64, 4, negative
37, 0, 76, 0, 30, -9, 40, 45, 6, negative
37, 0, 76, 0, 30, -24, 40, 45, 6, negative
47, 0, 88, 5, 46, 0, 42, 42, 0, negative
47, 1, 81, 0, 46, 0, 34, 34, 0, negative
37, 0, 77, 0, -20, 2, 41, 98, 58, negative
45, 0, 93, 0, 46, 7, 48, 47, 0, negative
37, 0, 76, -2, 36, -3, 39, 40, 0, negative
42, 4, 76, 0, 42, 0, 33, 34, 2, negative
37, 0, 78, 0, 2, 3, 41, 75, 34, negative
37, 0, 75, 0, 30, 0, 38, 44, 6, negative
52, -4, 82, 0, 52, -2, 29, 30, 0, negative
47, -1, 85, 4, 46, 0, 38, 39, 0, negative
45, -4, 79, 0, 44, -10, 33, 35, 2, negative
49, 0, 83, -2, 50, 39, 34, 34, 0, negative
37, 0, 81, -6, -4, 0, 44, 86, 42, negative
42, 0, 77, 7, 42, 0, 35, 36, 0, negative
46, 0, 88, 1, 46, 10, 42, 41, 0, negative
43, 0, 85, 0, 42, -10, 42, 44, 2, negative
39, 0, 108, 0, 38, 0, 68, 69, 0, negative
37, 0, 103, -1, 24, -3, 66, 80, 14, negative
56, 0, 97, 0, 54, 3, 41, 43, 2, negative
48, -4, 83, 0, 46, 0, 35, 36, 2, negative
44, 0, 76, -5, 44, 0, 31, 32, 0, negative
57, -4, 86, 0, 56, 0, 29, 29, 0, negative
37, 0, 78, 0, -6, -22, 42, 86, 44, negative
53, 0, 85, -3, 54, 0, 32, 31, 0, negative
42, 0, 82, 2, 42, 0, 39, 41, 2, negative
43, 4, 81, 0, 42, 0, 38, 39, 2, negative
44, 0, 80, -4, 44, 1, 36, 36, 0, negative
48, 4, 90, 0, 46, 0, 42, 43, 2, negative
38, 3, 77, 0, 38, 5, 39, 38, 0, negative
38, 1, 102, -5, 34, 0, 65, 69, 4, negative
49, 0, 85, 0, 50, 19, 36, 36, 0, negative
38, -4, 86, 0, 38, 0, 48, 48, 0, negative
46, -2, 83, 0, 46, 0, 36, 36, 0, negative
37, 0, 105, 3, 18, 0, 68, 87, 18, negative
44, 2, 81, 0, 44, 1, 37, 37, 0, negative
37, 0, 76, 0, 34, 10, 39, 42, 2, negative
49, -3, 107, 0, 46, -30, 58, 60, 2, negative
41, 0, 79, -1, 38, -5, 39, 41, 2, negative
45, 0, 79, 0, 44, -27, 33, 35, 2, negative
43, -4, 77, 1, 42, -20, 34, 36, 2, negative
43, 0, 87, 0, 42, -9, 44, 46, 2, negative
37, 0, 78, 0, 16, 26, 41, 63, 22, negative
58, -1, 79, 0, 56, 0, 21, 22, 0, negative
37, 5, 76, 0, 36, 2, 39, 40, 0, negative
53, 0, 88, 5, 52, -20, 35, 36, 2, negative
37, 0, 80, -5, 36, 0, 43, 44, 0, negative
43, -1, 83, -3, 42, -6, 40, 42, 2, negative
43, -3, 86, -1, 44, 8, 42, 42, 0, negative
37, 0, 76, 1, 26, -12, 40, 50, 10, negative
53, 2, 79, 0, 54, 3, 25, 24, 0, negative
47, 1, 77, -7, 46, 0, 30, 31, 0, negative
37, 0, 76, 0, 24, -2, 39, 53, 14, negative
51, 1, 81, 0, 50, -4, 30, 32, 2, negative
41, 0, 79, 6, 42, 8, 38, 38, 0, negative
56, 1, 86, 3, 56, 4, 31, 30, 0, negative
37, -1, 77, -5, 8, -14, 41, 70, 28, negative
47, 0, 87, -5, 46, 0, 40, 41, 0, negative
49, 0, 111, 0, 50, 0, 62, 62, 0, negative
43, 0, 76, 0, 42, -14, 33, 35, 2, negative
45, 0, 86, 6, 44, -1, 41, 42, 2, negative
46, -4, 79, 0, 46, 0, 33, 32, 0, negative
45, 0, 93, 0, 44, -8, 48, 50, 2, negative
38, 0, 79, 0, 38, 5, 42, 41, 0, negative
37, 1, 82, 0, 36, 0, 45, 46, 0, negative
44, 1, 79, -1, 44, 0, 35, 35, 0, negative
44, -2, 86, 3, 44, 0, 42, 42, 0, negative
39, 0, 86, 5, 38, 0, 47, 48, 0, negative
49, 5, 80, 0, 50, 5, 31, 31, 0, negative
47, 2, 90, 8, 46, 0, 43, 44, 0, negative
43, 0, 81, 2, 42, -5, 38, 40, 2, negative
45, 0, 79, 0, 44, -23, 33, 35, 2, negative
45, 0, 85, 0, 46, 21, 40, 39, 0, negative
55, 0, 83, 3, 54, 0, 28, 29, 0, negative
44, 0, 87, 0, 44, 22, 43, 43, 0, negative
43, 0, 83, 0, 42, -14, 39, 41, 2, negative
37, -2, 77, 3, 38, 11, 40, 39, 0, negative
56, 3, 86, 0, 56, 14, 31, 30, 0, negative
37, 0, 77, 0, 28, 6, 40, 48, 8, negative
42, 0, 81, 0, 42, 315, 39, 40, 0, negative
46, 0, 79, 2, 46, 8, 34, 33, 0, negative
44, 0, 75, -7, 44, 2, 31, 31, 0, negative
55, 0, 83, -1, 54, 0, 28, 28, 0, negative
39, 1, 97, 0, 38, 0, 58, 58, 0, negative
45, 0, 80, 0, 46, 20, 35, 34, 0, negative
37, 0, 76, 0, 26, 13, 40, 50, 10, negative
42, -2, 97, 1, 42, 0, 56, 56, 0, negative
37, 0, 77, -7, 26, -1, 40, 51, 10, negative
38, 0, 79, 0, 38, 8, 41, 40, 0, negative
56, -5, 85, 1, 56, 0, 29, 28, 0, negative
40, -5, 80, 6, 38, 0, 40, 41, 2, negative
40, -2, 108, 0, 38, 0, 68, 69, 2, negative
46, 0, 90, 0, 46, 1, 44, 44, 0, negative
37, -5, 79, 0, -6, 0, 42, 86, 44, negative
44, 0, 75, -6, 42, -21, 31, 34, 2, negative
37, 0, 98, 0, 30, 6, 61, 67, 6, negative
37, 0, 79, -2, 8, 19, 43, 72, 28, negative
51, 0, 86, 0, 52, 13, 35, 34, 0, negative
37, 1, 106, -5, 28, 0, 68, 77, 8, negative
45, 1, 76, 0, 44, 0, 31, 32, 2, negative
37, -5, 77, 0, 36, -22, 40, 41, 2, negative
41, -1, 97, -5, 38, -10, 56, 58, 2, negative
40, 0, 86, -4, 38, 0, 45, 47, 2, negative
52, -2, 87, 3, 52, 0, 35, 35, 0, negative
64, 0, 111, 4, 62, -12, 46, 49, 2, negative
41, 0, 82, 0, 38, -18, 41, 43, 2, negative
46, 1, 76, -1, 46, 0, 30, 30, 0, negative
37, 0, 90, 2, 26, 0, 53, 64, 12, negative
41, -1, 78, 0, 42, 4, 37, 37, 0, negative
37, 1, 75, 0, 18, -7, 38, 57, 18, negative
41, 0, 77, 0, 38, -22, 36, 39, 2, negative
41, -1, 86, 0, 42, 18, 46, 45, 0, negative
51, 0, 102, 0, 52, 12, 51, 50, 0, negative
44, 1, 80, 0, 44, 17, 36, 36, 0, negative
37, 0, 78, 0, 12, -14, 41, 65, 24, negative
52, 0, 86, -4, 52, 0, 33, 34, 0, negative
42, -4, 108, 0, 42, 0, 66, 66, 0, negative
56, 0, 86, 4, 54, -24, 31, 32, 2, negative
37, 0, 81, 0, 28, 13, 44, 52, 8, negative
37, -3, 81, 0, 36, -2, 44, 44, 0, negative
37, 4, 78, -1, 16, 0, 41, 63, 22, negative
43, 0, 81, 0, 44, 26, 38, 37, 0, negative
37, -1, 106, 0, 34, 1, 69, 72, 4, negative
37, 0, 79, 4, 10, -10, 42, 69, 26, negative
57, 0, 86, 1, 56, 0, 29, 29, 0, negative
51, 1, 78, 0, 50, 0, 27, 29, 2, negative
51, 0, 83, 0, 50, -3, 32, 34, 2, negative
37, 0, 77, 0, 30, 22, 40, 46, 6, negative
37, 0, 76, 0, 20, 16, 40, 55, 16, negative
37, 0, 106, -1, 34, -2, 69, 72, 4, negative
37, 0, 95, 0, 20, -17, 58, 75, 16, negative
50, 1, 78, -3, 50, 0, 28, 29, 2, negative
56, 0, 86, 0, 56, 19, 31, 30, 0, negative
43, 0, 85, 1, 42, -1, 42, 44, 2, negative
51, 0, 81, 3, 50, -16, 30, 32, 2, negative
53, -5, 83, 0, 52, -29, 30, 32, 2, negative
37, 5, 104, 0, 18, 15, 66, 86, 20, negative
49, 0, 106, -3, 46, -21, 57, 59, 2, negative
47, 2, 90, 0, 46, 0, 44, 44, 0, negative
45, 0, 88, -2, 46, 22, 42, 41, 0, negative
48, 0, 87, 0, 50, 27, 39, 38, 0, negative
37, -1, 76, -4, 30, -7, 40, 45, 6, negative
42, 0, 80, -1, 42, -2, 38, 39, 0, negative
42, 1, 77, 6, 42, 0, 35, 36, 0, negative
37, -1, 106, -4, 36, -6, 69, 69, 0, negative
53, 0, 82, 0, 54, 31, 29, 28, 0, negative
37, 0, 79, 0, 30, 17, 42, 48, 6, negative
41, 0, 78, 0, 38, -3, 37, 39, 2, negative
44, 1, 86, 4, 44, 0, 42, 42, 0, negative
47, 2, 83, 0, 46, 0, 36, 37, 0, negative
37, 0, 78, 0, 20, -2, 41, 57, 16, negative
44, 3, 83, 0, 44, 0, 39, 39, 0, negative
43, 0, 78, 0, 42, -21, 35, 37, 2, negative
44, 5, 87, -3, 44, 3, 43, 43, 0, negative
46, 4, 76, -4, 46, 0, 29, 29, 0, negative
46, 2, 77, 0, 46, 14, 32, 31, 0, negative
37, 0, 95, 0, 24, 0, 58, 72, 14, negative
41, 0, 88, -2, 42, 19, 48, 47, 0, negative
45, 0, 83, -2, 44, -13, 37, 39, 2, negative
45, 0, 88, 0, 44, -29, 42, 44, 2, negative
37, 2, 79, 0, 0, 0, 41, 79, 38, negative
40, -3, 79, 0, 38, 0, 39, 40, 2, negative
41, 4, 88, 0, 42, 1, 47, 47, 0, negative
41, 0, 84, 5, 38, -7, 43, 45, 2, negative
40, 0, 83, 0, 38, 0, 43, 44, 2, negative
56, 0, 86, 0, 56, 11, 30, 29, 0, negative
55, 0, 87, 0, 54, -2, 32, 33, 2, negative
42, 0, 81, 0, 42, 82, 39, 40, 0, negative
44, 0, 86, 3, 44, 4, 43, 42, 0, negative
51, 0, 82, 0, 52, 27, 31, 30, 0, negative
53, 2, 79, 0, 54, 4, 25, 24, 0, negative
43, 0, 86, -4, 42, 0, 44, 45, 2, negative
49, 0, 100, 0, 46, -12, 52, 54, 2, negative
47, 5, 83, 2, 46, 0, 36, 37, 0, negative
49, 1, 79, 1, 46, -9, 30, 32, 2, negative
44, 0, 81, 0, 44, 11, 37, 37, 0, negative
51, 0, 81, -3, 52, 8, 30, 30, 0, negative
43, 0, 90, 0, 42, -11, 47, 49, 2, negative
37, 0, 81, -1, 10, 0, 44, 70, 26, negative
42, 0, 83, -1, 42, 0, 40, 41, 2, negative
39, 0, 78, 6, 38, 0, 39, 39, 0, negative
37, -2, 107, 0, 36, -19, 69, 71, 2, negative
41, 1, 82, 0, 38, -18, 41, 43, 2, negative
49, 0, 86, 0, 46, -11, 38, 40, 2, negative
51, 0, 81, -1, 52, 5, 30, 30, 0, negative
44, 0, 76, 0, 44, 6, 32, 32, 0, negative
53, 0, 82, 0, 54, 26, 29, 28, 0, negative
44, 0, 84, -1, 44, 0, 40, 40, 0, negative
56, 0, 97, 0, 54, 1, 41, 43, 2, negative
47, 0, 79, 7, 46, 0, 32, 32, 0, negative
37, 0, 79, -4, 34, 0, 42, 45, 2, negative
42, 0, 81, 0, 42, 5, 39, 39, 0, negative
53, 0, 104, 1, 52, -29, 51, 52, 2, negative
37, 0, 79, 0, 12, 16, 42, 66, 24, negative
42, 3, 83, 4, 42, 0, 41, 42, 0, negative
37, -5, 79, 0, 38, 12, 41, 40, 0, negative
55, -2, 83, 0, 54, 0, 29, 29, 0, negative
55, -1, 95, 0, 54, 0, 40, 41, 2, negative
51, -2, 102, 0, 52, 19, 51, 50, 0, negative
37, 0, 76, -4, 28, 0, 40, 48, 8, negative
51, 0, 87, -4, 52, 1, 36, 35, 0, negative
41, -3, 76, 0, 38, -19, 35, 37, 2, negative
43, 0, 84, 0, 42, -13, 41, 43, 2, negative
55, 0, 93, 1, 54, 0, 38, 39, 2, negative
47, 0, 86, -6, 46, 0, 39, 39, 0, negative
37, 0, 76, 0, 36, -16, 39, 40, 2, negative
53, 3, 86, 0, 54, 0, 32, 32, 0, negative
37, 0, 83, 0, 0, -29, 46, 83, 36, negative
55, 3, 83, 0, 54, 0, 27, 28, 2, negative
55, 3, 82, 0, 54, 0, 27, 28, 0, negative
37, 0, 75, 0, 24, -3, 38, 52, 14, negative
37, 0, 77, 0, 26, -4, 40, 51, 12, negative
44, 2, 85, 0, 44, 3, 41, 41, 0, negative
37, 1, 90, -2, 6, 0, 53, 85, 32, negative
41, -1, 78, -5, 38, -11, 37, 39, 2, negative
50, -1, 87, 0, 50, 0, 37, 38, 0, negative
37, 0, 97, 0, 28, -15, 60, 69, 8, negative
37, 0, 81, -5, 38, 14, 43, 42, 0, negative
41, -1, 78, 0, 38, -23, 37, 39, 2, negative
56, 0, 79, 0, 56, 5, 24, 23, 0, negative
56, -5, 86, 0, 56, 0, 29, 29, 0, negative
37, 0, 80, 3, 26, 1, 43, 54, 12, negative
37, 0, 78, 0, -4, 28, 41, 83, 42, negative
52, -5, 87, 2, 52, -4, 35, 35, 0, negative
54, 0, 108, 5, 54, 0, 54, 54, 0, negative
81, -5, 84, 0, -22, -6, 4, 108, 104, positive
86, 5, 89, 0, 2, -5, 3, 86, 84, positive
79, -1, 83, -10, 436, 6339, 4, -353, -356, positive
105, 1, 106, 0, 70, -3, 1, 36, 34, positive
103, 2, 105, 9, 70, 0, 2, 35, 34, positive
85, 1, 88, 0, 0, -1, 3, 88, 86, positive
80, 1, 84, 3, -42, -26, 5, 128, 124, positive
85, 0, 88, 0, 0, -9, 3, 88, 86, positive
82, -1, 86, 0, -2, 25, 3, 88, 84, positive
106, 4, 108, 2, 70, 0, 1, 38, 36, positive
81, 0, 86, 6, -40, 6, 5, 127, 122, positive
107, 0, 108, 1, 72, 8, 1, 36, 34, positive
102, 0, 103, 2, 70, -6, 1, 33, 32, positive
84, 0, 88, 0, 2, 0, 3, 85, 82, positive
79, 0, 83, 0, -40, 0, 4, 124, 120, positive
102, 0, 103, 0, 70, -10, 1, 33, 32, positive
76, 0, 80, -5, -40, 0, 4, 121, 118, positive
84, -2, 88, 0, 6, 0, 4, 83, 78, positive
84, -1, 88, -3, -2, -13, 3, 90, 88, positive
106, 4, 107, 2, 70, 0, 1, 37, 36, positive
84, 0, 88, -2, 6, -6, 5, 83, 78, positive
84, 9, 89, 0, 6, -9, 5, 84, 78, positive
80, 3, 84, 0, -42, 0, 4, 128, 124, positive
102, -1, 104, 0, 72, 12, 1, 31, 30, positive
79, 0, 83, 0, -28, 27, 4, 112, 108, positive
