@relation shuttle-c0-vs-c4
@attribute A1 integer [36, 123]
@attribute A2 integer [-908, 1409]
@attribute A3 integer [74, 113]
@attribute A4 integer [-587, 2565]
@attribute A5 integer [-46, 436]
@attribute A6 integer [-898, 6339]
@attribute A7 integer [-18, 72]
@attribute A8 integer [-353, 130]
@attribute A9 integer [-356, 126]
@attribute Class {positive, negative}
@input A1,A2,A3,A4,A5,A6,A7,A8,A9
@output Class
@data
38, 0, 109, 0, 36, -24, 72, 73, 2, negative
53, -2, 88, 0, 54, 3, 34, 33, 0, negative
42, 0, 79, 6, 42, 0, 37, 38, 2, negative
37, 0, 77, 0, 8, -3, 40, 69, 30, negative
53, 0, 84, 0, 54, 26, 31, 30, 0, negative
41, 0, 84, 1, 38, -5, 43, 45, 2, negative
37, 0, 106, 0, 36, -20, 68, 69, 2, negative
57, 5, 86, 0, 56, 0, 29, 29, 0, negative
45, 1, 87, 0, 44, 0, 42, 43, 2, negative
43, 0, 75, 0, 42, 0, 32, 34, 2, negative
37, 0, 100, 0, 30, -30, 64, 69, 6, negative
44, 0, 81, -2, 44, 3, 37, 37, 0, negative
51, -3, 84, 0, 52, 0, 33, 32, 0, negative
41, 0, 100, 0, 38, -2, 59, 61, 2, negative
53, 3, 84, 0, 54, 25, 31, 30, 0, negative
44, 0, 87, 0, 42, -26, 43, 46, 2, negative
56, 4, 85, 0, 54, -9, 29, 31, 2, negative
44, 1, 85, 0, 44, 14, 41, 41, 0, negative
37, 0, 95, 0, 18, -5, 57, 77, 20, negative
37, 0, 105, 0, 24, 8, 68, 82, 14, negative
37, 0, 83, 0, 30, -6, 46, 52, 6, negative
42, 0, 82, 5, 42, 0, 39, 41, 2, negative
42, -5, 77, 0, 42, 0, 35, 36, 0, negative
37, 0, 95, -3, 16, 15, 58, 80, 22, negative
37, 0, 79, 0, 6, -1, 43, 74, 32, negative
47, -3, 84, 0, 46, 0, 37, 37, 0, negative
38, 2, 77, 0, 36, -18, 39, 41, 2, negative
46, 0, 76, 0, 46, 1, 30, 29, 0, negative
44, 0, 76, 0, 42, -22, 32, 34, 2, negative
37, 0, 94, 0, 10, -5, 57, 84, 26, negative
48, 0, 81, 0, 46, -9, 32, 34, 2, negative
46, 0, 92, 7, 46, 0, 45, 45, 0, negative
51, 0, 87, 0, 52, 29, 36, 35, 0, negative
41, 0, 76, 0, 42, 11, 35, 34, 0, negative
45, 1, 86, 0, 44, -6, 41, 42, 2, negative
44, 0, 109, 0, 42, -30, 66, 68, 2, negative
43, 0, 85, -6, 42, 0, 42, 44, 2, negative
45, 0, 87, -1, 44, -1, 42, 43, 2, negative
37, -3, 106, -6, 30, -8, 69, 75, 6, negative
52, 1, 91, 0, 52, 0, 39, 39, 0, negative
45, 3, 84, 0, 44, 0, 38, 40, 2, negative
49, 0, 79, 1, 50, 7, 30, 30, 0, negative
46, 4, 81, 0, 46, 6, 35, 34, 0, negative
39, -4, 86, 0, 38, 0, 46, 47, 0, negative
53, 0, 86, 0, 52, -16, 33, 34, 2, negative
47, 0, 87, -7, 46, 0, 40, 41, 0, negative
37, 0, 91, -2, 6, 0, 54, 86, 32, negative
37, -1, 102, 0, 36, 6, 65, 66, 2, negative
41, 0, 87, 3, 42, 27, 46, 46, 0, negative
41, 0, 97, 0, 42, 29, 56, 55, 0, negative
46, 3, 79, 0, 46, 16, 33, 32, 0, negative
37, 0, 93, 0, 10, -9, 56, 83, 28, negative
48, 1, 83, -1, 46, 0, 34, 36, 2, negative
43, 0, 108, -5, 42, -16, 64, 66, 2, negative
47, 0, 88, 6, 46, 0, 42, 42, 0, negative
50, -2, 84, 0, 50, 0, 34, 35, 0, negative
55, 0, 77, -1, 54, 0, 22, 23, 0, negative
41, 0, 79, 0, 38, -17, 38, 40, 2, negative
43, 0, 83, 2, 44, 22, 40, 39, 0, negative
51, 0, 84, 0, 52, 24, 34, 33, 0, negative
37, 0, 77, 0, 2, 3, 40, 74, 34, negative
41, -5, 78, 0, 42, 3, 37, 37, 0, negative
37, 0, 105, 0, 24, 7, 68, 82, 14, negative
42, -2, 83, 0, 42, 0, 42, 42, 0, negative
38, 1, 109, -3, 38, 0, 71, 71, 0, negative
44, 1, 81, 0, 44, 5, 38, 37, 0, negative
51, -2, 77, 0, 52, 0, 26, 25, 0, negative
37, 0, 76, 0, 36, -13, 39, 40, 2, negative
48, -2, 87, 0, 46, -8, 39, 41, 2, negative
46, 0, 88, 2, 46, 0, 41, 41, 0, negative
45, 0, 76, 0, 44, -23, 31, 32, 2, negative
37, 0, 79, 0, 2, 19, 42, 76, 34, negative
49, 0, 87, 0, 50, 0, 38, 38, 0, negative
37, 0, 78, 0, 24, 29, 41, 55, 14, negative
53, 0, 87, 0, 52, -6, 34, 35, 2, negative
52, -3, 81, 0, 52, -2, 29, 30, 0, negative
42, -1, 90, 0, 42, 0, 47, 48, 2, negative
41, 0, 83, 8, 42, 5, 42, 42, 0, negative
37, 0, 107, 0, 28, 12, 69, 78, 8, negative
47, 0, 78, -7, 46, 0, 31, 32, 0, negative
37, 0, 97, 0, 30, -3, 60, 66, 6, negative
37, 0, 76, 0, 28, 16, 39, 47, 8, negative
47, 0, 86, 2, 46, 0, 38, 39, 0, negative
37, 0, 77, 0, 26, -13, 40, 51, 10, negative
45, 0, 86, -4, 46, 19, 41, 40, 0, negative
53, 0, 88, 0, 52, -27, 35, 37, 2, negative
49, -5, 86, 0, 50, 6, 38, 37, 0, negative
41, -2, 108, 0, 38, -13, 67, 69, 2, negative
38, 3, 77, 0, 38, 0, 39, 38, 0, negative
57, 3, 88, 0, 56, 0, 31, 31, 0, negative
37, 0, 76, -1, 28, -4, 39, 47, 8, negative
38, -1, 91, -2, 6, -7, 53, 86, 32, negative
41, 1, 86, 0, 38, -7, 46, 48, 2, negative
37, 0, 77, 3, 28, 0, 41, 49, 8, negative
37, 0, 77, 0, 20, 19, 41, 57, 16, negative
45, 1, 76, 2, 44, 0, 31, 32, 2, negative
37, 0, 95, 0, 10, 23, 58, 84, 26, negative
41, 0, 76, 0, 38, -20, 35, 37, 2, negative
45, 0, 86, 8, 44, -2, 41, 42, 2, negative
48, 0, 88, 1, 46, 0, 39, 41, 2, negative
43, -1, 76, 0, 44, 25, 32, 32, 0, negative
50, 5, 85, 0, 50, 0, 35, 36, 0, negative
37, 0, 80, 0, 20, -5, 43, 59, 16, negative
37, -5, 97, 0, 34, 3, 61, 64, 2, negative
43, 0, 87, 8, 42, -9, 44, 46, 2, negative
37, 0, 90, 0, 20, 5, 53, 70, 16, negative
40, -2, 80, 2, 38, 0, 40, 41, 2, negative
37, 0, 103, 0, 30, 16, 66, 72, 6, negative
47, 0, 89, -7, 46, 0, 42, 42, 0, negative
37, 0, 78, 0, 16, -19, 42, 63, 22, negative
51, 0, 81, 0, 52, 3, 29, 29, 0, negative
37, 0, 77, 0, 24, 9, 40, 54, 14, negative
46, 0, 77, 0, 44, -22, 32, 34, 2, negative
56, -4, 86, 0, 56, 5, 30, 29, 0, negative
41, 5, 85, 0, 38, 0, 44, 46, 2, negative
37, 0, 78, -4, 24, 0, 42, 55, 14, negative
46, -1, 77, -3, 46, -5, 31, 30, 0, negative
57, 1, 84, -6, 56, 0, 28, 28, 0, negative
43, 0, 85, -2, 44, 22, 42, 41, 0, negative
45, -5, 90, 0, 44, -1, 45, 46, 2, negative
53, 1, 81, 0, 52, -28, 28, 30, 2, negative
51, 0, 82, 0, 50, -2, 31, 33, 2, negative
53, 3, 103, 1, 52, -3, 50, 51, 2, negative
62, 0, 110, 2, 62, 0, 48, 48, 0, negative
57, 0, 92, 2, 56, 0, 34, 35, 0, negative
37, 0, 78, 0, 8, 17, 41, 70, 30, negative
44, 5, 77, 8, 44, 2, 33, 34, 0, negative
41, 0, 82, -6, 38, -2, 41, 43, 2, negative
56, -3, 92, 0, 56, 0, 36, 35, 0, negative
37, 0, 77, -4, 28, -20, 40, 48, 8, negative
45, 2, 76, 1, 44, 0, 31, 32, 2, negative
38, -5, 110, 0, 38, 0, 72, 71, 0, negative
37, 0, 78, 0, 24, -26, 41, 55, 14, negative
47, -2, 77, -7, 46, 0, 31, 31, 0, negative
37, 0, 75, 0, 30, 27, 38, 44, 6, negative
37, 0, 98, 0, 28, -6, 61, 70, 8, negative
37, -4, 99, 0, 28, 0, 62, 71, 8, negative
42, 3, 96, 0, 42, 0, 54, 55, 2, negative
41, 3, 78, 0, 38, -10, 37, 39, 2, negative
45, 0, 106, -4, 44, 0, 61, 62, 2, negative
37, 0, 79, 0, 34, 6, 43, 46, 2, negative
37, 0, 78, -7, -6, 0, 41, 86, 44, negative
53, 0, 83, 0, 52, -21, 30, 32, 2, negative
45, 1, 76, -3, 44, 0, 31, 32, 0, negative
37, 0, 76, -2, 26, 0, 39, 50, 12, negative
46, 0, 86, 3, 46, 1, 40, 39, 0, negative
37, 0, 81, 0, 26, -4, 44, 55, 10, negative
41, 1, 88, -3, 38, 0, 48, 50, 2, negative
41, 0, 83, 3, 42, 27, 42, 42, 0, negative
52, 0, 86, 0, 52, -3, 33, 34, 0, negative
37, 0, 76, 0, 30, -30, 39, 45, 6, negative
51, 0, 86, -7, 52, 0, 35, 35, 0, negative
46, 1, 81, 1, 46, 15, 35, 35, 0, negative
37, -1, 79, 0, 36, -1, 42, 43, 0, negative
44, 0, 86, 0, 42, -17, 43, 45, 2, negative
46, 0, 78, 0, 46, 1, 32, 32, 0, negative
42, 4, 77, 0, 42, 0, 35, 36, 2, negative
44, 5, 80, 0, 44, 1, 36, 36, 0, negative
37, 0, 80, 0, 18, 7, 43, 62, 18, negative
43, 0, 86, -8, 44, 15, 42, 42, 0, negative
51, 0, 78, 0, 52, 5, 27, 26, 0, negative
44, 2, 81, 0, 44, 8, 37, 37, 0, negative
53, 4, 84, 0, 52, -16, 32, 33, 2, negative
49, 1, 83, 0, 50, 1, 33, 33, 0, negative
37, 0, 102, 0, 28, 0, 65, 73, 8, negative
49, -1, 80, 0, 50, 0, 31, 31, 0, negative
62, -1, 108, 1, 60, 0, 46, 49, 2, negative
49, 2, 78, 0, 50, 22, 29, 29, 0, negative
37, 0, 106, 3, 30, 0, 69, 75, 6, negative
37, 0, 83, 0, 34, -7, 46, 49, 2, negative
42, 0, 79, 5, 42, 0, 37, 38, 2, negative
50, -1, 90, 2, 50, 0, 39, 41, 2, negative
41, 0, 79, 8, 38, -18, 38, 40, 2, negative
37, 0, 78, 0, 18, 19, 41, 60, 18, negative
42, -5, 77, 0, 42, 0, 35, 36, 2, negative
37, 0, 96, 0, 34, 15, 59, 62, 4, negative
45, 0, 81, 0, 46, 17, 35, 34, 0, negative
37, 0, 97, 0, 34, -27, 59, 63, 4, negative
49, 5, 78, 0, 46, -1, 29, 32, 2, negative
43, 0, 80, 0, 44, 21, 37, 36, 0, negative
51, 0, 86, -4, 50, -8, 36, 37, 2, negative
56, -1, 81, 2, 54, -11, 25, 26, 2, negative
37, 0, 82, 0, 36, 19, 45, 46, 2, negative
50, 2, 81, -1, 50, 0, 31, 32, 0, negative
41, 0, 79, -5, 42, 27, 38, 37, 0, negative
48, 0, 82, 2, 46, 0, 34, 35, 2, negative
38, 0, 96, 0, 36, -24, 58, 60, 2, negative
44, 4, 79, 0, 44, 11, 35, 35, 0, negative
51, 0, 86, 0, 52, 27, 36, 35, 0, negative
53, -1, 82, 0, 54, 5, 29, 28, 0, negative
46, 0, 83, 0, 46, 2, 37, 37, 0, negative
49, 5, 87, 0, 50, 30, 38, 38, 0, negative
42, 0, 77, -6, 42, 0, 35, 35, 0, negative
44, 0, 77, 0, 42, -22, 34, 36, 2, negative
37, -5, 109, 0, 36, -21, 72, 73, 2, negative
37, 0, 76, 0, 34, 6, 39, 43, 4, negative
37, 0, 95, 6, 10, 0, 58, 85, 28, negative
45, 1, 85, 5, 44, 0, 40, 41, 2, negative
37, 0, 79, 0, 8, -18, 42, 71, 30, negative
37, 0, 79, 0, 36, 6, 41, 43, 2, negative
55, 2, 86, 0, 54, 0, 32, 32, 0, negative
37, 0, 92, 0, 26, 25, 55, 66, 12, negative
41, 0, 86, -7, 42, 26, 45, 44, 0, negative
37, 0, 79, 0, 6, -30, 42, 74, 32, negative
44, -1, 82, 0, 44, 2, 38, 38, 0, negative
37, 0, 105, 6, 24, 29, 68, 82, 14, negative
37, 0, 79, 0, 28, -9, 42, 50, 8, negative
43, -2, 77, 0, 44, 18, 34, 34, 0, negative
47, 0, 79, 0, 46, 0, 32, 33, 0, negative
37, -4, 90, 0, 20, 0, 53, 69, 16, negative
37, 3, 77, 0, 36, 15, 40, 41, 0, negative
37, -2, 77, 0, 36, -24, 40, 41, 2, negative
49, 4, 78, 0, 50, 21, 29, 29, 0, negative
45, -4, 86, 0, 44, -17, 41, 42, 2, negative
40, 1, 81, 0, 38, 0, 40, 42, 2, negative
37, 0, 80, 0, 12, 4, 43, 67, 24, negative
49, 0, 107, 0, 46, -3, 58, 60, 2, negative
41, 0, 77, 0, 38, -15, 37, 39, 2, negative
37, 0, 76, 0, 34, 30, 39, 42, 2, negative
37, 0, 76, -1, 20, -2, 39, 55, 16, negative
49, -3, 89, 0, 50, 0, 40, 40, 0, negative
41, 0, 78, 0, 38, -18, 37, 39, 2, negative
37, 0, 77, -1, 20, 0, 40, 56, 16, negative
49, 0, 79, 0, 46, -2, 30, 32, 2, negative
43, 5, 76, 0, 42, 0, 32, 34, 2, negative
51, 0, 87, 0, 50, -9, 36, 38, 2, negative
41, 0, 86, 0, 38, -21, 46, 48, 2, negative
42, 0, 79, -4, 42, 0, 37, 38, 0, negative
37, -5, 81, 7, 36, 0, 44, 44, 0, negative
37, 0, 78, 0, 34, -1, 41, 45, 4, negative
42, 0, 76, -3, 42, -5, 34, 35, 2, negative
41, 0, 88, -4, 42, 19, 48, 47, 0, negative
55, 0, 87, 0, 54, -4, 32, 33, 2, negative
53, 0, 79, 0, 54, 11, 26, 24, 0, negative
37, 0, 77, 0, 16, 12, 40, 61, 22, negative
37, 0, 106, 0, 26, 11, 68, 80, 12, negative
46, 0, 83, 2, 46, 0, 37, 36, 0, negative
55, -4, 78, 0, 56, 30, 23, 21, 0, negative
51, -2, 82, 0, 52, 23, 31, 30, 0, negative
41, 0, 84, 2, 38, -9, 43, 45, 2, negative
37, 5, 108, 0, 36, 0, 71, 72, 0, negative
39, 16, 77, 0, 28, 0, 37, 48, 12, negative
56, 0, 87, 0, 56, 14, 31, 30, 0, negative
37, 0, 105, 0, 24, 18, 68, 82, 14, negative
102, -4, 104, 0, 70, 0, 1, 34, 32, positive
102, 0, 103, 0, 70, -25, 1, 33, 32, positive
81, 0, 84, 0, -20, 24, 4, 105, 102, positive
80, 1, 84, 0, -36, 0, 4, 121, 116, positive
101, 0, 102, 0, 72, 38, 1, 30, 28, positive
84, 0, 88, 0, -2, -19, 3, 90, 88, positive
101, 0, 102, 0, 72, 15, 1, 29, 28, positive
85, 0, 88, 4, 6, 0, 3, 83, 80, positive
102, 2, 102, 0, 70, -5, 1, 33, 32, positive
105, 0, 106, 8, 70, 0, 2, 36, 34, positive
79, -1, 83, 0, -40, 0, 4, 125, 120, positive
102, 0, 103, 0, 72, 13, 1, 31, 30, positive
85, 0, 88, 0, 2, 17, 3, 86, 82, positive
106, 0, 107, -1, 72, 3, 1, 35, 34, positive
76, 0, 80, -7, -42, -11, 4, 124, 120, positive
80, 1, 84, 0, -28, -6, 4, 112, 108, positive
85, 0, 88, 0, 0, -17, 3, 88, 86, positive
80, 0, 85, 5, -40, 8, 5, 126, 122, positive
80, 0, 84, 1, -28, 0, 4, 112, 108, positive
81, 1, 86, 0, -40, 5, 4, 127, 122, positive
78, 1, 82, 1, -40, 7, 4, 123, 120, positive
103, 5, 104, -1, 70, -2, 1, 35, 34, positive
85, 0, 88, 0, 2, -17, 3, 86, 82, positive
81, 0, 86, 0, -40, 2, 4, 127, 122, positive
104, 0, 105, 0, 70, 0, 1, 35, 34, positive
