@relation shuttle-c0-vs-c4
@attribute A1 integer [36, 123]
@attribute A2 integer [-908, 1409]
@attribute A3 integer [74, 113]
@attribute A4 integer [-587, 2565]
@attribute A5 integer [-46, 436]
@attribute A6 integer [-898, 6339]
@attribute A7 integer [-18, 72]
@attribute A8 integer [-353, 130]
@attribute A9 integer [-356, 126]
@attribute Class {positive, negative}
@input A1,A2,A3,A4,A5,A6,A7,A8,A9
@output Class
@data
45, 0, 81, 0, 46, 27, 36, 35, 0, negative
55, 0, 88, -2, 54, 0, 34, 34, 0, negative
46, 1, 81, 0, 44, -23, 35, 37, 2, negative
37, 0, 74, 0, 34, 10, 37, 41, 4, negative
49, -2, 78, 0, 50, 12, 29, 29, 0, negative
37, 0, 106, 0, 34, -7, 69, 72, 4, negative
42, 4, 78, -3, 42, 0, 36, 37, 2, negative
36, 0, 80, 0, 36, 0, 44, 44, 0, negative
46, 0, 109, 0, 46, 0, 63, 63, 0, negative
51, 0, 85, 0, 50, -28, 34, 36, 2, negative
49, -4, 100, -2, 50, 2, 52, 51, 0, negative
39, 2, 77, 0, 38, 0, 37, 38, 0, negative
49, 0, 79, 0, 50, 30, 30, 30, 0, negative
44, -21, 88, 0, 44, 0, 44, 44, 0, negative
37, 0, 90, 9, 6, 0, 53, 85, 32, negative
53, 0, 86, 0, 52, -6, 33, 35, 2, negative
43, 0, 89, 0, 42, -2, 46, 48, 2, negative
50, -3, 77, 0, 50, 0, 28, 28, 0, negative
46, 4, 77, 0, 44, -8, 32, 34, 2, negative
50, 3, 84, 0, 50, 0, 34, 35, 2, negative
37, 0, 77, -7, 34, 0, 40, 43, 2, negative
46, 0, 77, 6, 46, 0, 31, 31, 0, negative
46, 4, 93, 0, 46, 0, 47, 47, 0, negative
44, 0, 76, -2, 44, 7, 32, 32, 0, negative
37, -1, 80, 5, 24, 0, 43, 57, 14, negative
50, 3, 84, 0, 50, 0, 35, 35, 0, negative
36, 0, 80, -1, 36, 0, 44, 44, 0, negative
37, 0, 79, 0, 36, -7, 41, 43, 2, negative
53, 0, 81, 0, 54, 1, 27, 26, 0, negative
37, 0, 79, 0, 10, -23, 42, 68, 26, negative
44, 0, 80, 4, 44, 3, 36, 36, 0, negative
44, 1, 78, 0, 42, -30, 34, 37, 2, negative
37, 0, 78, 0, 16, 4, 42, 63, 22, negative
37, 0, 82, 0, 34, 23, 45, 48, 2, negative
37, 0, 80, 0, 10, 23, 43, 70, 26, negative
44, -1, 81, 1, 44, 6, 37, 37, 0, negative
45, -2, 87, 0, 44, -3, 42, 43, 2, negative
41, -2, 83, 0, 42, 6, 42, 41, 0, negative
37, -3, 77, 0, -2, 0, 40, 79, 40, negative
46, -1, 77, 0, 46, 11, 32, 31, 0, negative
43, 0, 87, 0, 44, 21, 44, 43, 0, negative
37, 0, 76, 0, 20, 26, 40, 55, 16, negative
37, 0, 79, 0, 6, 5, 42, 74, 32, negative
51, 0, 109, 0, 52, 19, 58, 58, 0, negative
41, 0, 79, -3, 42, 18, 38, 37, 0, negative
43, 0, 79, 0, 44, 26, 35, 35, 0, negative
45, 1, 88, 0, 44, 201, 42, 44, 2, negative
47, 0, 81, 3, 46, 0, 34, 34, 0, negative
37, 0, 76, 5, 24, 0, 40, 53, 14, negative
54, 0, 82, 1, 54, 0, 28, 28, 0, negative
37, 0, 80, 0, 10, 28, 43, 70, 26, negative
51, -5, 81, 0, 52, 0, 29, 29, 0, negative
53, 0, 86, 0, 52, -9, 33, 34, 2, negative
37, 0, 100, 0, 36, -10, 63, 64, 2, negative
54, -5, 81, 5, 54, 0, 27, 27, 0, negative
49, -4, 101, 1, 50, 9, 52, 52, 0, negative
37, 0, 77, -6, 26, 12, 40, 51, 10, negative
37, 0, 79, 0, 36, 11, 43, 43, 0, negative
46, -3, 107, 0, 46, 0, 61, 60, 0, negative
40, -5, 81, 2, 38, 0, 41, 42, 2, negative
43, -5, 109, 0, 42, 0, 66, 67, 2, negative
58, -5, 82, 0, 56, 0, 24, 25, 0, negative
53, 1, 79, 0, 54, 14, 26, 24, 0, negative
36, -5, 76, 0, 36, 0, 40, 40, 0, negative
55, 0, 86, 0, 54, -16, 30, 32, 2, negative
37, 0, 77, 0, 24, 16, 40, 54, 14, negative
37, 0, 78, 0, 8, -16, 42, 70, 28, negative
43, 0, 86, 3, 42, -6, 43, 45, 2, negative
52, 0, 83, 0, 52, -10, 30, 31, 0, negative
37, 0, 76, 2565, 20, 0, 40, 55, 16, negative
43, 0, 95, 0, 44, 22, 52, 51, 0, negative
37, 0, 82, 0, 36, 7, 45, 46, 0, negative
49, 3, 78, 0, 50, 7, 29, 29, 0, negative
53, 0, 86, -1, 52, -24, 33, 34, 2, negative
56, -4, 96, 0, 56, 4, 40, 39, 0, negative
42, 0, 78, -2, 42, 0, 37, 37, 0, negative
37, 0, 76, 0, 36, 0, 39, 40, 0, negative
41, 0, 81, 0, 38, -14, 40, 42, 2, negative
48, 2, 83, -1, 46, 0, 34, 36, 2, negative
37, 0, 79, 5, 30, -17, 42, 48, 6, negative
43, 0, 81, -1, 44, 27, 37, 37, 0, negative
40, 0, 87, 1, 38, 0, 47, 48, 2, negative
45, 1, 84, 0, 44, -6, 39, 41, 2, negative
41, 0, 82, 0, 42, 31, 41, 41, 0, negative
37, 0, 106, 0, 24, 9, 69, 82, 14, negative
44, 2, 102, 0, 42, -18, 59, 61, 2, negative
37, 0, 78, 0, 0, -3, 42, 78, 36, negative
43, 0, 81, 0, 44, 17, 37, 37, 0, negative
58, 0, 80, -6, 56, 0, 22, 23, 0, negative
37, 0, 80, 0, 18, 6, 43, 62, 18, negative
50, 0, 78, -1, 50, 0, 28, 29, 0, negative
37, 0, 76, 0, 36, 2, 39, 39, 0, negative
37, 0, 105, 0, 16, -12, 68, 89, 22, negative
37, 0, 77, 5, 36, 8, 40, 41, 0, negative
38, 0, 86, -1, 38, 0, 48, 47, 0, negative
37, 0, 78, 0, 12, -6, 42, 65, 24, negative
43, -1, 81, 3, 44, 28, 38, 37, 0, negative
42, 0, 86, 5, 42, 0, 44, 44, 0, negative
42, -2, 87, 0, 42, 0, 45, 46, 0, negative
44, 0, 80, 0, 42, -19, 36, 39, 2, negative
37, 0, 82, -3, -2, 0, 45, 85, 40, negative
44, 0, 86, 1, 42, -23, 43, 45, 2, negative
51, 0, 88, 3, 52, 4, 36, 36, 0, negative
37, 0, 83, 0, 34, 2, 46, 50, 4, negative
46, -1, 88, -6, 46, -5, 41, 41, 0, negative
37, 0, 104, -4, 20, 0, 67, 83, 16, negative
53, 0, 88, 0, 52, -13, 35, 36, 2, negative
39, 1, 81, 0, 38, 0, 43, 43, 0, negative
37, 0, 80, -7, 34, -4, 43, 46, 2, negative
51, 0, 83, 4, 50, -2, 32, 33, 2, negative
53, -1, 79, 0, 52, -5, 26, 27, 2, negative
41, 0, 76, 0, 38, -5, 35, 37, 2, negative
43, 0, 77, 7, 42, -7, 34, 35, 2, negative
37, 0, 77, 0, 34, 19, 40, 44, 4, negative
56, 0, 81, 0, 56, 15, 25, 24, 0, negative
53, 1, 86, 0, 52, -16, 33, 34, 2, negative
43, 0, 81, 5, 42, 0, 38, 40, 2, negative
37, 0, 93, 0, 10, -6, 56, 83, 28, negative
38, 2, 79, 0, 38, 20, 41, 40, 0, negative
56, 0, 97, 2, 54, 0, 41, 43, 2, negative
37, 3, 76, 6, 34, 0, 39, 43, 4, negative
53, 0, 87, 3, 52, -5, 34, 35, 2, negative
37, 0, 76, -4, 36, 0, 39, 40, 0, negative
37, 5, 75, 0, 36, 0, 38, 39, 0, negative
39, 0, 77, 3, 38, 0, 38, 39, 0, negative
43, -1, 77, 0, 42, -15, 34, 35, 2, negative
45, -1, 86, 0, 44, -8, 41, 42, 2, negative
46, -4, 81, 0, 46, 0, 34, 34, 0, negative
45, 0, 80, 0, 44, -13, 35, 36, 2, negative
42, -1, 83, 0, 42, 0, 42, 42, 0, negative
44, -2, 108, 0, 44, 0, 63, 64, 0, negative
51, 2, 83, -1, 50, -1, 32, 33, 2, negative
37, 0, 107, 0, 36, 0, 69, 71, 2, negative
53, -2, 80, -2, 54, -3, 27, 26, 0, negative
44, 2, 108, -1, 44, 7, 64, 64, 0, negative
45, 0, 76, 0, 46, 8, 30, 29, 0, negative
45, 0, 82, -5, 44, 0, 37, 38, 0, negative
49, 3, 82, 0, 50, 25, 33, 33, 0, negative
52, -1, 88, 0, 52, -6, 35, 36, 0, negative
41, -5, 77, 8, 38, -20, 36, 38, 2, negative
37, 0, 75, 0, 26, 16, 38, 49, 12, negative
48, -1, 76, -1, 46, -1, 28, 30, 2, negative
37, -2, 77, 1, 0, 4, 40, 77, 36, negative
37, 0, 77, 0, 38, 31, 39, 38, 0, negative
53, 0, 83, 5, 54, 4, 30, 29, 0, negative
47, 0, 81, 2, 46, 0, 33, 34, 0, negative
37, 0, 82, 0, 36, 22, 45, 46, 2, negative
43, 0, 81, 4, 44, 28, 37, 37, 0, negative
37, 0, 95, -5, 16, 5, 58, 79, 22, negative
56, 2, 91, 0, 56, 16, 35, 34, 0, negative
46, 0, 77, 6, 46, 2, 32, 31, 0, negative
37, 0, 91, 0, 18, 7, 53, 73, 20, negative
42, -3, 79, 0, 42, 0, 37, 38, 2, negative
37, 0, 98, 0, 28, -4, 61, 70, 8, negative
47, 0, 88, 4, 46, 0, 41, 41, 0, negative
37, 2, 77, 0, -22, 1, 41, 101, 60, negative
37, 0, 77, 0, 8, 17, 40, 69, 28, negative
45, 0, 87, 6, 46, 15, 42, 41, 0, negative
38, 0, 106, 0, 38, 0, 68, 67, 0, negative
51, 1, 102, 0, 50, 0, 51, 53, 2, negative
45, 0, 81, 0, 44, -23, 35, 37, 2, negative
38, 0, 77, 0, 38, 9, 39, 38, 0, negative
46, 0, 84, -2, 46, -3, 38, 37, 0, negative
40, -2, 86, 0, 38, 0, 46, 47, 2, negative
37, 0, 93, 0, 16, 7, 55, 77, 22, negative
46, -4, 78, -1, 46, 0, 32, 32, 0, negative
61, 0, 111, 0, 60, -8, 50, 52, 2, negative
52, 0, 78, -1, 52, 0, 26, 26, 0, negative
37, 0, 108, 2, 34, -30, 71, 75, 4, negative
37, 0, 84, 0, 30, 10, 47, 53, 6, negative
38, 0, 107, 3, 38, 0, 69, 68, 0, negative
37, 0, 106, 0, 26, -30, 69, 80, 12, negative
56, 2, 82, 0, 54, -12, 26, 28, 2, negative
49, -1, 106, 0, 50, 0, 57, 57, 0, negative
50, 4, 81, -4, 50, 0, 31, 32, 0, negative
49, 0, 82, 0, 50, 27, 33, 33, 0, negative
37, 0, 76, 1, 34, 2, 40, 43, 2, negative
37, 0, 77, 6, 34, -16, 40, 43, 2, negative
44, 2, 79, 0, 42, -18, 35, 37, 2, negative
37, 0, 79, -2, 8, 0, 43, 72, 28, negative
38, 1, 79, 0, 38, 15, 42, 41, 0, negative
40, 4, 77, 0, 38, 0, 38, 39, 2, negative
49, 0, 106, -5, 50, 19, 58, 57, 0, negative
36, -3, 77, 0, 36, 0, 41, 41, 0, negative
45, 5, 88, 0, 44, 0, 43, 44, 0, negative
45, -1, 81, -3, 46, 17, 36, 35, 0, negative
37, 0, 79, 0, 0, 2, 42, 79, 36, negative
41, 1, 86, 0, 42, 9, 45, 44, 0, negative
37, 0, 77, 2, -18, 0, 41, 96, 54, negative
37, 1, 81, 8, 24, 0, 43, 57, 14, negative
37, -1, 83, -3, 26, -37, 46, 57, 12, negative
56, 0, 79, 0, 56, 4, 22, 22, 0, negative
37, -3, 76, 0, 38, 6, 38, 37, 0, negative
43, 1, 75, -3, 42, 0, 32, 34, 2, negative
53, 0, 83, 8, 54, 12, 30, 29, 0, negative
42, 0, 78, 0, 42, 0, 36, 37, 0, negative
37, 0, 97, 1, 30, 0, 60, 66, 6, negative
49, 2, 84, 0, 50, 10, 35, 35, 0, negative
37, 0, 104, 0, 34, 5, 67, 71, 4, negative
37, 0, 78, 0, 16, 24, 41, 63, 22, negative
40, 0, 86, 0, 42, 31, 46, 45, 0, negative
45, 0, 84, 1, 44, 0, 39, 40, 2, negative
45, 2, 93, -3, 44, 0, 48, 49, 0, negative
44, 0, 83, 0, 44, 17, 39, 39, 0, negative
45, 0, 83, 0, 46, 10, 37, 36, 0, negative
44, 0, 78, 0, 44, 4, 34, 34, 0, negative
37, 0, 77, -5, 16, 0, 40, 62, 22, negative
45, 3, 86, 1, 44, 0, 42, 42, 0, negative
45, 2, 80, 5, 44, 0, 35, 36, 0, negative
43, 0, 83, 1, 44, 25, 40, 39, 0, negative
49, -1, 79, 0, 46, -11, 31, 33, 2, negative
44, 0, 83, 0, 42, -14, 40, 42, 2, negative
37, -7, 77, 0, 20, 0, 40, 56, 16, negative
44, 3, 81, 0, 44, 15, 37, 37, 0, negative
40, 5, 106, 0, 38, 0, 65, 67, 2, negative
43, -2, 89, 0, 42, 0, 46, 48, 2, negative
37, 0, 79, 0, 10, -22, 43, 69, 26, negative
52, -1, 86, 0, 52, 0, 34, 35, 0, negative
43, 0, 83, 0, 42, -1, 40, 42, 2, negative
46, 1, 82, 0, 46, 15, 36, 35, 0, negative
37, 0, 93, 0, 30, 3, 56, 62, 6, negative
39, 1, 85, -7, 38, 0, 46, 46, 0, negative
51, -1, 79, 0, 50, -7, 28, 30, 2, negative
44, -2, 83, 4, 44, 0, 38, 39, 0, negative
37, 0, 76, -3, 20, -6, 40, 55, 16, negative
42, 0, 77, -12, 42, 0, 35, 36, 2, negative
37, 0, 80, 0, 16, -3, 43, 65, 22, negative
37, 0, 108, 0, 34, -20, 71, 75, 4, negative
42, 5, 79, 6, 42, 0, 36, 37, 2, negative
37, 3, 75, 0, 28, 0, 38, 46, 8, negative
49, -2, 88, 0, 50, 3, 40, 39, 0, negative
49, -1, 88, 0, 50, 7, 39, 39, 0, negative
49, 2, 82, 0, 50, 5, 33, 33, 0, negative
37, 0, 103, 0, 34, 22, 66, 69, 4, negative
37, 0, 108, -3, 30, 0, 71, 77, 6, negative
37, 0, 80, -1, 12, -3, 43, 67, 24, negative
49, 0, 83, 0, 50, 6, 34, 33, 0, negative
49, 0, 87, 0, 46, 0, 38, 41, 2, negative
49, 0, 85, 0, 46, -30, 36, 39, 2, negative
41, 0, 82, 0, 38, -16, 41, 43, 2, negative
37, 0, 76, 0, 34, -11, 40, 43, 2, negative
37, 2, 104, 0, 24, 1, 66, 80, 14, negative
44, 0, 77, 0, 44, 19, 33, 33, 0, negative
44, 0, 83, -2, 44, 2, 39, 39, 0, negative
37, -3, 77, 0, 36, -28, 39, 41, 2, negative
45, 0, 83, 0, 44, -3, 37, 39, 2, negative
43, 0, 86, 5, 42, 0, 43, 45, 2, negative
44, 1, 82, 0, 42, -14, 38, 41, 2, negative
47, -5, 108, 0, 46, 0, 62, 62, 0, negative
43, -1, 76, 0, 42, -19, 33, 35, 2, negative
37, 0, 77, -2, 38, 20, 39, 38, 0, negative
42, 0, 85, -5, 42, 0, 43, 44, 2, negative
39, -4, 79, 0, 38, 0, 39, 40, 0, negative
53, 0, 85, 0, 52, -12, 32, 33, 2, negative
44, -16, 88, 0, 44, 0, 44, 44, 0, negative
44, -2, 79, -5, 44, 8, 36, 35, 0, negative
37, 1, 76, 0, 30, 0, 39, 45, 6, negative
37, 0, 80, 6, 8, 0, 43, 72, 28, negative
41, 0, 97, 0, 38, -7, 56, 58, 2, negative
41, -2, 86, 0, 38, -22, 46, 48, 2, negative
37, 0, 105, -3, 18, 0, 68, 87, 18, negative
45, -3, 87, 0, 44, -4, 42, 43, 2, negative
55, 0, 96, 0, 54, 6, 41, 42, 2, negative
55, 0, 108, -5, 54, 0, 52, 53, 0, negative
44, 1, 77, 0, 42, -24, 33, 35, 2, negative
49, 1, 86, 0, 46, -1, 38, 40, 2, negative
45, 3, 88, 0, 44, 0, 43, 44, 0, negative
37, 0, 77, 0, -24, -8, 41, 103, 62, negative
49, 0, 88, 1, 46, -26, 39, 41, 2, negative
37, 0, 77, 0, 36, -10, 39, 41, 2, negative
43, 0, 88, 0, 44, 23, 45, 44, 0, negative
38, 0, 92, 0, 24, 17, 54, 69, 14, negative
64, 0, 113, 0, 64, 11, 48, 48, 0, negative
39, 0, 81, -1, 38, -1, 43, 43, 0, negative
41, 3, 84, 0, 38, 0, 44, 46, 2, negative
37, 0, 79, -1, 26, 9, 43, 54, 10, negative
38, 0, 78, 0, 38, 6, 40, 39, 0, negative
37, 0, 76, 0, 30, 27, 39, 45, 6, negative
47, 0, 106, 0, 46, 0, 60, 60, 0, negative
48, 5, 83, 8, 46, 0, 35, 37, 2, negative
54, 2, 83, 0, 54, 0, 28, 28, 0, negative
37, 0, 75, -3, 24, 0, 38, 52, 14, negative
54, 0, 81, -1, 54, 0, 27, 27, 0, negative
37, 0, 75, 0, 18, -4, 38, 57, 18, negative
41, 0, 79, -3, 38, -22, 38, 40, 2, negative
48, 5, 86, 0, 46, 0, 39, 40, 2, negative
39, 2, 75, 0, 38, 0, 35, 36, 0, negative
46, 2, 83, 0, 44, -25, 37, 39, 2, negative
37, 0, 75, 0, 28, -7, 38, 46, 8, negative
49, 4, 85, 0, 50, 5, 36, 36, 0, negative
39, -5, 81, 0, 38, 0, 43, 43, 0, negative
53, 0, 81, 0, 54, 8, 28, 27, 0, negative
37, 0, 76, -6, 36, 4, 40, 40, 0, negative
43, 0, 76, 0, 42, -9, 32, 34, 2, negative
51, -4, 78, 0, 52, 0, 27, 26, 0, negative
53, 2, 88, 0, 52, -12, 35, 36, 2, negative
37, 0, 78, 0, -6, -26, 42, 86, 44, negative
43, -2, 86, -5, 44, 21, 42, 42, 0, negative
41, 0, 76, 0, 38, -26, 35, 37, 2, negative
37, 0, 79, 0, 36, 24, 41, 43, 2, negative
45, 0, 81, 0, 44, -1, 36, 37, 0, negative
42, 1, 88, 0, 42, 0, 47, 47, 0, negative
53, 0, 87, 0, 52, -16, 34, 35, 2, negative
42, 0, 82, 0, 42, 0, 40, 41, 0, negative
44, 1, 87, 0, 44, 16, 43, 43, 0, negative
46, 0, 83, 0, 46, 13, 37, 36, 0, negative
53, 0, 81, 0, 52, -21, 28, 30, 2, negative
46, 0, 86, -4, 46, 0, 40, 40, 0, negative
41, 0, 81, -2, 42, -4, 40, 40, 0, negative
39, 0, 78, 0, 38, 0, 39, 39, 0, negative
37, 2, 76, 0, 34, 0, 39, 43, 4, negative
56, -5, 87, 0, 56, 0, 31, 30, 0, negative
45, 0, 84, 0, 44, -6, 40, 41, 2, negative
64, 3, 113, 0, 64, 22, 48, 48, 0, negative
106, 0, 108, -3, 70, -4, 1, 38, 36, positive
79, 0, 83, 0, -46, -29, 4, 130, 126, positive
83, 0, 87, 0, -40, 0, 4, 128, 124, positive
108, 0, 108, -6, 72, 7, 1, 36, 36, positive
105, -5, 106, -7, 70, 0, 1, 36, 34, positive
106, 2, 108, 8, 70, -30, 2, 38, 36, positive
76, 3, 80, 0, -40, 0, 4, 121, 118, positive
102, 0, 103, 3, 72, 25, 1, 31, 30, positive
84, 0, 87, -6, 0, 2, 3, 87, 84, positive
107, 4, 108, -1, 70, -1, 1, 38, 36, positive
82, 0, 86, 0, -10, 0, 4, 96, 92, positive
84, 1, 87, 0, -2, 0, 3, 90, 86, positive
82, 1, 86, 3, -40, 5, 5, 128, 124, positive
85, -1, 88, 0, 2, -8, 3, 86, 82, positive
123, 1409, 105, 1, 36, -5, -18, 69, 86, positive
82, 0, 85, 0, -6, 17, 3, 93, 90, positive
107, -1, 108, -1, 72, 16, 1, 36, 34, positive
81, 5, 84, 0, -20, 0, 4, 105, 102, positive
107, 0, 108, 7, 70, 0, 1, 38, 36, positive
84, 0, 88, 0, 0, 18, 3, 88, 84, positive
79, -1, 83, -2, -40, 3, 4, 124, 120, positive
74, 8, 78, 10, -42, -2, 4, 122, 118, positive
104, 5, 105, 5, 70, 0, 1, 35, 34, positive
83, 2, 86, 0, -2, 0, 3, 88, 86, positive
