@relation shuttle-c0-vs-c4
@attribute A1 integer [36, 123]
@attribute A2 integer [-908, 1409]
@attribute A3 integer [74, 113]
@attribute A4 integer [-587, 2565]
@attribute A5 integer [-46, 436]
@attribute A6 integer [-898, 6339]
@attribute A7 integer [-18, 72]
@attribute A8 integer [-353, 130]
@attribute A9 integer [-356, 126]
@attribute Class {positive, negative}
@input A1,A2,A3,A4,A5,A6,A7,A8,A9
@output Class
@data
41, -3, 79, 0, 42, 0, 38, 38, 0, negative
48, -1, 84, 0, 46, -3, 36, 38, 2, negative
43, 1, 79, 0, 42, 0, 37, 38, 2, negative
46, 0, 88, -4, 46, 16, 43, 42, 0, negative
45, 0, 81, -3, 44, 0, 36, 37, 2, negative
45, 4, 108, 0, 44, 0, 63, 64, 2, negative
44, 0, 87, 0, 44, 1, 43, 43, 0, negative
52, 4, 86, 0, 52, 0, 34, 34, 0, negative
47, -1, 84, 0, 46, 0, 37, 38, 0, negative
49, 0, 107, 0, 50, 19, 58, 58, 0, negative
51, 0, 84, 0, 52, 2, 33, 32, 0, negative
47, -908, 86, -1, 46, 0, 39, 39, 0, negative
44, 2, 86, 0, 44, 5, 42, 42, 0, negative
37, 0, 93, 0, 16, 21, 55, 77, 22, negative
41, 0, 78, 0, 42, 17, 37, 37, 0, negative
40, -4, 81, 0, 38, 0, 41, 43, 2, negative
42, 0, 86, 3, 42, 0, 44, 44, 0, negative
67, 4, 112, 0, 68, 2, 45, 45, 0, negative
52, 1, 87, -6, 52, 0, 35, 35, 0, negative
37, 0, 104, -1, 28, 1, 67, 76, 8, negative
56, -1, 92, 0, 56, 0, 36, 35, 0, negative
53, -1, 87, 0, 52, -21, 34, 35, 2, negative
56, 0, 86, 0, 56, 12, 31, 30, 0, negative
53, 3, 81, 0, 54, 24, 28, 26, 0, negative
45, 0, 78, -5, 44, -21, 33, 34, 2, negative
44, 0, 84, 0, 42, -16, 40, 43, 2, negative
37, -1, 76, 0, 20, -1, 39, 55, 16, negative
46, 0, 77, 0, 44, -19, 32, 34, 2, negative
37, 5, 76, 0, 36, 1, 39, 39, 0, negative
38, 0, 102, 0, 34, -8, 65, 69, 4, negative
55, 1, 88, 1, 54, 0, 32, 33, 2, negative
40, 0, 89, 0, 38, 0, 49, 50, 2, negative
53, 3, 81, 0, 52, -4, 28, 30, 2, negative
37, 0, 79, 0, 10, -21, 42, 68, 26, negative
44, -1, 85, 1, 44, 0, 41, 41, 0, negative
42, 0, 77, -1, 42, 0, 35, 36, 0, negative
48, 0, 88, 3, 50, 31, 40, 39, 0, negative
37, 0, 95, 0, 18, 24, 58, 77, 18, negative
41, 0, 81, 0, 38, -19, 41, 43, 2, negative
45, -2, 81, 0, 46, 11, 35, 34, 0, negative
46, -4, 86, 0, 46, 0, 41, 40, 0, negative
37, 0, 95, 0, 16, 0, 58, 79, 22, negative
37, 0, 103, 0, 30, -6, 66, 72, 6, negative
37, 0, 79, 0, 10, -10, 42, 68, 26, negative
45, 0, 78, -4, 46, 20, 33, 32, 0, negative
37, 0, 106, 14, 28, 0, 69, 78, 8, negative
37, 0, 77, 0, 0, -5, 40, 77, 36, negative
37, 0, 79, 0, 30, 11, 43, 48, 6, negative
37, 0, 104, 0, 20, -22, 67, 84, 16, negative
37, 0, 77, 3, 36, 3, 41, 41, 0, negative
45, 2, 87, 6, 44, 0, 42, 43, 2, negative
49, 0, 80, 0, 50, 28, 31, 31, 0, negative
47, 5, 78, -2, 46, 0, 31, 32, 0, negative
37, 0, 77, -1, 34, -3, 40, 43, 4, negative
37, 0, 76, 3, 36, 0, 40, 40, 0, negative
37, 0, 81, -4, 36, 0, 44, 44, 0, negative
37, 0, 80, 0, 12, 2, 43, 67, 24, negative
46, 0, 83, -7, 46, 0, 37, 37, 0, negative
46, 0, 85, 0, 46, 14, 39, 39, 0, negative
45, 0, 77, 0, 46, 21, 31, 30, 0, negative
51, 0, 82, 3, 52, 16, 31, 30, 0, negative
39, 1, 93, -3, 38, 0, 54, 55, 0, negative
41, 0, 78, -1, 42, -1, 37, 37, 0, negative
36, 0, 83, 2, 36, 0, 46, 46, 0, negative
38, 0, 90, 0, 8, 2, 52, 82, 30, negative
44, 0, 76, 0, 44, 0, 31, 32, 0, negative
49, 0, 82, 0, 50, 7, 33, 33, 0, negative
41, -5, 76, 0, 38, -15, 35, 37, 2, negative
49, 5, 90, 0, 50, 2, 41, 41, 0, negative
37, 0, 81, 0, 38, 21, 44, 43, 0, negative
37, 0, 80, 0, 12, 3, 43, 67, 24, negative
50, -5, 86, 0, 50, 0, 37, 37, 0, negative
38, 0, 105, -3, 38, 0, 67, 66, 0, negative
41, 0, 84, 0, 42, 18, 44, 43, 0, negative
57, -3, 86, -1, 56, 0, 29, 29, 0, negative
41, 0, 89, 0, 38, -11, 48, 50, 2, negative
43, 2, 76, 0, 42, -1, 33, 35, 2, negative
55, 1, 93, 5, 54, 0, 38, 39, 2, negative
54, -3, 80, 0, 54, 0, 26, 26, 0, negative
59, 0, 86, -1, 60, 21, 28, 27, 0, negative
44, 2, 86, 0, 44, 2, 42, 42, 0, negative
45, 1, 81, 0, 44, 0, 36, 37, 0, negative
37, 0, 76, 0, 18, -11, 40, 58, 18, negative
46, 0, 79, 1, 46, 0, 33, 33, 0, negative
45, -1, 77, 0, 46, 8, 32, 31, 0, negative
42, 0, 102, 0, 42, 0, 60, 60, 0, negative
45, -1, 93, 0, 46, 13, 48, 47, 0, negative
37, 0, 79, 0, 36, -9, 41, 43, 2, negative
37, 0, 81, 0, 28, -7, 45, 53, 8, negative
47, 1, 79, 0, 46, 0, 32, 33, 0, negative
48, -3, 100, 0, 46, -1, 52, 54, 2, negative
37, 0, 83, -1, 10, 0, 46, 72, 26, negative
44, 2, 83, 0, 44, 0, 39, 39, 0, negative
49, 0, 81, 0, 50, 14, 33, 32, 0, negative
37, 0, 104, 0, 20, -14, 67, 84, 16, negative
41, 0, 89, 0, 42, 20, 48, 48, 0, negative
49, 3, 87, 0, 46, -6, 38, 41, 2, negative
44, 0, 81, -2, 44, 9, 37, 37, 0, negative
37, 0, 97, 0, 28, -16, 60, 69, 8, negative
43, -3, 79, 0, 42, -16, 35, 37, 2, negative
37, 0, 77, 4, -10, 0, 41, 88, 46, negative
37, 0, 93, 5, 28, 2, 56, 65, 8, negative
53, 1, 78, 0, 52, -2, 25, 26, 2, negative
46, 3, 84, -5, 46, 8, 39, 38, 0, negative
37, 0, 77, -2, 34, -898, 41, 44, 2, negative
37, 0, 94, 0, 8, -9, 57, 86, 30, negative
38, -2, 92, 0, 24, -11, 54, 69, 14, negative
56, -3, 96, 0, 54, 29, 40, 42, 2, negative
44, 0, 86, 0, 42, -25, 42, 44, 2, negative
37, 0, 76, 0, 36, -14, 39, 40, 2, negative
45, 0, 82, -38, 44, 0, 37, 38, 0, negative
49, 0, 86, 0, 50, 78, 37, 37, 0, negative
56, -1, 81, 0, 54, -16, 25, 26, 2, negative
37, 0, 82, 0, 34, -20, 45, 48, 4, negative
46, 2, 88, 0, 46, 14, 42, 41, 0, negative
51, 4, 83, 0, 50, -12, 31, 33, 2, negative
49, 0, 95, 6, 50, 15, 47, 46, 0, negative
54, 0, 84, 3, 54, 0, 31, 30, 0, negative
51, 0, 86, 0, 50, -17, 35, 37, 2, negative
47, 2, 90, 0, 46, 0, 43, 43, 0, negative
37, -1, 77, 6, -2, 0, 39, 79, 40, negative
49, -5, 80, 0, 50, 3, 31, 31, 0, negative
56, 0, 96, 0, 54, 13, 40, 42, 2, negative
37, 0, 78, 0, 20, -12, 41, 57, 16, negative
41, 0, 100, 0, 38, -7, 59, 61, 2, negative
37, 0, 81, 0, 24, -30, 45, 58, 14, negative
51, 0, 88, 0, 50, -22, 36, 39, 2, negative
37, 1, 97, 0, 30, -8, 60, 66, 6, negative
56, 0, 85, 0, 56, 4, 29, 28, 0, negative
37, -1, 76, 0, 38, 23, 38, 37, 0, negative
37, 0, 81, -7, 30, 0, 45, 50, 6, negative
38, 1, 105, 0, 38, 22, 67, 66, 0, negative
46, 4, 76, 8, 46, 14, 30, 30, 0, negative
53, -1, 86, 0, 54, 3, 33, 32, 0, negative
49, 1, 81, 0, 50, 12, 33, 32, 0, negative
37, 0, 75, 0, 36, 2, 37, 39, 2, negative
46, 0, 89, 2, 46, 0, 43, 42, 0, negative
55, -4, 96, 0, 54, 0, 41, 42, 2, negative
39, 0, 79, -2, 38, 0, 40, 41, 0, negative
47, 0, 86, 1, 46, 0, 39, 39, 0, negative
37, 0, 77, 0, 18, -1, 40, 59, 18, negative
50, 0, 86, -2, 50, 0, 36, 37, 0, negative
37, 0, 75, -2, 30, -5, 38, 44, 6, negative
37, 0, 90, 67, 6, 0, 53, 85, 32, negative
37, 0, 81, 5, 24, 0, 44, 58, 14, negative
40, 0, 77, 2, 38, 0, 37, 38, 2, negative
55, 0, 95, -1, 54, 0, 40, 41, 2, negative
42, 0, 77, -2, 42, -4, 35, 36, 0, negative
56, 0, 95, -2, 56, 11, 40, 39, 0, negative
49, 4, 87, 0, 46, -4, 38, 41, 2, negative
47, 0, 86, -1, 46, -2, 38, 39, 0, negative
49, -1, 111, 0, 46, -23, 62, 64, 2, negative
55, 1, 87, 1, 54, 0, 32, 33, 2, negative
41, 4, 90, 7, 42, 15, 48, 48, 0, negative
56, 0, 86, 0, 54, -19, 30, 32, 2, negative
47, -4, 84, -3, 46, 0, 38, 38, 0, negative
59, 1, 86, 0, 56, -9, 28, 30, 2, negative
37, 0, 77, 0, -18, -8, 40, 95, 54, negative
49, -4, 78, 0, 50, 2, 29, 29, 0, negative
44, 5, 81, 0, 44, 14, 37, 37, 0, negative
46, -2, 77, 0, 46, 4, 32, 31, 0, negative
37, 0, 78, 0, -2, 24, 41, 81, 40, negative
37, 0, 97, 1, 24, 11, 60, 74, 14, negative
39, 2, 81, 0, 38, 0, 43, 43, 0, negative
66, 0, 109, 0, 64, -19, 43, 45, 2, negative
45, 0, 86, -5, 44, 8, 40, 42, 2, negative
55, 0, 86, -7, 54, 0, 31, 32, 0, negative
45, 4, 87, 0, 44, 0, 43, 43, 0, negative
42, 0, 79, 0, 42, 3, 37, 37, 0, negative
45, 0, 82, -15, 44, 0, 37, 38, 0, negative
37, 0, 105, 1, 20, 0, 68, 84, 16, negative
37, 0, 96, 0, 20, 0, 59, 75, 16, negative
44, 5, 83, 0, 44, 0, 38, 39, 0, negative
43, 0, 89, 0, 44, 24, 46, 45, 0, negative
37, 0, 79, 1, 12, -2, 43, 66, 24, negative
44, 0, 91, -5, 44, 0, 47, 47, 0, negative
38, 0, 76, -6, 38, 0, 37, 37, 0, negative
37, 0, 78, 0, 18, -4, 42, 60, 18, negative
39, 0, 77, 2, 38, 0, 37, 38, 0, negative
52, 0, 83, 0, 52, -2, 30, 31, 0, negative
43, 0, 79, 0, 42, -16, 36, 38, 2, negative
49, 1, 80, 0, 46, -18, 31, 34, 2, negative
37, 0, 78, 0, 18, 3, 41, 60, 18, negative
41, 0, 88, 0, 38, -10, 47, 49, 2, negative
46, -5, 107, 0, 46, 0, 61, 60, 0, negative
41, 3, 82, 0, 38, -26, 41, 43, 2, negative
56, 0, 83, 0, 56, 6, 26, 26, 0, negative
49, 0, 89, 0, 50, 18, 40, 40, 0, negative
53, -1, 84, 0, 52, -27, 31, 32, 2, negative
37, 0, 76, 0, 36, 6, 38, 39, 2, negative
41, 1, 88, 0, 38, -18, 47, 50, 2, negative
39, -2, 79, 5, 38, 0, 40, 41, 0, negative
37, -4, 75, 0, 34, 0, 38, 41, 4, negative
37, 0, 77, 0, 34, -4, 40, 44, 4, negative
37, 0, 78, 0, 10, -2, 41, 68, 26, negative
37, -1, 81, 0, 38, 6, 43, 42, 0, negative
47, 1, 84, -7, 46, 0, 37, 38, 0, negative
52, 0, 79, 0, 54, 25, 26, 24, 0, negative
46, 0, 87, 0, 44, -13, 41, 43, 2, negative
44, 0, 91, -1, 44, 0, 47, 47, 0, negative
45, 2, 77, 0, 44, 0, 31, 33, 2, negative
37, 0, 77, 2, 24, -24, 40, 54, 14, negative
48, -4, 88, 0, 46, 0, 40, 42, 2, negative
41, 0, 82, -4, 38, -8, 41, 43, 2, negative
41, -4, 78, -3, 42, -5, 37, 37, 0, negative
38, -3, 81, 0, 38, 0, 43, 43, 0, negative
52, -2, 81, 0, 52, -3, 29, 30, 0, negative
50, 1, 78, -4, 50, 0, 29, 29, 0, negative
42, -5, 79, 0, 42, 0, 36, 37, 2, negative
59, 0, 108, 0, 56, -13, 49, 51, 2, negative
53, 1, 86, 0, 54, 12, 33, 32, 0, negative
38, 4, 77, 0, 38, 10, 39, 38, 0, negative
38, 1, 92, 0, 12, 16, 54, 79, 24, negative
41, 0, 84, 0, 42, 17, 44, 43, 0, negative
103, -1, 104, -4, 72, 10, 1, 31, 30, positive
84, -3, 88, 0, 6, 0, 5, 83, 78, positive
101, 5, 102, 0, 72, 14, 1, 29, 28, positive
76, -5, 80, 0, -40, 0, 4, 121, 116, positive
106, -2, 108, 0, 70, 0, 1, 38, 36, positive
81, -5, 86, 0, -22, 0, 4, 109, 104, positive
78, 1, 82, 4, -42, 0, 4, 126, 122, positive
78, 5, 81, 0, -42, 0, 4, 125, 122, positive
83, 0, 86, 0, -4, -12, 3, 92, 88, positive
82, 2, 86, 0, -22, 10, 4, 109, 106, positive
76, -3, 81, 0, -40, 18, 5, 122, 116, positive
81, 1, 86, 0, -40, 2, 4, 127, 122, positive
76, 2, 81, 0, -40, 0, 4, 122, 118, positive
85, 0, 88, -587, 0, 0, 3, 88, 84, positive
80, 4, 84, 0, -28, 0, 4, 112, 108, positive
82, 0, 85, 0, -10, -17, 3, 95, 92, positive
104, 0, 105, 0, 72, 11, 1, 33, 32, positive
79, 0, 83, 0, -28, 21, 4, 112, 108, positive
102, -1, 104, 0, 70, 0, 1, 34, 32, positive
80, -1, 84, -6, -36, 0, 4, 120, 116, positive
79, 0, 83, 0, -30, -8, 4, 114, 110, positive
103, 4, 104, 8, 70, 0, 1, 35, 34, positive
82, -2, 86, 0, -10, 1, 4, 96, 92, positive
81, -1, 85, -2, -40, 0, 4, 126, 122, positive
84, 0, 88, 0, -2, -12, 3, 90, 88, positive
