@relation shuttle-c0-vs-c4
@attribute A1 integer [36, 123]
@attribute A2 integer [-908, 1409]
@attribute A3 integer [74, 113]
@attribute A4 integer [-587, 2565]
@attribute A5 integer [-46, 436]
@attribute A6 integer [-898, 6339]
@attribute A7 integer [-18, 72]
@attribute A8 integer [-353, 130]
@attribute A9 integer [-356, 126]
@attribute Class {positive, negative}
@input A1,A2,A3,A4,A5,A6,A7,A8,A9
@output Class
@data
39, -2, 79, 0, 38, 0, 40, 41, 0, negative
47, 5, 82, 0, 46, 0, 35, 35, 0, negative
43, 0, 79, 4, 42, 0, 37, 38, 2, negative
42, 2, 86, 0, 42, 0, 44, 45, 0, negative
49, 0, 82, 0, 46, -8, 33, 35, 2, negative
41, 0, 76, -2, 38, 0, 35, 37, 2, negative
37, 0, 77, 0, 0, 0, 41, 77, 36, negative
49, 1, 80, 0, 50, 21, 31, 31, 0, negative
37, 0, 84, 0, 26, 9, 47, 58, 10, negative
41, 0, 77, 0, 42, 10, 36, 35, 0, negative
44, 0, 84, 0, 44, 4, 40, 41, 0, negative
37, 0, 76, 0, 26, 17, 40, 50, 10, negative
56, 1, 86, 0, 56, 8, 30, 29, 0, negative
37, 0, 79, 0, 8, -12, 43, 72, 28, negative
37, 3, 98, 0, 34, 6, 61, 64, 4, negative
46, 0, 83, -6, 46, 0, 37, 37, 0, negative
37, 0, 80, 0, 8, 23, 43, 72, 28, negative
37, 0, 104, 0, 16, -16, 67, 89, 22, negative
43, 0, 83, 0, 44, 30, 40, 39, 0, negative
41, -2, 86, 0, 42, 11, 46, 45, 0, negative
53, 2, 79, 0, 54, 28, 26, 24, 0, negative
37, -1, 106, -15, 28, 0, 69, 78, 8, negative
42, 2, 76, 0, 42, 0, 34, 35, 2, negative
39, 0, 85, 2, 38, 0, 46, 46, 0, negative
52, -3, 86, 0, 52, 0, 34, 34, 0, negative
45, 0, 81, 0, 46, 27, 36, 35, 0, negative
43, 0, 86, -3, 42, 0, 42, 44, 2, negative
37, 0, 79, 0, 8, 8, 42, 71, 28, negative
43, -1, 77, 0, 42, -4, 34, 35, 2, negative
41, 1, 84, 0, 38, -22, 43, 45, 2, negative
52, 5, 79, 0, 52, 0, 26, 27, 0, negative
55, 0, 88, -2, 54, 0, 34, 34, 0, negative
37, 0, 77, 0, 26, -27, 40, 51, 10, negative
41, 0, 83, 0, 38, -21, 42, 44, 2, negative
40, 1, 102, 0, 38, 0, 62, 63, 2, negative
41, 0, 89, 0, 38, -23, 48, 50, 2, negative
45, 0, 86, 1, 44, -3, 41, 42, 2, negative
51, 0, 81, 0, 52, 4, 29, 29, 0, negative
45, -5, 81, 0, 44, -3, 36, 37, 2, negative
42, 0, 86, 6, 42, 0, 43, 44, 2, negative
55, 1, 79, 0, 54, 0, 23, 24, 2, negative
53, 0, 79, 0, 52, -11, 26, 27, 2, negative
46, 1, 81, 0, 44, -23, 35, 37, 2, negative
37, 0, 74, 0, 34, 10, 37, 41, 4, negative
37, 0, 75, 0, 18, -18, 38, 57, 18, negative
37, 0, 104, 6, 18, 0, 66, 86, 20, negative
37, 0, 104, -14, 28, 0, 67, 75, 8, negative
43, 0, 87, 0, 42, -10, 44, 46, 2, negative
45, 0, 79, 0, 44, -14, 34, 35, 2, negative
49, -2, 78, 0, 50, 12, 29, 29, 0, negative
47, 4, 82, -1, 46, 0, 34, 35, 0, negative
37, 0, 106, 0, 34, -7, 69, 72, 4, negative
42, 4, 78, -3, 42, 0, 36, 37, 2, negative
56, 3, 79, 0, 56, 3, 23, 23, 0, negative
41, 3, 86, 0, 42, 6, 45, 44, 0, negative
42, -1, 87, -5, 42, -7, 45, 46, 0, negative
46, 0, 83, 0, 44, -19, 37, 39, 2, negative
47, 5, 82, -2, 46, 0, 34, 35, 0, negative
41, 0, 76, -4, 38, 0, 35, 37, 2, negative
36, 0, 80, 0, 36, 0, 44, 44, 0, negative
46, 0, 109, 0, 46, 0, 63, 63, 0, negative
37, 0, 77, 5, 20, -2, 40, 56, 16, negative
37, -27, 106, 0, 34, 28, 69, 72, 4, negative
49, 0, 77, 0, 46, -21, 28, 30, 2, negative
45, 0, 109, 0, 44, 0, 64, 66, 2, negative
46, 0, 81, -5, 46, 0, 35, 34, 0, negative
37, 0, 78, 0, -4, 18, 41, 83, 42, negative
51, 0, 85, 0, 50, -28, 34, 36, 2, negative
38, -5, 100, 0, 38, 0, 62, 62, 0, negative
49, -4, 100, -2, 50, 2, 52, 51, 0, negative
39, 2, 77, 0, 38, 0, 37, 38, 0, negative
44, 0, 97, 1, 42, -23, 53, 55, 2, negative
44, 3, 107, 0, 44, 1, 63, 63, 0, negative
56, -1, 90, -1, 54, -30, 34, 35, 2, negative
49, 0, 79, 0, 50, 30, 30, 30, 0, negative
45, 0, 81, -2, 44, -3, 36, 37, 0, negative
37, 5, 75, 0, 18, 0, 38, 57, 18, negative
44, -21, 88, 0, 44, 0, 44, 44, 0, negative
37, 0, 80, 0, 20, -3, 43, 59, 16, negative
37, 0, 90, 9, 6, 0, 53, 85, 32, negative
51, 5, 77, 0, 50, 0, 27, 28, 2, negative
53, 0, 86, 0, 52, -6, 33, 35, 2, negative
53, 0, 103, 0, 52, -17, 50, 51, 2, negative
50, -5, 84, 0, 50, 0, 33, 35, 2, negative
43, 0, 89, 0, 42, -2, 46, 48, 2, negative
48, 0, 81, 0, 50, 30, 33, 32, 0, negative
45, 0, 82, 6, 44, 0, 37, 38, 0, negative
50, -3, 77, 0, 50, 0, 28, 28, 0, negative
48, 0, 77, 0, 46, -7, 28, 30, 2, negative
51, 0, 91, 0, 52, 0, 40, 39, 0, negative
49, 0, 77, 0, 50, 26, 28, 28, 0, negative
56, 2, 97, 0, 54, 3, 40, 42, 2, negative
37, 0, 78, 6, 36, 23, 41, 42, 0, negative
46, 4, 77, 0, 44, -8, 32, 34, 2, negative
37, 0, 76, 4, 28, 0, 39, 48, 8, negative
56, 0, 95, 0, 54, 2, 40, 41, 2, negative
39, 3, 80, 5, 38, 0, 41, 41, 0, negative
37, 0, 78, 0, 6, 12, 41, 73, 32, negative
50, 3, 84, 0, 50, 0, 34, 35, 2, negative
55, 0, 83, -1, 54, 0, 28, 29, 2, negative
52, 2, 77, 0, 52, 0, 25, 25, 0, negative
49, 0, 81, 0, 50, -4, 32, 32, 0, negative
51, 0, 102, 0, 52, 11, 51, 50, 0, negative
44, 3, 87, -4, 44, 2, 43, 43, 0, negative
44, 4, 77, 0, 44, 0, 33, 33, 0, negative
50, -1, 87, 0, 50, 0, 37, 38, 2, negative
37, 0, 75, 0, 20, 9, 38, 54, 16, negative
47, 0, 85, 2, 46, 0, 38, 39, 0, negative
39, -4, 97, 0, 38, 0, 58, 59, 0, negative
37, -2, 77, 8, -2, 0, 39, 79, 40, negative
52, -2, 81, 0, 54, 31, 29, 27, 0, negative
37, 0, 79, 0, 10, 20, 42, 68, 26, negative
45, 5, 79, 0, 44, -4, 33, 35, 2, negative
46, 0, 82, 0, 44, -14, 36, 38, 2, negative
42, -1, 86, 0, 42, 0, 45, 45, 0, negative
37, 0, 82, 1, 18, -17, 45, 64, 18, negative
41, 5, 79, 0, 38, -5, 38, 40, 2, negative
45, 4, 82, 1, 44, 0, 37, 38, 0, negative
37, 0, 79, 0, 8, 15, 42, 71, 28, negative
55, 4, 91, 0, 54, 0, 35, 37, 2, negative
49, -3, 84, 0, 50, 13, 35, 35, 0, negative
37, 0, 77, -7, 34, 0, 40, 43, 2, negative
37, 0, 107, 0, 30, 13, 70, 76, 6, negative
46, 0, 84, -3, 46, 0, 38, 37, 0, negative
49, -5, 83, 0, 50, 0, 33, 33, 0, negative
37, 0, 76, -1, 36, 0, 39, 39, 0, negative
46, 0, 77, 6, 46, 0, 31, 31, 0, negative
46, 4, 93, 0, 46, 0, 47, 47, 0, negative
37, 0, 80, 0, 8, 21, 43, 72, 30, negative
44, 0, 81, 0, 44, 5, 37, 37, 0, negative
47, 0, 83, 0, 46, 0, 35, 36, 0, negative
38, 0, 90, 0, 8, 3, 52, 82, 30, negative
41, 0, 106, 0, 42, 1, 65, 65, 0, negative
37, 1, 82, -3, 34, 0, 45, 48, 4, negative
37, 0, 79, -3, 20, -6, 43, 59, 16, negative
44, 0, 76, -2, 44, 7, 32, 32, 0, negative
37, -1, 80, 5, 24, 0, 43, 57, 14, negative
50, 3, 84, 0, 50, 0, 35, 35, 0, negative
45, 5, 81, 3, 44, 0, 37, 37, 0, negative
37, -2, 107, 0, 36, -23, 69, 71, 2, negative
37, 0, 79, -6, 2, 0, 43, 77, 34, negative
49, 1, 77, 0, 50, 18, 28, 28, 0, negative
36, 0, 80, -1, 36, 0, 44, 44, 0, negative
38, 0, 76, 0, 38, 2, 38, 37, 0, negative
48, -1, 86, 0, 46, 0, 38, 39, 2, negative
51, 4, 86, 0, 52, 16, 35, 34, 0, negative
38, 1, 96, 0, 38, 6, 58, 57, 0, negative
37, 0, 79, 0, 36, -7, 41, 43, 2, negative
49, 0, 81, 0, 46, -9, 33, 35, 2, negative
37, 0, 93, 0, 12, 3, 56, 81, 24, negative
51, 3, 78, 0, 52, 13, 27, 26, 0, negative
53, 0, 81, 0, 54, 1, 27, 26, 0, negative
37, 0, 79, 0, 10, -23, 42, 68, 26, negative
55, -1, 89, -4, 54, 0, 34, 35, 0, negative
44, 0, 80, 4, 44, 3, 36, 36, 0, negative
38, 5, 79, 0, 36, 0, 41, 43, 2, negative
44, 1, 78, 0, 42, -30, 34, 37, 2, negative
40, 0, 85, -1, 38, 0, 45, 46, 2, negative
45, -1, 83, 0, 46, 3, 37, 36, 0, negative
51, 0, 88, 0, 52, 22, 37, 36, 0, negative
37, 0, 78, 0, 16, 4, 42, 63, 22, negative
44, 0, 77, 2, 42, -17, 34, 36, 2, negative
37, 0, 82, 0, 34, 23, 45, 48, 2, negative
37, 0, 80, 0, 10, 23, 43, 70, 26, negative
51, -4, 83, 0, 50, -6, 32, 34, 2, negative
44, -1, 81, 1, 44, 6, 37, 37, 0, negative
45, -2, 87, 0, 44, -3, 42, 43, 2, negative
41, -2, 83, 0, 42, 6, 42, 41, 0, negative
54, -2, 86, 0, 54, 0, 33, 32, 0, negative
37, 0, 77, 0, 36, 5, 39, 41, 2, negative
51, 0, 81, 0, 52, 27, 30, 29, 0, negative
37, -3, 77, 0, -2, 0, 40, 79, 40, negative
37, 0, 76, 0, 34, -10, 40, 43, 2, negative
38, -3, 78, 0, 38, 0, 40, 39, 0, negative
37, 0, 78, 0, 24, -15, 41, 55, 14, negative
46, -1, 77, 0, 46, 11, 32, 31, 0, negative
37, 0, 79, 0, 18, -13, 43, 61, 18, negative
43, -1, 81, 3, 42, -16, 37, 39, 2, negative
51, 0, 107, -2, 50, 0, 56, 58, 2, negative
49, 0, 77, -5, 46, -30, 28, 31, 2, negative
37, 0, 79, 0, 8, 27, 43, 72, 28, negative
43, 0, 87, 0, 44, 21, 44, 43, 0, negative
46, 0, 76, 0, 44, -12, 30, 32, 2, negative
42, -15, 76, 0, 42, 0, 34, 35, 2, negative
37, 0, 76, 0, 20, 26, 40, 55, 16, negative
51, 0, 86, 0, 52, 14, 35, 35, 0, negative
37, 0, 79, 0, 6, 5, 42, 74, 32, negative
46, 2, 81, 1, 46, 14, 35, 35, 0, negative
50, 0, 79, 7, 50, 0, 28, 30, 2, negative
37, -2, 106, 0, 36, 0, 70, 70, 0, negative
51, 0, 109, 0, 52, 19, 58, 58, 0, negative
44, -1, 82, 0, 44, 11, 38, 38, 0, negative
41, 0, 79, -3, 42, 18, 38, 37, 0, negative
37, 4, 79, 0, 18, -6, 41, 61, 20, negative
47, 0, 77, -4, 46, 0, 29, 30, 0, negative
37, 5, 75, 0, 34, 5, 37, 41, 4, negative
55, 0, 84, 5, 54, 0, 29, 30, 0, negative
43, 0, 79, 0, 44, 26, 35, 35, 0, negative
45, 1, 88, 0, 44, 201, 42, 44, 2, negative
53, 0, 91, 0, 54, 15, 38, 37, 0, negative
41, 0, 86, -1, 42, 9, 45, 44, 0, negative
37, 0, 104, 0, 24, 9, 67, 80, 14, negative
40, 0, 84, 8, 38, 0, 44, 45, 2, negative
45, -3, 86, 0, 44, 0, 42, 42, 0, negative
37, 0, 79, 0, 36, 3, 41, 43, 2, negative
52, 2, 83, 0, 52, 0, 31, 32, 0, negative
37, -26, 106, 0, 30, 0, 69, 75, 6, negative
43, 0, 81, -3, 42, -15, 37, 39, 2, negative
41, -2, 76, 0, 42, 23, 35, 35, 0, negative
47, 0, 81, 3, 46, 0, 34, 34, 0, negative
37, 0, 76, 5, 24, 0, 40, 53, 14, negative
54, 0, 82, 1, 54, 0, 28, 28, 0, negative
38, 2, 76, 0, 38, 2, 38, 37, 0, negative
48, 0, 88, -3, 46, -7, 40, 42, 2, negative
50, 5, 77, 0, 50, 0, 27, 28, 0, negative
46, 0, 76, 0, 46, 0, 29, 29, 0, negative
37, 0, 95, -5, 28, 0, 58, 67, 8, negative
37, 0, 80, 0, 10, 28, 43, 70, 26, negative
49, 1, 77, 0, 46, -2, 29, 31, 2, negative
41, 0, 79, 2, 38, -4, 39, 41, 2, negative
37, 0, 78, 0, 10, -10, 41, 68, 26, negative
51, -5, 81, 0, 52, 0, 29, 29, 0, negative
49, 0, 88, 0, 50, 7, 40, 39, 0, negative
37, 0, 76, -2, 34, 0, 40, 43, 2, negative
43, 0, 86, -5, 42, 0, 44, 45, 2, negative
41, 0, 89, 0, 42, 11, 48, 48, 0, negative
39, -9, 78, 0, -2, -28, 39, 81, 42, negative
55, 0, 83, 6, 54, 0, 28, 29, 0, negative
39, 2, 86, 0, 38, 0, 47, 48, 0, negative
53, 0, 86, 0, 52, -9, 33, 34, 2, negative
37, 0, 106, 1, 20, -5, 69, 85, 16, negative
52, 0, 78, -2, 52, -2, 26, 26, 0, negative
60, 4, 87, 0, 60, 0, 27, 28, 0, negative
47, 0, 84, -1, 46, 0, 38, 38, 0, negative
43, 0, 77, 0, 44, 25, 34, 34, 0, negative
41, 0, 85, 0, 38, -11, 44, 46, 2, negative
37, 0, 79, 0, 8, 11, 42, 71, 30, negative
37, 0, 100, 0, 36, -10, 63, 64, 2, negative
46, 5, 79, 0, 46, 20, 33, 32, 0, negative
37, 0, 78, 3, 26, -2, 42, 52, 10, negative
37, 0, 77, 5, 36, 2, 40, 41, 0, negative
43, -5, 76, 0, 42, 0, 33, 35, 2, negative
54, -5, 81, 5, 54, 0, 27, 27, 0, negative
39, 3, 83, 0, 38, 0, 44, 44, 0, negative
49, -4, 101, 1, 50, 9, 52, 52, 0, negative
37, 0, 77, -6, 26, 12, 40, 51, 10, negative
57, 0, 91, 0, 56, 0, 34, 34, 0, negative
37, 0, 79, 0, 36, 11, 43, 43, 0, negative
45, 0, 88, -3, 44, 0, 43, 44, 2, negative
38, 0, 109, 0, 36, -24, 72, 73, 2, negative
39, 0, 79, 2, 38, 0, 41, 41, 0, negative
46, -3, 107, 0, 46, 0, 61, 60, 0, negative
53, -2, 88, 0, 54, 3, 34, 33, 0, negative
41, 3, 86, 0, 38, -19, 45, 48, 2, negative
46, 0, 78, 0, 44, -18, 32, 34, 2, negative
42, 0, 79, 6, 42, 0, 37, 38, 2, negative
43, 0, 86, -5, 42, -13, 42, 44, 2, negative
40, -5, 81, 2, 38, 0, 41, 42, 2, negative
37, 0, 75, -1, 26, 0, 38, 49, 10, negative
37, -4, 77, 0, -2, 0, 40, 79, 40, negative
49, 1, 88, 0, 50, 29, 39, 39, 0, negative
43, -5, 109, 0, 42, 0, 66, 67, 2, negative
37, -1, 77, 2, 38, 8, 39, 38, 0, negative
37, 0, 75, 0, 28, -10, 38, 46, 8, negative
58, -5, 82, 0, 56, 0, 24, 25, 0, negative
37, 0, 77, 0, 8, -3, 40, 69, 30, negative
53, 0, 84, 0, 54, 26, 31, 30, 0, negative
53, 1, 79, 0, 54, 14, 26, 24, 0, negative
37, 1, 97, 0, 30, -13, 60, 66, 6, negative
36, -5, 76, 0, 36, 0, 40, 40, 0, negative
37, 2, 76, -2, 20, 0, 39, 55, 16, negative
41, 0, 84, 1, 38, -5, 43, 45, 2, negative
37, 0, 106, 0, 36, -20, 68, 69, 2, negative
42, -3, 108, 0, 42, 0, 66, 66, 0, negative
57, 5, 86, 0, 56, 0, 29, 29, 0, negative
50, -5, 77, 0, 50, 0, 27, 28, 2, negative
37, 0, 107, 0, 30, 25, 69, 76, 6, negative
49, 0, 77, 0, 50, 14, 29, 28, 0, negative
37, 0, 101, 6, 28, -19, 64, 73, 8, negative
39, -3, 77, -3, 38, 0, 38, 39, 0, negative
37, 0, 104, 0, 26, -17, 67, 78, 12, negative
55, 0, 86, 0, 54, -16, 30, 32, 2, negative
48, 4, 94, 0, 46, 0, 46, 48, 2, negative
37, 0, 77, 0, 24, 16, 40, 54, 14, negative
56, 0, 79, 0, 54, -13, 23, 24, 2, negative
37, 0, 78, 0, 8, -16, 42, 70, 28, negative
37, 0, 82, 0, 34, -14, 45, 48, 2, negative
43, 0, 86, 3, 42, -6, 43, 45, 2, negative
52, 0, 83, 0, 52, -10, 30, 31, 0, negative
45, 1, 87, 0, 44, 0, 42, 43, 2, negative
43, 0, 75, 0, 42, 0, 32, 34, 2, negative
37, -2, 77, 0, 36, 0, 40, 41, 0, negative
45, 0, 86, 0, 44, 0, 42, 42, 0, negative
37, 0, 76, 2565, 20, 0, 40, 55, 16, negative
39, 0, 79, 7, 38, 0, 41, 41, 0, negative
43, 0, 95, 0, 44, 22, 52, 51, 0, negative
54, 0, 81, -3, 54, -4, 27, 27, 0, negative
37, 0, 82, 0, 36, 7, 45, 46, 0, negative
49, 3, 78, 0, 50, 7, 29, 29, 0, negative
37, 0, 105, -4, 24, 0, 68, 82, 14, negative
47, 0, 86, 1, 46, 0, 40, 40, 0, negative
53, 0, 86, -1, 52, -24, 33, 34, 2, negative
37, -1, 106, -2, 36, -4, 69, 69, 0, negative
56, -4, 96, 0, 56, 4, 40, 39, 0, negative
37, 0, 100, 0, 30, -30, 64, 69, 6, negative
46, -3, 79, 0, 46, 0, 34, 33, 0, negative
42, 0, 78, -2, 42, 0, 37, 37, 0, negative
53, 0, 80, 0, 54, 6, 27, 26, 0, negative
45, 0, 83, 7, 44, -1, 38, 39, 2, negative
37, 0, 76, 0, 36, 0, 39, 40, 0, negative
44, 0, 81, -2, 44, 3, 37, 37, 0, negative
51, -3, 84, 0, 52, 0, 33, 32, 0, negative
41, 0, 100, 0, 38, -2, 59, 61, 2, negative
49, 0, 81, 0, 50, 6, 33, 32, 0, negative
41, 0, 81, 0, 38, -14, 40, 42, 2, negative
48, 2, 83, -1, 46, 0, 34, 36, 2, negative
37, 0, 79, 5, 30, -17, 42, 48, 6, negative
53, 3, 84, 0, 54, 25, 31, 30, 0, negative
44, 0, 87, 0, 42, -26, 43, 46, 2, negative
41, -1, 79, 6, 38, -10, 39, 41, 2, negative
43, 0, 81, -1, 44, 27, 37, 37, 0, negative
40, 0, 87, 1, 38, 0, 47, 48, 2, negative
56, 4, 85, 0, 54, -9, 29, 31, 2, negative
45, 1, 84, 0, 44, -6, 39, 41, 2, negative
41, 2, 80, 0, 38, 0, 39, 41, 2, negative
37, -4, 97, 0, 36, 0, 61, 61, 0, negative
41, 0, 82, 0, 42, 31, 41, 41, 0, negative
44, 1, 85, 0, 44, 14, 41, 41, 0, negative
37, 0, 95, 0, 18, -5, 57, 77, 20, negative
37, 0, 106, 0, 24, 9, 69, 82, 14, negative
41, 0, 77, 0, 38, -1, 36, 38, 2, negative
44, 2, 102, 0, 42, -18, 59, 61, 2, negative
37, 0, 78, 0, 0, -3, 42, 78, 36, negative
43, 0, 81, 0, 44, 17, 37, 37, 0, negative
49, 0, 106, -1, 50, 11, 57, 57, 0, negative
58, 0, 80, -6, 56, 0, 22, 23, 0, negative
37, 0, 105, 0, 24, 8, 68, 82, 14, negative
37, 0, 83, 0, 30, -6, 46, 52, 6, negative
42, 0, 82, 5, 42, 0, 39, 41, 2, negative
42, -5, 77, 0, 42, 0, 35, 36, 0, negative
