@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}


@data
-1.24, 1.14, -1.0
0.127, 1.22, -1.0
0.108, -1.21, -1.0
0.301, -0.928, -1.0
-1.47, 0.52, -1.0
1.23, 0.354, -1.0
0.786, 1.31, -1.0
0.826, 0.84, -1.0
-0.634, -0.969, -1.0
-1.8, 0.676, -1.0
0.021, -0.905, -1.0
0.393, 1.64, -1.0
-1.33, 0.719, -1.0
-0.463, -1.2, -1.0
1.7, -0.0336, -1.0
0.471, 2.03, -1.0
1.36, -0.117, -1.0
-0.512, -0.954, -1.0
0.0483, 0.866, -1.0
-0.989, 0.48, -1.0
0.489, 0.904, -1.0
1.39, -0.498, -1.0
-0.986, -1.27, -1.0
0.353, 1.58, -1.0
1.39, -0.218, -1.0
0.952, 0.616, -1.0
-0.52, -1.17, -1.0
1.16, -0.254, -1.0
-0.599, 1.25, -1.0
-0.579, 0.79, -1.0
2.2, -0.665, -1.0
0.39, 1.27, -1.0
-0.162, -1.24, -1.0
-1.74, 0.693, -1.0
-0.168, 1.32, -1.0
-0.901, -1.68, -1.0
1.07, -0.0433, -1.0
0.283, -1.56, -1.0
0.625, 1.67, -1.0
0.801, -0.639, 1.0
-1.01, -0.363, 1.0
0.0439, 2.03, 1.0
-0.113, -0.197, 1.0
0.605, 1.86, 1.0
0.378, -0.56, 1.0
-1.33, -0.861, 1.0
1.13, -0.541, 1.0
0.426, 0.194, 1.0
-1.94, -1.61, 1.0
0.316, 1.43, 1.0
-0.957, 0.039, 1.0
-0.146, 1.83, 1.0
-1.49, -0.221, 1.0
-1.13, -0.0974, 1.0
-0.522, 0.206, 1.0
-0.472, -0.0198, 1.0
0.578, -0.622, 1.0
-0.077, 1.87, 1.0
-0.439, 0.331, 1.0
1.05, -0.362, 1.0
-0.251, 0.846, 1.0
0.377, 1.72, 1.0
0.257, 0.154, 1.0
0.621, 1.32, 1.0
-1.4, 0.261, 1.0
-1.15, 0.406, 1.0
-1.34, -0.419, 1.0
-0.145, 0.471, 1.0
0.875, 1.82, 1.0
-0.201, 0.0726, 1.0
-0.707, -0.378, 1.0
0.825, -1.28, 1.0
-1.85, -0.467, 1.0
-1.64, -1.05, 1.0
1.03, -1.12, 1.0
0.0584, -0.638, 1.0
1.46, -1.61, 1.0
-0.673, -0.177, 1.0
1.26, 1.21, 1.0
0.911, -0.832, 1.0
-1.27, 0.184, 1.0
-0.541, -0.332, 1.0
-0.451, 0.775, 1.0
0.308, 0.117, 1.0
-1.1, 0.641, 1.0
0.384, -0.314, 1.0
0.287, -0.517, 1.0
-0.232, -0.364, 1.0
-1.5, -0.39, 1.0
1.2, -1.65, 1.0
-0.383, 0.671, 1.0
-1.25, -1.14, 1.0
1.03, 1.55, 1.0
1.42, -0.697, 1.0
-0.93, -0.502, 1.0
-1.36, -0.258, 1.0
-1.79, -0.124, 1.0
-1.76, -1.33, 1.0
1.73, 0.979, 1.0
0.901, -0.952, 1.0
-0.806, 0.575, 1.0
-1.45, -1.14, 1.0
-0.0273, 0.739, 1.0
1.18, -0.917, 1.0
0.27, 0.696, 1.0
0.409, -0.0572, 1.0
0.369, 0.428, 1.0
-0.18, 0.595, 1.0
1.31, -0.566, 1.0
1.14, -0.938, 1.0
0.576, -0.665, 1.0
-0.074, 1.97, 1.0
0.899, 1.4, 1.0
-0.975, -0.273, 1.0
0.916, 0.144, 1.0
-2.0, -1.72, 1.0
-0.836, -0.65, 1.0
-1.52, -0.993, 1.0
-0.559, 0.0594, 1.0
-0.254, 0.403, 1.0
-1.05, -0.832, 1.0
0.729, 1.49, 1.0
-0.972, 0.473, 1.0
0.355, 0.562, 1.0
1.22, 1.48, 1.0
-0.685, 0.727, 1.0
0.122, -0.041, 1.0
0.617, -0.0096, 1.0
0.824, 0.587, 1.0
0.546, -0.195, 1.0
0.281, 0.343, 1.0
0.0984, 0.629, 1.0
-0.0227, 0.163, 1.0
-1.11, -0.821, 1.0
0.425, 0.0454, 1.0
0.589, 0.557, 1.0
1.7, 1.21, 1.0
-1.7, -1.79, 1.0
0.952, -0.782, 1.0
1.49, -1.53, 1.0
-0.973, -0.047, 1.0
1.93, 1.41, 1.0
-1.48, -0.682, 1.0
-0.198, 1.67, 1.0
0.683, 1.6, 1.0
-0.0574, -0.208, 1.0
-0.287, -0.726, 1.0
-0.288, 0.385, 1.0
-0.99, 0.231, 1.0
0.93, -0.375, 1.0
-0.856, -0.235, 1.0
-1.5, -0.829, 1.0
-1.48, -1.23, 1.0
-1.22, -0.68, 1.0
1.64, 1.53, 1.0
0.714, -1.08, 1.0
0.591, -0.427, 1.0
0.569, 0.481, 1.0
2.12, 1.1, 1.0
0.275, -0.202, 1.0
2.22, 1.18, 1.0
2.17, 1.45, 1.0
0.616, -1.07, 1.0
-0.0677, -0.394, 1.0
-0.179, 0.19, 1.0
0.552, -1.07, 1.0
-0.742, 0.36, 1.0
-1.42, -1.51, 1.0
-1.4, -0.386, 1.0
-0.336, 0.182, 1.0
-0.653, 0.433, 1.0
-1.4, -0.107, 1.0
1.19, -1.25, 1.0
0.416, 1.86, 1.0
-1.03, 0.277, 1.0
1.42, -1.1, 1.0
-1.82, -0.847, 1.0
0.916, -0.0255, 1.0
-0.556, -0.505, 1.0
-0.972, -1.08, 1.0
0.762, 0.125, 1.0
-0.582, -0.587, 1.0
1.23, -0.146, 1.0
-0.683, 0.139, 1.0
-0.0962, 0.19, 1.0
-1.48, -0.297, 1.0
-0.162, -0.0223, 1.0
-0.639, 0.68, 1.0
1.21, -1.77, 1.0
1.89, 1.34, 1.0
-1.87, -1.17, 1.0
-0.88, 0.407, 1.0
-0.409, 0.349, 1.0
-0.27, 0.0117, 1.0
0.0438, 0.536, 1.0
-0.877, -0.401, 1.0
0.378, -0.0609, 1.0
-1.69, -1.27, 1.0
-0.0529, -0.0168, 1.0
0.271, -0.0382, 1.0
0.173, -0.428, 1.0
-1.7, -0.554, 1.0
-1.26, -0.457, 1.0
-0.108, -0.793, 1.0
0.983, -1.31, 1.0
0.976, -1.53, 1.0
2.64, 1.14, 1.0
0.431, 1.64, 1.0
0.112, 0.238, 1.0
1.1, 1.38, 1.0
-1.25, 0.104, 1.0
-1.84, -0.958, 1.0
1.77, 1.59, 1.0
2.51, 1.3, 1.0
0.32, 0.282, 1.0
1.57, 1.43, 1.0
1.42, -0.32, 1.0
0.74, 0.203, 1.0
0.707, -0.778, 1.0
1.04, -1.17, 1.0
-1.81, -0.543, 1.0
-0.739, -0.066, 1.0
-2.1, -1.06, 1.0
1.15, 1.49, 1.0
-1.24, -0.72, 1.0
-0.579, -0.748, 1.0
0.913, -1.6, 1.0
1.47, -1.29, 1.0
-0.341, 0.169, 1.0
0.926, -1.17, 1.0
0.799, -0.834, 1.0
-0.103, -0.414, 1.0
1.11, -0.476, 1.0
1.16, -0.357, 1.0
-1.33, -0.581, 1.0
-0.298, -0.243, 1.0
-1.87, -1.1, 1.0
-1.96, -0.442, 1.0
0.418, -0.897, 1.0
-1.34, -0.462, 1.0
-0.554, -0.38, 1.0
0.812, -0.195, 1.0
0.265, -0.182, 1.0
-1.39, -0.451, 1.0
2.36, 1.5, 1.0
1.46, -0.417, 1.0
-0.171, 0.0105, 1.0
-0.89, -1.18, 1.0
0.452, -0.204, 1.0
-1.13, 0.164, 1.0
-0.0281, -0.323, 1.0
-0.759, 0.366, 1.0
-1.67, -0.266, 1.0
0.399, -0.594, 1.0
1.09, -1.24, 1.0
-0.232, -0.843, 1.0
-1.08, -0.0594, 1.0
-1.97, -0.674, 1.0
0.333, -0.845, 1.0
0.782, -0.139, 1.0
-0.0253, 0.0742, 1.0
-1.06, 0.181, 1.0
1.39, -0.631, 1.0
-1.37, -0.123, 1.0
-2.28, -1.02, 1.0
-1.54, 0.516, 1.0
-0.61, -0.306, 1.0
-0.159, -0.12, 1.0
-0.82, -0.76, 1.0
2.35, 1.14, 1.0
-1.92, -1.06, 1.0
0.535, 1.46, 1.0
0.0968, -0.225, 1.0
0.643, -0.351, 1.0
2.68, 1.17, 1.0
-0.879, 0.499, 1.0
