@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}


@data
-0.767, -1.3, -1.0
-0.0957, -1.06, -1.0
-1.41, 0.894, -1.0
0.547, 1.15, -1.0
0.477, -1.24, -1.0
-0.0958, -1.66, -1.0
-1.85, 0.545, -1.0
0.0909, -1.39, -1.0
0.897, 0.742, -1.0
-0.0189, -1.28, -1.0
-0.109, -0.884, -1.0
-0.274, -0.99, -1.0
-0.135, -1.12, -1.0
0.215, -1.66, -1.0
0.66, 0.835, -1.0
1.21, 0.0512, -1.0
-0.346, -1.5, -1.0
-0.343, -1.39, -1.0
0.431, 0.266, -1.0
-1.49, 0.738, -1.0
1.21, 0.151, -1.0
-0.0143, 1.55, -1.0
-0.132, -1.37, -1.0
-0.0187, -1.55, -1.0
-0.631, -0.914, -1.0
-0.152, -0.669, -1.0
-0.779, -1.14, -1.0
0.127, 1.94, -1.0
-0.0936, -1.28, -1.0
-1.06, 1.03, -1.0
-0.677, -1.41, -1.0
1.11, 0.428, -1.0
-1.03, 0.654, -1.0
-0.467, 1.3, -1.0
-0.353, -0.836, -1.0
-0.218, -1.05, -1.0
1.17, 0.446, -1.0
0.431, -1.33, -1.0
-0.604, -1.2, -1.0
0.614, -1.46, -1.0
0.81, 1.93, -1.0
-0.834, -1.36, -1.0
1.71, -0.424, -1.0
-1.19, 1.14, -1.0
0.0328, 1.22, -1.0
0.125, -1.24, -1.0
0.386, -0.997, -1.0
-1.52, 0.388, -1.0
1.06, 0.266, -1.0
0.613, 1.35, -1.0
0.849, 0.907, -1.0
-0.583, -0.743, -1.0
-1.94, 0.598, -1.0
0.0071, -0.924, -1.0
0.369, 1.69, -1.0
-1.34, 0.626, -1.0
-0.446, -1.28, -1.0
1.5, 0.0442, -1.0
0.384, 2.15, -1.0
1.46, -0.14, -1.0
-0.654, -0.999, -1.0
0.188, 0.914, -1.0
-1.3, 0.469, -1.0
0.633, 0.901, -1.0
1.62, -0.919, -1.0
-0.995, -0.937, -1.0
0.299, 1.56, -1.0
1.31, -0.238, -1.0
0.615, 0.375, -1.0
-0.439, -0.961, -1.0
1.39, -0.376, -1.0
-0.511, 1.53, -1.0
-1.49, 0.555, -1.0
1.75, -1.03, -1.0
0.45, 1.6, -1.0
0.199, -0.86, -1.0
-1.62, 0.102, -1.0
-0.259, 0.996, -1.0
-0.335, -1.69, -1.0
0.991, 0.594, -1.0
0.675, -1.53, -1.0
-0.566, 1.19, -1.0
-3.09, -0.832, -1.0
0.785, -0.601, 1.0
-0.995, -0.507, 1.0
0.0605, 2.06, 1.0
-0.204, -0.181, 1.0
0.612, 1.8, 1.0
0.471, -0.445, 1.0
-1.3, -0.811, 1.0
1.05, -0.655, 1.0
0.434, 0.295, 1.0
-1.75, -1.63, 1.0
0.222, 1.47, 1.0
-0.991, 0.114, 1.0
-0.243, 1.76, 1.0
-1.51, -0.193, 1.0
-1.18, -0.0978, 1.0
-0.416, 0.246, 1.0
-0.482, 0.0903, 1.0
0.629, -0.617, 1.0
-0.131, 1.76, 1.0
-0.529, 0.365, 1.0
1.06, -0.453, 1.0
-0.29, 0.7, 1.0
0.305, 1.63, 1.0
0.251, 0.171, 1.0
0.522, 1.36, 1.0
-1.5, 0.282, 1.0
-1.2, 0.4, 1.0
-1.32, -0.403, 1.0
-0.0618, 0.358, 1.0
0.713, 2.04, 1.0
-0.21, 0.11, 1.0
-0.8, -0.282, 1.0
0.743, -1.18, 1.0
-1.82, -0.341, 1.0
-1.7, -1.16, 1.0
1.05, -1.11, 1.0
0.16, -0.616, 1.0
1.44, -1.73, 1.0
-0.752, -0.117, 1.0
1.28, 1.35, 1.0
0.85, -0.829, 1.0
-1.31, 0.175, 1.0
-0.581, -0.182, 1.0
-0.528, 0.953, 1.0
0.366, 0.164, 1.0
-1.12, 0.589, 1.0
0.402, -0.39, 1.0
0.26, -0.54, 1.0
-0.209, -0.356, 1.0
-1.63, -0.363, 1.0
1.26, -1.57, 1.0
-0.379, 0.638, 1.0
-1.29, -1.14, 1.0
0.918, 1.72, 1.0
1.4, -0.874, 1.0
-0.872, -0.461, 1.0
-1.29, -0.23, 1.0
-1.6, -0.0414, 1.0
-1.67, -1.5, 1.0
1.89, 1.1, 1.0
0.876, -0.969, 1.0
-0.818, 0.654, 1.0
-1.34, -1.05, 1.0
-0.0552, 0.882, 1.0
1.23, -0.785, 1.0
0.235, 0.772, 1.0
0.458, -0.157, 1.0
0.395, 0.423, 1.0
-0.113, 0.626, 1.0
1.17, -0.567, 1.0
1.19, -0.966, 1.0
0.43, -0.654, 1.0
-0.23, 2.0, 1.0
0.908, 1.48, 1.0
-1.11, -0.351, 1.0
0.995, 0.131, 1.0
-2.05, -1.93, 1.0
-0.91, -0.607, 1.0
-1.59, -1.0, 1.0
-0.606, -0.129, 1.0
-0.248, 0.514, 1.0
-0.987, -0.863, 1.0
0.744, 1.42, 1.0
-1.09, 0.437, 1.0
0.318, 0.621, 1.0
1.2, 1.54, 1.0
-1.02, 0.899, 1.0
0.0554, -0.139, 1.0
0.613, -0.0651, 1.0
0.764, 0.381, 1.0
0.596, -0.172, 1.0
0.271, 0.38, 1.0
0.184, 0.558, 1.0
5.19E-4, 0.282, 1.0
-1.21, -0.785, 1.0
0.501, 0.0553, 1.0
0.533, 0.541, 1.0
1.78, 1.19, 1.0
-1.75, -1.92, 1.0
0.98, -0.832, 1.0
1.41, -1.48, 1.0
-0.903, -0.0822, 1.0
1.79, 1.5, 1.0
-1.54, -0.643, 1.0
-6.89E-4, 2.0, 1.0
0.75, 1.63, 1.0
-0.0222, -0.202, 1.0
-0.198, -0.661, 1.0
-0.0299, 0.617, 1.0
-0.877, 0.263, 1.0
0.886, -0.292, 1.0
-1.01, -0.211, 1.0
-1.58, -0.842, 1.0
-1.53, -1.21, 1.0
-1.11, -0.653, 1.0
1.51, 1.59, 1.0
0.747, -1.05, 1.0
0.495, -0.281, 1.0
0.524, 0.283, 1.0
2.09, 1.1, 1.0
0.295, -0.273, 1.0
2.35, 1.21, 1.0
2.17, 1.24, 1.0
0.704, -0.906, 1.0
0.0585, -0.378, 1.0
-0.213, 0.259, 1.0
0.473, -1.11, 1.0
-0.651, 0.369, 1.0
-1.63, -1.41, 1.0
-1.39, -0.282, 1.0
-0.305, 0.194, 1.0
-0.658, 0.554, 1.0
-1.42, -0.0747, 1.0
1.24, -1.33, 1.0
0.224, 1.75, 1.0
-1.08, 0.356, 1.0
1.34, -1.07, 1.0
-1.83, -0.746, 1.0
0.838, -0.115, 1.0
-0.491, -0.429, 1.0
-1.08, -0.868, 1.0
0.671, 0.181, 1.0
-0.67, -0.55, 1.0
1.04, -0.24, 1.0
-0.724, 0.215, 1.0
-0.166, 0.165, 1.0
-1.37, -0.213, 1.0
-0.0911, -0.0844, 1.0
-0.477, 0.676, 1.0
1.23, -2.2, 1.0
1.96, 1.31, 1.0
-1.8, -1.25, 1.0
-0.968, 0.348, 1.0
-0.472, 0.411, 1.0
-0.255, -0.142, 1.0
0.00914, 0.431, 1.0
-0.845, -0.377, 1.0
0.545, -0.165, 1.0
-1.5, -1.14, 1.0
0.00665, 0.0118, 1.0
0.325, -0.0325, 1.0
0.115, -0.443, 1.0
-1.66, -0.56, 1.0
-1.15, -0.508, 1.0
0.0165, -0.639, 1.0
0.953, -1.3, 1.0
0.976, -1.39, 1.0
2.51, 0.901, 1.0
0.534, 1.86, 1.0
0.141, 0.0947, 1.0
1.35, 1.21, 1.0
-1.33, -0.0457, 1.0
-1.78, -0.843, 1.0
1.66, 1.3, 1.0
2.46, 1.21, 1.0
0.369, 0.49, 1.0
1.67, 0.974, 1.0
1.37, -0.331, 1.0
1.0, 0.285, 1.0
0.698, -0.655, 1.0
1.11, -1.1, 1.0
-1.78, -0.607, 1.0
-0.748, -0.034, 1.0
-2.02, -0.792, 1.0
1.37, 1.45, 1.0
-1.27, -0.688, 1.0
-0.595, -0.651, 1.0
0.996, -1.7, 1.0
1.62, -1.16, 1.0
-0.348, 0.119, 1.0
0.999, -1.12, 1.0
1.12, -0.908, 1.0
-0.206, -0.474, 1.0
0.844, -0.402, 1.0
1.42, -0.208, 1.0
-1.31, -0.498, 1.0
-0.431, -0.346, 1.0
-1.87, -1.32, 1.0
-2.12, -0.575, 1.0
0.839, -1.15, 1.0
-1.07, -0.709, 1.0
-0.352, -0.49, 1.0
0.767, -0.248, 1.0
0.18, -0.0627, 1.0
-1.44, -0.43, 1.0
1.54, 1.75, 1.0
1.1, -0.374, 1.0
-0.413, -0.0275, 1.0
-1.14, -1.27, 1.0
0.775, 0.0171, 1.0
-1.22, 0.0836, 1.0
-0.0744, -0.463, 1.0
-0.804, 0.396, 1.0
-1.95, -0.16, 1.0
0.208, -0.427, 1.0
1.3, -1.28, 1.0
-0.385, -0.734, 1.0
-1.14, 0.0337, 1.0
-1.87, -0.555, 1.0
0.139, -0.803, 1.0
0.955, -0.23, 1.0
0.0336, 0.323, 1.0
-0.992, -0.0156, 1.0
0.812, -0.751, 1.0
-1.46, -0.891, 1.0
-2.06, -1.23, 1.0
-1.53, 0.0251, 1.0
-0.801, -0.24, 1.0
-0.711, 0.465, 1.0
-0.821, -0.855, 1.0
2.18, 1.13, 1.0
-1.53, -1.72, 1.0
0.544, 1.63, 1.0
-0.198, -0.536, 1.0
0.325, -0.153, 1.0
2.43, 1.39, 1.0
0.643, -0.403, 1.0
0.0844, 1.72, 1.0
