@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class{-1.0,1.0}
@inputs At1,At2
@outputs Class
@data
0.639, -0.815, -1.0
0.34, -1.03, -1.0
1.87, -0.239, -1.0
0.513, 0.741, -1.0
-0.687, 1.01, -1.0
0.126, -1.08, -1.0
-0.325, -1.32, -1.0
-0.953, 1.06, -1.0
1.23, -0.493, -1.0
0.29, 0.591, -1.0
1.57, 0.483, -1.0
0.307, -0.678, -1.0
-0.329, -0.955, -1.0
0.137, -0.862, -1.0
-0.816, 0.562, -1.0
-1.01, -1.47, -1.0
0.777, 0.312, -1.0
0.218, 1.32, -1.0
-0.718, -1.25, -1.0
1.05, 0.701, -1.0
0.753, 1.84, -1.0
0.934, 0.358, -1.0
-0.358, -1.02, -1.0
-1.23, -0.977, -1.0
-0.278, -1.09, -1.0
-0.949, 1.0, -1.0
-0.879, -0.975, -1.0
-1.12, 0.699, -1.0
0.917, 0.525, -1.0
-2.04, 0.131, -1.0
-0.11, -1.21, -1.0
-1.73, 0.87, -1.0
1.71, 0.569, -1.0
1.14, 0.866, -1.0
0.0643, -1.28, -1.0
0.354, -1.19, -1.0
0.168, 1.7, -1.0
1.32, 0.0928, -1.0
0.72, 0.677, -1.0
1.27, 0.301, -1.0
-0.596, -1.33, -1.0
0.551, 0.921, -1.0
0.682, -0.146, -1.0
1.41, 0.9, -1.0
-0.162, 1.84, -1.0
-1.66, 0.75, -1.0
-0.347, -1.13, -1.0
0.00453, 1.47, -1.0
0.823, 1.04, -1.0
-1.53, 0.658, -1.0
-0.0381, -0.791, -1.0
-0.534, -1.23, -1.0
0.732, 0.493, -1.0
-0.851, -1.26, -1.0
-0.0874, -1.07, -1.0
-1.36, 0.976, -1.0
0.569, 1.15, -1.0
0.572, -1.24, -1.0
-0.103, -1.71, -1.0
-1.8, 0.529, -1.0
0.101, -1.39, -1.0
0.91, 0.665, -1.0
0.0386, -1.26, -1.0
-0.122, -0.808, -1.0
-0.215, -1.01, -1.0
-0.0782, -1.1, -1.0
0.0379, -1.64, -1.0
0.711, 0.787, -1.0
1.21, 0.00827, -1.0
-0.366, -1.52, -1.0
-0.372, -1.38, -1.0
0.529, 0.133, -1.0
-1.49, 0.744, -1.0
1.14, 0.212, -1.0
-0.117, 1.47, -1.0
-0.138, -1.37, -1.0
-0.107, -1.5, -1.0
-0.917, -0.863, -1.0
-0.165, -0.697, -1.0
-0.843, -1.14, -1.0
0.174, 1.92, -1.0
-0.0693, -1.3, -1.0
-0.918, 1.13, -1.0
-0.614, -1.43, -1.0
1.11, 0.431, -1.0
-1.18, 0.692, -1.0
-0.399, 1.3, -1.0
-0.329, -0.858, -1.0
-0.181, -1.1, -1.0
1.17, 0.407, -1.0
0.417, -1.28, -1.0
-0.618, -1.2, -1.0
0.624, -1.31, -1.0
0.739, 2.14, -1.0
-0.836, -1.36, -1.0
1.88, -0.368, -1.0
-1.12, 1.1, -1.0
-0.0347, 1.3, -1.0
0.202, -1.37, -1.0
0.441, -1.13, -1.0
-1.49, 0.415, -1.0
1.1, 0.253, -1.0
0.662, 1.49, -1.0
0.904, 0.97, -1.0
-0.638, -0.752, -1.0
-1.95, 0.614, -1.0
-0.058, -0.904, -1.0
0.407, 1.8, -1.0
-1.38, 0.678, -1.0
-0.432, -1.34, -1.0
1.62, -0.0187, -1.0
0.434, 2.19, -1.0
1.39, 0.0609, -1.0
-0.638, -1.01, -1.0
0.157, 0.956, -1.0
-1.25, 0.479, -1.0
0.676, 0.925, -1.0
1.49, -0.886, -1.0
-1.0, -0.885, -1.0
0.304, 1.61, -1.0
1.31, -0.254, -1.0
0.586, 0.402, -1.0
-0.447, -1.0, -1.0
1.43, -0.366, -1.0
-0.599, 1.44, -1.0
-1.18, 0.862, -1.0
1.8, -1.0, -1.0
0.359, 1.52, -1.0
0.14, -0.8, -1.0
-1.63, 0.101, -1.0
-0.307, 0.938, -1.0
-0.501, -1.43, -1.0
1.02, 0.508, -1.0
0.758, -1.45, -1.0
-1.67, 1.1, -1.0
-0.606, 3.19, -1.0
0.847, -0.61, 1.0
-1.07, -0.456, 1.0
0.168, 1.97, 1.0
-0.215, -0.217, 1.0
0.603, 1.8, 1.0
0.512, -0.49, 1.0
-1.36, -0.848, 1.0
1.1, -0.695, 1.0
0.456, 0.278, 1.0
-1.86, -1.57, 1.0
0.0224, 1.43, 1.0
-0.973, 0.107, 1.0
-0.283, 1.88, 1.0
-1.55, -0.132, 1.0
-1.22, -0.119, 1.0
-0.472, 0.267, 1.0
-0.473, 0.085, 1.0
0.569, -0.538, 1.0
-0.118, 1.7, 1.0
-0.551, 0.288, 1.0
1.06, -0.427, 1.0
-0.241, 0.774, 1.0
0.328, 1.71, 1.0
0.221, 0.147, 1.0
0.395, 1.35, 1.0
-1.49, 0.228, 1.0
-1.18, 0.422, 1.0
-1.33, -0.392, 1.0
-0.0708, 0.439, 1.0
0.753, 1.89, 1.0
-0.221, 0.12, 1.0
-0.785, -0.361, 1.0
0.741, -1.2, 1.0
-1.85, -0.347, 1.0
-1.62, -1.16, 1.0
1.08, -1.02, 1.0
0.145, -0.626, 1.0
1.45, -1.78, 1.0
-0.651, -0.103, 1.0
1.18, 1.25, 1.0
0.854, -0.827, 1.0
-1.38, 0.0973, 1.0
-0.499, -0.241, 1.0
-0.325, 0.969, 1.0
0.313, 0.189, 1.0
-1.12, 0.559, 1.0
0.281, -0.4, 1.0
0.316, -0.601, 1.0
-0.139, -0.363, 1.0
-1.61, -0.363, 1.0
1.23, -1.55, 1.0
-0.397, 0.563, 1.0
-1.28, -1.17, 1.0
1.0, 1.69, 1.0
1.37, -0.8, 1.0
-0.824, -0.471, 1.0
-1.27, -0.273, 1.0
-1.65, -0.0692, 1.0
-1.86, -1.47, 1.0
1.97, 0.99, 1.0
0.905, -0.994, 1.0
-0.736, 0.683, 1.0
-1.38, -1.11, 1.0
-0.149, 0.816, 1.0
1.2, -0.754, 1.0
0.101, 0.881, 1.0
0.412, -0.124, 1.0
0.433, 0.38, 1.0
-0.0584, 0.54, 1.0
1.23, -0.615, 1.0
1.15, -1.01, 1.0
0.524, -0.648, 1.0
-0.353, 1.98, 1.0
0.932, 1.43, 1.0
-1.02, -0.296, 1.0
1.04, 0.0909, 1.0
-2.25, -1.96, 1.0
-0.882, -0.582, 1.0
-1.62, -0.896, 1.0
-0.5, -0.0595, 1.0
-0.274, 0.489, 1.0
-0.987, -0.814, 1.0
0.74, 1.35, 1.0
-0.973, 0.495, 1.0
0.31, 0.57, 1.0
1.33, 1.63, 1.0
-0.957, 0.848, 1.0
0.0574, -0.134, 1.0
0.683, -0.0347, 1.0
0.796, 0.423, 1.0
0.614, -0.157, 1.0
0.278, 0.383, 1.0
0.122, 0.599, 1.0
0.0256, 0.228, 1.0
-1.23, -0.806, 1.0
0.445, 0.135, 1.0
0.521, 0.56, 1.0
1.86, 1.14, 1.0
-1.69, -1.87, 1.0
0.929, -0.902, 1.0
1.32, -1.48, 1.0
-0.961, -0.102, 1.0
1.8, 1.36, 1.0
-1.55, -0.663, 1.0
-0.0601, 2.04, 1.0
0.742, 1.56, 1.0
-0.0625, -0.12, 1.0
-0.235, -0.617, 1.0
-0.252, 0.623, 1.0
-0.872, 0.26, 1.0
0.903, -0.339, 1.0
-0.988, -0.191, 1.0
-1.59, -0.766, 1.0
-1.52, -1.23, 1.0
-1.13, -0.622, 1.0
1.51, 1.52, 1.0
0.725, -0.99, 1.0
0.508, -0.331, 1.0
0.592, 0.235, 1.0
2.12, 1.07, 1.0
0.195, -0.296, 1.0
2.33, 1.21, 1.0
2.32, 1.32, 1.0
0.62, -0.986, 1.0
0.0486, -0.389, 1.0
-0.201, 0.287, 1.0
0.385, -1.07, 1.0
-0.665, 0.357, 1.0
-1.55, -1.47, 1.0
-1.42, -0.327, 1.0
-0.328, 0.232, 1.0
-0.669, 0.51, 1.0
-1.45, -0.0461, 1.0
1.24, -1.33, 1.0
0.318, 1.82, 1.0
-1.09, 0.289, 1.0
1.36, -1.06, 1.0
-1.89, -0.727, 1.0
0.839, -0.0819, 1.0
-0.487, -0.536, 1.0
-1.06, -0.86, 1.0
0.719, 0.0781, 1.0
-0.707, -0.568, 1.0
1.07, -0.221, 1.0
-0.768, 0.209, 1.0
-0.135, 0.136, 1.0
-1.41, -0.214, 1.0
-0.138, -0.0524, 1.0
-0.451, 0.723, 1.0
1.63, -2.16, 1.0
2.0, 1.28, 1.0
-1.81, -1.21, 1.0
-0.947, 0.445, 1.0
-0.415, 0.463, 1.0
-0.302, -0.116, 1.0
0.0817, 0.418, 1.0
-0.678, -0.417, 1.0
0.608, 0.0135, 1.0
-1.51, -1.16, 1.0
0.00921, -0.00839, 1.0
0.317, -0.0233, 1.0
0.171, -0.502, 1.0
-1.64, -0.562, 1.0
-1.2, -0.451, 1.0
-0.0242, -0.659, 1.0
0.933, -1.24, 1.0
0.875, -1.47, 1.0
2.57, 0.989, 1.0
0.364, 1.98, 1.0
0.0737, 0.124, 1.0
0.953, 1.14, 1.0
-1.32, 0.0399, 1.0
-1.82, -0.899, 1.0
1.73, 1.26, 1.0
2.41, 1.26, 1.0
0.388, 0.484, 1.0
1.57, 1.16, 1.0
1.31, -0.36, 1.0
0.981, 0.26, 1.0
0.604, -0.709, 1.0
1.1, -1.17, 1.0
-1.76, -0.632, 1.0
-0.749, 0.0101, 1.0
-1.98, -0.88, 1.0
1.32, 1.36, 1.0
-1.27, -0.673, 1.0
-0.54, -0.601, 1.0
1.08, -1.76, 1.0
1.53, -1.05, 1.0
-0.33, 0.0829, 1.0
0.991, -1.1, 1.0
1.02, -0.728, 1.0
-0.241, -0.374, 1.0
0.957, -0.572, 1.0
1.23, -0.0582, 1.0
-1.26, -0.515, 1.0
-0.39, -0.209, 1.0
-1.86, -1.3, 1.0
-2.07, -0.521, 1.0
0.557, -1.04, 1.0
-1.07, -0.616, 1.0
-0.292, -0.224, 1.0
0.737, -0.183, 1.0
0.237, 0.0367, 1.0
-1.44, -0.47, 1.0
1.85, 1.61, 1.0
1.09, -0.384, 1.0
-0.53, 0.101, 1.0
-1.26, -1.01, 1.0
0.785, 0.0481, 1.0
-1.26, 0.23, 1.0
-0.0434, -0.442, 1.0
-0.853, 0.358, 1.0
-1.93, -0.315, 1.0
0.234, -0.413, 1.0
1.21, -1.24, 1.0
-0.452, -0.717, 1.0
-1.07, -0.017, 1.0
-1.72, -0.41, 1.0
0.153, -0.875, 1.0
0.928, -0.102, 1.0
0.143, 0.263, 1.0
-0.952, 4.32E-4, 1.0
1.6, -1.36, 1.0
-1.45, -0.701, 1.0
-2.14, -1.43, 1.0
-1.5, 0.0847, 1.0
-0.834, -0.258, 1.0
-0.71, 0.465, 1.0
-0.648, -0.713, 1.0
2.17, 0.926, 1.0
-1.86, -1.78, 1.0
0.569, 1.62, 1.0
-0.377, -0.617, 1.0
0.306, -0.161, 1.0
2.55, 1.4, 1.0
0.389, -0.804, 1.0
0.109, 1.65, 1.0
