@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class{-1.0,1.0}
@inputs At1,At2
@outputs Class
@data
0.303, -1.35, -1.0
0.317, -1.13, -1.0
-0.434, 2.24, -1.0
1.38, 0.583, -1.0
-0.021, -1.09, -1.0
1.14, -0.114, -1.0
-0.689, -1.45, -1.0
1.18, -0.789, -1.0
-0.305, 1.18, -1.0
1.83, 0.452, -1.0
0.58, 1.17, -1.0
-0.587, 1.01, -1.0
-0.491, -1.55, -1.0
1.03, -0.191, -1.0
0.742, 0.744, -1.0
-0.552, -1.18, -1.0
-0.834, 1.41, -1.0
-1.55, 1.05, -1.0
1.49, -0.00779, -1.0
-0.218, -0.882, -1.0
0.52, 1.25, -1.0
-0.956, -0.77, -1.0
1.31, 0.328, -1.0
-0.461, -1.07, -1.0
-0.519, -0.799, -1.0
-0.855, -1.05, -1.0
0.834, 0.925, -1.0
-2.34, 0.246, -1.0
0.471, 1.39, -1.0
-1.46, 1.2, -1.0
1.02, 0.72, -1.0
-1.08, 0.72, -1.0
-1.59, 0.176, -1.0
-1.53, 0.501, -1.0
0.22, -1.36, -1.0
1.52, 0.315, -1.0
-1.83, 0.379, -1.0
0.273, 1.68, -1.0
-0.85, 0.963, -1.0
0.42, 1.1, -1.0
-0.237, -1.4, -1.0
-0.381, 1.41, -1.0
-1.2, 0.92, -1.0
-0.148, -1.37, -1.0
-0.615, -1.36, -1.0
-0.786, -1.33, -1.0
-0.0275, -1.42, -1.0
-0.956, -1.61, -1.0
-1.33, 1.08, -1.0
-1.34, 0.824, -1.0
-0.376, 1.33, -1.0
-0.0697, 1.56, -1.0
0.0399, -1.28, -1.0
-0.178, -1.15, -1.0
0.0878, -1.08, -1.0
0.163, -1.08, -1.0
-0.0388, -0.984, -1.0
0.879, 1.03, -1.0
0.344, 0.908, -1.0
-0.53, -0.944, -1.0
-0.58, 1.34, -1.0
-0.0128, -1.27, -1.0
0.344, 1.49, -1.0
-0.189, -1.24, -1.0
-0.048, -1.06, -1.0
1.26, 1.72, -1.0
0.443, 1.54, -1.0
-1.2, -1.04, -1.0
-0.704, -0.802, -1.0
-0.298, -1.26, -1.0
0.308, -0.913, -1.0
0.265, -1.06, -1.0
1.74, -0.143, -1.0
0.584, 0.679, -1.0
-0.862, 1.01, -1.0
0.0927, -1.02, -1.0
-0.316, -1.36, -1.0
-0.946, 1.02, -1.0
1.3, -0.346, -1.0
0.685, 0.546, -1.0
1.4, 0.746, -1.0
0.162, -0.791, -1.0
-0.338, -0.91, -1.0
0.0886, -0.844, -1.0
-0.676, 0.797, -1.0
-1.01, -1.36, -1.0
0.858, 0.399, -1.0
0.265, 1.4, -1.0
-0.76, -1.26, -1.0
1.15, 0.824, -1.0
0.82, 1.83, -1.0
0.952, 0.427, -1.0
-0.311, -1.07, -1.0
-1.31, -0.903, -1.0
-0.226, -1.09, -1.0
-0.892, 1.02, -1.0
-0.817, -1.11, -1.0
-1.18, 0.732, -1.0
0.822, 0.501, -1.0
-2.13, 0.678, -1.0
-0.124, -1.27, -1.0
-1.98, 0.875, -1.0
1.58, 0.206, -1.0
1.24, 0.79, -1.0
0.121, -1.3, -1.0
0.405, -1.2, -1.0
0.155, 1.88, -1.0
1.29, 0.152, -1.0
0.735, 0.571, -1.0
1.31, 0.151, -1.0
-0.598, -1.38, -1.0
0.515, 0.884, -1.0
0.722, 0.153, -1.0
1.08, 0.925, -1.0
-0.0674, 1.85, -1.0
-1.57, 0.679, -1.0
-0.389, -1.2, -1.0
-0.046, 1.51, -1.0
0.713, 1.02, -1.0
-1.6, 0.632, -1.0
-0.0949, -0.821, -1.0
-0.532, -1.17, -1.0
0.961, 0.454, -1.0
-0.832, -1.33, -1.0
-0.135, -1.1, -1.0
-1.25, 0.857, -1.0
0.514, 1.27, -1.0
0.451, -1.23, -1.0
-0.182, -1.54, -1.0
-1.74, 0.367, -1.0
0.1, -1.48, -1.0
0.863, 0.765, -1.0
0.066, -1.23, -1.0
-0.106, -0.933, -1.0
-0.2, -1.02, -1.0
-0.0508, -1.19, -1.0
0.165, -1.58, -1.0
0.676, 0.892, -1.0
1.34, -0.0272, -1.0
-0.299, -1.4, -1.0
-0.38, -1.34, -1.0
0.647, 0.317, -1.0
-1.46, 0.657, -1.0
1.15, 0.243, -1.0
0.0662, 1.62, -1.0
-0.0791, -1.38, -1.0
-0.0337, -1.36, -1.0
-0.609, -0.917, -1.0
0.0273, -0.683, -1.0
-0.735, -1.19, -1.0
0.469, 1.91, -1.0
-0.037, -1.35, -1.0
-0.999, 1.2, -1.0
-0.795, -1.43, -1.0
1.13, 0.405, -1.0
-1.28, 0.72, -1.0
-0.21, 1.35, -1.0
-0.542, -0.739, -1.0
-0.0979, -1.01, -1.0
1.12, 0.375, -1.0
0.418, -1.12, -1.0
-0.59, -1.23, -1.0
0.431, -1.56, -1.0
0.552, 2.05, -1.0
-0.929, -1.39, -1.0
1.68, -0.293, -1.0
-1.14, 0.915, -1.0
-0.0656, 1.24, -1.0
0.0885, -1.22, -1.0
0.247, -0.96, -1.0
-1.51, 0.481, -1.0
1.22, 0.217, -1.0
0.487, 1.33, -1.0
0.818, 0.845, -1.0
-0.62, -0.984, -1.0
-1.75, 0.722, -1.0
0.0543, -0.967, -1.0
0.518, 1.7, -1.0
-1.4, 0.553, -1.0
-0.527, -1.38, -1.0
1.57, 0.171, -1.0
0.535, 1.99, -1.0
1.45, -0.188, -1.0
-0.665, -1.04, -1.0
0.378, 0.987, -1.0
-1.3, 0.577, -1.0
0.447, 0.92, -1.0
1.35, -0.518, -1.0
-1.01, -1.29, -1.0
0.314, 1.54, -1.0
1.35, -0.177, -1.0
0.678, 0.335, -1.0
-0.509, -1.41, -1.0
1.2, -0.213, -1.0
-0.594, 1.24, -1.0
-1.01, 1.21, -1.0
2.14, -0.453, -1.0
0.375, 1.27, -1.0
-0.139, -1.27, -1.0
-1.68, 0.93, -1.0
0.328, 1.28, -1.0
0.136, -1.49, -1.0
1.11, -0.0628, -1.0
0.238, -1.51, -1.0
0.685, 1.69, -1.0
0.824, -0.673, 1.0
-1.05, -0.382, 1.0
0.101, 1.93, 1.0
-0.169, -0.135, 1.0
0.655, 1.72, 1.0
0.484, -0.427, 1.0
-1.37, -0.904, 1.0
1.02, -0.625, 1.0
0.457, 0.191, 1.0
-1.76, -1.58, 1.0
0.171, 1.59, 1.0
-1.0, 0.078, 1.0
-0.2, 1.74, 1.0
-1.51, -0.248, 1.0
-1.24, -0.0104, 1.0
-0.387, 0.26, 1.0
-0.492, 0.124, 1.0
0.724, -0.574, 1.0
-0.171, 1.68, 1.0
-0.597, 0.232, 1.0
1.12, -0.447, 1.0
-0.192, 0.791, 1.0
0.247, 1.65, 1.0
0.325, 0.213, 1.0
0.617, 1.34, 1.0
-1.63, 0.279, 1.0
-1.31, 0.239, 1.0
-1.23, -0.336, 1.0
-0.214, 0.38, 1.0
0.731, 1.74, 1.0
-0.298, 0.158, 1.0
-0.744, -0.415, 1.0
0.867, -1.19, 1.0
-1.87, -0.451, 1.0
-1.64, -1.27, 1.0
1.04, -1.13, 1.0
0.097, -0.593, 1.0
1.31, -1.81, 1.0
-0.781, -0.113, 1.0
1.25, 1.2, 1.0
0.808, -0.831, 1.0
-1.31, 0.0708, 1.0
-0.64, -0.238, 1.0
-0.516, 0.831, 1.0
0.377, 0.198, 1.0
-1.11, 0.655, 1.0
0.218, -0.368, 1.0
0.29, -0.515, 1.0
-0.193, -0.288, 1.0
-1.56, -0.329, 1.0
1.19, -1.67, 1.0
-0.337, 0.559, 1.0
-1.23, -1.15, 1.0
1.01, 1.53, 1.0
1.33, -0.774, 1.0
-0.912, -0.484, 1.0
-1.2, -0.248, 1.0
-1.67, -0.212, 1.0
-1.73, -1.32, 1.0
1.95, 1.09, 1.0
0.859, -0.952, 1.0
-0.874, 0.719, 1.0
-1.29, -1.03, 1.0
-0.0269, 0.958, 1.0
1.2, -0.944, 1.0
0.207, 0.65, 1.0
0.49, -0.0477, 1.0
0.413, 0.473, 1.0
-0.0652, 0.631, 1.0
1.27, -0.675, 1.0
1.26, -0.912, 1.0
0.377, -0.643, 1.0
-0.0203, 1.92, 1.0
1.08, 1.37, 1.0
-1.02, -0.224, 1.0
1.15, 0.0436, 1.0
-1.97, -1.72, 1.0
-0.945, -0.639, 1.0
-1.79, -0.954, 1.0
-0.672, -0.0414, 1.0
-0.322, 0.535, 1.0
-1.03, -0.858, 1.0
0.632, 1.45, 1.0
-1.1, 0.419, 1.0
0.203, 0.617, 1.0
1.24, 1.45, 1.0
-0.613, 0.775, 1.0
0.073, -0.00169, 1.0
0.603, -0.108, 1.0
0.993, 0.397, 1.0
0.624, -0.285, 1.0
0.347, 0.414, 1.0
0.15, 0.442, 1.0
0.0381, 0.167, 1.0
-1.21, -0.733, 1.0
0.501, 0.0251, 1.0
0.595, 0.546, 1.0
1.94, 1.25, 1.0
-1.67, -1.73, 1.0
0.957, -0.786, 1.0
1.38, -1.36, 1.0
-0.946, -0.197, 1.0
1.77, 1.35, 1.0
-1.59, -0.68, 1.0
-0.102, 1.57, 1.0
0.637, 1.55, 1.0
-0.101, -0.122, 1.0
-0.14, -0.694, 1.0
-0.209, 0.345, 1.0
-0.914, 0.317, 1.0
0.885, -0.372, 1.0
-0.866, -0.197, 1.0
-1.52, -0.74, 1.0
-1.63, -1.32, 1.0
-1.07, -0.622, 1.0
1.46, 1.69, 1.0
0.659, -0.985, 1.0
0.587, -0.311, 1.0
0.603, 0.145, 1.0
2.21, 1.02, 1.0
0.123, -0.283, 1.0
2.34, 1.16, 1.0
2.2, 1.14, 1.0
0.817, -0.941, 1.0
-0.0060, -0.32, 1.0
-0.318, 0.317, 1.0
0.528, -1.04, 1.0
-0.683, 0.419, 1.0
-1.42, -1.28, 1.0
-1.43, -0.357, 1.0
-0.334, 0.18, 1.0
-0.685, 0.459, 1.0
-1.49, -0.00325, 1.0
1.26, -1.37, 1.0
0.184, 1.7, 1.0
-1.01, 0.357, 1.0
1.48, -1.05, 1.0
-1.82, -0.705, 1.0
0.812, -0.15, 1.0
-0.576, -0.463, 1.0
-1.07, -1.11, 1.0
0.701, 0.0237, 1.0
-0.58, -0.579, 1.0
1.19, -0.319, 1.0
-0.715, 0.0859, 1.0
-0.175, 0.0644, 1.0
-1.51, -0.27, 1.0
-0.184, -0.0314, 1.0
-0.595, 0.625, 1.0
1.08, -1.83, 1.0
1.91, 1.37, 1.0
-1.78, -1.07, 1.0
-0.851, 0.405, 1.0
-0.345, 0.376, 1.0
-0.356, -0.0513, 1.0
0.143, 0.337, 1.0
-0.927, -0.406, 1.0
0.404, 0.00999, 1.0
-1.21, -1.16, 1.0
0.0436, 0.0126, 1.0
0.403, 0.0297, 1.0
0.209, -0.455, 1.0
-1.54, -0.598, 1.0
-1.19, -0.529, 1.0
-0.184, -0.751, 1.0
0.974, -1.32, 1.0
1.07, -1.38, 1.0
2.51, 1.11, 1.0
0.424, 1.64, 1.0
0.155, 0.0373, 1.0
1.37, 1.24, 1.0
-1.24, 0.1, 1.0
-1.81, -0.994, 1.0
1.62, 1.19, 1.0
2.44, 1.37, 1.0
0.258, 0.309, 1.0
1.45, 1.33, 1.0
1.22, -0.361, 1.0
0.785, 0.158, 1.0
0.534, -0.763, 1.0
1.23, -1.2, 1.0
-1.78, -0.572, 1.0
-0.787, -0.113, 1.0
-1.96, -0.942, 1.0
1.48, 1.78, 1.0
-1.25, -0.576, 1.0
-0.633, -0.698, 1.0
0.952, -1.9, 1.0
1.52, -1.34, 1.0
-0.4, 0.00463, 1.0
0.83, -0.939, 1.0
0.779, -0.815, 1.0
-0.0978, -0.424, 1.0
0.899, -0.235, 1.0
0.99, -0.0762, 1.0
-1.35, -0.57, 1.0
-0.323, -0.213, 1.0
-2.03, -1.23, 1.0
-1.98, -0.655, 1.0
0.511, -0.773, 1.0
-1.43, -0.546, 1.0
-0.106, -0.316, 1.0
0.805, -0.237, 1.0
0.292, -0.159, 1.0
-1.68, -0.472, 1.0
2.42, 1.5, 1.0
1.46, -0.509, 1.0
-0.103, 0.0369, 1.0
-1.29, -0.754, 1.0
0.434, -0.189, 1.0
-1.13, 0.193, 1.0
-0.102, -0.306, 1.0
-0.825, 0.481, 1.0
-1.71, -0.319, 1.0
0.364, -0.269, 1.0
1.23, -1.4, 1.0
-0.71, -0.874, 1.0
-1.15, -0.0498, 1.0
-1.51, -0.276, 1.0
0.282, -0.761, 1.0
0.855, -0.265, 1.0
-0.0307, 0.678, 1.0
-1.1, 0.145, 1.0
0.47, -0.765, 1.0
-0.818, -0.69, 1.0
-1.96, -1.09, 1.0
-1.04, -0.131, 1.0
-0.59, -0.328, 1.0
-0.875, 0.591, 1.0
-0.76, -0.698, 1.0
2.37, 1.14, 1.0
-1.94, -1.03, 1.0
0.381, 1.61, 1.0
0.137, -0.247, 1.0
0.396, -0.606, 1.0
0.224, 1.57, 1.0
0.188, 1.59, 1.0
