@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class{-1.0,1.0}
@inputs At1,At2
@outputs Class
@data
0.638, 1.11, -1.0
-0.584, 1.01, -1.0
-0.435, -1.53, -1.0
1.11, -0.106, -1.0
0.83, 0.692, -1.0
-0.591, -1.08, -1.0
-0.843, 1.4, -1.0
-1.4, 0.98, -1.0
1.46, 0.0373, -1.0
-0.207, -0.745, -1.0
0.444, 1.14, -1.0
-0.756, -0.679, -1.0
1.4, 0.377, -1.0
-0.506, -1.09, -1.0
-0.536, -0.814, -1.0
-0.83, -1.08, -1.0
0.786, 0.859, -1.0
-2.19, 0.0991, -1.0
0.569, 1.44, -1.0
-1.3, 1.16, -1.0
1.09, 0.812, -1.0
-1.04, 0.679, -1.0
-1.55, 0.378, -1.0
-1.52, 0.506, -1.0
0.312, -1.23, -1.0
1.52, 0.409, -1.0
-1.99, 0.549, -1.0
0.387, 1.71, -1.0
-0.734, 0.881, -1.0
0.415, 0.986, -1.0
-0.232, -1.4, -1.0
-0.394, 1.6, -1.0
-1.32, 0.995, -1.0
-0.145, -1.39, -1.0
-0.687, -1.29, -1.0
-0.811, -1.35, -1.0
0.0403, -1.51, -1.0
-0.97, -1.6, -1.0
-1.21, 1.19, -1.0
-1.39, 0.862, -1.0
-0.177, 1.51, -1.0
-0.144, 1.68, -1.0
0.102, -1.36, -1.0
-0.22, -1.12, -1.0
0.0991, -1.05, -1.0
0.217, -0.961, -1.0
-0.051, -0.972, -1.0
0.835, 1.24, -1.0
0.234, 0.958, -1.0
-0.59, -1.04, -1.0
-0.593, 1.28, -1.0
-0.0773, -1.22, -1.0
0.379, 1.37, -1.0
-0.28, -1.3, -1.0
-0.0723, -1.08, -1.0
1.03, 1.61, -1.0
0.517, 1.46, -1.0
-1.19, -1.03, -1.0
-0.702, -0.811, -1.0
-0.298, -1.26, -1.0
0.254, -0.862, -1.0
0.275, -0.987, -1.0
1.88, -0.141, -1.0
0.455, 0.877, -1.0
-0.668, 0.919, -1.0
0.0735, -1.01, -1.0
-0.31, -1.27, -1.0
-0.984, 1.03, -1.0
1.25, -0.322, -1.0
0.624, 0.621, -1.0
1.38, 0.749, -1.0
0.143, -0.786, -1.0
-0.416, -0.941, -1.0
0.152, -0.964, -1.0
-0.922, 0.533, -1.0
-1.08, -1.3, -1.0
0.832, 0.442, -1.0
0.148, 1.26, -1.0
-0.716, -1.19, -1.0
1.05, 0.651, -1.0
0.477, 1.83, -1.0
0.973, 0.457, -1.0
-0.315, -1.09, -1.0
-1.06, -0.881, -1.0
-0.299, -1.14, -1.0
-1.04, 0.984, -1.0
-0.75, -0.881, -1.0
-1.06, 0.665, -1.0
1.01, 0.555, -1.0
-1.75, 0.318, -1.0
-0.139, -1.26, -1.0
-1.74, 0.975, -1.0
1.28, 0.691, -1.0
1.25, 0.794, -1.0
0.0973, -1.33, -1.0
0.208, -1.21, -1.0
0.288, 1.62, -1.0
1.29, 0.153, -1.0
0.856, 0.669, -1.0
1.21, 0.227, -1.0
-0.56, -1.41, -1.0
0.463, 0.935, -1.0
1.18, -0.277, -1.0
1.06, 0.913, -1.0
0.284, 2.37, -1.0
-1.55, 0.695, -1.0
-0.264, -1.14, -1.0
0.00854, 1.31, -1.0
0.855, 0.959, -1.0
-1.54, 0.562, -1.0
0.0692, -0.828, -1.0
-0.495, -1.2, -1.0
0.726, 0.289, -1.0
-0.893, -1.27, -1.0
-0.158, -1.08, -1.0
-1.13, 0.928, -1.0
0.677, 1.03, -1.0
0.63, -1.23, -1.0
-0.114, -1.5, -1.0
-1.68, 0.398, -1.0
0.177, -1.37, -1.0
0.973, 0.653, -1.0
-0.0255, -1.3, -1.0
-0.124, -0.95, -1.0
-0.175, -0.946, -1.0
-0.177, -1.12, -1.0
0.132, -1.49, -1.0
0.753, 0.781, -1.0
1.18, 0.08, -1.0
-0.31, -1.38, -1.0
-0.396, -1.45, -1.0
0.604, 0.374, -1.0
-1.67, 0.809, -1.0
1.18, 0.0819, -1.0
0.0604, 1.64, -1.0
-0.0866, -1.37, -1.0
-0.00816, -1.38, -1.0
-0.562, -0.873, -1.0
0.0125, -0.665, -1.0
-0.877, -1.08, -1.0
0.462, 1.89, -1.0
-0.0776, -1.35, -1.0
-1.07, 0.963, -1.0
-0.534, -1.4, -1.0
1.1, 0.508, -1.0
-1.19, 0.814, -1.0
-0.201, 1.35, -1.0
-0.314, -0.984, -1.0
-0.138, -0.951, -1.0
1.11, 0.375, -1.0
0.247, -1.28, -1.0
-0.611, -1.28, -1.0
0.48, -1.15, -1.0
0.534, 2.15, -1.0
-0.821, -1.44, -1.0
2.04, -0.462, -1.0
-1.08, 1.19, -1.0
0.176, 1.23, -1.0
0.0647, -1.22, -1.0
0.247, -0.9, -1.0
-1.52, 0.497, -1.0
1.21, 0.197, -1.0
0.488, 1.31, -1.0
0.802, 0.852, -1.0
-0.606, -0.997, -1.0
-1.74, 0.697, -1.0
0.0301, -0.894, -1.0
0.388, 1.64, -1.0
-1.34, 0.54, -1.0
-0.434, -1.16, -1.0
1.54, -0.193, -1.0
0.673, 2.52, -1.0
1.49, -0.156, -1.0
-0.516, -0.935, -1.0
0.374, 0.966, -1.0
-0.958, 0.536, -1.0
0.44, 0.9, -1.0
1.54, -0.26, -1.0
-0.943, -1.26, -1.0
0.296, 1.51, -1.0
1.45, -0.26, -1.0
1.0, 0.654, -1.0
-0.539, -1.39, -1.0
2.06, -0.482, -1.0
-0.598, 1.22, -1.0
-0.63, 0.949, -1.0
0.823, -1.21, -1.0
0.375, 1.24, -1.0
-0.172, -1.31, -1.0
-1.77, 1.01, -1.0
-0.533, 1.22, -1.0
0.272, -1.6, -1.0
1.14, -0.0771, -1.0
1.08, -0.628, -1.0
0.916, 1.63, -1.0
0.905, -0.551, 1.0
-1.11, -0.44, 1.0
0.169, 1.86, 1.0
-0.212, -0.155, 1.0
0.576, 1.7, 1.0
0.332, -0.527, 1.0
-1.47, -0.817, 1.0
1.05, -0.723, 1.0
0.472, 0.289, 1.0
-1.82, -1.78, 1.0
0.335, 1.39, 1.0
-0.863, 0.174, 1.0
-0.364, 1.7, 1.0
-1.47, -0.212, 1.0
-1.32, -0.088, 1.0
-0.466, 0.145, 1.0
-0.424, 0.0207, 1.0
0.652, -0.646, 1.0
-0.112, 1.85, 1.0
-0.577, 0.206, 1.0
1.02, -0.549, 1.0
-0.339, 0.806, 1.0
0.269, 1.62, 1.0
0.121, 0.219, 1.0
0.636, 1.34, 1.0
-1.55, 0.121, 1.0
-1.13, 0.411, 1.0
-1.33, -0.276, 1.0
-0.0411, 0.32, 1.0
0.837, 1.75, 1.0
-0.264, 0.0571, 1.0
-0.656, -0.334, 1.0
0.832, -1.29, 1.0
-1.88, -0.454, 1.0
-1.53, -1.17, 1.0
1.05, -0.96, 1.0
0.0745, -0.607, 1.0
1.33, -1.71, 1.0
-0.651, -0.159, 1.0
1.35, 1.33, 1.0
0.941, -0.789, 1.0
-1.33, 0.0398, 1.0
-0.645, -0.238, 1.0
-0.637, 0.942, 1.0
0.414, 0.141, 1.0
-1.42, 0.592, 1.0
0.423, -0.334, 1.0
0.371, -0.589, 1.0
-0.11, -0.372, 1.0
-1.52, -0.368, 1.0
1.22, -1.46, 1.0
-0.412, 0.492, 1.0
-1.3, -1.08, 1.0
0.83, 1.67, 1.0
1.36, -0.732, 1.0
-0.852, -0.59, 1.0
-1.23, -0.308, 1.0
-1.52, -0.00335, 1.0
-1.57, -1.47, 1.0
1.87, 1.13, 1.0
0.799, -0.99, 1.0
-0.739, 0.578, 1.0
-1.39, -0.943, 1.0
0.0090, 0.928, 1.0
1.2, -0.948, 1.0
0.175, 0.652, 1.0
0.451, -0.00833, 1.0
0.466, 0.322, 1.0
-0.201, 0.596, 1.0
1.29, -0.657, 1.0
1.31, -1.08, 1.0
0.418, -0.711, 1.0
-0.119, 2.06, 1.0
1.16, 1.48, 1.0
-1.12, -0.297, 1.0
0.923, 0.166, 1.0
-2.03, -1.65, 1.0
-0.966, -0.628, 1.0
-1.53, -1.01, 1.0
-0.737, -0.0677, 1.0
-0.295, 0.565, 1.0
-0.987, -0.735, 1.0
0.575, 1.42, 1.0
-1.02, 0.409, 1.0
0.423, 0.598, 1.0
1.1, 1.58, 1.0
-0.64, 0.705, 1.0
-0.00329, -0.0777, 1.0
0.756, -0.0709, 1.0
0.634, 0.366, 1.0
0.586, -0.273, 1.0
0.242, 0.347, 1.0
0.0914, 0.493, 1.0
-0.0753, 0.267, 1.0
-1.25, -0.897, 1.0
0.566, 0.0815, 1.0
0.635, 0.559, 1.0
1.8, 1.32, 1.0
-1.57, -1.74, 1.0
1.01, -0.94, 1.0
1.47, -1.44, 1.0
-0.869, -0.0393, 1.0
1.71, 1.39, 1.0
-1.55, -0.61, 1.0
-0.223, 1.65, 1.0
1.13, 1.51, 1.0
0.0235, -0.18, 1.0
-0.286, -0.571, 1.0
-0.251, 0.327, 1.0
-0.795, 0.276, 1.0
0.938, -0.255, 1.0
-1.02, -0.146, 1.0
-1.62, -0.712, 1.0
-1.59, -1.36, 1.0
-1.08, -0.612, 1.0
1.47, 1.39, 1.0
0.768, -0.917, 1.0
0.527, -0.251, 1.0
0.598, 0.133, 1.0
2.07, 1.21, 1.0
0.166, -0.33, 1.0
2.32, 1.3, 1.0
2.03, 1.32, 1.0
0.576, -1.05, 1.0
-0.016, -0.448, 1.0
-0.0615, 0.299, 1.0
0.422, -0.934, 1.0
-0.719, 0.242, 1.0
-1.45, -1.25, 1.0
-1.44, -0.358, 1.0
-0.326, 0.168, 1.0
-0.621, 0.425, 1.0
-1.39, -0.118, 1.0
1.25, -1.38, 1.0
0.427, 1.77, 1.0
-1.05, 0.219, 1.0
1.4, -1.13, 1.0
-1.77, -0.828, 1.0
0.819, 0.0462, 1.0
-0.533, -0.402, 1.0
-1.19, -1.0, 1.0
0.74, 0.053, 1.0
-0.606, -0.546, 1.0
1.18, -0.335, 1.0
-0.711, 0.0759, 1.0
-0.0342, 0.145, 1.0
-1.37, -0.177, 1.0
-0.186, -0.0925, 1.0
-0.558, 0.572, 1.0
1.13, -1.75, 1.0
2.07, 1.37, 1.0
-1.71, -1.27, 1.0
-0.935, 0.321, 1.0
-0.325, 0.388, 1.0
-0.341, -0.0358, 1.0
0.258, 0.482, 1.0
-0.617, -0.458, 1.0
0.351, -0.0402, 1.0
-1.23, -1.3, 1.0
0.0188, 0.0512, 1.0
0.271, 0.0595, 1.0
0.165, -0.405, 1.0
-1.7, -0.569, 1.0
-1.17, -0.556, 1.0
-0.00124, -0.938, 1.0
0.878, -1.38, 1.0
1.07, -1.38, 1.0
2.43, 0.869, 1.0
0.56, 1.7, 1.0
0.0176, 0.0932, 1.0
1.38, 1.25, 1.0
-1.32, -0.146, 1.0
-1.86, -0.963, 1.0
1.71, 1.1, 1.0
2.47, 1.12, 1.0
0.491, 0.194, 1.0
1.37, 1.29, 1.0
1.47, -0.312, 1.0
0.95, -0.0297, 1.0
0.572, -0.812, 1.0
1.13, -1.27, 1.0
-1.71, -0.653, 1.0
-0.792, -0.132, 1.0
-1.93, -0.92, 1.0
1.42, 1.8, 1.0
-1.33, -0.647, 1.0
-0.582, -0.752, 1.0
0.811, -1.65, 1.0
1.58, -1.29, 1.0
-0.249, 0.0234, 1.0
0.856, -1.11, 1.0
0.764, -0.804, 1.0
-0.105, -0.442, 1.0
0.941, -0.254, 1.0
0.966, -0.199, 1.0
-1.35, -0.485, 1.0
-0.448, -0.354, 1.0
-1.9, -1.1, 1.0
-1.81, -0.488, 1.0
0.464, -0.792, 1.0
-0.813, -0.665, 1.0
-0.391, -0.547, 1.0
0.72, -0.316, 1.0
0.0238, 0.0836, 1.0
-1.51, -0.285, 1.0
2.13, 1.16, 1.0
1.34, -0.632, 1.0
-0.0666, 0.0656, 1.0
-1.46, -0.909, 1.0
0.243, 0.304, 1.0
-1.12, 0.154, 1.0
-0.121, -0.498, 1.0
-0.863, 0.496, 1.0
-1.77, -0.455, 1.0
0.309, -0.689, 1.0
1.46, -1.32, 1.0
-0.403, -0.636, 1.0
-1.04, -0.0359, 1.0
-1.42, -0.617, 1.0
0.323, -0.796, 1.0
0.833, -0.254, 1.0
-0.0767, 1.68E-4, 1.0
-0.849, -0.187, 1.0
0.383, -0.824, 1.0
-0.786, -0.64, 1.0
-1.73, -1.3, 1.0
-1.14, -0.245, 1.0
-0.579, -0.397, 1.0
0.0368, -0.239, 1.0
-0.601, -0.539, 1.0
2.69, 1.12, 1.0
-1.4, -1.54, 1.0
0.387, 1.59, 1.0
0.105, -0.208, 1.0
0.332, -0.69, 1.0
0.219, 1.59, 1.0
-1.86, -0.977, 1.0
