@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class{-1.0,1.0}
@inputs At1,At2
@outputs Class
@data
-0.301, 1.82, 1.0
-1.56, -0.172, 1.0
-1.22, -0.0961, 1.0
-0.468, 0.245, 1.0
-0.48, 0.0507, 1.0
0.622, -0.546, 1.0
-0.0692, 1.73, 1.0
-0.528, 0.296, 1.0
1.01, -0.437, 1.0
-0.268, 0.75, 1.0
0.324, 1.68, 1.0
0.222, 0.214, 1.0
0.435, 1.31, 1.0
-1.52, 0.246, 1.0
-1.35, 0.424, 1.0
-1.31, -0.354, 1.0
-0.0982, 0.395, 1.0
0.764, 1.98, 1.0
-0.238, 0.126, 1.0
-0.752, -0.319, 1.0
0.774, -1.22, 1.0
-1.84, -0.366, 1.0
-1.64, -1.16, 1.0
1.05, -1.05, 1.0
0.154, -0.653, 1.0
1.67, -1.77, 1.0
-0.693, -0.113, 1.0
1.21, 1.31, 1.0
0.866, -0.807, 1.0
-1.37, 0.15, 1.0
-0.537, -0.223, 1.0
-0.425, 0.996, 1.0
0.327, 0.17, 1.0
-1.22, 0.569, 1.0
0.329, -0.37, 1.0
0.264, -0.605, 1.0
-0.17, -0.346, 1.0
-1.61, -0.39, 1.0
1.22, -1.58, 1.0
-0.407, 0.602, 1.0
-1.31, -1.16, 1.0
1.01, 1.82, 1.0
1.43, -0.816, 1.0
-0.836, -0.507, 1.0
-1.28, -0.259, 1.0
-1.69, -0.0461, 1.0
-1.78, -1.49, 1.0
1.89, 0.834, 1.0
0.883, -1.0, 1.0
-0.779, 0.676, 1.0
-1.38, -1.08, 1.0
-0.114, 0.846, 1.0
1.2, -0.778, 1.0
0.221, 0.946, 1.0
0.45, -0.104, 1.0
0.44, 0.399, 1.0
-0.106, 0.552, 1.0
1.2, -0.598, 1.0
1.21, -1.02, 1.0
0.482, -0.653, 1.0
-0.635, 1.94, 1.0
0.996, 1.46, 1.0
-1.03, -0.357, 1.0
1.08, 0.148, 1.0
-2.18, -1.88, 1.0
-0.882, -0.608, 1.0
-1.64, -0.962, 1.0
-0.565, -0.0822, 1.0
-0.259, 0.496, 1.0
-0.956, -0.818, 1.0
0.706, 1.38, 1.0
-1.06, 0.496, 1.0
0.289, 0.598, 1.0
1.27, 1.6, 1.0
-0.793, 0.905, 1.0
0.0788, -0.0998, 1.0
0.659, -0.057, 1.0
0.802, 0.431, 1.0
0.613, -0.211, 1.0
0.283, 0.394, 1.0
0.159, 0.586, 1.0
0.0052, 0.24, 1.0
-1.2, -0.826, 1.0
0.472, 0.0979, 1.0
0.529, 0.788, 1.0
1.84, 1.18, 1.0
-1.65, -2.05, 1.0
0.947, -0.888, 1.0
1.35, -1.51, 1.0
-0.924, -0.102, 1.0
1.82, 1.43, 1.0
-1.53, -0.665, 1.0
-0.113, 2.13, 1.0
0.896, 1.58, 1.0
-0.0367, -0.144, 1.0
-0.234, -0.656, 1.0
-0.233, 0.593, 1.0
-0.876, 0.232, 1.0
0.913, -0.318, 1.0
-0.968, -0.226, 1.0
-1.58, -0.798, 1.0
-1.58, -1.25, 1.0
-1.15, -0.647, 1.0
1.49, 1.55, 1.0
0.743, -1.01, 1.0
0.475, -0.381, 1.0
0.587, 0.322, 1.0
2.07, 1.02, 1.0
0.233, -0.275, 1.0
2.29, 1.22, 1.0
2.22, 1.31, 1.0
0.646, -0.932, 1.0
0.0219, -0.388, 1.0
-0.181, 0.344, 1.0
0.297, -1.11, 1.0
-0.673, 0.313, 1.0
-1.52, -1.4, 1.0
-1.38, -0.32, 1.0
-0.296, 0.255, 1.0
-0.639, 0.522, 1.0
-1.45, -0.0697, 1.0
1.19, -1.34, 1.0
0.244, 1.84, 1.0
-1.1, 0.322, 1.0
1.35, -0.962, 1.0
-1.87, -0.78, 1.0
0.833, -0.0565, 1.0
-0.482, -0.485, 1.0
-1.03, -0.95, 1.0
0.677, 0.108, 1.0
-0.681, -0.586, 1.0
1.14, -0.209, 1.0
-0.744, 0.196, 1.0
-0.139, 0.132, 1.0
-1.44, -0.225, 1.0
-0.129, -0.061, 1.0
-0.521, 0.726, 1.0
1.41, -2.09, 1.0
1.98, 1.27, 1.0
-1.77, -1.19, 1.0
-1.01, 0.412, 1.0
-0.452, 0.524, 1.0
-0.279, -0.0928, 1.0
0.113, 0.462, 1.0
-0.78, -0.43, 1.0
0.532, -0.0431, 1.0
-1.45, -1.22, 1.0
7.25E-4, -0.0366, 1.0
0.326, 0.00626, 1.0
0.109, -0.522, 1.0
-1.6, -0.541, 1.0
-1.13, -0.443, 1.0
-0.00145, -0.7, 1.0
0.896, -1.27, 1.0
0.842, -1.41, 1.0
2.6, 0.951, 1.0
0.429, 1.94, 1.0
0.118, 0.13, 1.0
1.15, 1.16, 1.0
-1.31, 0.00723, 1.0
-1.76, -0.903, 1.0
1.76, 1.33, 1.0
2.45, 1.25, 1.0
0.424, 0.547, 1.0
1.64, 1.12, 1.0
1.32, -0.311, 1.0
0.945, 0.239, 1.0
0.631, -0.674, 1.0
1.15, -1.14, 1.0
-1.81, -0.643, 1.0
-0.784, -0.00647, 1.0
-2.1, -0.859, 1.0
1.44, 1.38, 1.0
-1.25, -0.656, 1.0
-0.541, -0.65, 1.0
1.12, -1.72, 1.0
1.52, -1.12, 1.0
-0.341, 0.0621, 1.0
0.977, -1.01, 1.0
1.03, -0.805, 1.0
-0.223, -0.419, 1.0
0.908, -0.506, 1.0
1.25, -0.146, 1.0
-1.29, -0.529, 1.0
-0.422, -0.241, 1.0
-1.88, -1.26, 1.0
-2.14, -0.476, 1.0
0.608, -1.18, 1.0
-1.07, -0.552, 1.0
-0.322, -0.356, 1.0
0.734, -0.212, 1.0
0.201, 0.0024, 1.0
-1.53, -0.466, 1.0
1.73, 1.68, 1.0
1.16, -0.458, 1.0
-0.391, 0.181, 1.0
-1.13, -1.08, 1.0
0.563, 0.137, 1.0
-1.22, 0.177, 1.0
-0.0683, -0.404, 1.0
-0.844, 0.371, 1.0
-1.97, -0.271, 1.0
0.249, -0.451, 1.0
1.26, -1.25, 1.0
-0.439, -0.884, 1.0
-1.11, 0.00172, 1.0
-1.78, -0.491, 1.0
0.0949, -0.854, 1.0
0.956, 0.558, 1.0
0.151, 0.322, 1.0
-0.899, 0.0621, 1.0
1.09, -1.37, 1.0
-1.39, -0.68, 1.0
-2.19, -1.3, 1.0
-1.64, 0.143, 1.0
-0.847, -0.213, 1.0
-0.0215, 0.704, 1.0
-0.636, -0.988, 1.0
2.23, 0.895, 1.0
-2.0, -2.1, 1.0
0.642, 1.65, 1.0
-0.599, -0.521, 1.0
0.315, -0.182, 1.0
2.53, 1.5, 1.0
0.36, -0.715, 1.0
-0.977, 0.639, 1.0
