@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}


@data
-0.847, -0.871, -1.0
-0.859, 0.885, -1.0
-0.429, 1.13, -1.0
-0.262, 1.28, -1.0
1.12, 0.612, -1.0
1.29, -0.151, -1.0
-0.827, 1.23, -1.0
0.907, 0.191, -1.0
1.2, 0.286, -1.0
-0.499, -1.31, -1.0
0.84, 1.42, -1.0
-0.421, -1.09, -1.0
1.45, 0.211, -1.0
0.335, 1.99, -1.0
1.12, 1.14, -1.0
1.81, -0.551, -1.0
1.29, 1.07, -1.0
0.287, -1.45, -1.0
0.262, -1.16, -1.0
-0.424, 2.01, -1.0
1.35, 0.657, -1.0
-0.0207, -1.14, -1.0
1.23, -0.0874, -1.0
-0.78, -1.52, -1.0
1.27, -0.747, -1.0
-0.17, 1.18, -1.0
1.77, 0.239, -1.0
0.67, 1.15, -1.0
-0.621, 1.11, -1.0
-0.467, -1.51, -1.0
1.0, -0.0897, -1.0
0.826, 0.744, -1.0
-0.562, -1.12, -1.0
-1.02, 1.53, -1.0
-1.52, 0.934, -1.0
1.42, -0.0465, -1.0
-0.239, -0.848, -1.0
0.52, 1.21, -1.0
-0.817, -0.783, -1.0
1.32, 0.376, -1.0
-0.459, -1.11, -1.0
-0.446, -0.861, -1.0
-0.779, -1.04, -1.0
0.781, 0.911, -1.0
-2.37, -0.01, -1.0
0.541, 1.41, -1.0
-1.42, 1.13, -1.0
1.05, 0.776, -1.0
-0.975, 0.725, -1.0
-1.58, 0.272, -1.0
-1.64, 0.572, -1.0
0.34, -1.34, -1.0
1.42, 0.374, -1.0
-2.04, 0.401, -1.0
0.273, 1.79, -1.0
-0.772, 0.933, -1.0
0.484, 1.04, -1.0
-0.242, -1.47, -1.0
-0.37, 1.48, -1.0
-1.24, 1.0, -1.0
-0.216, -1.38, -1.0
-0.678, -1.32, -1.0
-0.744, -1.39, -1.0
0.0325, -1.46, -1.0
-0.901, -1.56, -1.0
-1.43, 1.26, -1.0
-1.34, 0.869, -1.0
-0.236, 1.44, -1.0
-0.173, 1.59, -1.0
0.0489, -1.36, -1.0
-0.227, -1.19, -1.0
0.0496, -1.05, -1.0
0.179, -1.04, -1.0
-0.00626, -0.959, -1.0
0.915, 1.15, -1.0
0.339, 0.881, -1.0
-0.555, -1.02, -1.0
-0.683, 1.38, -1.0
-0.0175, -1.21, -1.0
0.411, 1.47, -1.0
-0.214, -1.27, -1.0
-0.0305, -1.09, -1.0
1.17, 1.37, -1.0
0.495, 1.54, -1.0
-1.12, -1.17, -1.0
-0.672, -0.601, -1.0
-0.26, -1.23, -1.0
0.44, -0.778, -1.0
0.309, -1.03, -1.0
1.86, -0.213, -1.0
0.432, 0.749, -1.0
-0.717, 1.0, -1.0
0.12, -1.12, -1.0
-0.292, -1.32, -1.0
-0.959, 1.07, -1.0
1.29, -0.391, -1.0
0.329, 0.606, -1.0
1.41, 0.607, -1.0
0.245, -0.681, -1.0
-0.369, -0.965, -1.0
0.126, -0.865, -1.0
-0.723, 0.633, -1.0
-1.01, -1.53, -1.0
0.762, 0.344, -1.0
0.225, 1.34, -1.0
-0.698, -1.26, -1.0
1.08, 0.683, -1.0
0.594, 1.8, -1.0
0.998, 0.37, -1.0
-0.383, -1.04, -1.0
-1.19, -0.939, -1.0
-0.279, -1.06, -1.0
-0.957, 1.0, -1.0
-0.861, -0.972, -1.0
-1.15, 0.729, -1.0
0.909, 0.522, -1.0
-2.11, 0.193, -1.0
-0.116, -1.23, -1.0
-1.82, 0.904, -1.0
1.64, 0.513, -1.0
1.17, 0.868, -1.0
0.0762, -1.27, -1.0
0.3, -1.18, -1.0
0.193, 1.72, -1.0
1.26, 0.0903, -1.0
0.745, 0.681, -1.0
1.29, 0.283, -1.0
-0.581, -1.34, -1.0
0.552, 0.961, -1.0
0.829, -0.305, -1.0
1.41, 0.83, -1.0
-0.222, 2.47, -1.0
-1.64, 0.767, -1.0
-0.356, -1.16, -1.0
0.0526, 1.42, -1.0
0.811, 1.07, -1.0
-1.53, 0.656, -1.0
-0.0247, -0.765, -1.0
-0.528, -1.23, -1.0
0.746, 0.441, -1.0
-0.776, -1.26, -1.0
-0.123, -1.07, -1.0
-1.37, 0.968, -1.0
0.592, 1.15, -1.0
0.54, -1.26, -1.0
-0.126, -1.67, -1.0
-1.77, 0.457, -1.0
0.0951, -1.39, -1.0
0.924, 0.701, -1.0
0.0105, -1.26, -1.0
-0.0908, -0.846, -1.0
-0.23, -1.02, -1.0
-0.0765, -1.12, -1.0
0.123, -1.62, -1.0
0.709, 0.872, -1.0
1.25, -0.00263, -1.0
-0.275, -1.6, -1.0
-0.375, -1.39, -1.0
0.504, 0.0752, -1.0
-1.53, 0.795, -1.0
1.12, 0.173, -1.0
-0.0482, 1.52, -1.0
-0.137, -1.39, -1.0
-0.0537, -1.52, -1.0
-0.631, -0.867, -1.0
-0.0633, -0.699, -1.0
-0.84, -1.16, -1.0
0.191, 1.94, -1.0
-0.0541, -1.31, -1.0
-0.867, 1.09, -1.0
-0.663, -1.47, -1.0
1.07, 0.457, -1.0
-1.2, 0.659, -1.0
-0.391, 1.32, -1.0
-0.395, -0.756, -1.0
-0.171, -1.09, -1.0
1.17, 0.426, -1.0
0.401, -1.31, -1.0
-0.626, -1.18, -1.0
0.538, -1.39, -1.0
0.811, 2.0, -1.0
-0.856, -1.31, -1.0
1.86, -0.36, -1.0
-1.14, 1.08, -1.0
0.0128, 1.29, -1.0
0.233, -1.29, -1.0
0.439, -1.09, -1.0
-1.51, 0.384, -1.0
1.12, 0.293, -1.0
0.612, 1.37, -1.0
0.851, 0.95, -1.0
-0.619, -0.748, -1.0
-1.93, 0.96, -1.0
-0.0779, -0.967, -1.0
0.415, 1.8, -1.0
-1.37, 0.648, -1.0
-0.411, -1.34, -1.0
1.55, -0.0305, -1.0
0.497, 2.23, -1.0
1.41, 0.0907, -1.0
-0.617, -1.02, -1.0
0.0744, 1.04, -1.0
-1.16, 0.381, -1.0
0.642, 0.909, -1.0
1.55, -0.649, -1.0
-0.984, -0.807, -1.0
-0.0454, 1.75, -1.0
1.35, -0.25, -1.0
0.595, 0.677, -1.0
-0.437, -0.984, -1.0
1.63, -0.251, -1.0
-0.595, 1.46, -1.0
-1.24, 0.788, -1.0
1.87, -1.16, -1.0
0.381, 1.55, -1.0
0.108, -0.769, -1.0
-1.7, -0.087, -1.0
-0.132, 0.954, -1.0
-0.362, -1.7, -1.0
0.995, 0.502, -1.0
2.44, -0.448, -1.0
-1.68, 1.08, -1.0
0.254, 2.42, -1.0
0.833, -0.593, 1.0
-1.03, -0.422, 1.0
0.133, 2.04, 1.0
-0.178, -0.238, 1.0
0.616, 1.77, 1.0
0.405, -0.555, 1.0
-1.38, -0.826, 1.0
1.09, -0.643, 1.0
0.486, 0.245, 1.0
-1.8, -1.62, 1.0
0.136, 1.46, 1.0
-0.964, 0.108, 1.0
-0.282, 1.78, 1.0
-1.57, -0.205, 1.0
-1.22, -0.107, 1.0
-0.474, 0.264, 1.0
-0.479, 0.0719, 1.0
0.617, -0.585, 1.0
-0.0208, 1.76, 1.0
-0.539, 0.292, 1.0
0.982, -0.452, 1.0
-0.247, 0.775, 1.0
0.322, 1.68, 1.0
0.261, 0.214, 1.0
0.478, 1.31, 1.0
-1.51, 0.213, 1.0
-1.32, 0.516, 1.0
-1.31, -0.32, 1.0
-0.138, 0.425, 1.0
0.75, 1.92, 1.0
-0.219, 0.128, 1.0
-0.753, -0.321, 1.0
0.768, -1.25, 1.0
-1.85, -0.35, 1.0
-1.63, -1.16, 1.0
1.01, -1.05, 1.0
0.157, -0.652, 1.0
1.53, -1.81, 1.0
-0.679, -0.0957, 1.0
1.18, 1.36, 1.0
0.876, -0.807, 1.0
-1.34, 0.146, 1.0
-0.532, -0.179, 1.0
-0.311, 0.995, 1.0
0.331, 0.185, 1.0
-1.17, 0.564, 1.0
0.265, -0.375, 1.0
0.271, -0.591, 1.0
-0.162, -0.334, 1.0
-1.61, -0.364, 1.0
1.2, -1.56, 1.0
-0.377, 0.607, 1.0
-1.3, -1.17, 1.0
0.942, 1.83, 1.0
1.41, -0.808, 1.0
-0.827, -0.506, 1.0
-1.29, -0.264, 1.0
-1.67, -0.00451, 1.0
-1.79, -1.46, 1.0
1.95, 0.902, 1.0
0.894, -0.992, 1.0
-0.743, 0.685, 1.0
-1.39, -1.09, 1.0
-0.129, 0.877, 1.0
1.21, -0.774, 1.0
0.19, 0.969, 1.0
0.449, -0.0489, 1.0
0.435, 0.397, 1.0
-0.125, 0.521, 1.0
1.22, -0.607, 1.0
1.26, -1.03, 1.0
0.497, -0.671, 1.0
-0.502, 1.84, 1.0
0.928, 1.45, 1.0
-1.02, -0.305, 1.0
1.16, 0.151, 1.0
-2.13, -1.85, 1.0
-0.891, -0.617, 1.0
-1.59, -0.98, 1.0
-0.543, -0.0204, 1.0
-0.249, 0.505, 1.0
-0.974, -0.818, 1.0
0.666, 1.36, 1.0
-1.02, 0.521, 1.0
0.269, 0.605, 1.0
1.31, 1.62, 1.0
-0.921, 0.894, 1.0
0.0586, -0.133, 1.0
0.627, -0.0629, 1.0
0.796, 0.429, 1.0
0.584, -0.212, 1.0
0.276, 0.397, 1.0
0.154, 0.629, 1.0
0.00168, 0.262, 1.0
-1.21, -0.854, 1.0
0.416, 0.1, 1.0
0.5, 0.762, 1.0
1.87, 1.19, 1.0
-1.64, -1.91, 1.0
0.96, -0.9, 1.0
1.37, -1.52, 1.0
-0.937, -0.086, 1.0
1.85, 1.38, 1.0
-1.52, -0.658, 1.0
-0.0814, 2.18, 1.0
0.826, 1.5, 1.0
-0.0246, -0.141, 1.0
-0.208, -0.646, 1.0
-0.232, 0.626, 1.0
-0.867, 0.214, 1.0
0.893, -0.327, 1.0
-0.975, -0.182, 1.0
-1.57, -0.772, 1.0
-1.58, -1.26, 1.0
-1.15, -0.659, 1.0
1.49, 1.59, 1.0
0.73, -0.99, 1.0
0.469, -0.321, 1.0
0.605, 0.378, 1.0
2.12, 0.978, 1.0
0.247, -0.233, 1.0
2.25, 1.21, 1.0
2.2, 1.26, 1.0
0.704, -0.91, 1.0
0.0109, -0.378, 1.0
-0.208, 0.332, 1.0
0.268, -1.08, 1.0
-0.68, 0.314, 1.0
-1.51, -1.39, 1.0
-1.39, -0.322, 1.0
-0.305, 0.247, 1.0
-0.641, 0.516, 1.0
-1.44, -0.0746, 1.0
1.19, -1.33, 1.0
0.272, 1.82, 1.0
-1.11, 0.308, 1.0
1.38, -1.02, 1.0
-1.89, -0.799, 1.0
0.841, -0.0776, 1.0
-0.427, -0.485, 1.0
-0.996, -0.984, 1.0
0.673, 0.172, 1.0
-0.674, -0.62, 1.0
1.14, -0.286, 1.0
-0.72, 0.189, 1.0
-0.146, 0.132, 1.0
-1.45, -0.203, 1.0
-0.122, -0.0671, 1.0
-0.507, 0.69, 1.0
1.47, -2.05, 1.0
1.96, 1.28, 1.0
-1.76, -1.17, 1.0
-0.959, 0.41, 1.0
-0.455, 0.494, 1.0
-0.256, -0.115, 1.0
0.0981, 0.465, 1.0
-0.812, -0.411, 1.0
0.587, 0.0331, 1.0
-1.43, -1.18, 1.0
0.00275, -0.0555, 1.0
0.304, -0.00393, 1.0
0.13, -0.469, 1.0
-1.57, -0.561, 1.0
-1.14, -0.494, 1.0
0.0179, -0.7, 1.0
0.915, -1.27, 1.0
0.874, -1.41, 1.0
2.64, 0.966, 1.0
0.452, 1.95, 1.0
0.105, 0.103, 1.0
1.01, 1.21, 1.0
-1.28, -0.00494, 1.0
-1.77, -0.923, 1.0
1.75, 1.33, 1.0
2.46, 1.23, 1.0
0.397, 0.513, 1.0
1.55, 1.1, 1.0
1.32, -0.331, 1.0
0.934, 0.258, 1.0
0.614, -0.705, 1.0
1.09, -1.12, 1.0
-1.82, -0.665, 1.0
-0.768, -0.0166, 1.0
-2.15, -0.858, 1.0
1.34, 1.37, 1.0
-1.25, -0.689, 1.0
-0.553, -0.687, 1.0
1.15, -1.69, 1.0
1.51, -1.15, 1.0
-0.326, 0.0769, 1.0
1.01, -0.984, 1.0
1.01, -0.743, 1.0
-0.253, -0.406, 1.0
0.96, -0.522, 1.0
1.28, -0.176, 1.0
-1.28, -0.542, 1.0
-0.394, -0.253, 1.0
-1.87, -1.26, 1.0
-2.17, -0.523, 1.0
0.558, -1.06, 1.0
-1.06, -0.549, 1.0
-0.384, -0.397, 1.0
0.757, -0.208, 1.0
0.207, 0.0304, 1.0
-1.49, -0.498, 1.0
1.59, 1.72, 1.0
1.15, -0.451, 1.0
-0.404, 0.178, 1.0
-1.19, -1.14, 1.0
0.759, 0.0328, 1.0
-1.17, 0.156, 1.0
-0.0723, -0.428, 1.0
-0.838, 0.356, 1.0
-1.94, -0.273, 1.0
0.214, -0.45, 1.0
1.25, -1.25, 1.0
-0.516, -0.92, 1.0
-1.07, 0.00513, 1.0
-1.74, -0.521, 1.0
0.0828, -0.879, 1.0
0.98, -0.0439, 1.0
0.168, 0.345, 1.0
-0.839, 0.111, 1.0
1.41, -1.38, 1.0
-1.35, -0.688, 1.0
-2.09, -1.22, 1.0
-1.72, 0.142, 1.0
-0.853, -0.254, 1.0
-0.616, 0.413, 1.0
-0.623, -0.737, 1.0
2.2, 0.935, 1.0
-1.91, -2.24, 1.0
0.635, 1.67, 1.0
-0.618, -0.506, 1.0
0.309, -0.175, 1.0
2.52, 1.43, 1.0
0.406, -0.707, 1.0
-0.275, 1.52, 1.0
