@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class{-1.0,1.0}
@inputs At1,At2
@outputs Class
@data
1.29, -0.12, -1.0
-0.908, 1.26, -1.0
0.844, 0.243, -1.0
1.2, 0.318, -1.0
-0.545, -1.31, -1.0
0.832, 1.33, -1.0
-0.384, -1.08, -1.0
1.45, 0.169, -1.0
0.26, 1.91, -1.0
1.17, 1.28, -1.0
1.69, -0.724, -1.0
1.28, 0.902, -1.0
0.294, -1.5, -1.0
0.272, -1.12, -1.0
-0.507, 1.89, -1.0
1.31, 0.628, -1.0
0.00564, -1.14, -1.0
1.23, -0.00847, -1.0
-0.808, -1.5, -1.0
1.37, -0.643, -1.0
-0.23, 1.08, -1.0
1.66, 0.239, -1.0
0.763, 1.15, -1.0
-0.647, 1.08, -1.0
-0.446, -1.53, -1.0
0.88, -0.241, -1.0
0.812, 0.708, -1.0
-0.538, -1.15, -1.0
-0.855, 1.44, -1.0
-1.57, 0.905, -1.0
1.5, -0.0608, -1.0
-0.335, -0.81, -1.0
0.544, 1.22, -1.0
-0.882, -0.726, -1.0
1.35, 0.472, -1.0
-0.433, -1.13, -1.0
-0.487, -0.797, -1.0
-0.835, -1.04, -1.0
0.809, 0.942, -1.0
-2.32, 0.0861, -1.0
0.557, 1.38, -1.0
-1.39, 1.09, -1.0
1.08, 0.79, -1.0
-1.05, 0.72, -1.0
-1.53, 0.39, -1.0
-1.54, 0.503, -1.0
0.253, -1.3, -1.0
1.49, 0.385, -1.0
-2.01, 0.439, -1.0
0.409, 1.76, -1.0
-0.807, 0.992, -1.0
0.486, 0.991, -1.0
-0.268, -1.52, -1.0
-0.337, 1.48, -1.0
-1.16, 1.03, -1.0
-0.184, -1.4, -1.0
-0.639, -1.37, -1.0
-0.8, -1.38, -1.0
-0.0203, -1.42, -1.0
-0.878, -1.46, -1.0
-1.21, 1.27, -1.0
-1.3, 0.867, -1.0
-0.394, 1.39, -1.0
-0.142, 1.65, -1.0
0.0526, -1.31, -1.0
-0.239, -1.17, -1.0
0.0533, -1.02, -1.0
0.168, -1.06, -1.0
0.0131, -0.969, -1.0
0.897, 1.07, -1.0
0.143, 0.845, -1.0
-0.475, -1.02, -1.0
-0.625, 1.38, -1.0
-0.016, -1.26, -1.0
0.326, 1.45, -1.0
-0.261, -1.27, -1.0
0.041, -1.13, -1.0
1.07, 1.53, -1.0
0.513, 1.5, -1.0
-1.1, -1.24, -1.0
-0.695, -0.736, -1.0
-0.295, -1.22, -1.0
0.291, -0.795, -1.0
0.32, -0.998, -1.0
1.72, -0.259, -1.0
0.465, 0.842, -1.0
-0.693, 0.953, -1.0
0.104, -1.04, -1.0
-0.338, -1.33, -1.0
-0.974, 1.05, -1.0
1.25, -0.35, -1.0
0.255, 0.412, -1.0
1.24, 0.441, -1.0
0.17, -0.719, -1.0
-0.376, -0.975, -1.0
0.175, -0.887, -1.0
-0.758, 0.794, -1.0
-0.974, -1.43, -1.0
0.781, 0.415, -1.0
0.15, 1.3, -1.0
-0.753, -1.25, -1.0
1.14, 0.814, -1.0
0.661, 1.69, -1.0
1.01, 0.446, -1.0
-0.351, -1.0, -1.0
-1.08, -0.952, -1.0
-0.284, -1.02, -1.0
-0.935, 1.02, -1.0
-0.903, -0.988, -1.0
-1.1, 0.817, -1.0
0.981, 0.532, -1.0
-1.84, 0.0932, -1.0
-0.118, -1.26, -1.0
-1.7, 0.872, -1.0
1.66, 0.672, -1.0
1.22, 0.834, -1.0
0.0726, -1.31, -1.0
0.39, -1.2, -1.0
0.229, 1.63, -1.0
1.31, 0.118, -1.0
0.675, 0.667, -1.0
1.38, 0.131, -1.0
-0.588, -1.35, -1.0
0.592, 0.973, -1.0
1.03, -0.209, -1.0
1.3, 0.749, -1.0
-0.123, 1.86, -1.0
-1.69, 0.706, -1.0
-0.322, -1.12, -1.0
0.0319, 1.39, -1.0
0.799, 0.995, -1.0
-1.57, 0.629, -1.0
0.0243, -0.719, -1.0
-0.494, -1.22, -1.0
0.724, 0.417, -1.0
-0.767, -1.2, -1.0
-0.1, -1.05, -1.0
-1.42, 0.83, -1.0
0.554, 1.19, -1.0
0.465, -1.26, -1.0
-0.0339, -1.66, -1.0
-1.93, 0.525, -1.0
0.118, -1.37, -1.0
0.933, 0.716, -1.0
0.0292, -1.21, -1.0
-0.141, -0.797, -1.0
-0.254, -0.932, -1.0
-0.0547, -1.06, -1.0
0.0544, -1.59, -1.0
0.698, 0.784, -1.0
1.18, -0.0335, -1.0
-0.35, -1.49, -1.0
-0.411, -1.41, -1.0
0.568, 0.244, -1.0
-1.58, 0.807, -1.0
1.11, 0.205, -1.0
-0.108, 1.7, -1.0
-0.177, -1.45, -1.0
0.02, -1.54, -1.0
-0.644, -0.78, -1.0
-0.18, -0.639, -1.0
-0.853, -1.17, -1.0
0.22, 2.08, -1.0
-0.0373, -1.32, -1.0
-1.05, 0.966, -1.0
-0.605, -1.52, -1.0
1.12, 0.422, -1.0
-1.02, 0.619, -1.0
-0.49, 1.25, -1.0
-0.239, -0.619, -1.0
-0.144, -1.03, -1.0
1.2, 0.361, -1.0
0.512, -1.34, -1.0
-0.647, -1.22, -1.0
0.499, -1.17, -1.0
0.685, 2.2, -1.0
-0.951, -1.33, -1.0
1.68, -0.32, -1.0
-1.18, 1.17, -1.0
0.0296, 1.2, -1.0
0.207, -1.38, -1.0
0.303, -0.94, -1.0
-1.57, 0.378, -1.0
1.15, 0.329, -1.0
0.725, 1.33, -1.0
0.902, 0.947, -1.0
-0.615, -0.97, -1.0
-1.97, 0.611, -1.0
-0.175, -0.909, -1.0
0.517, 1.71, -1.0
-1.34, 0.595, -1.0
-0.477, -1.25, -1.0
1.7, 0.0023, -1.0
0.422, 2.33, -1.0
1.33, -0.0673, -1.0
-0.654, -1.02, -1.0
0.354, 1.06, -1.0
-1.29, 0.511, -1.0
0.637, 0.984, -1.0
1.67, -0.978, -1.0
-0.917, -1.08, -1.0
0.372, 1.6, -1.0
1.28, -0.236, -1.0
0.971, 0.64, -1.0
-0.487, -1.19, -1.0
1.21, -0.271, -1.0
-0.456, 1.55, -1.0
-1.46, 0.594, -1.0
2.25, -1.4, -1.0
0.379, 1.36, -1.0
0.0426, -1.18, -1.0
-2.06, -0.332, -1.0
-0.116, 1.26, -1.0
-0.697, -1.69, -1.0
0.983, 0.611, -1.0
2.05, -0.105, -1.0
-1.42, -1.4, -1.0
0.889, -0.566, 1.0
-1.01, -0.397, 1.0
0.216, 1.96, 1.0
-0.214, -0.235, 1.0
0.641, 1.72, 1.0
0.367, -0.451, 1.0
-1.3, -0.829, 1.0
1.12, -0.756, 1.0
0.465, 0.283, 1.0
-1.8, -1.71, 1.0
0.235, 1.48, 1.0
-0.903, 0.101, 1.0
-0.262, 1.71, 1.0
-1.46, -0.179, 1.0
-1.18, -0.122, 1.0
-0.44, 0.298, 1.0
-0.501, 0.0787, 1.0
0.725, -0.54, 1.0
0.0285, 1.72, 1.0
-0.461, 0.343, 1.0
1.03, -0.382, 1.0
-0.32, 0.707, 1.0
0.4, 1.68, 1.0
0.185, 0.261, 1.0
0.344, 1.38, 1.0
-1.4, 0.247, 1.0
-1.21, 0.357, 1.0
-1.34, -0.31, 1.0
-0.104, 0.48, 1.0
0.748, 1.81, 1.0
-0.21, 0.171, 1.0
-0.719, -0.384, 1.0
0.714, -1.19, 1.0
-1.84, -0.284, 1.0
-1.69, -1.14, 1.0
1.07, -0.985, 1.0
0.2, -0.609, 1.0
1.38, -1.74, 1.0
-0.714, -0.161, 1.0
1.18, 1.42, 1.0
0.884, -0.766, 1.0
-1.43, 0.0911, 1.0
-0.468, -0.206, 1.0
-0.269, 0.961, 1.0
0.279, 0.149, 1.0
-1.3, 0.651, 1.0
0.277, -0.324, 1.0
0.238, -0.551, 1.0
-0.211, -0.334, 1.0
-1.61, -0.451, 1.0
1.14, -1.57, 1.0
-0.327, 0.612, 1.0
-1.35, -1.19, 1.0
1.01, 1.57, 1.0
1.52, -0.85, 1.0
-0.747, -0.509, 1.0
-1.26, -0.296, 1.0
-1.79, -0.0728, 1.0
-1.9, -1.46, 1.0
1.78, 1.01, 1.0
0.873, -1.03, 1.0
-0.672, 0.683, 1.0
-1.28, -1.07, 1.0
-0.241, 0.897, 1.0
1.21, -0.873, 1.0
0.177, 0.731, 1.0
0.391, -0.0901, 1.0
0.473, 0.339, 1.0
-0.215, 0.549, 1.0
1.26, -0.553, 1.0
1.16, -1.08, 1.0
0.458, -0.709, 1.0
-0.0999, 1.97, 1.0
1.08, 1.42, 1.0
-0.902, -0.36, 1.0
1.19, 0.113, 1.0
-2.08, -1.78, 1.0
-0.918, -0.578, 1.0
-1.51, -0.966, 1.0
-0.453, -0.0737, 1.0
-0.296, 0.538, 1.0
-1.01, -0.771, 1.0
0.712, 1.49, 1.0
-0.966, 0.487, 1.0
0.229, 0.613, 1.0
1.33, 1.7, 1.0
-0.629, 0.809, 1.0
0.0734, -0.162, 1.0
0.615, -0.0228, 1.0
0.896, 0.363, 1.0
0.661, -0.199, 1.0
0.321, 0.393, 1.0
0.11, 0.553, 1.0
-0.0237, 0.303, 1.0
-1.18, -0.758, 1.0
0.424, 0.0533, 1.0
0.418, 0.616, 1.0
1.99, 1.18, 1.0
-1.64, -1.8, 1.0
0.866, -0.917, 1.0
1.29, -1.43, 1.0
-1.01, -0.0908, 1.0
1.78, 1.35, 1.0
-1.54, -0.618, 1.0
0.0809, 1.93, 1.0
0.735, 1.63, 1.0
-0.114, -0.147, 1.0
-0.167, -0.633, 1.0
-0.369, 0.692, 1.0
-0.814, 0.23, 1.0
0.939, -0.351, 1.0
-1.04, -0.2, 1.0
-1.66, -0.792, 1.0
-1.67, -1.26, 1.0
-1.15, -0.562, 1.0
1.39, 1.52, 1.0
0.768, -0.966, 1.0
0.576, -0.342, 1.0
0.571, 0.197, 1.0
2.11, 0.942, 1.0
0.15, -0.256, 1.0
2.34, 1.18, 1.0
2.36, 1.33, 1.0
0.566, -0.977, 1.0
0.0821, -0.398, 1.0
-0.288, 0.305, 1.0
0.358, -0.887, 1.0
-0.757, 0.298, 1.0
-1.39, -1.35, 1.0
-1.4, -0.37, 1.0
-0.261, 0.204, 1.0
-0.57, 0.502, 1.0
-1.47, -0.0358, 1.0
1.17, -1.39, 1.0
0.211, 1.71, 1.0
-1.14, 0.304, 1.0
1.39, -1.11, 1.0
-1.84, -0.846, 1.0
0.811, 0.00911, 1.0
-0.403, -0.488, 1.0
-1.17, -0.95, 1.0
0.71, 0.0529, 1.0
-0.651, -0.528, 1.0
1.1, -0.313, 1.0
-0.776, 0.127, 1.0
-0.135, 0.0707, 1.0
-1.37, -0.205, 1.0
-0.149, -0.0185, 1.0
-0.515, 0.625, 1.0
1.26, -2.39, 1.0
2.04, 1.36, 1.0
-1.75, -1.27, 1.0
-0.914, 0.425, 1.0
-0.546, 0.442, 1.0
-0.237, -0.0378, 1.0
0.236, 0.443, 1.0
-0.889, -0.417, 1.0
0.553, -0.172, 1.0
-1.56, -1.1, 1.0
-0.0238, 4.07E-4, 1.0
0.408, 0.0179, 1.0
0.145, -0.415, 1.0
-1.68, -0.528, 1.0
-1.18, -0.522, 1.0
-0.0275, -0.582, 1.0
0.903, -1.17, 1.0
0.975, -1.34, 1.0
2.41, 0.946, 1.0
0.459, 1.69, 1.0
0.135, 0.0532, 1.0
0.921, 1.12, 1.0
-1.33, -0.12, 1.0
-1.7, -0.845, 1.0
1.61, 1.4, 1.0
2.43, 1.31, 1.0
0.37, 0.312, 1.0
1.47, 1.21, 1.0
1.26, -0.328, 1.0
0.755, 0.22, 1.0
0.59, -0.796, 1.0
1.12, -1.22, 1.0
-1.77, -0.592, 1.0
-0.753, -0.0615, 1.0
-2.04, -0.978, 1.0
1.33, 1.43, 1.0
-1.23, -0.703, 1.0
-0.508, -0.715, 1.0
0.995, -1.63, 1.0
1.45, -1.24, 1.0
-0.274, 0.0468, 1.0
0.902, -1.08, 1.0
0.894, -0.742, 1.0
-0.174, -0.478, 1.0
0.748, -0.558, 1.0
1.06, -0.0553, 1.0
-1.28, -0.471, 1.0
-0.323, -0.264, 1.0
-1.89, -1.16, 1.0
-2.1, -0.604, 1.0
0.553, -0.817, 1.0
-1.19, -0.328, 1.0
-0.422, -0.241, 1.0
0.689, -0.187, 1.0
0.146, -0.151, 1.0
-1.51, -0.593, 1.0
1.95, 1.53, 1.0
1.33, -0.486, 1.0
-0.0876, 0.255, 1.0
-1.24, -0.919, 1.0
0.557, -0.255, 1.0
-1.28, 0.213, 1.0
-0.0443, -0.335, 1.0
-0.77, 0.364, 1.0
-1.93, -0.0856, 1.0
0.175, -0.345, 1.0
1.29, -1.19, 1.0
-0.573, -0.789, 1.0
-1.07, 0.0456, 1.0
-1.66, -0.735, 1.0
0.234, -0.822, 1.0
0.834, -0.177, 1.0
-0.0439, 0.305, 1.0
-1.08, 0.114, 1.0
1.57, -0.909, 1.0
-1.38, -0.149, 1.0
-2.05, -1.4, 1.0
-1.46, 0.0829, 1.0
-0.716, -0.194, 1.0
-0.954, 0.687, 1.0
-0.698, -0.726, 1.0
2.16, 1.16, 1.0
-1.55, -1.6, 1.0
0.565, 1.56, 1.0
-0.264, -0.768, 1.0
0.347, -0.242, 1.0
2.71, 1.35, 1.0
0.823, -0.248, 1.0
-1.87, -1.0, 1.0
