@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class{-1.0,1.0}
@inputs At1,At2
@outputs Class
@data
1.22, -0.0466, -1.0
-0.652, -1.54, -1.0
1.28, -0.588, -1.0
-0.0882, 1.17, -1.0
1.66, 0.243, -1.0
0.802, 1.21, -1.0
-0.625, 1.14, -1.0
-0.473, -1.55, -1.0
1.03, -0.0835, -1.0
0.794, 0.762, -1.0
-0.58, -1.09, -1.0
-1.2, 1.43, -1.0
-1.47, 0.96, -1.0
1.47, -0.0839, -1.0
-0.231, -0.75, -1.0
0.44, 1.16, -1.0
-0.803, -0.705, -1.0
1.28, 0.373, -1.0
-0.472, -1.16, -1.0
-0.509, -0.824, -1.0
-0.82, -1.04, -1.0
0.745, 0.877, -1.0
-2.77, 0.0962, -1.0
0.518, 1.41, -1.0
-1.4, 1.19, -1.0
1.06, 0.763, -1.0
-0.96, 0.644, -1.0
-1.42, 0.275, -1.0
-1.56, 0.514, -1.0
0.38, -1.35, -1.0
1.41, 0.319, -1.0
-2.0, 0.403, -1.0
0.238, 1.74, -1.0
-0.836, 0.959, -1.0
0.507, 1.02, -1.0
-0.236, -1.54, -1.0
-0.372, 1.54, -1.0
-1.2, 0.932, -1.0
-0.254, -1.37, -1.0
-0.658, -1.31, -1.0
-0.72, -1.39, -1.0
0.0727, -1.46, -1.0
-0.934, -1.58, -1.0
-1.35, 1.32, -1.0
-1.32, 0.907, -1.0
-0.256, 1.52, -1.0
-0.145, 1.65, -1.0
0.0578, -1.32, -1.0
-0.206, -1.15, -1.0
0.0236, -1.07, -1.0
0.139, -1.01, -1.0
-0.0169, -0.939, -1.0
0.854, 1.15, -1.0
0.308, 0.933, -1.0
-0.502, -1.04, -1.0
-0.66, 1.41, -1.0
-0.0202, -1.26, -1.0
0.439, 1.5, -1.0
-0.27, -1.28, -1.0
0.0337, -1.13, -1.0
1.38, 1.27, -1.0
0.496, 1.52, -1.0
-1.03, -1.09, -1.0
-0.833, -0.569, -1.0
-0.279, -1.25, -1.0
0.385, -0.744, -1.0
0.313, -1.07, -1.0
1.71, -0.225, -1.0
0.589, 0.714, -1.0
-0.711, 0.96, -1.0
0.0803, -1.15, -1.0
-0.295, -1.27, -1.0
-0.983, 1.06, -1.0
1.36, -0.425, -1.0
0.185, 0.617, -1.0
1.18, 0.507, -1.0
0.213, -0.752, -1.0
-0.377, -0.973, -1.0
0.171, -0.886, -1.0
-0.823, 0.729, -1.0
-1.01, -1.65, -1.0
0.745, 0.366, -1.0
0.13, 1.38, -1.0
-0.702, -1.2, -1.0
1.12, 0.822, -1.0
0.663, 1.7, -1.0
1.04, 0.285, -1.0
-0.39, -1.01, -1.0
-1.21, -0.934, -1.0
-0.258, -1.06, -1.0
-0.941, 0.976, -1.0
-0.876, -1.0, -1.0
-1.1, 0.811, -1.0
0.932, 0.501, -1.0
-2.0, -0.0624, -1.0
-0.109, -1.25, -1.0
-1.9, 0.856, -1.0
1.74, 0.577, -1.0
1.19, 0.812, -1.0
0.119, -1.28, -1.0
0.343, -1.14, -1.0
0.212, 1.81, -1.0
1.26, 0.144, -1.0
0.695, 0.651, -1.0
1.26, 0.305, -1.0
-0.583, -1.35, -1.0
0.543, 0.913, -1.0
1.05, -0.23, -1.0
1.26, 0.799, -1.0
-0.157, 1.84, -1.0
-1.6, 0.682, -1.0
-0.4, -1.15, -1.0
0.00879, 1.47, -1.0
0.794, 1.01, -1.0
-1.54, 0.685, -1.0
0.0652, -0.766, -1.0
-0.514, -1.21, -1.0
0.824, 0.45, -1.0
-0.86, -1.27, -1.0
-0.104, -1.09, -1.0
-1.37, 0.808, -1.0
0.56, 1.18, -1.0
0.483, -1.23, -1.0
-0.248, -1.69, -1.0
-1.83, 0.601, -1.0
0.0963, -1.38, -1.0
0.933, 0.711, -1.0
-0.0242, -1.28, -1.0
-0.146, -0.869, -1.0
-0.224, -1.02, -1.0
-0.0657, -1.19, -1.0
0.0949, -1.56, -1.0
0.656, 0.844, -1.0
1.3, -0.028, -1.0
-0.347, -1.5, -1.0
-0.396, -1.38, -1.0
0.627, 0.125, -1.0
-1.48, 0.74, -1.0
1.19, 0.115, -1.0
-0.00621, 1.56, -1.0
-0.0567, -1.41, -1.0
-0.0297, -1.58, -1.0
-0.607, -0.894, -1.0
-0.163, -0.759, -1.0
-0.838, -1.17, -1.0
0.149, 1.98, -1.0
-0.0681, -1.24, -1.0
-1.08, 1.01, -1.0
-0.612, -1.42, -1.0
1.1, 0.458, -1.0
-1.04, 0.621, -1.0
-0.513, 1.29, -1.0
-0.303, -0.883, -1.0
-0.155, -1.03, -1.0
1.18, 0.392, -1.0
0.425, -1.21, -1.0
-0.592, -1.17, -1.0
0.571, -1.53, -1.0
0.846, 1.87, -1.0
-0.899, -1.38, -1.0
1.72, -0.448, -1.0
-1.22, 1.12, -1.0
0.0205, 1.23, -1.0
0.123, -1.24, -1.0
0.351, -0.964, -1.0
-1.55, 0.386, -1.0
1.13, 0.33, -1.0
0.707, 1.37, -1.0
0.698, 1.02, -1.0
-0.544, -0.773, -1.0
-1.93, 0.603, -1.0
0.00865, -0.918, -1.0
0.504, 1.78, -1.0
-1.42, 0.624, -1.0
-0.445, -1.24, -1.0
1.53, 0.0838, -1.0
0.42, 2.1, -1.0
1.42, -0.146, -1.0
-0.583, -1.05, -1.0
0.334, 1.04, -1.0
-1.31, 0.463, -1.0
0.614, 0.908, -1.0
1.5, -0.993, -1.0
-0.968, -0.912, -1.0
0.321, 1.58, -1.0
1.38, -0.244, -1.0
0.769, 0.772, -1.0
-0.436, -0.954, -1.0
1.71, -0.044, -1.0
-0.511, 1.5, -1.0
-1.22, 0.831, -1.0
2.34, -1.25, -1.0
0.299, 1.49, -1.0
0.22, -0.867, -1.0
-1.59, 0.138, -1.0
-0.276, 1.05, -1.0
-0.714, -1.65, -1.0
0.977, 0.597, -1.0
0.666, -1.52, -1.0
-0.451, 1.7, -1.0
0.854, -0.537, 1.0
-1.09, -0.463, 1.0
0.192, 1.94, 1.0
-0.219, -0.195, 1.0
0.561, 1.74, 1.0
0.335, -0.483, 1.0
-1.41, -0.856, 1.0
1.06, -0.69, 1.0
0.466, 0.281, 1.0
-1.89, -1.7, 1.0
0.0971, 1.58, 1.0
-1.03, 0.153, 1.0
-0.238, 1.74, 1.0
-1.51, -0.196, 1.0
-1.26, -0.119, 1.0
-0.415, 0.256, 1.0
-0.463, 0.0231, 1.0
0.689, -0.506, 1.0
-0.0895, 1.65, 1.0
-0.507, 0.357, 1.0
1.05, -0.467, 1.0
-0.213, 0.77, 1.0
0.319, 1.61, 1.0
0.252, 0.258, 1.0
0.526, 1.36, 1.0
-1.51, 0.348, 1.0
-1.25, 0.512, 1.0
-1.24, -0.352, 1.0
-0.0932, 0.472, 1.0
0.667, 1.92, 1.0
-0.222, 0.156, 1.0
-0.699, -0.359, 1.0
0.76, -1.16, 1.0
-1.78, -0.378, 1.0
-1.61, -1.13, 1.0
1.08, -0.996, 1.0
0.142, -0.698, 1.0
1.44, -1.7, 1.0
-0.629, -0.118, 1.0
1.11, 1.33, 1.0
0.874, -0.769, 1.0
-1.31, 0.118, 1.0
-0.563, -0.164, 1.0
-0.436, 0.821, 1.0
0.382, 0.175, 1.0
-1.16, 0.469, 1.0
0.252, -0.389, 1.0
0.262, -0.538, 1.0
-0.216, -0.353, 1.0
-1.57, -0.401, 1.0
1.25, -1.62, 1.0
-0.347, 0.574, 1.0
-1.31, -1.11, 1.0
0.939, 1.69, 1.0
1.39, -0.872, 1.0
-0.813, -0.57, 1.0
-1.25, -0.286, 1.0
-1.64, -0.121, 1.0
-1.92, -1.5, 1.0
1.74, 0.964, 1.0
0.863, -1.02, 1.0
-0.838, 0.644, 1.0
-1.41, -1.02, 1.0
-0.0987, 0.966, 1.0
1.16, -0.768, 1.0
0.209, 0.755, 1.0
0.487, -0.13, 1.0
0.417, 0.348, 1.0
-0.197, 0.544, 1.0
1.27, -0.573, 1.0
1.29, -1.04, 1.0
0.496, -0.614, 1.0
-0.153, 1.97, 1.0
1.09, 1.49, 1.0
-1.07, -0.306, 1.0
0.955, 0.142, 1.0
-2.01, -1.85, 1.0
-0.927, -0.595, 1.0
-1.67, -0.875, 1.0
-0.543, 7.62E-5, 1.0
-0.219, 0.524, 1.0
-0.871, -0.825, 1.0
0.625, 1.38, 1.0
-0.974, 0.511, 1.0
0.336, 0.611, 1.0
1.33, 1.51, 1.0
-0.692, 0.759, 1.0
0.0919, -0.154, 1.0
0.661, 0.0147, 1.0
0.816, 0.306, 1.0
0.575, -0.19, 1.0
0.28, 0.429, 1.0
0.0968, 0.589, 1.0
-0.0017, 0.282, 1.0
-1.19, -0.774, 1.0
0.445, 0.0484, 1.0
0.527, 0.51, 1.0
1.71, 1.17, 1.0
-1.62, -1.85, 1.0
0.974, -0.951, 1.0
1.44, -1.52, 1.0
-0.973, -0.126, 1.0
1.76, 1.48, 1.0
-1.54, -0.641, 1.0
-0.0272, 1.86, 1.0
0.74, 1.53, 1.0
-0.102, -0.13, 1.0
-0.172, -0.676, 1.0
-0.255, 0.387, 1.0
-0.896, 0.207, 1.0
0.913, -0.374, 1.0
-0.904, -0.203, 1.0
-1.55, -0.744, 1.0
-1.6, -1.32, 1.0
-1.19, -0.638, 1.0
1.5, 1.5, 1.0
0.722, -0.975, 1.0
0.6, -0.38, 1.0
0.521, 0.375, 1.0
2.06, 1.12, 1.0
0.276, -0.218, 1.0
2.21, 1.21, 1.0
2.18, 1.21, 1.0
0.688, -0.878, 1.0
0.00902, -0.434, 1.0
-0.222, 0.259, 1.0
0.298, -0.829, 1.0
-0.633, 0.257, 1.0
-1.6, -1.44, 1.0
-1.41, -0.357, 1.0
-0.33, 0.301, 1.0
-0.679, 0.536, 1.0
-1.46, -0.108, 1.0
1.16, -1.3, 1.0
0.227, 1.71, 1.0
-1.11, 0.276, 1.0
1.45, -1.03, 1.0
-1.94, -0.761, 1.0
0.845, 0.00714, 1.0
-0.428, -0.509, 1.0
-1.14, -0.927, 1.0
0.707, 0.0524, 1.0
-0.748, -0.57, 1.0
1.01, -0.205, 1.0
-0.764, 0.218, 1.0
-0.124, 0.181, 1.0
-1.4, -0.183, 1.0
-0.179, -0.0492, 1.0
-0.539, 0.648, 1.0
1.05, -2.08, 1.0
1.93, 1.34, 1.0
-1.8, -1.26, 1.0
-0.907, 0.416, 1.0
-0.561, 0.473, 1.0
-0.364, -0.0828, 1.0
0.25, 0.466, 1.0
-0.687, -0.458, 1.0
0.553, -0.159, 1.0
-1.52, -1.15, 1.0
0.0431, -0.0199, 1.0
0.387, -6.53E-4, 1.0
0.0561, -0.479, 1.0
-1.69, -0.542, 1.0
-1.21, -0.409, 1.0
-0.0254, -0.79, 1.0
0.9, -1.36, 1.0
0.974, -1.47, 1.0
2.62, 1.12, 1.0
0.423, 1.74, 1.0
0.156, 0.152, 1.0
1.35, 1.1, 1.0
-1.43, 0.0281, 1.0
-1.79, -0.98, 1.0
1.66, 1.42, 1.0
2.48, 1.21, 1.0
0.352, 0.333, 1.0
1.54, 1.24, 1.0
1.28, -0.341, 1.0
0.883, 0.106, 1.0
0.726, -0.626, 1.0
1.18, -1.19, 1.0
-1.78, -0.687, 1.0
-0.845, -0.00258, 1.0
-1.99, -0.912, 1.0
1.33, 1.42, 1.0
-1.24, -0.706, 1.0
-0.508, -0.694, 1.0
1.09, -1.59, 1.0
1.43, -1.21, 1.0
-0.314, 0.0194, 1.0
1.01, -1.12, 1.0
0.92, -0.717, 1.0
-0.211, -0.492, 1.0
0.842, -0.372, 1.0
1.23, 0.0999, 1.0
-1.26, -0.503, 1.0
-0.457, -0.322, 1.0
-1.9, -1.32, 1.0
-2.13, -0.347, 1.0
0.544, -0.842, 1.0
-1.31, -0.627, 1.0
-0.529, -0.357, 1.0
0.686, -0.19, 1.0
0.182, -0.0823, 1.0
-1.44, -0.505, 1.0
2.0, 1.71, 1.0
1.1, -0.364, 1.0
-0.584, 0.0937, 1.0
-0.895, -1.07, 1.0
0.552, -0.244, 1.0
-1.17, 0.222, 1.0
-0.0662, -0.479, 1.0
-0.815, 0.334, 1.0
-1.78, -0.253, 1.0
0.29, -0.481, 1.0
1.32, -1.23, 1.0
-0.561, -0.787, 1.0
-1.07, -0.039, 1.0
-1.65, -0.723, 1.0
0.167, -0.793, 1.0
0.84, -0.176, 1.0
0.0413, 0.345, 1.0
-1.02, -0.0308, 1.0
0.773, -0.747, 1.0
-1.39, -0.156, 1.0
-2.11, -1.45, 1.0
-1.81, 0.0758, 1.0
-0.852, -0.298, 1.0
-0.717, 0.455, 1.0
-0.728, -0.76, 1.0
2.37, 1.07, 1.0
-1.58, -1.61, 1.0
0.71, 1.7, 1.0
-0.178, -0.551, 1.0
0.355, -0.222, 1.0
2.75, 1.47, 1.0
0.762, -0.334, 1.0
-1.88, -0.979, 1.0
