@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class{-1.0,1.0}
@inputs At1,At2
@outputs Class
@data
-1.51, -0.769, 1.0
-1.5, -1.22, 1.0
-1.15, -0.545, 1.0
1.42, 1.49, 1.0
0.667, -1.01, 1.0
0.554, -0.454, 1.0
0.562, 0.172, 1.0
2.03, 1.1, 1.0
0.149, -0.295, 1.0
2.29, 1.32, 1.0
2.08, 1.35, 1.0
0.579, -1.02, 1.0
-0.00948, -0.336, 1.0
-0.142, 0.231, 1.0
0.564, -1.13, 1.0
-0.752, 0.342, 1.0
-1.45, -1.29, 1.0
-1.42, -0.36, 1.0
-0.316, 0.177, 1.0
-0.628, 0.601, 1.0
-1.49, -0.0266, 1.0
1.17, -1.4, 1.0
0.396, 1.81, 1.0
-1.07, 0.256, 1.0
1.46, -1.06, 1.0
-1.84, -0.865, 1.0
0.816, -0.133, 1.0
-0.488, -0.566, 1.0
-0.978, -1.05, 1.0
0.739, 0.139, 1.0
-0.763, -0.573, 1.0
1.26, -0.181, 1.0
-0.705, 0.129, 1.0
-0.116, 0.0815, 1.0
-1.46, -0.298, 1.0
-0.141, -0.119, 1.0
-0.411, 0.727, 1.0
1.31, -1.72, 1.0
1.97, 1.41, 1.0
-1.84, -1.23, 1.0
-0.916, 0.397, 1.0
-0.581, 0.582, 1.0
-0.336, -0.0523, 1.0
0.103, 0.329, 1.0
-0.854, -0.379, 1.0
0.37, -0.0513, 1.0
-1.56, -1.05, 1.0
0.0107, 0.0258, 1.0
0.27, 0.0491, 1.0
0.205, -0.471, 1.0
-1.68, -0.51, 1.0
-1.21, -0.392, 1.0
0.0317, -0.821, 1.0
0.961, -1.33, 1.0
0.978, -1.33, 1.0
2.59, 1.16, 1.0
0.433, 1.65, 1.0
0.112, 0.0285, 1.0
1.08, 1.36, 1.0
-1.18, 0.0302, 1.0
-1.83, -0.964, 1.0
1.64, 1.46, 1.0
2.4, 1.2, 1.0
0.321, 0.299, 1.0
1.48, 1.01, 1.0
1.35, -0.387, 1.0
0.854, 0.0949, 1.0
0.778, -0.694, 1.0
1.16, -1.24, 1.0
-1.78, -0.582, 1.0
-0.699, -5.78E-4, 1.0
-1.95, -0.9, 1.0
1.34, 1.44, 1.0
-1.27, -0.704, 1.0
-0.566, -0.563, 1.0
1.15, -1.52, 1.0
1.45, -1.25, 1.0
-0.387, 0.104, 1.0
0.927, -1.12, 1.0
0.898, -0.719, 1.0
-0.297, -0.467, 1.0
1.09, -0.538, 1.0
1.06, -0.0531, 1.0
-1.24, -0.497, 1.0
-0.394, -0.338, 1.0
-1.92, -1.17, 1.0
-2.04, -0.584, 1.0
0.455, -0.869, 1.0
-1.16, -0.285, 1.0
-0.347, -0.556, 1.0
0.72, -0.154, 1.0
0.303, -0.143, 1.0
-1.39, -0.474, 1.0
2.34, 1.64, 1.0
1.02, -0.261, 1.0
-0.206, -0.0207, 1.0
-1.01, -1.27, 1.0
0.524, -0.231, 1.0
-1.17, 0.126, 1.0
-0.0468, -0.332, 1.0
-0.761, 0.373, 1.0
-1.73, -0.242, 1.0
0.108, -0.304, 1.0
1.35, -1.23, 1.0
-0.278, -0.815, 1.0
-1.13, -0.0634, 1.0
-1.65, -0.731, 1.0
-0.112, -0.841, 1.0
0.74, 1.2, 1.0
-0.00294, 0.513, 1.0
-1.1, 0.135, 1.0
1.38, -0.645, 1.0
-0.815, -0.682, 1.0
-2.11, -1.51, 1.0
-1.9, 0.106, 1.0
-0.628, -0.267, 1.0
-0.747, 0.468, 1.0
-0.755, -0.759, 1.0
2.34, 1.13, 1.0
-1.71, -1.29, 1.0
0.621, 1.48, 1.0
-0.107, -0.232, 1.0
0.133, -0.227, 1.0
2.81, 1.3, 1.0
1.56, -0.367, 1.0
