@relation  texture
@attribute A1 real[-1.45,0.774]
@attribute A2 real[-1.2,0.33]
@attribute A3 real[-1.31,0.344]
@attribute A4 real[-1.11,0.588]
@attribute A5 real[-1.053,0.439]
@attribute A6 real[-1.003,0.452]
@attribute A7 real[-1.208,0.525]
@attribute A8 real[-1.08,0.398]
@attribute A9 real[-1.057,0.437]
@attribute A10 real[-1.258,0.355]
@attribute A11 real[-1.45,0.774]
@attribute A12 real[-1.083,0.372]
@attribute A13 real[-1.119,0.635]
@attribute A14 real[-1.018,0.157]
@attribute A15 real[-0.943,0.164]
@attribute A16 real[-0.994,0.036]
@attribute A17 real[-1.172,0.02]
@attribute A18 real[-1.017,0.115]
@attribute A19 real[-1.004,0.083]
@attribute A20 real[-1.18,0.439]
@attribute A21 real[-1.45,0.774]
@attribute A22 real[-1.228,0.596]
@attribute A23 real[-1.341,0.446]
@attribute A24 real[-1.177,0.688]
@attribute A25 real[-1.137,0.41]
@attribute A26 real[-1.11,0.373]
@attribute A27 real[-1.239,0.612]
@attribute A28 real[-1.154,0.422]
@attribute A29 real[-1.132,0.392]
@attribute A30 real[-1.422,0.472]
@attribute A31 real[-1.45,0.774]
@attribute A32 real[-1.179,0.565]
@attribute A33 real[-1.147,0.675]
@attribute A34 real[-1.123,0.313]
@attribute A35 real[-1.015,0.34]
@attribute A36 real[-1.03,0.156]
@attribute A37 real[-1.253,0.09]
@attribute A38 real[-1.097,0.194]
@attribute A39 real[-1.076,0.202]
@attribute A40 real[-1.215,0.465]
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}


@data
-1.057, -0.58, -0.603, -0.438, -0.337, -0.277, -0.627, -0.45, -0.391, -0.674, -1.057, -0.648, -0.6, -0.599, -0.512, -0.587, -0.783, -0.612, -0.58, -0.708, -1.057, -0.823, -0.965, -0.692, -0.676, -0.539, -0.824, -0.74, -0.655, -0.929, -1.057, -0.676, -0.604, -0.624, -0.539, -0.589, -0.784, -0.626, -0.586, -0.686, 2
-1.117, -0.662, -0.764, -0.521, -0.457, -0.34, -0.677, -0.518, -0.453, -0.789, -1.117, -0.754, -0.669, -0.699, -0.591, -0.631, -0.872, -0.686, -0.65, -0.776, -1.117, -0.835, -0.937, -0.714, -0.665, -0.568, -0.829, -0.702, -0.638, -0.902, -1.117, -0.691, -0.485, -0.654, -0.462, -0.516, -0.821, -0.56, -0.52, -0.598, 2
-0.966, -0.558, -0.598, -0.414, -0.363, -0.309, -0.522, -0.378, -0.342, -0.578, -0.966, -0.611, -0.372, -0.59, -0.392, -0.432, -0.742, -0.493, -0.458, -0.514, -0.966, -0.765, -0.897, -0.649, -0.627, -0.521, -0.742, -0.659, -0.604, -0.835, -0.966, -0.638, -0.481, -0.657, -0.537, -0.603, -0.84, -0.648, -0.644, -0.684, 2
-1.101, -0.77, -0.835, -0.639, -0.542, -0.433, -0.762, -0.609, -0.541, -0.817, -1.101, -0.76, -0.819, -0.709, -0.671, -0.733, -0.873, -0.756, -0.74, -0.917, -1.101, -0.803, -0.98, -0.669, -0.643, -0.508, -0.799, -0.704, -0.651, -1.004, -1.101, -0.71, -0.588, -0.661, -0.502, -0.552, -0.835, -0.603, -0.566, -0.707, 2
-1.032, -0.577, -0.767, -0.416, -0.401, -0.307, -0.595, -0.494, -0.415, -0.772, -1.032, -0.656, -0.527, -0.637, -0.536, -0.597, -0.816, -0.621, -0.6, -0.658, -1.032, -0.672, -0.866, -0.544, -0.541, -0.393, -0.69, -0.581, -0.51, -0.865, -1.032, -0.547, -0.364, -0.541, -0.396, -0.477, -0.697, -0.458, -0.414, -0.467, 2
-1.24, -0.909, -0.957, -0.79, -0.701, -0.598, -0.918, -0.772, -0.714, -1.0, -1.24, -0.924, -0.861, -0.869, -0.756, -0.766, -1.028, -0.848, -0.807, -0.949, -1.24, -0.966, -1.094, -0.822, -0.772, -0.625, -0.939, -0.83, -0.749, -1.041, -1.24, -0.85, -0.79, -0.788, -0.671, -0.71, -0.945, -0.747, -0.711, -0.839, 2
-1.107, -0.589, -0.652, -0.43, -0.37, -0.31, -0.594, -0.451, -0.397, -0.673, -1.107, -0.724, -0.565, -0.686, -0.536, -0.57, -0.859, -0.645, -0.589, -0.657, -1.107, -0.853, -0.964, -0.74, -0.686, -0.57, -0.852, -0.729, -0.668, -0.912, -1.107, -0.659, -0.455, -0.652, -0.467, -0.577, -0.824, -0.552, -0.536, -0.574, 2
-1.189, -0.811, -0.97, -0.673, -0.616, -0.505, -0.806, -0.68, -0.634, -0.985, -1.189, -0.841, -0.797, -0.804, -0.701, -0.752, -0.982, -0.801, -0.791, -0.943, -1.189, -0.943, -1.099, -0.829, -0.798, -0.673, -0.962, -0.866, -0.795, -1.059, -1.189, -0.786, -0.775, -0.776, -0.674, -0.775, -0.957, -0.77, -0.744, -0.888, 2
-0.991, -0.587, -0.664, -0.444, -0.406, -0.35, -0.61, -0.499, -0.451, -0.733, -0.991, -0.623, -0.607, -0.582, -0.522, -0.604, -0.766, -0.626, -0.61, -0.752, -0.991, -0.766, -0.954, -0.634, -0.641, -0.492, -0.766, -0.701, -0.617, -0.9, -0.991, -0.618, -0.513, -0.583, -0.465, -0.529, -0.754, -0.558, -0.523, -0.619, 2
-1.167, -0.767, -0.803, -0.651, -0.528, -0.422, -0.799, -0.607, -0.536, -0.817, -1.167, -0.832, -0.744, -0.803, -0.669, -0.714, -0.982, -0.774, -0.738, -0.875, -1.167, -0.918, -1.086, -0.826, -0.807, -0.72, -0.936, -0.842, -0.813, -1.098, -1.167, -0.782, -0.648, -0.752, -0.609, -0.658, -0.918, -0.702, -0.66, -0.752, 2
-1.058, -0.692, -0.833, -0.572, -0.507, -0.406, -0.695, -0.543, -0.5, -0.825, -1.058, -0.768, -0.714, -0.729, -0.621, -0.644, -0.882, -0.708, -0.677, -0.811, -1.058, -0.812, -0.981, -0.686, -0.665, -0.542, -0.797, -0.712, -0.657, -0.957, -1.058, -0.671, -0.566, -0.641, -0.498, -0.568, -0.804, -0.589, -0.549, -0.657, 2
-1.181, -0.826, -0.911, -0.714, -0.64, -0.552, -0.839, -0.68, -0.623, -0.885, -1.181, -0.899, -0.893, -0.863, -0.806, -0.846, -1.017, -0.89, -0.882, -1.022, -1.181, -0.964, -1.058, -0.86, -0.817, -0.733, -0.953, -0.858, -0.815, -1.05, -1.181, -0.811, -0.659, -0.759, -0.601, -0.651, -0.921, -0.695, -0.674, -0.797, 2
-1.064, -0.6, -0.678, -0.492, -0.378, -0.295, -0.656, -0.446, -0.39, -0.708, -1.064, -0.717, -0.587, -0.701, -0.559, -0.617, -0.88, -0.663, -0.642, -0.745, -1.064, -0.802, -0.948, -0.689, -0.663, -0.555, -0.81, -0.715, -0.67, -0.972, -1.064, -0.637, -0.508, -0.581, -0.45, -0.508, -0.734, -0.537, -0.502, -0.604, 2
-1.213, -0.852, -0.916, -0.728, -0.645, -0.517, -0.854, -0.691, -0.621, -0.922, -1.213, -0.898, -0.728, -0.841, -0.663, -0.654, -0.996, -0.762, -0.702, -0.797, -1.213, -0.914, -1.005, -0.775, -0.704, -0.567, -0.905, -0.777, -0.699, -0.989, -1.213, -0.794, -0.583, -0.753, -0.54, -0.593, -0.924, -0.636, -0.589, -0.673, 2
-1.059, -0.669, -0.779, -0.547, -0.475, -0.392, -0.685, -0.527, -0.478, -0.8, -1.059, -0.719, -0.654, -0.692, -0.578, -0.645, -0.86, -0.67, -0.655, -0.794, -1.059, -0.793, -0.91, -0.676, -0.629, -0.532, -0.798, -0.689, -0.631, -0.892, -1.059, -0.69, -0.517, -0.655, -0.503, -0.559, -0.825, -0.613, -0.589, -0.684, 2
-1.27, -0.855, -0.958, -0.707, -0.619, -0.469, -0.872, -0.705, -0.62, -0.988, -1.27, -0.909, -0.83, -0.853, -0.716, -0.75, -1.018, -0.806, -0.778, -0.92, -1.27, -1.019, -1.035, -0.917, -0.813, -0.721, -1.027, -0.877, -0.822, -1.039, -1.27, -0.829, -0.719, -0.774, -0.617, -0.688, -0.937, -0.693, -0.657, -0.779, 2
-1.295, -0.88, -0.824, -0.719, -0.561, -0.487, -0.888, -0.676, -0.599, -0.874, -1.295, -0.951, -0.777, -0.883, -0.716, -0.73, -1.048, -0.821, -0.782, -0.886, -1.295, -0.926, -0.954, -0.76, -0.641, -0.501, -0.918, -0.742, -0.645, -0.958, -1.295, -0.807, -0.58, -0.726, -0.531, -0.581, -0.892, -0.619, -0.571, -0.661, 2
-1.043, -0.667, -0.731, -0.56, -0.481, -0.417, -0.675, -0.508, -0.454, -0.676, -1.043, -0.741, -0.648, -0.726, -0.603, -0.653, -0.888, -0.699, -0.689, -0.811, -1.043, -0.798, -0.879, -0.691, -0.635, -0.562, -0.789, -0.674, -0.644, -0.903, -1.043, -0.654, -0.459, -0.625, -0.436, -0.486, -0.804, -0.55, -0.526, -0.624, 2
-1.184, -0.708, -0.822, -0.6, -0.491, -0.393, -0.765, -0.564, -0.506, -0.882, -1.184, -0.751, -0.706, -0.729, -0.602, -0.682, -0.918, -0.698, -0.671, -0.818, -1.184, -0.92, -1.046, -0.808, -0.767, -0.654, -0.931, -0.835, -0.783, -1.078, -1.184, -0.781, -0.729, -0.724, -0.618, -0.675, -0.879, -0.7, -0.677, -0.807, 2
-1.258, -0.777, -0.754, -0.601, -0.477, -0.373, -0.78, -0.559, -0.453, -0.741, -1.258, -0.89, -0.694, -0.821, -0.643, -0.645, -0.986, -0.738, -0.686, -0.77, -1.258, -0.935, -0.972, -0.785, -0.675, -0.544, -0.916, -0.753, -0.674, -0.951, -1.258, -0.742, -0.47, -0.692, -0.474, -0.542, -0.862, -0.558, -0.524, -0.572, 2
-1.042, -0.667, -0.845, -0.538, -0.527, -0.46, -0.681, -0.567, -0.512, -0.817, -1.042, -0.702, -0.578, -0.674, -0.537, -0.591, -0.861, -0.644, -0.62, -0.735, -1.042, -0.646, -0.768, -0.494, -0.453, -0.307, -0.706, -0.582, -0.48, -0.856, -1.042, -0.598, -0.337, -0.576, -0.42, -0.457, -0.752, -0.518, -0.493, -0.494, 2
-1.165, -0.634, -0.628, -0.447, -0.348, -0.246, -0.637, -0.432, -0.319, -0.625, -1.165, -0.762, -0.613, -0.718, -0.58, -0.625, -0.906, -0.678, -0.654, -0.735, -1.165, -0.805, -0.944, -0.683, -0.644, -0.555, -0.83, -0.703, -0.648, -0.961, -1.165, -0.623, -0.416, -0.593, -0.402, -0.55, -0.758, -0.471, -0.468, -0.559, 2
-1.18, -0.754, -0.683, -0.61, -0.473, -0.431, -0.766, -0.546, -0.467, -0.673, -1.18, -0.806, -0.669, -0.762, -0.626, -0.663, -0.936, -0.722, -0.696, -0.794, -1.18, -0.881, -0.92, -0.752, -0.652, -0.536, -0.887, -0.733, -0.676, -0.961, -1.18, -0.74, -0.448, -0.674, -0.417, -0.461, -0.851, -0.519, -0.477, -0.572, 2
-0.748, -0.456, -0.483, -0.31, -0.258, -0.225, -0.459, -0.35, -0.31, -0.572, -0.748, -0.484, -0.168, -0.496, -0.27, -0.307, -0.682, -0.417, -0.391, -0.439, -0.748, -0.583, -0.74, -0.448, -0.503, -0.435, -0.522, -0.529, -0.497, -0.745, -0.748, -0.486, -0.3, -0.456, -0.324, -0.308, -0.625, -0.441, -0.399, -0.463, 2
-1.091, -0.724, -0.84, -0.604, -0.513, -0.42, -0.727, -0.567, -0.528, -0.883, -1.091, -0.763, -0.669, -0.731, -0.582, -0.627, -0.895, -0.673, -0.644, -0.783, -1.091, -0.804, -0.915, -0.695, -0.634, -0.515, -0.816, -0.675, -0.61, -0.906, -1.091, -0.698, -0.648, -0.668, -0.564, -0.64, -0.841, -0.646, -0.628, -0.761, 2
-1.045, -0.728, -0.841, -0.618, -0.564, -0.494, -0.719, -0.598, -0.564, -0.836, -1.045, -0.79, -0.748, -0.754, -0.654, -0.68, -0.897, -0.739, -0.721, -0.867, -1.045, -0.819, -0.924, -0.709, -0.645, -0.54, -0.784, -0.664, -0.623, -0.883, -1.045, -0.669, -0.568, -0.625, -0.475, -0.5, -0.792, -0.561, -0.5, -0.633, 2
-1.147, -0.602, -0.621, -0.428, -0.349, -0.273, -0.61, -0.424, -0.348, -0.661, -1.147, -0.729, -0.556, -0.686, -0.545, -0.602, -0.865, -0.632, -0.615, -0.677, -1.147, -0.756, -0.929, -0.607, -0.576, -0.457, -0.764, -0.643, -0.574, -0.924, -1.147, -0.575, -0.405, -0.555, -0.386, -0.547, -0.704, -0.435, -0.428, -0.496, 2
-1.162, -0.757, -0.785, -0.589, -0.506, -0.423, -0.737, -0.585, -0.49, -0.728, -1.162, -0.802, -0.599, -0.767, -0.594, -0.676, -0.935, -0.692, -0.675, -0.75, -1.162, -0.854, -0.979, -0.714, -0.664, -0.528, -0.876, -0.744, -0.654, -0.959, -1.162, -0.742, -0.595, -0.693, -0.54, -0.599, -0.869, -0.632, -0.571, -0.663, 2
-1.098, -0.605, -0.771, -0.43, -0.361, -0.174, -0.599, -0.465, -0.372, -0.808, -1.098, -0.719, -0.511, -0.664, -0.477, -0.525, -0.819, -0.562, -0.54, -0.638, -1.098, -0.78, -0.897, -0.634, -0.594, -0.486, -0.767, -0.648, -0.571, -0.877, -1.098, -0.588, -0.443, -0.585, -0.442, -0.548, -0.733, -0.508, -0.459, -0.489, 2
-0.987, -0.527, -0.553, -0.379, -0.278, -0.22, -0.569, -0.369, -0.277, -0.551, -0.987, -0.602, -0.476, -0.583, -0.447, -0.528, -0.767, -0.544, -0.528, -0.632, -0.987, -0.731, -0.822, -0.609, -0.54, -0.411, -0.732, -0.61, -0.546, -0.846, -0.987, -0.564, -0.351, -0.48, -0.283, -0.318, -0.649, -0.374, -0.323, -0.419, 2
-0.837, -0.523, -0.554, -0.359, -0.317, -0.255, -0.492, -0.408, -0.347, -0.616, -0.837, -0.565, -0.246, -0.584, -0.36, -0.395, -0.761, -0.498, -0.469, -0.502, -0.837, -0.671, -0.808, -0.551, -0.585, -0.509, -0.651, -0.632, -0.587, -0.834, -0.837, -0.55, -0.338, -0.544, -0.382, -0.403, -0.735, -0.51, -0.474, -0.537, 2
-1.105, -0.706, -0.76, -0.575, -0.49, -0.415, -0.713, -0.572, -0.53, -0.865, -1.105, -0.749, -0.738, -0.73, -0.641, -0.75, -0.917, -0.752, -0.766, -0.948, -1.105, -0.781, -0.899, -0.678, -0.618, -0.545, -0.822, -0.687, -0.658, -0.983, -1.105, -0.677, -0.477, -0.672, -0.491, -0.574, -0.836, -0.575, -0.549, -0.569, 2
-1.331, -0.859, -0.76, -0.703, -0.529, -0.426, -0.892, -0.642, -0.531, -0.77, -1.331, -0.932, -0.74, -0.884, -0.684, -0.716, -1.071, -0.804, -0.759, -0.874, -1.331, -1.018, -1.02, -0.887, -0.76, -0.637, -1.035, -0.844, -0.757, -1.022, -1.331, -0.843, -0.544, -0.78, -0.542, -0.566, -0.953, -0.646, -0.588, -0.632, 2
-1.077, -0.645, -0.892, -0.521, -0.503, -0.411, -0.672, -0.584, -0.546, -0.96, -1.077, -0.731, -0.666, -0.711, -0.607, -0.695, -0.895, -0.713, -0.716, -0.872, -1.077, -0.855, -1.038, -0.748, -0.742, -0.645, -0.843, -0.762, -0.721, -0.98, -1.077, -0.676, -0.687, -0.666, -0.588, -0.707, -0.833, -0.666, -0.646, -0.784, 2
-1.32, -1.033, -1.028, -0.925, -0.811, -0.727, -1.033, -0.876, -0.834, -1.078, -1.32, -1.01, -0.925, -0.961, -0.831, -0.854, -1.117, -0.932, -0.91, -1.068, -1.32, -1.052, -1.1, -0.954, -0.864, -0.774, -1.076, -0.929, -0.884, -1.148, -1.32, -0.968, -0.852, -0.916, -0.768, -0.791, -1.08, -0.862, -0.817, -0.945, 2
-1.13, -0.709, -0.671, -0.549, -0.436, -0.362, -0.696, -0.517, -0.452, -0.665, -1.13, -0.839, -0.695, -0.795, -0.657, -0.666, -0.951, -0.767, -0.736, -0.824, -1.13, -0.882, -0.929, -0.771, -0.707, -0.6, -0.882, -0.75, -0.684, -0.914, -1.13, -0.67, -0.42, -0.645, -0.441, -0.511, -0.828, -0.549, -0.523, -0.591, 2
-1.18, -0.724, -0.666, -0.571, -0.433, -0.376, -0.744, -0.514, -0.443, -0.703, -1.18, -0.829, -0.683, -0.791, -0.65, -0.67, -0.969, -0.75, -0.715, -0.796, -1.18, -0.893, -1.032, -0.78, -0.734, -0.624, -0.903, -0.786, -0.729, -1.023, -1.18, -0.703, -0.489, -0.678, -0.467, -0.581, -0.844, -0.548, -0.524, -0.615, 2
-1.066, -0.672, -0.817, -0.564, -0.537, -0.479, -0.688, -0.589, -0.573, -0.874, -1.066, -0.809, -0.851, -0.787, -0.754, -0.815, -0.945, -0.842, -0.842, -1.001, -1.066, -0.813, -1.03, -0.719, -0.733, -0.627, -0.834, -0.762, -0.725, -1.044, -1.066, -0.611, -0.451, -0.603, -0.423, -0.503, -0.781, -0.525, -0.493, -0.584, 2
-0.834, -0.505, -0.454, -0.363, -0.274, -0.196, -0.516, -0.378, -0.317, -0.518, -0.834, -0.567, -0.298, -0.557, -0.378, -0.369, -0.732, -0.523, -0.476, -0.505, -0.834, -0.669, -0.891, -0.54, -0.648, -0.539, -0.623, -0.684, -0.619, -0.869, -0.834, -0.566, -0.36, -0.534, -0.398, -0.383, -0.698, -0.516, -0.465, -0.52, 2
-1.334, -1.034, -1.024, -0.934, -0.801, -0.725, -1.055, -0.871, -0.826, -1.063, -1.334, -1.052, -0.953, -1.008, -0.869, -0.896, -1.159, -0.97, -0.956, -1.112, -1.334, -1.089, -1.106, -0.989, -0.887, -0.801, -1.096, -0.952, -0.905, -1.131, -1.334, -1.003, -0.893, -0.926, -0.778, -0.771, -1.07, -0.866, -0.81, -0.941, 2
-1.216, -0.517, -0.551, -0.354, -0.18, -0.104, -0.579, -0.328, -0.282, -0.775, -1.216, -0.578, -0.265, -0.596, -0.334, -0.488, -0.752, -0.381, -0.384, -0.412, -1.216, -0.892, -0.876, -0.775, -0.655, -0.562, -0.918, -0.738, -0.665, -0.914, -1.216, -0.784, -0.74, -0.743, -0.631, -0.693, -0.905, -0.673, -0.63, -0.73, 3
-1.23, -0.721, -0.59, -0.554, -0.37, -0.279, -0.762, -0.512, -0.419, -0.667, -1.23, -0.837, -0.612, -0.801, -0.595, -0.648, -0.982, -0.7, -0.67, -0.749, -1.23, -0.978, -0.921, -0.875, -0.756, -0.671, -0.982, -0.818, -0.759, -0.917, -1.23, -0.85, -0.641, -0.8, -0.622, -0.652, -0.964, -0.725, -0.676, -0.747, 3
-1.162, -0.604, -0.52, -0.454, -0.248, -0.219, -0.645, -0.405, -0.357, -0.739, -1.162, -0.596, -0.448, -0.622, -0.425, -0.583, -0.804, -0.483, -0.472, -0.547, -1.162, -0.867, -0.851, -0.773, -0.655, -0.57, -0.902, -0.728, -0.669, -0.883, -1.162, -0.802, -0.654, -0.771, -0.591, -0.627, -0.948, -0.694, -0.631, -0.737, 3
-1.31, -0.856, -0.754, -0.676, -0.485, -0.359, -0.884, -0.651, -0.537, -0.841, -1.31, -0.95, -0.722, -0.899, -0.679, -0.672, -1.075, -0.798, -0.729, -0.828, -1.31, -1.126, -1.076, -1.048, -0.955, -0.888, -1.118, -0.995, -0.943, -1.046, -1.31, -0.977, -0.782, -0.926, -0.734, -0.716, -1.086, -0.848, -0.772, -0.85, 3
-1.144, -0.389, -0.503, -0.207, -0.086, -0.014, -0.467, -0.282, -0.177, -0.725, -1.144, -0.466, -0.213, -0.489, -0.274, -0.468, -0.634, -0.311, -0.326, -0.342, -1.144, -0.811, -0.781, -0.688, -0.556, -0.482, -0.816, -0.633, -0.582, -0.825, -1.144, -0.706, -0.686, -0.668, -0.571, -0.631, -0.828, -0.617, -0.566, -0.654, 3
-1.15, -0.376, -0.48, -0.218, -0.112, -0.066, -0.486, -0.287, -0.219, -0.682, -1.15, -0.43, -0.152, -0.479, -0.265, -0.447, -0.608, -0.285, -0.322, -0.245, -1.15, -0.764, -0.766, -0.615, -0.499, -0.386, -0.766, -0.572, -0.491, -0.77, -1.15, -0.699, -0.587, -0.636, -0.496, -0.562, -0.777, -0.547, -0.495, -0.57, 3
-1.343, -0.859, -0.752, -0.675, -0.468, -0.355, -0.904, -0.657, -0.549, -0.879, -1.343, -0.964, -0.75, -0.902, -0.688, -0.682, -1.079, -0.807, -0.736, -0.849, -1.343, -1.147, -1.077, -1.066, -0.957, -0.895, -1.14, -1.005, -0.954, -1.056, -1.343, -1.004, -0.823, -0.945, -0.757, -0.747, -1.098, -0.859, -0.785, -0.874, 3
-1.173, -0.531, -0.645, -0.355, -0.252, -0.14, -0.6, -0.424, -0.335, -0.817, -1.173, -0.553, -0.515, -0.56, -0.444, -0.62, -0.713, -0.465, -0.452, -0.549, -1.173, -0.918, -0.89, -0.802, -0.708, -0.636, -0.899, -0.767, -0.704, -0.891, -1.173, -0.824, -0.716, -0.774, -0.639, -0.665, -0.93, -0.722, -0.68, -0.773, 3
-1.191, -0.581, -0.57, -0.414, -0.251, -0.186, -0.635, -0.442, -0.387, -0.778, -1.191, -0.702, -0.588, -0.678, -0.502, -0.618, -0.86, -0.599, -0.591, -0.717, -1.191, -0.975, -0.922, -0.889, -0.779, -0.705, -0.972, -0.827, -0.777, -0.92, -1.191, -0.788, -0.624, -0.737, -0.585, -0.629, -0.89, -0.666, -0.623, -0.683, 3
-1.096, -0.458, -0.544, -0.307, -0.263, -0.172, -0.547, -0.408, -0.304, -0.745, -1.096, -0.458, -0.175, -0.512, -0.299, -0.478, -0.649, -0.34, -0.357, -0.322, -1.096, -0.748, -0.795, -0.614, -0.527, -0.428, -0.747, -0.59, -0.526, -0.813, -1.096, -0.739, -0.645, -0.713, -0.578, -0.625, -0.875, -0.656, -0.608, -0.673, 3
-1.187, -0.603, -0.579, -0.44, -0.284, -0.164, -0.649, -0.406, -0.332, -0.724, -1.187, -0.734, -0.565, -0.697, -0.504, -0.571, -0.882, -0.609, -0.567, -0.687, -1.187, -0.903, -0.883, -0.796, -0.68, -0.607, -0.912, -0.751, -0.694, -0.888, -1.187, -0.736, -0.598, -0.701, -0.54, -0.608, -0.853, -0.601, -0.549, -0.626, 3
