@relation  texture
@attribute A1 real[-1.45,0.774]
@attribute A2 real[-1.2,0.33]
@attribute A3 real[-1.31,0.344]
@attribute A4 real[-1.11,0.588]
@attribute A5 real[-1.053,0.439]
@attribute A6 real[-1.003,0.452]
@attribute A7 real[-1.208,0.525]
@attribute A8 real[-1.08,0.398]
@attribute A9 real[-1.057,0.437]
@attribute A10 real[-1.258,0.355]
@attribute A11 real[-1.45,0.774]
@attribute A12 real[-1.083,0.372]
@attribute A13 real[-1.119,0.635]
@attribute A14 real[-1.018,0.157]
@attribute A15 real[-0.943,0.164]
@attribute A16 real[-0.994,0.036]
@attribute A17 real[-1.172,0.02]
@attribute A18 real[-1.017,0.115]
@attribute A19 real[-1.004,0.083]
@attribute A20 real[-1.18,0.439]
@attribute A21 real[-1.45,0.774]
@attribute A22 real[-1.228,0.596]
@attribute A23 real[-1.341,0.446]
@attribute A24 real[-1.177,0.688]
@attribute A25 real[-1.137,0.41]
@attribute A26 real[-1.11,0.373]
@attribute A27 real[-1.239,0.612]
@attribute A28 real[-1.154,0.422]
@attribute A29 real[-1.132,0.392]
@attribute A30 real[-1.422,0.472]
@attribute A31 real[-1.45,0.774]
@attribute A32 real[-1.179,0.565]
@attribute A33 real[-1.147,0.675]
@attribute A34 real[-1.123,0.313]
@attribute A35 real[-1.015,0.34]
@attribute A36 real[-1.03,0.156]
@attribute A37 real[-1.253,0.09]
@attribute A38 real[-1.097,0.194]
@attribute A39 real[-1.076,0.202]
@attribute A40 real[-1.215,0.465]
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}


@data
-1.052, -0.599, -0.818, -0.474, -0.414, -0.286, -0.628, -0.485, -0.432, -0.86, -1.052, -0.694, -0.571, -0.661, -0.503, -0.559, -0.832, -0.601, -0.585, -0.717, -1.052, -0.843, -1.023, -0.727, -0.733, -0.624, -0.799, -0.739, -0.694, -0.933, -1.052, -0.666, -0.661, -0.662, -0.567, -0.666, -0.818, -0.641, -0.61, -0.731, 2
-1.139, -0.646, -0.774, -0.5, -0.417, -0.26, -0.673, -0.514, -0.428, -0.813, -1.139, -0.754, -0.571, -0.718, -0.547, -0.606, -0.9, -0.649, -0.632, -0.736, -1.139, -0.859, -0.983, -0.757, -0.708, -0.616, -0.876, -0.756, -0.709, -0.99, -1.139, -0.682, -0.504, -0.674, -0.475, -0.52, -0.841, -0.573, -0.5, -0.551, 2
-1.01, -0.551, -0.537, -0.389, -0.298, -0.223, -0.489, -0.31, -0.256, -0.497, -1.01, -0.676, -0.41, -0.628, -0.42, -0.425, -0.768, -0.507, -0.457, -0.493, -1.01, -0.826, -0.933, -0.7, -0.703, -0.619, -0.772, -0.727, -0.678, -0.869, -1.01, -0.6, -0.38, -0.602, -0.41, -0.505, -0.781, -0.516, -0.503, -0.536, 2
-1.103, -0.739, -0.79, -0.611, -0.51, -0.419, -0.723, -0.544, -0.481, -0.75, -1.103, -0.823, -0.831, -0.778, -0.723, -0.752, -0.92, -0.799, -0.783, -0.918, -1.103, -0.858, -0.959, -0.749, -0.707, -0.627, -0.861, -0.76, -0.715, -0.969, -1.103, -0.71, -0.615, -0.674, -0.568, -0.648, -0.839, -0.657, -0.653, -0.772, 2
-1.034, -0.635, -0.756, -0.507, -0.457, -0.348, -0.65, -0.51, -0.447, -0.753, -1.034, -0.73, -0.687, -0.714, -0.616, -0.665, -0.89, -0.732, -0.715, -0.853, -1.034, -0.708, -0.914, -0.544, -0.511, -0.345, -0.68, -0.602, -0.536, -0.939, -1.034, -0.547, -0.368, -0.555, -0.394, -0.515, -0.701, -0.467, -0.471, -0.494, 2
-1.279, -0.928, -0.974, -0.802, -0.709, -0.624, -0.945, -0.786, -0.727, -1.008, -1.279, -0.928, -0.811, -0.86, -0.703, -0.725, -1.025, -0.803, -0.757, -0.891, -1.279, -0.936, -1.059, -0.776, -0.696, -0.52, -0.937, -0.789, -0.683, -1.043, -1.279, -0.853, -0.698, -0.786, -0.631, -0.682, -0.953, -0.72, -0.673, -0.763, 2
-1.121, -0.633, -0.719, -0.476, -0.364, -0.2, -0.665, -0.489, -0.392, -0.764, -1.121, -0.706, -0.542, -0.662, -0.481, -0.525, -0.844, -0.582, -0.52, -0.619, -1.121, -0.906, -1.004, -0.764, -0.73, -0.599, -0.874, -0.796, -0.72, -0.983, -1.121, -0.74, -0.616, -0.715, -0.562, -0.587, -0.891, -0.671, -0.607, -0.688, 2
-1.184, -0.782, -0.894, -0.667, -0.577, -0.49, -0.798, -0.636, -0.603, -0.957, -1.184, -0.854, -0.823, -0.814, -0.704, -0.749, -0.986, -0.804, -0.787, -0.973, -1.184, -0.926, -1.076, -0.814, -0.773, -0.663, -0.919, -0.812, -0.77, -1.076, -1.184, -0.798, -0.7, -0.755, -0.611, -0.67, -0.921, -0.689, -0.658, -0.773, 2
-0.948, -0.553, -0.754, -0.441, -0.414, -0.319, -0.582, -0.457, -0.423, -0.796, -0.948, -0.626, -0.591, -0.615, -0.513, -0.585, -0.785, -0.599, -0.584, -0.721, -0.948, -0.718, -0.888, -0.605, -0.581, -0.493, -0.711, -0.615, -0.57, -0.824, -0.948, -0.595, -0.41, -0.584, -0.428, -0.488, -0.736, -0.524, -0.504, -0.549, 2
-1.203, -0.788, -0.756, -0.633, -0.52, -0.459, -0.767, -0.585, -0.541, -0.755, -1.203, -0.856, -0.718, -0.785, -0.655, -0.665, -0.94, -0.753, -0.715, -0.804, -1.203, -0.933, -1.012, -0.8, -0.766, -0.643, -0.913, -0.8, -0.716, -0.957, -1.203, -0.772, -0.557, -0.733, -0.562, -0.622, -0.907, -0.665, -0.647, -0.728, 2
-1.002, -0.606, -0.78, -0.498, -0.454, -0.384, -0.649, -0.527, -0.508, -0.858, -1.002, -0.719, -0.647, -0.68, -0.579, -0.632, -0.856, -0.682, -0.671, -0.807, -1.002, -0.776, -1.016, -0.643, -0.679, -0.554, -0.75, -0.711, -0.654, -0.961, -1.002, -0.602, -0.552, -0.571, -0.46, -0.55, -0.713, -0.514, -0.482, -0.58, 2
-1.265, -0.913, -0.923, -0.791, -0.665, -0.577, -0.916, -0.732, -0.676, -0.951, -1.265, -0.994, -0.935, -0.944, -0.841, -0.839, -1.088, -0.93, -0.889, -1.015, -1.265, -1.006, -1.074, -0.908, -0.848, -0.754, -1.01, -0.893, -0.832, -1.056, -1.265, -0.846, -0.672, -0.79, -0.604, -0.625, -0.945, -0.688, -0.639, -0.733, 2
-0.904, -0.552, -0.654, -0.407, -0.378, -0.335, -0.513, -0.418, -0.396, -0.684, -0.904, -0.669, -0.579, -0.671, -0.575, -0.64, -0.839, -0.697, -0.689, -0.834, -0.904, -0.737, -0.953, -0.619, -0.658, -0.525, -0.71, -0.678, -0.609, -0.85, -0.904, -0.559, -0.352, -0.56, -0.432, -0.499, -0.725, -0.523, -0.516, -0.521, 2
-1.194, -0.891, -0.925, -0.772, -0.69, -0.628, -0.898, -0.756, -0.7, -0.956, -1.194, -0.883, -0.757, -0.823, -0.683, -0.697, -0.985, -0.795, -0.756, -0.882, -1.194, -0.878, -0.937, -0.718, -0.637, -0.499, -0.856, -0.724, -0.633, -0.938, -1.194, -0.775, -0.671, -0.709, -0.572, -0.616, -0.874, -0.657, -0.612, -0.744, 2
-1.075, -0.603, -0.771, -0.472, -0.422, -0.356, -0.648, -0.524, -0.473, -0.824, -1.075, -0.693, -0.568, -0.663, -0.533, -0.643, -0.859, -0.636, -0.634, -0.763, -1.075, -0.75, -0.908, -0.627, -0.617, -0.524, -0.758, -0.654, -0.603, -0.909, -1.075, -0.613, -0.451, -0.614, -0.472, -0.532, -0.764, -0.553, -0.5, -0.539, 2
-1.238, -0.91, -0.921, -0.811, -0.681, -0.595, -0.93, -0.739, -0.688, -0.948, -1.238, -0.892, -0.775, -0.849, -0.687, -0.727, -1.011, -0.785, -0.765, -0.918, -1.238, -0.955, -0.988, -0.845, -0.746, -0.672, -0.964, -0.815, -0.778, -1.038, -1.238, -0.874, -0.772, -0.811, -0.659, -0.68, -0.97, -0.742, -0.689, -0.828, 2
-1.311, -0.919, -0.918, -0.756, -0.615, -0.475, -0.907, -0.706, -0.61, -0.913, -1.311, -0.933, -0.864, -0.844, -0.719, -0.732, -0.996, -0.798, -0.731, -0.876, -1.311, -0.981, -1.059, -0.806, -0.725, -0.552, -0.961, -0.822, -0.708, -1.035, -1.311, -0.855, -0.665, -0.786, -0.577, -0.616, -0.954, -0.67, -0.616, -0.725, 2
-1.05, -0.643, -0.751, -0.535, -0.462, -0.396, -0.666, -0.522, -0.506, -0.804, -1.05, -0.706, -0.637, -0.653, -0.535, -0.607, -0.818, -0.629, -0.61, -0.741, -1.05, -0.799, -0.989, -0.604, -0.584, -0.431, -0.723, -0.655, -0.584, -0.894, -1.05, -0.653, -0.576, -0.635, -0.519, -0.611, -0.78, -0.586, -0.57, -0.638, 2
-1.239, -0.775, -0.888, -0.674, -0.575, -0.478, -0.845, -0.654, -0.593, -0.96, -1.239, -0.808, -0.784, -0.782, -0.666, -0.748, -0.972, -0.761, -0.738, -0.902, -1.239, -0.989, -1.121, -0.881, -0.843, -0.725, -0.996, -0.9, -0.847, -1.132, -1.239, -0.849, -0.776, -0.793, -0.661, -0.698, -0.952, -0.752, -0.711, -0.843, 2
-1.282, -0.889, -0.857, -0.705, -0.565, -0.432, -0.85, -0.665, -0.569, -0.86, -1.282, -0.928, -0.735, -0.834, -0.653, -0.641, -0.985, -0.743, -0.684, -0.78, -1.282, -0.928, -0.998, -0.761, -0.664, -0.512, -0.914, -0.76, -0.666, -1.004, -1.282, -0.791, -0.564, -0.726, -0.527, -0.585, -0.895, -0.619, -0.572, -0.655, 2
-1.016, -0.587, -0.711, -0.435, -0.383, -0.278, -0.596, -0.446, -0.372, -0.725, -1.016, -0.687, -0.614, -0.663, -0.538, -0.602, -0.849, -0.652, -0.627, -0.766, -1.016, -0.661, -0.843, -0.519, -0.468, -0.322, -0.673, -0.564, -0.494, -0.883, -1.016, -0.498, -0.288, -0.516, -0.337, -0.461, -0.671, -0.408, -0.409, -0.432, 2
-1.072, -0.649, -0.637, -0.499, -0.407, -0.34, -0.668, -0.513, -0.452, -0.659, -1.072, -0.77, -0.605, -0.732, -0.588, -0.599, -0.899, -0.698, -0.661, -0.721, -1.072, -0.82, -0.925, -0.705, -0.665, -0.545, -0.816, -0.697, -0.631, -0.888, -1.072, -0.652, -0.465, -0.633, -0.469, -0.568, -0.812, -0.571, -0.55, -0.651, 2
-1.184, -0.744, -0.701, -0.587, -0.461, -0.4, -0.749, -0.56, -0.513, -0.732, -1.184, -0.817, -0.643, -0.757, -0.576, -0.615, -0.924, -0.682, -0.651, -0.739, -1.184, -0.865, -0.906, -0.727, -0.625, -0.515, -0.863, -0.683, -0.609, -0.866, -1.184, -0.702, -0.457, -0.672, -0.462, -0.556, -0.844, -0.564, -0.542, -0.622, 2
-0.925, -0.434, -0.577, -0.282, -0.218, -0.099, -0.426, -0.297, -0.238, -0.656, -0.925, -0.535, -0.351, -0.491, -0.342, -0.426, -0.643, -0.407, -0.408, -0.493, -0.925, -0.603, -0.839, -0.444, -0.461, -0.329, -0.596, -0.529, -0.455, -0.855, -0.925, -0.463, -0.322, -0.488, -0.357, -0.494, -0.638, -0.424, -0.413, -0.461, 2
-1.01, -0.674, -0.891, -0.567, -0.583, -0.513, -0.707, -0.61, -0.569, -0.912, -1.01, -0.691, -0.713, -0.642, -0.579, -0.634, -0.807, -0.659, -0.641, -0.806, -1.01, -0.722, -0.789, -0.601, -0.515, -0.423, -0.724, -0.578, -0.541, -0.832, -1.01, -0.634, -0.614, -0.61, -0.532, -0.657, -0.769, -0.607, -0.617, -0.774, 2
-0.964, -0.713, -0.781, -0.658, -0.625, -0.606, -0.773, -0.676, -0.675, -0.902, -0.964, -0.74, -0.702, -0.758, -0.681, -0.74, -0.935, -0.798, -0.803, -0.926, -0.964, -0.767, -0.894, -0.692, -0.689, -0.639, -0.807, -0.741, -0.707, -0.937, -0.964, -0.693, -0.566, -0.656, -0.507, -0.52, -0.81, -0.612, -0.571, -0.687, 2
-1.199, -0.625, -0.468, -0.444, -0.265, -0.184, -0.626, -0.367, -0.272, -0.516, -1.199, -0.763, -0.565, -0.735, -0.544, -0.61, -0.923, -0.655, -0.62, -0.717, -1.199, -0.832, -0.895, -0.677, -0.569, -0.44, -0.869, -0.674, -0.57, -0.894, -1.199, -0.618, -0.273, -0.589, -0.333, -0.408, -0.746, -0.406, -0.362, -0.325, 2
-1.087, -0.75, -0.789, -0.643, -0.556, -0.508, -0.77, -0.635, -0.605, -0.925, -1.087, -0.755, -0.636, -0.743, -0.608, -0.662, -0.927, -0.723, -0.695, -0.788, -1.087, -0.776, -0.934, -0.662, -0.642, -0.567, -0.81, -0.703, -0.664, -0.977, -1.087, -0.748, -0.526, -0.748, -0.576, -0.614, -0.911, -0.674, -0.641, -0.658, 2
-1.265, -0.643, -0.674, -0.45, -0.33, -0.217, -0.668, -0.466, -0.376, -0.715, -1.265, -0.747, -0.562, -0.672, -0.505, -0.569, -0.842, -0.589, -0.527, -0.59, -1.265, -0.901, -0.933, -0.706, -0.593, -0.413, -0.878, -0.694, -0.579, -0.907, -1.265, -0.726, -0.494, -0.652, -0.45, -0.506, -0.809, -0.518, -0.462, -0.489, 2
-1.036, -0.552, -0.585, -0.378, -0.274, -0.19, -0.546, -0.402, -0.336, -0.709, -1.036, -0.603, -0.452, -0.576, -0.455, -0.548, -0.734, -0.528, -0.517, -0.603, -1.036, -0.754, -0.922, -0.62, -0.611, -0.498, -0.741, -0.664, -0.608, -0.905, -1.036, -0.626, -0.501, -0.619, -0.504, -0.575, -0.778, -0.582, -0.55, -0.587, 2
-0.688, -0.371, -0.66, -0.243, -0.314, -0.251, -0.391, -0.381, -0.356, -0.778, -0.688, -0.446, -0.587, -0.405, -0.445, -0.51, -0.576, -0.524, -0.515, -0.717, -0.688, -0.481, -0.727, -0.359, -0.399, -0.295, -0.432, -0.397, -0.379, -0.711, -0.688, -0.373, -0.288, -0.353, -0.251, -0.302, -0.522, -0.343, -0.318, -0.404, 2
-1.175, -0.715, -0.8, -0.588, -0.507, -0.421, -0.746, -0.575, -0.508, -0.823, -1.175, -0.822, -0.713, -0.795, -0.642, -0.704, -0.976, -0.756, -0.73, -0.864, -1.175, -0.851, -1.03, -0.693, -0.65, -0.477, -0.832, -0.733, -0.662, -1.042, -1.175, -0.657, -0.451, -0.659, -0.457, -0.551, -0.814, -0.541, -0.52, -0.553, 2
-1.342, -0.936, -0.826, -0.769, -0.571, -0.429, -0.91, -0.666, -0.567, -0.806, -1.342, -0.914, -0.697, -0.834, -0.623, -0.632, -0.988, -0.706, -0.649, -0.732, -1.342, -1.001, -0.986, -0.835, -0.702, -0.591, -0.987, -0.802, -0.734, -1.006, -1.342, -0.916, -0.691, -0.842, -0.635, -0.651, -1.01, -0.734, -0.679, -0.78, 2
-0.863, -0.565, -0.778, -0.423, -0.466, -0.396, -0.524, -0.49, -0.446, -0.726, -0.863, -0.605, -0.675, -0.54, -0.544, -0.599, -0.695, -0.626, -0.607, -0.773, -0.863, -0.648, -0.819, -0.586, -0.597, -0.542, -0.697, -0.636, -0.636, -0.919, -0.863, -0.559, -0.612, -0.574, -0.541, -0.659, -0.766, -0.64, -0.659, -0.826, 2
-1.405, -1.046, -1.013, -0.916, -0.781, -0.689, -1.059, -0.866, -0.792, -1.042, -1.405, -1.003, -0.858, -0.914, -0.756, -0.78, -1.076, -0.85, -0.794, -0.921, -1.405, -1.032, -1.067, -0.855, -0.743, -0.571, -1.021, -0.851, -0.732, -1.06, -1.405, -0.99, -0.818, -0.906, -0.711, -0.723, -1.066, -0.807, -0.752, -0.869, 2
-1.16, -0.706, -0.798, -0.537, -0.445, -0.277, -0.73, -0.569, -0.462, -0.853, -1.16, -0.792, -0.723, -0.73, -0.603, -0.628, -0.907, -0.698, -0.648, -0.805, -1.16, -0.813, -0.882, -0.682, -0.576, -0.453, -0.837, -0.672, -0.604, -0.936, -1.16, -0.642, -0.423, -0.599, -0.396, -0.482, -0.761, -0.476, -0.438, -0.509, 2
-1.156, -0.669, -0.805, -0.556, -0.473, -0.391, -0.715, -0.552, -0.523, -0.92, -1.156, -0.83, -0.825, -0.792, -0.696, -0.735, -0.968, -0.794, -0.77, -0.939, -1.156, -0.919, -1.12, -0.818, -0.806, -0.665, -0.926, -0.842, -0.799, -1.142, -1.156, -0.701, -0.555, -0.676, -0.517, -0.579, -0.83, -0.586, -0.542, -0.606, 2
-1.107, -0.754, -0.949, -0.652, -0.625, -0.546, -0.779, -0.671, -0.639, -0.977, -1.107, -0.868, -0.894, -0.834, -0.797, -0.852, -0.981, -0.875, -0.878, -1.038, -1.107, -0.872, -1.105, -0.749, -0.777, -0.661, -0.823, -0.777, -0.738, -1.042, -1.107, -0.684, -0.702, -0.643, -0.583, -0.7, -0.788, -0.629, -0.622, -0.771, 2
-1.053, -0.686, -0.816, -0.547, -0.521, -0.469, -0.697, -0.587, -0.551, -0.873, -1.053, -0.733, -0.609, -0.682, -0.549, -0.575, -0.861, -0.663, -0.637, -0.761, -1.053, -0.699, -0.796, -0.532, -0.462, -0.299, -0.71, -0.575, -0.469, -0.813, -1.053, -0.621, -0.355, -0.591, -0.393, -0.449, -0.76, -0.486, -0.452, -0.472, 2
-1.258, -0.814, -0.707, -0.672, -0.51, -0.434, -0.833, -0.591, -0.515, -0.706, -1.258, -0.949, -0.801, -0.899, -0.739, -0.752, -1.06, -0.847, -0.808, -0.913, -1.258, -1.024, -1.057, -0.914, -0.834, -0.715, -1.012, -0.874, -0.801, -1.015, -1.258, -0.817, -0.523, -0.77, -0.546, -0.577, -0.939, -0.653, -0.611, -0.666, 2
-1.224, -0.527, -0.428, -0.343, -0.145, -0.12, -0.59, -0.29, -0.223, -0.587, -1.224, -0.593, -0.288, -0.596, -0.336, -0.473, -0.75, -0.384, -0.372, -0.376, -1.224, -0.893, -0.88, -0.781, -0.675, -0.588, -0.91, -0.746, -0.681, -0.909, -1.224, -0.769, -0.561, -0.723, -0.532, -0.586, -0.882, -0.6, -0.562, -0.611, 3
-1.247, -0.7, -0.578, -0.553, -0.347, -0.248, -0.775, -0.497, -0.399, -0.705, -1.247, -0.801, -0.558, -0.794, -0.553, -0.605, -0.989, -0.666, -0.604, -0.677, -1.247, -0.98, -0.948, -0.882, -0.78, -0.684, -0.998, -0.857, -0.801, -0.992, -1.247, -0.905, -0.658, -0.867, -0.643, -0.663, -1.014, -0.742, -0.683, -0.731, 3
-1.134, -0.541, -0.51, -0.402, -0.257, -0.173, -0.639, -0.418, -0.35, -0.737, -1.134, -0.626, -0.406, -0.605, -0.4, -0.483, -0.802, -0.516, -0.474, -0.571, -1.134, -0.872, -0.846, -0.784, -0.688, -0.612, -0.885, -0.742, -0.693, -0.864, -1.134, -0.775, -0.632, -0.706, -0.574, -0.583, -0.859, -0.655, -0.601, -0.675, 3
-1.363, -0.827, -0.704, -0.622, -0.411, -0.292, -0.846, -0.594, -0.469, -0.798, -1.363, -0.95, -0.724, -0.894, -0.655, -0.666, -1.069, -0.77, -0.699, -0.801, -1.363, -1.14, -1.083, -1.057, -0.933, -0.862, -1.151, -0.992, -0.938, -1.08, -1.363, -0.945, -0.735, -0.884, -0.68, -0.678, -1.053, -0.784, -0.699, -0.763, 3
-1.133, -0.455, -0.422, -0.275, -0.116, -0.131, -0.542, -0.326, -0.26, -0.63, -1.133, -0.454, -0.195, -0.482, -0.252, -0.47, -0.625, -0.291, -0.313, -0.316, -1.133, -0.776, -0.761, -0.668, -0.551, -0.491, -0.798, -0.621, -0.573, -0.81, -1.133, -0.756, -0.548, -0.707, -0.53, -0.545, -0.865, -0.618, -0.554, -0.589, 3
-1.17, -0.393, -0.513, -0.206, -0.082, 0.023, -0.485, -0.247, -0.155, -0.669, -1.17, -0.458, -0.278, -0.475, -0.292, -0.473, -0.61, -0.313, -0.32, -0.319, -1.17, -0.752, -0.713, -0.599, -0.452, -0.341, -0.746, -0.521, -0.441, -0.719, -1.17, -0.744, -0.67, -0.681, -0.566, -0.634, -0.816, -0.621, -0.568, -0.652, 3
-1.372, -0.826, -0.792, -0.654, -0.477, -0.351, -0.882, -0.652, -0.566, -0.95, -1.372, -0.865, -0.65, -0.816, -0.581, -0.657, -1.008, -0.701, -0.659, -0.779, -1.372, -1.105, -1.033, -1.011, -0.881, -0.821, -1.118, -0.95, -0.9, -1.069, -1.372, -1.02, -0.869, -0.944, -0.771, -0.771, -1.092, -0.861, -0.794, -0.892, 3
-1.188, -0.554, -0.687, -0.402, -0.272, -0.177, -0.621, -0.469, -0.393, -0.934, -1.188, -0.572, -0.436, -0.596, -0.381, -0.571, -0.74, -0.423, -0.414, -0.505, -1.188, -0.932, -0.938, -0.834, -0.743, -0.677, -0.937, -0.8, -0.752, -0.964, -1.188, -0.857, -0.796, -0.784, -0.668, -0.682, -0.948, -0.739, -0.672, -0.808, 3
-1.233, -0.562, -0.51, -0.402, -0.212, -0.113, -0.649, -0.393, -0.298, -0.696, -1.233, -0.709, -0.58, -0.678, -0.498, -0.593, -0.869, -0.601, -0.563, -0.68, -1.233, -0.995, -0.962, -0.908, -0.815, -0.752, -1.004, -0.87, -0.826, -0.989, -1.233, -0.818, -0.598, -0.744, -0.544, -0.557, -0.883, -0.624, -0.554, -0.609, 3
-1.046, -0.457, -0.501, -0.29, -0.201, -0.05, -0.507, -0.342, -0.246, -0.684, -1.046, -0.471, -0.217, -0.49, -0.27, -0.398, -0.648, -0.327, -0.321, -0.351, -1.046, -0.708, -0.765, -0.581, -0.511, -0.405, -0.703, -0.562, -0.487, -0.754, -1.046, -0.697, -0.561, -0.656, -0.526, -0.566, -0.823, -0.623, -0.57, -0.633, 3
-1.218, -0.576, -0.586, -0.397, -0.233, -0.097, -0.66, -0.439, -0.329, -0.785, -1.218, -0.689, -0.568, -0.649, -0.477, -0.574, -0.84, -0.576, -0.545, -0.663, -1.218, -0.948, -0.85, -0.823, -0.673, -0.591, -0.931, -0.758, -0.691, -0.872, -1.218, -0.793, -0.669, -0.73, -0.59, -0.633, -0.873, -0.655, -0.599, -0.663, 3
