@relation  vowel
@attribute TT integer[0,1]
@attribute SpeakerNumber integer[0,14]
@attribute Sex integer[0,1]
@attribute F0 real[-5.211,-0.941]
@attribute F1 real[-1.274,5.074]
@attribute F2 real[-2.487,1.431]
@attribute F3 real[-1.409,2.377]
@attribute F4 real[-2.127,1.831]
@attribute F5 real[-0.836,2.327]
@attribute F6 real[-1.537,1.403]
@attribute F7 real[-1.293,2.039]
@attribute F8 real[-1.613,1.309]
@attribute F9 real[-1.68,1.396]
@attribute Class{0,1,2,3,4,5,6,7,8,9,10}
@inputs TT,SpeakerNumber,Sex,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9
@outputs Class
@data
0, 4, 1, -2.842, 1.343, -0.713, 0.0030, 0.126, 0.411, 0.538, -0.077, -0.995, 0.092, 5
0, 6, 1, -2.353, 2.897, -0.433, -0.193, -0.715, 0.359, 0.26, 0.273, -1.206, 0.36, 5
1, 13, 1, -3.567, 2.081, -0.579, 0.845, 0.126, 0.381, -0.179, -0.51, -0.846, 0.987, 5
0, 1, 0, -2.385, 1.241, 0.272, -0.04, -0.692, 0.16, -0.061, -0.189, 0.744, 0.088, 5
1, 11, 0, -2.378, 1.568, -0.243, 0.407, -0.428, 0.229, -0.293, 0.297, 0.372, -0.512, 5
0, 6, 1, -2.335, 2.896, -0.295, -0.42, -0.645, 0.351, 0.12, 0.447, -1.126, 0.11, 5
1, 9, 0, -2.937, 2.183, -1.291, 0.355, -0.372, 0.57, 0.045, 0.452, -0.705, -0.263, 5
0, 6, 1, -2.776, 2.563, 0.532, 0.277, -1.47, -0.368, -0.278, 1.479, -0.164, -0.797, 6
1, 10, 0, -2.969, 3.128, 0.504, -0.487, -1.371, 0.704, 0.66, 0.676, 0.469, -0.525, 6
0, 5, 1, -3.462, 2.648, -0.447, -0.0, -0.416, 0.767, 0.569, -0.072, -0.08, -0.798, 6
0, 6, 1, -2.715, 2.325, 0.701, 0.239, -1.426, -0.218, -0.317, 1.516, -0.162, -0.703, 6
1, 13, 1, -3.4, 3.441, -1.805, 0.814, -0.162, 1.445, -0.11, -0.499, -1.201, -0.046, 6
1, 11, 0, -3.338, 3.033, -1.189, -0.269, -0.364, 0.544, 0.491, 0.148, 0.365, -0.931, 6
0, 2, 0, -2.652, 2.156, -0.053, 1.694, -1.258, 0.062, -0.61, 1.397, 0.133, 0.602, 6
0, 1, 0, -3.065, 3.139, -0.461, -0.221, -0.759, -0.045, 0.068, 0.274, 0.999, -0.331, 6
0, 2, 0, -2.624, 1.653, -0.156, 2.023, -1.052, 0.086, -0.752, 1.341, 0.196, 0.71, 6
0, 6, 1, -4.403, 3.602, -0.945, -0.934, 0.041, 0.409, 1.003, 0.47, -0.477, -0.621, 7
0, 2, 0, -3.813, 3.705, -0.157, 1.561, -1.503, -0.366, -0.581, 1.412, 0.29, -0.099, 7
0, 4, 1, -4.067, 3.908, -0.065, -0.378, -1.163, 0.065, 0.508, 1.003, 0.03, -0.187, 7
1, 11, 0, -4.048, 3.753, -1.15, -0.209, -0.53, 0.871, 0.445, 0.716, -0.131, 0.139, 7
1, 14, 1, -3.642, 3.582, -1.031, -0.761, 0.046, 1.255, 0.841, 0.512, -0.259, -0.447, 7
1, 10, 0, -3.979, 3.661, 0.169, -0.598, -1.412, 0.569, 0.0090, 1.939, 0.094, -0.149, 7
1, 8, 0, -3.989, 3.049, 0.304, 0.209, -1.26, -0.205, -0.735, 0.862, 0.551, 1.114, 7
0, 1, 0, -3.902, 3.586, 0.334, -0.669, -1.087, 0.255, 0.461, 0.812, -0.185, 0.535, 7
0, 0, 0, -3.951, 2.25, 0.127, 1.772, -1.906, 0.567, -0.432, 1.045, 0.598, -0.293, 7
0, 2, 0, -3.549, 1.905, -0.509, 1.963, -1.2, 0.847, -0.157, 0.842, 0.625, -0.586, 8
0, 5, 1, -3.862, 1.801, -0.717, 1.133, -0.23, 0.922, -0.223, 1.264, 0.194, -0.935, 8
1, 14, 1, -3.919, 2.575, 0.471, -0.064, -0.042, 0.88, -0.128, 0.612, -0.504, -0.539, 8
0, 1, 0, -4.232, 3.035, 0.428, 0.497, -1.374, 0.549, 0.133, 0.232, 0.129, 0.487, 8
0, 6, 1, -4.107, 2.17, 0.206, -0.811, 0.334, 0.633, 0.402, 1.097, -1.327, -0.04, 8
1, 9, 0, -4.13, 3.291, -1.424, 0.359, -0.273, 1.297, -0.454, 0.62, -0.527, -0.709, 8
1, 11, 0, -4.142, 3.454, -0.653, 0.271, -0.598, 0.793, 0.563, 0.52, -0.118, -0.33, 8
1, 11, 0, -4.135, 3.651, -0.751, -0.066, -0.789, 1.131, 0.496, 0.788, -0.883, -0.351, 8
1, 14, 1, -3.977, 2.976, 0.309, -0.259, 0.026, 0.816, -0.317, 0.492, -0.674, -0.659, 8
1, 10, 0, -4.617, 3.033, -0.909, 0.604, -0.341, 0.636, 0.294, 0.527, 0.48, -0.558, 9
1, 11, 0, -4.494, 1.535, -0.495, 1.715, 0.044, 1.892, -0.367, 0.362, -0.583, -0.291, 9
1, 13, 1, -4.062, 2.358, -0.31, 1.895, 1.095, 0.049, -0.87, -0.524, -0.98, -0.065, 9
0, 2, 0, -4.386, 2.271, -0.157, 1.536, -0.614, 0.23, 0.57, -0.117, 1.074, 0.397, 9
0, 5, 1, -4.788, 3.632, -0.71, 0.3, 0.366, -0.121, 0.403, -0.016, 0.124, -1.32, 9
0, 5, 1, -4.885, 3.967, -0.948, 0.373, 0.255, -0.121, 0.43, -0.013, 0.018, -1.518, 9
0, 7, 1, -5.011, 4.976, -0.868, -1.215, 0.17, -0.018, 0.543, 0.154, -0.841, 0.707, 9
0, 1, 0, -4.759, 2.696, 0.104, 0.697, -0.787, 1.114, 0.205, -0.066, 0.369, 0.306, 9
0, 1, 0, -4.944, 3.325, 0.015, 0.079, -0.593, 1.047, 0.337, 0.296, -0.453, 0.371, 9
0, 1, 0, -2.922, 1.516, -0.0020, -0.353, -0.464, 1.184, 0.383, -0.175, -0.346, -0.033, 10
1, 13, 1, -3.636, 2.719, -0.178, 0.665, 0.099, -0.084, -0.333, -0.362, -1.049, 0.978, 10
0, 2, 0, -2.867, 1.391, -0.817, 1.595, -0.883, 1.143, -0.427, 1.159, 0.17, -0.456, 10
0, 6, 1, -2.812, 1.954, -0.661, 0.109, -0.011, 0.11, 0.187, 0.096, -1.538, 0.592, 10
1, 10, 0, -3.664, 1.119, -0.459, 0.482, 0.082, 0.221, 0.185, 0.861, -0.237, -0.413, 10
0, 4, 1, -2.91, 0.918, -0.138, -0.382, 0.115, 0.29, 0.418, 0.757, -0.898, -0.189, 10
1, 8, 0, -3.366, 1.952, -0.898, 0.258, 0.282, 0.835, 0.29, 0.681, 0.431, -0.461, 10
1, 9, 0, -3.756, 2.204, -0.716, 0.529, -0.284, 1.121, 0.022, 0.127, -0.782, -0.394, 10
1, 10, 0, -3.707, 1.486, -0.494, 0.402, 0.183, 0.186, 0.234, 1.029, -0.856, -0.408, 10
