@relation  vowel
@attribute TT integer[0,1]
@attribute SpeakerNumber integer[0,14]
@attribute Sex integer[0,1]
@attribute F0 real[-5.211,-0.941]
@attribute F1 real[-1.274,5.074]
@attribute F2 real[-2.487,1.431]
@attribute F3 real[-1.409,2.377]
@attribute F4 real[-2.127,1.831]
@attribute F5 real[-0.836,2.327]
@attribute F6 real[-1.537,1.403]
@attribute F7 real[-1.293,2.039]
@attribute F8 real[-1.613,1.309]
@attribute F9 real[-1.68,1.396]
@attribute Class{0,1,2,3,4,5,6,7,8,9,10}
@inputs TT,SpeakerNumber,Sex,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9
@outputs Class
@data
0, 4, 1, -3.249, 1.042, 0.589, 1.408, 0.023, -0.821, -0.581, 0.031, 0.068, 0.325, 2
1, 13, 1, -2.964, 1.154, -0.373, 1.511, -0.583, 0.152, -0.012, -0.949, -0.054, 1.16, 2
1, 9, 0, -1.926, 0.689, -1.433, 0.716, -0.588, 0.269, -0.044, 0.716, -0.245, -0.285, 2
0, 1, 0, -1.976, 0.389, -0.947, -0.25, -0.065, 0.949, 0.127, 0.478, -0.323, -0.345, 2
0, 2, 0, -1.501, 0.847, -1.619, 0.92, -0.488, 1.616, -0.161, 1.127, -0.613, -0.051, 2
0, 7, 1, -4.058, 1.072, 0.157, 1.136, 0.385, -0.687, -0.583, -0.185, -0.3, 1.177, 2
1, 10, 0, -2.695, 1.119, -0.986, 0.172, 0.499, 0.372, 0.088, 0.63, -0.721, -0.256, 2
1, 13, 1, -2.959, 1.061, -0.351, 1.745, -0.851, 0.344, -0.373, -0.729, 0.048, 0.815, 2
0, 5, 1, -2.515, 1.34, -0.84, 0.511, -0.492, 0.098, 0.047, -0.68, -0.283, 0.168, 3
0, 1, 0, -1.952, 1.469, -1.375, 0.105, -0.154, 0.17, -0.047, 0.336, -0.098, -0.41, 3
1, 8, 0, -1.768, 1.769, -1.142, -0.739, -0.086, 0.12, -0.23, 0.217, -0.0090, -0.279, 3
0, 6, 1, -2.01, 2.164, -0.626, 0.389, -0.24, -0.441, 0.103, -0.27, -0.647, 0.165, 3
1, 8, 0, -2.295, 0.883, -0.619, -0.041, 0.143, 0.378, -0.602, 0.335, -0.114, -0.391, 3
1, 11, 0, -2.131, 1.487, -0.302, -0.272, 0.012, 0.067, 0.149, 0.022, -0.133, -0.322, 3
0, 1, 0, -1.978, 1.542, -1.487, -0.096, -0.025, 0.32, -0.063, 0.097, -0.073, -0.381, 3
1, 13, 1, -2.931, 1.85, -0.896, 0.685, -1.0, 0.504, 0.212, -0.276, -0.203, 0.595, 3
1, 13, 1, -3.055, 1.4, -0.686, 0.964, -1.29, 0.545, 0.337, -0.299, -0.173, 0.69, 3
0, 2, 0, -2.432, 2.126, -0.218, 1.422, -1.169, 0.41, -0.393, 1.326, -0.067, 0.225, 4
0, 4, 1, -2.939, 2.157, -0.451, -0.209, -0.88, 0.697, 0.823, -0.035, -0.744, -0.193, 4
0, 7, 1, -3.001, 2.263, -1.178, -0.116, -0.922, 0.536, 1.286, -0.506, -0.566, -0.102, 4
1, 10, 0, -2.7, 2.686, -0.043, -0.528, -0.626, 0.917, 0.167, 0.652, 0.1, -0.937, 4
0, 0, 0, -2.635, 2.147, -1.129, 0.911, -1.407, 1.095, -0.071, 0.118, 0.139, -0.685, 4
1, 8, 0, -2.968, 2.149, 0.13, 0.676, -0.79, 0.112, -0.507, 0.762, 0.625, -0.272, 4
1, 13, 1, -2.964, 2.811, -1.317, 0.324, -0.781, 1.369, 0.127, -0.368, -0.677, 0.493, 4
1, 8, 0, -2.769, 2.906, -0.194, 0.349, -0.958, 0.089, -0.245, 1.004, 0.6, -0.336, 4
1, 13, 1, -2.926, 2.673, -1.242, 0.396, -1.029, 1.548, 0.05, -0.592, -0.331, 0.595, 4
1, 11, 0, -2.729, 1.595, -0.15, 0.167, 0.015, 0.377, 0.083, -0.038, 0.166, -0.672, 5
1, 9, 0, -2.691, 2.111, -1.067, 0.174, -0.649, 0.431, -0.017, 0.655, -0.498, -0.292, 5
0, 4, 1, -2.445, 1.503, -0.677, -0.46, -0.14, -0.0020, 1.014, 0.061, -0.599, 0.175, 5
0, 6, 1, -2.521, 2.271, -0.277, 0.27, -0.909, 0.274, 0.348, -0.028, -1.177, 0.432, 5
1, 13, 1, -3.206, 1.899, -0.933, 0.733, 0.261, 0.565, -0.225, -0.339, -0.677, 0.765, 5
0, 1, 0, -2.351, 1.53, 0.086, -0.075, -0.426, 0.125, -0.197, 0.033, 0.848, -0.038, 5
1, 13, 1, -3.456, 2.027, -0.862, 0.887, 0.281, 0.435, -0.307, -0.387, -0.6, 0.725, 5
0, 3, 0, -2.431, 1.873, 0.208, 0.123, -0.634, 0.178, 0.04, 0.612, 0.446, -0.562, 5
0, 2, 0, -1.824, 1.682, -0.669, 1.483, -1.036, 0.711, -0.249, 1.193, -0.274, 0.224, 5
0, 6, 1, -3.025, 2.711, -0.147, -0.034, -1.34, 0.049, 0.364, 1.099, -1.02, -0.652, 6
1, 10, 0, -3.045, 3.312, 0.171, -0.605, -1.027, 0.924, 0.353, 0.897, 0.365, -0.871, 6
0, 5, 1, -3.354, 2.85, -0.887, 0.01, -0.551, 0.293, 0.901, 0.32, -0.302, -1.023, 6
1, 10, 0, -2.951, 2.64, 0.832, -0.387, -1.502, 0.272, 0.756, 0.538, 0.616, -0.399, 6
1, 13, 1, -3.318, 3.395, -1.706, 0.753, -0.214, 1.431, -0.0, -0.192, -1.33, 0.03, 6
1, 13, 1, -3.52, 3.318, -1.867, 0.691, 0.263, 0.822, 0.14, -0.62, -1.098, 0.083, 6
0, 3, 0, -2.933, 0.717, 0.829, 1.508, -0.517, 0.069, -1.163, 0.021, 0.866, 1.066, 6
0, 1, 0, -3.105, 2.916, -0.207, 0.031, -0.897, 0.021, -0.229, 0.256, 1.073, -0.065, 6
0, 2, 0, -2.679, 1.731, -0.09, 2.003, -1.009, 0.038, -0.822, 1.232, 0.128, 0.72, 6
0, 6, 1, -4.417, 3.765, -1.225, -0.853, 0.041, 0.536, 0.885, 0.533, -0.757, -0.789, 7
0, 2, 0, -3.693, 3.067, -0.273, 1.619, -1.905, 0.045, 0.0060, 1.347, 0.346, 0.36, 7
0, 4, 1, -4.21, 3.869, 0.164, -0.047, -1.251, -0.102, 0.276, 0.919, 0.091, -0.159, 7
1, 11, 0, -4.052, 3.747, -1.24, -0.299, -0.426, 0.917, 0.517, 0.716, -0.21, -0.125, 7
1, 14, 1, -3.743, 3.629, -0.874, -0.79, -0.312, 1.759, 0.679, 0.565, -0.521, -0.485, 7
1, 10, 0, -3.983, 3.695, 0.096, -0.333, -1.01, 0.169, -0.108, 1.674, 0.262, -0.231, 7
1, 8, 0, -3.992, 3.342, 0.167, 0.086, -1.23, -0.216, -0.824, 0.837, 0.521, 0.978, 7
0, 2, 0, -3.834, 3.749, -0.183, 1.518, -1.585, -0.281, -0.334, 1.191, 0.425, -0.104, 7
0, 0, 0, -3.986, 2.325, 0.102, 1.633, -2.014, 0.576, -0.344, 1.003, 0.566, -0.245, 7
0, 2, 0, -3.33, 1.529, -0.552, 2.023, -0.845, 0.016, 0.049, 0.512, 0.396, 0.386, 8
0, 5, 1, -3.741, 2.7, -1.593, 0.782, -0.298, 1.378, 0.184, 1.458, -0.134, -1.297, 8
1, 14, 1, -3.952, 2.489, 0.287, 0.012, 0.141, 0.892, -0.087, 0.613, -0.685, -0.623, 8
0, 1, 0, -4.161, 2.937, 0.157, 0.336, -0.968, 0.641, 0.088, 0.237, 0.565, 0.823, 8
0, 6, 1, -4.036, 2.141, -0.355, -0.602, 0.837, 0.663, -0.013, 0.507, -1.412, 0.21, 8
1, 9, 0, -4.13, 3.105, -1.141, 0.183, -0.498, 1.324, -0.399, 0.675, -0.339, -0.694, 8
1, 11, 0, -4.039, 3.506, -0.964, 0.041, -0.4, 0.976, 0.65, 0.659, -0.216, -0.327, 8
1, 10, 0, -4.083, 2.315, -0.375, 0.52, -0.019, -0.211, -0.172, 1.054, 0.387, 0.168, 8
0, 1, 0, -4.16, 3.329, 0.275, 0.394, -1.287, 0.693, 0.483, 0.121, 0.286, 0.153, 8
1, 10, 0, -4.893, 3.37, -0.464, 0.538, -0.327, 0.496, 0.27, 0.47, 0.742, -0.141, 9
1, 13, 1, -4.08, 2.242, -0.28, 1.876, 0.72, -0.292, -0.537, -0.54, -0.663, 0.238, 9
1, 13, 1, -3.985, 2.192, -0.426, 2.163, 1.114, 0.016, -0.846, -0.468, -0.858, 0.037, 9
0, 2, 0, -4.17, 2.232, -0.389, 1.211, -1.011, 0.57, 0.543, 0.218, 1.206, 0.044, 9
0, 5, 1, -4.708, 3.269, -1.121, 0.701, 0.437, 0.176, 0.552, 0.0040, -0.168, -1.484, 9
0, 7, 1, -4.947, 4.637, -0.444, -0.953, -0.119, -0.249, 0.594, 0.27, -0.783, 0.265, 9
0, 7, 1, -5.034, 4.993, -1.633, -0.285, 0.398, 0.181, -0.211, -0.508, -0.283, 0.304, 9
0, 1, 0, -4.65, 2.455, 0.013, 0.681, -0.8, 1.434, 0.126, 0.036, 0.382, 0.278, 9
0, 2, 0, -4.373, 2.463, -0.171, 1.501, -0.639, 0.292, 0.518, -0.114, 1.127, 0.332, 9
0, 1, 0, -3.082, 1.633, -0.118, -0.147, -0.484, 1.176, -0.086, -0.072, 0.086, -0.564, 10
1, 13, 1, -3.446, 2.44, -0.37, 0.926, 0.194, 0.141, -0.098, -0.557, -0.889, 0.985, 10
0, 2, 0, -2.562, 1.361, -0.94, 1.333, -1.047, 1.208, -0.316, 1.055, 0.354, -0.77, 10
0, 6, 1, -2.752, 1.778, -0.718, 0.057, -0.0090, 0.402, 0.121, 0.05, -1.435, 0.281, 10
1, 10, 0, -3.661, 1.292, -0.433, 0.34, 0.098, 0.363, 0.246, 0.911, -0.415, -0.507, 10
0, 4, 1, -2.846, 1.01, -0.219, -0.083, 0.091, 0.076, 0.442, 0.509, -1.181, -0.021, 10
0, 6, 1, -2.665, 1.633, -0.384, -0.111, -0.0010, 0.234, 0.033, 0.478, -1.558, 0.219, 10
1, 9, 0, -3.73, 1.872, -0.801, 0.555, -0.427, 0.791, 0.196, 0.65, -0.744, -0.372, 10
1, 13, 1, -3.591, 2.78, -0.301, 0.812, -0.0080, -0.019, -0.268, -0.564, -0.788, 0.948, 10
