@relation  vowel
@attribute TT integer[0,1]
@attribute SpeakerNumber integer[0,14]
@attribute Sex integer[0,1]
@attribute F0 real[-5.211,-0.941]
@attribute F1 real[-1.274,5.074]
@attribute F2 real[-2.487,1.431]
@attribute F3 real[-1.409,2.377]
@attribute F4 real[-2.127,1.831]
@attribute F5 real[-0.836,2.327]
@attribute F6 real[-1.537,1.403]
@attribute F7 real[-1.293,2.039]
@attribute F8 real[-1.613,1.309]
@attribute F9 real[-1.68,1.396]
@attribute Class{0,1,2,3,4,5,6,7,8,9,10}
@inputs TT,SpeakerNumber,Sex,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9
@outputs Class
@data
1, 12, 1, -2.708, 2.56, -0.439, 0.324, -0.348, 0.429, 0.091, -0.037, -0.434, 0.344, 5
0, 0, 0, -2.852, 1.914, -0.755, 0.825, -1.588, 0.855, 0.217, -0.246, 0.238, -0.365, 5
1, 14, 1, -2.902, 2.988, -1.152, 0.057, -0.477, 0.622, 0.338, -0.368, -0.689, 0.793, 5
0, 3, 0, -2.291, 1.146, 0.352, 0.354, -0.714, 0.08, -0.181, 0.787, 0.709, -0.409, 5
0, 2, 0, -2.043, 1.95, -0.435, 1.341, -1.049, 0.558, -0.237, 1.237, -0.283, 0.306, 5
0, 7, 1, -3.975, 3.066, -0.506, -0.827, -0.478, 0.434, 0.356, 0.939, -1.309, 0.204, 6
1, 9, 0, -3.231, 3.003, -1.161, -0.315, -0.816, 0.87, 0.311, 0.677, -0.565, -0.7, 6
0, 4, 1, -3.406, 2.403, 1.025, 0.108, -1.1, -0.316, 0.099, 1.541, -0.304, -0.671, 6
1, 8, 0, -3.073, 1.532, 0.949, 1.541, -1.058, 0.272, -0.961, 0.449, 0.619, 0.969, 6
1, 14, 1, -3.176, 2.997, -1.098, -0.371, -0.418, 1.318, 0.48, 0.472, -0.814, 0.106, 6
1, 12, 1, -2.776, 3.557, -0.435, -1.044, -0.572, 1.273, 0.221, 0.295, -0.986, -0.04, 6
0, 3, 0, -3.179, 1.346, 0.988, 1.32, -0.852, -0.0080, -1.234, 0.347, 1.02, 0.771, 6
0, 0, 0, -3.473, 2.178, -0.82, 0.706, -1.71, 0.779, 0.422, 0.351, 0.426, -0.267, 6
0, 1, 0, -3.146, 3.076, -0.683, -0.032, -0.693, -0.06, -0.267, 0.476, 0.982, -0.352, 6
0, 7, 1, -4.469, 4.348, -1.74, -0.886, 0.447, 0.883, 0.374, 0.577, -0.908, -0.089, 7
0, 3, 0, -3.53, 1.268, 0.903, 1.887, -1.279, 0.0080, -1.441, 0.657, 0.873, 1.042, 7
0, 5, 1, -4.243, 3.354, -0.415, 0.898, -1.027, -0.281, 0.576, 0.48, 0.564, -0.085, 7
1, 12, 1, -3.39, 3.422, -0.718, -0.667, -0.871, 0.788, 0.959, 0.555, -0.482, -0.724, 7
1, 13, 1, -3.847, 4.268, -1.521, -0.465, -0.23, 1.067, -0.02, 0.0050, -0.577, -0.509, 7
1, 9, 0, -4.047, 3.899, -0.423, 0.147, -1.273, 0.203, 0.317, 0.531, 0.584, -0.11, 7
1, 11, 0, -3.911, 3.703, -1.965, 0.132, -0.209, 0.929, 0.811, 0.495, -0.142, -0.519, 7
0, 4, 1, -3.958, 3.922, 0.15, -0.265, -1.201, -0.249, 0.202, 1.163, -0.049, -0.039, 7
0, 0, 0, -4.074, 2.281, 0.152, 1.556, -1.613, -0.047, 0.222, 0.252, 0.775, 0.125, 7
0, 3, 0, -3.246, 0.712, 0.39, 0.82, -1.352, 1.074, 0.197, 0.857, -0.056, 0.485, 8
0, 4, 1, -4.079, 2.663, -0.048, -0.315, 0.234, 0.861, 0.335, 0.435, -0.546, -0.928, 8
1, 13, 1, -3.857, 2.133, -0.58, 0.996, 0.502, 0.65, -0.283, -0.468, -0.983, 0.613, 8
0, 0, 0, -3.783, 1.974, -1.2, 0.606, -0.65, 1.504, -0.134, 0.528, 0.392, -0.58, 8
0, 7, 1, -4.661, 4.235, -0.497, -1.021, 0.295, 0.457, -0.019, 0.345, -1.355, 0.062, 8
1, 8, 0, -3.776, 1.752, 0.92, 0.722, -1.164, 0.774, -0.01, 0.657, 0.248, 1.055, 8
1, 12, 1, -3.828, 3.188, -0.388, 0.055, -0.185, -0.029, 0.503, 0.273, 0.326, 0.1, 8
1, 10, 0, -3.863, 3.245, -0.996, 0.486, -0.348, 0.19, 0.558, 1.342, 0.176, -0.318, 8
0, 2, 0, -3.545, 1.926, -0.512, 1.732, -1.109, 1.006, 0.021, 0.82, 0.731, -0.639, 8
1, 9, 0, -4.718, 3.281, -0.203, 0.651, -0.883, 1.413, -0.663, 0.583, 0.237, -0.307, 9
1, 12, 1, -4.568, 3.344, -0.0050, -0.092, -0.546, 0.479, -0.168, 1.186, -0.565, -1.025, 9
1, 11, 0, -4.457, 1.512, -0.514, 1.764, 0.063, 1.86, -0.332, 0.189, -0.521, -0.415, 9
0, 3, 0, -3.601, 0.742, -0.238, 0.332, -0.561, 1.275, -0.014, 0.844, 0.558, 0.659, 9
0, 4, 1, -4.188, 2.637, 0.502, 0.552, 0.735, 0.395, -0.026, 0.803, -0.874, -0.913, 9
0, 6, 1, -5.02, 2.551, 0.562, -0.136, 0.531, -0.064, 0.373, 0.631, -1.407, -0.267, 9
1, 8, 0, -4.848, 1.115, 0.932, 1.615, -0.589, 0.592, -0.446, -0.366, -0.447, 1.294, 9
0, 0, 0, -3.684, 1.774, -1.728, 1.611, 0.1, 1.393, -0.193, 0.554, 0.245, -0.919, 9
1, 14, 1, -4.211, 2.811, 0.016, 0.799, 0.514, 0.496, -1.219, -0.238, -0.798, -0.392, 9
0, 0, 0, -3.032, 1.739, -1.141, 0.737, -0.834, 1.386, -0.575, 0.679, -0.018, -0.823, 10
1, 14, 1, -3.396, 2.257, -0.602, 0.407, 0.204, 0.366, 0.067, 0.044, -1.352, 0.871, 10
0, 3, 0, -2.439, 0.789, 0.082, 0.242, -0.693, 0.595, -0.353, 0.702, 0.413, 0.098, 10
0, 7, 1, -4.173, 2.299, -0.298, -0.13, 0.122, 0.319, -0.388, -0.328, -0.48, 0.99, 10
1, 11, 0, -3.407, 1.821, -0.675, 0.765, 0.256, 0.469, -0.09, 0.322, -0.387, -0.968, 10
0, 2, 0, -2.53, 1.492, -0.936, 1.21, -1.154, 1.316, -0.267, 1.149, 0.226, -0.77, 10
0, 5, 1, -3.0, 1.524, -0.866, 1.015, -0.4, 0.861, 0.174, 0.938, -0.216, -1.01, 10
1, 9, 0, -3.7, 1.841, -0.675, 0.441, -0.383, 0.89, 0.176, 0.594, -0.677, -0.408, 10
1, 12, 1, -3.292, 2.595, -0.578, 0.42, -0.233, 0.391, -0.241, 0.437, -0.541, -0.021, 10
