@relation  vowel
@attribute TT integer[0,1]
@attribute SpeakerNumber integer[0,14]
@attribute Sex integer[0,1]
@attribute F0 real[-5.211,-0.941]
@attribute F1 real[-1.274,5.074]
@attribute F2 real[-2.487,1.431]
@attribute F3 real[-1.409,2.377]
@attribute F4 real[-2.127,1.831]
@attribute F5 real[-0.836,2.327]
@attribute F6 real[-1.537,1.403]
@attribute F7 real[-1.293,2.039]
@attribute F8 real[-1.613,1.309]
@attribute F9 real[-1.68,1.396]
@attribute Class{0,1,2,3,4,5,6,7,8,9,10}
@inputs TT,SpeakerNumber,Sex,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9
@outputs Class
@data
1, 9, 0, -2.521, 2.283, -0.954, 0.232, -0.918, 0.253, -0.094, 0.833, -0.704, -0.092, 5
0, 6, 1, -2.729, 2.104, -0.505, 0.138, -0.533, 0.455, 0.148, -0.407, -1.059, 0.625, 5
0, 6, 1, -2.415, 2.517, -0.285, 0.085, -0.902, 0.283, 0.302, 0.247, -1.207, 0.371, 5
1, 13, 1, -3.065, 1.781, -0.915, 0.698, 0.175, 0.662, -0.086, -0.361, -0.774, 0.951, 5
0, 1, 0, -2.554, 1.117, 0.42, -0.022, -0.645, 0.02, 0.145, -0.327, 0.66, 0.073, 5
1, 11, 0, -2.346, 1.604, -0.283, 0.393, -0.416, 0.268, -0.463, 0.387, 0.253, -0.504, 5
0, 3, 0, -2.314, 1.494, 0.294, 0.245, -0.769, 0.05, -0.068, 0.819, 0.618, -0.572, 5
1, 9, 0, -2.538, 2.351, -1.029, 0.146, -0.922, 0.201, -0.058, 0.835, -0.712, -0.074, 5
0, 6, 1, -2.922, 2.621, 0.214, 0.122, -1.477, -0.173, 0.045, 1.38, -0.635, -0.757, 6
1, 10, 0, -3.024, 3.26, 0.35, -0.577, -1.183, 0.872, 0.556, 0.762, 0.395, -0.665, 6
0, 5, 1, -3.236, 2.745, -0.806, -0.2, -0.386, 0.358, 0.889, 0.516, -0.297, -1.075, 6
0, 6, 1, -2.708, 2.396, 0.728, 0.336, -1.437, -0.344, -0.411, 1.469, -0.022, -0.717, 6
1, 13, 1, -3.492, 3.446, -1.734, 0.705, -0.23, 1.339, 0.092, -0.698, -1.143, -0.05, 6
1, 11, 0, -3.339, 3.011, -1.264, -0.343, -0.119, 0.498, 0.589, 0.078, 0.221, -0.822, 6
0, 2, 0, -2.607, 2.406, -0.088, 1.586, -1.477, 0.164, -0.527, 1.551, 0.033, 0.522, 6
0, 1, 0, -3.054, 3.104, -0.513, -0.085, -0.952, 0.299, -0.269, 0.459, 0.892, -0.308, 6
0, 2, 0, -2.574, 1.814, -0.167, 1.826, -1.156, 0.12, -0.609, 1.543, 0.11, 0.75, 6
0, 6, 1, -4.341, 3.514, -0.453, -1.047, -0.469, 0.51, 0.618, 0.801, -0.399, -0.777, 7
0, 2, 0, -3.763, 3.252, -0.262, 1.52, -1.684, -0.225, 0.235, 0.989, 0.616, 0.046, 7
0, 4, 1, -4.216, 3.638, 0.192, -0.023, -1.231, -0.32, 0.128, 1.03, 0.061, -0.179, 7
1, 11, 0, -3.977, 3.684, -1.242, -0.364, -0.217, 0.594, 0.759, 0.6, 0.069, -0.25, 7
1, 14, 1, -3.634, 3.589, -1.075, -0.709, 0.058, 1.051, 0.878, 0.627, -0.111, -0.437, 7
1, 10, 0, -3.878, 3.816, -0.155, -0.668, -1.207, 0.541, 0.022, 1.972, -0.029, -0.29, 7
1, 8, 0, -3.888, 3.085, 0.436, 0.142, -1.526, -0.052, -0.503, 1.085, 0.511, 0.976, 7
0, 1, 0, -3.84, 3.745, 0.121, -0.656, -1.066, 0.329, 0.734, 0.875, -0.295, 0.418, 7
0, 0, 0, -3.941, 2.305, 0.124, 1.771, -1.815, 0.593, -0.435, 0.992, 0.575, -0.301, 7
0, 2, 0, -3.425, 1.724, -0.638, 1.573, -1.041, 1.204, -0.124, 1.258, 0.548, -0.507, 8
0, 5, 1, -3.777, 2.064, -0.983, 0.846, -0.373, 0.96, -0.04, 1.331, 0.247, -1.09, 8
1, 14, 1, -3.946, 2.545, 0.447, -0.0010, 0.043, 0.788, -0.102, 0.68, -0.637, -0.545, 8
0, 1, 0, -4.267, 3.01, 0.172, 0.028, -0.827, 0.532, 0.099, 0.326, 0.34, 0.696, 8
0, 6, 1, -4.2, 2.201, -0.31, -0.392, 0.968, 0.7, -0.328, 0.129, -0.896, 0.15, 8
1, 9, 0, -4.139, 3.363, -1.464, 0.459, -0.066, 1.045, -0.146, 0.172, -0.124, -0.864, 8
1, 11, 0, -4.094, 3.586, -0.845, -0.026, -0.538, 0.964, 0.666, 0.647, -0.412, -0.477, 8
1, 11, 0, -4.019, 3.52, -1.058, -0.2, -0.545, 1.348, 0.351, 0.82, -0.868, -0.434, 8
1, 14, 1, -3.924, 2.726, 0.414, -0.155, -0.02, 0.893, -0.188, 0.552, -0.507, -0.617, 8
1, 10, 0, -4.717, 3.059, -0.682, 0.532, -0.48, 0.731, 0.174, 0.493, 0.635, -0.473, 9
1, 13, 1, -4.045, 2.377, -0.3, 2.002, 0.826, -0.18, -0.768, -0.408, -0.787, 0.156, 9
1, 13, 1, -4.001, 2.284, -0.365, 2.106, 1.006, -0.028, -0.825, -0.39, -0.898, 0.099, 9
0, 2, 0, -4.376, 2.216, -0.269, 1.32, -0.66, 0.159, 0.719, 0.0080, 1.058, 0.472, 9
0, 5, 1, -4.836, 3.871, -0.684, 0.182, 0.349, -0.176, 0.317, 0.059, -0.024, -1.13, 9
0, 7, 1, -4.902, 4.49, -0.564, -0.536, -0.164, -0.298, 0.842, -0.158, -0.906, 0.358, 9
0, 7, 1, -5.04, 5.074, -1.721, -0.264, 0.279, 0.176, 0.0030, -0.609, -0.177, 0.422, 9
0, 1, 0, -4.676, 2.537, 0.075, 0.73, -0.933, 1.493, 0.049, 0.076, 0.254, 0.276, 9
0, 1, 0, -4.88, 3.064, 0.06, 0.434, -0.575, 0.897, 0.25, 0.085, 0.093, 0.445, 9
0, 1, 0, -3.058, 1.678, -0.351, -0.255, 0.038, 0.692, -0.173, 0.226, 0.202, -0.593, 10
1, 13, 1, -3.483, 2.628, -0.383, 0.838, 0.2, 0.102, -0.162, -0.547, -0.791, 1.018, 10
0, 4, 1, -2.711, 0.971, -0.023, 0.053, 0.101, -0.148, 0.382, 0.476, -1.05, -0.256, 10
0, 6, 1, -2.93, 2.014, -0.7, 0.206, -0.088, 0.153, 0.142, -0.031, -1.437, 0.615, 10
1, 10, 0, -3.789, 1.42, -0.372, 0.568, 0.123, 0.185, 0.078, 1.006, -0.722, -0.391, 10
0, 4, 1, -2.923, 0.919, -0.231, -0.307, 0.075, 0.265, 0.403, 0.691, -1.012, -0.157, 10
1, 8, 0, -3.375, 1.779, -0.822, 0.382, -0.019, 0.845, 0.123, 0.767, 0.223, -0.337, 10
1, 9, 0, -3.735, 2.096, -0.818, 0.463, -0.221, 1.144, 0.023, 0.224, -0.745, -0.325, 10
1, 10, 0, -3.548, 1.611, -0.85, 0.374, 0.168, 0.318, 0.463, 0.863, -1.131, -0.334, 10
