@relation  vowel
@attribute TT integer[0,1]
@attribute SpeakerNumber integer[0,14]
@attribute Sex integer[0,1]
@attribute F0 real[-5.211,-0.941]
@attribute F1 real[-1.274,5.074]
@attribute F2 real[-2.487,1.431]
@attribute F3 real[-1.409,2.377]
@attribute F4 real[-2.127,1.831]
@attribute F5 real[-0.836,2.327]
@attribute F6 real[-1.537,1.403]
@attribute F7 real[-1.293,2.039]
@attribute F8 real[-1.613,1.309]
@attribute F9 real[-1.68,1.396]
@attribute Class{0,1,2,3,4,5,6,7,8,9,10}
@inputs TT,SpeakerNumber,Sex,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9
@outputs Class
@data
1, 11, 0, -2.913, 0.757, -0.819, 1.245, 0.419, 1.17, 0.051, 0.328, -0.96, -0.614, 1
1, 9, 0, -3.339, 1.004, -0.747, 1.505, -0.068, 1.007, -0.017, 0.377, -0.775, -0.899, 1
0, 1, 0, -2.441, 0.191, -0.814, 0.255, 0.411, 1.636, 0.395, 0.761, -0.0050, -0.564, 1
1, 8, 0, -1.358, 0.136, -1.082, -0.148, -0.609, 1.464, 0.144, 1.149, 0.481, 0.119, 1
1, 12, 1, -3.498, 1.669, 0.076, 1.53, 0.38, -0.135, -0.814, -0.208, -0.307, 1.053, 1
0, 6, 1, -2.558, 0.755, -0.66, 1.366, 0.038, -0.011, -0.443, -0.531, -0.062, 0.418, 2
0, 4, 1, -2.611, 0.434, 0.231, 1.343, 0.323, -0.378, -0.618, -0.219, -0.285, 0.347, 2
1, 14, 1, -3.232, 1.551, -0.832, 1.674, -0.042, 0.296, -0.553, -0.443, -0.413, 0.96, 2
1, 8, 0, -1.222, 0.491, -0.716, 0.0040, -0.323, 1.108, -0.148, 0.773, 0.387, -0.073, 2
0, 0, 0, -2.12, 0.894, -1.576, 0.147, -0.707, 1.559, -0.579, 0.676, -0.809, -0.049, 2
0, 3, 0, -1.891, 0.988, -1.06, 0.119, 0.59, 0.263, 0.372, 0.39, -0.376, -0.655, 2
0, 7, 1, -4.426, 1.167, 0.0080, 1.315, 0.189, -0.297, -0.124, -0.244, -0.423, 0.684, 2
1, 11, 0, -2.012, 1.134, -1.029, 0.205, 0.661, 0.359, 0.456, 0.372, -0.939, -0.613, 2
1, 12, 1, -2.836, 1.561, -0.076, 1.229, -0.291, -0.036, -0.369, -0.393, -0.181, 0.85, 2
0, 4, 1, -1.708, 0.944, -0.14, 0.151, -0.092, -0.481, 0.22, 0.034, -0.692, 0.19, 3
0, 2, 0, -1.737, 1.789, -1.046, 1.071, -0.775, 1.041, -0.025, 0.925, -0.452, 0.0070, 3
1, 9, 0, -1.993, 1.725, -1.13, 0.556, -1.223, 0.485, 0.211, -0.04, -0.294, -0.548, 3
0, 7, 1, -3.622, 0.988, -1.108, 0.685, -0.693, 0.754, 0.442, 0.166, -0.458, 0.738, 3
1, 8, 0, -1.793, 0.925, -0.739, -0.396, -0.211, 0.329, -0.403, 0.604, 0.197, -0.251, 3
1, 12, 1, -2.026, 2.433, -0.411, 0.064, 0.223, -0.027, -0.424, -0.0090, -0.305, 0.345, 3
0, 0, 0, -2.299, 1.848, -1.695, 1.065, -0.861, 1.047, -0.607, 0.313, -0.253, -0.759, 3
1, 10, 0, -2.316, 2.007, -1.365, 0.181, 0.206, 0.071, 0.037, 0.814, -0.332, -0.753, 3
1, 14, 1, -2.795, 1.957, -1.259, 0.79, -0.274, 0.078, -0.114, 0.0050, -0.309, 1.142, 3
0, 3, 0, -2.55, 2.629, 0.084, -0.159, -0.882, 0.093, -0.19, 0.961, 0.032, -0.589, 4
0, 5, 1, -2.884, 2.424, -0.764, -0.108, -1.015, 0.361, 0.712, 0.133, -0.017, -0.847, 4
0, 6, 1, -2.64, 2.704, -0.345, -0.23, -1.649, 0.064, 0.275, 0.952, -0.651, -0.571, 4
1, 11, 0, -2.596, 1.867, -0.208, 0.208, -0.574, 0.146, -0.214, 0.116, 0.395, -0.541, 4
0, 1, 0, -2.654, 2.39, -0.0080, 0.07, -1.063, 0.304, -0.105, 0.281, 0.488, -0.382, 4
0, 7, 1, -3.597, 2.146, -1.492, -0.142, -0.297, 0.815, 0.87, -0.49, -0.471, 0.41, 4
1, 12, 1, -2.411, 3.85, -1.405, -0.302, -0.398, 1.069, 0.216, -0.291, -1.116, 1.043, 4
1, 9, 0, -2.914, 2.541, -1.567, 0.067, -1.051, 1.207, 0.0060, 0.289, -0.325, -0.343, 4
1, 14, 1, -3.052, 3.059, -1.668, -0.208, 0.466, 0.724, -0.237, -0.175, -0.315, 0.411, 4
1, 10, 0, -2.703, 2.066, 0.205, -0.63, -0.345, 1.229, 0.403, -0.032, 0.247, -0.696, 5
1, 8, 0, -2.889, 1.418, 0.409, 0.61, -1.018, 0.992, 0.0050, 0.518, -0.027, -0.326, 5
0, 5, 1, -2.906, 1.102, -0.491, 0.575, -0.386, 0.771, -0.134, 0.977, -0.54, -0.604, 5
0, 7, 1, -4.122, 1.735, -1.34, 0.615, 0.03, 0.353, 0.345, -0.104, -0.54, 0.988, 5
1, 12, 1, -2.879, 2.662, -0.572, 0.425, -0.248, 0.213, 0.176, -0.281, -0.404, 0.605, 5
0, 0, 0, -2.826, 2.003, -0.738, 0.801, -1.669, 0.939, 0.245, -0.257, 0.256, -0.458, 5
1, 14, 1, -2.871, 3.13, -1.3, 0.0080, -0.288, 0.483, 0.258, -0.342, -0.614, 0.83, 5
0, 3, 0, -2.464, 1.968, 0.026, 0.078, -0.542, 0.074, 0.051, 0.596, 0.26, -0.437, 5
0, 2, 0, -2.155, 2.027, -0.393, 1.354, -1.045, 0.646, -0.246, 1.279, -0.396, 0.177, 5
0, 7, 1, -3.949, 2.99, -0.643, -0.986, -0.175, 0.768, 0.249, 0.803, -1.479, 0.168, 6
1, 9, 0, -3.297, 2.88, -0.859, -0.301, -1.02, 0.798, 0.288, 0.855, -0.528, -0.662, 6
0, 4, 1, -3.533, 2.319, 1.085, 0.247, -1.053, -0.429, -0.026, 1.305, -0.243, -0.671, 6
1, 8, 0, -2.484, 0.559, 0.624, 1.951, -0.646, 0.381, -1.106, 0.036, 0.24, 1.291, 6
1, 14, 1, -3.239, 3.083, -1.427, -0.202, -0.282, 1.421, 0.576, 0.068, -0.914, 0.147, 6
1, 12, 1, -2.898, 3.393, -0.409, -0.993, -0.587, 1.322, 0.24, 0.231, -1.068, -0.094, 6
0, 3, 0, -3.062, 1.008, 0.935, 1.443, -0.579, 0.068, -1.333, 0.106, 0.958, 0.979, 6
0, 0, 0, -3.482, 2.524, -0.433, 1.048, -1.995, 0.902, 0.322, 0.45, 0.377, -0.366, 6
0, 1, 0, -3.141, 3.314, -0.996, -0.394, -0.19, -0.312, 0.137, 0.631, 0.547, -0.247, 6
0, 7, 1, -4.471, 4.461, -1.887, -0.799, 0.719, 0.938, 0.239, 0.342, -1.036, -0.06, 7
0, 3, 0, -3.482, 1.127, 0.899, 1.993, -1.385, -0.05, -1.273, 0.647, 0.844, 1.044, 7
0, 5, 1, -4.076, 3.336, -0.688, 0.677, -1.472, 0.461, 0.682, 0.724, 0.717, -0.409, 7
1, 12, 1, -3.396, 3.867, -1.029, -0.603, -0.573, 0.78, 1.209, 0.228, -0.673, -0.562, 7
1, 13, 1, -3.747, 4.267, -1.847, -0.235, 0.38, 0.885, -0.049, -0.258, -0.772, -0.11, 7
1, 9, 0, -4.049, 4.039, -0.558, 0.064, -1.676, 1.024, 0.047, 1.024, -0.091, -0.283, 7
1, 8, 0, -3.835, 3.339, 0.29, -0.126, -1.68, 0.195, -0.368, 1.328, 0.523, 0.861, 7
0, 4, 1, -3.893, 3.69, 0.079, -0.151, -1.093, -0.518, 0.198, 1.583, -0.257, -0.169, 7
0, 0, 0, -4.238, 2.437, 0.036, 1.158, -2.127, 0.554, 0.12, 0.823, 0.565, -0.293, 7
0, 3, 0, -3.299, 1.73, 0.187, 0.121, -1.251, 0.796, -0.366, 1.091, 0.493, 0.436, 8
0, 4, 1, -4.071, 2.754, -0.232, -0.262, 0.356, 0.694, 0.381, 0.5, -0.721, -0.859, 8
1, 13, 1, -3.862, 2.109, -0.65, 0.99, 0.724, 0.641, -0.293, -0.519, -1.055, 0.653, 8
0, 0, 0, -3.546, 1.258, -1.227, 0.823, -0.702, 1.734, -0.397, 1.333, -0.277, 0.013, 8
0, 7, 1, -4.468, 4.121, -0.42, -1.197, 0.338, 0.6, -0.11, 0.314, -1.248, -0.012, 8
1, 8, 0, -3.839, 1.248, 0.83, 0.982, -1.11, 0.617, -0.751, 0.084, 0.309, 1.125, 8
1, 12, 1, -3.818, 3.159, -0.298, -0.058, -0.348, 0.194, 0.593, 0.211, 0.531, -0.014, 8
1, 10, 0, -3.896, 2.768, -0.816, -0.014, -0.125, 0.168, 0.307, 1.203, 0.246, -0.118, 8
0, 2, 0, -3.478, 1.703, -0.557, 2.191, -1.043, 0.339, -0.0040, 0.587, 0.45, 0.0060, 8
1, 9, 0, -4.753, 3.421, -0.189, 0.656, -0.984, 1.443, -0.652, 0.546, 0.123, -0.326, 9
1, 12, 1, -4.299, 2.775, 0.244, 0.177, -0.436, 0.261, -0.308, 1.175, -0.227, -1.115, 9
1, 10, 0, -4.611, 2.962, -0.856, 1.161, -0.612, 0.469, 0.162, 0.705, 0.37, -0.916, 9
0, 3, 0, -4.521, 1.43, 0.162, 0.58, -0.351, 1.339, -0.259, 0.81, 0.431, -0.102, 9
0, 4, 1, -4.16, 2.814, 0.557, 0.604, 0.584, 0.477, -0.272, 0.784, -0.999, -0.781, 9
0, 6, 1, -4.964, 2.78, 0.474, 0.047, 0.417, -0.328, 0.334, 0.474, -1.26, -0.221, 9
1, 8, 0, -4.982, 1.538, 0.96, 1.253, -0.64, 0.588, -0.484, -0.31, -0.246, 1.18, 9
0, 0, 0, -3.687, 1.784, -1.593, 1.603, 0.123, 1.424, -0.225, 0.441, 0.206, -0.714, 9
1, 14, 1, -4.264, 2.925, 0.065, 0.794, 0.323, 0.515, -1.282, -0.14, -0.863, -0.39, 9
0, 0, 0, -2.596, 1.56, -1.249, 0.656, -1.095, 1.292, -0.55, 1.006, -0.15, -0.553, 10
1, 14, 1, -3.325, 2.141, -0.528, 0.439, 0.099, 0.321, 0.217, 0.135, -1.388, 0.746, 10
0, 3, 0, -2.804, 1.021, 0.254, 0.331, -0.654, 0.854, -0.085, 0.678, 0.259, -0.031, 10
0, 7, 1, -4.125, 2.3, -0.167, -0.27, 0.103, 0.32, -0.467, -0.254, -0.415, 0.863, 10
1, 11, 0, -3.285, 1.547, -0.897, 0.917, 0.127, 0.402, -0.011, 0.502, -0.557, -0.715, 10
0, 4, 1, -3.02, 1.033, -0.238, -0.286, 0.088, 0.235, 0.372, 0.563, -1.027, -0.151, 10
0, 5, 1, -3.012, 1.628, -0.834, 0.975, -0.299, 0.926, 0.174, 0.836, -0.239, -1.144, 10
1, 9, 0, -3.731, 1.927, -0.705, 0.453, -0.372, 1.149, 0.046, 0.323, -0.627, -0.331, 10
1, 12, 1, -3.35, 2.713, -0.472, 0.4, -0.196, 0.248, -0.224, 0.53, -0.358, -0.091, 10
