@relation  page-blocks
@attribute Height integer[1,804]
@attribute Lenght integer[1,553]
@attribute Area integer[7,143993]
@attribute Eccen real[0.0070,537.0]
@attribute P_black real[0.052,1.0]
@attribute P_and real[0.062,1.0]
@attribute Mean_tr real[1.0,4955.0]
@attribute Blackpix integer[1,33017]
@attribute Blackand integer[7,46133]
@attribute Wb_trans integer[1,3212]
@attribute Class{1,2,3,4,5}
@inputs Height,Lenght,Area,Eccen,P_black,P_and,Mean_tr,Blackpix,Blackand,Wb_trans
@outputs Class
@data
9, 41, 369, 4.556, 0.301, 0.886, 1.91, 111, 327, 58, 1
8, 101, 808, 12.625, 0.222, 0.834, 1.29, 179, 674, 139, 1
8, 25, 200, 3.125, 0.365, 0.73, 1.83, 73, 146, 40, 1
10, 79, 790, 7.9, 0.347, 0.784, 2.25, 274, 619, 122, 1
14, 298, 4172, 21.286, 0.207, 0.71, 3.49, 862, 2962, 247, 1
11, 94, 1034, 8.545, 0.28, 0.675, 2.03, 290, 698, 143, 1
10, 51, 510, 5.1, 0.306, 0.855, 2.29, 156, 436, 68, 1
7, 18, 126, 2.571, 0.27, 0.825, 1.31, 34, 104, 26, 1
9, 27, 243, 3.0, 0.346, 0.951, 1.95, 84, 231, 43, 1
8, 11, 88, 1.375, 0.159, 0.477, 1.75, 14, 42, 8, 1
10, 93, 930, 9.3, 0.268, 0.784, 1.78, 249, 729, 140, 1
9, 75, 675, 8.333, 0.256, 0.606, 2.19, 173, 409, 79, 1
10, 18, 180, 1.8, 0.311, 0.706, 1.93, 56, 127, 29, 1
6, 40, 240, 6.667, 0.296, 0.729, 1.37, 71, 175, 52, 1
7, 26, 182, 3.714, 0.346, 0.725, 1.5, 63, 132, 42, 1
6, 32, 192, 5.333, 0.286, 0.891, 1.41, 55, 171, 39, 1
10, 11, 110, 1.1, 0.491, 0.845, 4.5, 54, 93, 12, 1
8, 62, 496, 7.75, 0.363, 0.925, 2.12, 180, 459, 85, 1
23, 120, 2760, 5.217, 0.942, 1.0, 17.44, 2599, 2760, 149, 1
11, 62, 682, 5.636, 0.353, 0.78, 3.21, 241, 532, 75, 1
11, 71, 781, 6.455, 0.37, 0.726, 2.41, 289, 567, 120, 1
8, 15, 120, 1.875, 0.317, 0.742, 2.0, 38, 89, 19, 1
7, 8, 56, 1.143, 0.357, 0.804, 2.0, 20, 45, 10, 1
5, 203, 1015, 40.6, 0.239, 0.859, 1.3, 243, 872, 187, 1
11, 8, 88, 0.727, 0.705, 1.0, 7.75, 62, 88, 8, 1
8, 13, 104, 1.625, 0.404, 0.99, 2.1, 42, 103, 20, 1
7, 37, 259, 5.286, 0.521, 0.954, 3.14, 135, 247, 43, 1
9, 59, 531, 6.556, 0.335, 0.821, 1.96, 178, 436, 91, 1
11, 22, 242, 2.0, 0.649, 0.847, 8.72, 157, 205, 18, 1
4, 4, 16, 1.0, 0.5, 0.5, 8.0, 8, 8, 1, 1
7, 5, 35, 0.714, 0.2, 0.429, 7.0, 7, 15, 1, 1
8, 5, 40, 0.625, 0.425, 1.0, 1.55, 17, 40, 11, 1
8, 523, 4184, 65.375, 0.06, 0.305, 1.2, 250, 1277, 209, 1
11, 271, 2981, 24.636, 0.176, 0.671, 1.39, 525, 2001, 378, 1
6, 96, 576, 16.0, 0.318, 0.575, 3.0, 183, 331, 61, 1
9, 18, 162, 2.0, 0.395, 0.759, 2.78, 64, 123, 23, 1
11, 292, 3212, 26.545, 0.341, 0.761, 2.95, 1096, 2445, 371, 1
7, 19, 133, 2.714, 0.331, 0.767, 1.42, 44, 102, 31, 1
8, 36, 288, 4.5, 0.299, 0.531, 2.21, 86, 153, 39, 1
7, 48, 336, 6.857, 0.268, 0.652, 1.61, 90, 219, 56, 1
7, 35, 245, 5.0, 0.339, 0.833, 1.93, 83, 204, 43, 1
10, 154, 1540, 15.4, 0.342, 0.664, 2.55, 527, 1022, 207, 1
9, 535, 4815, 59.444, 0.126, 0.444, 1.29, 606, 2136, 469, 1
7, 28, 196, 4.0, 0.27, 0.75, 1.36, 53, 147, 39, 1
9, 43, 387, 4.778, 0.344, 0.982, 1.82, 133, 380, 73, 1
13, 386, 5018, 29.692, 0.286, 0.658, 2.19, 1437, 3301, 657, 1
10, 11, 110, 1.1, 0.473, 1.0, 2.48, 52, 110, 21, 1
12, 22, 264, 1.833, 0.553, 0.841, 7.68, 146, 222, 19, 1
7, 13, 91, 1.857, 0.374, 0.901, 1.7, 34, 82, 20, 1
13, 44, 572, 3.385, 0.171, 0.712, 1.61, 98, 407, 61, 1
8, 13, 104, 1.625, 0.423, 0.99, 1.76, 44, 103, 25, 1
10, 59, 590, 5.9, 0.251, 0.763, 1.7, 148, 450, 87, 1
9, 40, 360, 4.444, 0.356, 0.967, 2.29, 128, 348, 56, 1
5, 7, 35, 1.4, 0.486, 0.914, 8.5, 17, 32, 2, 1
8, 62, 496, 7.75, 0.308, 0.948, 1.91, 153, 470, 80, 1
14, 321, 4494, 22.929, 0.361, 0.595, 4.71, 1624, 2675, 345, 1
74, 183, 13542, 2.473, 0.544, 0.612, 127.0, 7366, 8289, 58, 1
8, 245, 1960, 30.625, 0.198, 0.555, 1.36, 389, 1088, 286, 1
7, 107, 749, 15.286, 0.27, 0.654, 1.6, 202, 490, 126, 1
10, 48, 480, 4.8, 0.36, 0.863, 2.16, 173, 414, 80, 1
8, 215, 1720, 26.875, 0.416, 0.808, 2.94, 715, 1389, 243, 1
5, 2, 10, 0.4, 0.8, 1.0, 8.0, 8, 10, 1, 1
13, 348, 4524, 26.769, 0.195, 0.743, 1.64, 881, 3363, 537, 1
9, 23, 207, 2.556, 0.362, 0.831, 1.92, 75, 172, 39, 1
9, 103, 927, 11.444, 0.399, 0.831, 2.98, 370, 770, 124, 1
11, 38, 418, 3.455, 0.328, 0.852, 1.96, 137, 356, 70, 1
14, 98, 1372, 7.0, 0.308, 0.768, 2.43, 422, 1054, 174, 1
8, 15, 120, 1.875, 0.517, 0.867, 2.48, 62, 104, 25, 1
6, 96, 576, 16.0, 0.274, 0.901, 1.58, 158, 519, 100, 1
6, 14, 84, 2.333, 0.274, 0.893, 1.64, 23, 75, 14, 1
9, 80, 720, 8.889, 0.293, 0.868, 1.85, 211, 625, 114, 1
7, 11, 77, 1.571, 0.377, 0.961, 1.45, 29, 74, 20, 1
8, 14, 112, 1.75, 0.446, 0.973, 2.27, 50, 109, 22, 1
5, 6, 30, 1.2, 0.4, 0.867, 2.0, 12, 26, 6, 1
9, 534, 4806, 59.333, 0.134, 0.503, 1.34, 644, 2419, 482, 1
7, 35, 245, 5.0, 0.482, 0.841, 2.81, 118, 206, 42, 1
11, 261, 2871, 23.727, 0.231, 0.596, 1.87, 662, 1711, 354, 1
9, 123, 1107, 13.667, 0.39, 0.996, 2.82, 432, 1103, 153, 1
7, 11, 77, 1.571, 0.403, 0.961, 1.55, 31, 74, 20, 1
7, 40, 280, 5.714, 0.336, 0.782, 1.47, 94, 219, 64, 1
8, 54, 432, 6.75, 0.275, 0.778, 1.37, 119, 336, 87, 1
9, 49, 441, 5.444, 0.247, 0.721, 1.51, 109, 318, 72, 1
8, 8, 64, 1.0, 0.344, 0.922, 1.83, 22, 59, 12, 1
16, 415, 6640, 25.938, 0.389, 0.675, 5.17, 2582, 4480, 499, 1
11, 57, 627, 5.182, 0.343, 0.678, 2.95, 215, 425, 73, 1
16, 399, 6384, 24.938, 0.369, 0.577, 5.34, 2357, 3685, 441, 1
9, 62, 558, 6.889, 0.348, 0.869, 2.23, 194, 485, 87, 1
9, 536, 4824, 59.556, 0.189, 0.813, 1.38, 913, 3924, 662, 1
6, 16, 96, 2.667, 0.49, 0.938, 2.14, 47, 90, 22, 1
7, 23, 161, 3.286, 0.373, 0.851, 1.71, 60, 137, 35, 1
7, 96, 672, 13.714, 0.314, 0.988, 1.77, 211, 664, 119, 1
10, 52, 520, 5.2, 0.319, 0.802, 1.87, 166, 417, 89, 1
8, 83, 664, 10.375, 0.393, 0.7, 2.42, 261, 465, 108, 1
15, 222, 3330, 14.8, 0.414, 0.728, 5.34, 1378, 2425, 258, 1
13, 291, 3783, 22.385, 0.285, 0.627, 2.68, 1080, 2371, 403, 1
10, 30, 300, 3.0, 0.363, 0.71, 2.42, 109, 213, 45, 1
10, 14, 140, 1.4, 0.371, 0.886, 2.89, 52, 124, 18, 1
9, 17, 153, 1.889, 0.523, 0.869, 7.27, 80, 133, 11, 1
11, 118, 1298, 10.727, 0.348, 0.797, 2.71, 452, 1035, 167, 1
6, 31, 186, 5.167, 0.199, 0.565, 1.85, 37, 105, 20, 1
4, 96, 384, 24.0, 0.417, 0.753, 2.19, 160, 289, 73, 1
9, 34, 306, 3.778, 0.337, 0.817, 1.81, 103, 250, 57, 1
10, 18, 180, 1.8, 0.55, 0.656, 7.62, 99, 118, 13, 1
11, 183, 2013, 16.636, 0.465, 0.841, 4.53, 937, 1693, 207, 1
7, 5, 35, 0.714, 0.514, 0.8, 9.0, 18, 28, 2, 1
9, 268, 2412, 29.778, 0.132, 0.534, 1.24, 319, 1288, 258, 1
5, 89, 445, 17.8, 0.169, 0.717, 1.14, 75, 319, 66, 1
9, 18, 162, 2.0, 0.321, 0.654, 2.26, 52, 106, 23, 1
7, 15, 105, 2.143, 0.371, 0.829, 1.77, 39, 87, 22, 1
4, 7, 28, 1.75, 0.286, 0.571, 8.0, 8, 16, 1, 1
22, 71, 1562, 3.227, 0.487, 0.834, 10.13, 760, 1302, 75, 1
8, 532, 4256, 66.5, 0.192, 0.72, 1.28, 816, 3066, 636, 1
9, 36, 324, 4.0, 0.349, 0.707, 1.82, 113, 229, 62, 1
8, 40, 320, 5.0, 0.213, 0.659, 1.24, 68, 211, 55, 1
12, 8, 96, 0.667, 0.479, 0.5, 46.0, 46, 48, 1, 1
8, 42, 336, 5.25, 0.414, 0.955, 1.88, 139, 321, 74, 1
7, 16, 112, 2.286, 0.304, 0.696, 1.36, 34, 78, 25, 1
16, 344, 5504, 21.5, 0.385, 0.662, 5.2, 2121, 3643, 408, 1
7, 44, 308, 6.286, 0.169, 0.455, 1.58, 52, 140, 33, 1
7, 8, 56, 1.143, 0.393, 1.0, 1.69, 22, 56, 13, 1
2, 31, 62, 15.5, 0.194, 0.516, 2.0, 12, 32, 6, 1
8, 48, 384, 6.0, 0.354, 0.901, 1.68, 136, 346, 81, 1
5, 4, 20, 0.8, 0.35, 0.85, 1.75, 7, 17, 4, 1
8, 9, 72, 1.125, 0.375, 0.736, 2.45, 27, 53, 11, 1
10, 131, 1310, 13.1, 0.415, 0.857, 2.74, 543, 1123, 198, 1
8, 7, 56, 0.875, 0.5, 0.786, 3.11, 28, 44, 9, 1
10, 122, 1220, 12.2, 0.273, 0.54, 2.03, 333, 659, 164, 1
7, 305, 2135, 43.571, 0.109, 0.501, 1.21, 232, 1069, 191, 1
10, 186, 1860, 18.6, 0.347, 0.771, 2.42, 645, 1434, 267, 1
7, 18, 126, 2.571, 0.27, 0.881, 1.36, 34, 111, 25, 1
8, 43, 344, 5.375, 0.34, 0.892, 1.83, 117, 307, 64, 1
5, 43, 215, 8.6, 0.233, 0.8, 1.35, 50, 172, 37, 1
8, 15, 120, 1.875, 0.375, 0.85, 1.88, 45, 102, 24, 1
1, 89, 89, 89.0, 0.191, 1.0, 1.06, 17, 89, 16, 1
7, 7, 49, 1.0, 0.347, 0.98, 2.13, 17, 48, 8, 1
10, 23, 230, 2.3, 0.313, 0.891, 2.4, 72, 205, 30, 1
7, 135, 945, 19.286, 0.114, 0.528, 1.09, 108, 499, 99, 1
7, 16, 112, 2.286, 0.42, 0.768, 2.14, 47, 86, 22, 1
24, 176, 4224, 7.333, 0.496, 0.969, 7.85, 2096, 4094, 267, 1
8, 4, 32, 0.5, 0.594, 1.0, 2.71, 19, 32, 7, 1
7, 72, 504, 10.286, 0.236, 0.651, 1.7, 119, 328, 70, 1
10, 100, 1000, 10.0, 0.436, 0.91, 2.53, 436, 910, 172, 1
7, 48, 336, 6.857, 0.33, 0.821, 1.44, 111, 276, 77, 1
9, 15, 135, 1.667, 0.407, 0.844, 2.29, 55, 114, 24, 1
8, 75, 600, 9.375, 0.423, 0.87, 3.02, 254, 522, 84, 1
8, 37, 296, 4.625, 0.182, 0.649, 1.35, 54, 192, 40, 1
10, 259, 2590, 25.9, 0.351, 0.779, 2.51, 908, 2018, 362, 1
8, 12, 96, 1.5, 0.427, 0.75, 2.05, 41, 72, 20, 1
9, 41, 369, 4.556, 0.374, 0.881, 2.26, 138, 325, 61, 1
8, 21, 168, 2.625, 0.411, 0.786, 2.23, 69, 132, 31, 1
10, 38, 380, 3.8, 0.308, 0.632, 2.13, 117, 240, 55, 1
6, 7, 42, 1.167, 0.357, 0.548, 7.5, 15, 23, 2, 1
7, 35, 245, 5.0, 0.404, 0.939, 1.9, 99, 230, 52, 1
9, 181, 1629, 20.111, 0.369, 0.737, 2.99, 601, 1201, 201, 1
9, 166, 1494, 18.444, 0.336, 0.723, 2.38, 502, 1080, 211, 1
11, 134, 1474, 12.182, 0.286, 0.777, 2.36, 422, 1145, 179, 1
8, 12, 96, 1.5, 0.427, 1.0, 1.64, 41, 96, 25, 1
9, 97, 873, 10.778, 0.466, 0.973, 2.42, 407, 849, 168, 1
10, 40, 400, 4.0, 0.338, 0.878, 1.9, 135, 351, 71, 1
7, 13, 91, 1.857, 0.308, 0.978, 1.56, 28, 89, 18, 1
7, 41, 287, 5.857, 0.425, 0.993, 1.97, 122, 285, 62, 1
8, 21, 168, 2.625, 0.357, 0.964, 2.07, 60, 162, 29, 1
7, 346, 2422, 49.429, 0.167, 0.707, 1.19, 404, 1712, 339, 1
9, 46, 414, 5.111, 0.29, 0.838, 2.18, 120, 347, 55, 1
9, 259, 2331, 28.778, 0.22, 0.749, 1.38, 512, 1745, 370, 1
9, 23, 207, 2.556, 0.169, 0.319, 2.92, 35, 66, 12, 1
9, 19, 171, 2.111, 0.298, 0.737, 2.68, 51, 126, 19, 1
8, 26, 208, 3.25, 0.409, 0.933, 2.18, 85, 194, 39, 1
8, 37, 296, 4.625, 0.334, 0.993, 1.29, 99, 294, 77, 1
9, 97, 873, 10.778, 0.317, 0.863, 1.76, 277, 753, 157, 1
10, 36, 360, 3.6, 0.356, 0.672, 2.33, 128, 242, 55, 1
9, 162, 1458, 18.0, 0.254, 0.527, 2.69, 371, 769, 138, 1
9, 250, 2250, 27.778, 0.36, 0.733, 2.56, 810, 1649, 316, 1
8, 53, 424, 6.625, 0.344, 0.884, 1.83, 146, 375, 80, 1
6, 44, 264, 7.333, 0.254, 0.689, 1.68, 67, 182, 40, 1
5, 177, 885, 35.4, 0.226, 0.498, 1.71, 200, 441, 117, 1
9, 44, 396, 4.889, 0.465, 0.944, 3.35, 184, 374, 55, 1
8, 47, 376, 5.875, 0.362, 0.88, 2.0, 136, 331, 68, 1
8, 45, 360, 5.625, 0.222, 0.806, 1.9, 80, 290, 42, 1
6, 10, 60, 1.667, 0.4, 0.967, 1.5, 24, 58, 16, 1
8, 17, 136, 2.125, 0.265, 0.566, 1.71, 36, 77, 21, 1
7, 17, 119, 2.429, 0.353, 0.79, 1.56, 42, 94, 27, 1
10, 64, 640, 6.4, 0.439, 0.889, 2.58, 281, 569, 109, 1
14, 116, 1624, 8.286, 0.27, 0.649, 2.12, 439, 1054, 207, 1
11, 154, 1694, 14.0, 0.187, 0.522, 1.94, 317, 884, 163, 1
4, 9, 36, 2.25, 0.417, 1.0, 1.67, 15, 36, 9, 1
13, 30, 390, 2.308, 0.356, 0.649, 3.23, 139, 253, 43, 1
9, 12, 108, 1.333, 0.407, 0.88, 1.69, 44, 95, 26, 1
10, 219, 2190, 21.9, 0.153, 0.601, 1.24, 334, 1317, 270, 1
9, 268, 2412, 29.778, 0.465, 0.694, 6.3, 1122, 1675, 178, 1
12, 117, 1404, 9.75, 0.231, 0.712, 1.68, 324, 1000, 193, 1
10, 40, 400, 4.0, 0.278, 0.615, 2.09, 111, 246, 53, 1
6, 19, 114, 3.167, 0.289, 0.789, 1.38, 33, 90, 24, 1
9, 32, 288, 3.556, 0.33, 0.889, 1.79, 95, 256, 53, 1
5, 12, 60, 2.4, 0.6, 0.9, 3.0, 36, 54, 12, 1
6, 68, 408, 11.333, 0.257, 0.672, 1.15, 105, 274, 91, 1
10, 59, 590, 5.9, 0.269, 0.69, 1.81, 159, 407, 88, 1
5, 7, 35, 1.4, 0.571, 1.0, 2.5, 20, 35, 8, 1
8, 22, 176, 2.75, 0.438, 0.79, 2.41, 77, 139, 32, 1
16, 352, 5632, 22.0, 0.39, 0.738, 5.25, 2196, 4157, 418, 1
11, 125, 1375, 11.364, 0.432, 0.804, 3.03, 594, 1105, 196, 1
9, 132, 1188, 14.667, 0.168, 0.693, 1.34, 199, 823, 149, 1
9, 180, 1620, 20.0, 0.374, 0.759, 2.86, 606, 1230, 212, 1
8, 25, 200, 3.125, 0.38, 0.795, 1.81, 76, 159, 42, 1
6, 8, 48, 1.333, 0.313, 0.875, 1.07, 15, 42, 14, 1
9, 124, 1116, 13.778, 0.367, 0.705, 2.85, 410, 787, 144, 1
10, 511, 5110, 51.1, 0.134, 0.557, 1.28, 684, 2846, 534, 1
8, 240, 1920, 30.0, 0.193, 0.635, 1.4, 370, 1220, 264, 1
9, 82, 738, 9.111, 0.343, 0.913, 2.02, 253, 674, 125, 1
9, 13, 117, 1.444, 0.368, 1.0, 2.69, 43, 117, 16, 1
9, 29, 261, 3.222, 0.31, 0.686, 2.13, 81, 179, 38, 1
7, 11, 77, 1.571, 0.325, 0.935, 1.39, 25, 72, 18, 1
9, 82, 738, 9.111, 0.364, 0.839, 2.8, 269, 619, 96, 1
5, 7, 35, 1.4, 0.4, 1.0, 1.17, 14, 35, 12, 1
9, 96, 864, 10.667, 0.281, 0.815, 1.96, 243, 704, 124, 1
8, 24, 192, 3.0, 0.26, 0.672, 1.85, 50, 129, 27, 1
7, 60, 420, 8.571, 0.286, 0.886, 1.5, 120, 372, 80, 1
10, 19, 190, 1.9, 0.363, 0.837, 2.46, 69, 159, 28, 1
7, 23, 161, 3.286, 0.329, 0.938, 1.39, 53, 151, 38, 1
10, 18, 180, 1.8, 0.294, 0.911, 1.89, 53, 164, 28, 1
9, 11, 99, 1.222, 0.283, 0.939, 1.56, 28, 93, 18, 1
10, 499, 4990, 49.9, 0.147, 0.631, 1.27, 733, 3150, 575, 1
13, 106, 1378, 8.154, 0.306, 0.688, 2.37, 422, 948, 178, 1
8, 64, 512, 8.0, 0.385, 0.912, 1.93, 197, 467, 102, 1
9, 69, 621, 7.667, 0.209, 0.808, 1.38, 130, 502, 94, 1
11, 84, 924, 7.636, 0.251, 0.681, 1.77, 232, 629, 131, 1
10, 96, 960, 9.6, 0.418, 0.886, 2.49, 401, 851, 161, 1
9, 108, 972, 12.0, 0.376, 0.815, 2.35, 365, 792, 155, 1
19, 123, 2337, 6.474, 0.089, 0.089, 207.0, 207, 208, 1, 1
5, 42, 210, 8.4, 0.257, 0.838, 1.46, 54, 176, 37, 1
9, 18, 162, 2.0, 0.327, 0.765, 1.83, 53, 124, 29, 1
8, 36, 288, 4.5, 0.323, 0.781, 1.86, 93, 225, 50, 1
8, 41, 328, 5.125, 0.21, 0.662, 1.44, 69, 217, 48, 1
9, 47, 423, 5.222, 0.404, 0.943, 1.99, 171, 399, 86, 1
8, 1, 8, 0.125, 1.0, 1.0, 8.0, 8, 8, 1, 1
9, 16, 144, 1.778, 0.326, 0.792, 1.74, 47, 114, 27, 1
8, 55, 440, 6.875, 0.243, 0.657, 1.39, 107, 289, 77, 1
9, 492, 4428, 54.667, 0.132, 0.541, 1.22, 583, 2397, 476, 1
13, 409, 5317, 31.462, 0.267, 0.582, 2.23, 1421, 3095, 637, 1
8, 8, 64, 1.0, 0.516, 1.0, 2.54, 33, 64, 13, 1
8, 3, 24, 0.375, 0.417, 0.417, 10.0, 10, 10, 1, 1
11, 44, 484, 4.0, 0.308, 0.818, 2.01, 149, 396, 74, 1
9, 98, 882, 10.889, 0.285, 0.645, 2.06, 251, 569, 122, 1
8, 231, 1848, 28.875, 0.228, 0.569, 1.64, 421, 1052, 257, 1
7, 8, 56, 1.143, 0.286, 0.732, 1.78, 16, 41, 9, 1
6, 12, 72, 2.0, 0.375, 0.944, 1.5, 27, 68, 18, 1
8, 12, 96, 1.5, 0.458, 0.927, 2.2, 44, 89, 20, 1
8, 122, 976, 15.25, 0.227, 0.65, 1.44, 222, 634, 154, 1
6, 31, 186, 5.167, 0.301, 0.844, 1.65, 56, 157, 34, 1
11, 90, 990, 8.182, 0.385, 0.882, 2.41, 381, 873, 158, 1
6, 10, 60, 1.667, 0.333, 0.75, 1.54, 20, 45, 13, 1
9, 331, 2979, 36.778, 0.195, 0.78, 1.29, 582, 2323, 452, 1
6, 72, 432, 12.0, 0.604, 0.991, 4.08, 261, 428, 64, 1
9, 363, 3267, 40.333, 0.128, 0.532, 1.28, 417, 1738, 326, 1
8, 155, 1240, 19.375, 0.366, 0.964, 1.64, 454, 1195, 276, 1
9, 128, 1152, 14.222, 0.219, 0.745, 1.44, 252, 858, 175, 1
24, 282, 6768, 11.75, 0.443, 0.878, 7.8, 2995, 5944, 384, 1
9, 47, 423, 5.222, 0.371, 0.865, 2.75, 157, 366, 57, 1
7, 14, 98, 2.0, 0.388, 0.847, 1.65, 38, 83, 23, 1
8, 48, 384, 6.0, 0.221, 0.557, 1.37, 85, 214, 62, 1
8, 139, 1112, 17.375, 0.16, 0.692, 2.17, 178, 769, 82, 1
8, 9, 72, 1.125, 0.361, 0.722, 1.86, 26, 52, 14, 1
9, 44, 396, 4.889, 0.467, 0.944, 3.14, 185, 374, 59, 1
16, 337, 5392, 21.063, 0.369, 0.608, 5.15, 1992, 3276, 387, 1
7, 7, 49, 1.0, 0.245, 1.0, 1.71, 12, 49, 7, 1
10, 271, 2710, 27.1, 0.199, 0.717, 1.42, 540, 1942, 381, 1
11, 43, 473, 3.909, 0.336, 0.753, 2.74, 159, 356, 58, 1
8, 6, 48, 0.75, 0.583, 0.813, 7.0, 28, 39, 4, 1
7, 22, 154, 3.143, 0.396, 1.0, 1.85, 61, 154, 33, 1
9, 120, 1080, 13.333, 0.176, 0.752, 1.29, 190, 812, 147, 1
10, 25, 250, 2.5, 0.328, 0.828, 2.05, 82, 207, 40, 1
11, 60, 660, 5.455, 0.32, 0.608, 2.01, 211, 401, 105, 1
7, 21, 147, 3.0, 0.34, 0.85, 1.35, 50, 125, 37, 1
8, 107, 856, 13.375, 0.363, 0.734, 2.24, 311, 628, 139, 1
10, 272, 2720, 27.2, 0.279, 0.789, 1.98, 758, 2147, 382, 1
7, 25, 175, 3.571, 0.349, 0.737, 2.26, 61, 129, 27, 1
4, 6, 24, 1.5, 0.542, 1.0, 1.63, 13, 24, 8, 1
10, 84, 840, 8.4, 0.279, 0.896, 1.65, 234, 753, 142, 1
8, 23, 184, 2.875, 0.375, 0.88, 2.09, 69, 162, 33, 1
9, 175, 1575, 19.444, 0.19, 0.568, 1.35, 299, 894, 221, 1
8, 29, 232, 3.625, 0.384, 0.884, 2.07, 89, 205, 43, 1
8, 23, 184, 2.875, 0.348, 0.723, 2.0, 64, 133, 32, 1
6, 96, 576, 16.0, 0.297, 0.811, 2.25, 171, 467, 76, 1
8, 16, 128, 2.0, 0.383, 0.781, 1.69, 49, 100, 29, 1
9, 148, 1332, 16.444, 0.194, 0.685, 1.37, 258, 912, 189, 1
7, 115, 805, 16.429, 0.273, 0.704, 1.72, 220, 567, 128, 1
8, 6, 48, 0.75, 0.375, 0.896, 1.8, 18, 43, 10, 1
6, 28, 168, 4.667, 0.149, 0.375, 1.47, 25, 63, 17, 1
11, 90, 990, 8.182, 0.362, 0.808, 2.82, 358, 800, 127, 1
8, 37, 296, 4.625, 0.264, 0.676, 1.86, 78, 200, 42, 1
10, 18, 180, 1.8, 0.511, 0.872, 2.97, 92, 157, 31, 1
10, 184, 1840, 18.4, 0.325, 0.626, 2.58, 598, 1152, 232, 1
6, 29, 174, 4.833, 0.339, 0.874, 1.51, 59, 152, 39, 1
8, 10, 80, 1.25, 0.388, 0.913, 2.21, 31, 73, 14, 1
