@relation  page-blocks
@attribute Height integer[1,804]
@attribute Lenght integer[1,553]
@attribute Area integer[7,143993]
@attribute Eccen real[0.0070,537.0]
@attribute P_black real[0.052,1.0]
@attribute P_and real[0.062,1.0]
@attribute Mean_tr real[1.0,4955.0]
@attribute Blackpix integer[1,33017]
@attribute Blackand integer[7,46133]
@attribute Wb_trans integer[1,3212]
@attribute Class{1,2,3,4,5}
@inputs Height,Lenght,Area,Eccen,P_black,P_and,Mean_tr,Blackpix,Blackand,Wb_trans
@outputs Class
@data
6, 81, 486, 13.5, 0.282, 0.932, 1.34, 137, 453, 102, 1
3, 4, 12, 1.333, 1.0, 1.0, 12.0, 12, 12, 1, 1
15, 138, 2070, 9.2, 0.431, 0.75, 5.45, 893, 1552, 164, 1
7, 45, 315, 6.429, 0.254, 0.813, 1.4, 80, 256, 57, 1
8, 180, 1440, 22.5, 0.213, 0.794, 1.39, 306, 1143, 220, 1
10, 25, 250, 2.5, 0.392, 0.904, 2.09, 98, 226, 47, 1
10, 535, 5350, 53.5, 0.113, 0.458, 1.36, 606, 2448, 447, 1
3, 3, 9, 1.0, 0.778, 0.778, 7.0, 7, 7, 1, 1
8, 20, 160, 2.5, 0.456, 1.0, 2.35, 73, 160, 31, 1
9, 36, 324, 4.0, 0.552, 0.926, 3.51, 179, 300, 51, 1
7, 14, 98, 2.0, 0.357, 0.959, 1.84, 35, 94, 19, 1
8, 14, 112, 1.75, 0.277, 0.643, 2.82, 31, 72, 11, 1
10, 94, 940, 9.4, 0.25, 0.721, 1.7, 235, 678, 138, 1
8, 82, 656, 10.25, 0.412, 0.803, 2.78, 270, 527, 97, 1
10, 37, 370, 3.7, 0.327, 0.954, 1.83, 121, 353, 66, 1
8, 100, 800, 12.5, 0.245, 0.863, 1.58, 196, 690, 124, 1
10, 20, 200, 2.0, 0.32, 0.61, 2.13, 64, 122, 30, 1
12, 66, 792, 5.5, 0.402, 0.78, 3.03, 318, 618, 105, 1
13, 322, 4186, 24.769, 0.375, 0.714, 4.62, 1571, 2990, 340, 1
12, 84, 1008, 7.0, 0.331, 0.792, 2.35, 334, 798, 142, 1
10, 52, 520, 5.2, 0.269, 0.85, 2.0, 140, 442, 70, 1
6, 21, 126, 3.5, 0.238, 0.738, 1.58, 30, 93, 19, 1
9, 27, 243, 3.0, 0.346, 0.975, 1.87, 84, 237, 45, 1
11, 8, 88, 0.727, 0.375, 0.602, 4.13, 33, 53, 8, 1
9, 103, 927, 11.444, 0.357, 0.864, 2.47, 331, 801, 134, 1
9, 73, 657, 8.111, 0.174, 0.434, 1.44, 114, 285, 79, 1
9, 20, 180, 2.222, 0.294, 0.578, 1.51, 53, 104, 35, 1
7, 34, 238, 4.857, 0.265, 0.748, 1.4, 63, 178, 45, 1
6, 30, 180, 5.0, 0.311, 0.8, 1.22, 56, 144, 46, 1
10, 19, 190, 1.9, 0.3, 0.905, 1.68, 57, 172, 34, 1
7, 16, 112, 2.286, 0.464, 0.884, 3.25, 52, 99, 16, 1
10, 50, 500, 5.0, 0.326, 0.868, 2.01, 163, 434, 81, 1
23, 124, 2852, 5.391, 0.941, 1.0, 17.21, 2684, 2852, 156, 1
11, 63, 693, 5.727, 0.413, 0.804, 3.08, 286, 557, 93, 1
8, 99, 792, 12.375, 0.199, 0.662, 1.39, 158, 524, 114, 1
8, 15, 120, 1.875, 0.258, 0.683, 3.88, 31, 82, 8, 1
7, 8, 56, 1.143, 0.304, 0.768, 1.42, 17, 43, 12, 1
9, 108, 972, 12.0, 0.247, 0.855, 1.69, 240, 831, 142, 1
10, 9, 90, 0.9, 0.689, 0.789, 10.33, 62, 71, 6, 1
7, 15, 105, 2.143, 0.229, 0.981, 1.41, 24, 103, 17, 1
6, 45, 270, 7.5, 0.456, 0.967, 1.64, 123, 261, 75, 1
6, 89, 534, 14.833, 0.403, 0.82, 2.03, 215, 438, 106, 1
11, 22, 242, 2.0, 0.579, 0.806, 7.78, 140, 195, 18, 1
8, 2, 16, 0.25, 0.563, 0.563, 9.0, 9, 9, 1, 1
5, 7, 35, 1.4, 0.4, 0.657, 2.33, 14, 23, 6, 1
8, 5, 40, 0.625, 0.4, 1.0, 2.67, 16, 40, 6, 1
8, 511, 4088, 63.875, 0.084, 0.338, 1.31, 343, 1380, 261, 1
11, 271, 2981, 24.636, 0.168, 0.598, 1.35, 502, 1784, 371, 1
5, 118, 590, 23.6, 0.154, 0.497, 1.44, 91, 293, 63, 1
8, 19, 152, 2.375, 0.388, 0.809, 1.97, 59, 123, 30, 1
16, 205, 3280, 12.813, 0.401, 0.799, 5.36, 1314, 2622, 245, 1
7, 19, 133, 2.714, 0.338, 0.827, 1.67, 45, 110, 27, 1
7, 39, 273, 5.571, 0.147, 0.48, 1.67, 40, 131, 24, 1
7, 49, 343, 7.0, 0.318, 0.612, 1.91, 109, 210, 57, 1
8, 31, 248, 3.875, 0.347, 0.734, 1.79, 86, 182, 48, 1
10, 154, 1540, 15.4, 0.315, 0.639, 2.53, 485, 984, 192, 1
9, 520, 4680, 57.778, 0.081, 0.308, 1.37, 378, 1441, 276, 1
9, 21, 189, 2.333, 0.291, 0.762, 1.57, 55, 144, 35, 1
8, 48, 384, 6.0, 0.302, 0.914, 1.76, 116, 351, 66, 1
12, 410, 4920, 34.167, 0.324, 0.706, 2.47, 1595, 3474, 645, 1
10, 11, 110, 1.1, 0.427, 1.0, 1.52, 47, 110, 31, 1
12, 22, 264, 1.833, 0.58, 0.814, 7.65, 153, 215, 20, 1
7, 13, 91, 1.857, 0.363, 0.934, 2.2, 33, 85, 15, 1
6, 96, 576, 16.0, 0.234, 0.668, 2.01, 135, 385, 67, 1
9, 11, 99, 1.222, 0.343, 1.0, 1.42, 34, 99, 24, 1
6, 96, 576, 16.0, 0.217, 0.797, 1.45, 125, 459, 86, 1
4, 89, 356, 22.25, 0.34, 0.916, 1.64, 121, 326, 74, 1
5, 7, 35, 1.4, 0.429, 0.857, 5.0, 15, 30, 3, 1
7, 70, 490, 10.0, 0.371, 0.971, 1.9, 182, 476, 96, 1
14, 320, 4480, 22.857, 0.354, 0.585, 4.46, 1584, 2621, 355, 1
87, 116, 10092, 1.333, 0.406, 0.416, 104.95, 4093, 4194, 39, 1
8, 241, 1928, 30.125, 0.119, 0.498, 1.26, 230, 960, 182, 1
9, 82, 738, 9.111, 0.383, 0.641, 2.62, 283, 473, 108, 1
8, 59, 472, 7.375, 0.381, 0.873, 2.77, 180, 412, 65, 1
8, 214, 1712, 26.75, 0.421, 0.807, 2.9, 720, 1382, 248, 1
3, 3, 9, 1.0, 0.778, 0.778, 7.0, 7, 7, 1, 1
9, 492, 4428, 54.667, 0.209, 0.781, 1.33, 924, 3457, 697, 1
8, 26, 208, 3.25, 0.37, 0.822, 1.75, 77, 171, 44, 1
9, 102, 918, 11.333, 0.404, 0.893, 2.81, 371, 820, 132, 1
9, 46, 414, 5.111, 0.338, 0.872, 1.67, 140, 361, 84, 1
9, 150, 1350, 16.667, 0.284, 0.756, 1.76, 384, 1020, 218, 1
12, 10, 120, 0.833, 0.442, 0.792, 5.3, 53, 95, 10, 1
22, 26, 572, 1.182, 0.283, 0.918, 1.93, 162, 525, 84, 1
6, 14, 84, 2.333, 0.274, 0.929, 1.28, 23, 78, 18, 1
9, 80, 720, 8.889, 0.304, 0.838, 1.8, 219, 603, 122, 1
7, 11, 77, 1.571, 0.377, 0.974, 1.61, 29, 75, 18, 1
8, 14, 112, 1.75, 0.402, 1.0, 1.55, 45, 112, 29, 1
6, 5, 30, 0.833, 0.333, 0.833, 1.67, 10, 25, 6, 1
9, 536, 4824, 59.556, 0.126, 0.493, 1.34, 609, 2377, 456, 1
11, 22, 242, 2.0, 0.603, 0.888, 8.59, 146, 215, 17, 1
9, 326, 2934, 36.222, 0.171, 0.641, 1.3, 501, 1882, 385, 1
9, 123, 1107, 13.667, 0.362, 0.986, 2.62, 401, 1091, 153, 1
7, 11, 77, 1.571, 0.364, 0.935, 1.4, 28, 72, 20, 1
8, 35, 280, 4.375, 0.379, 0.886, 1.66, 106, 248, 64, 1
9, 49, 441, 5.444, 0.265, 0.744, 1.6, 117, 328, 73, 1
10, 43, 430, 4.3, 0.256, 0.707, 1.8, 110, 304, 61, 1
8, 8, 64, 1.0, 0.219, 0.875, 1.56, 14, 56, 9, 1
16, 424, 6784, 26.5, 0.371, 0.719, 5.16, 2518, 4879, 488, 1
8, 78, 624, 9.75, 0.244, 0.745, 1.35, 152, 465, 113, 1
14, 435, 6090, 31.071, 0.355, 0.571, 4.58, 2164, 3478, 472, 1
8, 70, 560, 8.75, 0.371, 0.911, 1.7, 208, 510, 122, 1
9, 535, 4815, 59.444, 0.191, 0.788, 1.36, 921, 3793, 676, 1
8, 12, 96, 1.5, 0.521, 0.958, 2.5, 50, 92, 20, 1
9, 18, 162, 2.0, 0.352, 0.901, 1.84, 57, 146, 31, 1
9, 80, 720, 8.889, 0.338, 0.954, 2.04, 243, 687, 119, 1
12, 43, 516, 3.583, 0.357, 0.849, 2.71, 184, 438, 68, 1
8, 83, 664, 10.375, 0.404, 0.741, 2.58, 268, 492, 104, 1
12, 274, 3288, 22.833, 0.208, 0.817, 1.65, 685, 2687, 416, 1
25, 153, 3825, 6.12, 0.255, 0.611, 2.08, 977, 2338, 470, 1
8, 38, 304, 4.75, 0.401, 0.747, 2.65, 122, 227, 46, 1
8, 17, 136, 2.125, 0.419, 0.956, 2.11, 57, 130, 27, 1
9, 17, 153, 1.889, 0.627, 0.922, 6.4, 96, 141, 15, 1
10, 130, 1300, 13.0, 0.453, 0.822, 2.78, 589, 1069, 212, 1
8, 24, 192, 3.0, 0.203, 0.568, 1.7, 39, 109, 23, 1
8, 47, 376, 5.875, 0.34, 0.753, 2.0, 128, 283, 64, 1
10, 30, 300, 3.0, 0.427, 0.78, 2.78, 128, 234, 46, 1
10, 18, 180, 1.8, 0.522, 0.694, 9.4, 94, 125, 10, 1
9, 230, 2070, 25.556, 0.399, 0.87, 2.63, 826, 1800, 314, 1
5, 7, 35, 1.4, 0.371, 0.743, 4.33, 13, 26, 3, 1
9, 272, 2448, 30.222, 0.137, 0.532, 1.33, 336, 1303, 252, 1
7, 61, 427, 8.714, 0.241, 0.794, 1.47, 103, 339, 70, 1
7, 23, 161, 3.286, 0.286, 0.677, 1.59, 46, 109, 29, 1
7, 15, 105, 2.143, 0.333, 0.838, 1.46, 35, 88, 24, 1
7, 4, 28, 0.571, 0.429, 0.714, 2.4, 12, 20, 5, 1
22, 71, 1562, 3.227, 0.519, 0.843, 11.25, 810, 1317, 72, 1
11, 357, 3927, 32.455, 0.215, 0.823, 1.55, 845, 3232, 546, 1
10, 32, 320, 3.2, 0.306, 0.788, 1.69, 98, 252, 58, 1
7, 45, 315, 6.429, 0.238, 0.67, 1.15, 75, 211, 65, 1
10, 10, 100, 1.0, 0.46, 0.46, 46.0, 46, 46, 1, 1
8, 42, 336, 5.25, 0.423, 0.979, 2.37, 142, 329, 60, 1
7, 16, 112, 2.286, 0.259, 0.705, 1.38, 29, 79, 21, 1
13, 441, 5733, 33.923, 0.374, 0.625, 4.63, 2144, 3582, 463, 1
8, 38, 304, 4.75, 0.128, 0.444, 1.86, 39, 135, 21, 1
8, 7, 56, 0.875, 0.375, 1.0, 2.1, 21, 56, 10, 1
5, 12, 60, 2.4, 0.2, 0.467, 1.71, 12, 28, 7, 1
16, 24, 384, 1.5, 0.393, 0.935, 4.72, 151, 359, 32, 1
5, 4, 20, 0.8, 0.45, 0.75, 2.25, 9, 15, 4, 1
8, 9, 72, 1.125, 0.389, 0.736, 2.15, 28, 53, 13, 1
10, 131, 1310, 13.1, 0.456, 0.851, 3.0, 597, 1115, 199, 1
5, 11, 55, 2.2, 0.6, 0.818, 2.75, 33, 45, 12, 1
10, 125, 1250, 12.5, 0.19, 0.526, 1.39, 237, 657, 170, 1
9, 256, 2304, 28.444, 0.099, 0.446, 1.36, 227, 1027, 167, 1
11, 165, 1815, 15.0, 0.354, 0.706, 3.38, 643, 1282, 190, 1
8, 16, 128, 2.0, 0.234, 0.922, 1.58, 30, 118, 19, 1
8, 43, 344, 5.375, 0.398, 0.939, 2.4, 137, 323, 57, 1
8, 27, 216, 3.375, 0.269, 0.764, 1.29, 58, 165, 45, 1
7, 17, 119, 2.429, 0.429, 0.908, 1.89, 51, 108, 27, 1
10, 9, 90, 0.9, 0.222, 1.0, 1.25, 20, 90, 16, 1
7, 7, 49, 1.0, 0.367, 1.0, 1.38, 18, 49, 13, 1
8, 28, 224, 3.5, 0.259, 0.844, 1.93, 58, 189, 30, 1
9, 105, 945, 11.667, 0.236, 0.579, 1.91, 223, 547, 117, 1
8, 14, 112, 1.75, 0.464, 0.768, 2.6, 52, 86, 20, 1
24, 178, 4272, 7.417, 0.491, 0.969, 7.86, 2099, 4141, 267, 1
8, 4, 32, 0.5, 0.406, 1.0, 2.17, 13, 32, 6, 1
8, 62, 496, 7.75, 0.218, 0.629, 1.57, 108, 312, 69, 1
10, 100, 1000, 10.0, 0.449, 0.874, 2.82, 449, 874, 159, 1
9, 37, 333, 4.111, 0.396, 0.85, 2.03, 132, 283, 65, 1
5, 27, 135, 5.4, 0.407, 0.815, 2.12, 55, 110, 26, 1
8, 75, 600, 9.375, 0.415, 0.91, 2.37, 249, 546, 105, 1
7, 41, 287, 5.857, 0.254, 0.697, 1.43, 73, 200, 51, 1
10, 262, 2620, 26.2, 0.288, 0.742, 1.79, 754, 1945, 421, 1
8, 12, 96, 1.5, 0.375, 0.792, 2.57, 36, 76, 14, 1
5, 75, 375, 15.0, 0.259, 0.867, 1.18, 97, 325, 82, 1
8, 21, 168, 2.625, 0.482, 0.827, 13.5, 81, 139, 6, 1
11, 35, 385, 3.182, 0.351, 0.652, 2.25, 135, 251, 60, 1
8, 5, 40, 0.625, 0.35, 0.6, 3.5, 14, 24, 4, 1
7, 35, 245, 5.0, 0.31, 1.0, 1.55, 76, 245, 49, 1
9, 181, 1629, 20.111, 0.35, 0.773, 2.64, 570, 1260, 216, 1
9, 169, 1521, 18.778, 0.343, 0.696, 2.61, 522, 1058, 200, 1
8, 187, 1496, 23.375, 0.155, 0.747, 1.38, 232, 1118, 168, 1
8, 12, 96, 1.5, 0.438, 1.0, 2.1, 42, 96, 20, 1
9, 98, 882, 10.889, 0.491, 0.974, 2.78, 433, 859, 156, 1
5, 81, 405, 16.2, 0.311, 0.968, 1.3, 126, 392, 97, 1
7, 13, 91, 1.857, 0.33, 0.923, 1.76, 30, 84, 17, 1
9, 32, 288, 3.556, 0.413, 0.993, 1.72, 119, 286, 69, 1
8, 21, 168, 2.625, 0.435, 1.0, 1.97, 73, 168, 37, 1
7, 346, 2422, 49.429, 0.185, 0.731, 1.26, 448, 1771, 355, 1
5, 82, 410, 16.4, 0.361, 0.802, 2.11, 148, 329, 70, 1
9, 262, 2358, 29.111, 0.209, 0.703, 1.38, 492, 1657, 356, 1
7, 27, 189, 3.857, 0.079, 0.175, 2.5, 15, 33, 6, 1
9, 19, 171, 2.111, 0.269, 0.643, 1.35, 46, 110, 34, 1
9, 23, 207, 2.556, 0.386, 0.894, 2.42, 80, 185, 33, 1
7, 42, 294, 6.0, 0.405, 0.976, 2.05, 119, 287, 58, 1
10, 87, 870, 8.7, 0.344, 0.901, 2.27, 299, 784, 132, 1
17, 21, 357, 1.235, 0.373, 0.613, 16.63, 133, 219, 8, 1
12, 115, 1380, 9.583, 0.256, 0.572, 1.74, 353, 790, 203, 1
9, 248, 2232, 27.556, 0.33, 0.727, 2.39, 737, 1622, 308, 1
8, 53, 424, 6.625, 0.33, 0.906, 2.09, 140, 384, 67, 1
5, 53, 265, 10.6, 0.223, 0.611, 1.28, 59, 162, 46, 1
19, 45, 855, 2.368, 0.243, 0.582, 3.01, 208, 498, 69, 1
9, 44, 396, 4.889, 0.449, 0.879, 2.97, 178, 348, 60, 1
9, 42, 378, 4.667, 0.312, 0.889, 1.97, 118, 336, 60, 1
8, 45, 360, 5.625, 0.206, 0.789, 1.8, 74, 284, 41, 1
6, 10, 60, 1.667, 0.45, 0.85, 1.93, 27, 51, 14, 1
7, 20, 140, 2.857, 0.25, 0.593, 1.35, 35, 83, 26, 1
7, 17, 119, 2.429, 0.328, 0.731, 1.44, 39, 87, 27, 1
10, 65, 650, 6.5, 0.475, 0.971, 2.76, 309, 631, 112, 1
10, 165, 1650, 16.5, 0.258, 0.695, 1.65, 426, 1147, 258, 1
8, 208, 1664, 26.0, 0.194, 0.491, 1.65, 323, 817, 196, 1
6, 6, 36, 1.0, 0.361, 1.0, 1.44, 13, 36, 9, 1
10, 39, 390, 3.9, 0.285, 0.546, 1.91, 111, 213, 58, 1
6, 18, 108, 3.0, 0.315, 1.0, 1.62, 34, 108, 21, 1
8, 272, 2176, 34.0, 0.189, 0.688, 1.32, 411, 1497, 311, 1
11, 228, 2508, 20.727, 0.282, 0.621, 2.96, 708, 1558, 239, 1
12, 118, 1416, 9.833, 0.255, 0.7, 2.06, 361, 991, 175, 1
7, 57, 399, 8.143, 0.273, 0.659, 1.3, 109, 263, 84, 1
8, 14, 112, 1.75, 0.357, 0.67, 2.0, 40, 75, 20, 1
8, 36, 288, 4.5, 0.465, 0.885, 2.13, 134, 255, 63, 1
6, 10, 60, 1.667, 0.483, 0.933, 2.07, 29, 56, 14, 1
9, 45, 405, 5.0, 0.306, 0.6, 1.68, 124, 243, 74, 1
6, 97, 582, 16.167, 0.299, 0.701, 1.85, 174, 408, 94, 1
5, 7, 35, 1.4, 0.686, 1.0, 3.0, 24, 35, 8, 1
8, 22, 176, 2.75, 0.398, 0.784, 1.94, 70, 138, 36, 1
16, 356, 5696, 22.25, 0.377, 0.576, 5.8, 2150, 3279, 371, 1
8, 168, 1344, 21.0, 0.32, 0.909, 1.76, 430, 1222, 245, 1
8, 148, 1184, 18.5, 0.196, 0.718, 1.28, 232, 850, 181, 1
9, 186, 1674, 20.667, 0.372, 0.778, 2.44, 622, 1303, 255, 1
10, 20, 200, 2.0, 0.605, 0.795, 8.07, 121, 159, 15, 1
8, 6, 48, 0.75, 0.396, 0.813, 1.58, 19, 39, 12, 1
10, 108, 1080, 10.8, 0.319, 0.746, 2.14, 345, 806, 161, 1
10, 511, 5110, 51.1, 0.141, 0.542, 1.36, 721, 2772, 532, 1
9, 211, 1899, 23.444, 0.219, 0.707, 1.48, 416, 1343, 282, 1
9, 82, 738, 9.111, 0.374, 0.866, 2.3, 276, 639, 120, 1
7, 16, 112, 2.286, 0.339, 1.0, 1.41, 38, 112, 27, 1
7, 37, 259, 5.286, 0.301, 0.691, 1.81, 78, 179, 43, 1
7, 11, 77, 1.571, 0.364, 0.922, 2.0, 28, 71, 14, 1
7, 108, 756, 15.429, 0.362, 0.807, 2.11, 274, 610, 130, 1
5, 7, 35, 1.4, 0.457, 1.0, 1.45, 16, 35, 11, 1
8, 110, 880, 13.75, 0.23, 0.872, 1.66, 202, 767, 122, 1
10, 19, 190, 1.9, 0.332, 0.695, 3.71, 63, 132, 17, 1
10, 41, 410, 4.1, 0.356, 0.956, 2.15, 146, 392, 68, 1
9, 21, 189, 2.333, 0.354, 0.878, 2.68, 67, 166, 25, 1
11, 15, 165, 1.364, 0.352, 0.891, 2.07, 58, 147, 28, 1
8, 23, 184, 2.875, 0.321, 0.897, 1.51, 59, 165, 39, 1
12, 8, 96, 0.667, 0.198, 1.0, 2.11, 19, 96, 9, 1
10, 508, 5080, 50.8, 0.16, 0.628, 1.41, 813, 3189, 578, 1
13, 104, 1352, 8.0, 0.246, 0.699, 4.05, 332, 945, 82, 1
13, 38, 494, 2.923, 0.334, 0.937, 3.93, 165, 463, 42, 1
8, 80, 640, 10.0, 0.197, 0.769, 1.48, 126, 492, 85, 1
11, 85, 935, 7.727, 0.25, 0.664, 1.73, 234, 621, 135, 1
9, 108, 972, 12.0, 0.389, 0.88, 2.22, 378, 855, 170, 1
10, 98, 980, 9.8, 0.392, 0.849, 2.49, 384, 832, 154, 1
9, 262, 2358, 29.111, 0.089, 0.43, 1.19, 210, 1015, 176, 1
7, 29, 203, 4.143, 0.281, 0.842, 1.46, 57, 171, 39, 1
7, 23, 161, 3.286, 0.28, 0.826, 1.45, 45, 133, 31, 1
9, 32, 288, 3.556, 0.382, 0.792, 2.16, 110, 228, 51, 1
8, 41, 328, 5.125, 0.323, 0.643, 1.66, 106, 211, 64, 1
7, 61, 427, 8.714, 0.319, 0.988, 1.77, 136, 422, 77, 1
1, 9, 9, 9.0, 1.0, 1.0, 9.0, 9, 9, 1, 1
11, 13, 143, 1.182, 0.35, 0.783, 2.08, 50, 112, 24, 1
11, 39, 429, 3.545, 0.317, 0.711, 2.47, 136, 305, 55, 1
9, 510, 4590, 56.667, 0.075, 0.288, 1.44, 346, 1323, 241, 1
13, 409, 5317, 31.462, 0.312, 0.602, 3.03, 1657, 3200, 547, 1
8, 8, 64, 1.0, 0.484, 1.0, 3.44, 31, 64, 9, 1
8, 4, 32, 0.5, 0.25, 0.344, 8.0, 8, 11, 1, 1
9, 53, 477, 5.889, 0.317, 0.805, 1.66, 151, 384, 91, 1
8, 108, 864, 13.5, 0.196, 0.686, 1.34, 169, 593, 126, 1
8, 233, 1864, 29.125, 0.151, 0.665, 1.36, 282, 1239, 207, 1
7, 8, 56, 1.143, 0.161, 0.518, 1.8, 9, 29, 5, 1
8, 9, 72, 1.125, 0.431, 0.958, 2.07, 31, 69, 15, 1
8, 12, 96, 1.5, 0.427, 0.927, 2.05, 41, 89, 20, 1
11, 91, 1001, 8.273, 0.286, 0.597, 2.33, 286, 598, 123, 1
8, 23, 184, 2.875, 0.353, 0.826, 1.91, 65, 152, 34, 1
10, 98, 980, 9.8, 0.463, 0.945, 2.72, 454, 926, 167, 1
10, 6, 60, 0.6, 0.333, 0.817, 2.5, 20, 49, 8, 1
18, 168, 3024, 9.333, 0.187, 0.73, 2.34, 564, 2207, 241, 1
9, 49, 441, 5.444, 0.58, 0.995, 2.98, 256, 439, 86, 1
18, 185, 3330, 10.278, 0.163, 0.358, 2.39, 544, 1193, 228, 1
10, 121, 1210, 12.1, 0.37, 0.873, 2.41, 448, 1056, 186, 1
11, 104, 1144, 9.455, 0.394, 0.824, 2.97, 451, 943, 152, 1
24, 280, 6720, 11.667, 0.456, 0.913, 7.66, 3064, 6134, 400, 1
8, 53, 424, 6.625, 0.38, 0.915, 1.87, 161, 388, 86, 1
7, 14, 98, 2.0, 0.316, 0.827, 1.94, 31, 81, 16, 1
10, 37, 370, 3.7, 0.154, 0.457, 1.39, 57, 169, 41, 1
9, 129, 1161, 14.333, 0.169, 0.647, 1.41, 196, 751, 139, 1
8, 9, 72, 1.125, 0.361, 0.819, 1.73, 26, 59, 15, 1
9, 43, 387, 4.778, 0.47, 0.948, 3.31, 182, 367, 55, 1
14, 397, 5558, 28.357, 0.342, 0.536, 4.53, 1902, 2979, 420, 1
7, 7, 49, 1.0, 0.327, 0.898, 2.29, 16, 44, 7, 1
10, 271, 2710, 27.1, 0.193, 0.693, 1.37, 522, 1878, 380, 1
11, 42, 462, 3.818, 0.335, 0.829, 2.25, 155, 383, 69, 1
6, 8, 48, 1.333, 0.542, 0.938, 2.0, 26, 45, 13, 1
6, 26, 156, 4.333, 0.34, 0.974, 1.33, 53, 152, 40, 1
8, 131, 1048, 16.375, 0.246, 0.796, 1.46, 258, 834, 177, 1
7, 36, 252, 5.143, 0.278, 0.937, 1.25, 70, 236, 56, 1
10, 67, 670, 6.7, 0.291, 0.649, 2.17, 195, 435, 90, 1
7, 21, 147, 3.0, 0.354, 0.939, 1.63, 52, 138, 32, 1
10, 85, 850, 8.5, 0.324, 0.675, 2.25, 275, 574, 122, 1
10, 271, 2710, 27.1, 0.193, 0.769, 1.28, 524, 2084, 409, 1
9, 20, 180, 2.222, 0.361, 0.7, 2.32, 65, 126, 28, 1
6, 4, 24, 0.667, 0.583, 1.0, 4.67, 14, 24, 3, 1
9, 93, 837, 10.333, 0.278, 0.847, 1.66, 233, 709, 140, 1
10, 18, 180, 1.8, 0.389, 0.817, 1.89, 70, 147, 37, 1
24, 64, 1536, 2.667, 0.227, 0.57, 3.38, 348, 875, 103, 1
7, 33, 231, 4.714, 0.346, 0.879, 1.36, 80, 203, 59, 1
8, 24, 192, 3.0, 0.328, 0.625, 1.75, 63, 120, 36, 1
6, 94, 564, 15.667, 0.326, 0.862, 2.02, 184, 486, 91, 1
8, 16, 128, 2.0, 0.383, 0.742, 2.33, 49, 95, 21, 1
17, 77, 1309, 4.529, 0.314, 0.76, 2.94, 411, 995, 140, 1
7, 114, 798, 16.286, 0.253, 0.741, 1.77, 202, 591, 114, 1
8, 6, 48, 0.75, 0.458, 0.833, 2.75, 22, 40, 8, 1
7, 23, 161, 3.286, 0.093, 0.54, 1.36, 15, 87, 11, 1
8, 123, 984, 15.375, 0.402, 0.75, 2.71, 396, 738, 146, 1
6, 50, 300, 8.333, 0.213, 0.577, 1.31, 64, 173, 49, 1
10, 18, 180, 1.8, 0.6, 0.844, 7.2, 108, 152, 15, 1
13, 147, 1911, 11.308, 0.358, 0.703, 3.6, 684, 1343, 190, 1
6, 29, 174, 4.833, 0.305, 0.966, 1.26, 53, 168, 42, 1
9, 9, 81, 1.0, 0.296, 0.901, 1.6, 24, 73, 15, 1
