@relation  texture
@attribute A1 real[-1.45,0.774]
@attribute A2 real[-1.2,0.33]
@attribute A3 real[-1.31,0.344]
@attribute A4 real[-1.11,0.588]
@attribute A5 real[-1.053,0.439]
@attribute A6 real[-1.003,0.452]
@attribute A7 real[-1.208,0.525]
@attribute A8 real[-1.08,0.398]
@attribute A9 real[-1.057,0.437]
@attribute A10 real[-1.258,0.355]
@attribute A11 real[-1.45,0.774]
@attribute A12 real[-1.083,0.372]
@attribute A13 real[-1.119,0.635]
@attribute A14 real[-1.018,0.157]
@attribute A15 real[-0.943,0.164]
@attribute A16 real[-0.994,0.036]
@attribute A17 real[-1.172,0.02]
@attribute A18 real[-1.017,0.115]
@attribute A19 real[-1.004,0.083]
@attribute A20 real[-1.18,0.439]
@attribute A21 real[-1.45,0.774]
@attribute A22 real[-1.228,0.596]
@attribute A23 real[-1.341,0.446]
@attribute A24 real[-1.177,0.688]
@attribute A25 real[-1.137,0.41]
@attribute A26 real[-1.11,0.373]
@attribute A27 real[-1.239,0.612]
@attribute A28 real[-1.154,0.422]
@attribute A29 real[-1.132,0.392]
@attribute A30 real[-1.422,0.472]
@attribute A31 real[-1.45,0.774]
@attribute A32 real[-1.179,0.565]
@attribute A33 real[-1.147,0.675]
@attribute A34 real[-1.123,0.313]
@attribute A35 real[-1.015,0.34]
@attribute A36 real[-1.03,0.156]
@attribute A37 real[-1.253,0.09]
@attribute A38 real[-1.097,0.194]
@attribute A39 real[-1.076,0.202]
@attribute A40 real[-1.215,0.465]
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}


@data
-1.208, -0.778, -0.826, -0.609, -0.51, -0.375, -0.777, -0.614, -0.523, -0.864, -1.208, -0.841, -0.787, -0.774, -0.646, -0.675, -0.944, -0.742, -0.696, -0.867, -1.208, -0.814, -0.912, -0.659, -0.542, -0.388, -0.824, -0.65, -0.578, -0.956, -1.208, -0.65, -0.457, -0.608, -0.408, -0.509, -0.771, -0.483, -0.445, -0.518, 2
-1.28, -0.883, -0.883, -0.744, -0.6, -0.483, -0.89, -0.685, -0.611, -0.915, -1.28, -0.89, -0.714, -0.825, -0.636, -0.648, -0.998, -0.747, -0.69, -0.801, -1.28, -0.965, -1.002, -0.812, -0.721, -0.59, -0.955, -0.801, -0.71, -0.976, -1.28, -0.858, -0.709, -0.793, -0.625, -0.667, -0.959, -0.717, -0.66, -0.767, 2
-1.152, -0.823, -0.821, -0.71, -0.6, -0.543, -0.833, -0.673, -0.629, -0.904, -1.152, -0.81, -0.676, -0.765, -0.621, -0.648, -0.932, -0.724, -0.679, -0.783, -1.152, -0.851, -0.917, -0.745, -0.671, -0.592, -0.89, -0.752, -0.709, -0.997, -1.152, -0.809, -0.62, -0.79, -0.625, -0.677, -0.962, -0.735, -0.71, -0.785, 2
-1.364, -0.988, -0.985, -0.846, -0.72, -0.611, -0.983, -0.807, -0.74, -1.001, -1.364, -0.991, -0.838, -0.92, -0.756, -0.756, -1.081, -0.853, -0.79, -0.893, -1.364, -0.983, -0.985, -0.85, -0.705, -0.573, -1.018, -0.81, -0.726, -1.039, -1.364, -0.896, -0.738, -0.83, -0.657, -0.702, -1.011, -0.743, -0.69, -0.8, 2
-1.213, -0.725, -0.685, -0.559, -0.431, -0.345, -0.737, -0.515, -0.427, -0.693, -1.213, -0.827, -0.661, -0.773, -0.623, -0.648, -0.948, -0.71, -0.678, -0.759, -1.213, -0.863, -0.947, -0.734, -0.656, -0.554, -0.879, -0.728, -0.672, -0.974, -1.213, -0.715, -0.495, -0.676, -0.475, -0.556, -0.849, -0.563, -0.529, -0.62, 2
-0.947, -0.59, -0.825, -0.484, -0.496, -0.436, -0.601, -0.528, -0.497, -0.812, -0.947, -0.673, -0.699, -0.667, -0.63, -0.709, -0.831, -0.715, -0.719, -0.852, -0.947, -0.734, -0.924, -0.644, -0.668, -0.629, -0.728, -0.679, -0.673, -0.909, -0.947, -0.602, -0.524, -0.617, -0.525, -0.617, -0.789, -0.63, -0.614, -0.696, 2
-1.126, -0.744, -0.863, -0.609, -0.544, -0.452, -0.722, -0.583, -0.538, -0.839, -1.126, -0.807, -0.817, -0.746, -0.688, -0.716, -0.897, -0.761, -0.734, -0.876, -1.126, -0.815, -1.006, -0.675, -0.652, -0.511, -0.833, -0.737, -0.682, -1.093, -1.126, -0.713, -0.541, -0.676, -0.511, -0.567, -0.85, -0.611, -0.57, -0.648, 2
-1.224, -0.829, -0.88, -0.724, -0.613, -0.528, -0.861, -0.681, -0.638, -0.937, -1.224, -0.875, -0.795, -0.828, -0.679, -0.708, -0.995, -0.776, -0.741, -0.893, -1.224, -0.933, -1.085, -0.812, -0.771, -0.646, -0.925, -0.813, -0.759, -1.08, -1.224, -0.82, -0.699, -0.766, -0.615, -0.662, -0.928, -0.702, -0.667, -0.78, 2
-1.031, -0.619, -0.682, -0.49, -0.421, -0.373, -0.628, -0.485, -0.442, -0.712, -1.031, -0.71, -0.621, -0.69, -0.57, -0.63, -0.858, -0.674, -0.653, -0.778, -1.031, -0.79, -0.999, -0.677, -0.678, -0.564, -0.771, -0.704, -0.659, -0.956, -1.031, -0.608, -0.455, -0.602, -0.464, -0.573, -0.77, -0.549, -0.543, -0.602, 2
-1.113, -0.631, -0.794, -0.478, -0.436, -0.296, -0.659, -0.536, -0.429, -0.793, -1.113, -0.715, -0.547, -0.714, -0.544, -0.609, -0.886, -0.639, -0.601, -0.657, -1.113, -0.888, -1.041, -0.739, -0.73, -0.58, -0.844, -0.781, -0.69, -0.967, -1.113, -0.733, -0.579, -0.689, -0.539, -0.613, -0.848, -0.624, -0.597, -0.682, 2
-1.194, -0.712, -0.639, -0.554, -0.381, -0.311, -0.731, -0.477, -0.397, -0.656, -1.194, -0.776, -0.61, -0.725, -0.536, -0.574, -0.899, -0.632, -0.58, -0.672, -1.194, -0.89, -0.94, -0.718, -0.622, -0.465, -0.857, -0.698, -0.581, -0.87, -1.194, -0.748, -0.519, -0.661, -0.451, -0.477, -0.819, -0.531, -0.47, -0.558, 2
-0.855, -0.444, -0.55, -0.286, -0.273, -0.209, -0.409, -0.338, -0.265, -0.534, -0.855, -0.515, -0.283, -0.538, -0.359, -0.422, -0.688, -0.457, -0.418, -0.448, -0.855, -0.666, -0.793, -0.545, -0.565, -0.47, -0.654, -0.608, -0.549, -0.781, -0.855, -0.493, -0.407, -0.525, -0.447, -0.591, -0.708, -0.548, -0.566, -0.645, 2
-1.207, -0.699, -0.705, -0.539, -0.446, -0.359, -0.727, -0.532, -0.444, -0.697, -1.207, -0.805, -0.616, -0.751, -0.583, -0.616, -0.933, -0.694, -0.649, -0.724, -1.207, -0.933, -0.978, -0.788, -0.717, -0.589, -0.911, -0.786, -0.709, -0.966, -1.207, -0.764, -0.565, -0.71, -0.523, -0.564, -0.877, -0.627, -0.575, -0.657, 2
-1.161, -0.669, -0.577, -0.508, -0.303, -0.222, -0.664, -0.402, -0.341, -0.617, -1.161, -0.692, -0.428, -0.655, -0.429, -0.482, -0.822, -0.521, -0.468, -0.499, -1.161, -0.852, -0.895, -0.683, -0.603, -0.444, -0.856, -0.708, -0.596, -0.888, -1.161, -0.752, -0.514, -0.706, -0.496, -0.519, -0.873, -0.599, -0.545, -0.613, 2
-1.038, -0.568, -0.595, -0.411, -0.338, -0.306, -0.55, -0.435, -0.372, -0.655, -1.038, -0.64, -0.454, -0.644, -0.496, -0.571, -0.793, -0.584, -0.551, -0.572, -1.038, -0.811, -0.915, -0.706, -0.667, -0.585, -0.805, -0.702, -0.654, -0.871, -1.038, -0.625, -0.495, -0.633, -0.531, -0.62, -0.81, -0.62, -0.613, -0.672, 2
-1.152, -0.631, -0.639, -0.456, -0.357, -0.281, -0.638, -0.449, -0.374, -0.695, -1.152, -0.757, -0.633, -0.706, -0.591, -0.628, -0.883, -0.677, -0.65, -0.729, -1.152, -0.795, -0.939, -0.651, -0.608, -0.493, -0.796, -0.669, -0.602, -0.929, -1.152, -0.605, -0.402, -0.577, -0.395, -0.533, -0.733, -0.454, -0.443, -0.511, 2
-1.13, -0.69, -0.814, -0.594, -0.523, -0.461, -0.728, -0.577, -0.559, -0.883, -1.13, -0.822, -0.826, -0.798, -0.721, -0.786, -0.967, -0.807, -0.799, -0.951, -1.13, -0.854, -1.08, -0.752, -0.755, -0.633, -0.882, -0.795, -0.75, -1.094, -1.13, -0.663, -0.58, -0.644, -0.506, -0.576, -0.812, -0.594, -0.551, -0.656, 2
-1.006, -0.722, -0.837, -0.593, -0.558, -0.504, -0.704, -0.599, -0.56, -0.845, -1.006, -0.733, -0.609, -0.694, -0.572, -0.61, -0.861, -0.692, -0.681, -0.805, -1.006, -0.687, -0.822, -0.563, -0.516, -0.403, -0.715, -0.588, -0.533, -0.869, -1.006, -0.624, -0.53, -0.583, -0.452, -0.517, -0.753, -0.53, -0.493, -0.598, 2
-1.002, -0.606, -0.78, -0.498, -0.454, -0.384, -0.649, -0.527, -0.508, -0.858, -1.002, -0.719, -0.647, -0.68, -0.579, -0.632, -0.856, -0.682, -0.671, -0.807, -1.002, -0.776, -1.016, -0.643, -0.679, -0.554, -0.75, -0.711, -0.654, -0.961, -1.002, -0.602, -0.552, -0.571, -0.46, -0.55, -0.713, -0.514, -0.482, -0.58, 2
-1.153, -0.558, -0.545, -0.37, -0.248, -0.154, -0.534, -0.339, -0.246, -0.523, -1.153, -0.765, -0.616, -0.701, -0.564, -0.598, -0.86, -0.658, -0.614, -0.705, -1.153, -0.803, -0.874, -0.633, -0.568, -0.439, -0.801, -0.677, -0.588, -0.905, -1.153, -0.572, -0.285, -0.548, -0.309, -0.413, -0.703, -0.384, -0.351, -0.362, 2
-0.939, -0.46, -0.623, -0.353, -0.355, -0.336, -0.525, -0.438, -0.402, -0.721, -0.939, -0.563, -0.494, -0.579, -0.485, -0.611, -0.779, -0.602, -0.592, -0.7, -0.939, -0.713, -0.938, -0.591, -0.618, -0.478, -0.715, -0.663, -0.6, -0.909, -0.939, -0.498, -0.366, -0.477, -0.381, -0.459, -0.635, -0.446, -0.43, -0.465, 2
-1.058, -0.692, -0.833, -0.572, -0.507, -0.406, -0.695, -0.543, -0.5, -0.825, -1.058, -0.768, -0.714, -0.729, -0.621, -0.644, -0.882, -0.708, -0.677, -0.811, -1.058, -0.812, -0.981, -0.686, -0.665, -0.542, -0.797, -0.712, -0.657, -0.957, -1.058, -0.671, -0.566, -0.641, -0.498, -0.568, -0.804, -0.589, -0.549, -0.657, 2
-1.321, -0.831, -0.706, -0.654, -0.455, -0.333, -0.849, -0.581, -0.464, -0.716, -1.321, -0.922, -0.7, -0.867, -0.65, -0.66, -1.05, -0.768, -0.712, -0.81, -1.321, -1.009, -1.016, -0.881, -0.753, -0.638, -1.024, -0.83, -0.748, -1.015, -1.321, -0.838, -0.563, -0.779, -0.564, -0.596, -0.951, -0.663, -0.609, -0.651, 2
-0.929, -0.682, -0.776, -0.639, -0.607, -0.557, -0.779, -0.671, -0.646, -0.879, -0.929, -0.715, -0.674, -0.745, -0.651, -0.71, -0.929, -0.773, -0.767, -0.888, -0.929, -0.746, -0.888, -0.66, -0.655, -0.588, -0.763, -0.703, -0.667, -0.902, -0.929, -0.665, -0.513, -0.618, -0.46, -0.463, -0.76, -0.557, -0.513, -0.61, 2
-1.173, -0.841, -0.902, -0.717, -0.627, -0.54, -0.828, -0.682, -0.636, -0.91, -1.173, -0.872, -0.798, -0.83, -0.707, -0.748, -0.979, -0.795, -0.783, -0.937, -1.173, -0.893, -0.986, -0.781, -0.697, -0.601, -0.893, -0.747, -0.712, -1.002, -1.173, -0.767, -0.648, -0.723, -0.565, -0.612, -0.894, -0.649, -0.603, -0.726, 2
-1.181, -0.903, -0.928, -0.797, -0.708, -0.642, -0.903, -0.759, -0.715, -0.939, -1.181, -0.868, -0.848, -0.815, -0.729, -0.758, -0.967, -0.814, -0.791, -0.941, -1.181, -0.902, -1.023, -0.786, -0.735, -0.613, -0.904, -0.792, -0.736, -1.039, -1.181, -0.847, -0.737, -0.778, -0.638, -0.65, -0.936, -0.736, -0.694, -0.83, 2
-1.186, -0.622, -0.686, -0.431, -0.312, -0.24, -0.622, -0.457, -0.392, -0.758, -1.186, -0.689, -0.5, -0.65, -0.478, -0.572, -0.822, -0.554, -0.518, -0.577, -1.186, -0.767, -0.886, -0.633, -0.559, -0.436, -0.802, -0.627, -0.562, -0.918, -1.186, -0.619, -0.451, -0.608, -0.439, -0.549, -0.765, -0.494, -0.45, -0.507, 2
-1.094, -0.631, -0.657, -0.487, -0.413, -0.309, -0.627, -0.468, -0.409, -0.663, -1.094, -0.717, -0.596, -0.66, -0.537, -0.559, -0.824, -0.625, -0.586, -0.676, -1.094, -0.81, -0.892, -0.654, -0.608, -0.471, -0.765, -0.64, -0.551, -0.797, -1.094, -0.658, -0.348, -0.621, -0.388, -0.425, -0.787, -0.493, -0.464, -0.494, 2
-1.122, -0.653, -0.757, -0.539, -0.436, -0.368, -0.684, -0.503, -0.467, -0.786, -1.122, -0.732, -0.569, -0.705, -0.525, -0.582, -0.883, -0.62, -0.581, -0.663, -1.122, -0.871, -0.98, -0.755, -0.711, -0.628, -0.859, -0.753, -0.722, -0.991, -1.122, -0.725, -0.589, -0.691, -0.554, -0.602, -0.849, -0.638, -0.604, -0.679, 2
-1.258, -0.814, -0.707, -0.672, -0.51, -0.434, -0.833, -0.591, -0.515, -0.706, -1.258, -0.949, -0.801, -0.899, -0.739, -0.752, -1.06, -0.847, -0.808, -0.913, -1.258, -1.024, -1.057, -0.914, -0.834, -0.715, -1.012, -0.874, -0.801, -1.015, -1.258, -0.817, -0.523, -0.77, -0.546, -0.577, -0.939, -0.653, -0.611, -0.666, 2
-1.032, -0.67, -0.761, -0.583, -0.539, -0.546, -0.702, -0.579, -0.577, -0.83, -1.032, -0.758, -0.789, -0.734, -0.701, -0.781, -0.895, -0.791, -0.8, -0.971, -1.032, -0.774, -0.952, -0.68, -0.675, -0.578, -0.79, -0.708, -0.675, -0.982, -1.032, -0.658, -0.467, -0.634, -0.463, -0.486, -0.805, -0.575, -0.535, -0.61, 2
-0.921, -0.488, -0.613, -0.352, -0.332, -0.282, -0.512, -0.42, -0.4, -0.747, -0.921, -0.606, -0.575, -0.604, -0.533, -0.627, -0.787, -0.638, -0.636, -0.776, -0.921, -0.701, -0.963, -0.58, -0.614, -0.485, -0.674, -0.627, -0.575, -0.893, -0.921, -0.51, -0.345, -0.51, -0.38, -0.469, -0.659, -0.452, -0.439, -0.447, 2
-1.168, -0.784, -0.907, -0.647, -0.594, -0.498, -0.802, -0.674, -0.606, -0.923, -1.168, -0.792, -0.784, -0.747, -0.673, -0.74, -0.926, -0.762, -0.734, -0.879, -1.168, -0.871, -0.968, -0.758, -0.692, -0.581, -0.907, -0.773, -0.725, -1.04, -1.168, -0.798, -0.714, -0.758, -0.641, -0.689, -0.938, -0.75, -0.718, -0.835, 2
-1.246, -0.805, -0.774, -0.627, -0.47, -0.35, -0.793, -0.582, -0.487, -0.785, -1.246, -0.868, -0.684, -0.788, -0.601, -0.613, -0.943, -0.691, -0.634, -0.73, -1.246, -0.904, -0.987, -0.737, -0.652, -0.495, -0.878, -0.74, -0.649, -0.981, -1.246, -0.76, -0.546, -0.683, -0.5, -0.541, -0.845, -0.585, -0.529, -0.603, 2
-1.258, -0.777, -0.754, -0.601, -0.477, -0.373, -0.78, -0.559, -0.453, -0.741, -1.258, -0.89, -0.694, -0.821, -0.643, -0.645, -0.986, -0.738, -0.686, -0.77, -1.258, -0.935, -0.972, -0.785, -0.675, -0.544, -0.916, -0.753, -0.674, -0.951, -1.258, -0.742, -0.47, -0.692, -0.474, -0.542, -0.862, -0.558, -0.524, -0.572, 2
-1.086, -0.685, -0.772, -0.547, -0.431, -0.321, -0.688, -0.528, -0.487, -0.854, -1.086, -0.73, -0.693, -0.704, -0.594, -0.655, -0.879, -0.685, -0.658, -0.805, -1.086, -0.79, -0.99, -0.676, -0.648, -0.508, -0.804, -0.694, -0.641, -1.004, -1.086, -0.666, -0.638, -0.622, -0.527, -0.619, -0.791, -0.598, -0.575, -0.709, 2
-1.141, -0.725, -0.752, -0.579, -0.489, -0.383, -0.734, -0.562, -0.471, -0.736, -1.141, -0.811, -0.695, -0.781, -0.649, -0.66, -0.96, -0.761, -0.699, -0.784, -1.141, -0.909, -1.037, -0.768, -0.771, -0.656, -0.885, -0.835, -0.753, -1.012, -1.141, -0.74, -0.478, -0.721, -0.506, -0.56, -0.9, -0.62, -0.592, -0.651, 2
-1.246, -0.871, -0.823, -0.764, -0.614, -0.548, -0.91, -0.713, -0.663, -0.921, -1.246, -0.861, -0.659, -0.812, -0.613, -0.64, -0.988, -0.721, -0.669, -0.758, -1.246, -0.877, -0.943, -0.737, -0.627, -0.507, -0.898, -0.724, -0.655, -1.0, -1.246, -0.873, -0.654, -0.818, -0.621, -0.64, -0.976, -0.713, -0.656, -0.723, 2
-1.042, -0.667, -0.845, -0.538, -0.527, -0.46, -0.681, -0.567, -0.512, -0.817, -1.042, -0.702, -0.578, -0.674, -0.537, -0.591, -0.861, -0.644, -0.62, -0.735, -1.042, -0.646, -0.768, -0.494, -0.453, -0.307, -0.706, -0.582, -0.48, -0.856, -1.042, -0.598, -0.337, -0.576, -0.42, -0.457, -0.752, -0.518, -0.493, -0.494, 2
-1.285, -0.94, -0.857, -0.835, -0.678, -0.62, -0.979, -0.788, -0.752, -1.005, -1.285, -0.885, -0.707, -0.825, -0.644, -0.666, -1.004, -0.749, -0.693, -0.8, -1.285, -0.899, -0.95, -0.755, -0.634, -0.509, -0.92, -0.728, -0.651, -0.99, -1.285, -0.892, -0.7, -0.849, -0.672, -0.695, -1.011, -0.758, -0.701, -0.771, 2
-1.077, -0.628, -0.749, -0.463, -0.425, -0.304, -0.624, -0.5, -0.411, -0.721, -1.077, -0.703, -0.527, -0.693, -0.531, -0.585, -0.857, -0.618, -0.582, -0.627, -1.077, -0.824, -1.025, -0.649, -0.638, -0.463, -0.774, -0.704, -0.594, -0.907, -1.077, -0.667, -0.498, -0.643, -0.467, -0.574, -0.807, -0.545, -0.523, -0.605, 2
-1.1, -0.616, -0.618, -0.455, -0.364, -0.264, -0.642, -0.468, -0.401, -0.673, -1.1, -0.705, -0.655, -0.653, -0.571, -0.614, -0.84, -0.676, -0.632, -0.75, -1.1, -0.824, -0.965, -0.69, -0.67, -0.539, -0.854, -0.749, -0.666, -0.973, -1.1, -0.675, -0.543, -0.63, -0.493, -0.577, -0.808, -0.581, -0.552, -0.643, 2
-1.373, -1.006, -0.987, -0.873, -0.735, -0.654, -1.017, -0.826, -0.757, -1.012, -1.373, -1.067, -0.907, -0.996, -0.845, -0.841, -1.146, -0.957, -0.91, -1.028, -1.373, -1.074, -1.129, -0.926, -0.859, -0.706, -1.049, -0.933, -0.827, -1.097, -1.373, -0.935, -0.8, -0.846, -0.687, -0.709, -1.008, -0.772, -0.716, -0.845, 2
-1.24, -0.897, -0.925, -0.795, -0.694, -0.621, -0.928, -0.766, -0.725, -0.979, -1.24, -0.908, -0.833, -0.847, -0.73, -0.754, -1.009, -0.824, -0.783, -0.921, -1.24, -0.98, -1.078, -0.836, -0.78, -0.645, -0.951, -0.846, -0.767, -1.014, -1.24, -0.88, -0.803, -0.826, -0.701, -0.714, -0.976, -0.787, -0.735, -0.843, 2
-1.273, -0.852, -0.975, -0.714, -0.633, -0.508, -0.871, -0.703, -0.629, -0.967, -1.273, -0.942, -0.904, -0.887, -0.785, -0.82, -1.039, -0.858, -0.837, -0.975, -1.273, -1.068, -1.087, -0.976, -0.892, -0.817, -1.047, -0.922, -0.883, -1.064, -1.273, -0.87, -0.737, -0.791, -0.622, -0.655, -0.946, -0.702, -0.653, -0.779, 2
-1.013, -0.483, -0.564, -0.339, -0.27, -0.22, -0.538, -0.384, -0.33, -0.649, -1.013, -0.584, -0.577, -0.557, -0.501, -0.606, -0.751, -0.603, -0.58, -0.704, -1.013, -0.735, -0.901, -0.602, -0.575, -0.425, -0.767, -0.658, -0.575, -0.918, -1.013, -0.568, -0.433, -0.527, -0.391, -0.498, -0.692, -0.467, -0.454, -0.551, 2
-1.038, -0.602, -0.637, -0.4, -0.334, -0.218, -0.582, -0.447, -0.352, -0.678, -1.038, -0.661, -0.338, -0.627, -0.368, -0.385, -0.792, -0.491, -0.438, -0.471, -1.038, -0.831, -0.957, -0.681, -0.672, -0.538, -0.77, -0.711, -0.634, -0.89, -1.038, -0.671, -0.522, -0.618, -0.461, -0.5, -0.793, -0.557, -0.515, -0.613, 2
-1.366, -1.023, -0.983, -0.885, -0.74, -0.644, -1.02, -0.824, -0.751, -1.002, -1.366, -1.031, -0.898, -0.95, -0.802, -0.808, -1.104, -0.904, -0.855, -0.986, -1.366, -1.043, -1.054, -0.891, -0.78, -0.653, -1.033, -0.874, -0.781, -1.051, -1.366, -0.932, -0.742, -0.852, -0.66, -0.69, -1.016, -0.752, -0.706, -0.821, 2
-0.984, -0.539, -0.794, -0.434, -0.438, -0.36, -0.595, -0.492, -0.46, -0.848, -0.984, -0.665, -0.729, -0.654, -0.628, -0.721, -0.822, -0.697, -0.694, -0.838, -0.984, -0.751, -0.913, -0.647, -0.631, -0.54, -0.746, -0.666, -0.628, -0.878, -0.984, -0.623, -0.499, -0.6, -0.481, -0.546, -0.751, -0.569, -0.554, -0.621, 2
-1.057, -0.58, -0.603, -0.438, -0.337, -0.277, -0.627, -0.45, -0.391, -0.674, -1.057, -0.648, -0.6, -0.599, -0.512, -0.587, -0.783, -0.612, -0.58, -0.708, -1.057, -0.823, -0.965, -0.692, -0.676, -0.539, -0.824, -0.74, -0.655, -0.929, -1.057, -0.676, -0.604, -0.624, -0.539, -0.589, -0.784, -0.626, -0.586, -0.686, 2
-1.151, -0.654, -0.796, -0.475, -0.423, -0.301, -0.635, -0.497, -0.425, -0.812, -1.151, -0.74, -0.645, -0.676, -0.563, -0.6, -0.847, -0.646, -0.597, -0.71, -1.151, -0.722, -0.864, -0.562, -0.493, -0.317, -0.756, -0.593, -0.483, -0.883, -1.151, -0.611, -0.436, -0.573, -0.431, -0.54, -0.73, -0.481, -0.466, -0.495, 2
