@relation  page-blocks
@attribute Height integer[1,804]
@attribute Lenght integer[1,553]
@attribute Area integer[7,143993]
@attribute Eccen real[0.0070,537.0]
@attribute P_black real[0.052,1.0]
@attribute P_and real[0.062,1.0]
@attribute Mean_tr real[1.0,4955.0]
@attribute Blackpix integer[1,33017]
@attribute Blackand integer[7,46133]
@attribute Wb_trans integer[1,3212]
@attribute Class{1,2,3,4,5}
@inputs Height,Lenght,Area,Eccen,P_black,P_and,Mean_tr,Blackpix,Blackand,Wb_trans
@outputs Class
@data
7, 11, 77, 1.571, 0.403, 0.974, 1.48, 31, 75, 21, 1
8, 344, 2752, 43.0, 0.216, 0.838, 1.22, 595, 2307, 486, 1
16, 391, 6256, 24.438, 0.401, 0.674, 5.26, 2508, 4219, 477, 1
8, 22, 176, 2.75, 0.392, 0.778, 2.3, 69, 137, 30, 1
10, 251, 2510, 25.1, 0.151, 0.567, 1.29, 378, 1423, 293, 1
6, 32, 192, 5.333, 0.417, 0.964, 2.11, 80, 185, 38, 1
7, 7, 49, 1.0, 0.286, 0.571, 3.5, 14, 28, 4, 1
9, 83, 747, 9.222, 0.356, 0.914, 2.77, 266, 683, 96, 1
7, 20, 140, 2.857, 0.307, 0.85, 1.48, 43, 119, 29, 1
13, 38, 494, 2.923, 0.285, 0.907, 3.62, 141, 448, 39, 1
9, 148, 1332, 16.444, 0.194, 0.685, 1.37, 258, 912, 189, 1
11, 193, 2123, 17.545, 0.243, 0.683, 1.59, 516, 1451, 325, 1
7, 11, 77, 1.571, 0.234, 0.545, 2.57, 18, 42, 7, 1
8, 18, 144, 2.25, 0.403, 1.0, 1.61, 58, 144, 36, 1
10, 271, 2710, 27.1, 0.193, 0.769, 1.28, 524, 2084, 409, 1
3, 31, 93, 10.333, 0.226, 0.774, 2.1, 21, 72, 10, 1
8, 64, 512, 8.0, 0.301, 0.857, 1.93, 154, 439, 80, 1
6, 11, 66, 1.833, 0.348, 1.0, 1.53, 23, 66, 15, 1
7, 21, 147, 3.0, 0.327, 0.728, 1.41, 48, 107, 34, 1
7, 151, 1057, 21.571, 0.077, 0.434, 1.33, 81, 459, 61, 1
9, 23, 207, 2.556, 0.324, 0.986, 1.63, 67, 204, 41, 1
7, 31, 217, 4.429, 0.415, 0.783, 2.31, 90, 170, 39, 1
8, 21, 168, 2.625, 0.31, 0.744, 1.68, 52, 125, 31, 1
7, 27, 189, 3.857, 0.238, 0.741, 2.81, 45, 140, 16, 1
7, 16, 112, 2.286, 0.339, 1.0, 1.41, 38, 112, 27, 1
9, 42, 378, 4.667, 0.312, 0.889, 1.97, 118, 336, 60, 1
9, 17, 153, 1.889, 0.608, 0.856, 7.15, 93, 131, 13, 1
12, 61, 732, 5.083, 0.251, 0.746, 1.77, 184, 546, 104, 1
7, 41, 287, 5.857, 0.213, 0.861, 1.33, 61, 247, 46, 1
6, 10, 60, 1.667, 0.4, 0.967, 1.5, 24, 58, 16, 1
13, 354, 4602, 27.231, 0.38, 0.598, 4.39, 1749, 2750, 398, 1
24, 166, 3984, 6.917, 0.905, 0.98, 17.08, 3604, 3905, 211, 1
8, 71, 568, 8.875, 0.312, 0.866, 1.86, 177, 492, 95, 1
6, 99, 594, 16.5, 0.301, 0.803, 1.46, 179, 477, 123, 1
8, 298, 2384, 37.25, 0.242, 0.791, 1.5, 576, 1886, 383, 1
8, 53, 424, 6.625, 0.337, 0.889, 1.64, 143, 377, 87, 1
8, 33, 264, 4.125, 0.314, 0.705, 2.13, 83, 186, 39, 1
9, 36, 324, 4.0, 0.552, 0.926, 3.51, 179, 300, 51, 1
8, 20, 160, 2.5, 0.406, 0.906, 1.86, 65, 145, 35, 1
9, 534, 4806, 59.333, 0.14, 0.518, 1.32, 671, 2491, 507, 1
10, 105, 1050, 10.5, 0.234, 0.811, 1.7, 246, 852, 145, 1
3, 9, 27, 3.0, 0.296, 0.667, 2.0, 8, 18, 4, 1
9, 121, 1089, 13.444, 0.322, 0.776, 2.08, 351, 845, 169, 1
9, 5, 45, 0.556, 0.711, 0.889, 10.67, 32, 40, 3, 1
10, 38, 380, 3.8, 0.426, 0.947, 3.12, 162, 360, 52, 1
7, 375, 2625, 53.571, 0.092, 0.428, 1.21, 241, 1124, 200, 1
5, 27, 135, 5.4, 0.548, 1.0, 2.18, 74, 135, 34, 1
9, 82, 738, 9.111, 0.247, 0.935, 2.09, 182, 690, 87, 1
10, 63, 630, 6.3, 0.298, 0.795, 1.72, 188, 501, 109, 1
11, 101, 1111, 9.182, 0.264, 0.852, 1.65, 293, 947, 178, 1
11, 246, 2706, 22.364, 0.349, 0.765, 2.85, 944, 2071, 331, 1
10, 19, 190, 1.9, 0.337, 0.911, 2.0, 64, 173, 32, 1
9, 59, 531, 6.556, 0.348, 0.829, 2.26, 185, 440, 82, 1
24, 117, 2808, 4.875, 0.347, 0.729, 2.88, 975, 2048, 338, 1
8, 13, 104, 1.625, 0.635, 0.788, 8.25, 66, 82, 8, 1
9, 36, 324, 4.0, 0.491, 0.84, 3.31, 159, 272, 48, 1
9, 18, 162, 2.0, 0.259, 0.71, 1.56, 42, 115, 27, 1
10, 80, 800, 8.0, 0.314, 0.799, 2.06, 251, 639, 122, 1
8, 55, 440, 6.875, 0.225, 0.645, 1.77, 99, 284, 56, 1
5, 4, 20, 0.8, 0.45, 0.75, 2.25, 9, 15, 4, 1
8, 43, 344, 5.375, 0.445, 0.86, 2.73, 153, 296, 56, 1
8, 25, 200, 3.125, 0.515, 0.815, 2.64, 103, 163, 39, 1
10, 7, 70, 0.7, 0.357, 0.871, 2.08, 25, 61, 12, 1
9, 127, 1143, 14.111, 0.174, 0.718, 1.28, 199, 821, 155, 1
11, 213, 2343, 19.364, 0.264, 0.698, 1.95, 619, 1635, 317, 1
7, 38, 266, 5.429, 0.301, 0.85, 1.45, 80, 226, 55, 1
8, 12, 96, 1.5, 0.438, 1.0, 2.1, 42, 96, 20, 1
8, 272, 2176, 34.0, 0.197, 0.629, 1.38, 428, 1369, 310, 1
5, 17, 85, 3.4, 0.388, 0.859, 1.83, 33, 73, 18, 1
8, 29, 232, 3.625, 0.207, 0.651, 1.6, 48, 151, 30, 1
4, 18, 72, 4.5, 0.333, 0.667, 1.71, 24, 48, 14, 1
16, 367, 5872, 22.938, 0.385, 0.575, 5.29, 2258, 3377, 427, 1
18, 22, 396, 1.222, 0.366, 0.513, 14.5, 145, 203, 10, 1
10, 123, 1230, 12.3, 0.362, 0.888, 2.99, 445, 1092, 149, 1
10, 121, 1210, 12.1, 0.268, 0.664, 2.47, 324, 804, 131, 1
11, 96, 1056, 8.727, 0.331, 0.954, 4.32, 350, 1007, 81, 1
8, 63, 504, 7.875, 0.256, 0.694, 1.52, 129, 350, 85, 1
12, 272, 3264, 22.667, 0.219, 0.589, 1.8, 715, 1922, 397, 1
24, 135, 3240, 5.625, 0.911, 0.966, 18.69, 2953, 3131, 158, 1
10, 53, 530, 5.3, 0.215, 0.781, 1.44, 114, 414, 79, 1
12, 335, 4020, 27.917, 0.4, 0.677, 4.61, 1606, 2722, 348, 1
25, 292, 7300, 11.68, 0.479, 0.954, 7.58, 3496, 6967, 461, 1
10, 31, 310, 3.1, 0.284, 0.835, 1.69, 88, 259, 52, 1
6, 19, 114, 3.167, 0.184, 0.781, 1.24, 21, 89, 17, 1
7, 13, 91, 1.857, 0.264, 0.648, 1.41, 24, 59, 17, 1
9, 213, 1917, 23.667, 0.203, 0.784, 1.41, 390, 1503, 276, 1
10, 11, 110, 1.1, 0.427, 1.0, 1.52, 47, 110, 31, 1
11, 97, 1067, 8.818, 0.297, 0.666, 2.4, 317, 711, 132, 1
9, 186, 1674, 20.667, 0.372, 0.778, 2.44, 622, 1303, 255, 1
7, 26, 182, 3.714, 0.302, 0.912, 1.53, 55, 166, 36, 1
9, 43, 387, 4.778, 0.344, 0.982, 1.82, 133, 380, 73, 1
10, 159, 1590, 15.9, 0.377, 0.763, 3.13, 600, 1213, 192, 1
10, 170, 1700, 17.0, 0.499, 0.928, 4.35, 849, 1577, 195, 1
24, 340, 8160, 14.167, 0.211, 0.468, 2.67, 1718, 3822, 643, 1
9, 45, 405, 5.0, 0.279, 0.785, 2.17, 113, 318, 52, 1
11, 271, 2981, 24.636, 0.162, 0.542, 1.36, 483, 1616, 355, 1
13, 116, 1508, 8.923, 0.292, 0.703, 2.49, 441, 1060, 177, 1
60, 57, 3420, 0.95, 0.46, 0.831, 3.91, 1574, 2843, 403, 1
9, 64, 576, 7.111, 0.177, 0.479, 2.32, 102, 276, 44, 1
13, 390, 5070, 30.0, 0.182, 0.735, 1.56, 924, 3727, 593, 1
