@relation  page-blocks
@attribute Height integer[1,804]
@attribute Lenght integer[1,553]
@attribute Area integer[7,143993]
@attribute Eccen real[0.0070,537.0]
@attribute P_black real[0.052,1.0]
@attribute P_and real[0.062,1.0]
@attribute Mean_tr real[1.0,4955.0]
@attribute Blackpix integer[1,33017]
@attribute Blackand integer[7,46133]
@attribute Wb_trans integer[1,3212]
@attribute Class{1,2,3,4,5}
@inputs Height,Lenght,Area,Eccen,P_black,P_and,Mean_tr,Blackpix,Blackand,Wb_trans
@outputs Class
@data
3, 3, 9, 1.0, 0.778, 0.778, 7.0, 7, 7, 1, 1
11, 8, 88, 0.727, 0.511, 0.852, 9.0, 45, 75, 5, 1
10, 38, 380, 3.8, 0.195, 0.55, 1.48, 74, 209, 50, 1
6, 10, 60, 1.667, 0.267, 0.55, 1.78, 16, 33, 9, 1
10, 27, 270, 2.7, 0.344, 0.804, 2.38, 93, 217, 39, 1
8, 45, 360, 5.625, 0.492, 0.722, 9.32, 177, 260, 19, 1
9, 75, 675, 8.333, 0.369, 0.936, 2.09, 249, 632, 119, 1
8, 129, 1032, 16.125, 0.232, 0.823, 1.46, 239, 849, 164, 1
8, 17, 136, 2.125, 0.353, 0.801, 2.0, 48, 109, 24, 1
8, 67, 536, 8.375, 0.381, 0.746, 2.49, 204, 400, 82, 1
12, 22, 264, 1.833, 0.542, 0.784, 8.94, 143, 207, 16, 1
8, 117, 936, 14.625, 0.201, 0.698, 1.45, 188, 653, 130, 1
8, 7, 56, 0.875, 0.446, 0.768, 3.13, 25, 43, 8, 1
5, 97, 485, 19.4, 0.334, 0.831, 1.98, 162, 403, 82, 1
8, 30, 240, 3.75, 0.45, 0.788, 2.3, 108, 189, 47, 1
9, 46, 414, 5.111, 0.316, 0.857, 1.72, 131, 355, 76, 1
7, 53, 371, 7.571, 0.342, 0.58, 2.4, 127, 215, 53, 1
7, 15, 105, 2.143, 0.438, 0.895, 2.3, 46, 94, 20, 1
10, 38, 380, 3.8, 0.397, 0.887, 2.7, 151, 337, 56, 1
13, 433, 5629, 33.308, 0.375, 0.605, 4.82, 2109, 3404, 438, 1
6, 49, 294, 8.167, 0.241, 0.633, 1.42, 71, 186, 50, 1
9, 63, 567, 7.0, 0.284, 0.908, 1.96, 161, 515, 82, 1
10, 26, 260, 2.6, 0.296, 0.942, 2.2, 77, 245, 35, 1
7, 14, 98, 2.0, 0.357, 0.959, 1.84, 35, 94, 19, 1
5, 58, 290, 11.6, 0.09, 0.259, 1.18, 26, 75, 22, 1
38, 96, 3648, 2.526, 0.431, 0.836, 3.29, 1574, 3051, 478, 1
12, 72, 864, 6.0, 0.63, 0.885, 6.11, 544, 765, 89, 1
9, 35, 315, 3.889, 0.381, 0.806, 2.14, 120, 254, 56, 1
8, 272, 2176, 34.0, 0.189, 0.688, 1.32, 411, 1497, 311, 1
9, 535, 4815, 59.444, 0.191, 0.788, 1.36, 921, 3793, 676, 1
8, 216, 1728, 27.0, 0.156, 0.511, 1.33, 270, 883, 203, 1
8, 42, 336, 5.25, 0.369, 1.0, 1.85, 124, 336, 67, 1
6, 96, 576, 16.0, 0.351, 0.755, 2.43, 202, 435, 83, 1
9, 172, 1548, 19.111, 0.171, 0.731, 1.31, 265, 1131, 202, 1
7, 18, 126, 2.571, 0.413, 0.952, 1.86, 52, 120, 28, 1
9, 534, 4806, 59.333, 0.169, 0.667, 1.34, 811, 3208, 607, 1
5, 31, 155, 6.2, 0.419, 0.948, 1.91, 65, 147, 34, 1
5, 7, 35, 1.4, 0.571, 1.0, 2.5, 20, 35, 8, 1
11, 57, 627, 5.182, 0.295, 0.719, 2.47, 185, 451, 75, 1
10, 251, 2510, 25.1, 0.281, 0.708, 1.77, 705, 1776, 398, 1
8, 141, 1128, 17.625, 0.447, 0.932, 2.45, 504, 1051, 206, 1
7, 240, 1680, 34.286, 0.215, 0.538, 1.64, 362, 904, 221, 1
7, 18, 126, 2.571, 0.27, 0.881, 1.36, 34, 111, 25, 1
5, 36, 180, 7.2, 0.211, 0.789, 1.52, 38, 142, 25, 1
8, 42, 336, 5.25, 0.259, 0.756, 1.74, 87, 254, 50, 1
24, 186, 4464, 7.75, 0.505, 0.989, 7.4, 2256, 4413, 305, 1
12, 80, 960, 6.667, 0.324, 0.673, 2.45, 311, 646, 127, 1
7, 50, 350, 7.143, 0.214, 0.96, 1.23, 75, 336, 61, 1
8, 13, 104, 1.625, 0.394, 0.913, 2.28, 41, 95, 18, 1
11, 141, 1551, 12.818, 0.366, 0.79, 2.85, 567, 1225, 199, 1
14, 422, 5908, 30.143, 0.18, 0.58, 1.7, 1062, 3426, 624, 1
10, 29, 290, 2.9, 0.383, 0.834, 2.47, 111, 242, 45, 1
4, 6, 24, 1.5, 0.333, 0.792, 2.0, 8, 19, 4, 1
11, 44, 484, 4.0, 0.314, 0.75, 1.92, 152, 363, 79, 1
8, 15, 120, 1.875, 0.558, 1.0, 2.91, 67, 120, 23, 1
10, 76, 760, 7.6, 0.322, 0.689, 1.99, 245, 524, 123, 1
8, 71, 568, 8.875, 0.238, 0.701, 1.47, 135, 398, 92, 1
8, 100, 800, 12.5, 0.245, 0.863, 1.58, 196, 690, 124, 1
7, 116, 812, 16.571, 0.262, 0.788, 1.84, 213, 640, 116, 1
10, 39, 390, 3.9, 0.308, 0.721, 1.69, 120, 281, 71, 1
7, 116, 812, 16.571, 0.309, 0.676, 2.2, 251, 549, 114, 1
8, 62, 496, 7.75, 0.214, 0.645, 1.43, 106, 320, 74, 1
9, 34, 306, 3.778, 0.31, 0.895, 1.61, 95, 274, 59, 1
8, 75, 600, 9.375, 0.415, 0.91, 2.37, 249, 546, 105, 1
7, 19, 133, 2.714, 0.398, 1.0, 1.71, 53, 133, 31, 1
7, 34, 238, 4.857, 0.273, 0.584, 1.55, 65, 139, 42, 1
9, 53, 477, 5.889, 0.252, 0.677, 1.54, 120, 323, 78, 1
8, 9, 72, 1.125, 0.389, 0.708, 2.33, 28, 51, 12, 1
9, 33, 297, 3.667, 0.458, 0.983, 2.19, 136, 292, 62, 1
10, 85, 850, 8.5, 0.324, 0.675, 2.25, 275, 574, 122, 1
7, 135, 945, 19.286, 0.114, 0.528, 1.09, 108, 499, 99, 1
9, 18, 162, 2.0, 0.519, 0.796, 7.64, 84, 129, 11, 1
10, 25, 250, 2.5, 0.392, 0.904, 2.09, 98, 226, 47, 1
7, 7, 49, 1.0, 0.286, 1.0, 1.27, 14, 49, 11, 1
6, 100, 600, 16.667, 0.342, 0.822, 1.71, 205, 493, 120, 1
6, 36, 216, 6.0, 0.509, 0.991, 2.0, 110, 214, 55, 1
10, 23, 230, 2.3, 0.317, 0.891, 2.35, 73, 205, 31, 1
6, 94, 564, 15.667, 0.287, 0.713, 2.45, 162, 402, 66, 1
4, 14, 56, 3.5, 0.268, 0.732, 1.67, 15, 41, 9, 1
13, 57, 741, 4.385, 0.745, 1.0, 11.5, 552, 741, 48, 1
7, 25, 175, 3.571, 0.371, 1.0, 1.63, 65, 175, 40, 1
11, 53, 583, 4.818, 0.249, 0.734, 1.93, 145, 428, 75, 1
5, 30, 150, 6.0, 0.36, 0.947, 1.26, 54, 142, 43, 1
7, 40, 280, 5.714, 0.336, 0.782, 1.47, 94, 219, 64, 1
27, 115, 3105, 4.259, 0.293, 0.672, 2.35, 910, 2087, 388, 1
9, 520, 4680, 57.778, 0.081, 0.308, 1.37, 378, 1441, 276, 1
8, 8, 64, 1.0, 0.406, 0.953, 2.17, 26, 61, 12, 1
8, 25, 200, 3.125, 0.405, 0.865, 1.84, 81, 173, 44, 1
9, 12, 108, 1.333, 0.426, 1.0, 1.59, 46, 108, 29, 1
12, 69, 828, 5.75, 0.4, 0.74, 3.48, 331, 613, 95, 1
8, 240, 1920, 30.0, 0.193, 0.635, 1.4, 370, 1220, 264, 1
7, 5, 35, 0.714, 0.371, 0.829, 1.86, 13, 29, 7, 1
9, 164, 1476, 18.222, 0.189, 0.65, 1.26, 279, 959, 221, 1
8, 59, 472, 7.375, 0.307, 0.775, 1.84, 145, 366, 79, 1
8, 20, 160, 2.5, 0.413, 0.981, 2.06, 66, 157, 32, 1
9, 47, 423, 5.222, 0.371, 0.865, 2.75, 157, 366, 57, 1
8, 82, 656, 10.25, 0.288, 0.997, 1.99, 189, 654, 95, 1
7, 30, 210, 4.286, 0.3, 0.886, 1.43, 63, 186, 44, 1
7, 17, 119, 2.429, 0.353, 0.79, 1.56, 42, 94, 27, 1
8, 61, 488, 7.625, 0.342, 0.875, 1.94, 167, 427, 86, 1
10, 52, 520, 5.2, 0.269, 0.85, 2.0, 140, 442, 70, 1
10, 88, 880, 8.8, 0.248, 0.49, 2.16, 218, 431, 101, 1
10, 81, 810, 8.1, 0.279, 0.81, 2.11, 226, 656, 107, 1
10, 84, 840, 8.4, 0.279, 0.896, 1.65, 234, 753, 142, 1
13, 408, 5304, 31.385, 0.281, 0.677, 2.58, 1492, 3591, 579, 1
5, 13, 65, 2.6, 0.292, 0.892, 1.46, 19, 58, 13, 1
15, 138, 2070, 9.2, 0.431, 0.75, 5.45, 893, 1552, 164, 1
6, 71, 426, 11.833, 0.131, 0.784, 1.3, 56, 334, 43, 1
11, 90, 990, 8.182, 0.362, 0.808, 2.82, 358, 800, 127, 1
7, 22, 154, 3.143, 0.325, 0.805, 1.32, 50, 124, 38, 1
10, 150, 1500, 15.0, 0.252, 0.585, 2.07, 378, 878, 183, 1
9, 18, 162, 2.0, 0.309, 0.901, 2.63, 50, 146, 19, 1
9, 39, 351, 4.333, 0.256, 0.698, 1.64, 90, 245, 55, 1
6, 4, 24, 0.667, 0.625, 0.792, 5.0, 15, 19, 3, 1
11, 90, 990, 8.182, 0.385, 0.882, 2.41, 381, 873, 158, 1
8, 39, 312, 4.875, 0.282, 0.747, 2.0, 88, 233, 44, 1
8, 33, 264, 4.125, 0.356, 0.705, 2.0, 94, 186, 47, 1
5, 28, 140, 5.6, 0.307, 0.814, 1.3, 43, 114, 33, 1
6, 7, 42, 1.167, 0.286, 0.857, 1.5, 12, 36, 8, 1
6, 6, 36, 1.0, 0.528, 0.917, 3.17, 19, 33, 6, 1
8, 79, 632, 9.875, 0.316, 0.975, 1.8, 200, 616, 111, 1
9, 44, 396, 4.889, 0.465, 0.944, 3.35, 184, 374, 55, 1
8, 41, 328, 5.125, 0.232, 0.527, 1.55, 76, 173, 49, 1
8, 32, 256, 4.0, 0.23, 0.613, 1.4, 59, 157, 42, 1
6, 27, 162, 4.5, 0.154, 0.481, 2.78, 25, 78, 9, 1
9, 295, 2655, 32.778, 0.2, 0.559, 1.5, 531, 1483, 354, 1
6, 104, 624, 17.333, 0.234, 0.862, 1.32, 146, 538, 111, 1
36, 186, 6696, 5.167, 0.318, 0.654, 7.28, 2126, 4382, 292, 1
11, 275, 3025, 25.0, 0.287, 0.637, 2.83, 868, 1928, 307, 1
10, 41, 410, 4.1, 0.312, 0.734, 1.94, 128, 301, 66, 1
10, 327, 3270, 32.7, 0.379, 0.767, 2.75, 1239, 2508, 450, 1
11, 8, 88, 0.727, 0.545, 1.0, 3.2, 48, 88, 15, 1
8, 31, 248, 3.875, 0.327, 0.79, 1.84, 81, 196, 44, 1
12, 22, 264, 1.833, 0.538, 0.852, 8.35, 142, 225, 17, 1
11, 118, 1298, 10.727, 0.348, 0.797, 2.71, 452, 1035, 167, 1
9, 82, 738, 9.111, 0.343, 0.913, 2.02, 253, 674, 125, 1
6, 20, 120, 3.333, 0.258, 0.975, 1.29, 31, 117, 24, 1
10, 303, 3030, 30.3, 0.179, 0.669, 1.32, 543, 2028, 410, 1
7, 23, 161, 3.286, 0.373, 0.851, 1.71, 60, 137, 35, 1
13, 30, 390, 2.308, 0.356, 0.649, 3.23, 139, 253, 43, 1
12, 117, 1404, 9.75, 0.2, 0.714, 1.6, 281, 1002, 176, 1
5, 5, 25, 1.0, 0.36, 0.56, 3.0, 9, 14, 3, 1
4, 10, 40, 2.5, 0.5, 0.9, 4.0, 20, 36, 5, 1
10, 128, 1280, 12.8, 0.355, 0.751, 2.25, 455, 961, 202, 1
7, 28, 196, 4.0, 0.286, 0.781, 1.56, 56, 153, 36, 1
7, 4, 28, 0.571, 0.321, 1.0, 3.0, 9, 28, 3, 1
8, 30, 240, 3.75, 0.433, 1.0, 2.12, 104, 240, 49, 1
7, 14, 98, 2.0, 0.306, 0.959, 1.3, 30, 94, 23, 1
7, 8, 56, 1.143, 0.357, 0.786, 1.54, 20, 44, 13, 1
9, 244, 2196, 27.111, 0.237, 0.801, 1.59, 520, 1758, 327, 1
9, 17, 153, 1.889, 0.307, 0.987, 1.38, 47, 151, 34, 1
6, 13, 78, 2.167, 0.359, 0.782, 1.33, 28, 61, 21, 1
9, 140, 1260, 15.556, 0.38, 0.756, 2.71, 479, 953, 177, 1
9, 102, 918, 11.333, 0.386, 0.895, 2.77, 354, 822, 128, 1
7, 14, 98, 2.0, 0.316, 0.908, 1.94, 31, 89, 16, 1
11, 240, 2640, 21.818, 0.27, 0.634, 2.05, 714, 1674, 348, 1
10, 47, 470, 4.7, 0.198, 0.781, 1.29, 93, 367, 72, 1
7, 13, 91, 1.857, 0.275, 0.824, 1.32, 25, 75, 19, 1
7, 70, 490, 10.0, 0.265, 0.976, 1.4, 130, 478, 93, 1
9, 159, 1431, 17.667, 0.249, 0.605, 1.93, 356, 866, 184, 1
9, 82, 738, 9.111, 0.252, 0.74, 2.0, 186, 546, 93, 1
5, 12, 60, 2.4, 0.383, 0.883, 1.92, 23, 53, 12, 1
6, 19, 114, 3.167, 0.289, 0.789, 1.38, 33, 90, 24, 1
11, 7, 77, 0.636, 0.597, 1.0, 5.75, 46, 77, 8, 1
9, 24, 216, 2.667, 0.213, 0.468, 1.28, 46, 101, 36, 1
33, 160, 5280, 4.848, 0.219, 0.389, 6.34, 1154, 2054, 182, 1
16, 12, 192, 0.75, 0.526, 0.833, 7.21, 101, 160, 14, 1
8, 43, 344, 5.375, 0.34, 0.892, 1.83, 117, 307, 64, 1
9, 21, 189, 2.333, 0.365, 0.905, 2.3, 69, 171, 30, 1
9, 134, 1206, 14.889, 0.216, 0.68, 1.65, 260, 820, 158, 1
6, 7, 42, 1.167, 0.476, 0.976, 2.22, 20, 41, 9, 1
10, 66, 660, 6.6, 0.27, 0.638, 1.87, 178, 421, 95, 1
7, 52, 364, 7.429, 0.272, 0.788, 1.22, 99, 287, 81, 1
7, 16, 112, 2.286, 0.25, 0.527, 2.0, 28, 59, 14, 1
8, 12, 96, 1.5, 0.521, 0.958, 2.5, 50, 92, 20, 1
8, 53, 424, 6.625, 0.33, 0.906, 2.09, 140, 384, 67, 1
10, 45, 450, 4.5, 0.282, 0.718, 1.84, 127, 323, 69, 1
10, 18, 180, 1.8, 0.572, 0.867, 6.44, 103, 156, 16, 1
26, 170, 4420, 6.538, 0.188, 0.909, 1.54, 833, 4017, 542, 1
10, 20, 200, 2.0, 0.275, 0.91, 1.9, 55, 182, 29, 1
9, 111, 999, 12.333, 0.188, 0.769, 1.49, 188, 768, 126, 1
4, 4, 16, 1.0, 0.563, 0.938, 4.5, 9, 15, 2, 1
11, 42, 462, 3.818, 0.335, 0.829, 2.25, 155, 383, 69, 1
26, 412, 10712, 15.846, 0.32, 0.664, 3.0, 3424, 7118, 1142, 1
8, 43, 344, 5.375, 0.372, 0.956, 2.1, 128, 329, 61, 1
9, 11, 99, 1.222, 0.222, 0.737, 1.29, 22, 73, 17, 1
10, 15, 150, 1.5, 0.247, 0.72, 1.61, 37, 108, 23, 1
22, 71, 1562, 3.227, 0.536, 0.876, 11.64, 838, 1368, 72, 1
7, 13, 91, 1.857, 0.374, 1.0, 1.89, 34, 91, 18, 1
8, 27, 216, 3.375, 0.269, 0.764, 1.29, 58, 165, 45, 1
8, 13, 104, 1.625, 0.413, 1.0, 1.95, 43, 104, 22, 1
8, 25, 200, 3.125, 0.385, 0.615, 2.75, 77, 123, 28, 1
6, 146, 876, 24.333, 0.325, 0.691, 1.83, 285, 605, 156, 1
7, 43, 301, 6.143, 0.319, 0.801, 1.41, 96, 241, 68, 1
8, 21, 168, 2.625, 0.363, 0.774, 1.69, 61, 130, 36, 1
7, 11, 77, 1.571, 0.377, 0.974, 1.61, 29, 75, 18, 1
10, 282, 2820, 28.2, 0.191, 0.701, 1.43, 540, 1977, 378, 1
16, 393, 6288, 24.563, 0.341, 0.653, 5.13, 2145, 4103, 418, 1
8, 22, 176, 2.75, 0.392, 0.915, 2.56, 69, 161, 27, 1
8, 309, 2472, 38.625, 0.186, 0.644, 1.41, 459, 1593, 325, 1
8, 24, 192, 3.0, 0.297, 0.974, 1.43, 57, 187, 40, 1
5, 10, 50, 2.0, 0.28, 0.74, 7.0, 14, 37, 2, 1
9, 82, 738, 9.111, 0.379, 0.879, 2.35, 280, 649, 119, 1
7, 20, 140, 2.857, 0.364, 0.871, 1.46, 51, 122, 35, 1
7, 70, 490, 10.0, 0.371, 0.971, 1.9, 182, 476, 96, 1
13, 104, 1352, 8.0, 0.246, 0.699, 4.05, 332, 945, 82, 1
12, 167, 2004, 13.917, 0.225, 0.752, 1.93, 451, 1507, 234, 1
6, 13, 78, 2.167, 0.346, 0.577, 3.38, 27, 45, 8, 1
7, 20, 140, 2.857, 0.464, 1.0, 2.24, 65, 140, 29, 1
10, 271, 2710, 27.1, 0.251, 0.754, 1.88, 679, 2044, 362, 1
8, 12, 96, 1.5, 0.385, 0.802, 2.18, 37, 77, 17, 1
8, 63, 504, 7.875, 0.435, 0.843, 2.41, 219, 425, 91, 1
6, 11, 66, 1.833, 0.364, 0.833, 1.6, 24, 55, 15, 1
7, 21, 147, 3.0, 0.32, 0.714, 1.68, 47, 105, 28, 1
6, 187, 1122, 31.167, 0.188, 0.591, 1.26, 211, 663, 168, 1
8, 26, 208, 3.25, 0.399, 0.976, 1.93, 83, 203, 43, 1
8, 28, 224, 3.5, 0.442, 0.795, 2.48, 99, 178, 40, 1
10, 17, 170, 1.7, 0.224, 0.729, 2.38, 38, 124, 16, 1
6, 32, 192, 5.333, 0.292, 0.698, 1.37, 56, 134, 41, 1
6, 19, 114, 3.167, 0.254, 0.956, 1.16, 29, 109, 25, 1
9, 42, 378, 4.667, 0.344, 0.931, 2.13, 130, 352, 61, 1
6, 26, 156, 4.333, 0.519, 0.955, 2.25, 81, 149, 36, 1
10, 72, 720, 7.2, 0.292, 0.667, 1.81, 210, 480, 116, 1
6, 48, 288, 8.0, 0.316, 0.965, 1.57, 91, 278, 58, 1
7, 9, 63, 1.286, 0.333, 0.952, 1.4, 21, 60, 15, 1
14, 319, 4466, 22.786, 0.37, 0.577, 4.54, 1654, 2577, 364, 1
24, 178, 4272, 7.417, 0.491, 0.969, 7.86, 2099, 4141, 267, 1
8, 69, 552, 8.625, 0.261, 0.879, 1.47, 144, 485, 98, 1
10, 58, 580, 5.8, 0.3, 0.84, 2.17, 174, 487, 80, 1
7, 343, 2401, 49.0, 0.213, 0.772, 1.45, 512, 1854, 352, 1
9, 47, 423, 5.222, 0.371, 0.825, 2.75, 157, 349, 57, 1
7, 37, 259, 5.286, 0.243, 0.71, 1.34, 63, 184, 47, 1
9, 36, 324, 4.0, 0.586, 0.948, 3.45, 190, 307, 55, 1
7, 23, 161, 3.286, 0.248, 0.944, 1.21, 40, 152, 33, 1
9, 535, 4815, 59.444, 0.156, 0.688, 1.35, 752, 3312, 555, 1
12, 90, 1080, 7.5, 0.183, 0.716, 1.92, 198, 773, 103, 1
5, 6, 30, 1.2, 0.333, 0.967, 2.5, 10, 29, 4, 1
8, 132, 1056, 16.5, 0.36, 0.921, 2.1, 380, 973, 181, 1
4, 10, 40, 2.5, 0.6, 0.8, 4.0, 24, 32, 6, 1
16, 24, 384, 1.5, 0.44, 0.948, 5.28, 169, 364, 32, 1
11, 221, 2431, 20.091, 0.25, 0.544, 1.95, 607, 1323, 312, 1
7, 20, 140, 2.857, 0.429, 1.0, 1.94, 60, 140, 31, 1
9, 76, 684, 8.444, 0.307, 0.882, 1.84, 210, 603, 114, 1
8, 82, 656, 10.25, 0.418, 0.753, 2.51, 274, 494, 109, 1
10, 116, 1160, 11.6, 0.273, 0.797, 1.7, 317, 925, 186, 1
10, 271, 2710, 27.1, 0.267, 0.698, 1.96, 724, 1892, 369, 1
8, 24, 192, 3.0, 0.297, 0.865, 1.84, 57, 166, 31, 1
10, 54, 540, 5.4, 0.319, 0.824, 1.83, 172, 445, 94, 1
11, 262, 2882, 23.818, 0.251, 0.677, 1.85, 722, 1951, 391, 1
9, 12, 108, 1.333, 0.648, 0.741, 10.0, 70, 80, 7, 1
9, 36, 324, 4.0, 0.654, 0.92, 6.42, 212, 298, 33, 1
6, 28, 168, 4.667, 0.327, 0.589, 2.12, 55, 99, 26, 1
10, 78, 780, 7.8, 0.255, 0.751, 1.76, 199, 586, 113, 1
7, 61, 427, 8.714, 0.321, 0.667, 1.9, 137, 285, 72, 1
5, 4, 20, 0.8, 0.4, 0.7, 2.67, 8, 14, 3, 1
9, 38, 342, 4.222, 0.444, 0.898, 2.71, 152, 307, 56, 1
10, 20, 200, 2.0, 0.485, 0.68, 8.82, 97, 136, 11, 1
7, 10, 70, 1.429, 0.329, 0.814, 1.28, 23, 57, 18, 1
12, 98, 1176, 8.167, 0.267, 0.627, 2.33, 314, 737, 135, 1
9, 259, 2331, 28.778, 0.22, 0.749, 1.38, 512, 1745, 370, 1
9, 29, 261, 3.222, 0.318, 0.893, 1.73, 83, 233, 48, 1
8, 12, 96, 1.5, 0.396, 0.99, 1.9, 38, 95, 20, 1
8, 272, 2176, 34.0, 0.187, 0.568, 1.41, 407, 1236, 288, 1
7, 12, 84, 1.714, 0.476, 0.81, 2.11, 40, 68, 19, 1
11, 21, 231, 1.909, 0.411, 0.68, 3.96, 95, 157, 24, 1
8, 9, 72, 1.125, 0.375, 0.681, 1.69, 27, 49, 16, 1
12, 497, 5964, 41.417, 0.297, 0.733, 2.25, 1773, 4374, 789, 1
10, 37, 370, 3.7, 0.324, 0.692, 1.85, 120, 256, 65, 1
10, 126, 1260, 12.6, 0.463, 0.848, 3.16, 584, 1068, 185, 1
10, 119, 1190, 11.9, 0.275, 0.665, 1.84, 327, 791, 178, 1
9, 123, 1107, 13.667, 0.359, 0.898, 2.78, 397, 994, 143, 1
7, 71, 497, 10.143, 0.231, 0.757, 1.37, 115, 376, 84, 1
10, 325, 3250, 32.5, 0.215, 0.692, 1.51, 700, 2248, 463, 1
15, 268, 4020, 17.867, 0.413, 0.731, 5.1, 1661, 2940, 326, 1
8, 68, 544, 8.5, 0.336, 0.868, 1.91, 183, 472, 96, 1
13, 311, 4043, 23.923, 0.216, 0.759, 1.63, 873, 3069, 537, 1
25, 294, 7350, 11.76, 0.471, 0.907, 7.72, 3459, 6663, 448, 1
10, 31, 310, 3.1, 0.3, 0.813, 3.32, 93, 252, 28, 1
8, 14, 112, 1.75, 0.286, 0.884, 2.67, 32, 99, 12, 1
6, 16, 96, 2.667, 0.281, 0.542, 2.45, 27, 52, 11, 1
9, 214, 1926, 23.778, 0.23, 0.748, 1.44, 443, 1440, 307, 1
10, 11, 110, 1.1, 0.409, 0.955, 2.5, 45, 105, 18, 1
11, 97, 1067, 8.818, 0.266, 0.635, 2.04, 284, 678, 139, 1
9, 183, 1647, 20.333, 0.327, 0.744, 2.25, 538, 1225, 239, 1
6, 29, 174, 4.833, 0.293, 0.92, 1.5, 51, 160, 34, 1
10, 39, 390, 3.9, 0.295, 0.908, 2.09, 115, 354, 55, 1
22, 72, 1584, 3.273, 0.469, 0.848, 8.64, 743, 1343, 86, 1
8, 215, 1720, 26.875, 0.416, 0.808, 2.94, 715, 1389, 243, 1
87, 116, 10092, 1.333, 0.406, 0.416, 104.95, 4093, 4194, 39, 1
17, 24, 408, 1.412, 0.407, 0.809, 4.88, 166, 330, 34, 1
9, 331, 2979, 36.778, 0.126, 0.527, 1.21, 374, 1570, 308, 1
9, 165, 1485, 18.333, 0.337, 0.713, 2.54, 501, 1059, 197, 1
13, 226, 2938, 17.385, 0.258, 0.971, 3.12, 759, 2852, 243, 1
8, 71, 568, 8.875, 0.136, 0.384, 1.31, 77, 218, 59, 1
14, 370, 5180, 26.429, 0.175, 0.648, 1.64, 907, 3357, 554, 1
