@relation  page-blocks
@attribute Height numeric
@attribute Lenght numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute P_and numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Blackand numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}


@data
8, 82, 656, 10.25, 0.412, 0.803, 2.78, 270, 527, 97, 1
9, 24, 216, 2.667, 0.537, 1.0, 2.9, 116, 216, 40, 1
8, 23, 184, 2.875, 0.255, 1.0, 2.14, 47, 184, 22, 1
10, 44, 440, 4.4, 0.441, 0.92, 2.94, 194, 405, 66, 1
7, 6, 42, 0.857, 0.333, 0.643, 1.75, 14, 27, 8, 1
9, 91, 819, 10.111, 0.32, 0.773, 2.2, 262, 633, 119, 1
9, 30, 270, 3.333, 0.304, 0.711, 1.86, 82, 192, 44, 1
10, 100, 1000, 10.0, 0.436, 0.91, 2.53, 436, 910, 172, 1
7, 9, 63, 1.286, 0.349, 0.746, 1.69, 22, 47, 13, 1
6, 13, 78, 2.167, 0.359, 0.885, 1.65, 28, 69, 17, 1
9, 158, 1422, 17.556, 0.217, 0.535, 1.45, 308, 761, 212, 1
9, 19, 171, 2.111, 0.386, 0.912, 2.2, 66, 156, 30, 1
9, 321, 2889, 35.667, 0.154, 0.553, 1.32, 446, 1597, 339, 1
7, 87, 609, 12.429, 0.232, 0.589, 1.27, 141, 359, 111, 1
3, 3, 9, 1.0, 0.889, 0.889, 8.0, 8, 8, 1, 1
5, 18, 90, 3.6, 0.4, 0.811, 1.64, 36, 73, 22, 1
9, 43, 387, 4.778, 0.274, 0.605, 1.68, 106, 234, 63, 1
8, 8, 64, 1.0, 0.234, 0.328, 5.0, 15, 21, 3, 1
7, 38, 266, 5.429, 0.338, 0.729, 1.55, 90, 194, 58, 1
7, 54, 378, 7.714, 0.497, 0.849, 3.42, 188, 321, 55, 1
7, 100, 700, 14.286, 0.411, 0.849, 1.83, 288, 594, 157, 1
8, 133, 1064, 16.625, 0.272, 0.825, 1.78, 289, 878, 162, 1
7, 20, 140, 2.857, 0.421, 0.829, 2.46, 59, 116, 24, 1
10, 52, 520, 5.2, 0.294, 0.675, 2.13, 153, 351, 72, 1
11, 22, 242, 2.0, 0.649, 0.847, 8.72, 157, 205, 18, 1
11, 87, 957, 7.909, 0.253, 0.662, 1.89, 242, 634, 128, 1
9, 6, 54, 0.667, 0.5, 0.593, 13.5, 27, 32, 2, 1
11, 43, 473, 3.909, 0.334, 0.875, 2.47, 158, 414, 64, 1
6, 40, 240, 6.667, 0.296, 0.729, 1.37, 71, 175, 52, 1
11, 38, 418, 3.455, 0.328, 0.852, 1.96, 137, 356, 70, 1
10, 35, 350, 3.5, 0.331, 0.686, 1.93, 116, 240, 60, 1
8, 14, 112, 1.75, 0.42, 0.848, 2.04, 47, 95, 23, 1
9, 43, 387, 4.778, 0.388, 0.886, 2.73, 150, 343, 55, 1
14, 421, 5894, 30.071, 0.379, 0.581, 4.8, 2236, 3424, 466, 1
6, 49, 294, 8.167, 0.32, 0.527, 2.94, 94, 155, 32, 1
8, 69, 552, 8.625, 0.366, 0.897, 1.94, 202, 495, 104, 1
8, 32, 256, 4.0, 0.402, 0.898, 1.81, 103, 230, 57, 1
8, 12, 96, 1.5, 0.417, 0.969, 2.11, 40, 93, 19, 1
17, 19, 323, 1.118, 0.362, 0.381, 58.5, 117, 123, 2, 1
13, 277, 3601, 21.308, 0.293, 0.636, 2.59, 1054, 2292, 407, 1
8, 104, 832, 13.0, 0.575, 0.87, 3.71, 478, 724, 129, 1
9, 33, 297, 3.667, 0.377, 0.842, 2.24, 112, 250, 50, 1
8, 271, 2168, 33.875, 0.217, 0.786, 1.29, 470, 1704, 364, 1
9, 533, 4797, 59.222, 0.166, 0.803, 1.3, 797, 3853, 612, 1
10, 176, 1760, 17.6, 0.181, 0.552, 1.36, 319, 972, 235, 1
8, 43, 344, 5.375, 0.398, 0.945, 1.69, 137, 325, 81, 1
10, 57, 570, 5.7, 0.407, 0.739, 2.94, 232, 421, 79, 1
9, 175, 1575, 19.444, 0.19, 0.568, 1.35, 299, 894, 221, 1
7, 18, 126, 2.571, 0.278, 0.976, 1.35, 35, 123, 26, 1
9, 535, 4815, 59.444, 0.157, 0.594, 1.23, 757, 2861, 617, 1
8, 19, 152, 2.375, 0.368, 1.0, 1.75, 56, 152, 32, 1
5, 7, 35, 1.4, 0.6, 1.0, 2.33, 21, 35, 9, 1
8, 84, 672, 10.5, 0.229, 0.689, 1.4, 154, 463, 110, 1
13, 188, 2444, 14.462, 0.188, 0.71, 1.67, 460, 1736, 275, 1
11, 100, 1100, 9.091, 0.456, 0.882, 3.04, 502, 970, 165, 1
9, 184, 1656, 20.444, 0.206, 0.659, 1.36, 341, 1091, 251, 1
8, 16, 128, 2.0, 0.422, 0.992, 1.86, 54, 127, 29, 1
9, 20, 180, 2.222, 0.339, 0.872, 2.35, 61, 157, 26, 1
9, 37, 333, 4.111, 0.333, 0.655, 2.22, 111, 218, 50, 1
24, 187, 4488, 7.792, 0.485, 0.918, 8.16, 2178, 4122, 267, 1
11, 89, 979, 8.091, 0.17, 0.706, 2.72, 166, 691, 61, 1
4, 89, 356, 22.25, 0.34, 0.916, 1.64, 121, 326, 74, 1
8, 13, 104, 1.625, 0.404, 0.99, 2.1, 42, 103, 20, 1
9, 169, 1521, 18.778, 0.333, 0.726, 2.3, 507, 1104, 220, 1
14, 435, 6090, 31.071, 0.355, 0.571, 4.58, 2164, 3478, 472, 1
7, 41, 287, 5.857, 0.355, 0.857, 1.85, 102, 246, 55, 1
5, 4, 20, 0.8, 0.6, 1.0, 2.4, 12, 20, 5, 1
10, 48, 480, 4.8, 0.331, 0.742, 2.37, 159, 356, 67, 1
7, 17, 119, 2.429, 0.429, 0.908, 1.89, 51, 108, 27, 1
13, 58, 754, 4.462, 0.336, 0.599, 3.2, 253, 452, 79, 1
6, 96, 576, 16.0, 0.234, 0.668, 2.01, 135, 385, 67, 1
8, 103, 824, 12.875, 0.425, 0.933, 2.71, 350, 769, 129, 1
8, 101, 808, 12.625, 0.222, 0.834, 1.29, 179, 674, 139, 1
8, 51, 408, 6.375, 0.306, 0.637, 1.95, 125, 260, 64, 1
7, 109, 763, 15.571, 0.283, 0.543, 1.93, 216, 414, 112, 1
11, 50, 550, 4.545, 0.255, 0.56, 1.89, 140, 308, 74, 1
8, 39, 312, 4.875, 0.362, 0.881, 1.74, 113, 275, 65, 1
8, 75, 600, 9.375, 0.375, 0.86, 2.05, 225, 516, 110, 1
8, 16, 128, 2.0, 0.43, 1.0, 2.04, 55, 128, 27, 1
8, 30, 240, 3.75, 0.242, 0.821, 1.53, 58, 197, 38, 1
10, 47, 470, 4.7, 0.223, 0.706, 1.62, 105, 332, 65, 1
5, 14, 70, 2.8, 0.386, 0.857, 1.69, 27, 60, 16, 1
7, 43, 301, 6.143, 0.246, 0.947, 1.32, 74, 285, 56, 1
11, 75, 825, 6.818, 0.27, 0.679, 2.08, 223, 560, 107, 1
15, 67, 1005, 4.467, 0.293, 0.607, 3.59, 294, 610, 82, 1
9, 18, 162, 2.0, 0.414, 0.877, 2.31, 67, 142, 29, 1
8, 31, 248, 3.875, 0.371, 0.782, 2.0, 92, 194, 46, 1
7, 7, 49, 1.0, 0.306, 0.959, 1.67, 15, 47, 9, 1
8, 75, 600, 9.375, 0.373, 0.955, 1.95, 224, 573, 115, 1
9, 25, 225, 2.778, 0.378, 0.938, 2.13, 85, 211, 40, 1
10, 23, 230, 2.3, 0.348, 0.891, 2.22, 80, 205, 36, 1
6, 96, 576, 16.0, 0.319, 0.703, 2.3, 184, 405, 80, 1
7, 8, 56, 1.143, 0.268, 0.768, 1.07, 15, 43, 14, 1
10, 80, 800, 8.0, 0.553, 0.719, 5.08, 442, 575, 87, 1
10, 18, 180, 1.8, 0.294, 0.911, 1.89, 53, 164, 28, 1
9, 63, 567, 7.0, 0.298, 0.787, 2.01, 169, 446, 84, 1
5, 29, 145, 5.8, 0.4, 0.966, 1.61, 58, 140, 36, 1
10, 29, 290, 2.9, 0.29, 0.803, 1.83, 84, 233, 46, 1
12, 271, 3252, 22.583, 0.259, 0.689, 1.99, 843, 2241, 423, 1
10, 508, 5080, 50.8, 0.1, 0.343, 1.36, 506, 1742, 372, 1
5, 13, 65, 2.6, 0.4, 1.0, 1.18, 26, 65, 22, 1
10, 20, 200, 2.0, 0.375, 0.855, 2.27, 75, 171, 33, 1
6, 18, 108, 3.0, 0.444, 0.991, 1.71, 48, 107, 28, 1
11, 71, 781, 6.455, 0.37, 0.726, 2.41, 289, 567, 120, 1
17, 110, 1870, 6.471, 0.175, 0.603, 1.46, 328, 1128, 224, 1
5, 7, 35, 1.4, 0.429, 0.857, 5.0, 15, 30, 3, 1
9, 168, 1512, 18.667, 0.268, 0.661, 1.89, 405, 1000, 214, 1
9, 53, 477, 5.889, 0.317, 0.805, 1.66, 151, 384, 91, 1
8, 20, 160, 2.5, 0.394, 0.944, 2.25, 63, 151, 28, 1
8, 53, 424, 6.625, 0.33, 0.894, 1.63, 140, 379, 86, 1
8, 82, 656, 10.25, 0.398, 0.951, 2.51, 261, 624, 104, 1
9, 23, 207, 2.556, 0.362, 0.831, 1.92, 75, 172, 39, 1
6, 20, 120, 3.333, 0.175, 0.792, 1.5, 21, 95, 14, 1
10, 51, 510, 5.1, 0.28, 0.814, 1.66, 143, 415, 86, 1
6, 89, 534, 14.833, 0.303, 0.79, 1.82, 162, 422, 89, 1
18, 48, 864, 2.667, 0.264, 0.524, 4.3, 228, 453, 53, 1
7, 123, 861, 17.571, 0.139, 0.674, 1.26, 120, 580, 95, 1
9, 92, 828, 10.222, 0.286, 0.885, 1.93, 237, 733, 123, 1
13, 407, 5291, 31.308, 0.266, 0.649, 2.31, 1406, 3435, 609, 1
5, 13, 65, 2.6, 0.308, 0.831, 1.82, 20, 54, 11, 1
9, 232, 2088, 25.778, 0.274, 0.782, 1.76, 573, 1633, 326, 1
9, 49, 441, 5.444, 0.265, 0.744, 1.6, 117, 328, 73, 1
9, 107, 963, 11.889, 0.383, 0.858, 2.22, 369, 826, 166, 1
8, 19, 152, 2.375, 0.382, 0.724, 1.93, 58, 110, 30, 1
10, 145, 1450, 14.5, 0.278, 0.724, 1.9, 403, 1050, 212, 1
7, 24, 168, 3.429, 0.244, 0.774, 1.46, 41, 130, 28, 1
6, 59, 354, 9.833, 0.268, 0.692, 1.27, 95, 245, 75, 1
6, 4, 24, 0.667, 0.583, 0.792, 3.5, 14, 19, 4, 1
8, 127, 1016, 15.875, 0.314, 0.825, 1.98, 319, 838, 161, 1
8, 39, 312, 4.875, 0.304, 0.756, 1.38, 95, 236, 69, 1
11, 24, 264, 2.182, 0.307, 0.795, 2.08, 81, 210, 39, 1
5, 28, 140, 5.6, 0.307, 0.821, 1.39, 43, 115, 31, 1
6, 7, 42, 1.167, 0.31, 0.786, 1.86, 13, 33, 7, 1
9, 4, 36, 0.444, 0.472, 0.861, 5.67, 17, 31, 3, 1
8, 79, 632, 9.875, 0.375, 0.956, 2.12, 237, 604, 112, 1
8, 50, 400, 6.25, 0.405, 0.993, 1.93, 162, 397, 84, 1
7, 46, 322, 6.571, 0.155, 0.587, 4.17, 50, 189, 12, 1
9, 28, 252, 3.111, 0.258, 0.607, 1.51, 65, 153, 43, 1
8, 21, 168, 2.625, 0.232, 0.643, 1.3, 39, 108, 30, 1
10, 262, 2620, 26.2, 0.19, 0.601, 1.32, 499, 1575, 377, 1
8, 74, 592, 9.25, 0.568, 0.983, 3.11, 336, 582, 108, 1
27, 267, 7209, 9.889, 0.362, 0.674, 4.36, 2610, 4860, 599, 1
9, 333, 2997, 37.0, 0.237, 0.671, 1.57, 711, 2011, 452, 1
17, 24, 408, 1.412, 0.36, 0.708, 5.88, 147, 289, 25, 1
16, 205, 3280, 12.813, 0.401, 0.799, 5.36, 1314, 2622, 245, 1
11, 8, 88, 0.727, 0.58, 1.0, 5.1, 51, 88, 10, 1
11, 22, 242, 2.0, 0.293, 0.798, 2.37, 71, 193, 30, 1
10, 27, 270, 2.7, 0.63, 0.833, 6.07, 170, 225, 28, 1
9, 150, 1350, 16.667, 0.284, 0.756, 1.76, 384, 1020, 218, 1
8, 92, 736, 11.5, 0.359, 0.913, 1.75, 264, 672, 151, 1
6, 20, 120, 3.333, 0.333, 0.942, 1.21, 40, 113, 33, 1
11, 272, 2992, 24.727, 0.171, 0.61, 1.47, 511, 1824, 348, 1
7, 23, 161, 3.286, 0.273, 0.839, 1.47, 44, 135, 30, 1
7, 59, 413, 8.429, 0.15, 0.576, 1.38, 62, 238, 45, 1
10, 141, 1410, 14.1, 0.236, 0.645, 2.25, 333, 910, 148, 1
6, 4, 24, 0.667, 0.5, 0.75, 6.0, 12, 18, 2, 1
8, 5, 40, 0.625, 0.425, 1.0, 1.55, 17, 40, 11, 1
10, 126, 1260, 12.6, 0.41, 0.833, 2.63, 516, 1049, 196, 1
7, 28, 196, 4.0, 0.27, 0.75, 1.36, 53, 147, 39, 1
7, 4, 28, 0.571, 0.25, 0.857, 2.33, 7, 24, 3, 1
7, 34, 238, 4.857, 0.298, 0.937, 1.31, 71, 223, 54, 1
6, 17, 102, 2.833, 0.343, 0.873, 1.3, 35, 89, 27, 1
7, 8, 56, 1.143, 0.357, 0.804, 2.0, 20, 45, 10, 1
9, 250, 2250, 27.778, 0.347, 0.737, 2.44, 781, 1659, 320, 1
8, 19, 152, 2.375, 0.309, 0.98, 1.52, 47, 149, 31, 1
7, 12, 84, 1.714, 0.393, 0.69, 2.36, 33, 58, 14, 1
12, 101, 1212, 8.417, 0.292, 0.792, 1.99, 354, 960, 178, 1
11, 84, 924, 7.636, 0.262, 0.82, 1.69, 242, 758, 143, 1
7, 14, 98, 2.0, 0.245, 0.867, 1.85, 24, 85, 13, 1
10, 262, 2620, 26.2, 0.185, 0.655, 1.31, 484, 1715, 369, 1
7, 65, 455, 9.286, 0.215, 0.798, 1.38, 98, 363, 71, 1
7, 13, 91, 1.857, 0.319, 0.846, 1.61, 29, 77, 18, 1
8, 63, 504, 7.875, 0.321, 0.954, 1.82, 162, 481, 89, 1
12, 117, 1404, 9.75, 0.251, 0.635, 1.86, 353, 891, 190, 1
9, 83, 747, 9.222, 0.289, 0.751, 1.93, 216, 561, 112, 1
6, 10, 60, 1.667, 0.183, 0.65, 1.83, 11, 39, 6, 1
7, 16, 112, 2.286, 0.42, 0.768, 2.14, 47, 86, 22, 1
7, 11, 77, 1.571, 0.416, 0.961, 1.6, 32, 74, 20, 1
8, 24, 192, 3.0, 0.203, 0.568, 1.7, 39, 109, 23, 1
9, 536, 4824, 59.556, 0.126, 0.493, 1.34, 609, 2377, 456, 1
10, 19, 190, 1.9, 0.611, 0.874, 8.92, 116, 166, 13, 1
11, 32, 352, 2.909, 0.332, 0.815, 1.86, 117, 287, 63, 1
8, 23, 184, 2.875, 0.375, 0.88, 2.09, 69, 162, 33, 1
8, 152, 1216, 19.0, 0.199, 0.677, 1.27, 242, 823, 191, 1
7, 6, 42, 0.857, 0.381, 1.0, 2.29, 16, 42, 7, 1
7, 98, 686, 14.0, 0.254, 0.608, 1.53, 174, 417, 114, 1
9, 40, 360, 4.444, 0.319, 0.919, 2.35, 115, 331, 49, 1
8, 14, 112, 1.75, 0.268, 0.554, 3.0, 30, 62, 10, 1
12, 8, 96, 0.667, 0.615, 0.969, 5.9, 59, 93, 10, 1
7, 63, 441, 9.0, 0.317, 0.991, 1.71, 140, 437, 82, 1
9, 49, 441, 5.444, 0.265, 0.653, 1.36, 117, 288, 86, 1
9, 20, 180, 2.222, 0.55, 0.733, 9.9, 99, 132, 10, 1
9, 508, 4572, 56.444, 0.188, 0.597, 1.49, 861, 2731, 579, 1
8, 25, 200, 3.125, 0.24, 0.91, 1.45, 48, 182, 33, 1
9, 114, 1026, 12.667, 0.272, 0.741, 1.86, 279, 760, 150, 1
7, 2, 14, 0.286, 0.643, 0.929, 2.25, 9, 13, 4, 1
10, 46, 460, 4.6, 0.363, 0.843, 2.01, 167, 388, 83, 1
74, 183, 13542, 2.473, 0.544, 0.612, 127.0, 7366, 8289, 58, 1
8, 45, 360, 5.625, 0.367, 0.897, 2.44, 132, 323, 54, 1
7, 14, 98, 2.0, 0.367, 0.786, 1.57, 36, 77, 23, 1
8, 20, 160, 2.5, 0.263, 0.613, 2.0, 42, 98, 21, 1
22, 72, 1584, 3.273, 0.52, 0.856, 10.04, 823, 1356, 82, 1
7, 13, 91, 1.857, 0.33, 0.923, 1.76, 30, 84, 17, 1
7, 31, 217, 4.429, 0.276, 0.788, 1.25, 60, 171, 48, 1
7, 16, 112, 2.286, 0.295, 0.92, 1.18, 33, 103, 28, 1
8, 24, 192, 3.0, 0.318, 0.688, 2.65, 61, 132, 23, 1
12, 71, 852, 5.917, 0.481, 0.757, 5.86, 410, 645, 70, 1
10, 30, 300, 3.0, 0.357, 0.87, 2.14, 107, 261, 50, 1
9, 19, 171, 2.111, 0.292, 0.76, 2.63, 50, 130, 19, 1
7, 11, 77, 1.571, 0.312, 1.0, 1.33, 24, 77, 18, 1
10, 272, 2720, 27.2, 0.211, 0.772, 1.43, 573, 2101, 401, 1
17, 403, 6851, 23.706, 0.349, 0.521, 5.43, 2388, 3568, 440, 1
6, 29, 174, 4.833, 0.339, 0.874, 1.51, 59, 152, 39, 1
11, 228, 2508, 20.727, 0.282, 0.621, 2.96, 708, 1558, 239, 1
7, 27, 189, 3.857, 0.344, 1.0, 1.97, 65, 189, 33, 1
8, 6, 48, 0.75, 0.313, 0.792, 3.0, 15, 38, 5, 1
9, 81, 729, 9.0, 0.388, 0.897, 2.38, 283, 654, 119, 1
7, 20, 140, 2.857, 0.229, 0.864, 1.19, 32, 121, 27, 1
6, 81, 486, 13.5, 0.282, 0.957, 1.34, 137, 465, 102, 1
7, 190, 1330, 27.143, 0.293, 0.847, 1.79, 390, 1126, 218, 1
12, 168, 2016, 14.0, 0.255, 0.719, 2.1, 515, 1449, 245, 1
6, 13, 78, 2.167, 0.295, 0.692, 1.53, 23, 54, 15, 1
7, 20, 140, 2.857, 0.464, 0.986, 2.32, 65, 138, 28, 1
10, 272, 2720, 27.2, 0.187, 0.649, 1.38, 508, 1765, 368, 1
7, 13, 91, 1.857, 0.209, 0.846, 2.71, 19, 77, 7, 1
10, 50, 500, 5.0, 0.268, 0.764, 1.94, 134, 382, 69, 1
4, 16, 64, 4.0, 0.391, 0.938, 1.67, 25, 60, 15, 1
9, 16, 144, 1.778, 0.215, 0.764, 1.55, 31, 110, 20, 1
11, 99, 1089, 9.0, 0.23, 0.601, 2.14, 250, 654, 117, 1
11, 19, 209, 1.727, 0.378, 0.9, 1.93, 79, 188, 41, 1
6, 37, 222, 6.167, 0.306, 0.811, 1.42, 68, 180, 48, 1
9, 19, 171, 2.111, 0.269, 0.643, 1.35, 46, 110, 34, 1
9, 21, 189, 2.333, 0.302, 0.614, 1.9, 57, 116, 30, 1
8, 14, 112, 1.75, 0.402, 1.0, 1.55, 45, 112, 29, 1
8, 48, 384, 6.0, 0.31, 0.807, 1.92, 119, 310, 62, 1
8, 20, 160, 2.5, 0.394, 0.863, 2.1, 63, 138, 30, 1
9, 81, 729, 9.0, 0.322, 0.819, 2.22, 235, 597, 106, 1
10, 28, 280, 2.8, 0.311, 0.957, 1.78, 87, 268, 49, 1
5, 12, 60, 2.4, 0.55, 0.983, 2.2, 33, 59, 15, 1
15, 300, 4500, 20.0, 0.252, 0.576, 2.36, 1136, 2594, 481, 1
24, 178, 4272, 7.417, 0.483, 0.933, 8.0, 2063, 3987, 258, 1
8, 69, 552, 8.625, 0.205, 0.826, 1.38, 113, 456, 82, 1
7, 86, 602, 12.286, 0.294, 0.701, 1.69, 177, 422, 105, 1
9, 285, 2565, 31.667, 0.338, 0.765, 2.42, 866, 1961, 358, 1
18, 24, 432, 1.333, 0.454, 0.75, 5.76, 196, 324, 34, 1
10, 27, 270, 2.7, 0.3, 0.644, 1.98, 81, 174, 41, 1
9, 36, 324, 4.0, 0.611, 0.926, 3.36, 198, 300, 59, 1
7, 23, 161, 3.286, 0.348, 1.0, 1.37, 56, 161, 41, 1
9, 535, 4815, 59.444, 0.136, 0.498, 1.39, 655, 2399, 470, 1
9, 111, 999, 12.333, 0.218, 0.81, 1.7, 218, 809, 128, 1
7, 4, 28, 0.571, 0.429, 0.714, 2.4, 12, 20, 5, 1
10, 108, 1080, 10.8, 0.319, 0.746, 2.14, 345, 806, 161, 1
6, 7, 42, 1.167, 0.333, 0.952, 1.4, 14, 40, 10, 1
16, 24, 384, 1.5, 0.393, 0.935, 4.72, 151, 359, 32, 1
9, 280, 2520, 31.111, 0.165, 0.684, 1.24, 415, 1724, 336, 1
7, 20, 140, 2.857, 0.493, 0.979, 1.82, 69, 137, 38, 1
9, 83, 747, 9.222, 0.284, 0.849, 1.91, 212, 634, 111, 1
8, 82, 656, 10.25, 0.434, 0.75, 2.91, 285, 492, 98, 1
8, 145, 1160, 18.125, 0.156, 0.773, 1.24, 181, 897, 146, 1
9, 299, 2691, 33.222, 0.226, 0.705, 1.58, 607, 1896, 385, 1
9, 21, 189, 2.333, 0.497, 0.958, 3.62, 94, 181, 26, 1
7, 76, 532, 10.857, 0.301, 0.859, 1.38, 160, 457, 116, 1
10, 279, 2790, 27.9, 0.377, 0.687, 2.7, 1052, 1916, 389, 1
8, 13, 104, 1.625, 0.365, 0.808, 1.9, 38, 84, 20, 1
9, 37, 333, 4.111, 0.444, 0.898, 2.08, 148, 299, 71, 1
8, 19, 152, 2.375, 0.395, 0.704, 1.94, 60, 107, 31, 1
9, 85, 765, 9.444, 0.308, 0.744, 1.95, 236, 569, 121, 1
10, 46, 460, 4.6, 0.3, 0.604, 2.09, 138, 278, 66, 1
5, 4, 20, 0.8, 0.45, 0.45, 9.0, 9, 9, 1, 1
10, 35, 350, 3.5, 0.337, 0.711, 2.62, 118, 249, 45, 1
10, 19, 190, 1.9, 0.6, 0.895, 8.14, 114, 170, 14, 1
7, 10, 70, 1.429, 0.329, 1.0, 1.77, 23, 70, 13, 1
8, 151, 1208, 18.875, 0.174, 0.627, 1.18, 210, 758, 178, 1
25, 84, 2100, 3.36, 0.443, 0.82, 8.45, 930, 1722, 110, 1
7, 39, 273, 5.571, 0.33, 0.853, 1.43, 90, 233, 63, 1
8, 12, 96, 1.5, 0.396, 0.969, 1.65, 38, 93, 23, 1
9, 258, 2322, 28.667, 0.173, 0.581, 1.28, 401, 1350, 313, 1
9, 9, 81, 1.0, 0.346, 0.877, 2.8, 28, 71, 10, 1
7, 33, 231, 4.714, 0.342, 0.74, 1.49, 79, 171, 53, 1
4, 18, 72, 4.5, 0.25, 0.528, 2.57, 18, 38, 7, 1
14, 399, 5586, 28.5, 0.383, 0.593, 5.04, 2142, 3315, 425, 1
9, 41, 369, 4.556, 0.201, 0.653, 1.3, 74, 241, 57, 1
10, 124, 1240, 12.4, 0.473, 0.814, 3.43, 587, 1009, 171, 1
9, 138, 1242, 15.333, 0.155, 0.717, 1.34, 193, 890, 144, 1
7, 158, 1106, 22.571, 0.239, 0.952, 1.33, 264, 1053, 198, 1
10, 47, 470, 4.7, 0.338, 0.698, 2.3, 159, 328, 69, 1
10, 336, 3360, 33.6, 0.163, 0.623, 1.32, 549, 2094, 415, 1
14, 269, 3766, 19.214, 0.337, 0.625, 4.61, 1271, 2353, 276, 1
8, 69, 552, 8.625, 0.312, 0.842, 1.91, 172, 465, 90, 1
13, 297, 3861, 22.846, 0.409, 0.6, 4.97, 1579, 2318, 318, 1
25, 291, 7275, 11.64, 0.456, 0.934, 7.29, 3315, 6796, 455, 1
5, 63, 315, 12.6, 0.21, 0.914, 1.47, 66, 288, 45, 1
8, 14, 112, 1.75, 0.375, 0.839, 2.1, 42, 94, 20, 1
6, 15, 90, 2.5, 0.278, 0.744, 1.92, 25, 67, 13, 1
10, 183, 1830, 18.3, 0.267, 0.682, 1.67, 488, 1248, 293, 1
10, 11, 110, 1.1, 0.373, 1.0, 1.58, 41, 110, 26, 1
12, 91, 1092, 7.583, 0.281, 0.59, 2.46, 307, 644, 125, 1
8, 206, 1648, 25.75, 0.236, 0.793, 1.64, 389, 1307, 237, 1
7, 26, 182, 3.714, 0.374, 0.846, 1.66, 68, 154, 41, 1
4, 99, 396, 24.75, 0.503, 0.942, 2.4, 199, 373, 83, 1
13, 121, 1573, 9.308, 0.376, 0.69, 3.72, 591, 1086, 159, 1
8, 215, 1720, 26.875, 0.404, 0.789, 2.91, 695, 1357, 239, 1
24, 282, 6768, 11.75, 0.443, 0.878, 7.8, 2995, 5944, 384, 1
7, 56, 392, 8.0, 0.319, 0.829, 1.45, 125, 325, 86, 1
11, 261, 2871, 23.727, 0.231, 0.596, 1.87, 662, 1711, 354, 1
10, 154, 1540, 15.4, 0.315, 0.639, 2.53, 485, 984, 192, 1
11, 337, 3707, 30.636, 0.179, 0.648, 2.09, 664, 2402, 318, 1
11, 52, 572, 4.727, 0.28, 0.605, 2.05, 160, 346, 78, 1
10, 535, 5350, 53.5, 0.166, 0.681, 1.32, 889, 3646, 671, 1
14, 371, 5194, 26.5, 0.38, 0.59, 4.85, 1975, 3066, 407, 1
8, 14, 112, 1.75, 0.411, 0.991, 2.56, 46, 111, 18, 1
9, 108, 972, 12.0, 0.247, 0.855, 1.69, 240, 831, 142, 1
11, 8, 88, 0.727, 0.261, 1.0, 2.09, 23, 88, 11, 1
7, 35, 245, 5.0, 0.245, 0.804, 1.36, 60, 197, 44, 1
5, 25, 125, 5.0, 0.4, 0.928, 1.52, 50, 116, 33, 1
