@relation  page-blocks
@attribute Height numeric
@attribute Lenght numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute P_and numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Blackand numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}


@data
7, 197, 1379, 28.143, 0.072, 0.326, 1.5, 99, 450, 66, 1
12, 14, 168, 1.167, 0.357, 0.958, 2.31, 60, 161, 26, 1
9, 314, 2826, 34.889, 0.156, 0.587, 1.25, 440, 1659, 352, 1
8, 80, 640, 10.0, 0.184, 0.544, 1.4, 118, 348, 84, 1
5, 2, 10, 0.4, 0.8, 0.8, 8.0, 8, 8, 1, 1
10, 9, 90, 0.9, 0.667, 0.689, 30.0, 60, 62, 2, 1
7, 54, 378, 7.714, 0.254, 0.608, 1.39, 96, 230, 69, 1
9, 7, 63, 0.778, 0.349, 0.603, 3.67, 22, 38, 6, 1
8, 34, 272, 4.25, 0.371, 0.765, 2.1, 101, 208, 48, 1
20, 19, 380, 0.95, 0.495, 0.713, 12.53, 188, 271, 15, 1
9, 77, 693, 8.556, 0.486, 0.97, 2.63, 337, 672, 128, 1
9, 116, 1044, 12.889, 0.339, 0.88, 1.86, 354, 919, 190, 1
9, 15, 135, 1.667, 0.407, 0.844, 2.29, 55, 114, 24, 1
10, 54, 540, 5.4, 0.306, 0.689, 1.94, 165, 372, 85, 1
11, 22, 242, 2.0, 0.624, 0.88, 9.44, 151, 213, 16, 1
11, 84, 924, 7.636, 0.279, 0.679, 2.35, 258, 627, 110, 1
9, 6, 54, 0.667, 0.667, 0.759, 18.0, 36, 41, 2, 1
5, 96, 480, 19.2, 0.404, 0.817, 2.77, 194, 392, 70, 1
10, 25, 250, 2.5, 0.408, 0.68, 2.43, 102, 170, 42, 1
10, 41, 410, 4.1, 0.324, 0.81, 1.87, 133, 332, 71, 1
10, 36, 360, 3.6, 0.356, 0.672, 2.33, 128, 242, 55, 1
9, 12, 108, 1.333, 0.407, 0.898, 1.63, 44, 97, 27, 1
16, 24, 384, 1.5, 0.411, 0.872, 4.51, 158, 335, 35, 1
16, 359, 5744, 22.438, 0.376, 0.652, 5.41, 2158, 3747, 399, 1
10, 29, 290, 2.9, 0.221, 0.572, 3.56, 64, 166, 18, 1
8, 70, 560, 8.75, 0.332, 0.896, 1.66, 186, 502, 112, 1
8, 32, 256, 4.0, 0.375, 0.98, 2.09, 96, 251, 46, 1
7, 14, 98, 2.0, 0.357, 0.939, 1.84, 35, 92, 19, 1
7, 53, 371, 7.571, 0.089, 0.245, 1.5, 33, 91, 22, 1
37, 101, 3737, 2.73, 0.282, 0.695, 2.44, 1053, 2596, 432, 1
12, 71, 852, 5.917, 0.608, 0.866, 5.95, 518, 738, 87, 1
8, 38, 304, 4.75, 0.461, 0.803, 2.3, 140, 244, 61, 1
9, 251, 2259, 27.889, 0.187, 0.672, 1.33, 423, 1517, 317, 1
11, 413, 4543, 37.545, 0.356, 0.806, 2.44, 1619, 3662, 664, 1
9, 195, 1755, 21.667, 0.126, 0.383, 1.53, 221, 673, 144, 1
8, 42, 336, 5.25, 0.423, 0.979, 2.37, 142, 329, 60, 1
5, 116, 580, 23.2, 0.376, 0.784, 2.18, 218, 455, 100, 1
9, 172, 1548, 19.111, 0.167, 0.678, 1.28, 258, 1050, 202, 1
7, 18, 126, 2.571, 0.365, 0.952, 1.53, 46, 120, 30, 1
9, 534, 4806, 59.333, 0.163, 0.633, 1.34, 784, 3043, 585, 1
8, 19, 152, 2.375, 0.421, 0.974, 1.83, 64, 148, 35, 1
5, 7, 35, 1.4, 0.457, 1.0, 2.0, 16, 35, 8, 1
8, 80, 640, 10.0, 0.197, 0.769, 1.48, 126, 492, 85, 1
9, 271, 2439, 30.111, 0.285, 0.707, 1.82, 696, 1724, 382, 1
7, 153, 1071, 21.857, 0.467, 0.97, 2.75, 500, 1039, 182, 1
11, 155, 1705, 14.091, 0.257, 0.584, 2.09, 438, 995, 210, 1
4, 32, 128, 8.0, 0.313, 1.0, 2.11, 40, 128, 19, 1
9, 20, 180, 2.222, 0.339, 0.772, 1.74, 61, 139, 35, 1
9, 37, 333, 4.111, 0.3, 0.694, 2.0, 100, 231, 50, 1
25, 186, 4650, 7.44, 0.478, 0.953, 7.16, 2221, 4433, 310, 1
9, 107, 963, 11.889, 0.191, 0.739, 1.36, 184, 712, 135, 1
11, 32, 352, 2.909, 0.301, 0.895, 1.89, 106, 315, 56, 1
8, 13, 104, 1.625, 0.49, 0.913, 2.68, 51, 95, 19, 1
10, 151, 1510, 15.1, 0.381, 0.785, 3.48, 575, 1186, 165, 1
12, 500, 6000, 41.667, 0.264, 0.595, 2.45, 1584, 3568, 646, 1
9, 32, 288, 3.556, 0.365, 0.781, 2.23, 105, 225, 47, 1
2, 11, 22, 5.5, 0.409, 0.955, 9.0, 9, 21, 1, 1
5, 96, 480, 19.2, 0.329, 0.717, 2.14, 158, 344, 74, 1
10, 12, 120, 1.2, 0.55, 0.875, 4.71, 66, 105, 14, 1
9, 86, 774, 9.556, 0.301, 0.647, 2.22, 233, 501, 105, 1
9, 61, 549, 6.778, 0.213, 0.683, 1.6, 117, 375, 73, 1
10, 79, 790, 7.9, 0.385, 0.88, 2.13, 304, 695, 143, 1
9, 91, 819, 10.111, 0.206, 0.731, 1.37, 169, 599, 123, 1
10, 40, 400, 4.0, 0.295, 0.68, 1.9, 118, 272, 62, 1
20, 39, 780, 1.95, 0.232, 0.585, 3.42, 181, 456, 53, 1
14, 38, 532, 2.714, 0.244, 0.489, 2.95, 130, 260, 44, 1
8, 38, 304, 4.75, 0.408, 0.964, 1.65, 124, 293, 75, 1
9, 65, 585, 7.222, 0.463, 0.901, 2.66, 271, 527, 102, 1
7, 19, 133, 2.714, 0.451, 0.97, 2.73, 60, 129, 22, 1
8, 30, 240, 3.75, 0.225, 0.671, 1.23, 54, 161, 44, 1
7, 71, 497, 10.143, 0.193, 0.672, 1.43, 96, 334, 67, 1
10, 7, 70, 0.7, 0.357, 0.757, 2.78, 25, 53, 9, 1
9, 33, 297, 3.667, 0.347, 0.929, 2.58, 103, 276, 40, 1
7, 121, 847, 17.286, 0.276, 0.607, 1.79, 234, 514, 131, 1
7, 143, 1001, 20.429, 0.105, 0.526, 1.28, 105, 527, 82, 1
9, 18, 162, 2.0, 0.623, 0.864, 7.77, 101, 140, 13, 1
10, 25, 250, 2.5, 0.392, 0.808, 2.51, 98, 202, 39, 1
7, 7, 49, 1.0, 0.367, 1.0, 1.38, 18, 49, 13, 1
8, 76, 608, 9.5, 0.388, 0.903, 2.11, 236, 549, 112, 1
5, 43, 215, 8.6, 0.405, 0.981, 1.61, 87, 211, 54, 1
7, 33, 231, 4.714, 0.264, 0.844, 1.2, 61, 195, 51, 1
8, 72, 576, 9.0, 0.198, 0.736, 1.25, 114, 424, 91, 1
7, 8, 56, 1.143, 0.161, 0.518, 1.8, 9, 29, 5, 1
11, 71, 781, 6.455, 0.69, 0.95, 7.0, 539, 742, 77, 1
9, 20, 180, 2.222, 0.461, 1.0, 2.59, 83, 180, 32, 1
6, 96, 576, 16.0, 0.217, 0.797, 1.45, 125, 459, 86, 1
7, 21, 147, 3.0, 0.354, 0.939, 1.63, 52, 138, 32, 1
7, 41, 287, 5.857, 0.341, 0.721, 1.58, 98, 207, 62, 1
10, 316, 3160, 31.6, 0.366, 0.673, 2.74, 1158, 2126, 422, 1
9, 535, 4815, 59.444, 0.088, 0.318, 1.37, 425, 1530, 310, 1
8, 8, 64, 1.0, 0.516, 1.0, 2.36, 33, 64, 14, 1
5, 39, 195, 7.8, 0.395, 0.826, 3.67, 77, 161, 21, 1
9, 12, 108, 1.333, 0.37, 1.0, 2.0, 40, 108, 20, 1
15, 54, 810, 3.6, 0.323, 0.689, 2.45, 262, 558, 107, 1
10, 197, 1970, 19.7, 0.144, 0.589, 1.25, 284, 1160, 228, 1
7, 5, 35, 0.714, 0.257, 0.571, 2.25, 9, 20, 4, 1
8, 190, 1520, 23.75, 0.118, 0.62, 1.21, 179, 943, 148, 1
10, 48, 480, 4.8, 0.313, 0.76, 2.5, 150, 365, 60, 1
8, 20, 160, 2.5, 0.525, 0.938, 3.5, 84, 150, 24, 1
10, 42, 420, 4.2, 0.317, 0.85, 2.22, 133, 357, 60, 1
7, 95, 665, 13.571, 0.296, 0.982, 1.64, 197, 653, 120, 1
10, 21, 210, 2.1, 0.362, 0.819, 2.11, 76, 172, 36, 1
8, 15, 120, 1.875, 0.25, 0.808, 2.14, 30, 97, 14, 1
10, 50, 500, 5.0, 0.326, 0.868, 2.01, 163, 434, 81, 1
12, 43, 516, 3.583, 0.31, 0.793, 2.32, 160, 409, 69, 1
8, 109, 872, 13.625, 0.109, 0.508, 1.25, 95, 443, 76, 1
9, 95, 855, 10.556, 0.285, 0.723, 2.1, 244, 618, 116, 1
9, 93, 837, 10.333, 0.323, 0.888, 2.06, 270, 743, 131, 1
16, 337, 5392, 21.063, 0.369, 0.608, 5.15, 1992, 3276, 387, 1
8, 8, 64, 1.0, 0.234, 0.953, 2.5, 15, 61, 6, 1
11, 184, 2024, 16.727, 0.455, 0.76, 4.72, 920, 1539, 195, 1
7, 62, 434, 8.857, 0.189, 0.756, 1.28, 82, 328, 64, 1
9, 108, 972, 12.0, 0.376, 0.815, 2.35, 365, 792, 155, 1
10, 16, 160, 1.6, 0.375, 0.769, 2.14, 60, 123, 28, 1
8, 185, 1480, 23.125, 0.235, 0.659, 1.82, 348, 975, 191, 1
7, 24, 168, 3.429, 0.232, 0.851, 1.22, 39, 143, 32, 1
7, 50, 350, 7.143, 0.266, 0.74, 1.45, 93, 259, 64, 1
6, 4, 24, 0.667, 0.667, 1.0, 4.0, 16, 24, 4, 1
10, 101, 1010, 10.1, 0.442, 0.855, 2.92, 446, 864, 153, 1
7, 44, 308, 6.286, 0.218, 0.734, 1.26, 67, 226, 53, 1
10, 26, 260, 2.6, 0.35, 0.819, 2.33, 91, 213, 39, 1
7, 20, 140, 2.857, 0.336, 0.707, 2.24, 47, 99, 21, 1
6, 7, 42, 1.167, 0.452, 0.833, 2.11, 19, 35, 9, 1
6, 6, 36, 1.0, 0.417, 1.0, 1.88, 15, 36, 8, 1
7, 92, 644, 13.143, 0.292, 0.907, 1.54, 188, 584, 122, 1
9, 45, 405, 5.0, 0.447, 0.896, 3.23, 181, 363, 56, 1
12, 28, 336, 2.333, 0.265, 0.592, 3.07, 89, 199, 29, 1
5, 52, 260, 10.4, 0.208, 0.542, 1.35, 54, 141, 40, 1
3, 56, 168, 18.667, 0.065, 0.5, 1.38, 11, 84, 8, 1
10, 271, 2710, 27.1, 0.176, 0.574, 1.39, 476, 1556, 342, 1
10, 61, 610, 6.1, 0.305, 0.952, 1.98, 186, 581, 94, 1
16, 415, 6640, 25.938, 0.389, 0.675, 5.17, 2582, 4480, 499, 1
13, 242, 3146, 18.615, 0.231, 0.614, 2.33, 726, 1932, 312, 1
10, 41, 410, 4.1, 0.302, 0.69, 2.07, 124, 283, 60, 1
12, 285, 3420, 23.75, 0.411, 0.708, 4.33, 1404, 2421, 324, 1
8, 11, 88, 1.375, 0.443, 1.0, 1.63, 39, 88, 24, 1
7, 35, 245, 5.0, 0.347, 0.771, 1.52, 85, 189, 56, 1
6, 45, 270, 7.5, 0.422, 0.881, 1.73, 114, 238, 66, 1
11, 118, 1298, 10.727, 0.26, 0.817, 2.01, 338, 1061, 168, 1
9, 82, 738, 9.111, 0.32, 0.947, 2.13, 236, 699, 111, 1
7, 17, 119, 2.429, 0.286, 0.916, 1.31, 34, 109, 26, 1
11, 272, 2992, 24.727, 0.281, 0.68, 2.0, 840, 2036, 420, 1
7, 23, 161, 3.286, 0.28, 0.783, 1.29, 45, 126, 35, 1
9, 44, 396, 4.889, 0.258, 0.604, 1.38, 102, 239, 74, 1
12, 118, 1416, 9.833, 0.266, 0.734, 1.99, 377, 1039, 189, 1
6, 4, 24, 0.667, 0.417, 0.5, 5.0, 10, 12, 2, 1
5, 8, 40, 1.6, 0.325, 0.9, 1.63, 13, 36, 8, 1
11, 118, 1298, 10.727, 0.459, 0.742, 4.81, 596, 963, 124, 1
9, 22, 198, 2.444, 0.288, 0.818, 2.48, 57, 162, 23, 1
7, 4, 28, 0.571, 0.536, 1.0, 5.0, 15, 28, 3, 1
8, 30, 240, 3.75, 0.383, 0.983, 1.88, 92, 236, 49, 1
10, 10, 100, 1.0, 0.35, 0.89, 1.94, 35, 89, 18, 1
6, 9, 54, 1.5, 0.296, 0.796, 2.0, 16, 43, 8, 1
8, 271, 2168, 33.875, 0.314, 0.819, 1.82, 681, 1775, 375, 1
5, 31, 155, 6.2, 0.355, 0.974, 1.49, 55, 151, 37, 1
8, 10, 80, 1.25, 0.35, 0.763, 1.75, 28, 61, 16, 1
12, 105, 1260, 8.75, 0.37, 0.717, 2.91, 466, 903, 160, 1
9, 103, 927, 11.444, 0.399, 0.831, 2.98, 370, 770, 124, 1
7, 14, 98, 2.0, 0.327, 0.847, 1.45, 32, 83, 22, 1
10, 261, 2610, 26.1, 0.269, 0.713, 1.81, 701, 1860, 388, 1
7, 66, 462, 9.429, 0.294, 0.924, 1.46, 136, 427, 93, 1
7, 13, 91, 1.857, 0.286, 0.868, 1.37, 26, 79, 19, 1
13, 38, 494, 2.923, 0.33, 0.98, 3.88, 163, 484, 42, 1
9, 163, 1467, 18.111, 0.263, 0.549, 2.82, 386, 805, 137, 1
9, 82, 738, 9.111, 0.306, 0.695, 2.86, 226, 513, 79, 1
6, 10, 60, 1.667, 0.333, 0.75, 1.54, 20, 45, 13, 1
8, 14, 112, 1.75, 0.393, 0.705, 2.32, 44, 79, 19, 1
6, 13, 78, 2.167, 0.538, 0.923, 2.63, 42, 72, 16, 1
9, 23, 207, 2.556, 0.213, 0.507, 1.57, 44, 105, 28, 1
10, 511, 5110, 51.1, 0.115, 0.414, 1.53, 588, 2114, 385, 1
10, 19, 190, 1.9, 0.584, 0.842, 6.94, 111, 160, 16, 1
11, 31, 341, 2.818, 0.323, 0.83, 2.08, 110, 283, 53, 1
10, 19, 190, 1.9, 0.363, 0.837, 2.46, 69, 159, 28, 1
8, 148, 1184, 18.5, 0.196, 0.718, 1.28, 232, 850, 181, 1
6, 7, 42, 1.167, 0.5, 1.0, 1.75, 21, 42, 12, 1
10, 67, 670, 6.7, 0.291, 0.649, 2.17, 195, 435, 90, 1
10, 36, 360, 3.6, 0.367, 0.789, 2.28, 132, 284, 58, 1
7, 15, 105, 2.143, 0.181, 0.61, 2.71, 19, 64, 7, 1
10, 10, 100, 1.0, 0.56, 0.91, 4.0, 56, 91, 14, 1
7, 61, 427, 8.714, 0.321, 0.965, 1.78, 137, 412, 77, 1
9, 49, 441, 5.444, 0.306, 0.773, 1.82, 135, 341, 74, 1
9, 20, 180, 2.222, 0.628, 0.856, 8.07, 113, 154, 14, 1
8, 532, 4256, 66.5, 0.192, 0.72, 1.28, 816, 3066, 636, 1
7, 29, 203, 4.143, 0.305, 0.837, 1.48, 62, 170, 42, 1
13, 77, 1001, 5.923, 0.298, 0.7, 2.4, 298, 701, 124, 1
5, 3, 15, 0.6, 0.6, 1.0, 4.5, 9, 15, 2, 1
9, 54, 486, 6.0, 0.27, 0.852, 1.49, 131, 414, 88, 1
24, 471, 11304, 19.625, 0.474, 0.921, 7.9, 5363, 10409, 679, 1
8, 44, 352, 5.5, 0.426, 0.938, 3.26, 150, 330, 46, 1
7, 14, 98, 2.0, 0.255, 0.735, 1.56, 25, 72, 16, 1
9, 17, 153, 1.889, 0.235, 0.647, 1.44, 36, 99, 25, 1
7, 215, 1505, 30.714, 0.548, 0.997, 3.35, 824, 1500, 246, 1
7, 13, 91, 1.857, 0.308, 0.978, 1.56, 28, 89, 18, 1
7, 31, 217, 4.429, 0.267, 0.714, 2.15, 58, 155, 27, 1
7, 15, 105, 2.143, 0.314, 1.0, 1.57, 33, 105, 21, 1
7, 29, 203, 4.143, 0.286, 0.67, 1.71, 58, 136, 34, 1
14, 62, 868, 4.429, 0.433, 0.646, 5.97, 376, 561, 63, 1
9, 33, 297, 3.667, 0.33, 0.845, 1.81, 98, 251, 54, 1
10, 17, 170, 1.7, 0.506, 0.771, 7.82, 86, 131, 11, 1
7, 11, 77, 1.571, 0.377, 1.0, 1.53, 29, 77, 19, 1
9, 306, 2754, 34.0, 0.213, 0.807, 1.38, 587, 2222, 424, 1
16, 405, 6480, 25.313, 0.382, 0.596, 5.3, 2476, 3863, 467, 1
8, 22, 176, 2.75, 0.398, 0.79, 2.59, 70, 139, 27, 1
10, 251, 2510, 25.1, 0.141, 0.621, 1.23, 354, 1559, 287, 1
8, 24, 192, 3.0, 0.385, 0.969, 1.8, 74, 186, 41, 1
7, 7, 49, 1.0, 0.286, 0.633, 1.56, 14, 31, 9, 1
9, 82, 738, 9.111, 0.428, 0.936, 2.38, 316, 691, 133, 1
5, 28, 140, 5.6, 0.329, 0.871, 1.77, 46, 122, 26, 1
13, 38, 494, 2.923, 0.332, 0.935, 4.0, 164, 462, 41, 1
7, 191, 1337, 27.286, 0.307, 0.748, 1.66, 411, 1000, 247, 1
14, 150, 2100, 10.714, 0.225, 0.681, 4.14, 472, 1430, 114, 1
7, 11, 77, 1.571, 0.234, 0.675, 1.29, 18, 52, 14, 1
8, 18, 144, 2.25, 0.479, 0.986, 2.16, 69, 142, 32, 1
10, 271, 2710, 27.1, 0.197, 0.748, 1.38, 533, 2027, 386, 1
6, 16, 96, 2.667, 0.198, 0.76, 2.38, 19, 73, 8, 1
10, 51, 510, 5.1, 0.306, 0.855, 2.29, 156, 436, 68, 1
6, 11, 66, 1.833, 0.303, 0.97, 1.33, 20, 64, 15, 1
6, 24, 144, 4.0, 0.292, 0.764, 1.56, 42, 110, 27, 1
8, 135, 1080, 16.875, 0.077, 0.294, 1.54, 83, 317, 54, 1
7, 30, 210, 4.286, 0.329, 1.0, 1.38, 69, 210, 50, 1
8, 28, 224, 3.5, 0.393, 0.759, 2.2, 88, 170, 40, 1
8, 21, 168, 2.625, 0.262, 0.696, 1.52, 44, 117, 29, 1
8, 24, 192, 3.0, 0.26, 0.672, 1.85, 50, 129, 27, 1
7, 16, 112, 2.286, 0.25, 1.0, 1.56, 28, 112, 18, 1
8, 48, 384, 6.0, 0.354, 0.901, 1.68, 136, 346, 81, 1
9, 17, 153, 1.889, 0.601, 0.889, 8.36, 92, 136, 11, 1
9, 80, 720, 8.889, 0.231, 0.694, 1.54, 166, 500, 108, 1
11, 26, 286, 2.364, 0.283, 0.888, 2.19, 81, 254, 37, 1
1, 60, 60, 60.0, 0.217, 1.0, 1.08, 13, 60, 12, 1
13, 350, 4550, 26.923, 0.381, 0.589, 4.49, 1732, 2682, 386, 1
24, 170, 4080, 7.083, 0.931, 0.999, 17.04, 3799, 4075, 223, 1
6, 94, 564, 15.667, 0.184, 0.934, 1.32, 104, 527, 79, 1
7, 85, 595, 12.143, 0.192, 0.869, 1.3, 114, 517, 88, 1
10, 252, 2520, 25.2, 0.377, 0.775, 2.88, 950, 1953, 330, 1
8, 54, 432, 6.75, 0.35, 0.887, 1.74, 151, 383, 87, 1
6, 44, 264, 7.333, 0.254, 0.689, 1.68, 67, 182, 40, 1
9, 36, 324, 4.0, 0.565, 0.944, 3.16, 183, 306, 58, 1
7, 23, 161, 3.286, 0.298, 0.876, 1.45, 48, 141, 33, 1
10, 474, 4740, 47.4, 0.187, 0.578, 1.51, 886, 2740, 585, 1
7, 148, 1036, 21.143, 0.184, 0.816, 1.2, 191, 845, 159, 1
7, 4, 28, 0.571, 0.25, 0.857, 1.75, 7, 24, 4, 1
11, 98, 1078, 8.909, 0.397, 0.778, 2.61, 428, 839, 164, 1
5, 8, 40, 1.6, 0.675, 0.975, 3.0, 27, 39, 9, 1
10, 38, 380, 3.8, 0.432, 0.939, 2.78, 164, 357, 59, 1
14, 187, 2618, 13.357, 0.265, 0.477, 2.31, 693, 1248, 300, 1
9, 15, 135, 1.667, 0.378, 0.963, 2.43, 51, 130, 21, 1
7, 100, 700, 14.286, 0.283, 0.987, 1.68, 198, 691, 118, 1
10, 64, 640, 6.4, 0.439, 0.889, 2.58, 281, 569, 109, 1
7, 164, 1148, 23.429, 0.281, 0.838, 1.6, 323, 962, 202, 1
23, 118, 2714, 5.13, 0.293, 0.784, 2.06, 795, 2129, 385, 1
7, 27, 189, 3.857, 0.286, 1.0, 1.32, 54, 189, 41, 1
6, 90, 540, 15.0, 0.394, 0.804, 2.2, 213, 434, 97, 1
16, 181, 2896, 11.313, 0.4, 0.759, 5.1, 1157, 2198, 227, 1
8, 13, 104, 1.625, 0.663, 0.817, 6.9, 69, 85, 10, 1
9, 36, 324, 4.0, 0.506, 0.901, 2.83, 164, 292, 58, 1
7, 23, 161, 3.286, 0.286, 0.677, 1.59, 46, 109, 29, 1
12, 66, 792, 5.5, 0.402, 0.78, 3.03, 318, 618, 105, 1
11, 40, 440, 3.636, 0.27, 0.618, 1.8, 119, 272, 66, 1
5, 4, 20, 0.8, 0.45, 0.8, 3.0, 9, 16, 3, 1
10, 35, 350, 3.5, 0.42, 0.826, 2.23, 147, 289, 66, 1
10, 20, 200, 2.0, 0.61, 0.845, 8.13, 122, 169, 15, 1
10, 7, 70, 0.7, 0.314, 0.857, 1.83, 22, 60, 12, 1
8, 148, 1184, 18.5, 0.182, 0.625, 1.2, 216, 740, 180, 1
11, 205, 2255, 18.636, 0.371, 0.717, 3.01, 837, 1616, 278, 1
8, 33, 264, 4.125, 0.345, 0.886, 1.57, 91, 234, 58, 1
8, 12, 96, 1.5, 0.438, 1.0, 1.91, 42, 96, 22, 1
10, 219, 2190, 21.9, 0.153, 0.601, 1.24, 334, 1317, 270, 1
7, 12, 84, 1.714, 0.357, 0.81, 1.67, 30, 68, 18, 1
10, 23, 230, 2.3, 0.27, 0.648, 2.0, 62, 149, 31, 1
9, 8, 72, 0.889, 0.222, 0.736, 1.78, 16, 53, 9, 1
16, 389, 6224, 24.313, 0.364, 0.569, 5.35, 2268, 3544, 424, 1
10, 39, 390, 3.9, 0.285, 0.546, 1.91, 111, 213, 58, 1
8, 155, 1240, 19.375, 0.452, 0.882, 2.78, 561, 1094, 202, 1
8, 152, 1216, 19.0, 0.27, 0.623, 2.0, 328, 757, 164, 1
9, 117, 1053, 13.0, 0.419, 0.947, 2.48, 441, 997, 178, 1
9, 56, 504, 6.222, 0.343, 0.706, 1.97, 173, 356, 88, 1
12, 272, 3264, 22.667, 0.249, 0.602, 2.01, 812, 1965, 404, 1
17, 203, 3451, 11.941, 0.925, 0.999, 14.19, 3192, 3448, 225, 1
6, 89, 534, 14.833, 0.298, 0.758, 1.61, 159, 405, 99, 1
11, 378, 4158, 34.364, 0.33, 0.684, 2.95, 1371, 2846, 465, 1
24, 334, 8016, 13.917, 0.894, 0.966, 14.3, 7164, 7740, 501, 1
12, 26, 312, 2.167, 0.276, 0.83, 2.21, 86, 259, 39, 1
7, 16, 112, 2.286, 0.259, 0.768, 2.07, 29, 86, 14, 1
11, 8, 88, 0.727, 0.375, 0.602, 4.13, 33, 53, 8, 1
10, 186, 1860, 18.6, 0.347, 0.771, 2.42, 645, 1434, 267, 1
9, 12, 108, 1.333, 0.444, 0.981, 1.71, 48, 106, 28, 1
8, 139, 1112, 17.375, 0.16, 0.692, 2.17, 178, 769, 82, 1
9, 181, 1629, 20.111, 0.35, 0.773, 2.64, 570, 1260, 216, 1
7, 26, 182, 3.714, 0.302, 0.863, 1.9, 55, 157, 29, 1
9, 45, 405, 5.0, 0.319, 0.923, 2.11, 129, 374, 61, 1
10, 155, 1550, 15.5, 0.275, 0.803, 1.85, 427, 1244, 231, 1
13, 135, 1755, 10.385, 0.492, 0.833, 5.5, 864, 1462, 157, 1
38, 227, 8626, 5.974, 0.304, 0.648, 7.09, 2623, 5593, 370, 1
9, 45, 405, 5.0, 0.259, 0.805, 1.4, 105, 326, 75, 1
11, 271, 2981, 24.636, 0.168, 0.598, 1.35, 502, 1784, 371, 1
9, 168, 1512, 18.667, 0.315, 0.697, 2.15, 476, 1054, 221, 1
12, 274, 3288, 22.833, 0.208, 0.817, 1.65, 685, 2687, 416, 1
7, 80, 560, 11.429, 0.102, 0.468, 1.39, 57, 262, 41, 1
14, 348, 4872, 24.857, 0.169, 0.676, 1.56, 822, 3293, 526, 1
13, 369, 4797, 28.385, 0.397, 0.662, 4.79, 1906, 3176, 398, 1
8, 14, 112, 1.75, 0.321, 0.938, 1.71, 36, 105, 21, 1
9, 104, 936, 11.556, 0.282, 0.904, 1.93, 264, 846, 137, 1
6, 14, 84, 2.333, 0.286, 1.0, 1.2, 24, 84, 20, 1
7, 35, 245, 5.0, 0.269, 0.939, 1.32, 66, 230, 50, 1
1, 118, 118, 118.0, 0.186, 1.0, 1.05, 22, 118, 21, 1
